
[00:00:00.000 --> 00:00:02.160]  好 各位親愛的弟兄姊妹都在平安
[00:00:02.160 --> 00:00:08.320]  非常多謝上次講道之後呢
[00:00:08.320 --> 00:00:09.480]  弟兄姊妹的反饋啊
[00:00:09.480 --> 00:00:12.440]  讓我能夠再次的識回
[00:00:12.440 --> 00:00:18.240]  從聽到者的角度來去反思自己講道的這種
[00:00:18.240 --> 00:00:22.760]  需要長進的地方
[00:00:22.760 --> 00:00:25.040]  我記得我最早學習講道
[00:00:25.040 --> 00:00:28.680]  在教會里面給我最大幫助的就是有一位弟兄
[00:00:28.680 --> 00:00:30.800]  我們正好講完到禮拜之後
[00:00:30.800 --> 00:00:32.240]  騎車回家呢
[00:00:32.240 --> 00:00:36.280]  有一路上有一段是我們可以一起走的
[00:00:36.280 --> 00:00:38.600]  那麼他就會一路的講給我聽
[00:00:38.600 --> 00:00:41.360]  今天講到的各個地方
[00:00:41.360 --> 00:00:43.080]  有注意的地方是在哪裏
[00:00:43.080 --> 00:00:44.360]  有好的地方在哪裏
[00:00:44.360 --> 00:00:46.520]  所以我從他的上面呢
[00:00:46.520 --> 00:00:48.640]  其實他的身上學到了很多
[00:00:48.640 --> 00:00:50.120]  這是我的講道的老師
[00:00:50.120 --> 00:00:51.960]  很等於
[00:00:51.960 --> 00:00:52.760]  那麼今天呢
[00:00:52.760 --> 00:00:54.760]  我來到教會剛剛來到呢
[00:00:54.760 --> 00:00:57.000]  就有一位姊妹送給我一本
[00:00:57.000 --> 00:01:00.760]  我在忠神的老師寫的馬可福音啊
[00:01:00.760 --> 00:01:03.640]  正好今天我就要講馬可福音啊
[00:01:03.640 --> 00:01:05.040]  真是很巧
[00:01:05.040 --> 00:01:08.400]  也是意思是你看着你老師的這個書啊
[00:01:08.400 --> 00:01:10.480]  好好講好
[00:01:10.480 --> 00:01:11.320]  我收到了
[00:01:11.320 --> 00:01:14.480]  是今天我們講的是馬可福音
[00:01:14.480 --> 00:01:18.640]  第一章第40到第45節
[00:01:18.640 --> 00:01:21.080]  我們一起來看這段經文
[00:01:21.080 --> 00:01:24.760]  好
[00:01:24.760 --> 00:01:26.400]  我們一起來讀這段經文啊
[00:01:26.400 --> 00:01:28.400]  一共有五節經文
[00:01:28.400 --> 00:01:29.120]  好
[00:01:29.120 --> 00:01:30.520]  一二情
[00:01:30.520 --> 00:01:36.400]  有一個長大麻風的來求耶穌向他跪下說
[00:01:36.400 --> 00:01:39.880]  你若肯必能叫我結境了
[00:01:39.880 --> 00:01:43.920]  耶穌動了慈心就伸手摸他說
[00:01:43.920 --> 00:01:46.600]  我肯你結境了吧
[00:01:46.600 --> 00:01:49.160]  大麻風即使離開他
[00:01:49.160 --> 00:01:51.000]  他就結境了
[00:01:51.000 --> 00:01:55.240]  耶穌嚴嚴的囑咐他就打發他走
[00:01:57.400 --> 00:02:00.000]  對他說你要謹慎
[00:02:00.000 --> 00:02:02.960]  什麼話都不可告訴人
[00:02:02.960 --> 00:02:06.640]  只要去把身體給祭司查看
[00:02:06.640 --> 00:02:11.960]  又因爲你結境了線上摸西所吩咐的禮物
[00:02:11.960 --> 00:02:14.280]  對衆人做證據
[00:02:14.280 --> 00:02:17.800]  那人出去倒說許多的話
[00:02:17.800 --> 00:02:20.920]  把這件事傳揚開來
[00:02:20.920 --> 00:02:24.720]  叫耶穌以後不得再明明的進城
[00:02:24.720 --> 00:02:27.880]  只好在外邊曠野地方
[00:02:27.880 --> 00:02:31.240]  人人從各處都救了他來
[00:02:31.240 --> 00:02:32.560]  好
[00:02:32.560 --> 00:02:35.800]  那麼有一位日本的詩經學者
[00:02:35.800 --> 00:02:40.440]  他叫田川健三
[00:02:40.440 --> 00:02:44.160]  他就分析了整個的馬可夫音
[00:02:44.160 --> 00:02:46.240]  他發現了馬可夫音書呢
[00:02:46.240 --> 00:02:47.160]  有一個主題
[00:02:47.160 --> 00:02:51.080]  這個主題很清楚的就是底層的民衆
[00:02:51.080 --> 00:02:55.640]  其中的很多都是生活在社會最底層的賤民
[00:02:55.640 --> 00:02:57.880]  那關於賤民呢
[00:02:57.880 --> 00:03:00.440]  一會兒我再跟大家有一點點分享啊
[00:03:00.440 --> 00:03:03.440]  那麼耶穌常與他們同在啊
[00:03:03.440 --> 00:03:07.560]  這就是這位日本的詩經學者呢
[00:03:07.560 --> 00:03:11.920]  他對於馬可夫音的一種分析和心得
[00:03:11.920 --> 00:03:13.480]  那另外呢
[00:03:13.480 --> 00:03:16.560]  有一個韓國的民衆審學家叫安秉茂
[00:03:16.560 --> 00:03:20.080]  他就進一步的在這個基礎上分析呢
[00:03:20.080 --> 00:03:22.000]  馬可夫音
[00:03:22.000 --> 00:03:28.040]  他描述了這個耶穌和這些民衆之間的一個關係的特徵
[00:03:28.040 --> 00:03:28.960]  那其中第一個呢
[00:03:28.960 --> 00:03:30.840]  就是他耶穌所到的地方
[00:03:30.840 --> 00:03:32.760]  到處都有民衆救他來
[00:03:32.760 --> 00:03:34.440]  就是來到他身邊
[00:03:34.440 --> 00:03:36.280]  出現他左右
[00:03:36.280 --> 00:03:36.880]  那麼第二呢
[00:03:36.880 --> 00:03:38.120]  就是耶穌呢
[00:03:38.120 --> 00:03:39.560]  常跟他們一起喫飯
[00:03:39.560 --> 00:03:42.120]  大家都知道在猶太文化當中一起喫飯
[00:03:42.120 --> 00:03:44.520]  那是一個非常親密的關係哈
[00:03:44.520 --> 00:03:47.320]  建立親密關係的一種形式
[00:03:47.320 --> 00:03:47.920]  那麼第三呢
[00:03:47.920 --> 00:03:51.920]  就是法利賽人那些宗教領袖呢
[00:03:51.920 --> 00:03:55.800]  總是和耶穌和那些民衆的是對立的
[00:03:55.800 --> 00:03:56.440]  然後第四呢
[00:03:56.440 --> 00:03:57.960]  就是耶穌看那些民衆呢
[00:03:57.960 --> 00:04:00.800]  就好像是沒有牧人的羊
[00:04:00.800 --> 00:04:02.920]  而且他還看這些民衆呢
[00:04:02.920 --> 00:04:05.440]  好像是叫他們兄弟兄
[00:04:05.440 --> 00:04:06.760]  叫他們母親
[00:04:06.760 --> 00:04:07.240]  弟兄呢
[00:04:07.240 --> 00:04:08.840]  就是共同體裏面的同伴
[00:04:08.840 --> 00:04:11.560]  而母親的那個情感就特別了
[00:04:11.560 --> 00:04:13.320]  特別的深的情感
[00:04:13.320 --> 00:04:14.000]  那最後呢
[00:04:14.000 --> 00:04:17.760]  就是耶穌對於法利賽人這些宗教領袖呢
[00:04:17.760 --> 00:04:20.040]  會提出非常激烈的批判來
[00:04:20.040 --> 00:04:20.560]  但是呢
[00:04:20.560 --> 00:04:21.560]  在馬可福音裏面
[00:04:21.560 --> 00:04:27.440]  你卻沒有看到他對民衆做出一些道德上或者宗教方面的指責
[00:04:27.440 --> 00:04:32.520]  這是從日本的詩經到韓國的神學家
[00:04:32.520 --> 00:04:34.400]  他們看馬可福音的發現
[00:04:34.400 --> 00:04:37.120]  我們也真的看見了馬可福音呢
[00:04:37.120 --> 00:04:40.520]  就是在天國盡了這樣的一個大前提之下呢
[00:04:40.520 --> 00:04:44.240]  讓我們看見耶穌真的是站在了那些苦難
[00:04:44.240 --> 00:04:45.000]  飢餓
[00:04:45.000 --> 00:04:46.400]  口渴
[00:04:46.400 --> 00:04:51.000]  被壓抑和被疏離的那些底層民衆的一邊
[00:04:51.000 --> 00:04:51.640]  那麼今天呢
[00:04:51.640 --> 00:04:56.000]  就讓我們一起來看耶穌和一名大麻瘋病人的故事
[00:04:56.000 --> 00:04:59.120]  你看四十節
[00:04:59.120 --> 00:05:04.240]  這裏面有一個提到的說有一個大麻瘋病人的來求耶穌
[00:05:04.240 --> 00:05:06.960]  那麼大麻瘋在聖經當中呢
[00:05:06.960 --> 00:05:09.280]  有一個總體的概念
[00:05:09.280 --> 00:05:11.840]  這概念就是泛指的是光滑的表面
[00:05:11.840 --> 00:05:13.640]  出現了長了一些東西
[00:05:13.640 --> 00:05:14.880]  而且呢
[00:05:14.880 --> 00:05:16.000]  或者是沒變
[00:05:16.000 --> 00:05:18.240]  而且它有一個特點就是不斷的擴展
[00:05:18.240 --> 00:05:20.800]  就不是一塊就固定了
[00:05:20.800 --> 00:05:22.080]  它是不斷的蔓延
[00:05:22.080 --> 00:05:23.960]  也包括呢
[00:05:23.960 --> 00:05:26.000]  所有的皮膚病啊
[00:05:26.000 --> 00:05:27.680]  甚至房屋氣敏呢
[00:05:27.680 --> 00:05:29.640]  都可以被稱作是長大吧
[00:05:29.640 --> 00:05:30.920]  他麻瘋
[00:05:30.920 --> 00:05:32.560]  只要他有沒變
[00:05:32.560 --> 00:05:33.440]  長了些東西
[00:05:33.440 --> 00:05:35.800]  而且是在擴展當中的
[00:05:35.800 --> 00:05:36.200]  所以呢
[00:05:36.200 --> 00:05:42.800]  是遠遠的這個概念大於超過了我們今天醫學所界定的麻瘋病
[00:05:42.800 --> 00:05:43.720]  那麼當時呢
[00:05:43.720 --> 00:05:45.200]  這些麻瘋病患者呢
[00:05:45.200 --> 00:05:46.680]  不僅是身體上的疾病
[00:05:46.680 --> 00:05:49.800]  比疾病更不幸的是
[00:05:49.800 --> 00:05:52.840]  它代表着一種屬靈的不潔淨
[00:05:52.840 --> 00:05:53.560]  甚至呢
