
[00:00:00.000 --> 00:00:04.000]  我想上一次和大家去思想到老弟家教會的時候
[00:00:04.000 --> 00:00:10.520]  那個大題目叫做「敗壞之先,人心驕傲,尊榮以前,必有謙卑」
[00:00:10.520 --> 00:00:13.080]  應該是這樣,不過我好像沒有那麼長
[00:00:13.080 --> 00:00:16.880]  就是「敗壞之先,人心驕傲」
[00:00:16.880 --> 00:00:21.000]  為什麼會老弟家教會我要用這個做一個題目呢?
[00:00:21.000 --> 00:00:23.000]  因為老弟家這個教會
[00:00:23.000 --> 00:00:26.000]  它表面很風光的
[00:00:26.000 --> 00:00:30.000]  表面來說它是有名的
[00:00:30.000 --> 00:00:35.000]  它有一些眼和耳朵的藥,眼藥、耳藥
[00:00:35.000 --> 00:00:39.000]  因為它那裡有一些礦物質,這些是學者說的
[00:00:39.000 --> 00:00:41.000]  它有一些礦物質磨了粉之後
[00:00:41.000 --> 00:00:44.000]  可以用來做很好的眼藥
[00:00:44.000 --> 00:00:48.000]  甚至它是去外銷去其他地方的
[00:00:48.000 --> 00:00:54.000]  除此之外它也是有羊毛,黑羊毛
[00:00:54.000 --> 00:00:59.000]  那些黑羊毛是一些很好的黑羊毛
[00:00:59.000 --> 00:01:02.000]  我相信羊毛不是只有它有
[00:01:02.000 --> 00:01:05.000]  但是它的品質好,有時會有這樣的東西
[00:01:05.000 --> 00:01:07.000]  大家有沒有聽過cashmere這東西?
[00:01:07.000 --> 00:01:09.000]  我也不知道是什麼
[00:01:09.000 --> 00:01:11.000]  不過因為有個弟兄
[00:01:11.000 --> 00:01:14.000]  他是做這些羊毛衣服的,專業的
[00:01:14.000 --> 00:01:16.000]  所以我有一次請教他
[00:01:16.000 --> 00:01:18.000]  他解釋了多一點給我聽
[00:01:18.000 --> 00:01:23.000]  他說現在cashmere已經不是那個原創的地方最厲害了
[00:01:23.000 --> 00:01:25.000]  哪裡最厲害?
[00:01:25.000 --> 00:01:26.000]  強國!
[00:01:26.000 --> 00:01:30.000]  因為他拿了很多羊回來養
[00:01:30.000 --> 00:01:32.000]  你知道我們強國很大
[00:01:32.000 --> 00:01:35.000]  你什麼地方的氣候我們都有的,差不多
[00:01:35.000 --> 00:01:38.000]  只差可能沒有熱帶雨林
[00:01:38.000 --> 00:01:42.000]  沒有非洲那些地方
[00:01:42.000 --> 00:01:45.000]  但是你要有很多高山,我有高山
[00:01:45.000 --> 00:01:47.000]  你有海邊,我有海邊,你有平原
[00:01:47.000 --> 00:01:54.000]  所以現在據聞中國是最多出產這些cashmere的地方
[00:01:54.000 --> 00:01:57.000]  為什麼這個老弟家教會
[00:01:57.000 --> 00:01:59.000]  它又有金的
[00:01:59.000 --> 00:02:01.000]  它又有很好的眼藥
[00:02:01.000 --> 00:02:03.000]  醫學很發達的
[00:02:03.000 --> 00:02:05.000]  又有做衣服的,做革文
[00:02:05.000 --> 00:02:08.000]  大家知道做革文都可以很發達的
[00:02:08.000 --> 00:02:12.000]  為什麼它會出了問題呢?
[00:02:12.000 --> 00:02:15.000]  就是因為在神的眼裡面來看
[00:02:15.000 --> 00:02:18.000]  這些東西完全不合神的規格
[00:02:18.000 --> 00:02:20.000]  完全不合神的規格
[00:02:20.000 --> 00:02:23.000]  它們是真的有好的眼藥,可以醫好眼
[00:02:23.000 --> 00:02:27.000]  但是神所要的不是我們這隻這樣的眼
[00:02:27.000 --> 00:02:29.000]  是那個屬靈的眼睛
[00:02:29.000 --> 00:02:32.000]  神所要的不是說你有很好的衣服
[00:02:32.000 --> 00:02:37.000]  很好的皮草,羊毛,很暖,或者羽絨
[00:02:37.000 --> 00:02:39.000]  那些當然了,physically
[00:02:39.000 --> 00:02:41.000]  如果從身體上來說是需要
[00:02:41.000 --> 00:02:44.000]  但是神所要的是我們心裡火熱
[00:02:44.000 --> 00:02:46.000]  是不是?有時有人問我
[00:02:46.000 --> 00:02:48.000]  牧師為什麼你穿這麼少衣服呢?
[00:02:48.000 --> 00:02:50.000]  有時我都穿著一件短袖
[00:02:50.000 --> 00:02:53.000]  鋪路,我可以到處走的,是不是?
[00:02:53.000 --> 00:02:55.000]  那當然是因為我以前在加拿大
[00:02:55.000 --> 00:02:58.000]  熬了18年冬天的冰雪
[00:02:58.000 --> 00:03:00.000]  所以我都OK啦
[00:03:00.000 --> 00:03:03.000]  但是我有時說笑,因為我心裡火熱
[00:03:03.000 --> 00:03:05.000]  我裡面有一個暖的爐
[00:03:05.000 --> 00:03:08.000]  在裡面,當然是說笑的
[00:03:08.000 --> 00:03:11.000]  所以神所要的不是表面的東西
[00:03:11.000 --> 00:03:13.000]  不是人以為寶貴的東西
[00:03:13.000 --> 00:03:15.000]  就算他們有黃金
[00:03:15.000 --> 00:03:17.000]  神都說你要幫我買黃金
[00:03:17.000 --> 00:03:19.000]  為什麼?
[00:03:19.000 --> 00:03:21.000]  因為聖經裡面說到金是什麼?
[00:03:21.000 --> 00:03:24.000]  那些金是經過考驗的磨練的
[00:03:24.000 --> 00:03:26.000]  不是說真的拿火燒一下
[00:03:26.000 --> 00:03:28.000]  它就成為這個精金
[00:03:28.000 --> 00:03:31.000]  說到人之所以能夠成為一個精金
[00:03:31.000 --> 00:03:33.000]  成為真的金
[00:03:33.000 --> 00:03:36.000]  這麼寶貴,是要經歷過考驗的
[00:03:36.000 --> 00:03:38.000]  經歷過苦難的
[00:03:38.000 --> 00:03:40.000]  所以有一位神學家
[00:03:40.000 --> 00:03:42.000]  他都曾經說過
[00:03:42.000 --> 00:03:45.000]  他未曾經歷過苦難考驗的人生
[00:03:45.000 --> 00:03:47.000]  是等於沒有曾經活過
[00:03:47.000 --> 00:03:49.000]  沒有曾經活過
[00:03:49.000 --> 00:03:53.000]  今天和大家繼續看老弟家教會
[00:03:53.000 --> 00:03:55.000]  我們看三章第十四節
[00:03:55.000 --> 00:03:59.000]  他說你要寫信給老弟家教會的使者說
[00:03:59.000 --> 00:04:03.000]  那為阿們誠信真實的見證者
[00:04:03.000 --> 00:04:06.000]  神創造的根源這樣說
[00:04:06.000 --> 00:04:10.000]  為什麼我剛才一上講台就說
[00:04:10.000 --> 00:04:14.000]  上面是要別人讀完
[00:04:14.000 --> 00:04:16.000]  你才去打那些出來
[00:04:16.000 --> 00:04:18.000]  接著你讀到第十八節
[00:04:18.000 --> 00:04:20.000]  你就打回第十三第十四節出來
[00:04:20.000 --> 00:04:22.000]  第十四第十五節出來
[00:04:22.000 --> 00:04:24.000]  我講真心說話嘛,是不是?
[00:04:24.000 --> 00:04:27.000]  不過要有愛心說誠實話
[00:04:27.000 --> 00:04:31.000]  這裡就是講耶穌基督是一個怎樣的主
[00:04:31.000 --> 00:04:32.000]  他說
[00:04:32.000 --> 00:04:37.000]  祂就是一個阿們誠信真實的見證者
[00:04:37.000 --> 00:04:40.000]  神創造的根源這樣說
[00:04:40.000 --> 00:04:42.000]  第一,首先什麼叫阿們?
[00:04:42.000 --> 00:04:44.000]  這裡我給了大家筆記
[00:04:44.000 --> 00:04:45.000]  大家可以看看筆記
[00:04:45.000 --> 00:04:47.000]  人子耶穌基督自稱包括三方面
[00:04:47.000 --> 00:04:49.000]  第一就是講到祂是阿們的
[00:04:49.000 --> 00:04:53.000]  第二就是祂是信實真實見證的
[00:04:53.000 --> 00:04:57.000]  第三就是神創造中的為首位的
[00:04:57.000 --> 00:04:58.000]  第一點
[00:04:58.000 --> 00:04:59.000]  阿們是什麼意思?
[00:04:59.000 --> 00:05:00.000]  我給了大家兩個字
[00:05:00.000 --> 00:05:02.000]  第一個是希臘文
[00:05:02.000 --> 00:05:05.000]  大家看到第一個字母Alpha
[00:05:05.000 --> 00:05:08.000]  Alpha我們很多人就算不讀希臘文都會
[00:05:08.000 --> 00:05:09.000]  做數學
[00:05:09.000 --> 00:05:13.000]  甚至我們最近新的那件Polo那件衣服
[00:05:13.000 --> 00:05:14.000]  現在可以拿了
[00:05:14.000 --> 00:05:15.000]  一會兒完了
[00:05:15.000 --> 00:05:17.000]  去書攤可以領取
[00:05:17.000 --> 00:05:18.000]  如果你訂了一些
[00:05:18.000 --> 00:05:19.000]  第一個字母是什麼?
[00:05:19.000 --> 00:05:20.000]  就是Alpha
[00:05:20.000 --> 00:05:22.000]  那個Agape
[00:05:22.000 --> 00:05:23.000]  Agape
[00:05:23.000 --> 00:05:24.000]  這個字
[00:05:24.000 --> 00:05:25.000]  第一個就是Alpha
[00:05:25.000 --> 00:05:26.000]  這個字是什麼字?
[00:05:26.000 --> 00:05:27.000]  原來這個就是阿們
[00:05:27.000 --> 00:05:29.000]  希臘文讀的阿們就是這個字
[00:05:29.000 --> 00:05:30.000]  Amen
[00:05:30.000 --> 00:05:32.000]  但是跟著希伯來文
[00:05:32.000 --> 00:05:34.000]  又有這個字出現
[00:05:34.000 --> 00:05:36.000]  不過希伯來文的字母
[00:05:36.000 --> 00:05:37.000]  是要從
[00:05:37.000 --> 00:05:39.000]  左右
[00:05:39.000 --> 00:05:42.000]  左邊讀起的
[00:05:42.000 --> 00:05:44.000]  所以你看到那個交叉
[00:05:44.000 --> 00:05:45.000]  看到那個交叉
[00:05:45.000 --> 00:05:46.000]  好像交叉
[00:05:46.000 --> 00:05:48.000]  那個才是第一個字母
[00:05:48.000 --> 00:05:49.000]  如果這樣讀
[00:05:49.000 --> 00:05:51.000]  那個又是希伯來文的音
[00:05:51.000 --> 00:05:53.000]  就是Amen
