
[00:00:00.000 --> 00:00:02.840]  《規短聖經》在菲律賓書第三章第12節
[00:00:02.840 --> 00:00:05.540]  這是保羅所說的一句話
[00:00:05.540 --> 00:00:07.540]  他說這不是說我已經得著了
[00:00:07.540 --> 00:00:08.800]  已經完全了
[00:00:08.800 --> 00:00:11.380]  我乃是竭力追求
[00:00:11.380 --> 00:00:13.500]  或者可以得著基督耶穌
[00:00:13.500 --> 00:00:16.380]  所以得著我的
[00:00:16.380 --> 00:00:17.880]  今天是農曆大年初一
[00:00:17.880 --> 00:00:20.080]  首先在這裡再一次恭賀大家
[00:00:20.080 --> 00:00:21.300]  新春快樂
[00:00:21.300 --> 00:00:22.680]  日日蒙福
[00:00:22.680 --> 00:00:25.840]   Amen
[00:00:25.840 --> 00:00:29.480]  你知道我們中國人一向是非常注重祝福的
[00:00:29.480 --> 00:00:33.400]  在新年的時候家家戶戶要掛春年
[00:00:33.400 --> 00:00:36.800]  就是希望祝福能夠臨到家裡
[00:00:36.800 --> 00:00:40.580]  在家裡面也是喜歡貼一個福這個字
[00:00:40.580 --> 00:00:42.400]  正的貼 道的貼
[00:00:42.400 --> 00:00:46.340]  就是滿懷著希望能夠祝福臨到
[00:00:46.340 --> 00:00:47.680]  在拜年的時候
[00:00:47.680 --> 00:00:51.380]  我們也是彼此會說吉祥話
[00:00:51.380 --> 00:00:52.640]  恭喜發財
[00:00:52.640 --> 00:00:54.240]  年年有餘
[00:00:54.240 --> 00:00:58.240]  在兔年的時候更是要兔飛猛進
[00:00:58.240 --> 00:01:04.180]  但是今年卻是很特別的一年
[00:01:04.180 --> 00:01:08.540]  今年無論是在犀利的新年
[00:01:08.540 --> 00:01:10.700]  所農曆的新年
[00:01:10.700 --> 00:01:14.480]  剛好都是在主日
[00:01:14.480 --> 00:01:18.700]  好像神在提醒我們一件事情
[00:01:18.700 --> 00:01:20.880]  神在提醒我們說
[00:01:20.880 --> 00:01:22.980]  在這新的一年
[00:01:22.980 --> 00:01:29.280]  要記得把神放在我們生命中的首位
[00:01:29.280 --> 00:01:34.600]  只有當我們把神放在我們生命當中的首位的時候
[00:01:34.600 --> 00:01:38.900]  我們才能夠得到從神而來真正的祝福
[00:01:38.900 --> 00:01:40.880]  Amen
[00:01:40.880 --> 00:01:43.900]  所以今年在大年初一的時候
[00:01:43.900 --> 00:01:49.540]  我們需要在這個思想上有一個大轉彎
[00:01:49.540 --> 00:01:52.200]  如果以前在過年的時候
[00:01:52.200 --> 00:01:56.280]  我們所想的是地上的祝福
[00:01:56.280 --> 00:02:02.340]  那麼今年讓我們來渴慕屬神的祝福
[00:02:02.340 --> 00:02:06.880]  就好像保羅在菲律賓書第三章十二節所說的
[00:02:06.880 --> 00:02:10.000]  他說我乃是竭力追求
[00:02:10.000 --> 00:02:12.240]  要得著基督所以得著我的
[00:02:12.240 --> 00:02:16.600]  或者說所要我得著的
[00:02:16.600 --> 00:02:21.600]  保羅所追求的不是世界上的祝福
[00:02:21.600 --> 00:02:26.300]  保羅所追求的是屬神的祝福
[00:02:26.300 --> 00:02:30.840]  而且他說他竭力追求
[00:02:30.840 --> 00:02:33.100]  他心中是有個渴慕
[00:02:33.100 --> 00:02:37.540]  就要更多來經歷神
[00:02:37.540 --> 00:02:39.300]  我知道很多時候我們在過新年的時候
[00:02:39.300 --> 00:02:42.480]  我們都有新年新希望
[00:02:42.480 --> 00:02:47.800]  我不知道今年你的新年新希望是什麼
[00:02:47.800 --> 00:02:51.740]  你有沒有想過在這新的一年裡面
[00:02:51.740 --> 00:02:56.500]  讓我們更深的來經歷神呢
[00:02:56.500 --> 00:02:58.100]  所以今天想說三方面來思想
[00:02:58.100 --> 00:03:02.680]  我們怎麼樣能夠更深的來經歷神
[00:03:02.680 --> 00:03:06.680]  首先第一個要看重主的同在
[00:03:06.680 --> 00:03:11.140]  跟你們講說要看重主的同在
[00:03:11.140 --> 00:03:14.080]  為什麼要看重主的同在
[00:03:14.080 --> 00:03:17.540]  因為主的同在是我們能夠經歷神
[00:03:17.540 --> 00:03:21.900]  得著神祝福的一個關鍵
[00:03:21.900 --> 00:03:25.500]  在聖經當中我們看見約瑟是一個蒙福的人
[00:03:25.500 --> 00:03:28.480]  甚至連外邦人從他的身上
[00:03:28.480 --> 00:03:30.980]  都可以看見上帝的祝福
[00:03:30.980 --> 00:03:35.600]  因為神使約瑟手中所做的事情盡都順利
[00:03:35.600 --> 00:03:38.200]  他的秘訣是什麼呢
[00:03:38.200 --> 00:03:40.480]  創世紀第39章第二節這裡說
[00:03:40.480 --> 00:03:43.080]  約瑟住在他主人埃及人的家中
[00:03:43.080 --> 00:03:48.780]  耶和華與他同在他就百事順利
[00:03:48.780 --> 00:03:52.940]  可見我們看見約瑟是一個看重神同在的人
[00:03:52.940 --> 00:03:55.640]  我相信神之所以祝福他
[00:03:55.640 --> 00:03:58.980]  不但是因為神與他同在
[00:03:58.980 --> 00:04:03.980]  也更是因為他常與神同在
[00:04:03.980 --> 00:04:07.440]  今天很多基督徒不明白這個真理
[00:04:07.440 --> 00:04:10.900]  他們說當我們接受耶穌做我們個人救主的時候
[00:04:10.900 --> 00:04:13.980]  主不就是與我們同在了嗎
[00:04:13.980 --> 00:04:15.280]  沒錯
[00:04:15.280 --> 00:04:17.380]  當你接受耶穌做你個人救主
[00:04:17.380 --> 00:04:19.440]  主就已經與你同在
[00:04:19.440 --> 00:04:23.100]  事實上當我們兩三個人奉主名聚集
[00:04:23.100 --> 00:04:27.800]  就是現在主已經與我們同在
[00:04:27.800 --> 00:04:30.480]  但問題是主與我們同在
[00:04:30.480 --> 00:04:35.280]  我們卻不常與主同在
[00:04:35.280 --> 00:04:37.200]  因為我們的心思意念
[00:04:37.200 --> 00:04:40.080]  常常沒有在主的身上
[00:04:40.080 --> 00:04:41.340]  在每天的生活當中
[00:04:41.340 --> 00:04:45.840]  我們還是忙於做我們自己做的事情
[00:04:45.840 --> 00:04:48.880]  想去我們自己要去的地方
[00:04:48.880 --> 00:04:52.380]  想過我們自己要過的生活
[00:04:52.380 --> 00:04:54.700]  我們很少停一下
[00:04:54.700 --> 00:05:00.200]  來思想一下神在我們身上的心意是什麼
[00:05:00.200 --> 00:05:04.240]  這樣覺得其實神的心意並不難尋求
[00:05:04.240 --> 00:05:08.640]  只要我們來靠近祂
[00:05:08.640 --> 00:05:12.640]  就好像摩西在曠野的時候
[00:05:12.640 --> 00:05:15.580]  祂在曠野四十年的時間
[00:05:15.580 --> 00:05:19.440]  這四十年祂就是牧養羊群
[00:05:19.440 --> 00:05:22.440]  你可以想像這四十年的每一天
[00:05:22.440 --> 00:05:26.000]  摩西就引著羊群在曠野裡面行走
[00:05:26.000 --> 00:05:28.800]  走來走去
[00:05:28.800 --> 00:05:31.100]  祂卻沒有注意到
[00:05:31.100 --> 00:05:36.580]  其實神一直與祂同在
[00:05:36.580 --> 00:05:39.340]  一直到有一天祂在曠野
[00:05:39.340 --> 00:05:43.040]  看一個荊棘被火燃燒
[00:05:43.040 --> 00:05:44.700]  本來在曠野
[00:05:44.700 --> 00:05:47.100]  本來太陽就很炙熱
[00:05:47.100 --> 00:05:51.680]  荊棘被火燃燒也不是什麼稀奇的事情
[00:05:51.680 --> 00:05:56.140]  可是那一天那個荊棘被火燃燒
[00:05:56.140 --> 00:05:59.340]  卻沒有被燒毀
[00:05:59.340 --> 00:06:03.480]  這本身是很令人稀奇的事情
[00:06:03.480 --> 00:06:06.800]  摩西遠遠地觀看
[00:06:06.800 --> 00:06:09.300]  其實祂可能看看也就好了
[00:06:09.300 --> 00:06:11.940]  因為祂有很多的羊群要照顧
[00:06:11.940 --> 00:06:13.440]  很多的事情需要處理
[00:06:13.440 --> 00:06:16.940]  祂遠遠看見也就算了
[00:06:16.940 --> 00:06:18.740]  但那一天
[00:06:18.740 --> 00:06:21.380]  摩西看著看著
[00:06:21.380 --> 00:06:24.480]  祂就決定要走過去
[00:06:24.480 --> 00:06:28.200]  要靠近去看
[00:06:28.200 --> 00:06:30.480]  出來記三章第三節
[00:06:30.480 --> 00:06:33.540]  摩西說我要過去看這大異象
[00:06:33.540 --> 00:06:36.380]  這荊棘為何沒有被燒壞呢
[00:06:36.380 --> 00:06:38.640]  耶和阿神見祂過去要看
[00:06:38.640 --> 00:06:41.240]  就從荊棘裡呼叫說
[00:06:41.240 --> 00:06:43.200]  摩西 摩西
[00:06:43.200 --> 00:06:46.640]  祂說我在這裡
[00:06:46.640 --> 00:06:48.040]  要注意
[00:06:48.040 --> 00:06:52.200]  當摩西只是經過曠野的時候
[00:06:52.200 --> 00:06:54.940]  神沒有向祂說話
[00:06:54.940 --> 00:06:58.240]  當摩西只是遠遠觀看這個荊棘
[00:06:58.240 --> 00:07:00.880]  被火燃燒的時候
[00:07:00.880 --> 00:07:04.040]  神也沒有向祂說話
[00:07:04.040 --> 00:07:08.340]  只有當摩西來靠近神的時候
[00:07:08.340 --> 00:07:12.480]  神才開始向祂說話
[00:07:12.480 --> 00:07:13.980]  換句話說
[00:07:13.980 --> 00:07:16.040]  只有當你來靠近神的時候
[00:07:16.040 --> 00:07:18.880]  你才可能經歷神
[00:07:18.880 --> 00:07:19.540]  跟你們說
[00:07:19.540 --> 00:07:20.680]  只有當你靠近神
[00:07:20.680 --> 00:07:24.780]  你才能經歷神
[00:07:24.780 --> 00:07:25.380]  第二節你要知道
[00:07:25.380 --> 00:07:30.780]  今天神在你身上是一個榮耀的計畫
[00:07:30.780 --> 00:07:32.040]  神在你身上
[00:07:32.040 --> 00:07:36.280]  也有祂命令的祝福要臨到你
[00:07:36.280 --> 00:07:39.880]  但是你要先來靠近祂
[00:07:39.880 --> 00:07:43.980]  因為你今天神是有話向你要說
[00:07:43.980 --> 00:07:46.940]  神有工作要做在你的身上
[00:07:46.940 --> 00:07:49.480]  神有異象要讓你看見
[00:07:49.480 --> 00:07:52.680]  神有神蹟要顯明在你生命當中
[00:07:52.680 --> 00:07:57.280]  但你必須先來靠近神
[00:07:57.280 --> 00:08:01.480]  你不但是要知道神常與你同在
[00:08:01.480 --> 00:08:05.880]  你更是要常與神同在
[00:08:05.880 --> 00:08:08.780]  當你的心思因你來靠近神的時候
[00:08:08.780 --> 00:08:11.880]  神就要向你來說話
[00:08:11.880 --> 00:08:15.280]  神就要向你顯明祂的心意
[00:08:15.280 --> 00:08:16.580]  Amen
[00:08:16.580 --> 00:08:19.980]  那你說我們怎麼樣來靠近神
[00:08:19.980 --> 00:08:25.380]  那我建議你每一天花時間做這兩件事情
[00:08:25.380 --> 00:08:26.680]  第一個
[00:08:26.680 --> 00:08:29.180]  花時間來敬拜
[00:08:29.180 --> 00:08:33.080]  跟你們說要花時間來敬拜
[00:08:33.080 --> 00:08:35.980]  為什麼敬拜這麼重要
[00:08:35.980 --> 00:08:37.780]  因為當我們敬拜神的時候
[00:08:37.780 --> 00:08:41.080]  神的靈能夠幫助我們
[00:08:41.080 --> 00:08:43.080]  讓我們的心思意念
[00:08:43.080 --> 00:08:46.680]  能夠轉移到神的面前來
[00:08:46.680 --> 00:08:48.080]  否則的話
[00:08:48.080 --> 00:08:49.880]  當我們面對每一天生活當中
[00:08:49.880 --> 00:08:51.280]  我們的心思意念
[00:08:51.280 --> 00:08:55.080]  常常停留在我們的環境上
[00:08:55.080 --> 00:08:56.080]  我們的心思念
[00:08:56.080 --> 00:08:59.880]  常常停留在我們的難處上
[00:08:59.880 --> 00:09:03.380]  我們就很難來經歷神的工作
[00:09:03.380 --> 00:09:05.980]  但什麼時候一開始敬拜神的時候
[00:09:05.980 --> 00:09:07.880]  神的靈能夠幫助我們
[00:09:07.880 --> 00:09:09.280]  讓我們的心思意念
[00:09:09.280 --> 00:09:10.780]  能夠從我們的環境
[00:09:10.780 --> 00:09:12.080]  從我們的難處上
[00:09:12.080 --> 00:09:15.480]  能夠轉移到神的身上
[00:09:15.480 --> 00:09:17.280]  神的靈能夠幫助我們
[00:09:17.280 --> 00:09:19.280]  讓我們思想到神在我們身上
[00:09:19.280 --> 00:09:22.980]  一切的憐憫跟恩慈
