
[00:00:00.000 --> 00:00:06.000]  上一次來講到已經是20年前的事了
[00:00:06.000 --> 00:00:16.000]  李牧師是我第二個兒子的屬靈導師
[00:00:16.000 --> 00:00:19.000]  所以我和李牧師是很熟的
[00:00:19.000 --> 00:00:21.000]  栽培我兒子
[00:00:21.000 --> 00:00:26.000]  並且我兒子就在他以前的廣福堂那裡
[00:00:26.000 --> 00:00:29.000]  認識了我現在的師父
[00:00:29.000 --> 00:00:36.000]  所以李牧師和我弟兒都在我的教會
[00:00:36.000 --> 00:00:39.000]  宣道會西環堂執事
[00:00:39.000 --> 00:00:44.000]  最主要能夠有機會重臨你們的教會
[00:00:44.000 --> 00:00:47.000]  能夠去宣講神的話
[00:00:47.000 --> 00:00:51.000]  在這半個鐘頭裡面很短的時間
[00:00:51.000 --> 00:00:53.000]  我要傳講一個
[00:00:53.000 --> 00:01:01.000]  由我心底裡面 由我的人生 現在我已經是接近81歲了
[00:01:01.000 --> 00:01:05.000]  所以有很多體會
[00:01:05.000 --> 00:01:11.000]  無論你生活是平凡 或者是精彩
[00:01:11.000 --> 00:01:15.000]  或者是基層 或者是中產
[00:01:15.000 --> 00:01:19.000]  或者你早信主已經幾十年了
[00:01:19.000 --> 00:01:23.000]  或者有些人剛剛信主已經沒幾年了
[00:01:23.000 --> 00:01:28.000]  到你中年或者接近晚年的時候
[00:01:28.000 --> 00:01:34.000]  你自然會回顧你自己過去人生的快樂
[00:01:34.000 --> 00:01:38.000]  憂愁 傷心的事
[00:01:38.000 --> 00:01:41.000]  但同時你又經歷很多興奮
[00:01:41.000 --> 00:01:44.000]  令你不能夠忘懷的事
[00:01:44.000 --> 00:01:49.000]  譬如很簡單 我們這些一定有子女
[00:01:49.000 --> 00:01:55.000]  當然是娶媳婦 或者是嫁女的情況出現
[00:01:55.000 --> 00:02:01.000]  在這些時刻你會很高興 很興奮
[00:02:01.000 --> 00:02:08.000]  就是說你會經歷一些情緒上的高與低的實況
[00:02:08.000 --> 00:02:10.000]  每一個人都有
[00:02:10.000 --> 00:02:12.000]  即使年輕人一樣有
[00:02:12.000 --> 00:02:16.000]  如果他面對他的學業的時候有很多挫折
[00:02:16.000 --> 00:02:18.000]  他都很情緒低落
[00:02:18.000 --> 00:02:22.000]  現在香港很多年輕人情緒是非常屈結的
[00:02:22.000 --> 00:02:25.000]  但如果他攀過某些高峰
[00:02:25.000 --> 00:02:28.000]  達到他成績的好處的時候
[00:02:28.000 --> 00:02:32.000]  不單止他自己滿意高興
[00:02:32.000 --> 00:02:34.000]  他父母都滿意高興
[00:02:34.000 --> 00:02:38.000]  順利可以送他入大學 是不是
[00:02:38.000 --> 00:02:43.000]  這是很現實的 實際人生的狀況
[00:02:43.000 --> 00:02:49.000]  但有時你又想起一些很無奈的屈結
[00:02:49.000 --> 00:02:54.000]  心裏有一種不安的情緒
[00:02:54.000 --> 00:03:00.000]  這些都是 尤其是在我們過去這幾年裏面的
[00:03:00.000 --> 00:03:05.000]  政治以及疫情的有論之後的人
[00:03:05.000 --> 00:03:08.000]  心裏面都覺得很不安
[00:03:08.000 --> 00:03:15.000]  所以要唱平安的詩歌 安慰我們
[00:03:15.000 --> 00:03:18.000]  這些都是構成我們生命裏面
[00:03:18.000 --> 00:03:23.000]  高峰低谷難忘的經驗
[00:03:23.000 --> 00:03:27.000]  回顧起來你的心境有時很開心
[00:03:27.000 --> 00:03:28.000]  飛到彈起
[00:03:28.000 --> 00:03:35.000]  但有時你又很難過
[00:03:35.000 --> 00:03:40.000]  香港很普遍人的情緒是卑屈的
[00:03:40.000 --> 00:03:42.000]  因為見到香港的環境
[00:03:42.000 --> 00:03:44.000]  特別政治之後的衝擊
[00:03:44.000 --> 00:03:48.000]  到今天都仍然未復原
[00:03:48.000 --> 00:03:51.000]  大家都知道
[00:03:51.000 --> 00:03:56.000]  可能很多人就在這個時間聰明地去選擇
[00:03:56.000 --> 00:04:03.000]  減少自己遺憾的情緒
[00:04:03.000 --> 00:04:10.000]  但是我們人生是一定有悲苦快樂的
[00:04:10.000 --> 00:04:14.000]  兩樣東西都是共存的
[00:04:14.000 --> 00:04:17.000]  最近我講了一篇導在我的教會
[00:04:17.000 --> 00:04:20.000]  我退休了教會 回去再講
[00:04:20.000 --> 00:04:23.000]  就是帖索尼加前書二章
[00:04:23.000 --> 00:04:35.000]  聖靈使得帖索尼加教會在大患難中仍有喜樂
[00:04:35.000 --> 00:04:41.000]  基督教不是一個所謂趨吉避凶的宗教
[00:04:41.000 --> 00:04:43.000]  是一定要面對現實
[00:04:43.000 --> 00:04:57.000]  一定要有卑屈
[00:04:57.000 --> 00:05:02.000]  這兩樣東西是共存的
[00:05:02.000 --> 00:05:05.000]  民間宗教就是趨吉避凶
[00:05:05.000 --> 00:05:07.000]  我只要祝福 只要平安
[00:05:07.000 --> 00:05:08.000]  只要一切順利
[00:05:08.000 --> 00:05:12.000]  不要有患難衝擊我
[00:05:12.000 --> 00:05:13.000]  沒可能的
[00:05:13.000 --> 00:05:16.000]  耶穌保羅都要遇患難
[00:05:16.000 --> 00:05:22.000]  你我可能免嗎
[00:05:22.000 --> 00:05:24.000]  剛才我很感動
[00:05:24.000 --> 00:05:29.000]  姐妹撐著的拐杖都上來唱歌
[00:05:29.000 --> 00:05:33.000]  我很同情你了解你的苦風
[00:05:33.000 --> 00:05:35.000]  我也擔心到了這個年紀
[00:05:35.000 --> 00:05:37.000]  如果我不運動
[00:05:37.000 --> 00:05:41.000]  我都會有可能腳的肌肉
[00:05:41.000 --> 00:05:44.000]  所以我兒子逼我要運動
[00:05:44.000 --> 00:05:47.000]  所以我現在還可以行得走得
[00:05:47.000 --> 00:05:51.000]  我還可以每天走六七千步都一萬步
[00:05:51.000 --> 00:05:54.000]  因為上帝既然讓我有生命
[00:05:54.000 --> 00:05:57.000]  繼續存在這個世上
[00:05:57.000 --> 00:05:58.000]  為侍奉他
[00:05:58.000 --> 00:06:05.000]  就應該以勇氣繼續無憾地活下去
[00:06:05.000 --> 00:06:07.000]  今天就是從這個角度
[00:06:07.000 --> 00:06:11.000]  和大家看回菲律賓書保羅這段經文
[00:06:11.000 --> 00:06:14.000]  保羅在他侍奉人生已經來到高峰
[00:06:14.000 --> 00:06:18.000]  他的宣教旅程已經去了兩三次
[00:06:18.000 --> 00:06:21.000]  已經很滿足 很無憾
[00:06:21.000 --> 00:06:24.000]  但是突然間
[00:06:24.000 --> 00:06:27.000]  因為他傳耶穌福音
[00:06:27.000 --> 00:06:28.000]  政府不高興
[00:06:28.000 --> 00:06:33.000]  將他抓去坐牢
[00:06:33.000 --> 00:06:37.000]  本來期望更有高峰的成就
[00:06:37.000 --> 00:06:39.000]  為主的國度擴展
[00:06:39.000 --> 00:06:42.000]  但是突然間停載了
[00:06:42.000 --> 00:06:44.000]  而這個停載
[00:06:44.000 --> 00:06:46.000]  他寫這封書信的時候
[00:06:46.000 --> 00:06:47.000]  在監獄
[00:06:47.000 --> 00:06:50.000]  他已經坐了兩年了
[00:06:50.000 --> 00:06:52.000]  還不知道還有多久的時間
[00:06:52.000 --> 00:06:55.000]  可以被釋放
[00:06:55.000 --> 00:06:57.000]  保羅坐牢也很特別
[00:06:57.000 --> 00:07:00.000]  他自己用錢租房來住
[00:07:00.000 --> 00:07:03.000]  我前年去了2023年
[00:07:03.000 --> 00:07:05.000]  去了意大利羅馬
[00:07:05.000 --> 00:07:10.000]  一間新的意大利華人神學院教書
[00:07:10.000 --> 00:07:15.000]  見到神學院前院長梁家倫牧師
[00:07:15.000 --> 00:07:18.000]  邀請我這位他的下屬
[00:07:18.000 --> 00:07:20.000]  但是我教過他
[00:07:20.000 --> 00:07:22.000]  但是他成為我下屬
[00:07:22.000 --> 00:07:23.000]  我成為他的下屬
[00:07:23.000 --> 00:07:24.000]  他邀請我
[00:07:24.000 --> 00:07:27.000]  我當然要遵院長命令
[00:07:27.000 --> 00:07:31.000]  有機會去看保羅的蹤跡
[00:07:31.000 --> 00:07:32.000]  羅馬就是保羅
[00:07:32.000 --> 00:07:36.000]  在他生命最後的階段裡的蹤跡
[00:07:36.000 --> 00:07:41.000]  看看白居拉的住所
[00:07:41.000 --> 00:07:43.000]  看看保羅所坐牢的地方
[00:07:43.000 --> 00:07:46.000]  這些在周末我們教完書
[00:07:46.000 --> 00:07:49.000]  同學跟我們一起去看看
[00:07:49.000 --> 00:07:52.000]  我就親身感受到
[00:07:52.000 --> 00:07:54.000]  在2000年前的保羅
[00:07:54.000 --> 00:07:58.000]  是怎樣為了最後放在他身邊的
[00:07:58.000 --> 00:08:01.000]  歷歷在目
[00:08:01.000 --> 00:08:03.000]  保羅坐了兩三次牢
[00:08:03.000 --> 00:08:06.000]  在羅馬有兩三個監獄
[00:08:06.000 --> 00:08:10.000]  我也去看過
[00:08:10.000 --> 00:08:13.000]  但是保羅在這種環境下
[00:08:13.000 --> 00:08:17.000]  他沒有遺憾
[00:08:17.000 --> 00:08:20.000]  他說了三句話
[00:08:20.000 --> 00:08:22.000]  這三句話讓我們探討
[00:08:22.000 --> 00:08:27.000]  怎樣可以無懼無愧無憾的
[00:08:27.000 --> 00:08:30.000]  過我們這個悲苦患難
[00:08:30.000 --> 00:08:36.000]  以及喜樂與共的人生的歷程
[00:08:36.000 --> 00:08:38.000]  第一句話
[00:08:38.000 --> 00:08:40.000]  保羅是我屬遭遇的事
[00:08:40.000 --> 00:08:41.000]  第十二節
[00:08:41.000 --> 00:08:45.000]  反而四福音更加興旺
[00:08:45.000 --> 00:08:48.000]  大家可以想像一下
[00:08:48.000 --> 00:08:51.000]  這個保羅在監獄裡
[00:08:51.000 --> 00:08:52.000]  那你可以想像
[00:08:52.000 --> 00:08:54.000]  因為政治原因現在
[00:08:54.000 --> 00:08:56.000]  被關在監獄裡
[00:08:56.000 --> 00:09:01.000]  被法官判了之後那幫人的心情
[00:09:01.000 --> 00:09:04.000]  有什麼期待呢
[00:09:04.000 --> 00:09:06.000]  一切過去所爭取的
[00:09:06.000 --> 00:09:11.000]  完全對他來說是沒有益處的
[00:09:11.000 --> 00:09:12.000]  保羅現在也是
[00:09:12.000 --> 00:09:16.000]  為了福音熱情滿載的泉陽
[00:09:16.000 --> 00:09:17.000]  但是這個時候
[00:09:17.000 --> 00:09:19.000]  他說我屬遭遇的事
[00:09:19.000 --> 00:09:24.000]  不是教家叫我難過
[00:09:24.000 --> 00:09:26.000]  是看到一個
[00:09:26.000 --> 00:09:31.000]  讓他覺得邏輯不對的事實就是
[00:09:31.000 --> 00:09:33.000]  沒有因為我被拘禁
[00:09:33.000 --> 00:09:34.000]  沒有了自由
[00:09:34.000 --> 00:09:36.000]  福音就停了
[00:09:36.000 --> 00:09:37.000]  停擺了
[00:09:37.000 --> 00:09:44.000]  反而叫福音更加興旺
[00:09:44.000 --> 00:09:47.000]  是不是
[00:09:47.000 --> 00:09:49.000]  就是說他的正直人生的高峰
[00:09:49.000 --> 00:09:51.000]  突然間被禁制
[00:09:51.000 --> 00:09:52.000]  本來是一筆勾銷的
[00:09:52.000 --> 00:09:54.000]  沒可能的了
[00:09:54.000 --> 00:09:56.000]  但是事實並非這樣
[00:09:56.000 --> 00:09:57.000]  他屬遭遇的事
[00:09:57.000 --> 00:10:01.000]  是有非常獨特的效果的
[00:10:01.000 --> 00:10:05.000]  竟然福音越銷越旺
[00:10:05.000 --> 00:10:08.000]  因為越多人信耶穌
[00:10:08.000 --> 00:10:10.000]  除了他教會
[00:10:10.000 --> 00:10:11.000]  菲律賓教會
[00:10:11.000 --> 00:10:12.000]  或者爾弗索教會
[00:10:12.000 --> 00:10:15.000]  他所寫的幾封書信
[00:10:15.000 --> 00:10:18.000]  菲律賓教會的增長率
[00:10:18.000 --> 00:10:22.000]  是有明顯的增長之外
[00:10:22.000 --> 00:10:24.000]  最令他驚訝的是什麼
[00:10:24.000 --> 00:10:29.000]  那些保羅租房
[00:10:29.000 --> 00:10:30.000]  坐牢
[00:10:30.000 --> 00:10:34.000]  但是羅馬政府一定派監督
[00:10:34.000 --> 00:10:37.000]  每天輪班的去看守他
[00:10:37.000 --> 00:10:43.000]  他也是禁躉之一
[00:10:43.000 --> 00:10:45.000]  司堂主盧家醫生的記錄
[00:10:45.000 --> 00:10:48.000]  28章最後兩節就說
[00:10:48.000 --> 00:10:51.000]  沒有人禁止他
[00:10:51.000 --> 00:10:52.000]  就是說
[00:10:52.000 --> 00:10:54.000]  他可以在監獄裡對著那些
[00:10:54.000 --> 00:10:57.000]  站著動都站著的監獄
[00:10:57.000 --> 00:11:01.000]  個個都傳福音
[00:11:01.000 --> 00:11:03.000]  那幫人都覺得很稀奇
[00:11:03.000 --> 00:11:06.000]  為什麼你可以這麼樂觀地
[00:11:06.000 --> 00:11:07.000]  這麼積極的
[00:11:07.000 --> 00:11:10.000]  這麼正向地
[00:11:10.000 --> 00:11:12.000]  你明知道我們可以投訴你
[00:11:12.000 --> 00:11:15.000]  我加監你更多年的
[00:11:15.000 --> 00:11:18.000]  你都這樣死小子
[00:11:18.000 --> 00:11:20.000]  你都肯制的
[00:11:20.000 --> 00:11:23.000]  但是那個原因是什麼
[00:11:23.000 --> 00:11:25.000]  那幫監獄的人
[00:11:25.000 --> 00:11:27.000]  觀察到保羅是一個
[00:11:27.000 --> 00:11:31.000]  完全不值得應該坐牢的
[00:11:31.000 --> 00:11:33.000]  一位監督
[00:11:33.000 --> 00:11:36.000]  因為大家都知道
[00:11:36.000 --> 00:11:37.000]  他在那個時代裡
[00:11:37.000 --> 00:11:41.000]  是相當風靡一時的一個
[00:11:41.000 --> 00:11:43.000]  很有口才
[00:11:43.000 --> 00:11:44.000]  很有希臘哲學
[00:11:44.000 --> 00:11:46.000]  很有希臘的學問的
[00:11:46.000 --> 00:11:51.000]  一位所謂的基督徒
[00:11:51.000 --> 00:11:53.000]  他以前又是
[00:11:53.000 --> 00:11:56.000]  官府中的會議中的
[00:11:56.000 --> 00:11:59.000]  高級的議員
[00:11:59.000 --> 00:12:01.000]  大家都知道他的身份是
[00:12:01.000 --> 00:12:08.000]  相當雄厚的
[00:12:08.000 --> 00:12:12.000]  為什麼他要今天坐牢
[00:12:12.000 --> 00:12:13.000]  他們回顧
[00:12:13.000 --> 00:12:17.000]  他們彼此在談論
[00:12:17.000 --> 00:12:19.000]  他是為福音
[00:12:19.000 --> 00:12:21.000]  那這個福音是什麼來的
[00:12:21.000 --> 00:12:23.000]  他說每天他們輪班的時候
[00:12:23.000 --> 00:12:25.000]  聽到保羅在口中
[00:12:25.000 --> 00:12:30.000]  這個更加令保羅高興
[00:12:30.000 --> 00:12:36.000]  每天都有對象傳福音
[00:12:36.000 --> 00:12:39.000]  這幫人心動
[00:12:39.000 --> 00:12:42.000]  信仰是有自由的
[00:12:42.000 --> 00:12:45.000]  禁制不了的
[00:12:45.000 --> 00:12:47.000]  明白嗎
[00:12:47.000 --> 00:12:50.000]  那有些人就信了耶穌
[00:12:50.000 --> 00:12:54.000]  監獄裡信主的人
[00:12:54.000 --> 00:12:57.000]  增長率比外面的人多
[00:12:57.000 --> 00:13:02.000]  這是不是一個很奇怪的現象
[00:13:02.000 --> 00:13:06.000]  Nobody can sense it's a common sense
[00:13:06.000 --> 00:13:10.000]  我利用特朗普的話
[00:13:10.000 --> 00:13:11.000]  common sense
[00:13:11.000 --> 00:13:13.000]  這個不是common sense
[00:13:13.000 --> 00:13:16.000]  但是ill common sense
[00:13:16.000 --> 00:13:17.000]  不合邏輯
[00:13:17.000 --> 00:13:18.000]  不合常理
[00:13:18.000 --> 00:13:23.000]  是常理
[00:13:23.000 --> 00:13:26.000]  丁智媚
[00:13:26.000 --> 00:13:28.000]  保羅的事實
[00:13:28.000 --> 00:13:29.000]  兩個人都知道
[00:13:29.000 --> 00:13:36.000]  患難不是阻止我們信仰的追求
[00:13:36.000 --> 00:13:38.000]  甚至我們傳達福音
[00:13:38.000 --> 00:13:41.000]  這個信仰的機會
[00:13:41.000 --> 00:13:44.000]  是你找緊這個機會
[00:13:44.000 --> 00:13:47.000]  利用這個處境
[00:13:47.000 --> 00:13:49.000]  有靈活性地
[00:13:49.000 --> 00:13:53.000]  去策略性地
[00:13:53.000 --> 00:13:56.000]  使得主的國度的福音
[00:13:56.000 --> 00:14:03.000]  能夠臨到這幫宰制它的人
[00:14:03.000 --> 00:14:05.000]  所以保羅說
[00:14:05.000 --> 00:14:07.000]  這樣又何妨
[00:14:07.000 --> 00:14:09.000]  後來他第二句說話
[00:14:09.000 --> 00:14:10.000]  就是這樣又何妨
[00:14:10.000 --> 00:14:12.000]  我稍後再交代什麼意思
[00:14:12.000 --> 00:14:14.000]  但是他又要繼續說
[00:14:14.000 --> 00:14:19.000]  福音繼續興旺
[00:14:19.000 --> 00:14:21.000]  就是由一個負面的情緒
[00:14:21.000 --> 00:14:25.000]  變成一個正面
[00:14:25.000 --> 00:14:34.000]  他心裡完全沒有任何懼怕
[00:14:34.000 --> 00:14:35.000]  前一個月
[00:14:35.000 --> 00:14:39.000]  我參加一個由香港一個機構
[00:14:39.000 --> 00:14:41.000]  所舉辦的特別聚會
[00:14:41.000 --> 00:14:46.000]  請了一位在尼巴嫩貝魯特
[00:14:46.000 --> 00:14:50.000]  在那裡牧養教會的牧師
[00:14:50.000 --> 00:14:51.000]  來香港
[00:14:51.000 --> 00:14:53.000]  講他們教會的見證
[00:14:53.000 --> 00:14:55.000]  講他們自己的見證
[00:14:55.000 --> 00:14:57.000]  這位牧師叫做
[00:14:57.000 --> 00:15:03.000]  希默加索牧師
[00:15:03.000 --> 00:15:06.000]  本來我們給了他機費飛來
[00:15:06.000 --> 00:15:09.000]  但是他到時候真的飛不來
[00:15:09.000 --> 00:15:10.000]  因為他說
[00:15:10.000 --> 00:15:13.000]  機場根本沒有飛機
[00:15:13.000 --> 00:15:14.000]  大家都知道
[00:15:14.000 --> 00:15:16.000]  尼巴嫩中東局勢
[00:15:16.000 --> 00:15:21.000]  和尼巴一樣混亂
[00:15:21.000 --> 00:15:22.000]  他說即使有飛機
[00:15:22.000 --> 00:15:24.000]  我都會擔心
[00:15:24.000 --> 00:15:25.000]  我飛到香港之後
[00:15:25.000 --> 00:15:27.000]  沒有飛機飛回去
[00:15:27.000 --> 00:15:30.000]  我不捨得我牧養的教會
[00:15:30.000 --> 00:15:33.000]  牧養教會從五六十人
[00:15:33.000 --> 00:15:39.000]  到一百人停了一段時間之後
[00:15:39.000 --> 00:15:40.000]  一到十幾年之後
[00:15:40.000 --> 00:15:47.000]  增長到今天是二千多人
[00:15:47.000 --> 00:15:48.000]  我們很少注意
[00:15:48.000 --> 00:15:51.000]  我不想講中國的教會
[00:15:51.000 --> 00:15:53.000]  因為在香港這個環境裡面講
[00:15:53.000 --> 00:15:56.000]  太過不安全了
[00:15:56.000 --> 00:15:57.000]  我死了
[00:15:57.000 --> 00:15:58.000]  你也死了
[00:15:58.000 --> 00:16:01.000]  我不如講貝魯特的情況
[00:16:01.000 --> 00:16:02.000]  因為你映射出
[00:16:02.000 --> 00:16:05.000]  世界被迫迫的教會
[00:16:05.000 --> 00:16:10.000]  不是因為這樣就終止的
[00:16:10.000 --> 00:16:11.000]  歷世歷代都是
[00:16:11.000 --> 00:16:19.000]  神的作為是奇妙的
[00:16:19.000 --> 00:16:21.000]  所以我們就利用了
[00:16:21.000 --> 00:16:22.000]  先錄影了
[00:16:22.000 --> 00:16:24.000]  他錄影了他自己要講的訊息
[00:16:24.000 --> 00:16:25.000]  我們就在那裡放
[00:16:25.000 --> 00:16:26.000]  放了之後
[00:16:26.000 --> 00:16:29.000]  因為尼巴嫩和香港
[00:16:29.000 --> 00:16:32.000]  我們晚上九點的時候
[00:16:32.000 --> 00:16:34.000]  他講完那篇錄影的
[00:16:34.000 --> 00:16:36.000]  就是他們下午四點
[00:16:36.000 --> 00:16:39.000]  我們就用zoom的方法
[00:16:39.000 --> 00:16:42.000]  現場直播
[00:16:42.000 --> 00:16:43.000]  我們一看到他的樣子
[00:16:43.000 --> 00:16:46.000]  他就告訴我們
[00:16:46.000 --> 00:16:48.000]  香港大英姊妹平安
[00:16:48.000 --> 00:16:49.000]  但是我心裡面
[00:16:49.000 --> 00:16:50.000]  現在很不平安
[00:16:50.000 --> 00:16:53.000]  因為剛剛同工告訴我
[00:16:53.000 --> 00:16:54.000]  有個炸彈
[00:16:54.000 --> 00:16:56.000]  已經在我教會附近
[00:16:56.000 --> 00:16:57.000]  扔了下來
[00:16:57.000 --> 00:17:00.000]  不過還沒爆炸
[00:17:00.000 --> 00:17:03.000]  軍隊人員已經在處理
[00:17:03.000 --> 00:17:04.000]  可能引爆它
[00:17:04.000 --> 00:17:08.000]  可能怎樣整息它
[00:17:08.000 --> 00:17:11.000]  他說如果你聽我
[00:17:11.000 --> 00:17:13.000]  和你們對話之中的時間
[00:17:13.000 --> 00:17:14.000]  突然間聽到
[00:17:14.000 --> 00:17:15.000]  嘩一聲
[00:17:15.000 --> 00:17:23.000]  那你知道什麼事了
[00:17:23.000 --> 00:17:28.000]  香港基本上是很安全的
[00:17:28.000 --> 00:17:34.000]  都要感謝鄧局長
[00:17:34.000 --> 00:17:39.000]  這句話沒問題
[00:17:39.000 --> 00:17:43.000]  我們搶劫都不是很厲害
[00:17:43.000 --> 00:17:45.000]  他已經講了香港搶劫
[00:17:45.000 --> 00:17:47.000]  離岸是不是減低了
[00:17:47.000 --> 00:17:51.000]  我們去羅馬
[00:17:51.000 --> 00:17:53.000]  嘩一聲就被人拿了荷包
[00:17:53.000 --> 00:17:54.000]  嘩一聲就被人拿了藥
[00:17:54.000 --> 00:17:55.000]  嘩一聲就被人拿了藥
[00:17:55.000 --> 00:17:57.000]  我去西班牙開華福會的時候
[00:17:57.000 --> 00:17:59.000]  突然間我本聖經都被人拿走了
[00:17:59.000 --> 00:18:03.000]  因為他以為那本是我的荷包
[00:18:03.000 --> 00:18:04.000]  你明不明白
[00:18:04.000 --> 00:18:09.000]  就是歐洲是很不安全的
[00:18:09.000 --> 00:18:12.000]  所以你們真的要歐洲去旅行
[00:18:12.000 --> 00:18:14.000]  真的要想辦法
[00:18:14.000 --> 00:18:18.000]  怎樣收藏你的證件等等
[00:18:18.000 --> 00:18:22.000]  一下子就沒了
[00:18:22.000 --> 00:18:25.000]  那次帶我們去看監獄的姊妹
[00:18:25.000 --> 00:18:27.000]  她就吩咐我和師母
[00:18:27.000 --> 00:18:30.000]  因為我後來叫師母飛過來
[00:18:30.000 --> 00:18:32.000]  要很小心你們
[00:18:32.000 --> 00:18:35.000]  但誰知道中招的就是她
[00:18:35.000 --> 00:18:37.000]  當我們在看牌
[00:18:37.000 --> 00:18:39.000]  晚上吃什麼好的時候
[00:18:39.000 --> 00:18:41.000]  都是吃一碗中國麵
[00:18:41.000 --> 00:18:43.000]  她說我請你
[00:18:43.000 --> 00:18:47.000]  當她進去餐廳
[00:18:47.000 --> 00:18:50.000]  我們今晚吃好一點
[00:18:50.000 --> 00:18:55.000]  但當她摸摸她的手提袋
[00:18:55.000 --> 00:18:57.000]  已經沒了
[00:18:57.000 --> 00:19:00.000]  你多小心都有人
