
[00:00:00.000 --> 00:00:02.000]  財經事務及庫務局局長
[00:00:30.000 --> 00:00:36.000]  主席
[00:01:00.000 --> 00:01:06.000]  主席
[00:01:30.000 --> 00:01:36.000]  主席
[00:02:00.000 --> 00:02:06.000]  主席
[00:02:30.000 --> 00:02:36.000]  主席
[00:03:00.000 --> 00:03:06.000]  主席
[00:03:30.000 --> 00:03:36.000]  主席
[00:04:00.000 --> 00:04:06.000]  主席
[00:04:30.000 --> 00:04:36.000]  主席
[00:05:00.000 --> 00:05:06.000]  主席
[00:05:30.000 --> 00:05:36.000]  主席
[00:06:00.000 --> 00:06:06.000]  主席
[00:06:30.000 --> 00:06:36.000]  主席
[00:07:00.000 --> 00:07:06.000]  主席
[00:07:30.000 --> 00:07:36.000]  主席
[00:08:00.000 --> 00:08:06.000]  主席
[00:08:30.000 --> 00:08:36.000]  主席
[00:09:00.000 --> 00:09:06.000]  主席
[00:09:30.000 --> 00:09:36.000]  主席
[00:10:00.000 --> 00:10:06.000]  主席
[00:10:30.000 --> 00:10:36.000]  主席
[00:11:00.000 --> 00:11:06.000]  主席
[00:11:30.000 --> 00:11:36.000]  主席
[00:11:36.000 --> 00:11:42.000]  主席
[00:11:42.000 --> 00:11:48.000]  主席
[00:11:48.000 --> 00:11:54.000]  主席
[00:11:54.000 --> 00:12:00.000]  主席
[00:12:00.000 --> 00:12:06.000]  主席
[00:12:06.000 --> 00:12:12.000]  主席
[00:12:12.000 --> 00:12:18.000]  主席
[00:12:18.000 --> 00:12:24.000]  主席
[00:12:48.000 --> 00:12:54.000]  主席
[00:12:54.000 --> 00:13:00.000]  主席
[00:13:00.000 --> 00:13:06.000]  主席
[00:13:06.000 --> 00:13:12.000]  主席
[00:13:12.000 --> 00:13:18.000]  主席
[00:13:18.000 --> 00:13:24.000]  主席
[00:13:24.000 --> 00:13:30.000]  主席
[00:13:30.000 --> 00:13:36.000]  主席
[00:13:36.000 --> 00:13:42.000]  主席
[00:13:42.000 --> 00:13:48.000]  主席
[00:13:48.000 --> 00:13:54.000]  主席
[00:13:54.000 --> 00:14:00.000]  主席
[00:14:00.000 --> 00:14:06.000]  主席
[00:14:06.000 --> 00:14:12.000]  主席
[00:14:12.000 --> 00:14:18.000]  主席
[00:14:18.000 --> 00:14:24.000]  主席
[00:14:24.000 --> 00:14:30.000]  主席
[00:14:30.000 --> 00:14:36.000]  主席
[00:14:36.000 --> 00:14:42.000]  主席
[00:14:42.000 --> 00:14:48.000]  主席
[00:14:48.000 --> 00:14:54.000]  主席
[00:14:54.000 --> 00:15:00.000]  主席
[00:15:00.000 --> 00:15:06.000]  主席
[00:15:06.000 --> 00:15:12.000]  主席
[00:15:12.000 --> 00:15:18.000]  主席
[00:15:18.000 --> 00:15:24.000]  主席
[00:15:24.000 --> 00:15:30.000]  主席
[00:15:30.000 --> 00:15:36.000]  主席
[00:15:36.000 --> 00:15:42.000]  主席
[00:15:42.000 --> 00:15:48.000]  主席
[00:15:48.000 --> 00:15:54.000]  主席
[00:15:54.000 --> 00:16:00.000]  主席
[00:16:00.000 --> 00:16:06.000]  主席
[00:16:06.000 --> 00:16:12.000]  主席
[00:16:12.000 --> 00:16:18.000]  主席
[00:16:18.000 --> 00:16:24.000]  主席
[00:16:24.000 --> 00:16:30.000]  主席
[00:16:30.000 --> 00:16:36.000]  主席
[00:16:36.000 --> 00:16:42.000]  主席
[00:16:42.000 --> 00:16:48.000]  主席
[00:16:48.000 --> 00:16:54.000]  主席
[00:16:54.000 --> 00:17:00.000]  主席
[00:17:00.000 --> 00:17:06.000]  主席
[00:17:06.000 --> 00:17:12.000]  主席
[00:17:12.000 --> 00:17:18.000]  主席
[00:17:18.000 --> 00:17:24.000]  主席
[00:17:24.000 --> 00:17:30.000]  主席
[00:17:30.000 --> 00:17:36.000]  主席
[00:17:36.000 --> 00:17:42.000]  主席
[00:17:42.000 --> 00:17:48.000]  主席
[00:17:48.000 --> 00:17:54.000]  主席
[00:17:54.000 --> 00:18:00.000]  主席
[00:18:00.000 --> 00:18:06.000]  主席
[00:18:06.000 --> 00:18:12.000]  主席
[00:18:12.000 --> 00:18:18.000]  主席
[00:18:18.000 --> 00:18:24.000]  主席
[00:18:24.000 --> 00:18:30.000]  主席
[00:18:30.000 --> 00:18:36.000]  主席
[00:18:36.000 --> 00:18:42.000]  主席
[00:18:42.000 --> 00:18:48.000]  主席
[00:18:48.000 --> 00:18:54.000]  主席
[00:18:54.000 --> 00:19:00.000]  主席
[00:19:00.000 --> 00:19:06.000]  主席
[00:19:06.000 --> 00:19:12.000]  主席
[00:19:12.000 --> 00:19:18.000]  主席
[00:19:18.000 --> 00:19:24.000]  主席
[00:19:24.000 --> 00:19:30.000]  主席
[00:19:30.000 --> 00:19:36.000]  主席
[00:19:36.000 --> 00:19:42.000]  主席
[00:19:42.000 --> 00:19:48.000]  主席
[00:19:48.000 --> 00:19:54.000]  主席
[00:19:54.000 --> 00:20:00.000]  主席
[00:20:00.000 --> 00:20:06.000]  主席
[00:20:06.000 --> 00:20:12.000]  主席
[00:20:12.000 --> 00:20:18.000]  主席
[00:20:18.000 --> 00:20:24.000]  主席
[00:20:24.000 --> 00:20:30.000]  主席
[00:20:30.000 --> 00:20:36.000]  主席
[00:20:36.000 --> 00:20:56.000]  主席
[00:20:56.000 --> 00:21:02.000]  主席
[00:21:02.000 --> 00:21:08.000]  主席
[00:21:08.000 --> 00:21:14.000]  主席
[00:21:14.000 --> 00:21:20.000]  主席
[00:21:20.000 --> 00:21:26.000]  主席
[00:21:26.000 --> 00:21:32.000]  主席
[00:21:32.000 --> 00:21:38.000]  主席
[00:21:38.000 --> 00:21:58.000]  主席
[00:21:58.000 --> 00:22:04.000]  主席
[00:22:04.000 --> 00:22:10.000]  主席
[00:22:10.000 --> 00:22:16.000]  主席
[00:22:16.000 --> 00:22:22.000]  主席
[00:22:22.000 --> 00:22:28.000]  主席
[00:22:28.000 --> 00:22:34.000]  主席
[00:22:34.000 --> 00:22:40.000]  主席
[00:22:40.000 --> 00:22:46.000]  主席
[00:22:46.000 --> 00:22:52.000]  主席
[00:22:52.000 --> 00:22:58.000]  主席
[00:22:58.000 --> 00:23:04.000]  主席
[00:23:04.000 --> 00:23:10.000]  主席
[00:23:10.000 --> 00:23:16.000]  主席
[00:23:16.000 --> 00:23:22.000]  主席
[00:23:22.000 --> 00:23:28.000]  主席
[00:23:28.000 --> 00:23:34.000]  主席
[00:23:34.000 --> 00:23:40.000]  主席
[00:23:40.000 --> 00:23:46.000]  主席
[00:23:46.000 --> 00:23:52.000]  主席
[00:23:52.000 --> 00:23:58.000]  主席
[00:23:58.000 --> 00:24:04.000]  主席
[00:24:04.000 --> 00:24:10.000]  主席
[00:24:10.000 --> 00:24:16.000]  主席
[00:24:16.000 --> 00:24:22.000]  主席
[00:24:22.000 --> 00:24:28.000]  主席
[00:24:28.000 --> 00:24:34.000]  主席
[00:24:34.000 --> 00:24:40.000]  主席
[00:24:40.000 --> 00:24:46.000]  主席
[00:24:46.000 --> 00:24:52.000]  主席
[00:24:52.000 --> 00:24:58.000]  主席
[00:24:58.000 --> 00:25:04.000]  主席
[00:25:04.000 --> 00:25:10.000]  主席
[00:25:10.000 --> 00:25:22.000]  主席
[00:25:22.000 --> 00:25:28.000]  主席
[00:25:28.000 --> 00:25:34.000]  主席
[00:25:34.000 --> 00:25:40.000]  主席
[00:25:40.000 --> 00:25:46.000]  主席
[00:25:46.000 --> 00:25:52.000]  主席
[00:25:52.000 --> 00:25:58.000]  主席
[00:25:58.000 --> 00:26:04.000]  主席
[00:26:04.000 --> 00:26:10.000]  主席
[00:26:10.000 --> 00:26:16.000]  主席
[00:26:16.000 --> 00:26:22.000]  主席
[00:26:22.000 --> 00:26:28.000]  主席
[00:26:28.000 --> 00:26:34.000]  主席
[00:26:34.000 --> 00:26:40.000]  主席
[00:26:40.000 --> 00:26:46.000]  主席
[00:26:46.000 --> 00:26:52.000]  主席
[00:26:52.000 --> 00:26:58.000]  主席
[00:26:58.000 --> 00:27:04.000]  主席
[00:27:04.000 --> 00:27:10.000]  主席
[00:27:10.000 --> 00:27:16.000]  主席
[00:27:16.000 --> 00:27:22.000]  主席
[00:27:22.000 --> 00:27:28.000]  主席
[00:27:28.000 --> 00:27:34.000]  主席
[00:27:34.000 --> 00:27:40.000]  主席
[00:27:40.000 --> 00:27:46.000]  主席
[00:27:46.000 --> 00:27:52.000]  主席
[00:27:52.000 --> 00:27:58.000]  主席
[00:27:58.000 --> 00:28:04.000]  主席
