
[00:00:00.000 --> 00:00:02.540]  我們等候今天的訊息
[00:00:02.540 --> 00:00:05.000]  叫做「聖誕前傳」
[00:00:05.000 --> 00:00:09.500]  不知道大家有沒有人喜歡看電影
[00:00:09.500 --> 00:00:12.300]  可以揮揮手嗎?我也很喜歡
[00:00:12.300 --> 00:00:15.300]  有沒有看過「前傳」?
[00:00:15.300 --> 00:00:18.100]  有沒有想過為什麼拍「前傳」?
[00:00:18.100 --> 00:00:21.200]  因為通常它們很受歡迎
[00:00:21.200 --> 00:00:24.100]  很受關注,很多人喜歡
[00:00:24.100 --> 00:00:28.100]  主角拍得非常好
[00:00:28.100 --> 00:00:31.600]  所以很想拍下他成名以先
[00:00:31.600 --> 00:00:35.100]  究竟發生了什麼事
[00:00:35.100 --> 00:00:37.100]  耶穌這個主角很有趣
[00:00:37.100 --> 00:00:38.600]  他跟我們的電影有些不同
[00:00:38.600 --> 00:00:45.100]  電影通常幾年,最多十年就完結了
[00:00:45.100 --> 00:00:47.100]  不過耶穌這個主角
[00:00:47.100 --> 00:00:52.100]  十年、二十年、二百年、三百年、五百年、一千年、二千年
[00:00:52.100 --> 00:00:55.100]  永遠都流行
[00:00:55.100 --> 00:00:57.100]  屹立不倒
[00:00:58.100 --> 00:01:02.100]  很奇怪,我們知道中間有些事發生
[00:01:02.100 --> 00:01:06.100]  是有些事才可以這樣
[00:01:06.100 --> 00:01:08.100]  聖靈很大的運行在裡面
[00:01:08.100 --> 00:01:11.100]  將整個救恩承載
[00:01:11.100 --> 00:01:13.100]  所以我今天想說的訊息
[00:01:13.100 --> 00:01:15.100]  是耶穌出名以先
[00:01:15.100 --> 00:01:19.100]  在瑪利亞的肚子裡發生了什麼事
[00:01:19.100 --> 00:01:22.100]  耶穌這個事跡
[00:01:22.100 --> 00:01:26.100]  十月二十四日,何牧師會很清楚帶出來
[00:01:26.100 --> 00:01:30.100]  我們今天準備心情到二十日之先
[00:01:30.100 --> 00:01:34.100]  我們看看究竟瑪利亞做了什麼
[00:01:34.100 --> 00:01:37.100]  在這個劃時代,黑暗的時期
[00:01:37.100 --> 00:01:39.100]  沉默的時期
[00:01:39.100 --> 00:01:44.100]  瑪利亞承擔了一個大反擊的揭幕禮
[00:01:44.100 --> 00:01:48.100]  一個黑暗勢力大反擊的揭幕禮
[00:01:48.100 --> 00:01:50.100]  究竟是什麼黑暗勢力
[00:01:50.100 --> 00:01:52.100]  什麼黑暗時期
[00:01:52.100 --> 00:01:54.100]  我們一會兒會分享
[00:01:54.100 --> 00:01:56.100]  並且我會說說
[00:01:56.100 --> 00:02:00.100]  對我們今天究竟有什麼意義
[00:02:00.100 --> 00:02:02.100]  聖誕前傳,瑪利亞
[00:02:02.100 --> 00:02:05.100]  如果說聖誕前傳,我們知道
[00:02:05.100 --> 00:02:11.100]  在新約的聖經是關於耶穌出世之後
[00:02:11.100 --> 00:02:16.100]  舊約是關於耶穌出世之前
[00:02:16.100 --> 00:02:18.100]  所以如果說聖誕前傳
[00:02:18.100 --> 00:02:20.100]  我們估計馬上要看的第一段經文
[00:02:20.100 --> 00:02:23.100]  應該是新約的第一卷書
[00:02:23.100 --> 00:02:26.100]  第一卷書在哪裡?
[00:02:26.100 --> 00:02:27.100]  馬太福音
[00:02:27.100 --> 00:02:29.100]  馬太福音的第一章
[00:02:29.100 --> 00:02:31.100]  我們看看馬太福音第一章
[00:02:31.100 --> 00:02:34.100]  除了加譜形容耶穌以外
[00:02:34.100 --> 00:02:37.100]  第一句聖經形容耶穌是怎麼說的
[00:02:37.100 --> 00:02:39.100]  我們一起讀出來
[00:02:39.100 --> 00:02:42.100]  在馬太福音一章十八節
[00:02:42.100 --> 00:02:44.100]  我們一起讀,1,2,3
[00:02:44.100 --> 00:02:48.100]  耶穌基督降生的事記在下面
[00:02:48.100 --> 00:02:57.100]  馬太福音一章十八節
[00:02:57.100 --> 00:02:59.100]  這是一句經文
[00:02:59.100 --> 00:03:01.100]  很簡單的經文
[00:03:01.100 --> 00:03:04.100]  但是說了很驚人
[00:03:04.100 --> 00:03:06.100]  史無前例
[00:03:06.100 --> 00:03:08.100]  奇特,有創意
[00:03:08.100 --> 00:03:14.100]  而且可以說是很驚嚇的訊息
[00:03:14.100 --> 00:03:16.100]  他在說什麼呢?
[00:03:16.100 --> 00:03:18.100]  你想想,如果你是瑪麗亞
[00:03:18.100 --> 00:03:19.100]  或者你女兒是瑪麗亞
[00:03:19.100 --> 00:03:20.100]  她說了一件事
[00:03:20.100 --> 00:03:23.100]  第一,瑪麗亞訂了婚
[00:03:23.100 --> 00:03:26.100]  第二,瑪麗亞未過門
[00:03:26.100 --> 00:03:29.100]  第三,瑪麗亞懷孕了
[00:03:29.100 --> 00:03:33.100]  而懷孕的不是她的未婚夫
[00:03:33.100 --> 00:03:35.100]  我不知道大家是不是很興奮
[00:03:35.100 --> 00:03:38.100]  聽到這個消息
[00:03:38.100 --> 00:03:40.100]  如果我想想,我女兒有一天回來
[00:03:40.100 --> 00:03:43.100]  爸爸,我訂了婚,我已經很驚嚇了
[00:03:43.100 --> 00:03:46.100]  她說未結婚這樣也好一點
[00:03:46.100 --> 00:03:50.100]  第三句,爸爸,我懷孕了
[00:03:50.100 --> 00:03:52.100]  這句經文其實很特別
[00:03:52.100 --> 00:03:56.100]  他說了很多背後的事
[00:03:56.100 --> 00:03:58.100]  我們可能要問一句很特別的事
[00:03:58.100 --> 00:04:03.100]  究竟為什麼耶穌要錦奇特出世
[00:04:03.100 --> 00:04:07.100]  究竟那個時期發生了什麼事
[00:04:07.100 --> 00:04:09.100]  有一套電影這樣說
[00:04:09.100 --> 00:04:13.100]  非常時期用非常的手段
[00:04:13.100 --> 00:04:15.100]  什麼叫非常時期呢
[00:04:15.100 --> 00:04:17.100]  什麼叫黑暗時期呢
[00:04:17.100 --> 00:04:20.100]  我們有幾分鐘的背景交代完
[00:04:20.100 --> 00:04:22.100]  可以更加明白
[00:04:22.100 --> 00:04:24.100]  我們知道當耶穌出世之前
[00:04:24.100 --> 00:04:28.100]  在722年,北角已經滅了
[00:04:28.100 --> 00:04:30.100]  以色列
[00:04:30.100 --> 00:04:34.100]  在主前586,南角已經滅了
[00:04:34.100 --> 00:04:36.100]  他們分別被不同的國家
[00:04:36.100 --> 00:04:38.100]  不同的勢力,不同的皇權
[00:04:38.100 --> 00:04:40.100]  不同的統治
[00:04:40.100 --> 00:04:44.100]  包括亞述,巴比倫,波斯等等
[00:04:44.100 --> 00:04:46.100]  每一個皇旗都有不同的皇帝
[00:04:46.100 --> 00:04:49.100]  你想想,如果你打工十年二十年
[00:04:49.100 --> 00:04:52.100]  換30個老闆你也很煩
[00:04:52.100 --> 00:04:54.100]  他好,就說而已
[00:04:54.100 --> 00:04:57.100]  有時很殘暴
[00:04:57.100 --> 00:05:00.100]  一說老闆殘暴,人家馬上點頭
[00:05:00.100 --> 00:05:03.100]  有些很好的,有些很殘暴
[00:05:03.100 --> 00:05:07.100]  你想想,如果我們在敘利亞今天
[00:05:07.100 --> 00:05:09.100]  在北韓剛做了些事
[00:05:09.100 --> 00:05:11.100]  在他的管轄下
[00:05:11.100 --> 00:05:13.100]  無日無天
[00:05:13.100 --> 00:05:15.100]  是很艱難的
[00:05:15.100 --> 00:05:17.100]  當時以色列
[00:05:17.100 --> 00:05:20.100]  100,200,300,400,500,600人一路下去
[00:05:20.100 --> 00:05:21.100]  第一個沒有出路
[00:05:21.100 --> 00:05:23.100]  第二,神的說話
[00:05:23.100 --> 00:05:25.100]  在舊約最後一卷書
[00:05:25.100 --> 00:05:27.100]  是哪一卷啊
[00:05:27.100 --> 00:05:29.100]  馬拉基,出了
[00:05:29.100 --> 00:05:32.100]  最後一句說話之後
[00:05:32.100 --> 00:05:34.100]  沉默的時代開始
[00:05:34.100 --> 00:05:38.100]  當時最後幾節在第四章說
[00:05:38.100 --> 00:05:41.100]  我們要準備一個人來為神準備道路
[00:05:41.100 --> 00:05:43.100]  特別是第三章一二節
[00:05:43.100 --> 00:05:46.100]  第四章四十四,四十五,四十六節說了
[00:05:46.100 --> 00:05:49.100]  準備,因為神說以色列民
[00:05:49.100 --> 00:05:51.100]  世界的人犯了罪
[00:05:51.100 --> 00:05:53.100]  所以神要有審判
[00:05:53.100 --> 00:05:55.100]  但是他會拯救
[00:05:55.100 --> 00:05:57.100]  但是拯救何時啊
[00:05:57.100 --> 00:06:01.100]  沒有聲音,沒有日期,不知道
[00:06:01.100 --> 00:06:03.100]  在四百年下來,直到耶穌出世
[00:06:03.100 --> 00:06:06.100]  完全沒有先知說話,沒有聖經
[00:06:06.100 --> 00:06:09.100]  有些野史,有些《賜經》出來了
[00:06:09.100 --> 00:06:11.100]  但是沒有記載在
[00:06:11.100 --> 00:06:13.100]  我們的聖經裡
[00:06:13.100 --> 00:06:15.100]  那個黑暗,那個沉默
[00:06:15.100 --> 00:06:17.100]  很害怕的
[00:06:17.100 --> 00:06:19.100]  我們兩個禮拜前有一個退休會
[00:06:19.100 --> 00:06:20.100]  有一個組長
[00:06:20.100 --> 00:06:23.100]  他分享他兩三年一個黑暗時期
[00:06:23.100 --> 00:06:25.100]  他說他一開他
[00:06:25.100 --> 00:06:27.100]  看他兩三年前的日記
[00:06:27.100 --> 00:06:28.100]  他每天都寫日記
[00:06:28.100 --> 00:06:29.100]  一開第一個字
