
[00:00:00.000 --> 00:00:03.340]  今天的經文其實不是太多
[00:00:03.340 --> 00:00:06.740]  不停地講《希伯留書》九章十四節
[00:00:06.740 --> 00:00:09.040]  我希望大家不停地讀完之後
[00:00:09.040 --> 00:00:10.280]  大家會背
[00:00:10.280 --> 00:00:12.040]  不會十分難的
[00:00:12.040 --> 00:00:14.840]  我們一起慢慢地讀
[00:00:14.840 --> 00:00:16.040]  一二三
[00:00:16.040 --> 00:00:19.680]  何況基督藉著永遠的靈
[00:00:19.680 --> 00:00:22.840]  將自己無瑕無痴而獻給神
[00:00:22.840 --> 00:00:26.880]  他的血豈不更能洗淨你們的心
[00:00:26.880 --> 00:00:31.540]  愚民,良心,隨去你們的死行
[00:00:31.540 --> 00:00:35.100]  使你們侍奉那永生神媽
[00:00:35.100 --> 00:00:36.680]  今天的主題
[00:00:36.680 --> 00:00:39.000]  關鍵詞是什麼
[00:00:39.000 --> 00:00:40.340]  血,感謝施班
[00:00:40.340 --> 00:00:42.880]  剛才我看到你特意挑選了一些歌
[00:00:42.880 --> 00:00:44.900]  是highlight「血」這個字
[00:00:44.900 --> 00:00:48.100]  「血」這個字在《希伯留書》非常重要
[00:00:48.100 --> 00:00:50.000]  如果你看《希伯留書》第二章
[00:00:50.000 --> 00:00:51.280]  出現了一次之後
[00:00:51.280 --> 00:00:52.800]  在第九章開始
[00:00:52.800 --> 00:00:56.080]  一六六續續出現了二十次
[00:00:56.080 --> 00:00:58.680]  九章至十三章出現了二十次
[00:00:58.680 --> 00:01:02.300]  就是說這個「血」這個字
[00:01:02.300 --> 00:01:03.840]  非常之重要
[00:01:03.840 --> 00:01:04.540]  OK
[00:01:04.540 --> 00:01:06.040]  其實「血」這個字
[00:01:06.040 --> 00:01:08.280]  在我們日常生活裡面
[00:01:08.280 --> 00:01:09.580]  都十分重要的
[00:01:09.580 --> 00:01:11.200]  我寫這篇道的時候
[00:01:11.200 --> 00:01:13.180]  我想起「血」的時候
[00:01:13.180 --> 00:01:14.480]  我想起一件事
[00:01:14.480 --> 00:01:15.940]  你會想起什麼
[00:01:15.940 --> 00:01:18.680]  「血」的時候
[00:01:18.680 --> 00:01:19.900]  紅十字會
[00:01:19.900 --> 00:01:20.800]  OK
[00:01:20.800 --> 00:01:22.000]  以前香港
[00:01:22.000 --> 00:01:23.740]  經常都叫人去捐血的
[00:01:23.740 --> 00:01:24.340]  是不是
[00:01:24.340 --> 00:01:26.480]  OK,有沒有人看過香港捐血的廣告呢
[00:01:26.480 --> 00:01:28.300]  請你舉手給我看看
[00:01:28.300 --> 00:01:29.500]  有啦,是不是
[00:01:29.500 --> 00:01:32.100]  有沒有人看過這個陳曉冬的
[00:01:32.100 --> 00:01:33.380]  懂得唱嗎
[00:01:33.380 --> 00:01:34.800]  嘩,你們太年輕了
[00:01:34.800 --> 00:01:36.740]  你們沒看過陳曉冬這個廣告嗎
[00:01:36.740 --> 00:01:38.240]  陳曉冬,有啊,是不是
[00:01:38.240 --> 00:01:38.780]  他說
[00:01:38.780 --> 00:01:42.700]  「歡迎,歡迎,你是哪類型」
[00:01:42.700 --> 00:01:45.940]  「A型,B型,你是哪類型」
[00:01:45.940 --> 00:01:47.180]  你有沒有聽過
[00:01:47.180 --> 00:01:48.180]  沒有,你現在知道了
[00:01:48.180 --> 00:01:49.640]  OK,那
[00:01:49.640 --> 00:01:51.180]  就是不停叫你去捐血
[00:01:51.180 --> 00:01:53.740]  那我就想了很久了
[00:01:53.740 --> 00:01:56.240]  啊,不如還是去捐血吧
[00:01:56.240 --> 00:01:57.140]  那我就
[00:01:57.140 --> 00:01:58.500]  真的有一天
[00:01:58.500 --> 00:01:59.540]  下定決心
[00:01:59.540 --> 00:02:01.080]  真的去了捐血
[00:02:01.080 --> 00:02:02.240]  那就學到東西了
[00:02:02.240 --> 00:02:04.140]  去到原來是很嚴謹的
[00:02:04.140 --> 00:02:05.640]  去到要填荒
[00:02:05.640 --> 00:02:07.640]  填完荒之後,你有沒有病歷記錄
[00:02:07.640 --> 00:02:08.940]  接著之後怎麼樣呢
[00:02:08.940 --> 00:02:10.240]  消毒
[00:02:10.240 --> 00:02:11.500]  很清潔的
[00:02:11.500 --> 00:02:12.880]  接著怎麼樣
[00:02:12.880 --> 00:02:13.980]  接著呢
[00:02:13.980 --> 00:02:15.380]  他就坐在那裡,他說
[00:02:15.380 --> 00:02:18.980]  這位先生,請問你準備好了嗎
[00:02:18.980 --> 00:02:20.740]  當時我就說
[00:02:20.740 --> 00:02:22.600]  準備好了
[00:02:22.600 --> 00:02:24.700]  找到客廁,接著,嘩
[00:02:24.700 --> 00:02:25.700]  「你是不是感冒啊」
[00:02:25.700 --> 00:02:26.840]  「小小而已」
[00:02:26.840 --> 00:02:28.300]  「感冒,Sorry了」
[00:02:28.300 --> 00:02:29.480]  「我不可以接受你的血」
[00:02:29.480 --> 00:02:30.580]  我說「你給我一次機會吧」
[00:02:30.580 --> 00:02:32.040]  我想了很久才來的
[00:02:32.040 --> 00:02:33.200]  接著他說「不行」
[00:02:33.200 --> 00:02:34.480]  「因為呢,如果你的血」
[00:02:34.480 --> 00:02:37.500]  「給到一些,譬如愛滋病的病人的話呢」
[00:02:37.500 --> 00:02:39.080]  「那還會害死他」
[00:02:39.080 --> 00:02:40.180]  你有沒有看到
[00:02:40.180 --> 00:02:41.680]  捐血這回事呢
[00:02:41.680 --> 00:02:44.000]  是非常非常之嚴謹的
[00:02:44.000 --> 00:02:45.480]  同不同意啊
[00:02:45.480 --> 00:02:46.500]  很嚴謹的
[00:02:46.500 --> 00:02:48.200]  如果你是A型
[00:02:48.200 --> 00:02:49.540]  不可以捐給B型的
[00:02:49.540 --> 00:02:50.180]  是不是
[00:02:50.180 --> 00:02:53.000]  就是,問一下你們吧,好嗎
[00:02:53.000 --> 00:02:55.180]  有沒有人是A型血的
[00:02:55.180 --> 00:02:56.080]  知道嗎
[00:02:56.080 --> 00:02:57.700]  有啦,OK
[00:02:57.700 --> 00:03:01.380]  有沒有人是B型血的
[00:03:01.380 --> 00:03:03.000]  B型血
[00:03:03.000 --> 00:03:03.840]  OK
[00:03:03.840 --> 00:03:07.600]  有沒有人是AB型的
[00:03:07.600 --> 00:03:09.700]  嘩,你舉高一點,好嗎
[00:03:09.700 --> 00:03:11.440]  你很幸運了,AB型
[00:03:11.440 --> 00:03:14.500]  如果你是AB型的,Positive的話呢
[00:03:14.500 --> 00:03:16.900]  你有些什麼事,就是
[00:03:16.900 --> 00:03:17.900]  不會啦,OK
[00:03:17.900 --> 00:03:19.180]  你有些什麼事呢
[00:03:19.180 --> 00:03:20.800]  你什麼血型呢
[00:03:20.800 --> 00:03:23.140]  都可以救到你的,OK
[00:03:23.140 --> 00:03:25.400]  是啊,真的,真的,是啊,OK
[00:03:25.400 --> 00:03:28.180]  有沒有人是O型血的
[00:03:28.180 --> 00:03:29.440]  舉高一點,可以嗎
[00:03:29.440 --> 00:03:33.240]  你們認住,有沒有人是O型的Negative
[00:03:33.240 --> 00:03:35.600]  舉高一點,舉高一點,真的舉高一點
[00:03:35.600 --> 00:03:37.380]  你們記住了,OK
[00:03:37.380 --> 00:03:39.780]  我記得,我聽了一支牧師上次說到
[00:03:39.780 --> 00:03:43.280]  這裡有人熬湯的,是不是
[00:03:43.280 --> 00:03:45.000]  先讓他們喝
[00:03:45.000 --> 00:03:45.700]  補一下他們
[00:03:45.700 --> 00:03:48.340]  因為O型的Negative血呢
[00:03:48.340 --> 00:03:50.240]  是可以救到所有人的,OK
[00:03:50.240 --> 00:03:51.300]  所以呢
[00:03:51.300 --> 00:03:54.040]  補一下他們,你明白我什麼意思了,OK
[00:03:54.040 --> 00:03:57.800]  O型的Negative,很重要
[00:03:57.800 --> 00:04:00.840]  那有沒有人是K型的血呢
[00:04:00.840 --> 00:04:03.780]  有沒有,應該沒有,是不是
[00:04:03.780 --> 00:04:04.800]  我想說些什麼呢
[00:04:04.800 --> 00:04:09.240]  就是如果我們的靈魂是有血管的話呢
[00:04:09.240 --> 00:04:11.640]  我們每一個人都是K型的血
[00:04:11.640 --> 00:04:14.100]  因為這個世界是相當K型的
[00:04:14.100 --> 00:04:16.740]  我不知道你同不同意呢
[00:04:16.740 --> 00:04:18.700]  不單止我們是K型的
[00:04:18.700 --> 00:04:20.000]  這個世界是很K型的
[00:04:20.000 --> 00:04:22.500]  沒有最K型的,只有更K型的
[00:04:22.500 --> 00:04:23.640]  同不同意呢
[00:04:23.640 --> 00:04:27.940]  因為人是有罪的
[00:04:27.940 --> 00:04:30.780]  心裡面有很多K型的想法
[00:04:30.780 --> 00:04:32.700]  這個世界已經是K型的
[00:04:32.700 --> 00:04:36.280]  有沒有人聽過很K型的KK元
[00:04:36.280 --> 00:04:38.040]  有沒有人聽過
[00:04:38.040 --> 00:04:41.340]  什麼世界來的
[00:04:41.340 --> 00:04:44.940]  你有沒有收過這些電話
[00:04:44.940 --> 00:04:48.640]  說國語的也有,說廣東話的也有,是不是
[00:04:48.640 --> 00:04:51.240]  以前他打電話給我的時候,我很憤怒
[00:04:51.240 --> 00:04:53.080]  你為什麼拿我的電話呢
[00:04:53.080 --> 00:04:55.580]  浪費時間,你明知道我也不會上吊的
[00:04:55.580 --> 00:04:57.140]  他們很有熱誠的
[00:04:57.140 --> 00:04:59.880]  後來知道原來是有KK元這回事的時候
[00:04:59.880 --> 00:05:04.480]  嘩,世風日下,道德淪亡
[00:05:04.480 --> 00:05:06.440]  竟然騙了一些人去緬甸那裡
[00:05:06.440 --> 00:05:08.300]  然後就關著他
[00:05:08.300 --> 00:05:09.440]  其實是坐牢一樣的
[00:05:09.440 --> 00:05:12.140]  天天打電話騙人錢,是不是
[00:05:12.140 --> 00:05:15.100]  騙到你沒得騙的時候就打你
[00:05:15.100 --> 00:05:17.540]  聽說又要拿你的器官
[00:05:17.540 --> 00:05:19.140]  是不是人來的
[00:05:19.140 --> 00:05:21.380]  所以我現在收到的那些電話
[00:05:21.380 --> 00:05:22.700]  我也有禮貌了很多
[00:05:22.700 --> 00:05:25.840]  我說真的,這個世界真的是K型的
