
[00:00:00.000 --> 00:00:06.020]  今日是我太太38周年結婚的紀念
[00:00:06.020 --> 00:00:08.180]  (掌聲)
[00:00:08.180 --> 00:00:10.340]  多謝你
[00:00:10.340 --> 00:00:14.020]  不過太太已經回了天堂八年
[00:00:14.020 --> 00:00:16.500]  所以本來我今天去博庫林墳場
[00:00:16.500 --> 00:00:18.440]  不過接著我又上班
[00:00:18.440 --> 00:00:20.220]  接著又去馬鞍山報道會
[00:00:20.220 --> 00:00:23.220]  下午所以我都去不到墳場
[00:00:23.220 --> 00:00:25.780]  但今日亦都很緊要見你們
[00:00:25.780 --> 00:00:27.700]  因為這個題目
[00:00:27.700 --> 00:00:32.260]  我想起很多人在香港真的要聽一聽
[00:00:32.260 --> 00:00:37.900]  就是我們的肩膀背了很多很重的東西
[00:00:37.900 --> 00:00:42.900]  我的手拿著很多很不願意拿但正在拿的東西
[00:00:42.900 --> 00:00:45.020]  其實這段聖經是在說
[00:00:45.020 --> 00:00:47.540]  在埃及的時候
[00:00:47.540 --> 00:00:50.340]  以色列人是奴隸
[00:00:50.340 --> 00:00:56.340]  這些奴隸就是被埃及人要他們背
[00:00:56.340 --> 00:00:59.420]  背的東西是甚麼呢
[00:00:59.420 --> 00:01:05.860]  就是用來建造房屋的泥土、泥沙
[00:01:05.860 --> 00:01:09.180]  泥土、泥沙是最重的東西
[00:01:09.180 --> 00:01:11.580]  他們就是背著這些東西
[00:01:11.580 --> 00:01:16.060]  所以當時這段詩篇是在說
[00:01:16.060 --> 00:01:20.260]  你今日是一個奴隸
[00:01:20.260 --> 00:01:23.380]  不是你自願,但你都要做
[00:01:23.380 --> 00:01:27.980]  就是你不願意背的重擔
[00:01:27.980 --> 00:01:34.620]  但聖經說我是會令你放下這些東西
[00:01:34.620 --> 00:01:37.700]  所以今日想跟大家研究一下
[00:01:37.700 --> 00:01:42.300]  其實你有沒有這個感覺呢
[00:01:42.300 --> 00:01:45.060]  每一次完了崇拜
[00:01:45.060 --> 00:01:47.580]  就會有很多家長,特別是女士
[00:01:47.580 --> 00:01:53.460]  很喜歡來,說甚麼都不用聽,第一句當然是我的兒子女兒
[00:01:53.460 --> 00:01:57.380]  說不讀書,打機,不知怎麼搞
[00:01:57.380 --> 00:02:00.100]  其實我都沒甚麼心機回答他們
[00:02:00.100 --> 00:02:02.580]  原因就是一匹步這麼長
[00:02:02.580 --> 00:02:06.900]  我只想聽你告訴我的問題
[00:02:06.900 --> 00:02:11.780]  到今日弄成這樣,隨時我都可以問你半個小時
[00:02:11.780 --> 00:02:14.220]  所以隨時我都要回答你半個小時
[00:02:14.220 --> 00:02:18.460]  所以其實不能談,你不要找我,真的不能談
[00:02:18.460 --> 00:02:21.900]  特別是打機,我問你那部機是誰買給他的
[00:02:21.900 --> 00:02:24.700]  又是你買給他的
[00:02:24.700 --> 00:02:28.460]  所以很多事情是你做出來的
[00:02:28.460 --> 00:02:29.900]  不關那個小朋友的事
[00:02:29.900 --> 00:02:32.620]  他頑皮,是你中他
[00:02:32.620 --> 00:02:35.820]  你給的東西全部都是你先給的
[00:02:35.820 --> 00:02:40.300]  事實上香港還有些很乖,基督教家庭的十蚊仔
[00:02:40.300 --> 00:02:44.740]  特別是男仔在用的手機,只有打出和打入
[00:02:44.740 --> 00:02:48.580]  沒有其他功能,所以他們不能打機和遊戲
[00:02:48.580 --> 00:02:52.540]  但偏偏那個家長買了這麼新款給他
[00:02:52.540 --> 00:02:56.300]  這些是家長買的,不關那個小朋友的事
[00:02:56.300 --> 00:03:01.300]  所以很多時候錯了,人生就是背了一些擔
[00:03:01.300 --> 00:03:05.260]  你放不下這個子女,這個家庭的包袱
[00:03:05.260 --> 00:03:09.340]  一世你因為做錯事,你背下去
[00:03:09.340 --> 00:03:13.660]  社會不跟你背,政府不跟你背,沒有人幫你背
[00:03:13.660 --> 00:03:19.580]  不過是否這樣就肩膀都亂了,是否真的這樣
[00:03:19.580 --> 00:03:22.980]  希望今天值得大家想想
[00:03:22.980 --> 00:03:25.780]  今天來教會其實你想聽的是甚麼呢
[00:03:25.780 --> 00:03:29.820]  是想怎樣放得下
[00:03:29.820 --> 00:03:34.620]  而不是叫你可不可以不背
[00:03:34.620 --> 00:03:38.420]  但放得下不代表沒有這個擔
[00:03:38.420 --> 00:03:43.260]  這個擔其實是神給予人一個責任
[00:03:43.260 --> 00:03:45.740]  但同時亦給予人一個力量
[00:03:45.740 --> 00:03:50.460]  所以當你讀詩篇,你最安慰的是神是我們的避難所
[00:03:50.460 --> 00:03:57.140]  是我們的力量,是我們隨時的幫助
[00:03:57.140 --> 00:04:01.340]  我昨晚有個短訊,我在靈良堂講座時
[00:04:01.340 --> 00:04:07.140]  有個青年人,很好的青年人,他想讀大學
[00:04:07.140 --> 00:04:13.540]  但他忽然間漏了,發現原來已經遲了三天,已經截止了
[00:04:13.540 --> 00:04:19.100]  他想用成年身份的資格讀,但過了一期
[00:04:19.100 --> 00:04:23.740]  他很狼狽,問我怎樣辦
[00:04:23.740 --> 00:04:27.300]  他處心積慮準備了大半年
[00:04:27.300 --> 00:04:32.660]  在英國讀完中學回來,想在香港讀到大學
[00:04:32.660 --> 00:04:37.980]  我找港大和中大的同事,每個人都說沒有了
[00:04:37.980 --> 00:04:43.100]  今年截止就截止了,沒得商量
[00:04:43.100 --> 00:04:53.140]  我看到他的徬徨,他的擔就是要完成一個他自己的理想
[00:04:53.140 --> 00:04:58.500]  不過很可惜,他還要改一些東西
[00:04:58.500 --> 00:05:06.060]  因為他太無名,香港大學,其實樹人是可以讀的
[00:05:06.060 --> 00:05:11.300]  很多事情我發現很多人講他的困難給我聽的時候
[00:05:11.300 --> 00:05:17.100]  他們首先是蓋著另一些答案不要的
[00:05:17.100 --> 00:05:22.300]  他要他自己喜歡的答案,所謂名牌
[00:05:22.300 --> 00:05:27.420]  有時我們處於生活,在社會
[00:05:27.420 --> 00:05:30.980]  但我們學了社會給我們很多意見
[00:05:30.980 --> 00:05:35.220]  但上帝給的意見經常都是配不配合
[00:05:35.220 --> 00:05:39.220]  如果配合就聽,如果不配合就聽社會的意見
[00:05:39.220 --> 00:05:46.740]  我想入到最好的大學,我想讀到賺錢最多的行業
[00:05:46.740 --> 00:05:52.740]  有時這就是我們的矛盾,有些擔是自己製造的
[00:05:52.740 --> 00:05:55.220]  然後甚麼都很辛苦
[00:05:55.220 --> 00:05:59.660]  不過我又見到一個牧師最近介紹了他的會友給我
[00:05:59.660 --> 00:06:05.860]  這是一個集團很高層的經理,他是一個基督徒
[00:06:05.860 --> 00:06:12.980]  他近乎精神崩潰,因為他壓力大到每晚都睡不著
[00:06:12.980 --> 00:06:21.260]  他做了一個決定,他離開了工作,去教會做義工
[00:06:21.260 --> 00:06:31.300]  他很年輕,我想四十多歲,他突然發現他可以改變
[00:06:31.300 --> 00:06:38.500]  如果放下很高的工資和地位是可以改變的,不是絕路
[00:06:38.500 --> 00:06:42.900]  他做了這個決定時,他牧師介紹給我
[00:06:42.900 --> 00:06:48.980]  我說我怎樣請得起,他說不用錢的
[00:06:48.980 --> 00:06:54.580]  我說不用錢都請不起,因為我做的不是他做生意的東西
[00:06:54.580 --> 00:07:01.700]  後來他說不要緊,你講講座,我錄口供,寫筆記
[00:07:01.700 --> 00:07:06.660]  我說我沒錢給你,因為你寫完給我都賣不到
[00:07:06.660 --> 00:07:10.380]  他說不要緊,我突然想學一下
[00:07:10.380 --> 00:07:15.900]  一降再降,一個經理級,CEO級的人
[00:07:15.900 --> 00:07:21.220]  降了做義工,再降做賺不到錢的工作
[00:07:21.220 --> 00:07:26.300]  純粹是為了做一個學生,厲害了
[00:07:26.300 --> 00:07:34.500]  這個擔脫了,是他自己建議過,另一種揹法,脫了
[00:07:34.500 --> 00:07:39.380]  我見到他的樣子,和他太太來見我,容光煥發,很開心
[00:07:39.380 --> 00:07:43.740]  我心想不是牧師講的那種憂鬱的樣子
[00:07:43.740 --> 00:07:53.060]  我初初以為這個男人是皮黃骨瘦,皺眉頭,死死的
[00:07:53.060 --> 00:07:58.180]  招搖都很慘,壓力大都很厲害,完全不是那回事
[00:07:58.180 --> 00:08:01.460]  很靚仔,青靚白正,很笑容
[00:08:01.460 --> 00:08:07.780]  我覺得上帝拿起一個人的重擔,那種手法奇妙到不得了
[00:08:07.780 --> 00:08:12.980]  就是一個價值觀,你換了價值觀,你的心情馬上不同了
[00:08:12.980 --> 00:08:18.420]  當你說我學不到他,如果他賺十多萬,突然沒了怎辦
[00:08:18.420 --> 00:08:22.580]  那是你弄出來的,其實你放了十多萬來揹
[00:08:22.580 --> 00:08:27.700]  你換了十多萬變做,一蚊雞來揹,揹到你死死下
[00:08:27.700 --> 00:08:33.780]  有時你會想到,進來教會其實講到尾就是換個心出去
[00:08:33.780 --> 00:08:37.460]  你換不到心,沒有人可以救到你
[00:08:37.460 --> 00:08:41.700]  你換到馬上救到你,因為這是上帝救你,不是人救你
[00:08:41.700 --> 00:08:47.340]  所以有時你說這些好像好笑,但是真事
[00:08:47.340 --> 00:08:51.660]  我今日講了這幾個舉例,我想起約書亞
[00:08:51.660 --> 00:08:58.980]  約書亞打四場仗很出名,耶利哥
[00:08:58.980 --> 00:09:04.780]  上帝跟他說,我將耶利哥和耶利哥的王和戰士全部交你手
[00:09:04.780 --> 00:09:12.740]  未打,他知道他一定會贏,是否真的贏定呢?
[00:09:12.740 --> 00:09:17.260]  是否他這麼好打呢?是沒有關係的
[00:09:17.260 --> 00:09:25.900]  是上帝將那些困難全部拿起了他,讓你很容易
[00:09:25.900 --> 00:09:29.820]  那是甚麼艾成?輸了,為何輸了呢?
[00:09:29.820 --> 00:09:35.540]  因為裡面有人,阿干扣起了那些物件,不獻給上帝
[00:09:35.540 --> 00:09:38.940]  於是全軍覆沒
[00:09:38.940 --> 00:09:45.100]  有一個贏的戰績,就是贏了耶利哥,為何輸在艾成
[00:09:45.100 --> 00:09:47.420]  像不像我們?好像我們
[00:09:47.420 --> 00:09:52.900]  我們可能在二十多歲,三十多歲,突然間很熱心
[00:09:52.900 --> 00:09:58.540]  很熱心的路很順,我講一個很順的事給你聽
[00:09:58.540 --> 00:10:05.060]  我有一個正在幫的青年人,他是一個打機王
[00:10:05.060 --> 00:10:11.620]  一天打六個小時,打六年,每天這樣打
[00:10:11.620 --> 00:10:16.140]  溫功課就是溫五分鐘一日,五分鐘
[00:10:16.140 --> 00:10:20.420]  其實找到那本書,看到那頁已經溫完了,五分鐘
[00:10:20.420 --> 00:10:25.380]  到中六也是五分鐘,五分鐘
[00:10:25.380 --> 00:10:31.620]  以前我年紀比他大,他是基督徒
[00:10:31.620 --> 00:10:36.300]  最終他考大學入學試的成績是十六分
[00:10:36.300 --> 00:10:40.620]  是入大學的最低條件,所以他入不到
[00:10:40.620 --> 00:10:46.540]  但如果去一些很水,很冷門的課,還是可以談的
[00:10:46.540 --> 00:10:50.900]  你想想,如果他讀多三分鐘都一定入
[00:10:50.900 --> 00:10:53.180]  聰明到這樣
[00:10:53.180 --> 00:10:58.900]  他很開心跟我說,隔壁的同學補了四年,四年
[00:10:58.900 --> 00:11:03.180]  每天補四小時,十七分給他
[00:11:03.180 --> 00:11:10.500]  我省了四年,多麼快樂,他高興到不得了
[00:11:10.500 --> 00:11:14.780]  當然他母親很不高興,你這樣講
[00:11:14.780 --> 00:11:22.620]  你只是專門玩自己讀不到為止,他是聰明仔
[00:11:22.620 --> 00:11:28.140]  誰知他母親問我,我兒子為何不夠
[00:11:28.140 --> 00:11:31.180]  我說他肯不肯來我這裏工作
[00:11:31.180 --> 00:11:33.660]  她問他做甚麼,我說這份工作挺好做的
[00:11:33.660 --> 00:11:38.740]  上午十一點,下午六點,一個星期做四天
[00:11:38.740 --> 00:11:43.780]  八千元一個月,我說不錯,還有勤工
[00:11:43.780 --> 00:11:50.340]  如果每天十一點都不到,還加多每個星期二百元
[00:11:50.340 --> 00:11:54.540]  即是八千八,不錯,的確不錯
[00:11:54.540 --> 00:11:58.660]  還可以晚上打機,你打到兩點多就好了
[00:11:58.660 --> 00:12:03.100]  因為你要睡七個小時,然後你再過海來我這裏上班
[00:12:03.100 --> 00:12:06.900]  講明勤工獎你一定要拿
[00:12:06.900 --> 00:12:11.980]  原因是你這八千元,我扣起四千元給你母親
[00:12:11.980 --> 00:12:16.460]  因為她養大你,幫孝敬父母,你是基督徒
[00:12:16.460 --> 00:12:20.780]  令我扣八百元是十一奉獻給教會
[00:12:20.780 --> 00:12:26.300]  所以你只有三千二,三千二都殺了你
[00:12:26.300 --> 00:12:30.300]  好,一於這樣說,我說上帝都很不高興你
[00:12:30.300 --> 00:12:33.500]  你玩了六年,不過都有兩分拿
[00:12:33.500 --> 00:12:36.300]  當孝敬父母和十一奉獻,拿回兩分也好
[00:12:36.300 --> 00:12:40.460]  即是不要零雞蛋做人,他說好,開齋
[00:12:40.460 --> 00:12:47.100]  我立志做一個好基督徒,你猜我給他甚麼工作
[00:12:47.100 --> 00:12:52.100]  我要他每天寫文章,拿電腦打
[00:12:52.100 --> 00:12:54.820]  用肥立比書四章八節
[00:12:54.820 --> 00:12:59.980]  凡是真實的、莊重的、公正的、純潔的、可愛的、聲譽好的
[00:12:59.980 --> 00:13:06.540]  無論是甚麼美德、甚麼稱讚,這些事你們都應當思念
[00:13:06.540 --> 00:13:10.660]  我們日日想這六件事,在我上班的環境
[00:13:10.660 --> 00:13:15.620]  他跟我們訓練EQ、訓練神恩仔,你就留意那些導師
[00:13:15.620 --> 00:13:19.340]  有甚麼行為他們做到這六件事
[00:13:19.340 --> 00:13:23.060]  其中一件事你就要描述出來
[00:13:23.060 --> 00:13:28.140]  有甚麼行為你發覺自己大到現在十九歲,做不到
[00:13:28.140 --> 00:13:31.060]  為何做不到呢?你嘗試解釋出來
[00:13:31.060 --> 00:13:34.980]  每天都做這件事,每天在中午前
[00:13:34.980 --> 00:13:37.540]  吃午飯前,即是一、兩個小時前
[00:13:37.540 --> 00:13:41.940]  就交到這篇一千字的文章給我
[00:13:41.940 --> 00:13:45.740]  交完之後,下午我就找一個基督徒
[00:13:45.740 --> 00:13:47.420]  中文系畢業的大學系
[00:13:47.420 --> 00:13:52.980]  他又在一點鐘交他那篇文章給打機王
[00:13:52.980 --> 00:13:56.500]  打機王就在下午回應別人那篇文章
[00:13:56.500 --> 00:13:59.100]  又寫一千字給別人
[00:13:59.100 --> 00:14:03.940]  下午就再跟我們訓練做三小時,然後就下班了
[00:14:03.940 --> 00:14:07.660]  好,都不難,我說不難,絕對不難
[00:14:07.660 --> 00:14:09.740]  他就寫了
[00:14:09.740 --> 00:14:12.260]  七月十幾號放榜的星期
[00:14:12.260 --> 00:14:16.300]  寫到八月、九月、十月、十一月、十二月
[00:14:16.300 --> 00:14:19.060]  你猜甚麼事發生呢?
[00:14:19.060 --> 00:14:21.260]  遲到就相當多
[00:14:21.260 --> 00:14:23.700]  但經常都是十一點一
[00:14:23.700 --> 00:14:26.540]  這樣就搞定了,兩百元我就省了
[00:14:26.540 --> 00:14:28.500]  多數都省的
[00:14:28.500 --> 00:14:30.180]  他經常都計算錯數
[00:14:30.180 --> 00:14:32.460]  因為太樂觀,這些人太樂觀
[00:14:32.460 --> 00:14:35.860]  寫到十一點二就沒有了
[00:14:35.860 --> 00:14:40.100]  交呢,未試過有一天沒有交
[00:14:40.100 --> 00:14:41.540]  未試過
[00:14:41.540 --> 00:14:44.980]  因為對他來說,他是班一學校學生
[00:14:44.980 --> 00:14:47.900]  寫一千字不難的
[00:14:47.900 --> 00:14:51.020]  回應別人呢,辛苦一點
[00:14:51.020 --> 00:14:53.740]  因為對手是中文學生
[00:14:53.740 --> 00:14:56.940]  用的詞要他想一想,有些困難
[00:14:56.940 --> 00:14:59.420]  不過都寫到
[00:14:59.420 --> 00:15:04.940]  寫了之後,我說你最近打機情況怎樣?
[00:15:04.940 --> 00:15:08.420]  打少了,打了兩個多小時左右
[00:15:08.420 --> 00:15:09.620]  我問為甚麼?
[00:15:09.620 --> 00:15:13.380]  他說腦袋很累
[00:15:13.380 --> 00:15:16.100]  他知道我陰毒
[00:15:16.100 --> 00:15:19.260]  因為我令他用腦,每天用得很厲害
[00:15:19.260 --> 00:15:21.380]  腦袋很累
[00:15:21.380 --> 00:15:24.780]  我說祝你健康
[00:15:24.780 --> 00:15:27.300]  慢慢他真的打少了
[00:15:27.300 --> 00:15:30.660]  真的,我感到很感動
[00:15:30.660 --> 00:15:32.540]  我想測試一下
[00:15:32.540 --> 00:15:34.540]  上帝的說話能力
[00:15:34.540 --> 00:15:39.940]  怎樣進入至少明白聖經的基督徒那裡
[00:15:39.940 --> 00:15:41.380]  光照他自己
[00:15:41.380 --> 00:15:45.340]  看他一邊寫一邊想
[00:15:45.340 --> 00:15:46.660]  差異的事出現了
[00:15:46.660 --> 00:15:48.180]  今年一月
[00:15:48.180 --> 00:15:51.420]  我說昨晚你去哪裏?
[00:15:51.420 --> 00:15:53.220]  原來他今年一月到現在
[00:15:53.220 --> 00:15:59.300]  他晚上去幫一個我們公司的同事的侄子
[00:15:59.300 --> 00:16:01.300]  補英文和數學
[00:16:01.300 --> 00:16:02.980]  一個小學高班學生
[00:16:02.980 --> 00:16:06.980]  是義務的
[00:16:06.980 --> 00:16:09.180]  我呆了一呆
[00:16:09.180 --> 00:16:11.220]  打機王
[00:16:11.220 --> 00:16:16.060]  竟然下班不去修復室地
[00:16:16.060 --> 00:16:22.860]  還去免費幫一個男生補習
[00:16:22.860 --> 00:16:24.700]  我想起阿干
[00:16:24.700 --> 00:16:26.500]  阿干打完仗
[00:16:26.500 --> 00:16:29.420]  竟然在耶利哥拿這麼多戰利品
[00:16:29.420 --> 00:16:32.260]  收在自己的帳篷
[00:16:32.260 --> 00:16:34.780]  但這個年輕人不是
[00:16:34.780 --> 00:16:38.180]  上帝給他有一份工作
[00:16:38.180 --> 00:16:42.100]  其實他的戰利品是他的人工和時間
[00:16:42.100 --> 00:16:44.620]  他可以用自己的私人時間
[00:16:44.620 --> 00:16:48.060]  去滿足他以前的慾望
[00:16:48.060 --> 00:16:52.100]  但他將事情奉獻出來
[00:16:52.100 --> 00:16:54.100]  他整天私人幫別人補習
[00:16:54.100 --> 00:16:55.940]  補到十二時回家
[00:16:55.940 --> 00:16:57.140]  有沒有打機? 有
[00:16:57.140 --> 00:17:00.940]  因為醫生都要巡房
[00:17:00.940 --> 00:17:01.860]  但對他來說
[00:17:01.860 --> 00:17:04.780]  他說一點鐘又睡
[00:17:04.780 --> 00:17:05.980]  我詫異的是
[00:17:05.980 --> 00:17:07.780]  我開始給他改了一個獎勵
[00:17:07.780 --> 00:17:09.100]  星期五
[00:17:09.100 --> 00:17:11.500]  如果上午我們公司有一個團契
[00:17:11.500 --> 00:17:12.300]  團契完之後
[00:17:12.300 --> 00:17:14.340]  你過了一個星期的工作寫好了
[00:17:14.340 --> 00:17:17.020]  你下午可以不用上班
[00:17:17.020 --> 00:17:18.500]  他拼命
[00:17:18.500 --> 00:17:19.940]  拼到連星期四晚上
[00:17:19.940 --> 00:17:22.460]  寫到四時
[00:17:22.460 --> 00:17:23.380]  他媽媽說
[00:17:23.380 --> 00:17:25.300]  出生到現在還沒見過
[00:17:25.300 --> 00:17:26.700]  他現在是工作
[00:17:26.700 --> 00:17:27.500]  不是打機
[00:17:27.500 --> 00:17:30.060]  是工作
[00:17:30.060 --> 00:17:31.620]  我開始看到了
[00:17:31.620 --> 00:17:35.580]  他今天幫我看完EQ的十六章
[00:17:35.580 --> 00:17:37.020]  看了十章
[00:17:37.020 --> 00:17:39.420]  另外一本《內向人的心理學》
[00:17:39.420 --> 00:17:40.940]  他回應這本書
[00:17:40.940 --> 00:17:42.900]  下星期一就寫完
[00:17:42.900 --> 00:17:45.020]  一百零二章的回應
[00:17:45.020 --> 00:17:49.940]  他平均一天寫了三千多字
[00:17:49.940 --> 00:17:54.420]  幾個教會請他講《佳績王講座》
[00:17:54.420 --> 00:17:56.140]  是講給這些青少年聽
[00:17:56.140 --> 00:17:58.740]  出席率很高
[00:17:58.740 --> 00:18:00.420]  明天港福堂一個
[00:18:00.420 --> 00:18:05.460]  我聽聞可能有七百人來聽
[00:18:05.460 --> 00:18:08.700]  二十九號我和他去多倫多
[00:18:08.700 --> 00:18:12.740]  多倫多斯卡布宣導會請他演講
[00:18:12.740 --> 00:18:15.500]  接著我又收到芝加哥
[00:18:15.500 --> 00:18:16.620]  三藩市
[00:18:16.620 --> 00:18:18.300]  北加州
[00:18:18.300 --> 00:18:20.380]  然後西雅圖
[00:18:20.380 --> 00:18:23.580]  請他去講
[00:18:23.580 --> 00:18:27.940]  我說你風生水起
[00:18:27.940 --> 00:18:28.860]  我想告訴你
[00:18:28.860 --> 00:18:31.180]  上帝如果一個人聽他講
[00:18:31.180 --> 00:18:34.540]  他開一條路是大到你想都想不到
[00:18:34.540 --> 00:18:36.580]  他媽媽簡直發狂地哭
[00:18:36.580 --> 00:18:39.340]  他就祈禱了這麼多年
[00:18:39.340 --> 00:18:40.140]  這個引人說
[00:18:40.140 --> 00:18:42.140]  因為他在鄉下長大的
[00:18:42.140 --> 00:18:43.780]  在鄉下長大的
[00:18:43.780 --> 00:18:45.940]  然後到五、六歲來香港
[00:18:45.940 --> 00:18:47.940]  他已經玩慣了
