
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹,早安!
[00:00:02.000 --> 00:00:08.000]  再一次非常之開心,每一朝我們能夠研讀神的話語
[00:00:08.000 --> 00:00:13.000]  再一次非常的開心,每一天早上能夠一起研讀神的話語
[00:00:13.000 --> 00:00:17.000]  聖經記載了很多不同的人物
[00:00:17.000 --> 00:00:19.000]  聖經記載了很多不同的人物
[00:00:19.000 --> 00:00:23.000]  我們過去一個禮拜裡面,都研讀不同的人物
[00:00:23.000 --> 00:00:26.000]  我們過去一個禮拜裡面,研讀不同的人物
[00:00:26.000 --> 00:00:32.000]  在不同的人物裡面,包括摩西,包括伊利亞,包括以塞亞,或者其他的先知
[00:00:32.000 --> 00:00:37.000]  在不同的人物裡面,包括摩西,伊利亞,以塞亞,或者耶利米,不同的先知
[00:00:37.000 --> 00:00:40.000]  新約裡面有彼得,約翰,各種不同的人物
[00:00:40.000 --> 00:00:43.000]  新約裡面有彼得,約翰,各種不同的人物
[00:00:43.000 --> 00:00:48.000]  當我們看聖經的時候,我們很多時候會對這些人物有相當程度的認識
[00:00:48.000 --> 00:00:52.000]  當我們看聖經的時候,對這些人物會有相當程度的認識
[00:00:52.000 --> 00:00:56.000]  因為聖經裡面有不同的篇幅記載這些人是怎樣的
[00:00:56.000 --> 00:00:59.000]  因為聖經裡面有不同的篇幅記載這些人是怎樣的
[00:00:59.000 --> 00:01:01.000]  性格是怎樣的
[00:01:01.000 --> 00:01:03.000]  他侍奉是怎樣的
[00:01:03.000 --> 00:01:08.000]  略知多少我們都會
[00:01:08.000 --> 00:01:12.000]  今天我們是研讀關於路加這個人是怎樣的
[00:01:12.000 --> 00:01:15.000]  今天我們是研讀關於路加這個人是怎樣的
[00:01:15.000 --> 00:01:17.000]  路加我特別興奮,因為他跟我同行
[00:01:17.000 --> 00:01:20.000]  路加我特別興奮,因為他跟我同行
[00:01:20.000 --> 00:01:21.000]  有點偏心
[00:01:21.000 --> 00:01:22.000]  有點偏心
[00:01:22.000 --> 00:01:27.000]  當我嘗試瞭解路加是怎樣的人的時候,我遇上一個很大的困難
[00:01:27.000 --> 00:01:30.000]  當我嘗試瞭解路加是怎樣的人的時候,我遇上一個很大的困難
[00:01:30.000 --> 00:01:34.000]  比起其他人物,很難知道這個人是怎樣的
[00:01:34.000 --> 00:01:37.000]  因為比其他人物,很難知道這個人是怎樣的
[00:01:37.000 --> 00:01:40.000]  因為很少記載這個人物是怎樣的
[00:01:40.000 --> 00:01:43.000]  因為很少記載這個人物是怎樣的
[00:01:43.000 --> 00:01:46.000]  除非你真的去找一些蛛絲馬跡
[00:01:46.000 --> 00:01:49.000]  除非你真的是去找一些蛛絲馬跡
[00:01:49.000 --> 00:01:56.000]  所以今天我嘗試用一個不是和平時一樣的方式去研讀聖經
[00:01:56.000 --> 00:02:00.000]  所以今天我會用一個不是和平時一樣的方式來研讀聖經
[00:02:00.000 --> 00:02:03.000]  所以今天我會用一個不是和平時一樣的方式來研讀聖經
[00:02:03.000 --> 00:02:07.000]  我要希望弟兄姐妹跟平時不太一樣,要習慣一下
[00:02:07.000 --> 00:02:10.000]  我要希望弟兄姐妹跟平時不太一樣,要習慣一下
[00:02:10.000 --> 00:02:13.000]  有沒有玩過拼圖遊戲
[00:02:13.000 --> 00:02:16.000]  有些人拼一百塊,有些人拼五千塊
[00:02:16.000 --> 00:02:18.000]  有些人拼一百塊,有些人拼五千塊
[00:02:18.000 --> 00:02:21.000]  有些人拼一百塊,有些人拼五千塊
[00:02:21.000 --> 00:02:24.000]  有些人拼一百塊,有些人拼五千塊
[00:02:24.000 --> 00:02:28.000]  拼五千塊的挑戰很大,因為你拿著幾塊,你不知道它放在哪個位置
[00:02:28.000 --> 00:02:33.000]  拼五千塊的挑戰很大,因為你拿著幾塊,你不知道它放在哪個位置
[00:02:33.000 --> 00:02:38.000]  今天我們嘗試好像一個拼圖遊戲一樣
[00:02:38.000 --> 00:02:45.000]  將聖經裡面一塊一塊有關於路家的生平,嘗試把它們拼在一起
[00:02:45.000 --> 00:02:50.000]  將聖經裡面一塊一塊有關於路家的生平,嘗試把它們拼在一起
[00:02:50.000 --> 00:02:55.000]  但是嘗試努力的時候,也不一定完全看得完
[00:02:55.000 --> 00:03:00.000]  但是嘗試努力的時候,也不一定完全能夠看齊全的
[00:03:00.000 --> 00:03:08.000]  但是嘗試努力的時候,也不一定完全能夠看齊全的
[00:03:08.000 --> 00:03:13.000]  但是嘗試努力的時候,也不一定完全能夠看齊全的
[00:03:13.000 --> 00:03:18.000]  首先我要看到路家寫了兩本書,是《路家福音》和《士徒行傳》
[00:03:18.000 --> 00:03:23.000]  首先我們看到路家寫了兩本書,首先是《路家福音》和《士徒行傳》
[00:03:23.000 --> 00:03:26.000]  如果你看這兩本書裡面,特別有兩個字
[00:03:26.000 --> 00:03:30.000]  特別在《士徒行傳》裡面常常出現的兩個字
[00:03:30.000 --> 00:03:33.000]  對路家的人生是很重要的兩個字
[00:03:33.000 --> 00:03:36.000]  在兩本書裡面有特別的兩個字
[00:03:36.000 --> 00:03:41.000]  特別是在《士徒行傳》裡面出現對路家的人生很重要的這兩個字
[00:03:41.000 --> 00:03:44.000]  第一個字是「我們」
[00:03:44.000 --> 00:03:47.000]  第一個字是「我們」
[00:03:47.000 --> 00:03:49.000]  所以路家很少講到「我」,為什麼是「我們」?
[00:03:49.000 --> 00:03:52.000]  路家很少講到「我」,是「我們」
[00:03:52.000 --> 00:03:56.000]  在《士徒行傳》十六章裡面,講到馬其頓的異象的時候
[00:03:56.000 --> 00:03:59.000]  在《士徒行傳》十六章講到馬其頓異象的時候
[00:03:59.000 --> 00:04:00.000]  第十節
[00:04:00.000 --> 00:04:04.000]  他說「我們隨即往馬其頓去」
[00:04:04.000 --> 00:04:06.000]  他說「我們隨即往馬其頓去」
[00:04:06.000 --> 00:04:08.000]  所以看到宣教的侍奉裡面
[00:04:08.000 --> 00:04:10.000]  看到宣教的侍奉裡面
[00:04:10.000 --> 00:04:12.000]  代表著路家有份參與
[00:04:12.000 --> 00:04:14.000]  代表著路家有份參與
[00:04:14.000 --> 00:04:19.000]  路家和其他同工和保羅一起參與領同宣教的異象
