
[00:00:00.000 --> 00:00:03.760]  很高興能夠在今天和大家分享主的信息
[00:00:03.760 --> 00:00:06.360]  很高興今天和大家分享神的訊息
[00:00:06.360 --> 00:00:09.860]  今天要和大家講的題目是大能的勇士
[00:00:09.860 --> 00:00:12.960]  今天想和大家分享的題目是大能的勇士
[00:00:12.960 --> 00:00:15.560]  剛才我們已經讀過那段經文
[00:00:15.560 --> 00:00:17.960]  剛才已經讀過一段經文了
[00:00:17.960 --> 00:00:21.560]  等一下我們要繼續往下看
[00:00:21.560 --> 00:00:23.560]  我們先做一個禱告
[00:00:23.560 --> 00:00:26.360]  天父謝謝你帶領我們
[00:00:26.360 --> 00:00:29.960]  因為你讓我們開啟我們的眼睛
[00:00:29.960 --> 00:00:33.360]  讓我們從心裡能夠聽見你的聲音
[00:00:33.360 --> 00:00:35.360]  知道你在呼召我們
[00:00:35.360 --> 00:00:38.360]  讓我們都可以成為你大能的勇士
[00:00:38.360 --> 00:00:43.860]  這樣禱告奉耶穌的名
[00:00:43.860 --> 00:00:47.560]  我們今天看的這段經文講到
[00:00:47.560 --> 00:00:50.760]  以色列人他們遇到大困難
[00:00:50.760 --> 00:00:54.660]  今天經文看到以色列人遇到大困難
[00:00:54.660 --> 00:00:57.360]  我們有沒有困難呢
[00:00:57.360 --> 00:00:59.960]  我不知道你們有沒有感覺到有困難
[00:00:59.960 --> 00:01:01.760]  我不知道你們有沒有感覺到有困難
[00:01:01.760 --> 00:01:03.560]  我確實感覺到有困難
[00:01:03.560 --> 00:01:05.260]  我就真的感覺到有困難
[00:01:05.260 --> 00:01:07.560]  因為物價在上漲
[00:01:07.560 --> 00:01:09.960]  因為物價不停上升
[00:01:09.960 --> 00:01:13.160]  或許像我這種依靠退休金生活的人
[00:01:13.160 --> 00:01:15.360]  最能夠感覺到困難
[00:01:15.360 --> 00:01:18.160]  尤其是我這種依靠退休金生活的人
[00:01:18.160 --> 00:01:19.960]  最能夠感覺到困難
[00:01:19.960 --> 00:01:23.560]  從前去飯店吃飯十塊錢就一道菜
[00:01:23.560 --> 00:01:26.760]  以前去餐廳點一個菜只是十塊錢
[00:01:26.760 --> 00:01:28.160]  現在要十五塊
[00:01:28.160 --> 00:01:29.560]  現在已經升到十五塊
[00:01:29.560 --> 00:01:33.260]  從前買一磅青耕菜要一塊錢
[00:01:33.260 --> 00:01:36.760]  以前在超市買一磅青耕菜可能只是一塊錢
[00:01:36.760 --> 00:01:39.960]  現在兩塊多有時候三塊
[00:01:39.960 --> 00:01:42.260]  現在已經接近兩塊甚至三塊
[00:01:42.260 --> 00:01:44.160]  所以實在有困難
[00:01:44.160 --> 00:01:45.460]  所以實在困難
[00:01:45.460 --> 00:01:47.360]  保羅他怎麼說呢
[00:01:47.360 --> 00:01:48.460]  保羅怎麼說
[00:01:48.460 --> 00:01:50.160]  他說我們是瓦契
[00:01:50.160 --> 00:01:51.660]  他說我們是瓦契
[00:01:51.660 --> 00:01:54.560]  古時候瓦契是最便宜的東西
[00:01:54.560 --> 00:01:56.260]  古時候瓦契是最便宜的東西
[00:01:56.260 --> 00:01:58.760]  因為你只要到田裡去抓一把土
[00:01:58.760 --> 00:02:01.660]  你只要去田裡面去餵一些泥土
[00:02:01.660 --> 00:02:03.760]  用水合在一起捏一捏
[00:02:03.760 --> 00:02:05.960]  扣一些水用手捏一捏
[00:02:05.960 --> 00:02:08.760]  然後放在爐裡燒一下就成了瓦契了
[00:02:08.760 --> 00:02:11.960]  放在爐裡面燒一燒瓦契就搞定了
[00:02:11.960 --> 00:02:14.660]  保羅說基督徒就不一樣
[00:02:14.660 --> 00:02:16.360]  保羅說基督徒不一樣
[00:02:16.360 --> 00:02:19.460]  因為我們這個瓦契裡面有寶貝
[00:02:19.460 --> 00:02:21.760]  因為我們瓦契裡面有寶貝
[00:02:21.760 --> 00:02:23.260]  我們可以依靠神
[00:02:23.260 --> 00:02:24.560]  我們可以依靠神
[00:02:24.560 --> 00:02:27.260]  可以克服逆境度過難關
[00:02:27.260 --> 00:02:29.560]  克服逆境度過難關
[00:02:29.560 --> 00:02:32.960]  但很多時候別人看不出我們裡面有寶貝
[00:02:32.960 --> 00:02:35.660]  但很多時候別人看不出我們裡面有寶貝
[00:02:35.660 --> 00:02:38.560]  有時候我們自己都忘記自己裡面有寶貝
[00:02:38.560 --> 00:02:39.460]  有時候連基督徒
[00:02:39.460 --> 00:02:42.160]  我們自己都忘記我們心裡面有寶貝
[00:02:42.160 --> 00:02:47.560]  我們追求的是外面的這些身份、地位、家世、學問、錢財
[00:02:47.560 --> 00:02:51.760]  我們追求的是身份、地位、家世、學問、土地
[00:02:51.760 --> 00:02:54.260]  我們覺得這些外面都是很寶貝
[00:02:54.260 --> 00:02:56.860]  我們覺得這些外在的東西比較寶貝
[00:02:56.860 --> 00:02:59.460]  可是保羅說我們只是個瓦契
[00:02:59.460 --> 00:03:01.560]  但保羅說我們是瓦契
[00:03:01.560 --> 00:03:04.460]  真正的寶貝是我們心裡的信仰
[00:03:04.460 --> 00:03:07.060]  真正的寶貝是我們心裡面的信仰
[00:03:07.060 --> 00:03:08.960]  是耶穌基督
[00:03:08.960 --> 00:03:11.060]  是我們裡面的耶穌基督
[00:03:11.060 --> 00:03:14.260]  在經文說要顯明這莫大的能力
[00:03:14.260 --> 00:03:17.060]  這段經文說要顯出這個莫大的能力
[00:03:17.060 --> 00:03:19.260]  是出於神,不是出於我們
[00:03:19.260 --> 00:03:21.460]  是出於神,不是出於我們
[00:03:21.460 --> 00:03:26.060]  所以這個意思就是我們要把在裡面的寶貝把它活出來
[00:03:26.060 --> 00:03:29.060]  所以是要將裡面的寶貝活出來
[00:03:29.060 --> 00:03:32.960]  可是很多時候我們都覺得我就是這樣,你要接納我
[00:03:32.960 --> 00:03:35.860]  但有時候我們覺得我就是這樣,你要接納我
[00:03:35.860 --> 00:03:38.060]  那都是自己,老自己活出來
[00:03:38.060 --> 00:03:39.460]  都是活出我們的腦
[00:03:39.460 --> 00:03:41.660]  我們沒有活出基督的新生命
[00:03:41.660 --> 00:03:44.060]  我們沒有活出基督的新生命
[00:03:44.060 --> 00:03:48.260]  所以保羅的話就讓我想起舊約的人物基電
[00:03:48.260 --> 00:03:53.560]  保羅的話就讓我想起舊約的聖經人物基電
[00:03:53.560 --> 00:03:56.560]  所以我們一起來讀這個《釋詩記》第六章一節
[00:03:56.560 --> 00:03:59.160]  我們一起來讀《釋詩記》六章一節
[00:03:59.160 --> 00:04:01.060]  以色列人與其黨
[00:04:01.060 --> 00:04:04.160]  又行耶和華眼中看為惡的事
[00:04:04.160 --> 00:04:08.760]  耶和華就把他們交在米殿人手裡
[00:04:08.760 --> 00:04:10.860]  你看以色列人遇到困難了
[00:04:10.860 --> 00:04:12.760]  以色列人遇到困難
[00:04:12.760 --> 00:04:14.860]  經文說他們是犯了罪
[00:04:14.860 --> 00:04:16.560]  經文說他們犯了罪
[00:04:16.560 --> 00:04:21.460]  行耶和華眼中看為惡的事
[00:04:21.460 --> 00:04:23.660]  行神眼中看為惡的事
[00:04:23.660 --> 00:04:26.160]  然後神就把他們交在米殿人手裡
[00:04:26.160 --> 00:04:29.060]  所以神就將他們交在米殿人手裡
[00:04:29.060 --> 00:04:31.960]  基督徒常常會受苦的
[00:04:31.960 --> 00:04:33.660]  基督徒其實經常會受苦的
[00:04:33.660 --> 00:04:36.060]  有些苦不一定是你做錯了什麼
[00:04:36.060 --> 00:04:38.960]  有些苦不是因為你做錯了什麼
[00:04:38.960 --> 00:04:42.160]  很多時候我們受苦是我們做錯了事
[00:04:42.160 --> 00:04:44.560]  但有些受苦的確是我們做錯了某些事
[00:04:44.560 --> 00:04:47.060]  現在好像我們物價上漲
[00:04:47.060 --> 00:04:48.860]  現在我們遇到物價上升
[00:04:48.860 --> 00:04:52.160]  主要的原因就是川普在打貿易戰
[00:04:52.160 --> 00:04:54.860]  主要原因是特朗普打貿易戰
[00:04:54.860 --> 00:04:57.560]  而在美國總統是大家選出來的
[00:04:57.560 --> 00:04:59.460]  在美國總統是大家選出來的
[00:04:59.460 --> 00:05:02.460]  所以現在我們受苦跟我們自己有關係
[00:05:02.460 --> 00:05:05.360]  所以我們現在受苦跟我們自己有關
[00:05:05.360 --> 00:05:07.160]  那麼基督徒受苦
[00:05:07.160 --> 00:05:10.760]  很多時候是因為生活見證不好
[00:05:10.760 --> 00:05:13.960]  基督徒受苦有時是我們自己生活見證不夠好
[00:05:13.960 --> 00:05:14.860]  你為什麼受苦
[00:05:14.860 --> 00:05:18.560]  因為有家人對你有壓力
[00:05:18.560 --> 00:05:21.060]  為什麼家人對你有壓力
[00:05:21.060 --> 00:05:22.560]  因為你見證不好
[00:05:22.560 --> 00:05:25.760]  你不能把你家人帶來信主
[00:05:25.760 --> 00:05:26.760]  你見證不好
[00:05:26.760 --> 00:05:29.160]  你帶不到你的家人來信主
[00:05:29.160 --> 00:05:30.760]  或者不是見證問題
[00:05:30.760 --> 00:05:34.960]  是你根本都忘記了我們有個使命
[00:05:34.960 --> 00:05:36.160]  或者不是見證不好
[00:05:36.160 --> 00:05:39.060]  你根本忘記了我們是有使命的
[00:05:39.060 --> 00:05:42.260]  所以我們應該要帶領家人信主
[00:05:42.260 --> 00:05:43.860]  我們要帶領家人信主
[00:05:43.860 --> 00:05:45.860]  我們應該要改變社區
[00:05:45.860 --> 00:05:47.160]  我們要改變社區
[00:05:47.160 --> 00:05:50.460]  就不會在社會上有這麼多壞人
[00:05:50.460 --> 00:05:52.260]  社會不會有這麼多壞人
[00:05:52.260 --> 00:05:55.760]  經文說起初以色列人不明白為什麼
[00:05:55.760 --> 00:05:58.360]  經文說以色列人起初不知道為什麼
[00:05:58.360 --> 00:06:01.060]  所以神就派先知去警告他們
[00:06:01.060 --> 00:06:03.960]  所以神就派先知去警告他們
[00:06:03.960 --> 00:06:05.460]  先知是什麼人呢
[00:06:05.460 --> 00:06:07.060]  先知是什麼人
[00:06:07.060 --> 00:06:10.660]  用先知這個名字好像他可以預告未來
[00:06:10.660 --> 00:06:13.660]  用先知這個名字好像他們可以預告未來
[00:06:13.660 --> 00:06:16.660]  其實牧師有的時候就是先知
[00:06:16.660 --> 00:06:18.460]  其實牧師有時候就是先知
[00:06:18.460 --> 00:06:20.260]  牧師常常講到
[00:06:20.260 --> 00:06:21.660]  牧師時常講到
[00:06:21.660 --> 00:06:24.460]  說如果你不按照神的話去做
[00:06:24.460 --> 00:06:26.460]  如果你不按照神的話去做
[00:06:26.460 --> 00:06:27.660]  會有一些結果的
[00:06:27.660 --> 00:06:28.760]  會有一些結果的
[00:06:28.760 --> 00:06:30.360]  先知不是算命
[00:06:30.360 --> 00:06:31.960]  先知不是算命
[00:06:31.960 --> 00:06:34.360]  牧師也不是會懂得未來
[00:06:34.360 --> 00:06:35.860]  牧師也不知道未來
[00:06:35.860 --> 00:06:38.160]  可是我們把神的信息傳給人
[00:06:38.160 --> 00:06:40.360]  可是我們把神的信息傳開去
[00:06:40.360 --> 00:06:42.160]  裡面就講到未來
[00:06:42.160 --> 00:06:43.560]  裡面就有講到未來
[00:06:43.560 --> 00:06:46.960]  我們看看這個先知到以色列人傳的什麼信息
[00:06:46.960 --> 00:06:50.160]  我們看看這個傳給以色列人是什麼信息
[00:06:50.160 --> 00:06:51.160]  我們一起來讀
[00:06:51.160 --> 00:06:52.660]  我們一起來讀
[00:06:52.660 --> 00:06:55.660]  我是耶和華里門的神
[00:06:55.660 --> 00:06:58.560]  你們住在阿摩利人的地
[00:06:58.560 --> 00:07:00.960]  不可敬畏他們的神
[00:07:00.960 --> 00:07:03.660]  你們竟不聽從我的話
[00:07:03.660 --> 00:07:05.660]  以色列人犯了什麼罪呢
[00:07:05.660 --> 00:07:07.360]  以色列人犯了什麼罪呢
[00:07:07.360 --> 00:07:09.260]  其實這項罪一直都跟著他們
[00:07:09.260 --> 00:07:10.960]  其實這項罪一直跟著他們
[00:07:10.960 --> 00:07:14.160]  因為他們就是說自己一方面是神的子民
[00:07:14.160 --> 00:07:16.360]  他們一方面說自己是神的子民
[00:07:16.360 --> 00:07:17.360]  他們要跟隨神
[00:07:17.360 --> 00:07:18.360]  要跟隨神
[00:07:18.360 --> 00:07:19.860]  可是他們又拜巴黎
[00:07:19.860 --> 00:07:21.960]  但一方面又去拜巴黎
[00:07:21.960 --> 00:07:24.560]  跟那個世界上人沒什麼不同
[00:07:24.560 --> 00:07:26.360]  跟世界其他人沒什麼分別
