
[00:00:00.000 --> 00:00:02.800]  聖誕節當然我們知道是紀念
[00:00:02.800 --> 00:00:05.740]  耶穌基督誕生的一個日子
[00:00:05.740 --> 00:00:08.460]  雖然未必在歷史裏面考究
[00:00:08.460 --> 00:00:11.820]  未必真真正正是12月25號
[00:00:11.820 --> 00:00:14.260]  但是我們都知道全世界
[00:00:14.260 --> 00:00:17.740]  我們都將這個日子定爲一個
[00:00:17.740 --> 00:00:21.340]  象徵性的日子,也是很近基督降生的日子
[00:00:21.340 --> 00:00:24.000]  將它(基督降生)成爲一個很重要的
[00:00:24.000 --> 00:00:26.880]  無論在不同的地方
[00:00:26.880 --> 00:00:28.320]  不同的時間
[00:00:28.320 --> 00:00:30.960]  我們都能夠慶祝聖誕節
[00:00:30.960 --> 00:00:33.960]  慶祝聖誕就是慶祝
[00:00:33.960 --> 00:00:36.180]  這位聖嬰的誕生
[00:00:36.180 --> 00:00:39.840]  但是我們發覺
[00:00:39.840 --> 00:00:42.240]  當基督真正降生在
[00:00:42.240 --> 00:00:45.120]  這個伯利恆的時候
[00:00:45.120 --> 00:00:49.000]  不像今天這樣,這麼多人在一起
[00:00:49.000 --> 00:00:52.320]  在這個很寂靜的晚上
[00:00:52.320 --> 00:00:55.240]  很多我們今天聖誕節的慶祝
[00:00:55.240 --> 00:00:58.360]  這些歡樂的氣氛
[00:00:58.360 --> 00:00:59.960]  其實當時是沒有的
[00:00:59.960 --> 00:01:03.720]  耶穌基督很靜悄悄地
[00:01:03.720 --> 00:01:05.000]  來到這個世界
[00:01:05.000 --> 00:01:08.140]  沒有親族
[00:01:08.140 --> 00:01:10.060]  沒有嘉賓
[00:01:10.060 --> 00:01:14.240]  沒有一些人來爲祂慶祝
[00:01:14.240 --> 00:01:17.680]  只有離鄉別井
[00:01:17.680 --> 00:01:20.600]  帶着非常困難的旅程
[00:01:20.600 --> 00:01:23.680]  就是祂所謂的肉身的父母
[00:01:23.680 --> 00:01:26.940]  因爲聖靈感恩,馬里亞所生的
[00:01:26.940 --> 00:01:30.480]  約瑟是祂的養父
[00:01:30.480 --> 00:01:33.280]  祂和馬里亞來到
[00:01:33.280 --> 00:01:35.840]  這個小城的裏面
[00:01:35.840 --> 00:01:38.780]  只有他們兩位來見證
[00:01:38.780 --> 00:01:40.280]  基督的降生
[00:01:40.280 --> 00:01:43.080]  但是聖誕日也是
[00:01:43.080 --> 00:01:46.000]  當基督降生的時候,唯一與約瑟
[00:01:46.000 --> 00:01:48.860]  和馬里亞一同慶祝
[00:01:48.860 --> 00:01:51.180]  讚美上帝的是誰?
[00:01:51.720 --> 00:01:54.540]  就是當時的牧羊人
[00:01:54.540 --> 00:01:57.540]  所以剛纔我們詩班
[00:01:57.540 --> 00:02:00.280]  來唱出這首
[00:02:00.280 --> 00:02:03.620]  牧羊人,來到去
[00:02:03.620 --> 00:02:06.600]  民信,得到這個信息
[00:02:06.600 --> 00:02:09.320]  他們知道基督將爲人類
[00:02:09.320 --> 00:02:12.300]  降生這個事,他們就尋找
[00:02:12.300 --> 00:02:14.920]  以致他們去到馬槽那裏
[00:02:14.920 --> 00:02:16.460]  迎見基督
[00:02:16.460 --> 00:02:20.680]  向祂慶拜,讚美上帝
[00:02:20.680 --> 00:02:22.240]  榮耀歸神
[00:02:22.240 --> 00:02:25.540]  所以我們今天看到神也透過
[00:02:25.540 --> 00:02:28.540]  這些牧羊人
[00:02:28.540 --> 00:02:31.320]  去堅固
[00:02:31.320 --> 00:02:34.320]  約瑟和馬里亞的信心
[00:02:34.320 --> 00:02:37.320]  因爲約瑟和馬里亞得到天使的報訊
[00:02:37.320 --> 00:02:40.260]  遠渡,經過一段很長時間的懷孕
[00:02:40.260 --> 00:02:43.240]  然後去到這個地方
[00:02:43.240 --> 00:02:46.100]  其實他們這種的孤單感
[00:02:46.100 --> 00:02:49.100]  這種的,覺得
[00:02:49.100 --> 00:02:52.180]  此是非,真是假
[00:02:52.180 --> 00:02:55.600]  在他們的心裏,其實也會有不斷的迴響
[00:02:55.600 --> 00:02:58.860]  但感謝神透過這些牧羊人來見證
[00:02:58.860 --> 00:03:01.860]  我們見到天使報信,告訴我們
[00:03:01.860 --> 00:03:05.140]  基督爲我們降生,所以令到他們
[00:03:05.140 --> 00:03:07.920]  同樣地被激勵起來
[00:03:07.920 --> 00:03:11.440]  所以我們今天看到,其實每一位
[00:03:11.440 --> 00:03:14.280]  今天來到在座,在網上參加的
[00:03:14.280 --> 00:03:17.520]  我們都需要神再一次激勵我們的心
[00:03:17.520 --> 00:03:20.520]  讓我們知道,原來聖誕節的慶祝
[00:03:20.520 --> 00:03:23.540]  不是想出來的
[00:03:23.540 --> 00:03:26.600]  不是謊言的,而是我們真是知道
[00:03:26.600 --> 00:03:29.600]  是昔日發生,藉着牧羊人的見證
[00:03:29.600 --> 00:03:32.600]  來告訴約瑟
[00:03:32.600 --> 00:03:35.600]  馬里亞,還有今天我們所有人都知道
[00:03:35.600 --> 00:03:38.640]  這位初生的嬰孩
[00:03:38.640 --> 00:03:41.280]  乃是基督承認
[00:03:41.280 --> 00:03:44.880]  其實當時,神特別向牧羊人顯現
[00:03:44.880 --> 00:03:47.840]  很有意思,因爲我們知道將來
[00:03:47.840 --> 00:03:50.800]  耶穌基督就是承接了舊約
[00:03:50.800 --> 00:03:53.800]  這位耀華牧者
[00:03:53.800 --> 00:03:56.840]  他來到這個世界,成爲一位好牧人
[00:03:56.840 --> 00:03:59.880]  他來去招聚羊羣,尋找失喪的羊
[00:03:59.880 --> 00:04:02.880]  來帶領他們回到神的面前
[00:04:02.880 --> 00:04:05.880]  這就是他來到這個世界的目的
[00:04:05.880 --> 00:04:09.120]  他引領那些罪人歸主
[00:04:09.120 --> 00:04:12.120]  叫人能夠得到真正以馬來利的
[00:04:12.120 --> 00:04:15.120]  一個興許,就是神與世人
[00:04:15.120 --> 00:04:18.120]  每一個人願意接受他,歸向他的人
[00:04:18.120 --> 00:04:21.120]  同在,所以當這些牧羊人
[00:04:21.120 --> 00:04:24.120]  來到耶穌基督面前的時候
[00:04:24.120 --> 00:04:27.120]  他們可能心裏有一種思想
[00:04:27.120 --> 00:04:30.120]  爲什麼呢?因爲這些牧羊人
[00:04:30.120 --> 00:04:33.120]  當時在這個百里行的野地下
[00:04:33.120 --> 00:04:36.120]  有這些歷史學家來研究
[00:04:36.120 --> 00:04:39.120]  他們是向一些很特別的羊
[00:04:39.120 --> 00:04:42.120]  來牧羊的,這些羊是做什麼的呢?
[00:04:42.120 --> 00:04:45.120]  就是在他們猶太人的逾越節的時候
[00:04:45.120 --> 00:04:48.120]  他們就來把一隻
[00:04:48.120 --> 00:04:51.120]  無瑕疵的羊羔
[00:04:51.120 --> 00:04:54.120]  一隻山羊羔
[00:04:54.120 --> 00:04:57.120]  來獻上爲祭
[00:04:57.120 --> 00:05:00.120]  這個逾越節代表神本來
[00:05:00.120 --> 00:05:03.120]  要來審判人的罪
[00:05:03.120 --> 00:05:06.120]  但因爲這個逾越節,這個羊羔
[00:05:06.120 --> 00:05:09.120]  代替了人的罪,以致人能夠透過
[00:05:09.120 --> 00:05:12.120]  這個無瑕疵的羊,來代替
[00:05:12.120 --> 00:05:15.120]  我們人類這些有瑕疵的罪
[00:05:15.120 --> 00:05:18.120]  讓我們能夠得以夢神的拯救
[00:05:18.120 --> 00:05:21.120]  讓我們能夠成爲了
[00:05:21.120 --> 00:05:24.120]  上帝的兒女,所以我們今天看見
[00:05:24.120 --> 00:05:38.120]  他們可能心裏面仍是聖嬰的時候,他們心裏可能想,哦,和這個屍洗約翰一樣有感受,就是說,看啊,上帝的羔羊,除去世人罪業的
[00:05:38.120 --> 00:05:44.120]  他們一路來到牧羊的那些羊,就是爲了這個逾越節獻祭而用的
[00:05:44.120 --> 00:05:48.120]  現在他們看到神說,神的兒子成爲
[00:05:48.120 --> 00:05:51.120]  這個是我們的救主
[00:05:51.120 --> 00:05:54.120]  叫我們能夠可以罪得赦免
[00:05:54.120 --> 00:05:58.120]  這個就是真正的那個逾越節的羊羔
[00:05:58.120 --> 00:06:01.120]  所以今天我們再像這些牧羊人一樣
[00:06:01.120 --> 00:06:04.120]  我們來到這個《老家福音》第二章
[00:06:04.120 --> 00:06:07.120]  的記載裏面,我們思想下
[00:06:07.120 --> 00:06:10.120]  他們心裏面的感受,和與他們一起的
[00:06:10.120 --> 00:06:13.120]  共鳴,也和他們一起的領受,也
[00:06:13.120 --> 00:06:16.120]  學校他們的榜樣,來到這個
[00:06:16.120 --> 00:06:19.120]  聖誕節期間,我們對這位
[00:06:19.120 --> 00:06:22.120]  初生的嬰孩,就是聖嬰耶穌
[00:06:22.120 --> 00:06:25.120]  向祂來到敬拜,紀念,和
[00:06:25.120 --> 00:06:27.120]  信靠祂
[00:06:27.120 --> 00:06:30.120]  我們來讀一讀經文,在這個《老家福音》
[00:06:30.120 --> 00:06:33.120]  第二章的記載,就是這段的經文
[00:06:33.120 --> 00:06:37.120]  也是剛纔詩班唱的內容,很多相似的地方
[00:06:37.120 --> 00:06:40.120]  好不,我們讀一讀,由第一節我們一起
[00:06:40.120 --> 00:06:43.120]  去讀到第二十節,因爲比較長
[00:06:43.120 --> 00:06:46.120]  我們好不,由弟兄讀一節,姐妹讀一節
[00:06:46.120 --> 00:06:49.120]  再一起參與,好不,來讀出這二十節的經文
[00:06:49.120 --> 00:06:52.120]  請弟兄先讀
[00:07:16.120 --> 00:07:19.120]  「要和他所聘之妻瑪利亞
[00:07:19.120 --> 00:07:22.120]  一同報名上冊,那是
[00:07:22.120 --> 00:07:25.120]  瑪利亞的新人,已經重了
[00:07:25.120 --> 00:07:28.120]  (剛在瑪利亞前頭,瑪利亞的產品
[00:07:28.120 --> 00:07:31.120]  都了,就生了
[00:07:31.120 --> 00:07:34.120]  頭條的荒唐」)
[00:07:34.120 --> 00:07:37.120]  「要和他所聘之妻瑪利亞,一同報名上冊,那是
[00:07:37.120 --> 00:07:40.120]  瑪利亞的新人,已經重了
[00:07:40.120 --> 00:07:43.120]  (剛在瑪利亞前頭,瑪利亞的產品
[00:07:43.120 --> 00:07:46.120]  都了,就生了頭條的荒唐」)
[00:07:46.120 --> 00:07:49.120]  「分開的兒子,用布包起來
[00:07:49.120 --> 00:07:52.120]  放在馬槽裏,因爲
[00:07:52.120 --> 00:07:55.120]  客店裏沒有地方」
[00:07:55.120 --> 00:08:07.120]  「有主的使者,站在他們旁邊
[00:08:07.120 --> 00:08:10.120]  主的榮光四面照着他們
[00:08:10.120 --> 00:08:13.120]  牧羊的人就甚懼怕」
[00:08:17.120 --> 00:08:20.120]  「不必爲難
[00:08:20.120 --> 00:08:23.120]  我好感你們大喜的信息
