
[00:00:00.000 --> 00:00:03.400]  各位電影姊妹 各位朋友
[00:00:03.400 --> 00:00:05.520]  你信耶穌嗎?
[00:00:05.520 --> 00:00:08.960]  信了沒有?
[00:00:08.960 --> 00:00:14.400]  你有沒有跟著耶穌走啊?
[00:00:14.400 --> 00:00:17.000]  如果你記得做了決志的祈禱的時候
[00:00:17.000 --> 00:00:18.720]  決志是什麼意思呢?
[00:00:18.720 --> 00:00:21.120]  決志就是我們承認自己的罪
[00:00:21.120 --> 00:00:23.200]  我們願意承認自己的罪
[00:00:23.200 --> 00:00:24.760]  求神赦免
[00:00:24.760 --> 00:00:28.200]  同樣我們宣認耶穌是我們的主
[00:00:28.200 --> 00:00:31.760]  我們將我們人生的話事權交出來
[00:00:31.760 --> 00:00:34.400]  由神去帶領我們跟從主
[00:00:34.400 --> 00:00:36.880]  所以當我們決志信耶穌那一刻
[00:00:36.880 --> 00:00:43.240]  就應該是立志要跟著耶穌走我們人生的路
[00:00:43.240 --> 00:00:46.800]  但是當我們要背上我們的十價的時候
[00:00:46.800 --> 00:00:48.600]  聖經裡面說我們每一個跟從主的人
[00:00:48.600 --> 00:00:51.800]  我們都有自己的十價去背上
[00:00:51.800 --> 00:00:54.040]  我們會遇到以下的情況
[00:00:54.040 --> 00:00:57.040]  我們看看這個片段
[00:00:58.200 --> 00:01:00.200]  (片段)
[00:01:28.200 --> 00:01:30.200]  (片段)
[00:01:58.200 --> 00:02:00.200]  (片段)
[00:02:28.200 --> 00:02:30.200]  (片段)
[00:02:59.200 --> 00:03:01.200]  (片段)
[00:03:01.200 --> 00:03:16.200]  (片段)
[00:03:28.200 --> 00:03:30.200]  (片段)
[00:03:30.200 --> 00:03:40.200]  (片段)
[00:03:40.200 --> 00:03:52.200]  (片段)
[00:03:58.200 --> 00:04:00.200]  (片段)
[00:04:00.200 --> 00:04:10.200]  (片段)
[00:04:10.200 --> 00:04:22.200]  (片段)
[00:04:28.200 --> 00:04:30.200]  (片段)
[00:04:58.200 --> 00:05:00.200]  在勞教福音今天我們讀這一段經文
[00:05:00.200 --> 00:05:02.200]  九章五十七至六十二節之前
[00:05:02.200 --> 00:05:04.200]  其實九章之前
[00:05:04.200 --> 00:05:08.200]  講到耶穌再一次預言自己將要受死
[00:05:08.200 --> 00:05:10.200]  但是這群門徒聽完之後
[00:05:10.200 --> 00:05:12.200]  他們不是很明白究竟耶穌說什麼
[00:05:12.200 --> 00:05:14.200]  又說自己將要遇苦受死
[00:05:14.200 --> 00:05:16.200]  他們完全不明白
[00:05:16.200 --> 00:05:20.200]  還要這群門徒去爭哪一個大
[00:05:20.200 --> 00:05:21.200]  爭位
[00:05:21.200 --> 00:05:22.200]  哪一個坐哪裏呢
[00:05:22.200 --> 00:05:23.200]  爭位坐
[00:05:23.200 --> 00:05:28.200]  還有有些人是奉主的名去行神蹟去醫治做到
[00:05:28.200 --> 00:05:31.200]  但是這群門徒不喜歡反對他們
[00:05:31.200 --> 00:05:33.200]  當他們去到一些村莊
[00:05:33.200 --> 00:05:36.200]  有些村莊那些人不接待他們的時候
[00:05:36.200 --> 00:05:39.200]  這群門徒跟耶穌說
[00:05:39.200 --> 00:05:43.200]  降下火燒他們整個村莊燒死他們
[00:05:43.200 --> 00:05:48.200]  我們見到這群門徒跟從耶穌去到現在這個階段
[00:05:48.200 --> 00:05:51.200]  他們其實都不是很明白
[00:05:51.200 --> 00:05:55.200]  究竟主耶穌基督在這個世界上的使命是做什麼
[00:05:55.200 --> 00:05:59.200]  雖然他們跟著耶穌走了一段路程
[00:05:59.200 --> 00:06:00.200]  聽了耶穌很多的教訓
[00:06:00.200 --> 00:06:02.200]  見到耶穌走了很多神蹟
[00:06:02.200 --> 00:06:09.200]  但是這群門徒仍然都不明白究竟跟從耶穌是一件什麼事情
[00:06:09.200 --> 00:06:12.200]  所以耶穌就藉著這一段經文
[00:06:12.200 --> 00:06:16.200]  有三個人分別是耶穌挑戰他
[00:06:16.200 --> 00:06:21.200]  亦都這三個人要跟從主的時候他們有些什麼的考慮
[00:06:21.200 --> 00:06:22.200]  有些什麼的反應
[00:06:22.200 --> 00:06:25.200]  今日幫助我們我們作為門徒
[00:06:25.200 --> 00:06:27.200]  我們要跟從主的時候
[00:06:27.200 --> 00:06:29.200]  我們有些什麼的反思呢
[00:06:29.200 --> 00:06:31.200]  我們一齊再低頭祈禱
[00:06:31.200 --> 00:06:39.200]  天父我們同心合意去到你面前
[00:06:39.200 --> 00:06:43.200]  我們求聖靈在我們心裡面去工作
[00:06:43.200 --> 00:06:46.200]  我們求聖靈在我們整個的場地
[00:06:46.200 --> 00:06:48.200]  這個會場裡面去工作
[00:06:48.200 --> 00:06:50.200]  充滿我們的心
[00:06:50.200 --> 00:06:54.200]  讓我們單單的學武神理的話語
[00:06:54.200 --> 00:06:58.200]  單單的學武凝見神
[00:06:58.200 --> 00:07:00.200]  親近神
[00:07:00.200 --> 00:07:02.200]  謙卑去到你面前
[00:07:02.200 --> 00:07:06.200]  求主你親自的向我們說話
[00:07:06.200 --> 00:07:09.200]  祈禱奉耶穌基督聖名求
[00:07:09.200 --> 00:07:13.200]  首先我們看看第一點
[00:07:13.200 --> 00:07:15.200]  計好條數
[00:07:15.200 --> 00:07:19.200]  作門徒我們要計好跟從耶穌的時候
[00:07:19.200 --> 00:07:21.200]  要付什麼的代價
[00:07:21.200 --> 00:07:23.200]  我們一齊再讀57至58節
[00:07:23.200 --> 00:07:25.200]  預備123
[00:07:25.200 --> 00:07:27.200]  他們走路的時候
[00:07:27.200 --> 00:07:29.200]  有一人對耶穌說
[00:07:29.200 --> 00:07:31.200]  你無論往那裡去
[00:07:31.200 --> 00:07:33.200]  我要跟從你
[00:07:33.200 --> 00:07:35.200]  耶穌說
[00:07:35.200 --> 00:07:39.200]  狐狸有洞 天空的飛鳥有窩
[00:07:39.200 --> 00:07:43.200]  只是人子沒有枕頭的地方
[00:07:43.200 --> 00:07:45.200]  這裡記載著有一個人
[00:07:45.200 --> 00:07:46.200]  我們不知道是誰
[00:07:46.200 --> 00:07:49.200]  但是他跟著耶穌走了一段時間
[00:07:49.200 --> 00:07:53.200]  他很想跟著耶穌一直繼續走
[00:07:53.200 --> 00:07:56.200]  他很雄心壯志拍胸口告訴耶穌
[00:07:56.200 --> 00:08:01.200]  無論去那裡我都會跟著你去的耶穌
[00:08:01.200 --> 00:08:04.200]  然後耶穌就回答他
[00:08:04.200 --> 00:08:07.200]  狐狸也有自己的山洞
[00:08:07.200 --> 00:08:11.200]  天空的飛鳥也有自己的窩
[00:08:11.200 --> 00:08:17.200]  但是人子我連枕頭的地方都沒有
[00:08:17.200 --> 00:08:21.200]  耶穌居無定所
[00:08:21.200 --> 00:08:22.200]  四處漂泊
[00:08:22.200 --> 00:08:25.200]  走到哪裡傳到哪裡
[00:08:25.200 --> 00:08:27.200]  所以你看到他過的生活
[00:08:27.200 --> 00:08:29.200]  是刻苦的生活
[00:08:29.200 --> 00:08:32.200]  是不安定的生活
[00:08:32.200 --> 00:08:34.200]  前幾天我有機會去露營
[00:08:34.200 --> 00:08:36.200]  這是我在帕斯第一次
[00:08:36.200 --> 00:08:37.200]  人生在帕斯
[00:08:37.200 --> 00:08:39.200]  我以前在香港也有露營
[00:08:39.200 --> 00:08:42.200]  但是在帕斯第一次露營
[00:08:42.200 --> 00:08:45.200]  弟兄借了一個很好的營幕給我
[00:08:45.200 --> 00:08:48.200]  這個營幕是很舒服的
[00:08:48.200 --> 00:08:49.200]  去到那個營地
