
[00:00:00.000 --> 00:00:03.000]  在各個灘我們看到的是仇富的主
[00:00:03.000 --> 00:00:07.000]  今天的經文告訴我們
[00:00:07.000 --> 00:00:11.000]  他已經坐在寶座上接受我們他的敬拜
[00:00:11.000 --> 00:00:14.000]  我們看到寶座
[00:00:14.000 --> 00:00:16.000]  威嚴
[00:00:16.000 --> 00:00:19.000]  慈愛
[00:00:19.000 --> 00:00:24.000]  充滿榮光
[00:00:28.000 --> 00:00:32.000]  《神在啟示錄》第二第三章透過寫給七金教會的書信
[00:00:32.000 --> 00:00:39.000]  讓我們明白當時的教會經歷著很多的試探
[00:00:39.000 --> 00:00:42.000]  衝擊和逼迫
[00:00:42.000 --> 00:00:44.000]  可以給我下一章嗎
[00:00:44.000 --> 00:00:49.000]  當時的教會處於困苦的處境之中
[00:00:49.000 --> 00:00:56.000]  而教會要同樣面對著缺乏愛心
[00:00:58.000 --> 00:01:00.000]  錯誤的教導
[00:01:00.000 --> 00:01:02.000]  屬靈的姦淫
[00:01:02.000 --> 00:01:04.000]  靈命的墮落
[00:01:04.000 --> 00:01:07.000]  以及不冷不熱的問題之中
[00:01:07.000 --> 00:01:14.000]  我們不要以為很接近耶穌開始的教會就一定充滿愛
[00:01:14.000 --> 00:01:16.000]  原來也不是
[00:01:16.000 --> 00:01:19.000]  這些教會充滿很多的問題
[00:01:19.000 --> 00:01:22.000]  但當然神也在七通書信當中
[00:01:22.000 --> 00:01:25.000]  向他的教會很清楚地顯示
[00:01:26.000 --> 00:01:28.000]  基督是聖餓死亡復活
[00:01:28.000 --> 00:01:30.000]  凱旋
[00:01:30.000 --> 00:01:33.000]  並且和父神一起坐在寶座上
[00:01:33.000 --> 00:01:35.000]  那位主
[00:01:35.000 --> 00:01:41.000]  當教會面對著這一切
[00:01:41.000 --> 00:01:43.000]  內憂外患
[00:01:43.000 --> 00:01:45.000]  裡面有自己的問題
[00:01:45.000 --> 00:01:49.000]  外面面對當時很多的逼迫難處的時候
[00:01:49.000 --> 00:01:53.000]  當教會面對困難活在盼望的邊緣
[00:01:55.000 --> 00:01:58.000]  神就帶領他的愛徒約翰
[00:01:58.000 --> 00:02:00.000]  看到天上的景象
[00:02:00.000 --> 00:02:04.000]  讓約翰很清楚地知道歷史的真相和終局
[00:02:04.000 --> 00:02:07.000]  就是神告訴約翰不要把你的眼目放在地上
[00:02:07.000 --> 00:02:09.000]  現在看到困難
[00:02:09.000 --> 00:02:11.000]  要仰望那位在天上的主
[00:02:11.000 --> 00:02:16.000]  將來是一個榮耀神是至終得勝的那一位
[00:02:16.000 --> 00:02:21.000]  透過書信
[00:02:21.000 --> 00:02:23.000]  約翰告訴當時的信徒
[00:02:24.000 --> 00:02:28.000]  就是創造的神和救贖的主
[00:02:28.000 --> 00:02:31.000]  才是最終的答案和出路
[00:02:31.000 --> 00:02:33.000]  不是地上的苦難
[00:02:33.000 --> 00:02:35.000]  不是地上的逃難
[00:02:35.000 --> 00:02:39.000]  神用這個場景向他的教會說
[00:02:39.000 --> 00:02:42.000]  就是無論我們在地上處於什麼樣的境況
[00:02:42.000 --> 00:02:46.000]  都要仰望和注目那位創造的神
[00:02:46.000 --> 00:02:49.000]  和救贖的主
[00:02:49.000 --> 00:02:52.000]  所以約翰領受了神的命令
[00:02:53.000 --> 00:02:54.000]  在約翰教會之後
[00:02:54.000 --> 00:02:56.000]  經常帶他離開地上的世界
[00:02:56.000 --> 00:02:59.000]  引導他的目光注目天上的場景
[00:02:59.000 --> 00:03:01.000]  我們一起讀這則經文好嗎
[00:03:01.000 --> 00:03:03.000]  這些事以後我觀看
[00:03:03.000 --> 00:03:06.000]  看見天上有一道門開著
[00:03:06.000 --> 00:03:11.000]  我頭一次聽見的那好象吹號的聲音對我說
[00:03:11.000 --> 00:03:13.000]  你上這裏來
[00:03:13.000 --> 00:03:16.000]  我要把此後必須發生的事指示你
[00:03:16.000 --> 00:03:21.000]  如果我們參考啟示錄一章十節和十二到十六節
[00:03:22.000 --> 00:03:23.000]  它是這麼說的
[00:03:23.000 --> 00:03:25.000]  有一主日我被聖靈感動
[00:03:25.000 --> 00:03:27.000]  聽見在我後面有大聲音如吹號
[00:03:27.000 --> 00:03:29.000]  我轉過身來
[00:03:29.000 --> 00:03:31.000]  要看看是誰的聲音在跟我說話
[00:03:31.000 --> 00:03:33.000]  我一轉過來
[00:03:33.000 --> 00:03:35.000]  看見那七個燈台
[00:03:35.000 --> 00:03:37.000]  在燈台中間有一位好象仁子的
[00:03:37.000 --> 00:03:39.000]  身穿隧道腳的長袍
[00:03:39.000 --> 00:03:41.000]  空間束著金帶
[00:03:41.000 --> 00:03:43.000]  他的頭與髮皆白
[00:03:43.000 --> 00:03:45.000]  如白羊無如雪
[00:03:45.000 --> 00:03:47.000]  他的眼睛好象火焰
[00:03:47.000 --> 00:03:50.000]  雙腳好象在爐中鍛煉得發涼的銅
[00:03:51.000 --> 00:03:53.000]  他在右手拿著七顆星
[00:03:53.000 --> 00:03:56.000]  從他口中套出一把兩人的利劍
[00:03:56.000 --> 00:03:58.000]  面貌好象烈日放光
[00:03:58.000 --> 00:04:01.000]  如果我們看回第一章這幾節的經文
[00:04:01.000 --> 00:04:03.000]  我們就知道這個好象吹號的聲音
[00:04:03.000 --> 00:04:04.000]  就是仁子
[00:04:04.000 --> 00:04:06.000]  就是耶穌基督
[00:04:06.000 --> 00:04:09.000]  也就是說耶穌基督將約翰的眼目
[00:04:09.000 --> 00:04:12.000]  從見到地上教會很多的問題
[00:04:12.000 --> 00:04:14.000]  地上很多的迫不難處
[00:04:14.000 --> 00:04:16.000]  離開這個世界
[00:04:16.000 --> 00:04:20.000]  轉而見到天上的榮耀
[00:04:21.000 --> 00:04:22.000]  當有人聽到耶穌的說話
[00:04:22.000 --> 00:04:25.000]  他立刻就見到天上的景象
[00:04:25.000 --> 00:04:27.000]  我們一起讀
[00:04:27.000 --> 00:04:29.000]  我立刻被聖靈感動
[00:04:29.000 --> 00:04:32.000]  見有一個寶座安置在天上
[00:04:32.000 --> 00:04:34.000]  有一位坐在寶座上
[00:04:34.000 --> 00:04:38.000]  那坐著的好象碧玉和紅寶石
[00:04:38.000 --> 00:04:40.000]  又有彩虹圍著寶座
[00:04:40.000 --> 00:04:42.000]  剛彩好象綠寶石
[00:04:42.000 --> 00:04:46.000]  坐在寶座上
[00:04:46.000 --> 00:04:49.000]  他的衣裳下擺滿聖殿
[00:04:50.000 --> 00:04:53.000]  多謝大家讀完以塞亞書那段
[00:04:53.000 --> 00:04:57.000]  原來約翰在這裡所見到的景象
[00:04:57.000 --> 00:04:59.000]  和以塞亞的記載很相近
[00:04:59.000 --> 00:05:01.000]  其實在舊約不單止以塞亞
[00:05:01.000 --> 00:05:04.000]  有記載這樣的一個影像
[00:05:04.000 --> 00:05:06.000]  在聖子以西結當中
[00:05:06.000 --> 00:05:08.000]  以西結那裡的描述
[00:05:08.000 --> 00:05:10.000]  我們看下去的時候很神秘
[00:05:10.000 --> 00:05:12.000]  很難解讀
[00:05:12.000 --> 00:05:14.000]  但無論怎樣都好
[00:05:14.000 --> 00:05:16.000]  這兩個從新舊約的描述
[00:05:16.000 --> 00:05:19.000]  我們可以知道這位坐在寶座上的是神
[00:05:20.000 --> 00:05:23.000]  坐在寶座上是表示
[00:05:23.000 --> 00:05:27.000]  這位神是天地的主宰
[00:05:27.000 --> 00:05:31.000]  是天地真正的掌權者
[00:05:31.000 --> 00:05:33.000]  不是那些當時
[00:05:33.000 --> 00:05:36.000]  順道面對著的羅馬的兵丁
[00:05:36.000 --> 00:05:38.000]  不是
[00:05:38.000 --> 00:05:40.000]  真正天地的主宰
[00:05:40.000 --> 00:05:42.000]  真正的掌權者是神自己
[00:05:42.000 --> 00:05:45.000]  就好像舊約先知以塞亞和以西結一樣
[00:05:45.000 --> 00:05:48.000]  約翰都沒有辦法用人的文字
[00:05:49.000 --> 00:05:51.000]  清楚地表達出神究竟是甚麼樣
[00:05:51.000 --> 00:05:53.000]  雖然我們剛才已經讀了
[00:05:53.000 --> 00:05:55.000]  他用了很多的意象
[00:05:55.000 --> 00:05:57.000]  試圖給我們一個圖畫神是怎樣的
[00:05:57.000 --> 00:05:59.000]  不過始終是沒有辦法寫出來
[00:05:59.000 --> 00:06:01.000]  因為神不是一個物質
[00:06:01.000 --> 00:06:03.000]  神是一個靈
[00:06:03.000 --> 00:06:05.000]  所以約翰用碧玉 紅寶石 綠寶石來形容這位神
[00:06:05.000 --> 00:06:07.000]  有學者說
[00:06:07.000 --> 00:06:10.000]  約翰的用語是表達著他所見的神
[00:06:10.000 --> 00:06:14.000]  這位神是聖潔毫無瑕疵
[00:06:14.000 --> 00:06:17.000]  不會改變信實
[00:06:18.000 --> 00:06:20.000]  而又充滿恩典的神
[00:06:20.000 --> 00:06:22.000]  約翰很想我們知道這位他所見到的神
[00:06:22.000 --> 00:06:25.000]  當時他的感覺就是這位是聖潔毫無瑕疵
[00:06:25.000 --> 00:06:27.000]  不會改變信實
[00:06:27.000 --> 00:06:29.000]  也充滿恩典的神
[00:06:29.000 --> 00:06:31.000]  這個描述是告訴我們
[00:06:31.000 --> 00:06:34.000]  約翰嘗試用這些比喻來描述神
[00:06:34.000 --> 00:06:36.000]  是超乎一切的榮耀
[00:06:36.000 --> 00:06:38.000]  超過人能夠用的字眼
[00:06:38.000 --> 00:06:40.000]  能夠描述的用語
[00:06:40.000 --> 00:06:43.000]  來描述這位的靈
[00:06:43.000 --> 00:06:46.000]  因為實在是沒有任何人間的字
[00:06:47.000 --> 00:06:49.000]  可以將他完全的來表達出來
[00:06:49.000 --> 00:06:52.000]  第一姊妹 如果你和約翰一樣
[00:06:52.000 --> 00:06:54.000]  見到這位超乎一切榮耀的神的時候
[00:06:54.000 --> 00:06:56.000]  你心裡在想什麼呢
[00:06:56.000 --> 00:06:59.000]  我們經常開玩笑的
[00:06:59.000 --> 00:07:02.000]  見到神的時候
[00:07:02.000 --> 00:07:04.000]  有些人就問他各種各樣的神學問題
[00:07:04.000 --> 00:07:06.000]  現在解不來的
[00:07:06.000 --> 00:07:08.000]  問問他為什麼
[00:07:08.000 --> 00:07:11.000]  有些人就說 我生命實在太多苦難了
[00:07:11.000 --> 00:07:13.000]  請神解釋一下為什麼在我生命當中
[00:07:13.000 --> 00:07:15.000]  各種各樣不如意的事情
[00:07:16.000 --> 00:07:20.000]  還是我們會向他發出感恩 讚美 歌頌 和 敬拜
[00:07:20.000 --> 00:07:22.000]  同樣的第一姊妹
[00:07:22.000 --> 00:07:24.000]  今天我們來到神面前敬拜的時候
[00:07:24.000 --> 00:07:26.000]  你心裡在想什麼呢
[00:07:26.000 --> 00:07:29.000]  我正在一間小教會侍奉
[00:07:29.000 --> 00:07:32.000]  每次我講到講到最後
[00:07:32.000 --> 00:07:34.000]  他們都猜到了
[00:07:34.000 --> 00:07:36.000]  因為最後大家都猜到了
[00:07:36.000 --> 00:07:38.000]  我又聽到電話打開的聲音
[00:07:38.000 --> 00:07:40.000]  我的電話打開是會有聲音的
[00:07:40.000 --> 00:07:42.000]  然後接著我還沒下台
[00:07:42.000 --> 00:07:44.000]  差不多還沒下台我就聽到
[00:07:45.000 --> 00:07:47.000]  轉到講完到了 快點到白位吃飯
[00:07:47.000 --> 00:07:51.000]  接著我們來到這位榮耀的神面前
[00:07:51.000 --> 00:07:53.000]  我們在想什麼呢
[00:07:53.000 --> 00:07:55.000]  接著約翰告訴我
[00:07:55.000 --> 00:07:58.000]  他說他同時見到寶座的四圍
[00:07:58.000 --> 00:08:00.000]  有二十四個座位
[00:08:00.000 --> 00:08:02.000]  上面坐著二十四個長老
[00:08:02.000 --> 00:08:04.000]  身穿白衣
[00:08:04.000 --> 00:08:06.000]  頭上戴著金冠冕
[00:08:06.000 --> 00:08:11.000]  在這位坐在寶座上面
[00:08:12.000 --> 00:08:15.000]  這一切榮耀的神的四圍
[00:08:15.000 --> 00:08:17.000]  有二十四個穿著白衣
[00:08:17.000 --> 00:08:19.000]  和戴金冠的長老
[00:08:19.000 --> 00:08:23.000]  各自坐在自己的座位上面
[00:08:23.000 --> 00:08:26.000]  我有這樣的印象
[00:08:26.000 --> 00:08:28.000]  坐在這裏
[00:08:28.000 --> 00:08:30.000]  長老嘛 應該是長又老
[00:08:30.000 --> 00:08:32.000]  有很長的鬍子
[00:08:32.000 --> 00:08:34.000]  戴著一個金光燦爛的金冠
[00:08:34.000 --> 00:08:36.000]  面對著白衫
[00:08:36.000 --> 00:08:38.000]  那個金冠應該是很燦爛的
[00:08:38.000 --> 00:08:40.000]  白色有一個金冠
[00:08:41.000 --> 00:08:43.000]  白衣在啟示錄上常常代表德聖
[00:08:43.000 --> 00:08:45.000]  所以我們一直看下去
[00:08:45.000 --> 00:08:47.000]  我們看到德聖的神賜他白衣
[00:08:47.000 --> 00:08:49.000]  神將白石給他
[00:08:49.000 --> 00:08:52.000]  歷代以來聖經學者對二十四位長老
[00:08:52.000 --> 00:08:54.000]  各有不同的解釋
[00:08:54.000 --> 00:08:56.000]  我上網的時候
[00:08:56.000 --> 00:08:58.000]  起碼找到十幾二十個解釋
[00:08:58.000 --> 00:09:00.000]  不過我個人比較接受的
[00:09:00.000 --> 00:09:02.000]  你可以不接受
[00:09:02.000 --> 00:09:04.000]  因為聖經沒有解釋
[00:09:04.000 --> 00:09:06.000]  但我個人比較接受的是
[00:09:06.000 --> 00:09:08.000]  這二十四個長老當中
[00:09:08.000 --> 00:09:10.000]  十二位是代表以色列十二支派
[00:09:11.000 --> 00:09:12.000]  十二個門徒
[00:09:12.000 --> 00:09:14.000]  總括來說
[00:09:14.000 --> 00:09:16.000]  就是說這二十四個長老
[00:09:16.000 --> 00:09:19.000]  是代表歷世歷代所有神的指紋
[00:09:19.000 --> 00:09:23.000]  就是說在這位榮耀的寶座
[00:09:23.000 --> 00:09:25.000]  坐在上面那位的神
[00:09:25.000 --> 00:09:27.000]  將來圍繞在身邊的
[00:09:27.000 --> 00:09:29.000]  是所有他所救贖的指紋
