
[00:00:00.000 --> 00:00:07.000]  感謝天父今早能夠與弟兄姊妹透過視像
[00:00:07.000 --> 00:00:11.000]  來一同學習神的話語
[00:00:11.000 --> 00:00:19.000]  也讓我們用時間在家裡敬拜這位神
[00:00:19.000 --> 00:00:21.000]  因為我們的神是無處不在
[00:00:21.000 --> 00:00:28.000]  所以凡是用心靈看著真理到神面前的人
[00:00:28.000 --> 00:00:31.000]  弟兄姊妹我們一同敬拜
[00:00:31.000 --> 00:00:37.000]  首先我們一同低頭有個祈禱的時間
[00:00:37.000 --> 00:00:42.000]  天父我們今天早上一同的齊集
[00:00:42.000 --> 00:00:46.000]  為著祢仍然給我們有生命氣息
[00:00:46.000 --> 00:00:52.000]  可以透過我們這個身體來到您的面前
[00:00:52.000 --> 00:00:58.000]  讓我們無論在禱告、無論在我們的詩歌
[00:00:58.000 --> 00:01:01.000]  無論是中讀祢的話語
[00:01:01.000 --> 00:01:05.000]  讓我們再一次來親近祢、來敬拜祢
[00:01:05.000 --> 00:01:11.000]  雖然地上會有洪水氾濫的時候
[00:01:11.000 --> 00:01:14.000]  有天氣不穩定的時候
[00:01:14.000 --> 00:01:19.000]  有各種纏擾人煩惱的思慮的時候
[00:01:19.000 --> 00:01:23.000]  但是主耶穌我們很相信
[00:01:23.000 --> 00:01:28.000]  祢仍然坐著為王,祢管理一切
[00:01:28.000 --> 00:01:31.000]  讓每一個誠心來到祢面前的人
[00:01:31.000 --> 00:01:36.000]  懇求祢憐憫和等候祢恩典的人
[00:01:36.000 --> 00:01:38.000]  都能夠得到祢的應許
[00:01:38.000 --> 00:01:42.000]  使我們能夠蒙恩慰、得憐恤
[00:01:42.000 --> 00:01:45.000]  作我們隨時的幫助
[00:01:45.000 --> 00:01:48.000]  在這個風暴的時間
[00:01:48.000 --> 00:01:51.000]  主耶穌我們只懇求祢施恩
[00:01:51.000 --> 00:01:54.000]  讓我們再一次能夠察驗到
[00:01:54.000 --> 00:01:58.000]  祢是偉大的神
[00:01:58.000 --> 00:02:02.000]  祢是創造萬物的主宰
[00:02:02.000 --> 00:02:04.000]  在這些威力裡面
[00:02:04.000 --> 00:02:06.000]  再一次讓我們認識到
[00:02:06.000 --> 00:02:09.000]  人是何等的渺小
[00:02:09.000 --> 00:02:10.000]  但是感謝祢
[00:02:10.000 --> 00:02:13.000]  不但讓我們認識到祢的偉大
[00:02:13.000 --> 00:02:16.000]  更加讓我們經歷到祢的大愛
[00:02:16.000 --> 00:02:19.000]  就是因為這麼渺小的罪人
[00:02:19.000 --> 00:02:23.000]  耶穌基督祢已經甘願為我們
[00:02:23.000 --> 00:02:27.000]  在十字架上承擔了我們犯罪的後果
[00:02:27.000 --> 00:02:29.000]  認罰
[00:02:29.000 --> 00:02:31.000]  感謝祢的愛顯明
[00:02:31.000 --> 00:02:34.000]  讓我們今天得以成為祢的兒女
[00:02:34.000 --> 00:02:38.000]  還求祢讓我們在這個恩典上
[00:02:38.000 --> 00:02:41.000]  獻上感恩、獻上讚美
[00:02:41.000 --> 00:02:44.000]  懇求主施恩憐憫
[00:02:44.000 --> 00:02:46.000]  在祢的威力下面
[00:02:46.000 --> 00:02:49.000]  主啊,沒有人能夠站立得住
[00:02:49.000 --> 00:02:51.000]  但懇求祢憐憫
[00:02:51.000 --> 00:02:54.000]  特別在這個暴風裡
[00:02:54.000 --> 00:03:00.000]  主啊,求祢減輕這種傷害力和破壞力
[00:03:00.000 --> 00:03:02.000]  以致我們再一次看到
[00:03:02.000 --> 00:03:04.000]  當我們向祢禱告的時候
[00:03:04.000 --> 00:03:07.000]  懇求祢給人還有機會
[00:03:07.000 --> 00:03:10.000]  因著認識祢而迴轉歸向祢
[00:03:10.000 --> 00:03:13.000]  多謝主隨聽我們的禱告
[00:03:13.000 --> 00:03:15.000]  願著今天早上
[00:03:15.000 --> 00:03:18.000]  祢自己的說話再一次讓我們得著免禮
[00:03:18.000 --> 00:03:20.000]  得著詛咒
[00:03:20.000 --> 00:03:22.000]  更新我們的生命
[00:03:22.000 --> 00:03:24.000]  求主隨聽我們的祈禱
[00:03:24.000 --> 00:03:26.000]  奉耶穌名字祈求
[00:03:26.000 --> 00:03:28.000]  阿門
[00:03:43.000 --> 00:03:47.000]  我給的題目是五餅二魚的放題
[00:03:47.000 --> 00:03:49.000]  這個放題的意思是
[00:03:49.000 --> 00:03:51.000]  任食
[00:03:51.000 --> 00:03:53.000]  放題是要給錢任食
[00:03:53.000 --> 00:03:57.000]  但這個就是不用付任何代價任食
[00:03:57.000 --> 00:04:00.000]  到底這個是什麼事情呢?
[00:04:00.000 --> 00:04:02.000]  在四億福音書裡
[00:04:02.000 --> 00:04:05.000]  馬太、馬可、盧家、約翰都有記載
[00:04:05.000 --> 00:04:06.000]  因為時間問題
[00:04:06.000 --> 00:04:11.000]  我今天早上特別選了盧家福音第九章
[00:04:11.000 --> 00:04:13.000]  第十到十七節
[00:04:13.000 --> 00:04:16.000]  盧家福音第九章
[00:04:16.000 --> 00:04:18.000]  第十到十七節
[00:04:18.000 --> 00:04:19.000]  我們用這段經文
[00:04:19.000 --> 00:04:21.000]  又再看看
[00:04:21.000 --> 00:04:25.000]  到底這件事情發生的前因後果
[00:04:25.000 --> 00:04:28.000]  是不是只留下這個名字
[00:04:28.000 --> 00:04:30.000]  叫我們做善事
[00:04:30.000 --> 00:04:32.000]  五餅二魚的行動呢?
[00:04:32.000 --> 00:04:34.000]  還是透過這個
[00:04:34.000 --> 00:04:36.000]  在歷史上只發生過一次的
[00:04:36.000 --> 00:04:38.000]  這麼虛幻
[00:04:38.000 --> 00:04:42.000]  不超過五千人的一個大食會
[00:04:42.000 --> 00:04:45.000]  到底給你和我有什麼提示?
[00:04:45.000 --> 00:04:47.000]  所以請大家
[00:04:47.000 --> 00:04:49.000]  翻開你的聖經
[00:04:49.000 --> 00:04:52.000]  盧家福音第九章
[00:04:52.000 --> 00:04:55.000]  十到十七節
[00:04:55.000 --> 00:04:58.000]  如果你在家裡
[00:04:58.000 --> 00:05:00.000]  鄰近有聖經就拿起來
[00:05:00.000 --> 00:05:02.000]  你有手機也可以看
[00:05:02.000 --> 00:05:04.000]  如果你拿不起來的話
[00:05:04.000 --> 00:05:07.000]  就聽我去重讀這段經文
[00:05:07.000 --> 00:05:10.000]  盧家福音第九章
[00:05:10.000 --> 00:05:13.000]  第十到十七節
[00:05:13.000 --> 00:05:16.000]  聖經這樣記載
[00:05:16.000 --> 00:05:19.000]  試圖回來
[00:05:19.000 --> 00:05:22.000]  將所作的事告訴耶穌
[00:05:22.000 --> 00:05:26.000]  耶穌就帶他們暗暗的離開那裡
[00:05:26.000 --> 00:05:29.000]  往一座城去
[00:05:29.000 --> 00:05:32.000]  那城名叫白菜大
[00:05:32.000 --> 00:05:37.000]  但眾人知道了
[00:05:37.000 --> 00:05:40.000]  就跟著他去
[00:05:40.000 --> 00:05:43.000]  耶穌便接待他們
[00:05:43.000 --> 00:05:48.000]  對他們講論神國的道
[00:05:48.000 --> 00:05:53.000]  醫治那些需醫的人
[00:05:53.000 --> 00:05:56.000]  一頭快要平息
[00:05:56.000 --> 00:05:59.000]  十二個門徒來對他說
[00:05:59.000 --> 00:06:02.000]  請叫眾人散開
[00:06:02.000 --> 00:06:05.000]  他們好往四面鄉村裡去
[00:06:05.000 --> 00:06:08.000]  借宿找吃的
[00:06:08.000 --> 00:06:12.000]  因為我們這裡是野地
