
[00:00:00.000 --> 00:00:02.000]  一起我們有個祈禱
[00:00:02.000 --> 00:00:04.960]  親愛的天父我們感謝祢
[00:00:04.960 --> 00:00:08.760]  讓我們能夠聽祢的話
[00:00:08.760 --> 00:00:11.200]  讓我們能夠見識到耶穌
[00:00:11.200 --> 00:00:14.880]  如何將福音傳給未信祢的人
[00:00:14.880 --> 00:00:16.920]  求主祢幫助我們
[00:00:16.920 --> 00:00:18.680]  讓我們去學習
[00:00:18.680 --> 00:00:19.840]  我們去思考
[00:00:19.840 --> 00:00:22.520]  以致我們都能夠承擔使命
[00:00:22.520 --> 00:00:25.320]  我們願意讓更多人聽到福音
[00:00:25.320 --> 00:00:27.800]  求主祢就是這樣幫助我們
[00:00:28.080 --> 00:00:31.000]  聽我們祈禱奉耶穌的名字而求
[00:00:31.000 --> 00:00:32.120]  阿門
[00:00:32.120 --> 00:00:37.480]  今天和大家分享的題目是
[00:00:37.480 --> 00:00:40.280]  「天涯何處無芳草」
[00:00:40.280 --> 00:00:42.680]  聽過這句說話沒有?
[00:00:42.680 --> 00:00:43.760]  先舉手
[00:00:43.760 --> 00:00:46.160]  剛剛才聽過這句說話?
[00:00:46.160 --> 00:00:47.880]  不認識這句說話的?
[00:00:47.880 --> 00:00:49.680]  這麼多人都不認識?
[00:00:49.680 --> 00:00:52.000]  其他人未聽過這句說話的?
[00:00:52.000 --> 00:00:56.320]  原來沒有人聽過這句說話的?
[00:00:56.720 --> 00:00:58.120]  我很驚訝
[00:00:58.120 --> 00:01:00.880]  這句說話不是很常見的嗎?
[00:01:00.880 --> 00:01:02.680]  是呀,很多人都認識這句說話的
[00:01:02.680 --> 00:01:03.640]  是呀,很多人都認識這句說話的
[00:01:03.640 --> 00:01:05.640]  所以我不知道你們是怎樣認識的
[00:01:05.640 --> 00:01:07.520]  所以我還想問這條問題
[00:01:07.520 --> 00:01:09.320]  就是通常你聽到別人說
[00:01:09.320 --> 00:01:11.920]  「天涯何處無芳草」的時候
[00:01:11.920 --> 00:01:14.120]  通常別人會告訴你下一句是甚麼呢?
[00:01:14.120 --> 00:01:16.120]  你應該不知道
[00:01:16.120 --> 00:01:17.800]  你聽都沒有聽過
[00:01:17.800 --> 00:01:21.000]  坊間有些人說
[00:01:21.000 --> 00:01:22.640]  這一句的下一句是甚麼呢?
[00:01:22.640 --> 00:01:24.920]  「何必單戀一枝花?」
[00:01:25.440 --> 00:01:29.040]  坊間有些人聽過這樣的說法
[00:01:29.040 --> 00:01:33.040]  有些人為甚麼會這樣說呢?
[00:01:33.040 --> 00:01:36.080]  是因為有些人在說「失戀」
[00:01:36.080 --> 00:01:39.440]  「天涯何處無芳草,安慰你,唔使擔心」
[00:01:39.440 --> 00:01:41.640]  「失戀」只是小事
[00:01:41.640 --> 00:01:44.840]  正所謂「何必單戀一枝花?」
[00:01:44.840 --> 00:01:47.840]  總有其他花可以選擇的
[00:01:47.840 --> 00:01:50.640]  不過我想說清楚
[00:01:50.640 --> 00:01:54.440]  這一句的下一句其實不是這一句
[00:01:55.440 --> 00:01:57.440]  「何必單戀一枝花?」
[00:01:57.440 --> 00:01:59.840]  是人們後來作上去
[00:01:59.840 --> 00:02:03.040]  為了安慰別人而失戀
[00:02:03.040 --> 00:02:07.440]  事實上這一句說話不是這樣的處境
[00:02:07.440 --> 00:02:09.240]  或者這麼說
[00:02:09.240 --> 00:02:13.840]  「天涯何處無芳草」這句說話
[00:02:13.840 --> 00:02:20.440]  出處本身都不是情歌
[00:02:20.440 --> 00:02:25.840]  Marko一聽就知道很熟悉文學的東西
[00:02:25.840 --> 00:02:29.440]  所以要考驗一下
[00:02:29.440 --> 00:02:30.840]  或者講解一下
[00:02:30.840 --> 00:02:32.040]  大家既然沒有聽過
[00:02:32.040 --> 00:02:35.040]  「天涯何處無芳草」這句說話
[00:02:35.040 --> 00:02:37.440]  其實是出自大作家的
[00:02:37.440 --> 00:02:40.440]  在唐宋
[00:02:40.440 --> 00:02:42.440]  大家知道唐宋
[00:02:42.440 --> 00:02:43.840]  唐朝和宋朝
[00:02:43.840 --> 00:02:45.440]  中國有不同的朝代
[00:02:45.440 --> 00:02:50.240]  其中唐朝和宋朝有很多出名的大文豪
[00:02:50.240 --> 00:02:53.040]  即是一些文人
[00:02:53.040 --> 00:02:55.040]  叫唐宋八大家
[00:02:55.040 --> 00:02:57.240]  唐宋八大家裡面
[00:02:57.240 --> 00:03:01.040]  其中唐朝有兩個很出名的詩人
[00:03:01.040 --> 00:03:03.040]  韓愈和柳宗元
[00:03:03.040 --> 00:03:07.640]  另外有六個是屬於宋朝的
[00:03:07.640 --> 00:03:11.640]  而今天這個經文裡面
[00:03:11.640 --> 00:03:14.440]  我們講到的這一句說話
[00:03:14.440 --> 00:03:18.840]  其實是來自一個很出名的詩人
[00:03:18.840 --> 00:03:21.240]  就是蘇軾
[00:03:21.240 --> 00:03:24.640]  大家聽過蘇軾嗎?
[00:03:24.640 --> 00:03:28.640]  蘇軾就是蘇家有三父子
[00:03:28.640 --> 00:03:30.440]  大家有聽過嗎?
[00:03:30.440 --> 00:03:32.040]  這些很文學的東西
[00:03:32.040 --> 00:03:34.640]  希望大家有些文化氣息
[00:03:34.640 --> 00:03:36.040]  聽完崇拜
[00:03:36.040 --> 00:03:37.440]  忘記了牧師講道
[00:03:37.440 --> 00:03:40.240]  都聽到有些很出名的人出現過
[00:03:40.240 --> 00:03:41.640]  其中就是蘇軾
[00:03:41.640 --> 00:03:44.040]  蘇軾就寫了這個詞
[00:03:44.040 --> 00:03:46.640]  就叫「蝶戀花春景」
[00:03:46.640 --> 00:03:49.840]  我讀一讀這個「蝶戀花春景」
[00:03:49.840 --> 00:03:51.040]  其實是說什麼呢?
[00:03:51.040 --> 00:03:52.040]  他說
[00:03:52.040 --> 00:03:55.440]  花褪殘紅 青杏少
