
[00:00:00.000 --> 00:00:03.500]  今日我們繼續思想《針研》
[00:00:03.500 --> 00:00:07.500]  或者我們先溫習一下《針研》裏面學過的金句
[00:00:07.500 --> 00:00:09.500]  在《針研》一章七節說
[00:00:09.500 --> 00:00:12.500]  敬畏上主是智慧的開端
[00:00:12.500 --> 00:00:14.500]  在二章二十節就說
[00:00:14.500 --> 00:00:17.500]  所以你要以好人為榜樣
[00:00:17.500 --> 00:00:19.500]  過正直的生活
[00:00:19.500 --> 00:00:23.500]  在三章五節到六節是一起背
[00:00:23.500 --> 00:00:27.500]  要專心信賴上主
[00:00:27.500 --> 00:00:30.500]  不可以靠自己的聰明
[00:00:30.500 --> 00:00:32.500]  無論做什麼事
[00:00:32.500 --> 00:00:35.500]  都要以上主的旨意為依歸
[00:00:35.500 --> 00:00:38.500]  他就會指示你走正路
[00:00:38.500 --> 00:00:41.500]  四章二十三節就提醒我們
[00:00:41.500 --> 00:00:45.500]  要謹守你的心勝過謹守一切
[00:00:45.500 --> 00:00:48.500]  因為生命的泉源由此而出
[00:00:48.500 --> 00:00:50.500]  五章二十一節
[00:00:50.500 --> 00:00:53.500]  上主監察你一切的作為
[00:00:53.500 --> 00:00:55.500]  注視你所走的途徑
[00:00:55.500 --> 00:00:57.500]  上星期我們就思想
[00:00:57.500 --> 00:00:59.500]  《針研》六章一至十九節
[00:00:59.500 --> 00:01:03.500]  今天我們就說《針研》第八章
[00:01:03.500 --> 00:01:06.500]  為什麼跳過第七章不說呢?
[00:01:06.500 --> 00:01:10.500]  因為第七章是勸告年青人
[00:01:10.500 --> 00:01:13.500]  要小心提防婚外情
[00:01:13.500 --> 00:01:15.500]  不過作者就用了
[00:01:15.500 --> 00:01:19.500]  講故事的手法去勸年青人
[00:01:19.500 --> 00:01:22.500]  要小心色情陷阱
[00:01:22.500 --> 00:01:26.500]  在第七章七至八節說
[00:01:26.500 --> 00:01:29.500]  看見很多無知的年青人
[00:01:29.500 --> 00:01:32.500]  我特別注意到其中一個傻瓜
[00:01:32.500 --> 00:01:35.500]  他沿著街道走向一個
[00:01:35.500 --> 00:01:38.500]  任當女人居住的地方
[00:01:38.500 --> 00:01:42.500]  現中版將和合本的無知人
[00:01:42.500 --> 00:01:44.500]  翻譯為傻瓜
[00:01:44.500 --> 00:01:46.500]  我覺得比較傳神
[00:01:46.500 --> 00:01:51.500]  最近如果有人看澳洲的電視新聞
[00:01:51.500 --> 00:01:53.500]  可能會留意到
[00:01:53.500 --> 00:01:56.500]  有一位澳大利亞的名歌星
[00:01:56.500 --> 00:01:58.500]  叫做Doc Leeson
[00:01:58.500 --> 00:02:00.500]  他是六四去世
[00:02:00.500 --> 00:02:02.500]  只有六十七歲
[00:02:02.500 --> 00:02:04.500]  但他年青的時候
[00:02:04.500 --> 00:02:06.500]  曾經組織了一隊樂隊
[00:02:06.500 --> 00:02:07.500]  叫做The Angel
[00:02:07.500 --> 00:02:09.500]  是一隊很成功的
[00:02:09.500 --> 00:02:12.500]  很有名的搖滾樂的樂隊
[00:02:12.500 --> 00:02:15.500]  他都一定賺了很多錢
[00:02:15.500 --> 00:02:17.500]  但他老年的時候
[00:02:17.500 --> 00:02:19.500]  只住在一間小公寓裏面
[00:02:19.500 --> 00:02:22.500]  有病的時候還要朋友幫助他
[00:02:22.500 --> 00:02:25.500]  搞一個音樂會去籌錢醫病
[00:02:25.500 --> 00:02:27.500]  為什麼呢?
[00:02:27.500 --> 00:02:30.500]  電視新聞就說他
[00:02:30.500 --> 00:02:33.500]  魚酒吸食毒品和搞女人
[00:02:33.500 --> 00:02:36.500]  使得他和太太離婚
[00:02:36.500 --> 00:02:39.500]  他自己在接受訪問的時候
[00:02:39.500 --> 00:02:41.500]  也都承認那些事情
[00:02:41.500 --> 00:02:44.500]  是摧毀了他的生命
[00:02:44.500 --> 00:02:48.500]  色情陷阱是所有男人
[00:02:48.500 --> 00:02:50.500]  都要加倍小心
[00:02:50.500 --> 00:02:52.500]  包括牧師
[00:02:52.500 --> 00:02:57.500]  最近在美國有一位年青有為的牧師
[00:02:57.500 --> 00:02:59.500]  剛剛上任
[00:02:59.500 --> 00:03:04.500]  做了一間有二千位會眾教會的牧師
[00:03:04.500 --> 00:03:09.500]  是北卡州威斯敏斯特長老會的主任牧師
[00:03:09.500 --> 00:03:11.500]  只是做了九個月
[00:03:11.500 --> 00:03:15.500]  由於妻子和他離婚
[00:03:15.500 --> 00:03:18.500]  就爆出了原來他有婚外情
[00:03:18.500 --> 00:03:24.500]  這位牧師曾經被很多人很看好他
[00:03:24.500 --> 00:03:27.500]  會成為年輕一代的名目
[00:03:27.500 --> 00:03:29.500]  只不過是三十三歲
[00:03:29.500 --> 00:03:34.500]  很可惜他墮入了婚外情的陷阱
[00:03:34.500 --> 00:03:37.500]  他正式寫了一封信向教會道歉
[00:03:37.500 --> 00:03:39.500]  他還有沒有機會做牧師呢?
[00:03:39.500 --> 00:03:40.500]  我就不知道了
[00:03:40.500 --> 00:03:44.500]  但如果他是悉尼聖公會的牧師犯了這種罪
[00:03:44.500 --> 00:03:51.500]  就永遠不能在悉尼聖公會任何教會做牧師
[00:03:51.500 --> 00:03:53.500]  上個星期
[00:03:53.500 --> 00:03:57.500]  悉尼聖公會的牧師教區
[00:03:57.500 --> 00:03:58.500]  有一個一天的會議
[00:03:58.500 --> 00:04:02.500]  所有在悉尼聖公會的牧師都要參加
[00:04:02.500 --> 00:04:05.500]  提醒了我在這個時代
[00:04:05.500 --> 00:04:08.500]  有另外一種形式的色情陷阱
[00:04:08.500 --> 00:04:11.500]  我也想提醒所有的弟兄們
[00:04:11.500 --> 00:04:13.500]  都要知道
[00:04:13.500 --> 00:04:18.500]  如果有人喜歡看色情畫像的話
[00:04:18.500 --> 00:04:23.500]  都是屬於聖經所說的一種淫亂
[00:04:23.500 --> 00:04:26.500]  在聖經二弗所書五章三節
[00:04:26.500 --> 00:04:27.500]  有一句話是這樣說的
[00:04:27.500 --> 00:04:31.500]  「至於那些淫亂污穢和貪婪的事
[00:04:31.500 --> 00:04:34.500]  在你們當中連提都不可提
[00:04:34.500 --> 00:04:37.500]  因為你們是上帝的子民」
[00:04:37.500 --> 00:04:40.500]  淫亂這個字
[00:04:40.500 --> 00:04:43.500]  在希臘文裡是pornia
[00:04:43.500 --> 00:04:46.500]  英文裡有一個字叫pornography
[00:04:46.500 --> 00:04:49.500]  我們一般也叫色情圖像
[00:04:49.500 --> 00:04:54.500]  這個字其實就是由希臘文的淫亂那個字
[00:04:54.500 --> 00:04:57.500]  再加上graphic那個字
[00:04:57.500 --> 00:05:01.500]  兩個字合併在一起
[00:05:01.500 --> 00:05:04.500]  就是pornography
[00:05:04.500 --> 00:05:06.500]  pornia其實這個字
[00:05:06.500 --> 00:05:09.500]  在英文聖經裡也叫sexual immorality
[00:05:09.500 --> 00:05:12.500]  是一些不道德的行為
[00:05:12.500 --> 00:05:15.500]  有些已婚的女士可能由於無知
[00:05:15.500 --> 00:05:22.500]  以為淫亂只是限於行為上
[00:05:22.500 --> 00:05:24.500]  所以提就不要提了
[00:05:24.500 --> 00:05:28.500]  做就不太重要
[00:05:28.500 --> 00:05:32.500]  只要丈夫看色情畫像
[00:05:32.500 --> 00:05:33.500]  做就不要緊
[00:05:33.500 --> 00:05:34.500]  提就不要提
[00:05:34.500 --> 00:05:37.500]  只要丈夫在行為上沒有出軌就行了
[00:05:37.500 --> 00:05:40.500]  用眼看色情畫像就沒所謂
[00:05:40.500 --> 00:05:45.500]  但是據一位神經科專家的研究
[00:05:45.500 --> 00:05:49.500]  經常看色情畫像其實是一種沉溺
[00:05:49.500 --> 00:05:50.500]  是一種addiction
[00:05:50.500 --> 00:05:52.500]  就好像吸毒一樣
[00:05:52.500 --> 00:05:54.500]  是很難解除的
[00:05:54.500 --> 00:05:56.500]  後果也會很嚴重
[00:05:56.500 --> 00:05:58.500]  使人無心工作
[00:05:58.500 --> 00:06:01.500]  時時不斷地去看
[00:06:01.500 --> 00:06:03.500]  我們開會那天
[00:06:03.500 --> 00:06:07.500]  有位上癮的男士來到我們中間現身說話
[00:06:07.500 --> 00:06:08.500]  告訴我們
[00:06:08.500 --> 00:06:11.500]  有一天他本來要在家裡工作
[00:06:11.500 --> 00:06:13.500]  他要製作電影
[00:06:13.500 --> 00:06:17.500]  也答應太太要遊一道牆
[00:06:17.500 --> 00:06:20.500]  結果太太上班了
[00:06:20.500 --> 00:06:22.500]  他就經常坐在電腦上
[00:06:22.500 --> 00:06:26.500]  不斷下載色情畫像來看
[00:06:26.500 --> 00:06:29.500]  由早上看到下午四點
[00:06:29.500 --> 00:06:33.500]  從他的事例我們可以看到這種行為
[00:06:33.500 --> 00:06:36.500]  是影響了他的正常生活
[00:06:36.500 --> 00:06:38.500]  夫婦關係
[00:06:38.500 --> 00:06:40.500]  事實上這位先生
[00:06:40.500 --> 00:06:43.500]  他曾經想過跟太太離婚
[00:06:43.500 --> 00:06:44.500]  他想告訴太太
[00:06:44.500 --> 00:06:45.500]  自己有這樣的癖好
[00:06:45.500 --> 00:06:47.500]  想太太跟他離婚
[00:06:47.500 --> 00:06:48.500]  不過太太很好
[00:06:48.500 --> 00:06:51.500]  就沒有跟他離婚
[00:06:51.500 --> 00:06:52.500]  此外
[00:06:52.500 --> 00:06:55.500]  在德國最近有一個研究報告
[00:06:55.500 --> 00:06:58.500]  發現經常看色情畫像的人
[00:06:58.500 --> 00:07:01.500]  大腦其中一個部位
[00:07:01.500 --> 00:07:03.500]  名稱太學術了
[00:07:03.500 --> 00:07:05.500]  我不告訴大家
[00:07:05.500 --> 00:07:09.500]  大腦部位是負責動力的
[00:07:09.500 --> 00:07:11.500]  使人有動力工作的部位
[00:07:11.500 --> 00:07:13.500]  原來是會縮小的
[00:07:13.500 --> 00:07:16.500]  當然科學研究還是不斷進行
[00:07:16.500 --> 00:07:19.500]  但是聖經鼓勵我們
[00:07:19.500 --> 00:07:21.500]  要以自己的妻子為滿足
[00:07:21.500 --> 00:07:24.500]  是一定對我們有益的
[00:07:24.500 --> 00:07:28.500]  如果我們當中有人上癮了
[00:07:28.500 --> 00:07:30.500]  又想戒掉的話
[00:07:30.500 --> 00:07:32.500]  你不用來找我
[00:07:32.500 --> 00:07:36.500]  但是你要幫自己脫離魔爪
[00:07:36.500 --> 00:07:39.500]  我介紹你去一個網站
[00:07:39.500 --> 00:07:41.500]  這個網站的名字是
[00:07:41.500 --> 00:07:47.500]  www.guiltypleasure.tv
[00:07:47.500 --> 00:07:49.500]  你去那裡尋求幫助
[00:07:49.500 --> 00:07:53.500]  裡面有介紹兩個互聯網的供應商
[00:07:53.500 --> 00:07:56.500]  不准你下載色情畫像
[00:07:56.500 --> 00:07:57.500]  這是第一步
[00:07:57.500 --> 00:08:01.500]  它也有其他方法幫助你調整你的腦
[00:08:01.500 --> 00:08:03.500]  你喜歡沉迷看的東西
[00:08:03.500 --> 00:08:06.500]  是你的腦出了問題
[00:08:06.500 --> 00:08:07.500]  要重新訓練
[00:08:07.500 --> 00:08:11.500]  使你不再受色情畫像的控制
[00:08:11.500 --> 00:08:15.500]  已婚的姐妹就要做好妻子的責任
[00:08:15.500 --> 00:08:19.500]  幫助丈夫要解除這種不良的嗜好
[00:08:19.500 --> 00:08:23.500]  留意丈夫有沒有半夜起床去處理電腦
[00:08:23.500 --> 00:08:26.500]  晚上不睡覺也要處理電腦
[00:08:26.500 --> 00:08:28.500]  也要留意丈夫的情緒
[00:08:28.500 --> 00:08:30.500]  是不是很容易煩躁
[00:08:30.500 --> 00:08:32.500]  波動很大
[00:08:32.500 --> 00:08:36.500]  也不是很喜歡和你聊天
[00:08:36.500 --> 00:08:38.500]  如果有這幾種現象都同時出現
[00:08:38.500 --> 00:08:40.500]  你可能要和他對質
[00:08:40.500 --> 00:08:43.500]  問他你上網處理什麼
[00:08:43.500 --> 00:08:50.500]  要和他談一談 問清楚
[00:08:50.500 --> 00:08:54.500]  我們就要思想今天的經文
[00:08:54.500 --> 00:09:00.500]  我相信人總是喜歡有一個有福有快樂的人生
[00:09:00.500 --> 00:09:04.500]  如果我們願意進行今天這篇經文的勸告
[00:09:04.500 --> 00:09:09.500]  我相信我們真的會有一個福樂的人生
[00:09:09.500 --> 00:09:13.500]  首先我想指出
[00:09:13.500 --> 00:09:19.500]  《針研第八章》是用了「以人法」這種文學方法來寫的
[00:09:19.500 --> 00:09:23.500]  「以人法」就是說將一些不是人的東西
[00:09:23.500 --> 00:09:25.500]  把它當成人來看
[00:09:25.500 --> 00:09:29.500]  然後說那件物件是講話的
[00:09:29.500 --> 00:09:36.500]  我相信很多做媽媽的都會用熊貓仔和兒子說話
[00:09:36.500 --> 00:09:41.500]  比如說用一個玩具熊貓和兩三歲的女兒說
[00:09:41.500 --> 00:09:44.500]  熊貓我現在很睏 我想睡覺了
[00:09:44.500 --> 00:09:47.500]  你不如來陪我去睡覺吧
[00:09:47.500 --> 00:09:51.500]  其實是媽媽想女兒去睡覺
[00:09:51.500 --> 00:09:54.500]  用熊貓仔說話
[00:09:54.500 --> 00:09:59.500]  《針研第八章》將智慧當成人
[00:09:59.500 --> 00:10:05.500]  目的是勸導年青人一定要追求智慧
[00:10:05.500 --> 00:10:09.500]  《針研第八章》可以分為四段
[00:10:09.500 --> 00:10:11.500]  第一節到第十節
[00:10:11.500 --> 00:10:13.500]  十一節到二十一節
[00:10:13.500 --> 00:10:14.500]  二十二節到三十一節
[00:10:14.500 --> 00:10:16.500]  還有最後的中谷
[00:10:16.500 --> 00:10:18.500]  三十二節到三十六節
[00:10:18.500 --> 00:10:20.500]  八章一到十節
[00:10:20.500 --> 00:10:25.500]  是講到智慧呼籲人要聽它的說話
[00:10:25.500 --> 00:10:27.500]  在第二節到第三節
[00:10:27.500 --> 00:10:31.500]  提到智慧在路旁 在十字路口
[00:10:31.500 --> 00:10:34.500]  在城門口 在城門邊呼喚
[00:10:34.500 --> 00:10:38.500]  其實這些都是人群出入的地方
[00:10:38.500 --> 00:10:40.500]  提醒我們基督徒
[00:10:40.500 --> 00:10:43.500]  我們要傳福音都要走入人群
[00:10:43.500 --> 00:10:45.500]  向人傳講福音
[00:10:45.500 --> 00:10:51.500]  智慧呼籲人類要認識它 要追求它
[00:10:51.500 --> 00:10:53.500]  為什麼呢?
[00:10:53.500 --> 00:10:55.500]  因為智慧就是真理
[00:10:55.500 --> 00:10:57.500]  在第七節說
[00:10:57.500 --> 00:10:59.500]  我所說的就是真理
[00:10:59.500 --> 00:11:03.500]  現在我們的世界真的很難找到真理
[00:11:03.500 --> 00:11:07.500]  時時都是公說公有理 婆說婆有理
[00:11:07.500 --> 00:11:10.500]  最近我跟一位朋友說
[00:11:10.500 --> 00:11:13.500]  基督徒相信有天堂和地獄
[00:11:13.500 --> 00:11:15.500]  他也告訴我
[00:11:15.500 --> 00:11:18.500]  佛教其實都相信有天堂
[00:11:18.500 --> 00:11:21.500]  他們說的淨土就是天堂
[00:11:21.500 --> 00:11:23.500]  但是沒有地獄
[00:11:23.500 --> 00:11:25.500]  只有輪迴
[00:11:25.500 --> 00:11:28.500]  我們怎樣去判斷
[00:11:28.500 --> 00:11:31.500]  我們信的是真的
[00:11:31.500 --> 00:11:35.500]  還是佛教所信的是錯的呢?
[00:11:35.500 --> 00:11:38.500]  事實上天堂和地獄
[00:11:38.500 --> 00:11:44.500]  都不是存在我們所認識和生活的世界裡
[00:11:44.500 --> 00:11:48.500]  我們現在看不到天堂和地獄
[00:11:48.500 --> 00:11:51.500]  所以最好有人從另外一個世界
[00:11:51.500 --> 00:11:55.500]  從天堂地獄的世界來向我們介紹
[00:11:55.500 --> 00:11:58.500]  我們才有可能知道
[00:11:58.500 --> 00:12:02.500]  在二千多年前 上帝派了他的獨生子耶穌基督
[00:12:02.500 --> 00:12:04.500]  來到我們這個世界
[00:12:04.500 --> 00:12:08.500]  向我們傳講天國的福音
[00:12:08.500 --> 00:12:11.500]  所有願意悔改信耶穌的人
[00:12:11.500 --> 00:12:13.500]  都可以得到永恆的生命
[00:12:13.500 --> 00:12:16.500]  死後就可以去到天堂
[00:12:16.500 --> 00:12:18.500]  不信的人 由於他們所犯的罪
[00:12:18.500 --> 00:12:21.500]  大多數都會去地獄
[00:12:21.500 --> 00:12:23.500]  那麼耶穌說的話
[00:12:23.500 --> 00:12:27.500]  是不是值得我們相信呢?
[00:12:27.500 --> 00:12:29.500]  耶穌在世上的時候
