
[00:00:00.000 --> 00:00:02.960]  丁姊妹平安
[00:00:02.960 --> 00:00:04.280]  我們聽上帝話語之前
[00:00:04.280 --> 00:00:06.160]  我們在同一天有個簡單的祈禱
[00:00:06.160 --> 00:00:07.160]  主席天父我們多謝你
[00:00:07.160 --> 00:00:08.640]  因為你是愛我們每一個
[00:00:08.640 --> 00:00:11.520]  你賜下你自己的話語給我們去閱讀
[00:00:11.520 --> 00:00:13.760]  我們求聖靈進入我們的心裡面
[00:00:13.760 --> 00:00:17.520]  使我們明白你向我們所說的一切
[00:00:17.520 --> 00:00:19.280]  但願說的能夠說得清楚
[00:00:19.280 --> 00:00:20.680]  聽的聽得明白
[00:00:20.680 --> 00:00:22.800]  在你面前同心合意的祈禱交託
[00:00:22.800 --> 00:00:24.920]  奉耶穌基督的名義而求
[00:00:24.920 --> 00:00:27.800]  阿們
[00:00:27.800 --> 00:00:31.960]  我有一個中學的同學
[00:00:31.960 --> 00:00:35.560]  其實已經失散了幾十年
[00:00:35.560 --> 00:00:37.760]  在前年
[00:00:37.760 --> 00:00:38.640]  或者再前年
[00:00:38.640 --> 00:00:43.520]  剛剛疫情開始的時候
[00:00:43.520 --> 00:00:45.920]  還沒有禁止很多東西
[00:00:45.920 --> 00:00:49.280]  我就去了一個餐廳吃東西
[00:00:49.280 --> 00:00:52.400]  一邊跟大英聊天一邊吃東西
[00:00:52.400 --> 00:00:55.880]  對面的桌子有一個人經常看著我
[00:00:55.880 --> 00:00:57.960]  因為那時候還沒有戴口罩
[00:00:57.960 --> 00:01:02.520]  因為19年初
[00:01:02.520 --> 00:01:06.040]  總之剛剛需要戴口罩的時候
[00:01:06.040 --> 00:01:07.360]  他看著我
[00:01:07.360 --> 00:01:08.760]  我結束了之後
[00:01:08.760 --> 00:01:09.880]  他去結帳
[00:01:09.880 --> 00:01:12.760]  我就走到這位人士的前面
[00:01:12.760 --> 00:01:16.320]  我就問我是否認識你
[00:01:16.320 --> 00:01:17.640]  你不覺得很奇怪嗎
[00:01:17.640 --> 00:01:18.640]  我問一個人
[00:01:18.640 --> 00:01:23.000]  然後問他我是否認識他
[00:01:23.000 --> 00:01:24.440]  後來多聊了一兩天
[00:01:24.440 --> 00:01:28.560]  就發覺原來他是我中學的同學
[00:01:28.560 --> 00:01:30.160]  他去了外國讀書
[00:01:30.160 --> 00:01:32.680]  他讀藝術
[00:01:32.680 --> 00:01:35.360]  原來我去的那間餐廳
[00:01:35.360 --> 00:01:37.680]  是他開的
[00:01:37.680 --> 00:01:40.080]  但是那間餐廳主要不是
[00:01:40.080 --> 00:01:42.040]  基本上不是做什麼食物
[00:01:42.040 --> 00:01:43.840]  在餐廳的後面
[00:01:43.840 --> 00:01:46.080]  因為剛才我講我是一個藝術家
[00:01:46.080 --> 00:01:50.520]  他是一個陶瓷的藝術家
[00:01:50.520 --> 00:01:51.960]  在餐廳的後面
[00:01:51.960 --> 00:01:55.200]  就是他的工作室
[00:01:55.200 --> 00:01:56.240]  我覺得很奇怪
[00:01:56.240 --> 00:01:58.440]  我之前未接觸過
[00:01:58.440 --> 00:02:01.120]  任何關於陶藝的東西
[00:02:01.120 --> 00:02:03.360]  我只是會用而已
[00:02:03.360 --> 00:02:06.200]  他介紹給我知道這些怎樣怎樣
[00:02:06.200 --> 00:02:08.680]  在看電視
[00:02:08.680 --> 00:02:10.840]  你都看到怎樣做一個陶器出來
[00:02:10.840 --> 00:02:12.160]  就放一個東西在那裡
[00:02:12.160 --> 00:02:13.560]  然後轉動手臂
[00:02:13.560 --> 00:02:15.160]  很浪漫地
[00:02:15.160 --> 00:02:19.680]  弄一個杯子等東西出來
[00:02:19.680 --> 00:02:20.840]  他介紹給我看
[00:02:20.840 --> 00:02:23.520]  他是其中一個學員
[00:02:23.520 --> 00:02:26.720]  在弄一個陶瓷出來
[00:02:26.720 --> 00:02:30.600]  我就發覺不浪漫的
[00:02:30.600 --> 00:02:32.960]  看電視才浪漫
[00:02:32.960 --> 00:02:35.400]  為什麼我說不浪漫呢
[00:02:35.400 --> 00:02:38.960]  弄得手臂很髒
[00:02:38.960 --> 00:02:42.720]  但是你問任何一個學弄陶瓷的人
[00:02:42.720 --> 00:02:44.400]  他不會覺得
[00:02:44.400 --> 00:02:45.480]  他弄陶瓷的時候
[00:02:45.480 --> 00:02:47.920]  他的手臂會髒的
[00:02:47.920 --> 00:02:51.000]  但是他們不會戴手套的
[00:02:51.000 --> 00:02:51.880]  我有問他為什麼
[00:02:51.880 --> 00:02:54.000]  因為我太太師母
[00:02:54.000 --> 00:02:57.280]  都跟著她學陶瓷
[00:02:57.280 --> 00:02:58.600]  他們不會戴手套的
[00:02:58.600 --> 00:02:59.800]  為什麼
[00:02:59.800 --> 00:03:02.320]  因為沒有感覺
[00:03:02.320 --> 00:03:03.720]  我不知道大家有沒有試過
[00:03:03.720 --> 00:03:06.920]  就算好像做手術那麼貼
[00:03:06.920 --> 00:03:08.520]  感覺都很不同
[00:03:08.520 --> 00:03:10.560]  原來我們覺得
[00:03:10.560 --> 00:03:11.920]  弄一個陶瓷出來
[00:03:11.920 --> 00:03:13.480]  是很需要靠感覺
[00:03:13.480 --> 00:03:17.080]  是要用手去觸摸
[00:03:17.080 --> 00:03:21.760]  你做出來的那一件事
[00:03:21.760 --> 00:03:24.160]  今天選了一段經文
[00:03:24.160 --> 00:03:27.040]  我想大家都應該聽過
[00:03:27.040 --> 00:03:28.400]  《耶利米斯第十八章》
[00:03:28.400 --> 00:03:31.960]  是講一個圖像
[00:03:31.960 --> 00:03:33.920]  和一個陶瓷
[00:03:33.920 --> 00:03:40.000]  或者一個陶器的關係
[00:03:40.000 --> 00:03:44.080]  其實這一排經課
[00:03:44.080 --> 00:03:46.760]  都是在讀耶利米斯的
[00:03:46.760 --> 00:03:49.600]  當我們讀耶利米斯的時候
[00:03:49.600 --> 00:03:51.160]  都發覺其實耶利米先知
[00:03:51.160 --> 00:03:53.440]  是一個很孤單的一個人
[00:03:53.440 --> 00:03:55.760]  他有流淚先知的稱號
[00:03:55.760 --> 00:03:58.160]  因為他真的在裡面說過
[00:03:58.160 --> 00:04:00.000]  他有流淚的
[00:04:00.000 --> 00:04:03.080]  他為他自己的國家
[00:04:03.080 --> 00:04:07.800]  為他自己的人民而流淚
[00:04:07.800 --> 00:04:09.800]  當耶利米先知領受了
[00:04:09.800 --> 00:04:14.160]  上帝給他這個先知的適份的時候
