
[00:00:00.000 --> 00:00:02.320]  我記得第一次講《仕途信經》的時候
[00:00:02.320 --> 00:00:05.800]  我們仍然一起重讀這篇《仕途信經》
[00:00:05.800 --> 00:00:07.600]  我們願意在我們結束的時候
[00:00:07.600 --> 00:00:11.080]  我們再一次一起重讀《仕途信經》
[00:00:11.080 --> 00:00:11.760]  我們一起讀一讀
[00:00:11.760 --> 00:00:13.240]  準備 1、2、3
[00:00:13.240 --> 00:00:14.680]  「我信上帝」
[00:00:14.680 --> 00:00:16.080]  「主人的父」
[00:00:16.080 --> 00:00:18.040]  「我道天地之主」
[00:00:18.040 --> 00:00:20.400]  「我信國主耶穌基督」
[00:00:20.400 --> 00:00:22.160]  「上帝的獨生子」
[00:00:22.160 --> 00:00:24.040]  「因著聖靈感人」
[00:00:24.040 --> 00:00:26.840]  「同同精女瑪利亞所生」
[00:00:26.840 --> 00:00:30.040]  「在本雕彼埃多手下受難」
[00:00:30.040 --> 00:00:32.120]  「被釘在十字架上」
[00:00:32.120 --> 00:00:33.760]  「受死埋葬」
[00:00:33.760 --> 00:00:35.200]  「降在陰間」
[00:00:35.200 --> 00:00:37.680]  「第三天從死裡復活」
[00:00:37.680 --> 00:00:39.840]  「我信聖公的教」
[00:00:39.840 --> 00:00:50.160]  「我信聖兒公之教會」
[00:00:50.160 --> 00:00:52.160]  「我信罪相通」
[00:00:52.160 --> 00:00:54.160]  「我信罪得赦免」
[00:00:54.160 --> 00:00:56.000]  「我信真體復活」
[00:00:56.000 --> 00:00:57.520]  「我信永生」
[00:00:57.520 --> 00:00:58.640]  「阿們」
[00:00:58.640 --> 00:01:01.240]  《使徒信經》在教會歷史當中
[00:01:01.240 --> 00:01:04.600]  很多人猜測是第二世紀、第三世紀
[00:01:04.600 --> 00:01:08.080]  或是第五世紀才整個《使徒信經》完成
[00:01:08.080 --> 00:01:10.920]  當然教會歷史當中有三篇信經
[00:01:10.920 --> 00:01:13.720]  不過延續到今天仍然較多人
[00:01:13.720 --> 00:01:16.000]  去誦讀或是背誦的
[00:01:16.000 --> 00:01:17.680]  就是《使徒信經》
[00:01:17.680 --> 00:01:21.200]  當然為何早期教會會有這些信經
[00:01:21.200 --> 00:01:24.080]  作為宣告或是祈禱
[00:01:24.080 --> 00:01:27.000]  因為我深信每一個年代裡
[00:01:27.000 --> 00:01:28.400]  每一個信徒
[00:01:28.400 --> 00:01:30.200]  甚至每一群對聖經
[00:01:30.200 --> 00:01:33.600]  很嚴謹地去思考的一群人
[00:01:33.600 --> 00:01:34.920]  我們一群前輩
[00:01:34.920 --> 00:01:36.200]  他們對信仰
[00:01:36.200 --> 00:01:39.320]  因著要面對當時的環境
[00:01:39.320 --> 00:01:40.560]  可能有很多異端
[00:01:40.560 --> 00:01:42.560]  很多不同的論述
[00:01:42.560 --> 00:01:45.600]  他們希望在教會裡能夠走在一起
[00:01:45.600 --> 00:01:47.280]  一起去認信
[00:01:47.280 --> 00:01:50.320]  究竟我們信仰裡的內容
[00:01:50.320 --> 00:01:51.840]  是包含了甚麼
[00:01:51.840 --> 00:01:52.840]  所以《使徒信經》
[00:01:52.840 --> 00:01:54.960]  某個情況是早期教會
[00:01:54.960 --> 00:01:56.400]  一群人走在一起
[00:01:56.400 --> 00:02:02.680]  對信仰的內容寫下來
[00:02:02.680 --> 00:02:05.240]  所以如果看回《使徒信經》
[00:02:05.240 --> 00:02:07.480]  我們可以延伸到今天
[00:02:07.480 --> 00:02:09.760]  如果我們今天去讀神學院的時候
[00:02:09.760 --> 00:02:12.760]  無論我們是因著自己的夢召
[00:02:12.760 --> 00:02:14.080]  去讀神學院也好
[00:02:14.080 --> 00:02:15.880]  或是因著我們有些興趣
[00:02:15.880 --> 00:02:18.360]  或是想對聖經有更多的追求
[00:02:18.360 --> 00:02:20.160]  我們很想在神學上
[00:02:20.160 --> 00:02:22.680]  有更多的思考也好
[00:02:22.680 --> 00:02:24.520]  我們發覺在神學院裡
[00:02:24.520 --> 00:02:25.680]  我們有一個課程
[00:02:25.680 --> 00:02:27.840]  稱之為系統神學
[00:02:27.840 --> 00:02:28.960]  或是神道學
[00:02:28.960 --> 00:02:31.640]  不同的神學院有不同的稱號
[00:02:31.640 --> 00:02:33.960]  我們發覺系統神學也是一樣
[00:02:33.960 --> 00:02:35.840]  我們在整個教會的史當中
[00:02:35.840 --> 00:02:37.920]  慢慢地將這些認信
[00:02:37.920 --> 00:02:39.400]  慢慢地去發展
[00:02:39.400 --> 00:02:40.280]  到了今天
[00:02:40.280 --> 00:02:42.480]  我們每一個的題目裡
[00:02:42.480 --> 00:02:44.640]  或者每一個的觀念裡
[00:02:44.640 --> 00:02:45.840]  很多的學者
[00:02:45.840 --> 00:02:48.160]  都會將整部聖經
[00:02:48.160 --> 00:02:49.840]  六十部卷書裡
[00:02:49.840 --> 00:02:52.720]  究竟書裡對於某個觀點
[00:02:52.720 --> 00:02:53.920]  都會抽出來
[00:02:53.920 --> 00:02:56.680]  然後將它集合成一個觀念
[00:02:56.680 --> 00:02:59.160]  譬如說系統神學那邊
[00:02:59.160 --> 00:03:00.280]  我們有神觀
[00:03:00.280 --> 00:03:01.760]  有神論
[00:03:01.760 --> 00:03:02.400]  基督論
[00:03:02.400 --> 00:03:02.960]  聖靈論
[00:03:02.960 --> 00:03:04.000]  或者教會論
[00:03:04.000 --> 00:03:04.720]  創造論
[00:03:04.720 --> 00:03:05.520]  救贖論
[00:03:05.520 --> 00:03:06.720]  甚至末世論
[00:03:06.720 --> 00:03:09.960]  甚至是其他的觀點
[00:03:09.960 --> 00:03:11.520]  是很多不同的觀點
[00:03:11.520 --> 00:03:13.600]  就是因為我們很多的前輩
[00:03:13.600 --> 00:03:17.120]  很多的一些長輩
[00:03:17.120 --> 00:03:18.840]  他們在思考聖經那邊
[00:03:18.840 --> 00:03:21.840]  他們慢慢地將六十部卷聖經那邊
[00:03:21.840 --> 00:03:23.360]  所說的每一個題目
[00:03:23.360 --> 00:03:24.120]  抽出來
[00:03:24.120 --> 00:03:25.440]  將它系統化
[00:03:25.440 --> 00:03:28.200]  來幫助我們能夠有系統地
[00:03:28.200 --> 00:03:31.400]  對每一個觀念有很多的了解
[00:03:31.400 --> 00:03:33.360]  有更深入的認知
[00:03:33.360 --> 00:03:34.760]  所以今天我們說
[00:03:34.760 --> 00:03:37.000]  耶穌基督百分之百是人
[00:03:37.000 --> 00:03:38.200]  百分之百是神
[00:03:38.200 --> 00:03:40.200]  有時候我們都不是很明白
[00:03:40.200 --> 00:03:41.920]  甚至昨天的計程車司機也問我
[00:03:41.920 --> 00:03:43.080]  他說我相信耶穌是人
[00:03:43.080 --> 00:03:44.480]  我絕對不相信耶穌是神
[00:03:44.480 --> 00:03:45.960]  他就挑戰我
[00:03:45.960 --> 00:03:46.960]  你覺得神是什麼
[00:03:46.960 --> 00:03:48.240]  那真的很大的挑戰
[00:03:48.240 --> 00:03:49.280]  當然他可以挑戰我
[00:03:49.280 --> 00:03:49.960]  我不敢挑戰他
[00:03:49.960 --> 00:03:50.960]  我剛才說過
[00:03:50.960 --> 00:03:52.840]  但是在過程裏面
[00:03:52.840 --> 00:03:54.520]  為什麼我們認信
[00:03:54.520 --> 00:03:56.640]  耶穌基督百分之百是神
[00:03:56.640 --> 00:03:58.000]  百分之百是人
[00:03:58.000 --> 00:04:00.240]  其實不是一直是這樣
[00:04:00.240 --> 00:04:02.120]  其實在整個教會歷史當中
[00:04:02.120 --> 00:04:04.680]  在中間曾經有些群體
[00:04:04.680 --> 00:04:06.360]  覺得耶穌基督只是人
[00:04:06.360 --> 00:04:07.520]  有些覺得只是神
[00:04:07.520 --> 00:04:09.960]  都有一些這樣的爭拗在當中
[00:04:09.960 --> 00:04:11.240]  所以慢慢地
[00:04:11.240 --> 00:04:14.160]  在整個教會的神學的發展
[00:04:14.160 --> 00:04:15.040]  去到今天
[00:04:15.040 --> 00:04:16.400]  我們就去思考
[00:04:16.400 --> 00:04:18.760]  每一個課題當中
[00:04:18.760 --> 00:04:20.480]  都是在聖經裏面
[00:04:20.480 --> 00:04:21.640]  不同的作者
[00:04:21.640 --> 00:04:23.680]  他們對神的觀點
[00:04:23.680 --> 00:04:24.560]  集合成
[00:04:24.560 --> 00:04:27.640]  原來耶穌基督百分之百是人
[00:04:27.640 --> 00:04:29.000]  百分之百是神
[00:04:29.000 --> 00:04:31.680]  這些就是清之衛系統神學的
[00:04:31.680 --> 00:04:33.840]  一個很簡單的介紹
[00:04:33.840 --> 00:04:36.000]  當然對於我們來說
[00:04:36.000 --> 00:04:38.320]  每一個神學院的課程
[00:04:38.320 --> 00:04:40.680]  我們一定不能夠脫離
[00:04:40.680 --> 00:04:42.920]  不能夠脫離所有所讀的東西
[00:04:42.920 --> 00:04:45.480]  都是建基於聖經
[00:04:45.480 --> 00:04:46.880]  完全都是建基於
[00:04:46.880 --> 00:04:49.520]  六十六卷的聖經裏面
[00:04:49.520 --> 00:04:51.000]  有時候我們都會奇怪
[00:04:51.000 --> 00:04:52.880]  聖經又不是很厚
[00:04:52.880 --> 00:04:54.080]  聖經六十六卷
[00:04:54.080 --> 00:04:55.120]  聖經不是很厚
[00:04:55.120 --> 00:04:56.520]  但可以延伸到
[00:04:56.520 --> 00:04:58.760]  很多很多很厚的書
[00:04:58.760 --> 00:05:01.280]  是關於聖經裏面的論述
[00:05:01.280 --> 00:05:02.080]  所以變成了
[00:05:02.080 --> 00:05:03.240]  其實在神學院裏面
[00:05:03.240 --> 00:05:04.840]  無論我們讀甚麼課程也好
[00:05:04.840 --> 00:05:06.160]  無論讀色經學也好
