
[00:00:00.000 --> 00:00:04.960]  這兩段經文一段是主耶穌復活前的經文
[00:00:04.960 --> 00:00:10.240]  一段是主耶穌復活之後的經文
[00:00:10.240 --> 00:00:15.080]  兩段經文是講到不同的主題 但會連在一起
[00:00:15.080 --> 00:00:20.200]  首先第一段的經文我們會講到主耶穌復活前
[00:00:20.200 --> 00:00:25.280]  先看看主耶穌復活前的門徒的表現
[00:00:25.280 --> 00:00:27.120]  他們的軟弱
[00:00:27.120 --> 00:00:33.080]  然後第二段我們再看看主耶穌復活後如何重建他們
[00:00:33.080 --> 00:00:36.160]  這幅圖是復活前門徒的軟弱
[00:00:36.160 --> 00:00:39.200]  講到彼得三次不認主耶穌之後
[00:00:39.200 --> 00:00:42.920]  出去痛哭的一幅圖畫
[00:00:42.920 --> 00:00:49.520]  第一段聖經記載在《馬達福音》的二十六章
[00:00:49.520 --> 00:00:52.200]  從三十一節開始
[00:00:52.200 --> 00:01:00.440]  我們先看門徒的自大表現是一個非常自大的宣告
[00:01:00.440 --> 00:01:01.720]  這個宣告是這樣的
[00:01:01.720 --> 00:01:04.960]  那時耶穌對他們說
[00:01:04.960 --> 00:01:09.960]  今夜你們為我的緣故都要跌倒
[00:01:09.960 --> 00:01:12.360]  因為經上記載說
[00:01:12.360 --> 00:01:17.840]  我要擊打木人 羊就分散了
[00:01:17.840 --> 00:01:23.920]  但我復活以後 要在你們以先往加利利去
[00:01:23.920 --> 00:01:28.320]  彼得說 眾人雖然為你的緣故跌倒
[00:01:28.320 --> 00:01:31.360]  我卻永不跌倒
[00:01:31.360 --> 00:01:35.040]  這段是講到主耶穌在被捉
[00:01:35.040 --> 00:01:37.960]  和被審判 被釘十架之前
[00:01:37.960 --> 00:01:41.680]  他特別和彼得吃完最後的晚餐
[00:01:41.680 --> 00:01:43.840]  給他一個預言
[00:01:43.840 --> 00:01:49.600]  他引用了舊約聖經的撒加利亞書第十三章第七節
[00:01:49.600 --> 00:01:52.480]  他說今晚他會被捕
[00:01:52.480 --> 00:01:55.640]  所以意思是神要擊打木人
[00:01:55.640 --> 00:01:57.080]  然後羊就分散
[00:01:57.080 --> 00:02:00.480]  意思是所有門徒都會四散
[00:02:00.480 --> 00:02:02.040]  不再跟耶穌了
[00:02:02.040 --> 00:02:05.760]  彼得開始和耶穌起了爭論
[00:02:05.760 --> 00:02:08.920]  彼得說你不對
[00:02:08.920 --> 00:02:11.680]  你這個預言是不對的
[00:02:11.680 --> 00:02:13.880]  可能他們是對的
[00:02:13.880 --> 00:02:17.000]  但我絕對不會離開你
[00:02:17.000 --> 00:02:19.440]  絕對不會不甘你
[00:02:19.440 --> 00:02:24.280]  不知道大家有沒有試過和神辯論神學問題呢
[00:02:24.280 --> 00:02:28.360]  你有沒有試過和神說你的神學觀是錯的
[00:02:28.360 --> 00:02:30.560]  有牧師會和神辯論
[00:02:30.560 --> 00:02:33.840]  有個牧師去阿拉斯加旅遊
[00:02:33.840 --> 00:02:37.280]  看到神創造的大自然非常美麗
[00:02:37.280 --> 00:02:41.720]  於是他就有感而發 說神祢太偉大 祢的創造
[00:02:41.720 --> 00:02:43.520]  祢不需要任何的東西
[00:02:43.520 --> 00:02:46.680]  於是聖靈在他心裏說了一句
[00:02:46.680 --> 00:02:48.760]  我需要祢
[00:02:48.760 --> 00:02:50.480]  然後牧師說 沒可能的
[00:02:50.480 --> 00:02:52.640]  祢不需要任何東西 怎會需要我呢
[00:02:52.640 --> 00:02:54.840]  然後他還引用了聖經和神說
[00:02:54.840 --> 00:02:58.360]  詩篇說 豈會住人手所做的房屋
[00:02:58.360 --> 00:02:59.840]  你不需要一切
[00:02:59.840 --> 00:03:02.680]  就是和神吵神學問題
[00:03:02.680 --> 00:03:04.520]  有些人很喜歡吵架
[00:03:04.520 --> 00:03:08.680]  很喜歡和人吵聖經解經
[00:03:08.680 --> 00:03:11.800]  不知道日後到了天國
[00:03:11.800 --> 00:03:14.400]  你見到聖經的作者的時候
[00:03:14.400 --> 00:03:17.560]  會不會和作者吵一吵聖經解經呢
[00:03:17.560 --> 00:03:21.480]  去到天國見到保羅和保羅吵一吵羅馬書
[00:03:21.480 --> 00:03:25.480]  保羅和你講羅馬書這段其實是這樣解的
[00:03:25.480 --> 00:03:27.240]  所以你理解錯誤了
[00:03:27.240 --> 00:03:30.520]  然後保羅就會unfriend你
[00:03:30.520 --> 00:03:32.480]  在聖經記載
[00:03:32.480 --> 00:03:35.680]  彼得應該是唯一一個
[00:03:35.680 --> 00:03:39.120]  敢和主耶穌爭論聖經的
[00:03:39.120 --> 00:03:41.440]  主耶穌就引用舊約聖經
[00:03:41.440 --> 00:03:43.040]  然後彼得就說
[00:03:43.040 --> 00:03:44.640]  主耶穌說 舊約聖經
[00:03:44.640 --> 00:03:46.680]  我想你了解得不是太清楚
[00:03:46.680 --> 00:03:49.360]  那段聖經不是這樣解的
[00:03:49.360 --> 00:03:51.800]  它不是解在我身上的
[00:03:51.800 --> 00:03:54.520]  主耶穌說 不不不 是解在你身上的
[00:03:54.520 --> 00:03:56.000]  今夜神擊打牧人
[00:03:56.000 --> 00:03:57.000]  那牧人就是我
[00:03:57.000 --> 00:03:59.520]  羊就是你 你就會四散
[00:03:59.520 --> 00:04:00.960]  然後彼得說 不是不是
[00:04:00.960 --> 00:04:03.480]  那段聖經不是這樣解的 你相信我吧
[00:04:03.480 --> 00:04:05.680]  兩個人在吵
[00:04:05.680 --> 00:04:07.880]  我們下面看看主耶穌怎麼說
[00:04:07.880 --> 00:04:09.720]  26章34節
[00:04:09.720 --> 00:04:13.480]  耶穌說 我實在告訴你
[00:04:13.480 --> 00:04:15.960]  今夜雞叫已鮮
[00:04:15.960 --> 00:04:18.920]  你要三次不認我
[00:04:18.920 --> 00:04:22.880]  彼得說 我就是必須和你同死
[00:04:22.880 --> 00:04:26.240]  也總不能不認你
[00:04:26.240 --> 00:04:30.440]  眾叛徒都這樣說
[00:04:30.440 --> 00:04:32.880]  因為他和主耶穌辯論
[00:04:32.880 --> 00:04:35.880]  主耶穌唯有進一步跟他說
[00:04:35.880 --> 00:04:37.440]  所以語氣加重了
[00:04:37.440 --> 00:04:39.840]  他說 我實在告訴你
[00:04:39.840 --> 00:04:44.640]  下面主耶穌特別針對彼得這個自大的宣告
[00:04:44.640 --> 00:04:46.080]  他就指出
[00:04:46.080 --> 00:04:48.280]  我再說具體一點
[00:04:48.280 --> 00:04:51.360]  我不只是引用舊約聖經告訴你
[00:04:51.360 --> 00:04:53.000]  羊會四散
[00:04:53.000 --> 00:04:57.680]  我還告訴你具體怎麼散
[00:04:57.680 --> 00:05:01.720]  很簡單 你具體散的方式
[00:05:01.720 --> 00:05:04.640]  就是你會三次不認我
[00:05:04.640 --> 00:05:06.840]  不只是具體說了方式
[00:05:06.840 --> 00:05:09.760]  還具體說了次數
[00:05:09.760 --> 00:05:11.880]  一次不多一次不少
[00:05:11.880 --> 00:05:13.000]  三次
[00:05:13.000 --> 00:05:15.760]  不只是具體說了方式
[00:05:15.760 --> 00:05:17.640]  具體說了次數
[00:05:17.640 --> 00:05:21.080]  還具體說了時間
[00:05:21.080 --> 00:05:26.400]  而且那個時間是精準到以秒來計算
[00:05:26.400 --> 00:05:30.880]  因為你接下來經文說彼得不認主的時候
[00:05:30.880 --> 00:05:33.520]  他第一次主耶穌被審判
[00:05:33.520 --> 00:05:34.600]  他就跟到外院
[00:05:34.600 --> 00:05:36.320]  有個侍女問他
[00:05:36.320 --> 00:05:39.000]  你不是和主耶穌同一班人嗎
[00:05:39.000 --> 00:05:40.000]  他說 不是 不是
[00:05:40.000 --> 00:05:40.640]  不認識他
[00:05:40.640 --> 00:05:43.800]  我們上次只是搭桌子
[00:05:43.800 --> 00:05:45.280]  第二次又有人問他
[00:05:45.280 --> 00:05:47.640]  你明明是和主耶穌一起的
[00:05:47.640 --> 00:05:49.160]  他這次就加重語氣
[00:05:49.160 --> 00:05:50.320]  他不只是否認
[00:05:50.320 --> 00:05:52.320]  他還發誓否認
[00:05:52.320 --> 00:05:53.920]  第三次又有人問他
[00:05:53.920 --> 00:05:56.640]  你明明是和主耶穌同一班人
[00:05:56.640 --> 00:05:58.080]  他這次不只是發誓
[00:05:58.080 --> 00:06:00.080]  還發毒誓
[00:06:00.080 --> 00:06:02.640]  我絕對不認識這個人
[00:06:02.640 --> 00:06:04.360]  剛剛說完聖經說
[00:06:04.360 --> 00:06:05.640]  立事
[00:06:05.640 --> 00:06:06.680]  英文翻譯
[00:06:06.680 --> 00:06:08.640]  Immediately
[00:06:08.640 --> 00:06:10.480]  雞就叫
[00:06:10.480 --> 00:06:12.080]  換句話說
[00:06:12.080 --> 00:06:15.120]  如果彼得想拗贏主耶穌
[00:06:15.120 --> 00:06:19.200]  他只需要稍微忍住五秒鐘
[00:06:19.200 --> 00:06:20.280]  等雞一叫
[00:06:20.280 --> 00:06:20.960]  他就立刻開路
[00:06:20.960 --> 00:06:22.280]  主耶穌你錯了
[00:06:22.280 --> 00:06:24.720]  雞叫的意思是我兩次沒有認你
[00:06:24.720 --> 00:06:26.360]  沒有三次
[00:06:26.360 --> 00:06:28.160]  偏偏忍不住
[00:06:28.160 --> 00:06:30.640]  第三次一說完
[00:06:30.640 --> 00:06:33.160]  雞就立刻叫
[00:06:33.160 --> 00:06:36.000]  所以你看主耶穌厲害嗎
[00:06:36.000 --> 00:06:38.600]  主耶穌絕對明白
[00:06:38.600 --> 00:06:42.360]  每一個跟從他的人的軟弱
[00:06:42.360 --> 00:06:44.800]  不單止明白我們的軟弱
[00:06:44.800 --> 00:06:47.720]  還具體到他了解你的軟弱
[00:06:47.720 --> 00:06:50.640]  表達的方式是怎樣
[00:06:50.640 --> 00:06:53.960]  你知道每一個基督徒軟弱的方式不同
[00:06:53.960 --> 00:06:56.000]  有些人的方式是
[00:06:56.000 --> 00:06:56.840]  錢
[00:06:56.840 --> 00:06:58.120]  他的弱點是錢
[00:06:58.120 --> 00:07:00.800]  有些人為了錢就立刻離開主
[00:07:00.800 --> 00:07:02.000]  有些人不是
[00:07:02.000 --> 00:07:05.200]  有些人視錢如糞土
[00:07:05.200 --> 00:07:07.720]  錢不可以引誘我離開主
[00:07:07.720 --> 00:07:10.880]  但一說到情就不行了
[00:07:10.880 --> 00:07:13.280]  英雄難過美人關
[00:07:13.280 --> 00:07:15.600]  難得一身好伴嶺
[00:07:15.600 --> 00:07:17.400]  有些人情關就過不了
[00:07:17.400 --> 00:07:20.480]  每一次離開主都是因為愛情
[00:07:20.480 --> 00:07:22.200]  就一定離開主
[00:07:22.200 --> 00:07:25.920]  有些人說錢和情都引誘不了我
[00:07:25.920 --> 00:07:27.640]  有些人是需權力
[00:07:27.640 --> 00:07:31.200]  特別是喜歡控制的人
[00:07:31.200 --> 00:07:33.520]  特別喜歡支配
[00:07:33.520 --> 00:07:35.040]  喜歡權力
[00:07:35.040 --> 00:07:39.040]  有些人說錢、美食、權力都引誘不了我
[00:07:39.040 --> 00:07:40.440]  然後就需娛樂
[00:07:40.440 --> 00:07:41.960]  有些人喜歡娛樂
[00:07:41.960 --> 00:07:45.880]  有些人喜歡可樂
[00:07:45.880 --> 00:07:51.240]  有一天主耶穌說可樂和我選擇一個 我有可能不認祂
[00:07:51.240 --> 00:07:54.200]  不要說自己很偉大 不一定
[00:07:54.200 --> 00:07:58.240]  每一個人軟弱表現的方式都不一樣
[00:07:58.240 --> 00:08:01.240]  主耶穌是很熟悉彼得的方式
[00:08:01.240 --> 00:08:02.560]  所以祂說了
[00:08:02.560 --> 00:08:03.720]  你不要跟我吵
[00:08:03.720 --> 00:08:06.120]  我具體方式都說了
[00:08:06.120 --> 00:08:07.440]  還說了次數
[00:08:07.440 --> 00:08:08.880]  那下才厲害
[00:08:08.880 --> 00:08:12.640]  所以神完全知道我們跌倒的次數
[00:08:12.640 --> 00:08:14.360]  是多少次
[00:08:14.360 --> 00:08:15.600]  一次不多一次不少
[00:08:15.600 --> 00:08:17.680]  祂完全明白
[00:08:17.680 --> 00:08:19.400]  還要時間都知道
[00:08:19.400 --> 00:08:21.040]  那下才厲害
[00:08:21.040 --> 00:08:22.920]  祂知道你何時會跌倒
[00:08:22.920 --> 00:08:25.120]  還要以秒來計算
[00:08:25.120 --> 00:08:28.120]  正是那一秒你跌倒了
[00:08:28.120 --> 00:08:29.440]  換句話說
[00:08:29.440 --> 00:08:34.200]  當你跟從主耶穌有一個很好的安慰就是
[00:08:34.200 --> 00:08:36.400]  你要明白當你跟從主耶穌
[00:08:36.400 --> 00:08:41.840]  主耶穌是絕對不會高估你
[00:08:41.840 --> 00:08:44.240]  你說這件事有什麼好呢
[00:08:44.240 --> 00:08:46.480]  我和你分享
[00:08:46.480 --> 00:08:49.760]  人生大部份的壓力
[00:08:49.760 --> 00:08:52.680]  是來自於高估
[00:08:52.680 --> 00:08:54.880]  兩種高估
[00:08:54.880 --> 00:08:59.360]  第一方面來自於別人對你的高估
[00:08:59.360 --> 00:09:01.360]  很多時候我們人生壓力是因為
[00:09:01.360 --> 00:09:03.440]  你明明不是這樣的人
[00:09:03.440 --> 00:09:05.560]  你明明沒有這樣的恩慈
[00:09:05.560 --> 00:09:07.640]  也不是這樣的熱誠
