
[00:00:00.000 --> 00:00:03.000]  徐立毅書第二章十九至十四節
[00:00:03.000 --> 00:00:05.000]  請聽我讀這段經文
[00:00:05.000 --> 00:00:09.000]  我們仔細心裡面來思想
[00:00:30.000 --> 00:00:33.000]  但你們知道提摩太的名正
[00:00:33.000 --> 00:00:36.000]  他興旺福音與我同勞
[00:00:36.000 --> 00:00:41.000]  待我像兒子待父親一樣
[00:00:41.000 --> 00:00:45.000]  所以我一看出我的事要怎樣了結
[00:00:45.000 --> 00:00:49.000]  就盼望立刻打發他去
[00:00:49.000 --> 00:00:52.000]  但我靠著主自信
[00:00:52.000 --> 00:00:55.000]  我也必快去
[00:00:55.000 --> 00:01:01.000]  這段經文是保羅說到耶穌基督的榜樣之後
[00:01:01.000 --> 00:01:04.000]  是將兩個很平凡的人
[00:01:04.000 --> 00:01:07.000]  他們的見證
[00:01:07.000 --> 00:01:11.000]  來告訴我們
[00:01:11.000 --> 00:01:14.000]  這兩個平凡的人
[00:01:14.000 --> 00:01:23.000]  就是提摩太和伊巴佛提
[00:01:23.000 --> 00:01:26.000]  這段經文裏面
[00:01:26.000 --> 00:01:30.000]  保羅告訴菲律賓教會的弟兄姊妹
[00:01:30.000 --> 00:01:33.000]  我很快會打發提摩太到你們那裏
[00:01:33.000 --> 00:01:35.000]  了解你們的情況
[00:01:35.000 --> 00:01:38.000]  讓我不會為你們擔心
[00:01:38.000 --> 00:01:40.000]  也將我在羅馬的事情
[00:01:40.000 --> 00:01:45.000]  告訴菲律賓教會的弟兄姊妹知道
[00:01:45.000 --> 00:01:49.000]  讓他們不用為我擔心
[00:01:49.000 --> 00:01:52.000]  你看保羅多麼關心
[00:01:52.000 --> 00:02:00.000]  他和弟兄姊妹之間的關係
[00:02:00.000 --> 00:02:08.000]  然後提摩太是他很尊重的一個同胞
[00:02:08.000 --> 00:02:11.000]  是他一個屬靈的兒子
[00:02:11.000 --> 00:02:17.000]  提摩太也當保羅是他一個屬靈的父親
[00:02:17.000 --> 00:02:23.000]  所以他說他很樂意將一個這樣的同胞
[00:02:23.000 --> 00:02:28.000]  差派到菲律賓的地方
[00:02:28.000 --> 00:02:32.000]  來跟他們有來往、有團契
[00:02:32.000 --> 00:02:35.000]  讓他們知道保羅是怎樣
[00:02:35.000 --> 00:02:40.000]  後來也可以讓保羅從提摩太知道
[00:02:40.000 --> 00:02:45.000]  菲律賓教會的情況是如何
[00:02:45.000 --> 00:02:47.000]  而且保羅說
[00:02:47.000 --> 00:02:50.000]  我都很希望我在羅馬
[00:02:50.000 --> 00:02:56.000]  我這件案件的審判能夠早日完結
[00:02:56.000 --> 00:02:59.000]  然後我知道我會得到釋放
[00:02:59.000 --> 00:03:06.000]  然後我自己都可以去到菲律賓的地方
[00:03:06.000 --> 00:03:08.000]  這就是23節所說的
[00:03:08.000 --> 00:03:12.000]  所以我一看出我的事要怎樣了結
[00:03:12.000 --> 00:03:14.000]  在羅馬的地方
[00:03:14.000 --> 00:03:17.000]  他很有信心他會得到釋放
[00:03:17.000 --> 00:03:21.000]  就盼望立刻打發他去
[00:03:21.000 --> 00:03:23.000]  但我靠著主自信
[00:03:23.000 --> 00:03:25.000]  我也必快去
[00:03:25.000 --> 00:03:27.000]  我都可以得到釋放
[00:03:27.000 --> 00:03:30.000]  很快就會去到你們那裡
[00:03:30.000 --> 00:03:35.000]  跟你們有團契、有交通
[00:03:35.000 --> 00:03:37.000]  好,我們來看看
[00:03:37.000 --> 00:03:40.000]  特別在這幾節經文裡
[00:03:40.000 --> 00:03:45.000]  保羅說到提摩太的見證
[00:03:45.000 --> 00:03:48.000]  上面的經文是說到
[00:03:48.000 --> 00:03:55.000]  基督和保羅他們兩方面的榜樣
[00:03:55.000 --> 00:03:57.000]  這兩方面的榜樣
[00:03:57.000 --> 00:03:59.000]  一方面是謙卑
[00:03:59.000 --> 00:04:02.000]  另一方面是信服
[00:04:02.000 --> 00:04:06.000]  耶穌基督是一個謙卑的主耶穌
[00:04:06.000 --> 00:04:10.000]  他也是信服的主耶穌基督
[00:04:10.000 --> 00:04:14.000]  父神差派他去世界上
[00:04:14.000 --> 00:04:18.000]  要他做什麼他就做什麼
[00:04:18.000 --> 00:04:21.000]  他是一個信服的主耶穌基督
[00:04:21.000 --> 00:04:24.000]  是一個服事的主耶穌基督
[00:04:24.000 --> 00:04:30.000]  他來到不是要做明顯的大君王
[00:04:30.000 --> 00:04:32.000]  他來到這個世界上
[00:04:32.000 --> 00:04:38.000]  他是服事的一個謙卑
[00:04:38.000 --> 00:04:41.000]  服事眾人的主耶穌基督
[00:04:41.000 --> 00:04:46.000]  所以我們看到耶穌基督在這裡
[00:04:46.000 --> 00:04:55.000]  給教會的弟兄姊妹非常好的榜樣
[00:04:55.000 --> 00:04:57.000]  當弟兄姊妹讀到這些經文的時候
[00:04:57.000 --> 00:05:04.000]  他們或者會問這麼高超的品格
[00:05:04.000 --> 00:05:07.000]  除了耶穌基督和保羅之外
[00:05:07.000 --> 00:05:09.000]  誰有這樣的資格
[00:05:09.000 --> 00:05:11.000]  誰有這樣的能力
[00:05:11.000 --> 00:05:15.000]  去做到這樣的樣子
[00:05:15.000 --> 00:05:19.000]  又謙卑又信服
[00:05:19.000 --> 00:05:22.000]  所以保羅知道我們讀到經文
[00:05:22.000 --> 00:05:24.000]  這些經文的時候
[00:05:24.000 --> 00:05:26.000]  我們會有這樣的感受
[00:05:26.000 --> 00:05:29.000]  所以他就提出兩個很普通平凡
[00:05:29.000 --> 00:05:32.000]  好像你和我這樣的人物
[00:05:32.000 --> 00:05:37.000]  不是說只有耶穌基督
[00:05:37.000 --> 00:05:41.000]  他能夠有這樣的品格
[00:05:41.000 --> 00:05:44.000]  服事眾人
[00:05:44.000 --> 00:05:46.000]  真的在我們中間
[00:05:46.000 --> 00:05:50.000]  有提摩太、以巴佛提
[00:05:50.000 --> 00:05:53.000]  他們都是能夠這樣謙卑的
[00:05:53.000 --> 00:05:58.000]  去服事眾人
[00:05:58.000 --> 00:06:04.000]  所以特別我們今天要講到門徒訓練
[00:06:04.000 --> 00:06:07.000]  我們要講到導師
[00:06:07.000 --> 00:06:11.000]  講到門徒等等
[00:06:11.000 --> 00:06:16.000]  基督徒就是門徒
[00:06:16.000 --> 00:06:17.000]  在這樣的情況裡面
[00:06:17.000 --> 00:06:22.000]  我們需要去了解到
[00:06:22.000 --> 00:06:25.000]  我作為一個門徒
[00:06:25.000 --> 00:06:31.000]  要好像提摩太、以巴佛提一樣
[00:06:31.000 --> 00:06:37.000]  究竟我要具備什麼樣的條件呢?
[00:06:37.000 --> 00:06:42.000]  你信了主就是門徒
[00:06:42.000 --> 00:06:49.000]  你信了主就是
[00:06:49.000 --> 00:06:52.000]  不單止是基督徒
[00:06:52.000 --> 00:06:57.000]  而且是跟隨主的門徒
[00:06:57.000 --> 00:07:00.000]  很多時候我們做不到
[00:07:00.000 --> 00:07:03.000]  所以我們很多所謂的信徒
[00:07:03.000 --> 00:07:07.000]  其實聖經裡面信徒就是門徒
[00:07:07.000 --> 00:07:09.000]  但我們是將他們分開
[00:07:09.000 --> 00:07:13.000]  我信了主,我是信徒
[00:07:13.000 --> 00:07:16.000]  我不能夠像保羅提摩太
[00:07:16.000 --> 00:07:19.000]  跟隨主跟得那麼緊
[00:07:19.000 --> 00:07:25.000]  所以我星期天回教會就算了
[00:07:25.000 --> 00:07:27.000]  很多事我都做不到
[00:07:27.000 --> 00:07:30.000]  我又不能夠侍奉
[00:07:30.000 --> 00:07:33.000]  所以我做一個普通的信徒就行了
[00:07:33.000 --> 00:07:35.000]  有些人甚至謙卑到
[00:07:35.000 --> 00:07:37.000]  將來上天堂
[00:07:37.000 --> 00:07:39.000]  如果神有天堂的角落
[00:07:39.000 --> 00:07:46.000]  讓我坐在那裡就行了
[00:07:46.000 --> 00:07:49.000]  門徒就是信徒
[00:07:49.000 --> 00:07:52.000]  信徒就是門徒
[00:07:52.000 --> 00:07:54.000]  我們要明白這個真理
[00:07:54.000 --> 00:07:57.000]  然後我們要靠主的恩典
[00:07:57.000 --> 00:07:59.000]  努力的去成為
[00:07:59.000 --> 00:08:05.000]  好像提摩太一樣的門徒
[00:08:05.000 --> 00:08:08.000]  所以今天我們在講門徒訓練
[00:08:08.000 --> 00:08:12.000]  究竟門徒訓練我們需要什麼條件呢?
[00:08:12.000 --> 00:08:15.000]  在提摩太的身上
[00:08:15.000 --> 00:08:20.000]  他能夠成為一個那麼成功的門徒
[00:08:20.000 --> 00:08:22.000]  有兩個的因素
[00:08:22.000 --> 00:08:25.000]  在聖經裡面我們看到
[00:08:25.000 --> 00:08:26.000]  特別是在他身上
[00:08:26.000 --> 00:08:29.000]  我們要欣賞
[00:08:29.000 --> 00:08:32.000]  我們要學習的
[00:08:32.000 --> 00:08:36.000]  因為他就好像我們普通一個人一樣
[00:08:36.000 --> 00:08:40.000]  就是他的家庭背景
[00:08:40.000 --> 00:08:44.000]  他的家庭背景對他的影響很大
[00:08:44.000 --> 00:08:48.000]  很多的家庭對小朋友
[00:08:48.000 --> 00:08:51.000]  對青年人的影響不大
[00:08:51.000 --> 00:08:54.000]  甚至有壞的影響
[00:08:54.000 --> 00:09:00.000]  這是最可惜的事情
[00:09:00.000 --> 00:09:02.000]  提摩太的家庭背景
[00:09:02.000 --> 00:09:09.000]  很適切地準備他成為保羅的同工
[00:09:09.000 --> 00:09:13.000]  去到處傳福音
[00:09:13.000 --> 00:09:17.000]  被保羅差派去這裡教會那裡教會
[00:09:17.000 --> 00:09:21.000]  去解決問題
[00:09:21.000 --> 00:09:24.000]  所以家庭背景對一個小朋友
[00:09:24.000 --> 00:09:26.000]  對一個年輕人
[00:09:26.000 --> 00:09:31.000]  他的成長是非常非常重要的
[00:09:31.000 --> 00:09:34.000]  今天很多的父母
[00:09:34.000 --> 00:09:36.000]  很多家庭忽略了這件事
[00:09:36.000 --> 00:09:39.000]  所以不能夠被神使用
[00:09:39.000 --> 00:09:49.000]  來栽培這個有美好品格的門徒
[00:09:49.000 --> 00:09:56.000]  我們來看看提摩太的家庭背景
[00:09:56.000 --> 00:09:58.000]  第一我們留意到
[00:09:58.000 --> 00:10:00.000]  他爸爸是希臘人
[00:10:00.000 --> 00:10:02.000]  媽媽是猶太人
[00:10:02.000 --> 00:10:05.000]  這種結合
[00:10:05.000 --> 00:10:07.000]  作為一個這樣的家庭
[00:10:07.000 --> 00:10:09.000]  爸爸是外邦人
[00:10:09.000 --> 00:10:13.000]  媽媽是虔誠的猶太人
[00:10:13.000 --> 00:10:19.000]  對提摩太的影響是什麼呢
[00:10:19.000 --> 00:10:25.000]  一方面他了解到希臘外邦人
[00:10:25.000 --> 00:10:27.000]  他們的生活習慣是怎樣
[00:10:27.000 --> 00:10:35.000]  因為他爸爸就是這樣的人
[00:10:35.000 --> 00:10:39.000]  同時他有一個敬虔的祖母
[00:10:39.000 --> 00:10:41.000]  敬虔的母親
[00:10:41.000 --> 00:10:45.000]  這個萊爾和這個有尼基
[00:10:45.000 --> 00:10:48.000]  他是一個熱心的猶太人
[00:10:48.000 --> 00:10:51.000]  對聖經很熟悉的
[00:10:51.000 --> 00:10:57.000]  很懂得來栽培教導提摩太
[00:10:57.000 --> 00:11:01.000]  要認識神,認識聖經
[00:11:01.000 --> 00:11:05.000]  認識怎樣在這個社會裏面做人
[00:11:05.000 --> 00:11:12.000]  所以提摩太至少得到他媽媽和祖母的栽培
[00:11:12.000 --> 00:11:14.000]  你看一個這樣的組合
[00:11:14.000 --> 00:11:23.000]  是不是很適合作為保羅的同工
[00:11:23.000 --> 00:11:26.000]  因為保羅是被神呼召去向外邦人
[00:11:26.000 --> 00:11:31.000]  特別向外邦人傳福音
[00:11:31.000 --> 00:11:39.000]  而提摩太至少就有外邦人
[00:11:39.000 --> 00:11:41.000]  有外邦人作為他爸爸
[00:11:41.000 --> 00:11:45.000]  了解外邦人的情況是怎樣
[00:11:45.000 --> 00:11:49.000]  也有敬虔的祖母和媽媽
[00:11:49.000 --> 00:12:04.000]  將神的話語給他栽培他的生命
[00:12:04.000 --> 00:12:08.000]  神創造人類的時候
[00:12:08.000 --> 00:12:10.000]  為我們設計
[00:12:10.000 --> 00:12:13.000]  究竟一個人出生之後
[00:12:13.000 --> 00:12:15.000]  他要成長的
[00:12:15.000 --> 00:12:17.000]  他要栽培的
[00:12:17.000 --> 00:12:21.000]  究竟是誰栽培他呢
[00:12:21.000 --> 00:12:23.000]  他怎樣成長呢
[00:12:23.000 --> 00:12:27.000]  神給他一個環境就是家庭
[00:12:27.000 --> 00:12:30.000]  所以神設計這個婚姻的制度
[00:12:30.000 --> 00:12:34.000]  神設計這個家庭的制度
[00:12:34.000 --> 00:12:37.000]  要人出生之後
[00:12:37.000 --> 00:12:42.000]  在爸爸媽媽家庭裡面
[00:12:42.000 --> 00:12:48.000]  是被栽培來成長的
[00:12:48.000 --> 00:12:54.000]  這是非常重要的一個真理
[00:12:54.000 --> 00:12:58.000]  因為今天的世界來說
[00:12:58.000 --> 00:13:01.000]  神起初創造的時候
