
[00:00:00.000 --> 00:00:03.320]  《祈恩典》這首詩歌是一首我們熟悉
[00:00:03.320 --> 00:00:05.800]  但又覺得陌生的一首詩歌
[00:00:05.800 --> 00:00:08.480]  《祈恩典》這首詩歌是我們也熟悉
[00:00:08.480 --> 00:00:10.680]  但是也覺得瘋生的一首詩歌
[00:00:10.680 --> 00:00:13.800]  特別是今天詩琴彈得比較特別一點
[00:00:13.800 --> 00:00:16.120]  我們都不知道怎樣唱的時候
[00:00:16.120 --> 00:00:18.600]  特別今天詩情彈得比較特別
[00:00:18.600 --> 00:00:19.840]  我們也不知道怎樣去唱
[00:00:19.840 --> 00:00:22.760]  不是我們一般唱的那種唱法
[00:00:22.760 --> 00:00:25.120]  因為不是我們一般來唱的唱法
[00:00:25.120 --> 00:00:27.760]  其實我們說熟悉
[00:00:27.760 --> 00:00:31.520]  不單止是我們基督徒會唱這首詩歌
[00:00:31.520 --> 00:00:35.160]  我們說熟悉不單止是基督徒懂得怎樣去唱
[00:00:35.160 --> 00:00:38.680]  我相信很多非基督徒都會唱這首詩歌
[00:00:38.680 --> 00:00:42.120]  我相信很多非基督徒們也懂得這首詩歌
[00:00:42.120 --> 00:00:46.480]  很多電影或者電視劇
[00:00:46.480 --> 00:00:50.680]  有時候都會用它作為音樂背景
[00:00:50.680 --> 00:00:56.120]  很常在電視上看到他們用這首歌來做音樂背景
[00:00:56.120 --> 00:00:58.360]  但是當我們說它陌生的時候
[00:00:58.360 --> 00:01:03.480]  可能你只知道關於這首詩歌的一些東西
[00:01:03.480 --> 00:01:05.040]  但是當我們說「播生」的時候
[00:01:05.040 --> 00:01:07.640]  是因為我們不懂得當中一些的事
[00:01:07.640 --> 00:01:09.880]  知不知道作者是誰?
[00:01:09.880 --> 00:01:12.600]  我們知道作者是誰嗎?
[00:01:12.600 --> 00:01:14.080]  知道的你舉手就可以了
[00:01:14.080 --> 00:01:15.600]  我看看有多少人知道
[00:01:15.600 --> 00:01:17.440]  如果你知道的話你舉手一下
[00:01:17.440 --> 00:01:18.200]  有沒有?
[00:01:18.200 --> 00:01:19.200]  一個而已
[00:01:19.200 --> 00:01:20.320]  兩個
[00:01:20.320 --> 00:01:22.000]  兩個?
[00:01:22.000 --> 00:01:22.600]  一個
[00:01:22.600 --> 00:01:24.640]  有兩個
[00:01:24.640 --> 00:01:26.640]  那考一下SK先
[00:01:26.640 --> 00:01:29.600]  請SK先說
[00:01:29.600 --> 00:01:32.640]  哈哈哈哈
[00:01:32.640 --> 00:01:38.320]  中了一半
[00:01:38.320 --> 00:01:42.680]  師母知道John Newton
[00:01:42.680 --> 00:01:45.400]  他是約翰·牛頓
[00:01:45.400 --> 00:01:47.520]  他是約翰·牛頓
[00:01:47.520 --> 00:01:50.280]  都相當出名的了
[00:01:50.280 --> 00:01:51.920]  如果你要懂得唱這首詩歌
[00:01:51.920 --> 00:01:57.120]  你就要知道約翰·牛頓這位人士了
[00:01:57.120 --> 00:01:59.160]  如果你要懂得唱這首歌的話
[00:01:59.160 --> 00:02:00.920]  你就要懂得這位人士
[00:02:00.920 --> 00:02:03.040]  但是我相信除了這件事
[00:02:03.040 --> 00:02:06.040]  可能你還有很多東西你都還沒有認識的
[00:02:06.040 --> 00:02:07.360]  你對這首詩歌
[00:02:07.360 --> 00:02:09.200]  我相信除了他的名字以外
[00:02:09.200 --> 00:02:11.640]  你還是有很多的你是還沒有認識的
[00:02:11.640 --> 00:02:14.000]  譬如我問你這首詩歌是什麼時代
[00:02:14.000 --> 00:02:15.720]  或者什麼年代的詩歌呢?
[00:02:15.720 --> 00:02:18.120]  當然現在出了那個
[00:02:18.120 --> 00:02:19.400]  哈哈哈哈
[00:02:19.400 --> 00:02:21.400]  那個人的下面有那個年代
[00:02:21.400 --> 00:02:23.080]  你就知道是什麼年代了
[00:02:23.080 --> 00:02:24.560]  是什麼年代了?
[00:02:24.560 --> 00:02:26.000]  那是什麼年代了?
[00:02:26.000 --> 00:02:27.080]  第幾世紀了?
[00:02:27.080 --> 00:02:27.920]  是第幾世紀?
[00:02:27.920 --> 00:02:30.120]  18世紀了
[00:02:30.120 --> 00:02:30.760]  好了
[00:02:30.760 --> 00:02:33.920]  但是這首詩歌
[00:02:33.920 --> 00:02:36.760]  18世紀只不過是歌詞
[00:02:36.760 --> 00:02:40.960]  這位約翰·牛頓只是寫了歌詞
[00:02:40.960 --> 00:02:43.320]  他不是作曲的那位
[00:02:43.320 --> 00:02:45.680]  但是在18世紀的時候
[00:02:45.680 --> 00:02:49.040]  John他只是寫了歌詞而已
[00:02:49.040 --> 00:02:50.440]  還沒有作曲
[00:02:50.440 --> 00:02:51.560]  有的了
[00:02:51.560 --> 00:02:52.240]  有歌的了
[00:02:52.240 --> 00:02:54.920]  不過歌是美國的民歌
[00:02:54.920 --> 00:02:57.680]  但是歌是美國的民歌來的
[00:02:57.680 --> 00:02:59.960]  譬如我問你這首詩歌有多少節呢?
[00:02:59.960 --> 00:03:02.560]  那麼這首詩歌有多少節?
[00:03:02.560 --> 00:03:03.440]  你馬上想一下
[00:03:03.440 --> 00:03:05.160]  剛才我唱了多少節呢?
[00:03:05.160 --> 00:03:06.120]  可能你會想
[00:03:06.120 --> 00:03:08.840]  剛才我唱了多少節呢?
[00:03:08.840 --> 00:03:09.960]  如果你就算記得
[00:03:09.960 --> 00:03:11.000]  剛才唱了四節
[00:03:11.000 --> 00:03:11.960]  你都是錯的
[00:03:11.960 --> 00:03:13.800]  如果你記得是四節
[00:03:13.800 --> 00:03:16.040]  你也是錯的了
[00:03:16.040 --> 00:03:18.320]  因為其實是有六節的
[00:03:18.320 --> 00:03:20.000]  因為其實它有六節
[00:03:20.000 --> 00:03:21.440]  你在很多詩歌裡面
[00:03:21.440 --> 00:03:23.760]  你只能找到四節
[00:03:23.760 --> 00:03:25.080]  在很多詩歌上面
[00:03:25.080 --> 00:03:26.800]  我們找到的只是四節而已
[00:03:26.800 --> 00:03:27.840]  真真正正來說
[00:03:27.840 --> 00:03:31.280]  你可以找到有六節歌詞的這首詩歌
[00:03:31.280 --> 00:03:33.320]  但是原曲它是有六節的
[00:03:33.320 --> 00:03:35.200]  但是很有趣的就是
[00:03:35.200 --> 00:03:38.480]  我們一向唱的這四節的詩歌
[00:03:38.480 --> 00:03:39.520]  但是很奇怪的
[00:03:39.520 --> 00:03:43.240]  就是我們常常唱的四節的詩歌
[00:03:43.240 --> 00:03:45.320]  但是四節不是他作的
[00:03:45.320 --> 00:03:48.520]  第四節卻不是他寫的
[00:03:48.520 --> 00:03:51.400]  是另外一個叫做John的人作的
[00:03:51.400 --> 00:03:54.480]  確實另外一位John他寫的
[00:03:54.480 --> 00:03:56.520]  不過他叫做John Rees
[00:03:56.520 --> 00:03:58.320]  他的名字叫John Rees
[00:03:58.320 --> 00:03:59.680]  就不是John Newton了
[00:03:59.680 --> 00:04:00.800]  他不是John Newton
[00:04:00.800 --> 00:04:03.240]  是後來他補充的
[00:04:03.240 --> 00:04:04.920]  是後來他補充上去的
[00:04:04.920 --> 00:04:06.840]  1859年的時候寫的
[00:04:06.840 --> 00:04:09.720]  在1859年的時候他寫的
[00:04:09.720 --> 00:04:10.680]  還有就是說
[00:04:10.680 --> 00:04:13.200]  當John Newton寫這首詩歌的時候
[00:04:13.200 --> 00:04:16.160]  還有在John Newton他寫這首詩歌的時候
[00:04:16.160 --> 00:04:18.600]  奇因點不是他的歌名
[00:04:18.600 --> 00:04:20.920]  奇因點不是他的歌的名字
[00:04:20.920 --> 00:04:24.560]  意思是Amazing Grace不是他原本的歌名
[00:04:24.560 --> 00:04:27.120]  Amazing Grace不是他原本的歌名
[00:04:27.120 --> 00:04:30.280]  是Faith, Review and Expectation
[00:04:30.280 --> 00:04:32.000]  才是那個歌名
[00:04:32.000 --> 00:04:34.240]  剛才那個是他的歌名
[00:04:34.240 --> 00:04:37.560]  就是信心或者信仰的回顧及展望
[00:04:37.560 --> 00:04:41.880]  是信心或是信仰的回顧和展望
[00:04:41.880 --> 00:04:44.400]  就是他有這首詩歌裡面
[00:04:44.400 --> 00:04:46.680]  你見到他回顧他之前怎樣
[00:04:46.680 --> 00:04:47.600]  後來怎樣
[00:04:47.600 --> 00:04:49.000]  以後會怎樣的
[00:04:49.000 --> 00:04:50.760]  就是他寫這首詩歌的時候
[00:04:50.760 --> 00:04:52.200]  他就想到他以前
[00:04:52.200 --> 00:04:53.920]  現在跟將來他會怎樣
[00:04:53.920 --> 00:04:56.080]  但是當後來人們覺得
[00:04:56.080 --> 00:04:59.680]  用歌詞的第一個片語來做歌名的時候
[00:04:59.680 --> 00:05:00.880]  就更加有意思了
[00:05:00.880 --> 00:05:03.960]  後來有人覺得用歌詞的片語
[00:05:03.960 --> 00:05:07.120]  第一句來做他的歌名就更有意思
[00:05:07.120 --> 00:05:10.160]  所以後來就叫做《奇因點》這首詩歌
[00:05:10.160 --> 00:05:12.240]  所以後來《奇因點》就出來了
[00:05:12.240 --> 00:05:15.040]  你見到《奇因點》這首詩歌是John Newton
[00:05:15.040 --> 00:05:17.600]  他對上帝的恩典的回顧
[00:05:17.600 --> 00:05:20.280]  我們看到《奇因點》這首詩歌是
[00:05:20.280 --> 00:05:23.320]  John Newton他對上帝給他的恩典的回顧
[00:05:23.320 --> 00:05:24.800]  他最感受到
[00:05:24.800 --> 00:05:28.480]  怎樣由一個罪人變成一個蒙恩的人
[00:05:28.480 --> 00:05:30.440]  他最感受得到的就是怎樣
[00:05:30.440 --> 00:05:32.840]  從一個罪人變成一個蒙恩的人
[00:05:32.840 --> 00:05:35.440]  我們基督徒跟罪人有什麼分別?
[00:05:35.440 --> 00:05:38.240]  其實我們基督徒跟罪人有什麼分別嗎?
