
[00:00:00.000 --> 00:00:02.960]  最近幾天之內
[00:00:02.960 --> 00:00:04.960]  我有很多的感觸
[00:00:04.960 --> 00:00:08.800]  首先第一個感觸
[00:00:08.800 --> 00:00:12.280]  連續兩個家庭發生家庭的慘劇
[00:00:12.280 --> 00:00:18.800]  都是兒子被懷疑
[00:00:18.800 --> 00:00:21.320]  一個是因為錢財的問題
[00:00:21.320 --> 00:00:25.480]  一個是因為打擊父母干涉
[00:00:25.480 --> 00:00:27.480]  也知道
[00:00:27.480 --> 00:00:31.120]  頭一個為錢財的人
[00:00:31.120 --> 00:00:33.800]  把父母殺掉
[00:00:33.800 --> 00:00:35.800]  碎屍
[00:00:35.800 --> 00:00:37.800]  另外一個
[00:00:37.800 --> 00:00:42.000]  在新界八鄉那個地帶
[00:00:42.000 --> 00:00:44.600]  這個十八歲的兒子
[00:00:44.600 --> 00:00:48.120]  因為打擊被父母干涉
[00:00:48.120 --> 00:00:51.000]  結果把父親殺死
[00:00:51.000 --> 00:00:55.600]  母親被斬到重傷送到醫院去
[00:00:57.880 --> 00:01:00.200]  這兩個新聞對我來講
[00:01:00.200 --> 00:01:01.800]  我深深感覺到
[00:01:01.800 --> 00:01:04.280]  這個是香港一個悲劇
[00:01:04.280 --> 00:01:07.200]  也是我們現在這個世代一個悲劇
[00:01:07.200 --> 00:01:08.560]  往往很多的時候
[00:01:08.560 --> 00:01:12.640]  非常非常小的芝麻酸皮的小事
[00:01:12.640 --> 00:01:15.000]  可以讓成一個
[00:01:15.000 --> 00:01:17.000]  很大很大的悲劇
[00:01:17.000 --> 00:01:20.200]  第二個兩天前
[00:01:20.200 --> 00:01:22.840]  一個的新聞也是給我一個很大的
[00:01:22.840 --> 00:01:24.840]  一個悲哀的感覺
[00:01:25.720 --> 00:01:27.720]  因為父親
[00:01:27.720 --> 00:01:33.120]  要送一部平板的電腦
[00:01:33.120 --> 00:01:35.120]  跟一部的手機
[00:01:35.120 --> 00:01:37.120]  給他十幾歲的女兒
[00:01:37.120 --> 00:01:41.440]  但送給他的時間
[00:01:41.440 --> 00:01:43.440]  有一個交換的條件
[00:01:43.440 --> 00:01:47.040]  這個交換的條件
[00:01:47.040 --> 00:01:50.680]  就是他要求女兒
[00:01:50.680 --> 00:01:53.560]  跟他發生性的關係
[00:01:55.080 --> 00:01:56.960]  而這個女兒
[00:01:56.960 --> 00:02:00.000]  未遇到這個平板的電腦
[00:02:00.000 --> 00:02:01.760]  跟這個手機
[00:02:01.760 --> 00:02:03.760]  竟然也願意
[00:02:03.760 --> 00:02:07.720]  結果
[00:02:07.720 --> 00:02:12.680]  這個父親被抓 被檢控
[00:02:12.680 --> 00:02:14.680]  帶來的結果怎麼樣
[00:02:14.680 --> 00:02:17.080]  實在引起了很多很多人
[00:02:17.080 --> 00:02:19.080]  一個問題
[00:02:19.080 --> 00:02:23.080]  親愛的弟兄姐們
[00:02:23.080 --> 00:02:25.800]  到底今天是個怎麼樣的世界
[00:02:25.800 --> 00:02:29.000]  一個多禮拜前
[00:02:29.000 --> 00:02:32.320]  連續幾個弟兄姐妹問我一個問題
[00:02:32.320 --> 00:02:36.280]  在最近有一個有關同性戀的講座
[00:02:36.280 --> 00:02:39.280]  有一個神學院的教授
[00:02:39.280 --> 00:02:42.800]  我都不妨講出來是中文大學的
[00:02:42.800 --> 00:02:44.800]  在那個地方說
[00:02:44.800 --> 00:02:48.280]  同性戀不是罪
[00:02:48.280 --> 00:02:51.720]  這幾個弟兄姐妹繼續不斷地問我
[00:02:51.720 --> 00:02:54.720]  我的意見 我的立場到底怎麼樣
[00:02:54.720 --> 00:02:58.120]  我對他說
[00:02:58.120 --> 00:02:59.800]  中文大學
[00:02:59.800 --> 00:03:02.160]  一個神學院的教授說同性戀不是罪
[00:03:02.160 --> 00:03:04.160]  我一點也不出奇
[00:03:04.160 --> 00:03:08.160]  因為中文大學教神學的人可以不得救的
[00:03:08.160 --> 00:03:10.400]  可以不信的 也同樣可以教
[00:03:10.400 --> 00:03:12.400]  因為它是個學術
[00:03:12.400 --> 00:03:14.720]  第二個方面呢
[00:03:14.720 --> 00:03:17.560]  讀的人也不一定要求從生得救
[00:03:17.560 --> 00:03:19.560]  任何人都可以讀的
[00:03:19.560 --> 00:03:21.960]  因為這個是大學
[00:03:21.960 --> 00:03:23.960]  是個學術的東西
[00:03:23.960 --> 00:03:27.480]  但是我就跟他說
[00:03:27.480 --> 00:03:30.000]  除非一個人不看聖經
[00:03:30.000 --> 00:03:32.480]  要是看聖經 看到歷未盡的十八章
[00:03:32.480 --> 00:03:33.880]  二十二章 二十章
[00:03:33.880 --> 00:03:34.960]  然後跟下來
[00:03:34.960 --> 00:03:38.040]  羅馬說的 提木泰前說的 哥林多前說的
[00:03:38.040 --> 00:03:40.400]  很多很多的經文
[00:03:40.400 --> 00:03:43.720]  我相信沒有任何方法可以
[00:03:43.720 --> 00:03:46.560]  把那些解釋掉
[00:03:46.560 --> 00:03:49.840]  那是實實在在是存在
[00:03:49.840 --> 00:03:51.360]  那有弟兄告訴我說
[00:03:51.360 --> 00:03:53.560]  他的論調是
[00:03:53.560 --> 00:03:56.160]  舊約已經過時了
[00:03:56.160 --> 00:03:58.960]  我跟著下來我就對他說
[00:03:58.960 --> 00:04:00.640]  舊約
[00:04:00.640 --> 00:04:05.520]  什麼地方告訴我們說已經過時呢
[00:04:05.520 --> 00:04:08.320]  原來有人
[00:04:08.320 --> 00:04:12.960]  用耶穌的例子
[00:04:12.960 --> 00:04:16.800]  耶穌已經不守猶太人的律法了
[00:04:16.800 --> 00:04:19.920]  因為這個緣故在耶穌里只有愛
[00:04:19.920 --> 00:04:22.000]  沒有律法
[00:04:22.000 --> 00:04:23.800]  非常危險
[00:04:23.800 --> 00:04:28.280]  只有愛 沒有律法
[00:04:28.280 --> 00:04:31.720]  我跟他下來 那麼你信新約嗎
[00:04:31.720 --> 00:04:33.560]  他說
[00:04:33.560 --> 00:04:39.240]  啊 看看吧
[00:04:39.240 --> 00:04:40.400]  我就跟他說
[00:04:40.400 --> 00:04:42.040]  不是光光看
[00:04:42.040 --> 00:04:46.600]  要是看到聖經 新約 耶穌都非常清楚地告訴我們
[00:04:46.600 --> 00:04:51.000]  律法到現在沒有廢棄
[00:04:51.000 --> 00:04:54.640]  你會遵守嗎
[00:04:54.640 --> 00:04:56.800]  他沒有回應
[00:04:56.800 --> 00:04:59.920]  現在就給我們來看看今天
[00:04:59.920 --> 00:05:02.120]  整個的世界
[00:05:02.120 --> 00:05:04.640]  我們對著神的標準 對著這個律法
[00:05:04.640 --> 00:05:06.400]  每個人都知道
[00:05:06.400 --> 00:05:10.440]  神的律法要求非常高
[00:05:10.440 --> 00:05:14.280]  因為這個緣故有三種不同的看法對著神的律法
[00:05:14.280 --> 00:05:18.520]  第一個律法 神只是講出來
[00:05:18.520 --> 00:05:20.440]  祂是講
[00:05:20.440 --> 00:05:23.440]  但祂也明知道你們信不到的
[00:05:23.440 --> 00:05:26.560]  不過你們都要知道
[00:05:26.560 --> 00:05:27.920]  換句話說
[00:05:27.920 --> 00:05:32.920]  神的律是給人知而已 是給人知的
[00:05:32.920 --> 00:05:37.800]  第二種的 第二種的立場
[00:05:37.800 --> 00:05:40.560]  就是他們把神的標準
[00:05:40.560 --> 00:05:43.200]  盡量合理性化
[00:05:43.200 --> 00:05:44.920]  什麼是合理性化呢
[00:05:44.920 --> 00:05:46.040]  舉個例子嘛
[00:05:46.040 --> 00:05:49.400]  最近有些東方散仗的人
