
[00:00:00.000 --> 00:00:03.120]  好 我們連續劇講到哪裡了
[00:00:03.120 --> 00:00:09.840]  你們這有追劇的 追連續劇的
[00:00:09.840 --> 00:00:14.600]  希望能夠把這個追劇的習慣改成 追崇拜
[00:00:14.600 --> 00:00:17.080]  追信息 追主的話
[00:00:17.080 --> 00:00:19.760]  好 我們來看看 上禮拜我們講什麼 不是上禮拜
[00:00:19.760 --> 00:00:21.360]  上上禮拜我講什麼
[00:00:21.360 --> 00:00:29.360]  上上禮拜太遠了 那上禮拜講什麼 張牧師講什麼
[00:00:30.000 --> 00:00:39.760]  跨野中的見界
[00:00:39.760 --> 00:00:41.120]  他首先做了感謝的禱告
[00:00:41.120 --> 00:00:44.880]  接著他為格羅西信徒禱告一個很重要的禱告
[00:00:44.880 --> 00:00:47.200]  我們花了好幾次時間在講 是不是
[00:00:47.200 --> 00:00:49.160]  我們上次講什麼呢
[00:00:49.160 --> 00:00:52.160]  我們上次講到 力上加力 是不是
[00:00:52.160 --> 00:00:57.680]  我們倒退 我們說 一個人如果知道神的旨意
[00:00:59.680 --> 00:01:02.640]  也就是說 他知道神的旨意
[00:01:02.640 --> 00:01:05.680]  這件事情是保羅一再為他們禱告的
[00:01:05.680 --> 00:01:08.760]  要明白神的心意 要真心的知道
[00:01:08.760 --> 00:01:10.640]  要滿心知道神的旨意
[00:01:10.640 --> 00:01:14.400]  為什麼呢 因為滿心知道神的旨意
[00:01:14.400 --> 00:01:19.800]  你們就會凡事討他喜悅
[00:01:19.800 --> 00:01:26.240]  然後接著有四個分詞
[00:01:27.320 --> 00:01:30.320]  帶出了保羅在為他們禱告
[00:01:30.320 --> 00:01:32.800]  讓他們能夠明白神的旨意
[00:01:32.800 --> 00:01:36.920]  會有哪四方面的特徵或哪四方面的結果
[00:01:36.920 --> 00:01:38.800]  那麼第一個結果是什麼呢
[00:01:38.800 --> 00:01:42.320]  就是多結果值 是不是
[00:01:42.320 --> 00:01:44.040]  第二個結果是什麼呢
[00:01:44.040 --> 00:01:46.440]  就是多認識神
[00:01:46.440 --> 00:01:48.600]  第三個結果是什麼呢
[00:01:48.600 --> 00:01:50.880]  就是力上加力
[00:01:50.880 --> 00:01:56.040]  那第四個是什麼呢
[00:01:56.200 --> 00:01:57.840]  第四個就是今天所說的
[00:01:57.840 --> 00:02:01.840]  保羅說 感謝又感謝父
[00:02:01.840 --> 00:02:08.080]  教我們人與眾聖徒在光明中同得基業
[00:02:08.080 --> 00:02:14.760]  其實保羅的這一個感謝父
[00:02:14.760 --> 00:02:18.000]  是從十二節一直到十四節
[00:02:18.000 --> 00:02:20.600]  但是我看一下時間
[00:02:20.600 --> 00:02:22.320]  我想絕對講不完
[00:02:22.320 --> 00:02:24.000]  所以我就講十二節
[00:02:24.160 --> 00:02:26.280]  下禮拜我們再講十三十四節
[00:02:26.280 --> 00:02:29.160]  保羅在這裡說 又感謝父
[00:02:29.160 --> 00:02:34.440]  教我們人與眾聖徒在光明中同得基業
[00:02:34.440 --> 00:02:37.520]  換句話說 保羅說你如果認識這位神
[00:02:37.520 --> 00:02:38.840]  你知道他的旨意
[00:02:38.840 --> 00:02:41.480]  你的人生就會是一個感恩的人生
[00:02:41.480 --> 00:02:44.760]  一個基督徒的行事為人
[00:02:44.760 --> 00:02:47.520]  哪四方面看出來 這裡說多結果子
[00:02:47.520 --> 00:02:49.240]  一個基督徒認識神的旨意
[00:02:49.240 --> 00:02:50.280]  他就會多結果子
[00:02:50.280 --> 00:02:52.280]  一個基督徒認識神的旨意
[00:02:52.440 --> 00:02:55.280]  他就會更多的認識神 知道神
[00:02:55.280 --> 00:02:57.920]  一個基督徒他如果知道神的旨意
[00:02:57.920 --> 00:03:02.200]  他就會能夠在凡事上寬容忍耐
[00:03:02.200 --> 00:03:04.840]  而且是歡歡喜喜的寬容忍耐
[00:03:04.840 --> 00:03:07.160]  那這個力量從哪裡來
[00:03:07.160 --> 00:03:10.880]  這個力量是靠著 靠著從神而來的力量
[00:03:10.880 --> 00:03:17.000]  所以保羅說 如果你真知道神的旨意
[00:03:17.000 --> 00:03:18.360]  你就會有這些特徵
[00:03:18.360 --> 00:03:20.480]  所以最後一個特徵他提到說
[00:03:20.480 --> 00:03:22.240]  你如果真知道神的旨意
[00:03:22.360 --> 00:03:23.880]  你如果真認識這位神
[00:03:23.880 --> 00:03:26.880]  那麼你的人生就會是一個感恩的人生
[00:03:26.880 --> 00:03:31.960]  又感謝父神 又感謝了父神
[00:03:31.960 --> 00:03:34.360]  前頭準備
[00:03:34.360 --> 00:03:40.960]  我們如果買了一棟新房會不會感謝神
[00:03:40.960 --> 00:03:43.000]  會不會 會嗎
[00:03:43.000 --> 00:03:45.920]  我記得在臺灣的長老教會
[00:03:45.920 --> 00:03:47.920]  他們有個很好的傳統
[00:03:47.920 --> 00:03:51.240]  也就是說他們無論是買新房
[00:03:52.680 --> 00:03:53.560]  搬新居
[00:03:53.560 --> 00:03:57.080]  或者是有什麼一些喜慶的事情
[00:03:57.080 --> 00:04:01.400]  他們會在家裡面舉行一個叫做感恩禮拜
[00:04:01.400 --> 00:04:07.400]  所以我也很希望能夠把這個傳統
[00:04:07.400 --> 00:04:08.240]  帶到我們教會來
[00:04:08.240 --> 00:04:10.360]  所以有時候我們教會一些弟兄姊妹們
[00:04:10.360 --> 00:04:13.680]  買了新居 他有告訴我 有邀請我去的話
[00:04:13.680 --> 00:04:15.680]  我就會一方面為他們祝福禱告
[00:04:15.680 --> 00:04:17.920]  也會一方面為他們捷作捷徑禱告
[00:04:17.920 --> 00:04:21.000]  一方面也為代理他們一起做感恩的禮拜
[00:04:22.120 --> 00:04:24.280]  親愛的弟兄姊妹 我們捷徒圖的人生
[00:04:24.280 --> 00:04:26.160]  應該是一個感恩的人生 是不是
[00:04:26.160 --> 00:04:27.720]  買了房子要不要感恩
[00:04:27.720 --> 00:04:31.440]  娶了老婆要不要感恩
[00:04:31.440 --> 00:04:34.560]  生了孫子要不要感恩
[00:04:34.560 --> 00:04:37.600]  健健康康要不要感恩
[00:04:37.600 --> 00:04:42.320]  親愛的弟兄姊妹 我們都知道要為這些事情感恩
[00:04:42.320 --> 00:04:42.640]  對不對
[00:04:42.640 --> 00:04:45.960]  但是保羅在這個地方講的東西
[00:04:45.960 --> 00:04:48.160]  是一個可能你從來沒想過的
[00:04:48.160 --> 00:04:50.880]  可能你去做捷徒圖做了這麼多年
[00:04:51.120 --> 00:04:53.600]  可能你很少 我不敢講你完全沒有
[00:04:53.600 --> 00:04:56.320]  可能你很少為這件事情來感恩
[00:04:56.320 --> 00:04:58.920]  保羅說這件感恩的事情是什麼呢
[00:04:58.920 --> 00:05:06.480]  他說 教我們人與眾聖徒在光明中同得積業
[00:05:06.480 --> 00:05:11.720]  這句話好抽象
[00:05:11.720 --> 00:05:14.120]  是懂又非懂
[00:05:14.120 --> 00:05:17.360]  什麼叫在光明中同得積業
[00:05:17.360 --> 00:05:20.120]  首先我們要明白一件事情 什麼叫積業
[00:05:20.960 --> 00:05:21.720]  什麼叫積業
[00:05:21.720 --> 00:05:25.200]  這個用詞比較聖經化
[00:05:25.200 --> 00:05:26.880]  講簡單一點
[00:05:26.880 --> 00:05:28.360]  什麼叫積業
[00:05:28.360 --> 00:05:33.240]  這是英文的
[00:05:33.240 --> 00:05:36.080]  我們有講英文的人們也看一下
[00:05:36.080 --> 00:05:39.080]  剛才我所說的這四個四件事情
[00:05:39.080 --> 00:05:42.720]  你可以看見在英文聖經裡面翻譯裡面開始
[00:05:42.720 --> 00:05:45.120]  這四件事情都是從什麼
[00:05:47.240 --> 00:05:52.800]  原文的分詞他都用什麼 加ing
[00:05:52.800 --> 00:05:54.520]  是不是
[00:05:54.520 --> 00:05:59.360]  所以保羅第四個就是說
[00:05:59.360 --> 00:06:05.040]  說他感謝神 感謝父神
[00:06:05.040 --> 00:06:11.680]  讓我們能夠在與眾聖徒在光明中同得積業
[00:06:11.680 --> 00:06:16.000]  積業是什麼
[00:06:17.360 --> 00:06:22.960]  積業這個字其實原文的意思是好像抽籤
[00:06:22.960 --> 00:06:26.440]  你說抽籤 抽籤跟這有什麼關係
[00:06:26.440 --> 00:06:30.680]  你要了解以色列人在攻打迦蘭地的時候
[00:06:30.680 --> 00:06:33.280]  他們首先做一件什麼事情
[00:06:33.280 --> 00:06:35.480]  他們抽籤分地
[00:06:35.480 --> 00:06:39.440]  以色列十二個支派他們抽籤分地
[00:06:39.440 --> 00:06:41.840]  好 這一個地給你 那個地方給你
[00:06:41.840 --> 00:06:42.880]  他們抽籤分地
[00:06:42.880 --> 00:06:45.000]  所以是從這個概念來的
[00:06:45.120 --> 00:06:47.240]  所以積業就代表著什麼呢
[00:06:47.240 --> 00:06:48.560]  其實簡單的說
[00:06:48.560 --> 00:06:51.160]  我們不用講那麼多什麼原文怎麼說
[00:06:51.160 --> 00:06:53.680]  簡單的說什麼叫做積業
[00:06:53.680 --> 00:06:55.640]  積業就是產業
[00:06:55.640 --> 00:06:58.440]  積業就是property
[00:06:58.440 --> 00:07:00.960]  這樣懂嗎
[00:07:00.960 --> 00:07:02.960]  這樣懂嗎
[00:07:02.960 --> 00:07:08.840]  英文把它翻成inheritance
[00:07:08.840 --> 00:07:10.880]  什麼是inheritance
[00:07:10.880 --> 00:07:14.600]  文魁 你英文比較好 什麼叫inheritance
[00:07:15.120 --> 00:07:18.440]  遺產
[00:07:18.440 --> 00:07:25.040]  好 我等一下會一步一步講
[00:07:25.040 --> 00:07:27.280]  所以你就有一個概念
[00:07:27.280 --> 00:07:30.680]  這一個積業跟property有關係
[00:07:30.680 --> 00:07:32.560]  跟產業有關係
[00:07:32.560 --> 00:07:35.320]  跟這個產業
[00:07:35.320 --> 00:07:38.200]  property不一定是只有土地
[00:07:38.200 --> 00:07:41.800]  但是你可以看見在舊約裡面
[00:07:42.920 --> 00:07:45.440]  舊約聖經裡面從創世紀開始
[00:07:45.440 --> 00:07:47.960]  神就讓我們去有一個概念
[00:07:47.960 --> 00:07:50.800]  那個property的概念是什麼
[00:07:50.800 --> 00:07:55.840]  首先上帝叫亞當夏娃在伊甸園
[00:07:55.840 --> 00:07:56.280]  對不對
[00:07:56.280 --> 00:07:57.880]  做什麼
[00:07:57.880 --> 00:08:00.520]  管理 看守 看到沒有
[00:08:00.520 --> 00:08:02.760]  什麼叫管理
[00:08:02.760 --> 00:08:06.040]  老總懂不懂
[00:08:06.040 --> 00:08:08.560]  老總懂不懂
[00:08:10.680 --> 00:08:13.400]  亞當是伊甸園的老總 懂嗎
[00:08:13.400 --> 00:08:18.400]  或者是老總或者是老董
[00:08:18.400 --> 00:08:22.080]  總之上帝設立亞當
[00:08:22.080 --> 00:08:25.040]  然後造了一個夏娃幫助他
[00:08:25.040 --> 00:08:27.240]  他們人生的目標
[00:08:27.240 --> 00:08:28.600]  人生的目的就是什麼
[00:08:28.600 --> 00:08:30.800]  就是管理伊甸園
[00:08:30.800 --> 00:08:34.000]  記得這是神的計畫
[00:08:34.000 --> 00:08:39.160]  神造的人 神要人來管理權地
[00:08:39.520 --> 00:08:42.960]  天上的 飛的 地上爬的 海裡游的
[00:08:42.960 --> 00:08:45.000]  都交給他們來管理
[00:08:45.000 --> 00:08:46.160]  親愛的兄弟妹
[00:08:46.160 --> 00:08:48.680]  你們聽過我講得勝者的概念的時候
[00:08:48.680 --> 00:08:49.720]  就知道這件事情
[00:08:49.720 --> 00:08:53.160]  所以神交給亞當夏娃來管理伊甸園
[00:08:53.160 --> 00:08:57.520]  但是因為亞當夏娃犯罪失敗了
[00:08:57.520 --> 00:08:57.880]  對不對
[00:08:57.880 --> 00:09:02.320]  所以他們就從神的眼中被從伊甸園趕出來了
[00:09:02.320 --> 00:09:03.960]  但是記得一件事情
[00:09:03.960 --> 00:09:05.560]  神的計畫不會被攔住的
[00:09:05.560 --> 00:09:07.320]  撒旦雖然叫人犯罪
[00:09:07.320 --> 00:09:11.880]  人犯罪之後因此就好像失去了神對他們的期望
[00:09:11.880 --> 00:09:14.640]  可是神一直在要主動的要恢復
[00:09:14.640 --> 00:09:17.400]  使人重新回到他的計畫裡面來
