
[00:00:00.000 --> 00:00:05.000]  這篇詩篇成為了我們今年的主題的其中一篇講章
[00:00:05.000 --> 00:00:07.680]  因為這篇詩篇的主題是我所說的
[00:00:07.680 --> 00:00:10.080]  「上帝伴我成長」
[00:00:10.080 --> 00:00:12.400]  跟你隔壁一樣的聲音 「上帝伴你成長」
[00:00:12.400 --> 00:00:15.720]  我們今年的主題是要建立生命
[00:00:15.720 --> 00:00:18.440]  真正建立我們生命的是上帝
[00:00:18.440 --> 00:00:23.360]  整篇詩篇提到上帝兩個我們很少提及的屬性
[00:00:23.360 --> 00:00:28.880]  也是給我們很大的安慰的一篇詩篇
[00:00:28.880 --> 00:00:31.760]  因為上帝的全知 祂無所不知
[00:00:31.760 --> 00:00:37.200]  最令人感動的表述莫過於詩篇139篇
[00:00:37.200 --> 00:00:39.040]  詩人這樣說 詩人說
[00:00:39.040 --> 00:00:42.480]  上帝祢的全知讓我們的作息
[00:00:42.480 --> 00:00:45.560]  我們的存留 每一個動作
[00:00:45.560 --> 00:00:49.360]  背後的心思意念 上帝都瞭如指掌
[00:00:49.360 --> 00:00:53.560]  無論我們的動或靜的狀態當中
[00:00:53.560 --> 00:00:55.360]  神都知道一切
[00:00:55.360 --> 00:01:01.880]  我走路的思慮 躺下的圖謀 上帝都知道
[00:01:01.880 --> 00:01:04.440]  想像一下弟兄姊妹
[00:01:04.440 --> 00:01:08.120]  有人說所有宗教都是一樣的
[00:01:08.120 --> 00:01:11.320]  這個說法是錯誤的
[00:01:11.320 --> 00:01:14.440]  唯有這位上帝是全知的
[00:01:14.440 --> 00:01:17.400]  而祂的全知在詩篇139篇裏面
[00:01:17.400 --> 00:01:20.880]  詩人說讚歎祂作為奇妙的原因是什麼
[00:01:20.880 --> 00:01:22.560]  不是因為祂是全知
[00:01:22.560 --> 00:01:25.520]  而是想像一下如果祂是全知的上帝
[00:01:25.520 --> 00:01:28.200]  祂時刻與我們同在的話
[00:01:28.200 --> 00:01:30.800]  是極其可怕的事情
[00:01:30.800 --> 00:01:33.280]  有沒有想過呢 弟兄姊妹
[00:01:33.280 --> 00:01:34.440]  我們每時每刻
[00:01:34.440 --> 00:01:37.960]  腦海當中不斷閃出的淫邪之念
[00:01:37.960 --> 00:01:40.160]  心中充滿了疾痕
[00:01:40.160 --> 00:01:42.720]  心藏著隨時爆發的怨毒
[00:01:42.720 --> 00:01:44.400]  還有貪婪的慾望
[00:01:44.400 --> 00:01:45.600]  成功的渴求
[00:01:45.600 --> 00:01:46.880]  權力的野心
[00:01:46.880 --> 00:01:48.480]  虛榮的白日夢
[00:01:48.480 --> 00:01:50.120]  情慾的思念的快感
[00:01:50.120 --> 00:01:54.040]  一朝一夕在心中流轉
[00:01:54.040 --> 00:02:00.080]  不經意的要求達到目標而放棄原則
[00:02:00.080 --> 00:02:04.480]  說話為了時之快而不惜傷害別人
[00:02:04.480 --> 00:02:07.880]  為了掩飾自己的過錯和缺點
[00:02:07.880 --> 00:02:11.440]  可以說出誇大的說話
[00:02:11.440 --> 00:02:13.360]  如果上帝是全知的
[00:02:13.360 --> 00:02:14.960]  祂時刻與我們同在
[00:02:14.960 --> 00:02:17.040]  是不是極其可怕的事情
[00:02:17.040 --> 00:02:18.560]  上帝看到我們的一切
[00:02:18.560 --> 00:02:20.000]  就是如此醜陋
[00:02:20.000 --> 00:02:21.400]  跟你在下面說一聲
[00:02:21.400 --> 00:02:24.800]  你和我都是如此醜陋
[00:02:24.800 --> 00:02:28.600]  但是私人的讚嘆不是上帝的審判
[00:02:28.600 --> 00:02:33.000]  私人的讚嘆也不是上帝知道我們裏面的惡行
[00:02:33.000 --> 00:02:34.920]  私人的讚嘆是
[00:02:34.920 --> 00:02:41.200]  上帝竟然用祂的全知來保護你和我
[00:02:41.200 --> 00:02:42.680]  祂用了兩個形容詞
[00:02:42.680 --> 00:02:43.960]  第一個祂說
[00:02:43.960 --> 00:02:48.520]  祂是前後環繞著我
[00:02:48.520 --> 00:02:52.080]  環繞的原文有兩個可能性的解釋
[00:02:52.080 --> 00:02:55.080]  第一就是從從圍困
[00:02:55.080 --> 00:02:57.160]  就是攻打敵人的城牆的時候
[00:02:57.160 --> 00:03:00.120]  用一個戰術從從圍困
[00:03:00.120 --> 00:03:03.520]  但這一刻不是在說上帝面對的敵人
[00:03:03.520 --> 00:03:07.280]  上帝面對的兒女從從圍困
[00:03:07.280 --> 00:03:10.320]  上帝保護著我們
[00:03:10.320 --> 00:03:12.680]  所以在猶太人來說
[00:03:12.680 --> 00:03:17.360]  他們見到面不會說最重要是身體健康
[00:03:17.360 --> 00:03:20.720]  他們見到面又少說兩個字
[00:03:20.720 --> 00:03:24.880]  我們明天開始就會說出入平安
[00:03:24.880 --> 00:03:26.760]  猶太人不會說出入平安
[00:03:26.760 --> 00:03:29.080]  猶太人就是說平安
[00:03:29.080 --> 00:03:29.880]  為什麼?
[00:03:29.880 --> 00:03:35.800]  因為猶太人的平安比出入平安更加豐富的內容
[00:03:35.800 --> 00:03:40.200]  上帝從從圍繞保護著你和我
[00:03:40.200 --> 00:03:42.240]  而且這個字有另一個可能
[00:03:42.240 --> 00:03:44.120]  是解釋鞏固
[00:03:44.120 --> 00:03:47.120]  上帝內心鞏固著我們的生命
[00:03:47.120 --> 00:03:48.640]  就好像《畢所書》裡面說
[00:03:48.640 --> 00:03:50.080]  聖靈的大能在我們裡面
[00:03:50.080 --> 00:03:52.600]  讓我們成為一個剛強的人
[00:03:52.600 --> 00:03:54.400]  成為一個大丈夫
[00:03:54.400 --> 00:03:56.800]  這個就是上帝的全智
[00:03:56.800 --> 00:03:57.600]  第二
[00:03:57.600 --> 00:04:00.720]  上帝的按手在我們身上
[00:04:00.720 --> 00:04:02.000]  和你隔壁的人說一聲
[00:04:02.000 --> 00:04:05.560]  上帝的按手在你身上
[00:04:05.560 --> 00:04:08.080]  在猶太人讀起這段經文
[00:04:08.080 --> 00:04:12.120]  很自然就想起一個偉人的獨特經歷
[00:04:12.120 --> 00:04:14.200]  這位就是摩西
[00:04:14.200 --> 00:04:15.880]  摩西要求上帝跟他說
[00:04:15.880 --> 00:04:18.120]  我想見一下你的面
[00:04:18.120 --> 00:04:21.480]  但是上帝是全然聖潔的那位
[00:04:21.480 --> 00:04:24.680]  只要有一點的醉污的人
[00:04:24.680 --> 00:04:27.400]  面對上帝就只會滅亡和死亡
[00:04:27.400 --> 00:04:29.120]  因為上帝不容許
[00:04:29.120 --> 00:04:31.360]  絲毫的不潔在他裡面
[00:04:31.360 --> 00:04:33.920]  因為他是絕對的聖潔
[00:04:33.920 --> 00:04:37.240]  摩西的要求基本上是無法達到的
[00:04:37.240 --> 00:04:39.920]  但是上帝的憐憫就容許摩西跟他說
[00:04:39.920 --> 00:04:42.720]  你可以讓你見我的後面
[00:04:42.720 --> 00:04:43.880]  不僅如此
[00:04:43.880 --> 00:04:48.040]  上帝做出了一切的防風的措施
[00:04:48.040 --> 00:04:50.200]  就像我們面對十號風球一樣
[00:04:50.200 --> 00:04:52.920]  摩西就在洞穴裡面
[00:04:52.920 --> 00:04:54.200]  然後他說
[00:04:54.200 --> 00:04:57.720]  我用按手在你身上
[00:04:57.720 --> 00:05:01.960]  這就是十足十的保護
[00:05:01.960 --> 00:05:05.080]  原來人最需要的是什麼
[00:05:05.080 --> 00:05:06.120]  弟兄姊妹
[00:05:06.120 --> 00:05:08.520]  我們說人最需要的是愛
[00:05:08.520 --> 00:05:12.440]  這個說法是差了一步
[00:05:12.440 --> 00:05:14.200]  人不是最需要的愛
[00:05:14.200 --> 00:05:15.560]  第一步不是最需要的愛
[00:05:15.560 --> 00:05:18.840]  人最基本最需要的不是愛
[00:05:18.840 --> 00:05:24.600]  人最基本需要的是和別人說一聲平安
[00:05:24.600 --> 00:05:28.440]  也是心理學所說的叫做安全感
[00:05:28.440 --> 00:05:29.640]  你想一下
[00:05:29.640 --> 00:05:32.040]  如果你和一個小朋友相處
[00:05:32.040 --> 00:05:33.880]  你的兒子或者你的女兒
[00:05:33.880 --> 00:05:37.160]  你沒有一種安全感給他的話
[00:05:37.160 --> 00:05:39.480]  弟兄姊妹 什麼叫做家呢
[00:05:39.480 --> 00:05:44.200]  家就是給人有一種安全感
[00:05:44.200 --> 00:05:47.400]  如果當家沒有安全感的時候
[00:05:47.400 --> 00:05:49.880]  我們的子女就不願意回來
[00:05:49.880 --> 00:05:51.880]  你說很愛他的
[00:05:51.880 --> 00:05:53.320]  我很愛他的
[00:05:53.320 --> 00:05:55.640]  但是當他對你沒有安全感的時候
[00:05:55.640 --> 00:05:58.360]  你的愛 你每一次的關懷
[00:05:58.360 --> 00:06:01.160]  都是恐怖的
[00:06:01.160 --> 00:06:03.800]  想清楚了嗎
[00:06:03.800 --> 00:06:05.800]  想清楚了嗎
[00:06:05.800 --> 00:06:09.080]  當一個人不能夠帶給你安全感的時候
[00:06:09.080 --> 00:06:10.840]  縱使是你的父母
[00:06:10.840 --> 00:06:14.600]  他每一次對你的愛都是恐怖的
[00:06:14.600 --> 00:06:16.920]  當一個嬰兒感覺不到安全感的時候
[00:06:16.920 --> 00:06:18.680]  這個大人抱著他
[00:06:18.680 --> 00:06:24.360]  還在搖搖搖 搖到外婆橋
[00:06:24.360 --> 00:06:26.840]  他真的怕你把他扔下樓
[00:06:26.840 --> 00:06:32.120]  所以愛是必須建基在安全感那裡
[00:06:32.120 --> 00:06:36.520]  上帝的全知不是帶來審判才有人說
[00:06:36.520 --> 00:06:38.520]  所以上帝作為何等的奇妙
[00:06:38.520 --> 00:06:40.280]  原來他的全知
[00:06:40.280 --> 00:06:45.320]  是要帶來給你和我十足十的保護
[00:06:45.320 --> 00:06:47.080]  所以才有人說 無法想像
[00:06:47.080 --> 00:06:50.600]  這件事是何等的奇妙
[00:06:50.600 --> 00:06:52.280]  上帝的全知
[00:06:52.280 --> 00:06:59.320]  也帶來了讓我們的生命和祂偏激而成
[00:06:59.320 --> 00:07:00.920]  這裡究竟在說什麼呢
[00:07:00.920 --> 00:07:03.720]  原來他說 當上帝創造我們的時候
[00:07:03.720 --> 00:07:05.560]  在深處裡面造我們
[00:07:05.560 --> 00:07:07.160]  我們真的無法想像
[00:07:07.160 --> 00:07:09.720]  無法猜度 無法理解
[00:07:09.720 --> 00:07:12.280]  有人問 上帝為什麼要造我呢
[00:07:12.280 --> 00:07:13.880]  上帝為什麼要造世界呢
[00:07:13.880 --> 00:07:15.640]  上帝為什麼要造人類呢
[00:07:15.640 --> 00:07:16.840]  我想告訴你
[00:07:16.840 --> 00:07:20.120]  這些問題都不會有答案
[00:07:20.120 --> 00:07:22.280]  為什麼這樣說呢
[00:07:22.280 --> 00:07:25.240]  今天講的內容有兩段比較深的
[00:07:25.240 --> 00:07:28.440]  這一段是其中一段
[00:07:28.440 --> 00:07:34.120]  你和我做事都有兩個簡單的原因
[00:07:34.120 --> 00:07:38.200]  第一個簡單的原因就是外在的因素
[00:07:38.200 --> 00:07:41.000]  明天最大的外在因素
[00:07:41.000 --> 00:07:43.080]  令你和我一見到人就要說
[00:07:43.080 --> 00:07:45.560]  新年快樂 恭喜發財
[00:07:45.560 --> 00:07:47.960]  這就是外在因素
[00:07:47.960 --> 00:07:52.520]  這兩天一見到人就要派利是
[00:07:52.520 --> 00:07:53.880]  這是外在因素
[00:07:53.880 --> 00:07:57.240]  你想做不想做都要做
[00:07:57.240 --> 00:07:58.280]  為什麼要派利是呢
[00:07:58.280 --> 00:07:59.720]  傳統要派
[00:07:59.720 --> 00:08:02.600]  這是外在因素
[00:08:02.600 --> 00:08:04.600]  有時派得很不開心
[00:08:04.600 --> 00:08:08.120]  因為他帶著七個 我帶著兩個
[00:08:08.120 --> 00:08:10.280]  我不是蝕了五個
[00:08:10.280 --> 00:08:11.000]  你懂得計數
[00:08:11.000 --> 00:08:13.960]  懂得計數的人新年越不開心
[00:08:13.960 --> 00:08:15.720]  我帶上那盒這麼大盒
[00:08:15.720 --> 00:08:17.880]  人家上來那盒這麼小盒
[00:08:17.880 --> 00:08:20.760]  懂得計數的人新年越不開心
[00:08:20.760 --> 00:08:24.280]  外在因素令我們開始不做這件事
[00:08:24.280 --> 00:08:26.200]  內在因素是什麼呢
[00:08:26.200 --> 00:08:27.720]  一會兒散會之後
[00:08:27.720 --> 00:08:30.440]  你要很急的去找飯吃
[00:08:30.440 --> 00:08:33.880]  內在因素因為你肚餓
[00:08:33.880 --> 00:08:37.480]  所以我們做任何事都有原因
[00:08:37.480 --> 00:08:38.760]  所以我們就會問
[00:08:38.760 --> 00:08:41.880]  為什麼 為什麼 為什麼
[00:08:41.880 --> 00:08:43.320]  總有一解
[00:08:43.320 --> 00:08:44.360]  如果解不明白
[00:08:44.360 --> 00:08:47.880]  是因為有些事我們不知道
[00:08:47.880 --> 00:08:50.360]  當我們這樣套用在上帝裡面
[00:08:50.360 --> 00:08:51.880]  是極不適合的
[00:08:51.880 --> 00:08:53.080]  原因是什麼
[00:08:53.080 --> 00:08:55.000]  上帝沒有任何外在因素
[00:08:55.000 --> 00:08:59.640]  迫使他不做一些事是不行的
[00:08:59.640 --> 00:09:00.840]  有人說
[00:09:00.840 --> 00:09:02.920]  上帝要創造人類
[00:09:02.920 --> 00:09:05.480]  為了要榮耀祂
[00:09:05.480 --> 00:09:06.760]  上帝有足夠的榮耀
[00:09:06.760 --> 00:09:10.520]  不需要你榮耀祂
[00:09:10.520 --> 00:09:12.520]  聽得明白我說嗎
[00:09:12.520 --> 00:09:14.520]  上帝沒有內在因素
[00:09:14.520 --> 00:09:16.680]  渴求 慾望
[00:09:16.680 --> 00:09:18.520]  驅使到他不做
[00:09:18.520 --> 00:09:20.120]  他得不到滿足
[00:09:20.120 --> 00:09:21.080]  所以有人說
[00:09:21.080 --> 00:09:22.040]  上帝創造人類
[00:09:22.040 --> 00:09:23.960]  為了要敬拜祂
[00:09:23.960 --> 00:09:25.880]  上帝不需要我們敬拜
[00:09:25.880 --> 00:09:29.160]  祂都已經自足
[00:09:29.160 --> 00:09:30.680]  Amen
[00:09:30.680 --> 00:09:32.680]  當一切一切的解釋
[00:09:32.680 --> 00:09:33.560]  這一切的解釋
