
[00:00:00.000 --> 00:00:02.000]  今日同大家分享三個重點
[00:00:02.000 --> 00:00:07.000]  第一個,動息撒旦的詭計,不向世界妥協
[00:00:07.000 --> 00:00:11.000]  第二個,不作光顏的人,離開自我的眾生
[00:00:11.000 --> 00:00:16.000]  第三個,持守真理的道,單敬拜侍奉神
[00:00:16.000 --> 00:00:18.000]  首先看看第一個重點
[00:00:18.000 --> 00:00:22.000]  動息撒旦的詭計,不向世界妥協
[00:00:22.000 --> 00:00:26.000]  首先我們要認識,法老的伎倆
[00:00:26.000 --> 00:00:30.000]  他在十宰裡面提出四個妥協
[00:00:30.000 --> 00:00:33.000]  我們很快看看這四個妥協在說什麼
[00:00:33.000 --> 00:00:37.000]  在第四宰的期間,即是刑宰的期間
[00:00:37.000 --> 00:00:40.000]  法老就召了摩西亞倫跟他們說
[00:00:40.000 --> 00:00:44.000]  你們要去這個地獻祭給你們的神
[00:00:44.000 --> 00:00:47.000]  所以第一個妥協說的是
[00:00:47.000 --> 00:00:53.000]  要以色列人在這地去祭祀以色列人的神
[00:00:53.000 --> 00:00:57.000]  在這地的意思,即是在以色列這個地方
[00:00:57.000 --> 00:01:01.000]  所以很明顯,法老的目的就是
[00:01:01.000 --> 00:01:05.000]  要控制以色列人在埃及的地方
[00:01:05.000 --> 00:01:07.000]  即是在他控制的範圍底下
[00:01:07.000 --> 00:01:11.000]  還有一點的利誘,就是憲制是可以休息的
[00:01:11.000 --> 00:01:14.000]  在休息的當中,就是給以色列人
[00:01:14.000 --> 00:01:18.000]  再給他們一些甜品作為利誘
[00:01:18.000 --> 00:01:20.000]  好了,誰知摩西不妥協
[00:01:20.000 --> 00:01:24.000]  於是法老另外就提出了
[00:01:24.000 --> 00:01:27.000]  好,先出這個
[00:01:27.000 --> 00:01:30.000]  另外就提出了,我容你們去吧
[00:01:30.000 --> 00:01:32.000]  在抗夜祭祀給你們的神
[00:01:32.000 --> 00:01:33.000]  但你們不要走得那麼遠了
[00:01:33.000 --> 00:01:37.000]  求你為我去禱告
[00:01:37.000 --> 00:01:39.000]  所以很明顯妥協二呢
[00:01:39.000 --> 00:01:42.000]  就是說你們不要走得那麼遠
[00:01:42.000 --> 00:01:44.000]  這個很吊詭的
[00:01:44.000 --> 00:01:46.000]  不走得那麼遠是什麼意思呢
[00:01:46.000 --> 00:01:49.000]  走了出去,我們不會回頭的
[00:01:49.000 --> 00:01:53.000]  有可能就是他會派一些軍隊去看著他們
[00:01:53.000 --> 00:01:55.000]  當他們走得遠的時候
[00:01:55.000 --> 00:01:57.000]  驅趕他們,返回埃及
[00:01:57.000 --> 00:01:59.000]  應該是這樣的意思
[00:01:59.000 --> 00:02:02.000]  目的仍然是這樣
[00:02:02.000 --> 00:02:04.000]  很希望想把以色列人
[00:02:04.000 --> 00:02:07.000]  控制在他們的勢力範圍的裏面
[00:02:07.000 --> 00:02:09.000]  不單止這樣,法老真的很臉皮厚
[00:02:09.000 --> 00:02:12.000]  他還要求摩西亞倫為他禱告
[00:02:12.000 --> 00:02:15.000]  明顯,法老來到第四章
[00:02:15.000 --> 00:02:18.000]  已經領略到摩西亞倫所信的神
[00:02:18.000 --> 00:02:21.000]  是一個法力無邊的神
[00:02:21.000 --> 00:02:24.000]  他並非真的悔改
[00:02:24.000 --> 00:02:27.000]  而只是想摩西亞倫為他禱告
[00:02:27.000 --> 00:02:29.000]  求神去止息這個刑災
[00:02:29.000 --> 00:02:31.000]  為什麼這樣說呢
[00:02:31.000 --> 00:02:35.000]  在摩西亞倫和法老祈禱之後
[00:02:35.000 --> 00:02:37.000]  哇!刑災真的結束了
[00:02:37.000 --> 00:02:39.000]  法老的反應就是這樣
[00:02:39.000 --> 00:02:41.000]  這一次,法老的心剛硬
[00:02:41.000 --> 00:02:43.000]  不容百姓去
[00:02:43.000 --> 00:02:44.000]  說的是什麼呢
[00:02:44.000 --> 00:02:48.000]  其實在說法老是食言
[00:02:48.000 --> 00:02:50.000]  好了,我們來看看第八災
[00:02:50.000 --> 00:02:52.000]  第三個妥協
[00:02:52.000 --> 00:02:55.000]  第三個妥協,發生的情況就是
[00:02:55.000 --> 00:02:57.000]  摩西亞倫警告法老
[00:02:57.000 --> 00:03:00.000]  說你要讓那些以色列人民去
[00:03:00.000 --> 00:03:01.000]  否則就有黃災了
[00:03:01.000 --> 00:03:06.000]  吃光埃及地所有的蔬菜和果子
[00:03:06.000 --> 00:03:09.000]  都要吃清光
[00:03:09.000 --> 00:03:10.000]  法老這次就很乖了
[00:03:10.000 --> 00:03:14.000]  聽見他神僕勸諫
[00:03:14.000 --> 00:03:18.000]  就向摩西亞倫提出第三個協議
[00:03:18.000 --> 00:03:21.000]  首先在十章八節就說
[00:03:21.000 --> 00:03:24.000]  你們要去侍奉你們的神
[00:03:24.000 --> 00:03:26.000]  誰要去呀?
[00:03:26.000 --> 00:03:28.000]  摩西亞倫就這樣說
[00:03:28.000 --> 00:03:29.000]  斬釘截鐵
[00:03:29.000 --> 00:03:34.000]  所有的男女老少年和羊群牛群都要去
[00:03:34.000 --> 00:03:35.000]  但是法老就說
[00:03:35.000 --> 00:03:38.000]  你們不行,十章十一節
[00:03:38.000 --> 00:03:41.000]  你們這些壯年人去吧
[00:03:41.000 --> 00:03:43.000]  所以第三個妥協就說
[00:03:43.000 --> 00:03:45.000]  你們這些壯年人去吧
[00:03:45.000 --> 00:03:53.000]  很明顯目的就是身在抗疫
[00:03:53.000 --> 00:03:54.000]  八個字
[00:03:54.000 --> 00:03:55.000]  心在埃及
[00:03:55.000 --> 00:04:00.000]  很明顯當壯年的人出了埃及
[00:04:00.000 --> 00:04:04.000]  他的老婆、年幼的子女還在埃及的時候
[00:04:04.000 --> 00:04:09.000]  心也會想念
[00:04:09.000 --> 00:04:11.000]  法老提出這個提議
[00:04:11.000 --> 00:04:13.000]  摩西沒有去回答他
[00:04:13.000 --> 00:04:16.000]  意思就是他仍然是堅持
[00:04:16.000 --> 00:04:18.000]  之後王災就臨到
[00:04:18.000 --> 00:04:21.000]  法老又急召摩西亞倫進去
[00:04:21.000 --> 00:04:24.000]  向他認罪說我錯了我錯了
[00:04:24.000 --> 00:04:25.000]  當然他不是真心悔改
[00:04:25.000 --> 00:04:32.000]  而是要求摩西求耶和華為他們禱告
[00:04:32.000 --> 00:04:34.000]  指著這些王災
[00:04:34.000 --> 00:04:36.000]  事情一如以往
[00:04:36.000 --> 00:04:38.000]  摩西向耶和華祈求
[00:04:38.000 --> 00:04:40.000]  災禍就止息了
[00:04:40.000 --> 00:04:42.000]  但是法老不守諾言
[00:04:42.000 --> 00:04:46.000]  心眼仍然不容以色列人去
[00:04:46.000 --> 00:04:49.000]  他就是說謊話
[00:04:49.000 --> 00:04:51.000]  來到第四災
[00:04:51.000 --> 00:04:53.000]  第四個妥協就是第九災
[00:04:53.000 --> 00:04:55.000]  黑暗之災
[00:04:55.000 --> 00:04:59.000]  這個災是說埃及遍地污黑了三天
[00:04:59.000 --> 00:05:03.000]  但是只有以色列的家有亮光
[00:05:03.000 --> 00:05:05.000]  三天之後
[00:05:05.000 --> 00:05:09.000]  法老又是朝摩西
[00:05:09.000 --> 00:05:11.000]  向他提出第四個協議
[00:05:11.000 --> 00:05:13.000]  就是說你們可以去了
[00:05:13.000 --> 00:05:15.000]  全部都可以去了
[00:05:15.000 --> 00:05:18.000]  不過你的牛你的羊群要留下
[00:05:18.000 --> 00:05:20.000]  亦都是很明顯
[00:05:20.000 --> 00:05:22.000]  法老的目的都是這八個字
[00:05:22.000 --> 00:05:25.000]  身在抗野心在埃及
[00:05:25.000 --> 00:05:26.000]  為什麼這樣說呢
[00:05:26.000 --> 00:05:29.000]  出去憲制又沒有羊又沒有牛
[00:05:29.000 --> 00:05:30.000]  怎麼憲制呢
[00:05:30.000 --> 00:05:31.000]  一定會掛住
[00:05:31.000 --> 00:05:33.000]  或者想回去埃及
[00:05:33.000 --> 00:05:35.000]  去拿羊這些的牛
[00:05:35.000 --> 00:05:37.000]  弟兄姊妹
[00:05:37.000 --> 00:05:40.000]  摩西堅持不代協
[00:05:40.000 --> 00:05:43.000]  於是聖經這樣說
[00:05:43.000 --> 00:05:46.000]  但耶和華使法老的心光眼
[00:05:46.000 --> 00:05:49.000]  不容他們去
[00:05:49.000 --> 00:05:51.000]  還有去威脅摩西
[00:05:51.000 --> 00:05:53.000]  我演繹給大家聽
