
[00:00:00.000 --> 00:00:05.500]  主耶穌,我們多謝祢,因為藉著祢成為救主,
[00:00:05.500 --> 00:00:09.000]  讓我們有真理,讓我們的信仰很真實。
[00:00:09.000 --> 00:00:11.500]  天父今日願意祢在我們當中,
[00:00:11.500 --> 00:00:13.500]  藉著聖靈打開我們的心,
[00:00:13.500 --> 00:00:16.500]  去認識《約翰一書》裏面難明的道理,
[00:00:16.500 --> 00:00:19.500]  又願意我們從此,由此,
[00:00:19.500 --> 00:00:22.500]  我們就明白我們是一個蒙上帝一點的人,
[00:00:22.500 --> 00:00:26.000]  過一個信奉上帝,充滿喜樂的人生。
[00:00:26.000 --> 00:00:30.000]  我們這樣祈禱,奉耶穌基督名字祈求。
[00:00:30.000 --> 00:00:33.000]  有沒有人懂得剛才第二章那段經文,
[00:00:33.000 --> 00:00:37.000]  和剛才周姑娘和你讀第四章的經文?
[00:00:37.000 --> 00:00:40.500]  我們今天是去到《約翰一書》最難的部分。
[00:00:40.500 --> 00:00:42.000]  我為什麼這樣說呢?
[00:00:42.000 --> 00:00:44.500]  因為剛才讀的字,每個人都懂得。
[00:00:44.500 --> 00:00:47.500]  但是,穆斯林經文和我有什麼關係?
[00:00:47.500 --> 00:00:50.000]  好,我現在就和你說一下有什麼關係。
[00:00:50.000 --> 00:00:53.000]  好了,先問一下你,現在先不看經文,
[00:00:53.000 --> 00:00:57.000]  問一下你,看看你的常識,知不知道?
[00:00:57.000 --> 00:00:59.000]  我聽過有些人說,
[00:00:59.000 --> 00:01:01.500]  我有個親人過世了,
[00:01:01.500 --> 00:01:04.500]  但是我有些事情想找回我的親人。
[00:01:04.500 --> 00:01:06.000]  有沒有聽過這樣說?
[00:01:06.000 --> 00:01:10.500]  在我們中國的民間,傳統,很多的宗教信仰,
[00:01:10.500 --> 00:01:13.000]  那個人死了,可不可以找回他?
[00:01:13.000 --> 00:01:14.500]  咦,可以的?
[00:01:14.500 --> 00:01:17.500]  好,在基督教信仰裏面可不可以?
[00:01:17.500 --> 00:01:19.000]  大家都問你了,
[00:01:19.000 --> 00:01:22.000]  所以今天要打死誰都可以,可不可以?
[00:01:22.000 --> 00:01:24.500]  可以,還是不可以?
[00:01:24.500 --> 00:01:26.000]  我直接問一下你。
[00:01:26.000 --> 00:01:29.500]  好了,如果用我們的民間信仰,
[00:01:29.500 --> 00:01:34.000]  我們想找回那個不在的家人,
[00:01:34.000 --> 00:01:35.500]  可不可以直接找人?
[00:01:35.500 --> 00:01:38.000]  那你就要透過一個人了。
[00:01:38.000 --> 00:01:40.000]  這些人很厲害的。
[00:01:40.000 --> 00:01:43.000]  如果用西方來講,我講一些西方的,
[00:01:43.000 --> 00:01:44.500]  中國那些比較恐怖。
[00:01:44.500 --> 00:01:46.000]  首先我提一提,
[00:01:46.000 --> 00:01:51.500]  今天的港獨信息是適合成年人去收聽的。
[00:01:51.500 --> 00:01:54.500]  如果代入當中是有12歲以上的小朋友,
[00:01:54.500 --> 00:01:56.500]  是需要家長陪同收聽,
[00:01:56.500 --> 00:01:58.500]  假如你誤會了,
[00:01:58.500 --> 00:02:00.500]  我今天是很想講一些鬼鬼怪怪,
[00:02:00.500 --> 00:02:02.500]  那就是錯了。
[00:02:02.500 --> 00:02:04.500]  今天一會讀了一段經文,
[00:02:04.500 --> 00:02:06.500]  就很多的教會,
[00:02:06.500 --> 00:02:09.500]  用來講一些鬼鬼怪怪的事情。
[00:02:09.500 --> 00:02:10.500]  究竟這段經文,
[00:02:10.500 --> 00:02:12.500]  剛才第四章是講什麼呢?
[00:02:12.500 --> 00:02:15.000]  我是要用這個開場白先講一講。
[00:02:15.000 --> 00:02:16.500]  在西方的社會裏面,
[00:02:16.500 --> 00:02:19.500]  就有一種的方法叫做通靈。
[00:02:19.500 --> 00:02:21.000]  有沒有聽過?
[00:02:21.000 --> 00:02:22.500]  透過一個叫水晶球,
[00:02:22.500 --> 00:02:23.500]  可能你聽過了。
[00:02:23.500 --> 00:02:26.500]  有些人就玩一些踢牌,
[00:02:26.500 --> 00:02:30.500]  有些人就拿張紙攤出來,
[00:02:30.500 --> 00:02:32.500]  然後就放一張碟。
[00:02:32.500 --> 00:02:35.000]  有些錄音我就不講那麼白了,
[00:02:35.000 --> 00:02:36.500]  錄音的朋友你們聽我,
[00:02:36.500 --> 00:02:37.500]  知道我說什麼。
[00:02:37.500 --> 00:02:40.500]  原來他們都很想透過某個人,
[00:02:40.500 --> 00:02:42.500]  或者透過某些方法,
[00:02:42.500 --> 00:02:46.500]  去接觸一個在世界以外的世界。
[00:02:46.500 --> 00:02:49.500]  假如這個世界以外還有一個世界的時候,
[00:02:49.500 --> 00:02:52.000]  這種的接觸是什麼呢?
[00:02:52.000 --> 00:02:54.000]  這種就是科學家。
[00:02:54.000 --> 00:02:55.000]  因為他告訴你,
[00:02:55.000 --> 00:02:57.000]  我們會在這個世界,地球,
[00:02:57.000 --> 00:02:59.000]  只是銀河系一個,
[00:02:59.000 --> 00:03:00.500]  一個的銀河系,
[00:03:00.500 --> 00:03:02.500]  還有很多的銀河系。
