
[00:00:00.000 --> 00:00:05.880]  今日我們要總結使人得福的訊息
[00:00:05.880 --> 00:00:11.320]  我希望你們好像希米的年代的以色列人
[00:00:11.320 --> 00:00:13.400]  在水門那裏一樣
[00:00:13.400 --> 00:00:19.120]  專注主動的去敬拜神
[00:00:19.120 --> 00:00:23.200]  你們都會預備好這個木臺
[00:00:23.200 --> 00:00:27.480]  一起質疑傾聽神的話
[00:00:27.480 --> 00:00:30.680]  今日我想你們去聽聽
[00:00:30.680 --> 00:00:34.360]  今日的訊息和先前幾次的訊息
[00:00:34.360 --> 00:00:36.840]  有哪些地方是重疊
[00:00:36.840 --> 00:00:39.160]  有哪些地方是不同
[00:00:39.160 --> 00:00:40.680]  無論是怎樣
[00:00:40.680 --> 00:00:43.640]  我希望大家留心去聽
[00:00:43.640 --> 00:00:47.200]  更加希望大家在每一次的主日
[00:00:47.200 --> 00:00:51.960]  我們見到牧者站在木臺上的時候
[00:00:51.960 --> 00:00:55.640]  讀出聖經、講解聖經的意思
[00:00:55.640 --> 00:00:59.160]  大家就感動、大家就歡喜快樂
[00:00:59.160 --> 00:01:02.120]  甚至是流淚
[00:01:02.120 --> 00:01:03.880]  跟著我們每一次牧者
[00:01:03.880 --> 00:01:09.440]  我們都很忠心的去安慰你們
[00:01:09.440 --> 00:01:11.320]  叫你們喜樂
[00:01:11.320 --> 00:01:12.920]  我們會說
[00:01:12.920 --> 00:01:15.840]  你們去吃肥美的
[00:01:15.840 --> 00:01:17.960]  喝甘甜的
[00:01:17.960 --> 00:01:21.520]  有不能預備的就分給他們
[00:01:21.520 --> 00:01:24.920]  因為今日是我們主的聖日
[00:01:24.920 --> 00:01:27.200]  你們不要憂愁
[00:01:27.200 --> 00:01:30.160]  因靠耶和華而得的喜樂
[00:01:30.160 --> 00:01:32.880]  是你們的力量
[00:01:32.880 --> 00:01:36.360]  跟著你們真的這樣去相信
[00:01:36.360 --> 00:01:38.480]  這樣去聽從神的話
[00:01:38.480 --> 00:01:41.920]  所以你們在每一次的崇拜之後
[00:01:41.920 --> 00:01:45.360]  你們去吃喝、也分給人
[00:01:45.360 --> 00:01:47.680]  都大大的喜樂
[00:01:47.680 --> 00:01:52.840]  因為你們明白所教導你們的說話
[00:01:52.840 --> 00:01:56.160]  我們同心禱告
[00:01:56.160 --> 00:01:59.440]  親愛的主,求祢讓我們明白祢的話
[00:01:59.440 --> 00:02:02.400]  所以求祢讓我們眾弟兄姊妹們
[00:02:02.400 --> 00:02:04.560]  都有美好的耳朵
[00:02:04.560 --> 00:02:08.760]  讓我們聽見祢的聲音、祢的說話
[00:02:08.760 --> 00:02:11.240]  主,讓我們一同的明白
[00:02:11.240 --> 00:02:13.120]  一同的相信
[00:02:13.120 --> 00:02:15.960]  主,讓我們繼續的仰望祢
[00:02:15.960 --> 00:02:17.280]  我們的祈禱
[00:02:17.280 --> 00:02:19.840]  是奉主耶穌基督的名字求
[00:02:19.840 --> 00:02:21.560]  阿們
[00:02:21.560 --> 00:02:24.160]  不知道你們是否還記得
[00:02:24.160 --> 00:02:28.520]  使人得福的訊息和故事
[00:02:28.520 --> 00:02:30.280]  使人得福的故事
[00:02:30.280 --> 00:02:35.040]  它的源頭就是亞伯拉罕的故事
[00:02:35.040 --> 00:02:36.760]  神揀選了亞伯拉罕
[00:02:36.760 --> 00:02:38.960]  叫他去一個新的地方
[00:02:38.960 --> 00:02:41.080]  神說我會祝福你
[00:02:41.080 --> 00:02:43.760]  你要成為他人的祝福
[00:02:43.760 --> 00:02:46.880]  使人得福
[00:02:46.880 --> 00:02:48.760]  有位牧師
[00:02:48.760 --> 00:02:52.600]  他正在經歷一個使人得福的故事
[00:02:52.600 --> 00:02:55.600]  他的名字叫約翰
[00:02:55.600 --> 00:02:59.000]  他的表哥的名字叫法蘭克
[00:02:59.000 --> 00:03:01.520]  當約翰讀一年級的時候
[00:03:01.520 --> 00:03:03.440]  法蘭克是二十三歲
[00:03:03.440 --> 00:03:07.160]  是美軍空軍的船長
[00:03:07.160 --> 00:03:12.160]  法蘭克主要責任在北非和意大利飛行
[00:03:12.160 --> 00:03:14.880]  在1943年7月4日
[00:03:14.880 --> 00:03:18.120]  法蘭克的軍機被擊落
[00:03:18.120 --> 00:03:21.840]  輾轉被意大利軍抓到
[00:03:21.840 --> 00:03:25.320]  然後關在監牢裏面
[00:03:25.320 --> 00:03:27.720]  後來意大利打輸了
[00:03:27.720 --> 00:03:31.160]  所以法蘭克可以回到自己的國家
[00:03:31.160 --> 00:03:33.440]  成為戰爭英雄
[00:03:33.440 --> 00:03:35.560]  回到自己的國家之後
[00:03:35.560 --> 00:03:38.360]  法蘭克結婚
[00:03:38.360 --> 00:03:45.200]  跟太太去科羅拉多州居住
[00:03:45.200 --> 00:03:46.680]  這個地方是沒有家人的
[00:03:46.680 --> 00:03:48.000]  是很陌生的地方
[00:03:48.000 --> 00:03:50.000]  但是他所做的就是
[00:03:50.000 --> 00:03:51.880]  他想起了阿伯拉罕
[00:03:51.880 --> 00:03:53.760]  好像阿伯拉罕一樣
[00:03:53.760 --> 00:03:56.360]  雖然要離開安定的生活
[00:03:56.360 --> 00:03:58.360]  但是他對神有信心
[00:03:58.360 --> 00:04:04.200]  他知道神會帶領他進入不可見的將來
[00:04:04.200 --> 00:04:07.840]  後來法蘭克在科羅拉多大學
[00:04:07.840 --> 00:04:10.160]  完成他的法律學位
[00:04:10.160 --> 00:04:11.840]  他做律師
[00:04:11.840 --> 00:04:13.320]  他有四位兒女
[00:04:13.320 --> 00:04:16.520]  有兩位是做牧師
[00:04:16.520 --> 00:04:17.880]  一位是律師
[00:04:17.880 --> 00:04:20.440]  一位是做地產的
[00:04:20.440 --> 00:04:22.960]  法蘭克是教會的領袖
[00:04:22.960 --> 00:04:26.120]  後來他做了市長
[00:04:26.120 --> 00:04:28.920]  他在1986年離世
[00:04:28.920 --> 00:04:33.800]  約翰就飛去參加法蘭克的安息禮拜
[00:04:33.800 --> 00:04:36.000]  約翰就在法蘭克的家裏
[00:04:36.000 --> 00:04:38.720]  跟他的親人在那裏聊天
[00:04:38.720 --> 00:04:41.880]  就聊到法蘭克的一生
[00:04:41.880 --> 00:04:45.120]  約翰就於是問周圍的家人
[00:04:45.120 --> 00:04:53.600]  究竟表哥法蘭克信仰的核心內容是甚麼
[00:04:53.600 --> 00:04:55.840]  法蘭克的兒女就說
[00:04:55.840 --> 00:04:58.720]  雖然爸爸最後年紀老邁
[00:04:58.720 --> 00:04:59.840]  雖然他很老
[00:04:59.840 --> 00:05:03.000]  但是他還是工作的
[00:05:03.000 --> 00:05:04.760]  他始終有一個計劃
[00:05:04.760 --> 00:05:09.000]  他一生要帶領家庭
[00:05:09.000 --> 00:05:10.280]  教會
[00:05:10.280 --> 00:05:11.320]  城市
[00:05:11.320 --> 00:05:12.760]  這個世界
[00:05:12.760 --> 00:05:16.400]  希望他們變得好一點
[00:05:16.400 --> 00:05:18.120]  因為法蘭克
[00:05:18.120 --> 00:05:20.480]  他是很喜歡
[00:05:20.480 --> 00:05:21.960]  他聽從
[00:05:21.960 --> 00:05:25.320]  在《創世紀》十二章的經文
[00:05:25.320 --> 00:05:27.120]  他很希望自己
[00:05:27.120 --> 00:05:29.240]  好像阿伯拉罕那樣
[00:05:29.240 --> 00:05:32.080]  是相信神、依靠神
[00:05:32.080 --> 00:05:35.320]  雖然要走進不可知的將來
[00:05:35.320 --> 00:05:37.880]  他願意相信、願意跟隨
[00:05:37.880 --> 00:05:40.520]  使人得福
[00:05:40.520 --> 00:05:42.280]  是的
[00:05:42.280 --> 00:05:44.440]  使人得福
[00:05:44.440 --> 00:05:47.520]  是你和我們
[00:05:47.520 --> 00:05:51.000]  是我的信仰的核心
[00:05:51.000 --> 00:05:53.360]  神呼召我們
[00:05:53.360 --> 00:05:54.400]  祝福我們
[00:05:54.400 --> 00:05:55.960]  賜福給我們
[00:05:55.960 --> 00:06:00.000]  是叫我們使人得福
[00:06:00.000 --> 00:06:03.120]  這是祂對我們的呼喚
[00:06:03.120 --> 00:06:06.760]  接下來我們回到阿伯拉罕的故事
[00:06:06.760 --> 00:06:10.120]  我們知道阿伯拉罕是神所揀選的
[00:06:10.120 --> 00:06:12.400]  所以阿伯拉罕聽說
[00:06:12.400 --> 00:06:15.640]  他離開自己家鄉去到一個新的地方
[00:06:15.640 --> 00:06:19.000]  在那個時候其實阿伯拉罕已經是很老了
[00:06:19.000 --> 00:06:21.560]  他本來可以很安定地生活
[00:06:21.560 --> 00:06:24.320]  享受過一生農夫的成果
[00:06:24.320 --> 00:06:27.080]  不需要那麼漂泊地去生活
[00:06:27.080 --> 00:06:31.560]  但是神偏偏叫他去
[00:06:31.560 --> 00:06:33.800]  神說你去
[00:06:33.800 --> 00:06:37.720]  就說你要離開本地本族父家
[00:06:37.720 --> 00:06:42.400]  往我所指示你的地方去
[00:06:42.400 --> 00:06:47.240]  神向阿伯拉罕所說的第一個字是甚麼?
[00:06:47.240 --> 00:06:49.080]  去
[00:06:49.080 --> 00:06:51.240]  第二個字是甚麼?
[00:06:51.240 --> 00:06:53.000]  祝福
[00:06:53.000 --> 00:06:55.560]  神接著就說
[00:06:55.560 --> 00:06:58.120]  我必使你成為大國
[00:06:58.120 --> 00:07:00.120]  我必致福給你
[00:07:00.120 --> 00:07:01.880]  使你的名為大
[00:07:01.880 --> 00:07:05.040]  你要使別人得福
[00:07:05.040 --> 00:07:09.840]  地上的萬族都必因你得福
[00:07:09.840 --> 00:07:14.000]  接著阿伯拉罕聽耶和華的吩咐
[00:07:14.000 --> 00:07:17.000]  他那個時候是七十五歲
[00:07:17.000 --> 00:07:21.960]  但是因為這位七十五歲的老翁聽了耶和華的吩咐
[00:07:21.960 --> 00:07:24.080]  這個被詛咒的大地
[00:07:24.080 --> 00:07:27.200]  這個充滿罪惡的大地
[00:07:27.200 --> 00:07:31.040]  是能夠蒙受神的恩福
[00:07:31.040 --> 00:07:38.600]  因為這個緣故我們都在當中蒙受恩福
[00:07:38.600 --> 00:07:41.240]  在新約當中
[00:07:41.240 --> 00:07:45.600]  耶穌基督也同樣向門徒發出了呼召
[00:07:45.600 --> 00:07:47.120]  耶穌基督說
[00:07:47.120 --> 00:07:50.920]  所以你們要去
[00:07:50.920 --> 00:07:53.200]  使萬民作我的門徒
[00:07:53.200 --> 00:07:56.600]  奉父子聖靈的名為他們施浸
[00:07:56.600 --> 00:07:58.720]  凡我所吩咐你們的
[00:07:58.720 --> 00:08:02.560]  都要教導他們遵守
[00:08:02.560 --> 00:08:05.280]  這個命令有三個元素
[00:08:05.280 --> 00:08:06.000]  去
[00:08:06.000 --> 00:08:07.040]  去施浸
[00:08:07.040 --> 00:08:08.440]  和教導
[00:08:08.440 --> 00:08:10.440]  現在開波的是甚麼呢?
[00:08:10.440 --> 00:08:12.000]  去
[00:08:12.000 --> 00:08:14.320]  所以門徒是去
[00:08:14.320 --> 00:08:15.920]  他們離鄉別井
[00:08:15.920 --> 00:08:19.080]  去到一個他們不可知的地方
[00:08:19.080 --> 00:08:20.800]  傳揚福音
[00:08:20.800 --> 00:08:23.440]  使人得福
[00:08:23.440 --> 00:08:24.920]  就是這樣
[00:08:24.920 --> 00:08:27.120]  神呼召人
[00:08:27.120 --> 00:08:28.800]  呼召我們
[00:08:28.800 --> 00:08:30.320]  呼召你們
[00:08:30.320 --> 00:08:33.240]  要走向不可知的將來
[00:08:33.240 --> 00:08:37.880]  是要使人得福
