
[00:00:00.000 --> 00:00:03.580]  好,多謝C班和我們分享一首詩歌
[00:00:03.580 --> 00:00:05.580]  《當答案不夠時》
[00:00:05.580 --> 00:00:08.880]  一會兒可能會在港獨裏面再提及
[00:00:08.880 --> 00:00:15.420]  近期有甚麼新聞可以做港獨的引賢,我都會留意
[00:00:15.420 --> 00:00:18.820]  大家有沒有留意,我們中國人又出頭了
[00:00:18.820 --> 00:00:23.300]  拿了諾貝爾文學獎,莫言
[00:00:23.300 --> 00:00:26.180]  不過今天不是想說他,我想說
[00:00:26.180 --> 00:00:29.600]  為甚麼有諾貝爾獎呢?不知道大家知不知道
[00:00:29.600 --> 00:00:34.720]  諾貝爾獎不是一個獎,是一個人
[00:00:34.720 --> 00:00:37.280]  諾貝爾,Title寫了
[00:00:37.280 --> 00:00:39.280]  一個基督徒的化學家
[00:00:39.280 --> 00:00:42.240]  生於1833年,去到1896年
[00:00:42.240 --> 00:00:47.520]  他在他的自傳裏面有一首詩
[00:00:47.520 --> 00:00:50.480]  我跪下來,舉目向神祈禱
[00:00:50.480 --> 00:00:52.800]  神是宇宙的主宰
[00:00:52.800 --> 00:00:55.760]  日間點樣過去,黑夜點樣降臨
[00:00:55.760 --> 00:00:58.720]  群星閃爍的可愛,依我看來
[00:00:58.720 --> 00:01:02.160]  那星光,就是神給我的神秘回音
[00:01:02.160 --> 00:01:05.520]  本來神的回音充滿在這個宇宙內的光
[00:01:05.520 --> 00:01:09.520]  這些就不是神給我們的喜訊,是甚麼呢?
[00:01:09.520 --> 00:01:13.600]  我們這位諾貝爾的先生
[00:01:13.600 --> 00:01:15.680]  是一位弟兄,他在
[00:01:15.680 --> 00:01:18.160]  一位路德派的基督徒
[00:01:18.160 --> 00:01:21.040]  曾經接受過洗禮,留為堅信禮
[00:01:21.040 --> 00:01:23.040]  為甚麼他會有這個諾貝爾獎?
[00:01:23.040 --> 00:01:24.480]  為甚麼他那麼出名?
[00:01:24.480 --> 00:01:27.840]  其實他最偉大的發明,都是一個偉大的發明
[00:01:27.840 --> 00:01:28.880]  就是甚麼知道嗎?
[00:01:28.880 --> 00:01:30.880]  就是炸藥,沒錯很多人都知道
[00:01:30.880 --> 00:01:33.920]  原本炸藥他打算用來開山砍石
[00:01:33.920 --> 00:01:37.760]  可能要建隧道,建路,可以有幫助
[00:01:37.760 --> 00:01:40.160]  誰知炸藥後來發現
[00:01:40.160 --> 00:01:43.280]  用在軍事用途,給他一個很大的震撼
[00:01:43.280 --> 00:01:47.440]  很多人就因為他發明的炸藥而失去了生命
[00:01:47.440 --> 00:01:50.080]  所以當他臨終的時候,他立遺囑的時候
[00:01:50.080 --> 00:01:53.040]  他就在1895年11月27日
[00:01:53.040 --> 00:01:55.200]  立下一個遺囑,就將他遺產的其中
[00:01:55.200 --> 00:01:58.400]  920萬美元,要成立一個基金
[00:01:58.400 --> 00:02:03.520]  將這個基金的利息,給那些在之前一年
[00:02:03.520 --> 00:02:10.080]  曾經在文學,在物理學,在醫學,在化學
[00:02:10.080 --> 00:02:13.680]  和在和平用途裏面,一些很有貢獻的人
[00:02:13.680 --> 00:02:17.360]  就要鼓勵他們,希望他們繼續能夠造福這個社群
[00:02:17.360 --> 00:02:20.800]  而其實這個意念,很多學者都相信
[00:02:20.800 --> 00:02:24.080]  是因為背後的基督的宗教,他的態度
[00:02:24.080 --> 00:02:27.360]  而才知道,希望所有人類的貢獻
[00:02:27.360 --> 00:02:31.200]  都是用在和平和幫助到人的身上
[00:02:31.200 --> 00:02:33.280]  所以見到這個諾貝爾獎
[00:02:33.280 --> 00:02:36.960]  都有基督教的意味在背後
[00:02:36.960 --> 00:02:40.320]  第一個題目叫做「你可以改變世界」
[00:02:40.320 --> 00:02:43.840]  諾貝爾就憑著他的精神和諾貝爾獎
[00:02:43.840 --> 00:02:47.120]  改變了這個世界
[00:02:47.120 --> 00:02:52.400]  其實諾貝爾獎由1901年開始頒發之後
[00:02:52.400 --> 00:02:57.520]  其實已經頒了給接近有七百個得獎者
[00:02:57.520 --> 00:03:01.760]  在2009年,有些人做了一個統計
[00:03:01.760 --> 00:03:04.880]  在這七百個得獎者裏面
[00:03:04.880 --> 00:03:10.320]  你覺得最著名,最偉大,最重要的是哪三個得獎者呢?
[00:03:10.320 --> 00:03:14.800]  分別就有三位,其中一位就是這位,大家認識嗎?
[00:03:14.800 --> 00:03:18.320]  馬丁路德金,是一位牧師,一個浸信會的牧師
[00:03:18.320 --> 00:03:22.480]  他是推動黑人民權的一個領袖
[00:03:22.480 --> 00:03:26.000]  在1957年幫助建立黑人的牧師組織
[00:03:26.000 --> 00:03:30.800]  在五、六十年代亦都領導黑人爭取平等權利的運動
[00:03:30.800 --> 00:03:33.040]  是一位浸信會的牧師
[00:03:33.040 --> 00:03:36.880]  另外一位在七、八個得獎者裏面最著名的
[00:03:36.880 --> 00:03:39.840]  不是排次序的,我沒有考究次序
[00:03:39.840 --> 00:03:44.240]  大家更加認識,是天主教的一位修女,德蘭修女
[00:03:44.240 --> 00:03:46.880]  她的故事我都曾經分享過
[00:03:46.880 --> 00:03:50.800]  在印度加爾各塔裏面,將無數被人遺棄
[00:03:50.800 --> 00:03:56.720]  垂死最貧窮的百姓,帶到他們的中心裏面
[00:03:56.720 --> 00:04:01.600]  給他們有照顧、有醫治和有餵養
[00:04:01.600 --> 00:04:05.920]  贏取了加爾各塔天使的美譽
[00:04:05.920 --> 00:04:12.080]  她所創辦的人外傳教會,亦都在超過140個國家有分會
[00:04:12.080 --> 00:04:13.440]  所以很有影響力
[00:04:13.440 --> 00:04:18.800]  第三位當然不說了,跟信仰不是太大關係
[00:04:18.800 --> 00:04:21.440]  可能有些人都知道,就是愛因斯坦
[00:04:21.440 --> 00:04:26.080]  我想表達一件事,原來在這七、八個得獎者裏面
[00:04:26.080 --> 00:04:28.880]  有六百個,接近六百個
[00:04:28.880 --> 00:04:34.960]  都是表明他們是有信仰,而且是相信耶穌基督的
[00:04:34.960 --> 00:04:38.880]  所以見到原來耶穌基督那份的精神信仰
[00:04:38.880 --> 00:04:43.920]  就不斷延展下去,透過這些人去影響這個世界
[00:04:43.920 --> 00:04:48.160]  所以今天我們問,今天講題是你可以改變這個世界
[00:04:48.160 --> 00:04:50.480]  你相不相信你可以改變這個世界呢?
[00:04:50.480 --> 00:04:53.840]  你可能會說,我如何改變這個世界?
[00:04:53.840 --> 00:04:55.760]  我只是一個spoiled potato
[00:04:55.760 --> 00:04:58.800]  我只是一個小小的學生,我只是一個小小的職員
[00:04:58.800 --> 00:05:02.880]  我只是一個平日去街市買菜的婦女
[00:05:02.880 --> 00:05:06.240]  或者我只是一個坐在家裏面等人照顧的老人家
[00:05:06.240 --> 00:05:09.520]  我又如何可以改變這個世界呢?
[00:05:09.520 --> 00:05:15.200]  但是今天耶穌告訴我們,你可以透過去改變這個世界
[00:05:15.200 --> 00:05:20.880]  當時有一個很普通很普通的漁夫,他叫彼得
[00:05:20.880 --> 00:05:25.200]  他跟了耶穌幾年,但是耶穌已經升天離開了他
[00:05:25.200 --> 00:05:26.880]  他還可以做些什麼呢?
[00:05:26.880 --> 00:05:32.080]  當他去到耶路撒冷升天的時候,他見到一個瘸腿的人
[00:05:32.080 --> 00:05:36.320]  他說,金和銀我都沒有,我只有把握所有的給你
[00:05:36.320 --> 00:05:39.840]  我奉拿撒勒人耶穌基督的名,叫你起來行走
[00:05:39.840 --> 00:05:44.480]  這個漁夫彼得,他都是一個很普通很普通的人
[00:05:44.480 --> 00:05:46.480]  他沒有什麼能力,也不是什麼大醫生
[00:05:46.480 --> 00:05:49.440]  但是他就憑著耶穌基督給他的能力
[00:05:49.440 --> 00:05:52.560]  去命令那個瘸腿的人起來行走
[00:05:52.560 --> 00:05:54.560]  於是這個瘸腿的人起來行走之後
[00:05:54.560 --> 00:05:57.200]  很多人見到這個神蹟之後,都跟了彼得
[00:05:57.200 --> 00:06:00.720]  而彼得也成為了一個著名的報導家,成為了一個著名的使徒
[00:06:00.720 --> 00:06:02.720]  也帶領了很多教會的建立
[00:06:02.720 --> 00:06:08.880]  甚至乎天主教的教會都以彼得為他們的教宗之首,第一個教宗
[00:06:08.880 --> 00:06:10.880]  我們怎麼能夠改變這個世界呢?
[00:06:10.880 --> 00:06:12.880]  因為耶穌已經勝了這個世界
[00:06:12.880 --> 00:06:15.920]  請大家一起幫我讀《楊方塾》那張33節
[00:06:15.920 --> 00:06:29.520]  為什麼我們能夠改變這個世界呢?
[00:06:29.520 --> 00:06:32.720]  因為我們的耶穌,祂來到這個世界上
[00:06:32.720 --> 00:06:34.720]  是帶給我們平安
[00:06:34.720 --> 00:06:40.000]  祂勝過苦難,勝過死亡,並且勝過世界
[00:06:40.000 --> 00:06:44.960]  就因為耶穌基督,我們就能夠去改變這個世界
[00:06:44.960 --> 00:06:47.920]  這本書叫做《如果沒有耶穌》
[00:06:47.920 --> 00:06:52.880]  其實這本書是說,如果沒有耶穌,這個世界會怎樣呢?
[00:06:52.880 --> 00:07:01.520]  其中一頁簡單地總結了耶穌怎樣改變這個世界
[00:07:01.520 --> 00:07:06.000]  原來醫院、大學等等,都是在中世紀由教會開始
[00:07:06.000 --> 00:07:08.400]  去創辦這些醫院、創辦這些大學
[00:07:08.400 --> 00:07:11.360]  也都推動了一個普及的文字教育
[00:07:11.360 --> 00:07:15.280]  讓更多的文盲或普通人能夠接受到教育
[00:07:15.280 --> 00:07:20.720]  扶貧運動、兒童福利機構、廢除奴隸制度、婦女的地位提升
[00:07:20.720 --> 00:07:26.880]  公民自由、現代科學等等,都是基督教一直在推廣他們的信仰的時候
[00:07:26.880 --> 00:07:30.160]  去產生一個改變世界的效應
[00:07:30.160 --> 00:07:35.280]  落後民族開發,更加讓我們看到很多落後民族原本是沒有文字的
[00:07:35.280 --> 00:07:37.760]  或者他們文明的落後
[00:07:37.760 --> 00:07:41.280]  就因為宣教士去到那裡,改變了他們的命運
[00:07:41.280 --> 00:07:44.000]  最記得我們雲南短孫都接觸過
[00:07:44.000 --> 00:07:46.960]  我們去到一個陸戌族,原本是沒有文字的
[00:07:46.960 --> 00:07:50.960]  我們去到發現原來這些文字又不是中國字
[00:07:50.960 --> 00:07:53.520]  是那些ABCD全部調轉的符號
[00:07:53.520 --> 00:07:57.600]  原來當時有宣教士一百年前去到那個地方
[00:07:57.600 --> 00:08:00.720]  他們沒有文字就幫他們建立文字
[00:08:00.720 --> 00:08:03.360]  教他們語言,接著幫他們翻譯聖經
[00:08:03.360 --> 00:08:07.600]  傳道給他們聽,以至整個陸戌族都信了主
[00:08:07.600 --> 00:08:10.960]  都是因為當時的宣教士在當中的影響
[00:08:10.960 --> 00:08:13.200]  所以看到原來在這二千年裡面
[00:08:13.200 --> 00:08:17.280]  基督教就是這樣去改變這個世界
[00:08:17.280 --> 00:08:19.760]  我們今天又怎樣去改變這個世界呢?
[00:08:19.760 --> 00:08:22.800]  我們進入經文的時候,我們再有個禱告
[00:08:22.800 --> 00:08:24.960]  慈彼難顛覆,我們禱告你
[00:08:24.960 --> 00:08:27.440]  我們將我們的內心都加在你的面前
[00:08:27.440 --> 00:08:30.880]  當我們聽到你說我們可以改變這個世界的時候
[00:08:30.880 --> 00:08:32.400]  我們有些震驚
[00:08:32.400 --> 00:08:34.640]  我們不知道我們可以做到些什麼
[00:08:34.640 --> 00:08:36.400]  但如果這是上帝你的心意的時候
[00:08:36.400 --> 00:08:38.160]  我求聖靈你今天幫助我們
[00:08:38.160 --> 00:08:40.400]  透過你的話語打開我們眾人的心
[00:08:40.400 --> 00:08:43.600]  以至每一個願意跟隨你的兒女、你的門徒
[00:08:43.600 --> 00:08:45.840]  都會被你的話語所觸動
[00:08:45.840 --> 00:08:47.440]  我們可以改變這個世界
[00:08:47.440 --> 00:08:49.120]  我們怎樣改變這個世界呢?
[00:08:49.120 --> 00:08:51.360]  求上帝你的話語親自地向我們說話
[00:08:51.360 --> 00:08:52.320]  教導我們
[00:08:52.320 --> 00:08:53.360]  我們禱告你
[00:08:53.360 --> 00:08:54.720]  奉耶穌基督的名求
[00:08:54.720 --> 00:08:55.920]  阿門
[00:08:55.920 --> 00:09:00.320]  我們會讀五章一至十五節
[00:09:00.320 --> 00:09:01.840]  如果你有聖經可以打開
[00:09:01.840 --> 00:09:04.320]  因為有powerpoint就不會長期停留在經文那裡
[00:09:04.320 --> 00:09:05.840]  我們分成三個段落去讀
[00:09:05.840 --> 00:09:07.280]  第一段是一至五節
[00:09:07.280 --> 00:09:09.280]  第二個段落是六至十二節
[00:09:09.280 --> 00:09:11.440]  第三個段落是十三至十五節
[00:09:11.440 --> 00:09:15.520]  我先邀請我這邊的弟子妹讀一至五節
[00:09:15.520 --> 00:09:17.840]  然後這邊讀六至十二節
[00:09:17.840 --> 00:09:20.400]  最後我們一起讀完十三至十五節
[00:09:20.400 --> 00:09:23.280]  先請我左邊的弟子妹讀一至五節
[00:09:23.280 --> 00:09:24.800]  一、二、三,起
[00:09:24.800 --> 00:09:54.720]  (念經)
[00:09:54.720 --> 00:10:02.160]  (念經)
[00:10:02.160 --> 00:10:03.680]  好,接著這邊,起
[00:10:24.720 --> 00:10:44.240]  (念經)
[00:10:44.240 --> 00:10:46.000]  繼續,繼續,繼續
[00:10:46.000 --> 00:10:52.880]  (念經)
[00:10:52.880 --> 00:11:22.080]  (念經)
[00:11:22.080 --> 00:11:24.560]  好,當我們去看神的位置的時候
[00:11:24.560 --> 00:11:28.480]  我們都要知道約翰一書的背景
[00:11:28.480 --> 00:11:31.040]  那我也不說太多背景了
[00:11:31.040 --> 00:11:34.240]  約翰一書也是一位很普通很寬厚的人寫的
[00:11:34.240 --> 00:11:35.680]  他也是一位漁夫
[00:11:35.680 --> 00:11:37.840]  是彼得的朋友約翰
[00:11:37.840 --> 00:11:40.240]  他們兩個人都跟過耶穌幾年
[00:11:40.240 --> 00:11:42.880]  所以後來也成為一個很偉大的使徒
[00:11:42.880 --> 00:11:44.240]  一個很偉大的報道家
[00:11:44.240 --> 00:11:45.920]  很偉大的牧者
[00:11:45.920 --> 00:11:49.040]  我們相信使徒約翰是在主後85至95年期間
[00:11:49.040 --> 00:11:50.960]  去寫約翰一書的
[00:11:50.960 --> 00:11:55.440]  那當時應該是耶穌復活升天之後
[00:11:55.440 --> 00:11:57.920]  40至50年左右
[00:11:57.920 --> 00:12:01.840]  我們相信耶穌應該是33至36年主後
[00:12:01.840 --> 00:12:03.520]  那段期間升天的
[00:12:03.520 --> 00:12:06.800]  那當時開始建立教會
[00:12:06.800 --> 00:12:08.240]  也開始在教會裡面
[00:12:08.240 --> 00:12:10.080]  也有開始一些異端出現
[00:12:10.080 --> 00:12:13.280]  所以約翰要寫一些書信
[00:12:13.280 --> 00:12:17.200]  去警戒教會行洗真理
[00:12:17.200 --> 00:12:18.560]  在整個《一向一書》裡面
[00:12:18.560 --> 00:12:20.480]  可以分做很簡單
[00:12:20.480 --> 00:12:22.480]  其實每本聖經書都有不同的分類
[00:12:22.480 --> 00:12:24.000]  分大綱
[00:12:24.000 --> 00:12:25.280]  那我選了這個
[00:12:25.280 --> 00:12:27.200]  頭尾是引言和結語
[00:12:27.200 --> 00:12:29.200]  中間有兩個最主要的段落
[00:12:29.200 --> 00:12:32.000]  一章五節到三章十節是講神就是光
[00:12:32.000 --> 00:12:33.920]  如果我上次講道提過
[00:12:33.920 --> 00:12:35.360]  我們要好像耶穌那樣
[00:12:35.360 --> 00:12:37.680]  去發光發亮
[00:12:37.680 --> 00:12:39.040]  好像我們啟認經文那樣
[00:12:39.040 --> 00:12:40.000]  我們要做主要的光
[00:12:40.000 --> 00:12:40.720]  主要的炎
[00:12:40.720 --> 00:12:42.400]  去照亮世上
[00:12:42.400 --> 00:12:44.320]  第二個段落是三章十一節
[00:12:44.320 --> 00:12:45.200]  五章十二節
[00:12:45.200 --> 00:12:46.320]  神就是愛
[00:12:46.320 --> 00:12:47.840]  我們認識神的人
[00:12:47.840 --> 00:12:49.920]  都要去學習神那份的愛
[00:12:49.920 --> 00:12:51.760]  去彼此相愛
[00:12:51.760 --> 00:12:54.400]  這個就是約翰一書主要想講的東西
[00:12:54.400 --> 00:12:55.600]  我們今天看的經文
[00:12:55.600 --> 00:12:57.040]  是在五章一至十五節
[00:12:57.040 --> 00:12:59.120]  也可以分做三個段落
[00:12:59.120 --> 00:13:01.280]  剛才這邊第一節會讀的段落
[00:13:01.280 --> 00:13:02.560]  一至五節告訴你
[00:13:02.560 --> 00:13:05.120]  我們要持守上帝的誡命
[00:13:05.120 --> 00:13:06.320]  當我們這樣做的時候
[00:13:06.320 --> 00:13:08.400]  你就能夠勝過這個世界
[00:13:08.400 --> 00:13:09.200]  六至十二節
[00:13:09.200 --> 00:13:10.400]  就是這邊第一節會讀的時候
[00:13:10.400 --> 00:13:12.320]  你會發覺很多見證見證
[00:13:12.320 --> 00:13:13.600]  其實不斷提醒我們
[00:13:13.600 --> 00:13:15.440]  要持守我們的見證
[00:13:15.440 --> 00:13:16.880]  最後十三至十五節
[00:13:16.880 --> 00:13:18.720]  就是提醒我們要祈禱
[00:13:18.720 --> 00:13:19.520]  當我們祈求的時候
[00:13:19.520 --> 00:13:21.120]  就能夠得著
[00:13:21.120 --> 00:13:22.320]  經文告訴我們
[00:13:22.320 --> 00:13:23.840]  怎樣去改變這個世界
[00:13:23.840 --> 00:13:25.360]  第一讓我們看到
[00:13:25.360 --> 00:13:26.960]  你怎樣可以改變這個世界
[00:13:26.960 --> 00:13:28.000]  我們一個普通的人
[00:13:28.000 --> 00:13:29.520]  怎樣去改變這個世界
[00:13:29.520 --> 00:13:30.880]  我們要靠著耶穌
[00:13:30.880 --> 00:13:33.760]  見證耶穌就能夠改變這個世界
[00:13:33.760 --> 00:13:36.320]  在六至十二節裡面
[00:13:36.320 --> 00:13:37.840]  其實整個約翰一書
[00:13:37.840 --> 00:13:39.440]  總共出現了見證這個字
[00:13:39.440 --> 00:13:40.560]  有十七字
[00:13:40.560 --> 00:13:41.520]  有時候是動詞
[00:13:41.520 --> 00:13:43.520]  有時候是名詞
[00:13:43.520 --> 00:13:45.920]  動詞的時候可能就是作見證
[00:13:45.920 --> 00:13:46.880]  你記得加了括弧
[00:13:46.880 --> 00:13:48.000]  經文原本沒有的
