
[00:00:00.000 --> 00:00:02.060]  我們先看一段經文
[00:00:02.060 --> 00:00:03.260]  這段經文是這樣說的
[00:00:03.260 --> 00:00:08.620]  「但第七日是向耶和華你當首的安息日」
[00:00:08.620 --> 00:00:10.800]  「在初一日記二十章十到十一節」
[00:00:10.800 --> 00:00:13.800]  「這一日你和你的兒女瀑被生畜」
[00:00:13.800 --> 00:00:16.480]  「並你成旅的寄居者的客女」
[00:00:16.480 --> 00:00:18.800]  「無論何工都不可做」
[00:00:18.800 --> 00:00:20.600]  「因為六日之內耶和華」
[00:00:20.600 --> 00:00:23.600]  「做天地海和其中的萬物第七日便安息」
[00:00:23.600 --> 00:00:26.500]  「所以耶和華賜福與安息日定為聖日」
[00:00:26.500 --> 00:00:30.100]  十誡我很清楚其中有一個就是要受安息日
[00:00:30.100 --> 00:00:31.400]  安息日對猶太人來說
[00:00:31.400 --> 00:00:34.800]  他們的時間是從禮拜五的太陽落山
[00:00:34.800 --> 00:00:37.400]  到禮拜六的太陽落山就結束了
[00:00:37.400 --> 00:00:38.400]  他們的時間是這樣計算的
[00:00:38.400 --> 00:00:40.400]  一天是這樣計算的
[00:00:40.400 --> 00:00:43.400]  星期日就是七日的頭一天
[00:00:43.400 --> 00:00:46.900]  七日的最後一天就是安息日
[00:00:46.900 --> 00:00:49.200]  但是很少人會提的另一段經文
[00:00:49.200 --> 00:00:50.700]  因為有安息日
[00:00:50.700 --> 00:00:56.700]  就產生了你未記二十五章第八節的安息年
[00:00:56.700 --> 00:00:59.100]  你要計算七個安息年
[00:00:59.100 --> 00:01:00.600]  這就是七七年
[00:01:00.600 --> 00:01:06.100]  這便為你成為七個安息年共四十九年
[00:01:06.100 --> 00:01:07.900]  這段經文先放在心裏面
[00:01:07.900 --> 00:01:10.900]  待會我們回頭會提這件事
[00:01:10.900 --> 00:01:13.100]  我們讀完經文之後看看
[00:01:13.100 --> 00:01:15.900]  這次疫情第一塊拼圖給我們看到的
[00:01:15.900 --> 00:01:20.100]  帶來全世界暫享安息
[00:01:20.100 --> 00:01:22.100]  這是我們想像不到的事情
[00:01:22.100 --> 00:01:25.500]  所以太空總署發放了一些相片
[00:01:25.500 --> 00:01:30.500]  你會看到是從上空拍下來的中國大地
[00:01:30.500 --> 00:01:34.500]  未試過不受污染的圖畫
[00:01:34.500 --> 00:01:38.500]  過往環保人士不斷呼籲
[00:01:38.500 --> 00:01:40.500]  怎樣喊救命
[00:01:40.500 --> 00:01:44.000]  都挽救不了全球
[00:01:44.000 --> 00:01:46.000]  大家都理你都傻
[00:01:46.000 --> 00:01:47.000]  不吃飯嗎
[00:01:47.000 --> 00:01:48.000]  不用吃飯嗎
[00:01:48.000 --> 00:01:49.000]  不用活動嗎
[00:01:49.000 --> 00:01:50.000]  不用賺錢嗎
[00:01:50.000 --> 00:01:54.000]  這次的病毒令到大家突然停頓
[00:01:54.000 --> 00:01:56.000]  你看到中國這幅圖
[00:01:56.000 --> 00:01:58.000]  你都不驚訝
[00:01:58.000 --> 00:02:03.000]  原來很多人的焦點只是看中國
[00:02:03.000 --> 00:02:06.000]  而忽略了太空總署有另一張相片
[00:02:06.000 --> 00:02:10.000]  是大家都不想提的
[00:02:10.000 --> 00:02:15.000]  意大利也是這樣
[00:02:15.000 --> 00:02:22.000]  網上不要聽很偏頗的人說話
[00:02:22.000 --> 00:02:24.000]  看完這兩幅圖
[00:02:24.000 --> 00:02:26.000]  中國是這麼污染
[00:02:26.000 --> 00:02:31.000]  你想像不到意大利也這麼污染
[00:02:31.000 --> 00:02:33.000]  明白我說嗎
[00:02:33.000 --> 00:02:35.000]  如果這樣你要發覺
[00:02:35.000 --> 00:02:37.000]  兩張相放在一起
[00:02:37.000 --> 00:02:44.000]  中國和意大利都是空氣污染相當嚴重的國家
[00:02:44.000 --> 00:02:49.000]  突然之間這個疫情令到大地安息停頓
[00:02:49.000 --> 00:02:50.000]  所有東西都停頓
[00:02:50.000 --> 00:02:52.000]  污染沒有了
[00:02:52.000 --> 00:02:55.000]  是環保人士最開心看到的事
[00:02:55.000 --> 00:02:58.000]  聖經說在詩篇46篇第十節
[00:02:58.000 --> 00:03:00.000]  你們要安息要知道我是神
[00:03:00.000 --> 00:03:02.000]  我必在列國當中受尊崇
[00:03:02.000 --> 00:03:04.000]  在全地也受尊崇
[00:03:04.000 --> 00:03:05.000]  這次的疫情
[00:03:05.000 --> 00:03:07.000]  基督徒和非基督徒問的問題很不一樣
[00:03:07.000 --> 00:03:09.000]  基督徒問的問題是
[00:03:09.000 --> 00:03:12.000]  上帝為什麼容許這個疫情發生
[00:03:12.000 --> 00:03:14.000]  但非基督徒就會問
[00:03:14.000 --> 00:03:17.000]  上帝你是否真的存在
[00:03:17.000 --> 00:03:20.000]  他們尋求上帝
[00:03:20.000 --> 00:03:25.000]  這次疫情讓全球突然靜下來的時候
[00:03:25.000 --> 00:03:28.000]  很多時間靜下來了
[00:03:28.000 --> 00:03:29.000]  多了
[00:03:29.000 --> 00:03:32.000]  我們過往做不到的事開始做到了
[00:03:32.000 --> 00:03:33.000]  無法安靜
[00:03:33.000 --> 00:03:35.000]  現在靜下來了
[00:03:35.000 --> 00:03:40.000]  詩篇說你們要安息要知道我是神
[00:03:40.000 --> 00:03:44.000]  平日我們自己個人想安息也很難
[00:03:44.000 --> 00:03:49.000]  我以前全年只有初一、初二、初三
[00:03:49.000 --> 00:03:54.000]  可以睡到自然醒
[00:03:54.000 --> 00:03:58.000]  因為整個環社區都停了
[00:03:58.000 --> 00:03:59.000]  初一至初三
[00:03:59.000 --> 00:04:02.000]  但現在基本上差不多
[00:04:02.000 --> 00:04:04.000]  Work from home那些
[00:04:04.000 --> 00:04:06.000]  每天都可以自然醒
[00:04:06.000 --> 00:04:08.000]  分不到假期與不假期
[00:04:08.000 --> 00:04:10.000]  假期與不假期對我們沒什麼意思
[00:04:10.000 --> 00:04:11.000]  你有沒有發覺
[00:04:11.000 --> 00:04:12.000]  第二
[00:04:12.000 --> 00:04:15.000]  天氣報告也沒什麼意思
[00:04:15.000 --> 00:04:16.000]  你突然發覺
[00:04:16.000 --> 00:04:18.000]  以前日本下雨
[00:04:18.000 --> 00:04:19.000]  明天下雨我明天飛過去
[00:04:19.000 --> 00:04:21.000]  你很關心你要飛過去
[00:04:21.000 --> 00:04:25.000]  現在全球天氣沒什麼關注
[00:04:25.000 --> 00:04:27.000]  香港下不下雨我也不下街
[00:04:27.000 --> 00:04:29.000]  下什麼雨關我什麼事
[00:04:29.000 --> 00:04:31.000]  完全不知道發生什麼事
[00:04:31.000 --> 00:04:35.000]  我們突然多了時間去思考一些不同的問題
[00:04:35.000 --> 00:04:38.000]  第九章第二節說
[00:04:38.000 --> 00:04:40.000]  就是他在位第一年
[00:04:40.000 --> 00:04:43.000]  我帶你在書上得知耶和華臨到先知耶利米
[00:04:43.000 --> 00:04:45.000]  到耶路撒冷荒涼的年日
[00:04:45.000 --> 00:04:48.000]  是七十年為滿
[00:04:48.000 --> 00:04:51.000]  為什麼是七十年
[00:04:51.000 --> 00:04:54.000]  原來剛才你看到
[00:04:54.000 --> 00:04:55.000]  安息年
[00:04:55.000 --> 00:04:58.000]  每一個禮拜第七天就是安息日
[00:04:58.000 --> 00:05:03.000]  每七年的第七天就是安息年
[00:05:03.000 --> 00:05:07.000]  原來猶約書下帶領以色列人進入埃及
[00:05:07.000 --> 00:05:09.000]  直到南國滅亡
[00:05:09.000 --> 00:05:11.000]  猶大滅亡
[00:05:11.000 --> 00:05:13.000]  是四百九十年
[00:05:13.000 --> 00:05:15.000]  四百九十年
[00:05:15.000 --> 00:05:18.000]  如果每七年安息一年的話
[00:05:18.000 --> 00:05:21.000]  就剛剛七十個安息年
[00:05:21.000 --> 00:05:25.000]  猶太人從來沒有守安息年
[00:05:25.000 --> 00:05:27.000]  從來
[00:05:27.000 --> 00:05:30.000]  所以秘魯是要七十年
[00:05:30.000 --> 00:05:34.000]  要償還給大地安息
[00:05:34.000 --> 00:05:37.000]  這個頂節是你想像不到的
[00:05:37.000 --> 00:05:39.000]  你想像不到
[00:05:39.000 --> 00:05:41.000]  上帝不只是愛世人
[00:05:41.000 --> 00:05:44.000]  其實在約翰福音三章十六節
[00:05:44.000 --> 00:05:46.000]  中文譯為世人
[00:05:46.000 --> 00:05:48.000]  原文是世界
[00:05:48.000 --> 00:05:50.000]  上帝不只是愛人
[00:05:50.000 --> 00:05:52.000]  更加愛大自然
[00:05:52.000 --> 00:05:55.000]  這個地球因為是他所創造的
[00:05:55.000 --> 00:06:00.000]  羅馬書說因為人類犯罪令萬物嘆息
[00:06:00.000 --> 00:06:02.000]  所以你要見到
[00:06:02.000 --> 00:06:05.000]  今天這個疫情
[00:06:05.000 --> 00:06:09.000]  令大地安息
[00:06:09.000 --> 00:06:12.000]  你要明白一件事
[00:06:12.000 --> 00:06:15.000]  安息日已經很難守了
[00:06:15.000 --> 00:06:17.000]  什麼是安息日
[00:06:17.000 --> 00:06:19.000]  就是什麼都不可以做
[00:06:19.000 --> 00:06:22.000]  停下所有工作
[00:06:22.000 --> 00:06:28.000]  今天以色列地是所有機器的東西
[00:06:28.000 --> 00:06:30.000]  是不可以碰的
[00:06:30.000 --> 00:06:32.000]  所以虔誠的猶太教徒
[00:06:32.000 --> 00:06:35.000]  是租屋在會堂附近
[00:06:35.000 --> 00:06:38.000]  方便他走路回會堂
[00:06:38.000 --> 00:06:40.000]  他不可以開車不可以踩單車
[00:06:40.000 --> 00:06:42.000]  明白了嗎
[00:06:42.000 --> 00:06:44.000]  多艱難
[00:06:44.000 --> 00:06:45.000]  一天都很難過
[00:06:45.000 --> 00:06:47.000]  你看看香港
[00:06:47.000 --> 00:06:49.000]  我們已經是全世界
