
[00:00:00.000 --> 00:00:04.560]  各位弟兄姊妹、朋友們,早安!
[00:00:04.560 --> 00:00:09.680]  今天我要跟各位講的是聆聽聖靈的聲音
[00:00:09.680 --> 00:00:12.880]  因為如果我們看聖經的話
[00:00:12.880 --> 00:00:16.960]  天父會明明的跟我們說話
[00:00:16.960 --> 00:00:20.320]  主耶穌聖子會跟我們說話
[00:00:20.320 --> 00:00:24.480]  當然聖靈也會啟示我們的
[00:00:24.480 --> 00:00:28.880]  所以我們要聽神明明的向人說話
[00:00:28.880 --> 00:00:33.680]  在約翰福音12章28到29節他說
[00:00:33.680 --> 00:00:37.040]  父啊,願你榮耀你的名
[00:00:37.040 --> 00:00:40.800]  當時就有聲音從天上來說
[00:00:40.800 --> 00:00:43.040]  我已經榮耀了我的名
[00:00:43.040 --> 00:00:44.800]  還要再榮耀
[00:00:44.800 --> 00:00:48.560]  站在旁邊的眾人聽見就說打雷了
[00:00:48.560 --> 00:00:52.400]  還有人說有天使對他說話
[00:00:52.400 --> 00:00:57.840]  所以我們不要把聖父說話當作是打雷了
[00:00:57.840 --> 00:01:02.240]  其實聖經上面每一次天父講話的時候
[00:01:02.240 --> 00:01:04.480]  都是雷聲轟轟的
[00:01:04.480 --> 00:01:10.160]  譬如摩西善西乃山領受十戒法板
[00:01:10.160 --> 00:01:14.560]  聖經上面說整個山籠罩了雲霧
[00:01:14.560 --> 00:01:18.000]  然後雷聲轟轟、閃電交加
[00:01:18.000 --> 00:01:20.320]  這是我們的天父說話
[00:01:20.320 --> 00:01:21.840]  轟轟作響
[00:01:21.840 --> 00:01:24.160]  你一定聽得到
[00:01:24.160 --> 00:01:28.480]  耶穌受洗的時候,耶穌從水裡面起來
[00:01:28.480 --> 00:01:30.720]  聖靈如鴿子降在祂身上
[00:01:30.720 --> 00:01:32.560]  然後天上有大響的聲音說
[00:01:32.560 --> 00:01:36.240]  這是我的愛子,是我所喜悅的
[00:01:36.240 --> 00:01:40.560]  所以聖父講話你絕對要聽
[00:01:40.560 --> 00:01:44.800]  祂是明明的向你說話
[00:01:44.800 --> 00:01:49.360]  我們要認得大牧人耶穌的聲音
[00:01:49.360 --> 00:01:52.800]  在約翰福音第十章第一到五節
[00:01:52.800 --> 00:01:55.600]  祂說我實實在在的告訴你們
[00:01:55.600 --> 00:01:58.160]  人進羊圈不從門進去
[00:01:58.160 --> 00:02:00.320]  倒從別處爬進去
[00:02:00.320 --> 00:02:03.440]  那人就是賊就是強盜
[00:02:03.440 --> 00:02:06.880]  從門進去的才是羊的牧人
[00:02:06.880 --> 00:02:09.360]  看門的就給他開門
[00:02:09.360 --> 00:02:13.600]  既放出自己的羊來就在前頭走
[00:02:13.600 --> 00:02:15.520]  羊也跟著他
[00:02:15.520 --> 00:02:18.480]  因為認得他的聲音
[00:02:18.480 --> 00:02:20.480]  羊不跟著僧人
[00:02:20.480 --> 00:02:24.960]  因為不認得他的聲音必要逃跑
[00:02:24.960 --> 00:02:27.040]  所以我們有一首詩歌叫做
[00:02:27.040 --> 00:02:28.400]  聽聽聽
[00:02:28.400 --> 00:02:30.720]  說輕輕聽輕輕聽
[00:02:30.720 --> 00:02:33.360]  我認得我牧人的聲音
[00:02:33.360 --> 00:02:35.920]  所以當我們的牧羊人
[00:02:35.920 --> 00:02:37.760]  跟你講話的時候
[00:02:37.760 --> 00:02:39.680]  我們要像羊一樣
[00:02:39.680 --> 00:02:42.000]  要聽到他的聲音
[00:02:42.000 --> 00:02:45.200]  而不要偏行其路
[00:02:45.200 --> 00:02:48.560]  當然了這個小故事的背景它是說
[00:02:48.560 --> 00:02:52.720]  當放羊人把羊放出去的時候
[00:02:52.720 --> 00:02:55.040]  晚上再收回來的時候
[00:02:55.040 --> 00:02:59.680]  然後就把羊放到公共的羊圈裡面去
[00:02:59.680 --> 00:03:03.440]  那麼就有專人連夜的看守
[00:03:03.440 --> 00:03:04.960]  連夜的照管
[00:03:04.960 --> 00:03:06.560]  餵他們吃一點草
[00:03:06.560 --> 00:03:08.400]  餵他們喝點水
[00:03:08.400 --> 00:03:11.280]  然後看守他們保護他們
[00:03:11.280 --> 00:03:13.680]  早上牧羊人來的時候
[00:03:13.680 --> 00:03:15.920]  就站在羊圈門口
[00:03:15.920 --> 00:03:17.440]  就拿起他的杖
[00:03:17.440 --> 00:03:18.720]  拿起他的杆
[00:03:18.720 --> 00:03:21.040]  就喲喲喲喲喲喲喲
[00:03:21.040 --> 00:03:24.720]  這個羊就聽到牧羊人的聲音
[00:03:24.720 --> 00:03:27.200]  就從千萬隻羊中間
[00:03:27.200 --> 00:03:29.440]  牠就一隻一隻就出來了
[00:03:29.440 --> 00:03:32.640]  因為牠認得牧羊人的聲音
[00:03:32.640 --> 00:03:35.280]  牧羊人也認得羊的聲音
[00:03:35.280 --> 00:03:38.720]  譬如這個牧羊人叫了半天
[00:03:38.720 --> 00:03:40.960]  小花怎麼沒有出來啊
[00:03:40.960 --> 00:03:42.640]  牠就小花小花
[00:03:42.640 --> 00:03:45.120]  這個小花就咩咩咩
[00:03:45.120 --> 00:03:48.000]  哦小花在那牠就知道了
[00:03:48.000 --> 00:03:51.040]  所以我們做一隻羊
[00:03:51.040 --> 00:03:54.240]  我們要認得我們主人的聲音
[00:03:54.240 --> 00:03:58.640]  我們主人也認得我們的聲音
[00:03:58.640 --> 00:04:02.560]  我們的聖靈常常是以第一人稱
[00:04:02.560 --> 00:04:04.800]  向我們說話
[00:04:04.800 --> 00:04:08.400]  我們先前念的《使徒新傳》第三章第二道事節
[00:04:08.400 --> 00:04:10.960]  他們侍奉主進食的時候
[00:04:10.960 --> 00:04:12.800]  聖靈說
[00:04:12.800 --> 00:04:16.000]  要為我分派巴拿巴和嫂羅
[00:04:16.000 --> 00:04:20.160]  去做我昭他們所做的功
[00:04:20.160 --> 00:04:22.640]  今天就是我要
[00:04:22.640 --> 00:04:26.640]  為我們學習新移民手冊
[00:04:26.640 --> 00:04:28.480]  第六週
[00:04:28.480 --> 00:04:29.840]  它上面講的
[00:04:29.840 --> 00:04:32.800]  聆聽聖靈的聲音
[00:04:32.800 --> 00:04:35.360]  我要跟各位來闡述
[00:04:35.360 --> 00:04:38.640]  跟各位來申訴一下
[00:04:38.640 --> 00:04:40.080]  先讓我說
[00:04:40.080 --> 00:04:44.480]  聖靈的聲音有什麼特別的地方呢
[00:04:44.480 --> 00:04:46.640]  為什麼我們要聽聖靈的聲音
[00:04:46.640 --> 00:04:48.720]  我們怎麼聽聖靈的聲音
[00:04:48.720 --> 00:04:53.120]  我們怎麼操練聽聖靈的聲音呢
[00:04:53.120 --> 00:04:56.480]  它的聲音到底有什麼特別的地方呢
[00:04:56.480 --> 00:04:57.520]  第一
[00:04:57.520 --> 00:05:00.000]  你會感覺到這個聲音是
[00:05:00.000 --> 00:05:02.800]  發自你的內心的
[00:05:02.800 --> 00:05:06.720]  不是從你的想法來的
[00:05:06.720 --> 00:05:09.440]  所以其實是你說
[00:05:09.440 --> 00:05:10.480]  牧師啊
[00:05:10.480 --> 00:05:13.120]  這個神我到現在搞不懂
[00:05:13.120 --> 00:05:14.640]  因為你的頭腦
[00:05:14.640 --> 00:05:16.400]  三度空間的頭腦
[00:05:16.400 --> 00:05:19.440]  你怎麼能夠把十七度空間的神
[00:05:19.440 --> 00:05:20.960]  搞清楚呢
[00:05:20.960 --> 00:05:23.280]  雖然說你說我搞不懂這個神
[00:05:23.280 --> 00:05:24.800]  但是你的心
[00:05:24.800 --> 00:05:27.600]  仍然可以聽到聖靈的聲音
[00:05:27.600 --> 00:05:31.280]  這個聲音是從你心裡面說出來的
[00:05:31.280 --> 00:05:33.760]  其實這沒有什麼新鮮的
[00:05:33.760 --> 00:05:34.800]  譬如
[00:05:34.800 --> 00:05:37.840]  當我們跟我們的愛人說我愛你的時候
[00:05:37.840 --> 00:05:41.200]  當我們跟我們的孩子說我愛你的時候
[00:05:41.200 --> 00:05:43.200]  不是用腦袋
[00:05:43.200 --> 00:05:45.200]  是用我們的心
[00:05:45.200 --> 00:05:46.880]  說我愛你的
[00:05:46.880 --> 00:05:49.120]  這是聖靈跟我們講話
[00:05:49.120 --> 00:05:52.640]  它是讓我們的心裡面感受到那個聲音
[00:05:52.640 --> 00:05:57.040]  所以這是一個非常特別的一個聲音
[00:05:57.040 --> 00:06:00.400]  而聖靈它所啟示我們的話
[00:06:00.400 --> 00:06:03.440]  常常不是我們自己想出來的
[00:06:03.440 --> 00:06:05.200]  這個聲音會很自然
[00:06:05.200 --> 00:06:06.960]  而且忽然的
[00:06:06.960 --> 00:06:08.720]  就浮現出來了
[00:06:08.720 --> 00:06:11.600]  不需要你去熬費心思
[00:06:11.600 --> 00:06:13.200]  要想去
[00:06:13.200 --> 00:06:16.880]  去挖掘出那麼一點點聲音的
[00:06:16.880 --> 00:06:18.400]  師母最近
[00:06:18.400 --> 00:06:20.720]  有一副眼鏡丟了
[00:06:20.720 --> 00:06:22.240]  找不著了
[00:06:22.240 --> 00:06:23.920]  她很肯定說
[00:06:23.920 --> 00:06:25.440]  就是在床上
[00:06:25.440 --> 00:06:27.440]  而且在四周
[00:06:27.440 --> 00:06:29.200]  所以我們翻箱倒閣
[00:06:29.200 --> 00:06:32.320]  把床單也拿起來也抖了好幾次
[00:06:32.320 --> 00:06:34.240]  床下東西通通收乾淨了
[00:06:34.240 --> 00:06:35.920]  也找了好幾次
[00:06:35.920 --> 00:06:37.760]  就是找不著
[00:06:37.760 --> 00:06:39.280]  就在這個時候
[00:06:39.280 --> 00:06:41.200]  忽然聖靈跟我說
[00:06:41.200 --> 00:06:44.400]  你找找看枕頭裡面吧
[00:06:44.400 --> 00:06:46.560]  我們有一個枕頭套
[00:06:46.560 --> 00:06:49.200]  枕頭套裡面有兩個枕頭
[00:06:49.200 --> 00:06:50.800]  所以聖靈啟示我說
[00:06:50.800 --> 00:06:53.520]  你找找看那兩個枕頭中間吧
[00:06:53.520 --> 00:06:56.080]  果然一伸下去就摸出來
[00:06:56.080 --> 00:06:57.200]  這是
[00:06:57.200 --> 00:06:58.960]  我頭髮到白
[00:06:58.960 --> 00:07:00.320]  其實已經白了
[00:07:00.320 --> 00:07:02.880]  永遠不會想出來的事情
[00:07:02.880 --> 00:07:04.880]  果真就在那個中間
[00:07:04.880 --> 00:07:08.080]  這就是聖靈跟我們說話
[00:07:08.080 --> 00:07:09.440]  聖靈啟示我們
