
[00:00:00.000 --> 00:00:02.680]  我們首先一起禱告
[00:00:02.680 --> 00:00:04.840]  祈求祢都幫助我們
[00:00:04.840 --> 00:00:09.440]  因為我們明白到
[00:00:09.440 --> 00:00:12.840]  這個世界即使很可能
[00:00:12.840 --> 00:00:16.680]  只是我們很自身很小的圈子
[00:00:16.680 --> 00:00:19.880]  都有不少的抉擇選取
[00:00:19.880 --> 00:00:23.080]  有時我們發現
[00:00:23.080 --> 00:00:27.480]  我們有些底線會迷失
[00:00:27.480 --> 00:00:30.280]  我們會失守
[00:00:30.280 --> 00:00:32.960]  很可能一些妥協
[00:00:32.960 --> 00:00:35.760]  一些讓步
[00:00:35.760 --> 00:00:42.120]  往往很多人都是讚許的一些事情
[00:00:42.120 --> 00:00:43.560]  但幫助我們
[00:00:43.560 --> 00:00:46.160]  我們會知道作為你的兒女
[00:00:46.160 --> 00:00:49.960]  在真理裏面種種的重要原則
[00:00:49.960 --> 00:00:52.480]  我們明白到不能夠讓步
[00:00:52.480 --> 00:00:57.360]  我們明白到對你那種全面的忠誠
[00:00:57.360 --> 00:01:00.160]  以你為我們生命唯一的主
[00:01:00.160 --> 00:01:02.560]  唯一最高的權威
[00:01:02.560 --> 00:01:04.760]  在之上再無其他
[00:01:04.760 --> 00:01:06.960]  亦都是我們不能夠妥協
[00:01:06.960 --> 00:01:09.760]  這一切我們既需要勇氣
[00:01:09.760 --> 00:01:11.760]  亦都需要智慧
[00:01:11.760 --> 00:01:14.560]  來呈現在生活當中
[00:01:14.560 --> 00:01:16.960]  我盼望由今天這個星期開始
[00:01:16.960 --> 00:01:20.360]  我們一同來學習史詩記的時候
[00:01:20.360 --> 00:01:25.560]  在裏面既有很多仁義的夾雜
[00:01:25.560 --> 00:01:29.760]  亦都有上帝你在很多人
[00:01:29.760 --> 00:01:32.560]  按自己心意而行的混亂裏面
[00:01:32.560 --> 00:01:36.360]  你去讓人知道究竟問題出在哪裏
[00:01:36.360 --> 00:01:38.160]  願上帝你都幫助我們
[00:01:38.160 --> 00:01:43.160]  一直每一個星期有一個星期去聽道的時候
[00:01:43.160 --> 00:01:46.560]  你讓我們越來越得著那份智慧的心
[00:01:46.560 --> 00:01:47.960]  又在你的話語
[00:01:47.960 --> 00:01:49.160]  在你的真理
[00:01:49.160 --> 00:01:51.760]  在你的信實同在當中
[00:01:51.760 --> 00:01:54.960]  更有大的堅固信心去信靠你
[00:01:54.960 --> 00:01:55.960]  天父幫助我們
[00:01:55.960 --> 00:01:57.560]  禱告奉耶穌名自求
[00:01:57.560 --> 00:01:59.160]  阿門
[00:01:59.160 --> 00:02:00.160]  好
[00:02:00.160 --> 00:02:03.760]  史詩記在基督教
[00:02:03.760 --> 00:02:06.360]  即我們福音派的聖經來講
[00:02:06.360 --> 00:02:10.160]  我們一般會理解它是一卷歷史書
[00:02:10.160 --> 00:02:14.960]  因為它和《約書亞記》通常都相提並論
[00:02:14.960 --> 00:02:17.360]  因為可以說前面就上集
[00:02:17.360 --> 00:02:18.960]  史詩記就下集
[00:02:18.960 --> 00:02:20.160]  事實上
[00:02:20.160 --> 00:02:23.160]  史詩記一開始就提到
[00:02:23.160 --> 00:02:26.160]  《約書亞記》死了
[00:02:26.160 --> 00:02:29.560]  很明顯就提到前面《約書亞記》
[00:02:29.560 --> 00:02:34.160]  一些阿姐還需要跟進的事情
[00:02:34.160 --> 00:02:37.160]  我們有圖畫幫助我們
[00:02:37.160 --> 00:02:40.160]  原來我是未開的
[00:02:40.160 --> 00:02:41.760]  有圖畫幫助我們
[00:02:41.760 --> 00:02:45.160]  放在這裏好像不想浪費
[00:02:45.160 --> 00:02:47.160]  有人很有心機
[00:02:47.160 --> 00:02:50.960]  現在網上很多這些很方便的資料
[00:02:50.960 --> 00:02:53.560]  其實它就將整卷聖經
[00:02:53.560 --> 00:02:56.360]  大約每個重要的階段
[00:02:56.360 --> 00:02:57.960]  這樣就表列了
[00:02:57.960 --> 00:03:01.760]  年份要說是有相確餘地
[00:03:01.760 --> 00:03:04.360]  不會說這個就是權威
[00:03:04.360 --> 00:03:06.360]  因為不同的歷史學家
[00:03:06.360 --> 00:03:08.760]  始終是一個遠古的歷史
[00:03:08.760 --> 00:03:11.760]  要很準確是哪年至哪年
[00:03:11.760 --> 00:03:13.360]  其實是很難的
[00:03:13.360 --> 00:03:14.760]  他們都是考古學
[00:03:14.760 --> 00:03:16.560]  即是猜測年份
[00:03:16.560 --> 00:03:20.560]  即是很嚴謹的估計也好
[00:03:20.560 --> 00:03:21.560]  其實都有偏差
[00:03:21.560 --> 00:03:24.760]  但方便我們有這個印象
[00:03:24.760 --> 00:03:28.560]  我們對於很多聖經裏面的順序
[00:03:28.560 --> 00:03:30.560]  我們不會迷失
[00:03:30.560 --> 00:03:33.960]  在這裏讓我們看到
[00:03:33.960 --> 00:03:36.560]  其實史詩記記載
[00:03:36.560 --> 00:03:38.760]  以色列人出了埃及
[00:03:38.760 --> 00:03:41.160]  進入迦南
[00:03:41.160 --> 00:03:42.960]  在那裏開始
[00:03:42.960 --> 00:03:45.760]  真的要在這個應許之地
[00:03:45.760 --> 00:03:47.160]  那裏定居
[00:03:47.160 --> 00:03:49.560]  那裏繼續好好生活下去
[00:03:49.560 --> 00:03:52.960]  但又未出現他們的第一個王
[00:03:52.960 --> 00:03:56.160]  未有王國之前的一個期間
[00:03:56.160 --> 00:03:59.760]  其實一班的士師
[00:03:59.760 --> 00:04:01.960]  是這個史詩記的主角
[00:04:01.960 --> 00:04:05.760]  不是上帝帶以色列人進來迦南地
[00:04:05.760 --> 00:04:10.360]  就想著要用士師來幫你
[00:04:10.360 --> 00:04:11.160]  來帶領你
[00:04:11.160 --> 00:04:11.960]  不是
[00:04:11.960 --> 00:04:13.960]  反而是因為以色列人
[00:04:13.960 --> 00:04:17.360]  不能夠遵守對上帝的承諾
[00:04:17.360 --> 00:04:20.560]  以致上帝對他們有管教有懲罰
[00:04:20.560 --> 00:04:21.560]  又受不了
[00:04:21.560 --> 00:04:23.360]  在這裏喊個名
[00:04:23.360 --> 00:04:25.360]  上帝就興起士師
[00:04:25.360 --> 00:04:27.360]  來拯救他們脫離
[00:04:27.360 --> 00:04:32.560]  上帝透過在外族人那種欺壓下的手
[00:04:32.560 --> 00:04:34.960]  這個是士師的角色
[00:04:34.960 --> 00:04:37.160]  士師不是全國的領袖
[00:04:37.160 --> 00:04:38.960]  我們在看史詩記的時候
[00:04:38.960 --> 00:04:42.160]  還有很可能和你看摩西前面
[00:04:42.160 --> 00:04:43.960]  舊約的書卷
[00:04:43.960 --> 00:04:45.360]  其他書卷都有提到
[00:04:45.360 --> 00:04:47.360]  士師的角色有點不同
[00:04:47.360 --> 00:04:50.560]  那裏好像處理一些比較小群體
[00:04:50.560 --> 00:04:51.960]  個人的糾紛
[00:04:51.960 --> 00:04:53.160]  幫忙裁決
[00:04:53.160 --> 00:04:54.760]  但在史詩記裏面
[00:04:54.760 --> 00:04:56.960]  裁決真的沒有什麼看法
[00:04:56.960 --> 00:04:59.360]  除了一次、半次
