
[00:00:00.000 --> 00:00:01.000]  好頂姐妹平安
[00:00:01.000 --> 00:00:02.000]  平安
[00:00:02.000 --> 00:00:05.000]  好開心 今天來到這裏跟大家分享訊息的時候
[00:00:05.000 --> 00:00:08.000]  我就想起我去年都是在端午節
[00:00:08.000 --> 00:00:11.000]  跟大家一起分享神的話語
[00:00:11.000 --> 00:00:13.000]  我記得去年在端午節的時候
[00:00:13.000 --> 00:00:15.000]  講到跟死亡有關
[00:00:15.000 --> 00:00:18.000]  今年就很有巧合
[00:00:18.000 --> 00:00:22.000]  啟示錄都是跟死亡很有關連性
[00:00:22.000 --> 00:00:24.000]  當然今天我們所看的經文
[00:00:24.000 --> 00:00:27.000]  在啟示錄九章的十三到二十一節
[00:00:27.000 --> 00:00:31.000]  我們先一齊讀這幾節的經文
[00:00:31.000 --> 00:00:33.000]  我們十三節開始
[00:00:33.000 --> 00:00:34.000]  一二三
[00:00:34.000 --> 00:00:36.000]  第六位天使吹號
[00:00:36.000 --> 00:00:42.000]  我就聽見有聲音從上帝面前金壇的四角出來
[00:00:42.000 --> 00:00:46.000]  吩咐那吹號的第六位天使說
[00:00:46.000 --> 00:00:52.000]  把那捆綁在幼法拉底大河的四個使者釋放了
[00:00:52.000 --> 00:00:55.000]  那四個使者就被釋放
[00:00:55.000 --> 00:00:58.000]  他們原事預備好了
[00:00:58.000 --> 00:01:03.000]  到某年某月某日某時要殺人的三分之一
[00:01:03.000 --> 00:01:05.000]  馬軍有二萬萬
[00:01:05.000 --> 00:01:08.000]  他們的數目我聽見了
[00:01:08.000 --> 00:01:13.000]  我在異象中看見那些馬和騎馬的
[00:01:13.000 --> 00:01:16.000]  騎馬的空前有甲如火
[00:01:16.000 --> 00:01:19.000]  與子馬老並流亡
[00:01:19.000 --> 00:01:22.000]  馬的頭好象獅子頭
[00:01:22.000 --> 00:01:27.000]  有火有煙有硫磺從馬的口中出來
[00:01:27.000 --> 00:01:31.000]  口中所出來的火與煙並硫磺
[00:01:31.000 --> 00:01:35.000]  這三樣災殺了人的三分之一
[00:01:35.000 --> 00:01:40.000]  這馬的能力是在口裡和尾巴上
[00:01:40.000 --> 00:01:45.000]  因這尾巴象蛇並且有頭用耳害人
[00:01:45.000 --> 00:01:49.000]  其餘未曾被這些災所殺的人
[00:01:49.000 --> 00:01:53.000]  仍舊不悔改自己所所做的
[00:01:53.000 --> 00:01:57.000]  還是去拜鬼魔和那些不能看
[00:01:57.000 --> 00:02:03.000]  不能聽不能走金銀銅木的偶像
[00:02:03.000 --> 00:02:06.000]  又不悔改他們那些兇殺
[00:02:06.000 --> 00:02:10.000]  邪術奸淫偷竊的事
[00:02:19.000 --> 00:02:21.000]  在豪風球要來臨之前
[00:02:21.000 --> 00:02:25.000]  通常電視機就會有些聲音出來
[00:02:25.000 --> 00:02:27.000]  要警告我們
[00:02:27.000 --> 00:02:30.000]  或者要一些所謂溫馨的提示
[00:02:30.000 --> 00:02:33.000]  就是要我們留意一些事情要發生
[00:02:33.000 --> 00:02:36.000]  當然第六號他在吹的時候
[00:02:36.000 --> 00:02:40.000]  就是要留意九章到十三和二十一節裡面
[00:02:40.000 --> 00:02:42.000]  要我們留意的一些事情
[00:02:42.000 --> 00:02:44.000]  是一個很重要或者是
[00:02:44.000 --> 00:02:47.000]  很想我們更加放心機
[00:02:47.000 --> 00:02:50.000]  在裡面去理解這一段經文
[00:02:50.000 --> 00:02:52.000]  當然在我們看的經文裡面的第一節那裡
[00:02:52.000 --> 00:02:54.000]  有一句我覺得很重要
[00:02:54.000 --> 00:02:57.000]  也是值得我們去思考的就是
[00:02:57.000 --> 00:02:59.000]  第十三節那裡
[00:02:59.000 --> 00:03:01.000]  為什麼會聽到有聲音
[00:03:01.000 --> 00:03:04.000]  在金壇的四角出來的呢
[00:03:04.000 --> 00:03:06.000]  這個問題我想都值得我們去思考
[00:03:06.000 --> 00:03:08.000]  為什麼會有聲音會出來
[00:03:08.000 --> 00:03:12.000]  以及為什麼會在這個壇的四角這個位置呢
[00:03:12.000 --> 00:03:15.000]  當然當我們繼續去思考
[00:03:15.000 --> 00:03:18.000]  就是這個祭壇的處境的時候
[00:03:18.000 --> 00:03:19.000]  如果我們回到前面
[00:03:19.000 --> 00:03:21.000]  特別是六章九節那裡
[00:03:21.000 --> 00:03:24.000]  其實那裡就提到在祭壇下面
[00:03:24.000 --> 00:03:28.000]  就有一班為信仰所犧牲的信徒
[00:03:28.000 --> 00:03:31.000]  他們在那裡祈禱要去伸冤
[00:03:31.000 --> 00:03:35.000]  當他們被信仰的緣故犧牲的時候
[00:03:35.000 --> 00:03:39.000]  這些聲音就在這個祭壇裡面去發出
[00:03:39.000 --> 00:03:42.000]  並且去到八章二到三節那裡
[00:03:42.000 --> 00:03:47.000]  其實都提過有一個天使在提這個信徒的禱告
[00:03:47.000 --> 00:03:50.000]  就在這個祭壇的面前
[00:03:50.000 --> 00:03:54.000]  當你留意到這兩個不同的上文的時候
[00:03:54.000 --> 00:03:58.000]  你就很感受到其實這裡的聲音出來
[00:03:58.000 --> 00:04:00.000]  不只是一個審判
[00:04:00.000 --> 00:04:04.000]  而是在說是神去回應祈禱
[00:04:04.000 --> 00:04:07.000]  祂為那些祈禱的信徒
[00:04:07.000 --> 00:04:10.000]  祂為那些因為信仰而犧牲的信徒
[00:04:10.000 --> 00:04:13.000]  來到去伸冤
[00:04:13.000 --> 00:04:16.000]  我們知道在啟示錄的讀者
[00:04:16.000 --> 00:04:19.000]  這一班的讀者他們當時是面對著
[00:04:19.000 --> 00:04:22.000]  不同信仰所帶來的逼迫
[00:04:22.000 --> 00:04:25.000]  無論是社會上對他們的挑戰
[00:04:25.000 --> 00:04:28.000]  或者是政府對他們一些的壓力
[00:04:28.000 --> 00:04:30.000]  甚至乎是迫害等等
[00:04:30.000 --> 00:04:32.000]  所以你可以想像在這一班信徒的時候
[00:04:32.000 --> 00:04:35.000]  他們很多時候很難去堅持
[00:04:35.000 --> 00:04:37.000]  他們會想一個問題就是
[00:04:37.000 --> 00:04:39.000]  這個黑暗要到什麼時候呢
[00:04:39.000 --> 00:04:41.000]  這個困難要到什麼時候呢
[00:04:41.000 --> 00:04:43.000]  這個流血要到什麼時候呢
[00:04:43.000 --> 00:04:46.000]  在這樣的一個挑戰之下
[00:04:46.000 --> 00:04:48.000]  這一封書信
[00:04:48.000 --> 00:04:51.000]  或者是這個金壇裡面的聲音
[00:04:51.000 --> 00:04:53.000]  帶給他們一個盼望
[00:04:53.000 --> 00:04:57.000]  因為神是那位隨聽我們禱告的神
[00:04:57.000 --> 00:05:01.000]  神是那位隨聽我們伸冤的神
[00:05:01.000 --> 00:05:04.000]  你想像一下就好像我們看電影
[00:05:04.000 --> 00:05:06.000]  或者看電視劇一樣
[00:05:06.000 --> 00:05:07.000]  如果你看這個電視劇
[00:05:07.000 --> 00:05:09.000]  你知道那個反派的角色
[00:05:09.000 --> 00:05:11.000]  是不可能翻轉的
[00:05:11.000 --> 00:05:14.000]  你覺得這個完全沒有公義
[00:05:14.000 --> 00:05:16.000]  很多時候我們就可能放棄
[00:05:16.000 --> 00:05:17.000]  就不看了
[00:05:17.000 --> 00:05:19.000]  覺得這部戲不值得看
[00:05:19.000 --> 00:05:24.000]  或者覺得越看心情越沒有盼望
[00:05:24.000 --> 00:05:26.000]  或者你想像一下如果你跑馬拉松
[00:05:26.000 --> 00:05:29.000]  當你跑跑跑跑跑到
[00:05:29.000 --> 00:05:31.000]  如果你知道前面有結束的時候
[00:05:31.000 --> 00:05:33.000]  你起碼有個動力繼續向前
[00:05:33.000 --> 00:05:34.000]  但是如果我跟你說
[00:05:34.000 --> 00:05:36.000]  你跑這個馬拉松是不可能結束的
[00:05:36.000 --> 00:05:37.000]  你就繼續跑
[00:05:37.000 --> 00:05:39.000]  跑跑跑你不可能會繼續
[00:05:39.000 --> 00:05:43.000]  你也沒有這種動力去到繼續
[00:05:43.000 --> 00:05:45.000]  又或者好像一場考試一樣
[00:05:45.000 --> 00:05:46.000]  不停地考不停地考
[00:05:46.000 --> 00:05:47.000]  是不會結束的
[00:05:47.000 --> 00:05:49.000]  如果是高考
[00:05:49.000 --> 00:05:51.000]  那就考兩個星期
[00:05:51.000 --> 00:05:52.000]  不是的
[00:05:52.000 --> 00:05:53.000]  是一直考一直考一直考
[00:05:53.000 --> 00:05:59.000]  你就不會去到有能力去繼續前進
[00:05:59.000 --> 00:06:02.000]  第六號的審判神的聲音
[00:06:02.000 --> 00:06:04.000]  其實提醒我們
[00:06:04.000 --> 00:06:05.000]  公義的神
[00:06:05.000 --> 00:06:09.000]  祂同時都是有愛的神
[00:06:09.000 --> 00:06:10.000]  祂有主權
[00:06:10.000 --> 00:06:13.000]  祂知道最合適的時間
[00:06:13.000 --> 00:06:16.000]  來回應我們的祈禱
[00:06:16.000 --> 00:06:21.000]  來回應我們的心願
[00:06:21.000 --> 00:06:24.000]  有的時候跟一些弟兄來聊天的時候
[00:06:24.000 --> 00:06:28.000]  他們都給我有很多學習的地方
[00:06:28.000 --> 00:06:31.000]  其中我記得有一個弟兄
[00:06:31.000 --> 00:06:35.000]  常常會提到在職場上
[00:06:35.000 --> 00:06:38.000]  其實有很多不公平的地方
[00:06:38.000 --> 00:06:43.000]  甚至有很多不備善待的處境
[00:06:43.000 --> 00:06:44.000]  在工作裡面
[00:06:44.000 --> 00:06:48.000]  當他們要堅持一些原則的時候
[00:06:48.000 --> 00:06:51.000]  或者要堅持去講真話的時候
[00:06:51.000 --> 00:06:53.000]  其實是很困難
[00:06:53.000 --> 00:06:55.000]  但是有些弟兄又經常跟我們說
[00:06:55.000 --> 00:06:57.000]  總之不管了
[00:06:57.000 --> 00:06:59.000]  神會為我去伸冤的
[00:06:59.000 --> 00:07:02.000]  神會來所謂帶領我的
[00:07:02.000 --> 00:07:04.000]  就是很有這種的
[00:07:04.000 --> 00:07:07.000]  明白到我們現在的處境不是永恆
[00:07:07.000 --> 00:07:11.000]  而是有神祂最有美好的時間
[00:07:11.000 --> 00:07:12.000]  不一定是懲罰
[00:07:12.000 --> 00:07:16.000]  可能不同的形式來去成就那件美事
[00:07:16.000 --> 00:07:18.000]  以致活在當下的我們
[00:07:18.000 --> 00:07:21.000]  就算在職場上有些困難挑戰
[00:07:21.000 --> 00:07:25.000]  我們都願意繼續這樣走下去
[00:07:25.000 --> 00:07:26.000]  或者我們有幾個弟兄
[00:07:26.000 --> 00:07:31.000]  我們每次在門訓員都會有早餐
[00:07:31.000 --> 00:07:33.000]  早餐的時候男人
[00:07:33.000 --> 00:07:36.000]  男人其中一個挑戰就是我們的
[00:07:36.000 --> 00:07:38.000]  我上次經常講到都會講
[00:07:38.000 --> 00:07:41.000]  我們說最大的男人最大的敵人
[00:07:41.000 --> 00:07:42.000]  是誰呢
[00:07:42.000 --> 00:07:45.000]  有些就說就是我老婆
[00:07:45.000 --> 00:07:48.000]  的確有很多我們早餐的時候
[00:07:48.000 --> 00:07:50.000]  就會講我的老婆
[00:07:50.000 --> 00:07:51.000]  怎樣怎樣
[00:07:51.000 --> 00:07:55.000]  當然有不同的理由原因等等
[00:07:55.000 --> 00:07:58.000]  但是有幾個弟兄很有智慧
[00:07:58.000 --> 00:08:00.000]  他們就會說不理了
[00:08:00.000 --> 00:08:02.000]  就交託神
[00:08:02.000 --> 00:08:06.000]  總之神會在合適的時間
[00:08:06.000 --> 00:08:08.000]  為我伸冤
[00:08:08.000 --> 00:08:11.000]  當然這些挑戰
[00:08:11.000 --> 00:08:13.000]  我相信神伸冤不一定是懲罰
[00:08:13.000 --> 00:08:15.000]  不過可能是另類的祝福
[00:08:15.000 --> 00:08:19.000]  可能帶來不一樣的改變
[00:08:19.000 --> 00:08:21.000]  但是我見到弟兄很真實的那種情感
[00:08:21.000 --> 00:08:26.000]  就是說他知道上帝在那裡
[00:08:26.000 --> 00:08:29.000]  他知道這個挑戰不是永恆的
[00:08:29.000 --> 00:08:32.000]  是有神的愛
[00:08:32.000 --> 00:08:37.000]  有神的所謂大令在當中
[00:08:37.000 --> 00:08:39.000]  而第二方面我們見到
[00:08:39.000 --> 00:08:41.000]  在接續下來14到19節
[00:08:41.000 --> 00:08:45.000]  都是整個經文的一個核心
[00:08:45.000 --> 00:08:47.000]  在經文14到19節
[00:08:47.000 --> 00:08:49.000]  就說有四個使者
[00:08:49.000 --> 00:08:52.000]  這四個使者他們就被綁在
[00:08:52.000 --> 00:08:54.000]  這個幼法拉底河那裡
[00:08:54.000 --> 00:08:57.000]  接著這個被綁的使者就被釋放
[00:08:57.000 --> 00:09:00.000]  接著他就統領了二萬萬的馬軍
[00:09:00.000 --> 00:09:05.000]  接著就殺害了三分之一的人口
[00:09:05.000 --> 00:09:06.000]  當然在這幾節裡面
[00:09:06.000 --> 00:09:08.000]  很特別的一個我們要思考的就是
[00:09:08.000 --> 00:09:11.000]  可能這四個使者是誰呢
[00:09:11.000 --> 00:09:14.000]  或者幼法拉底河又是什麼地方呢
[00:09:14.000 --> 00:09:16.000]  甚至乎二萬萬的馬軍
[00:09:16.000 --> 00:09:19.000]  跟這個幼法拉底河其實又有什麼關係呢
[00:09:19.000 --> 00:09:21.000]  可能我想在這裡
[00:09:21.000 --> 00:09:26.000]  和大家慢慢的去拆解一下
[00:09:26.000 --> 00:09:27.000]  當然這四個使者很簡單
[00:09:27.000 --> 00:09:28.000]  一定不是好人
[00:09:28.000 --> 00:09:30.000]  如果是好人就不會被綁在那裡
[00:09:30.000 --> 00:09:33.000]  這四個應該是一個邪惡的天使
[00:09:33.000 --> 00:09:35.000]  甚至乎是屬於魔鬼
[00:09:35.000 --> 00:09:38.000]  在上一章所說的那個無底坑那裡
[00:09:38.000 --> 00:09:41.000]  那個的代表
[00:09:41.000 --> 00:09:44.000]  或者是一個惡的天使
[00:09:44.000 --> 00:09:48.000]  這個惡的天使聖經形容他被捆綁
[00:09:48.000 --> 00:09:52.000]  被綁住一方面就代表著上帝的主權
