
[00:00:00.000 --> 00:00:04.540]  今日和大家先到菲奧比斯活象基督的第七講
[00:00:04.540 --> 00:00:07.140]  沒有基督就沒有價值
[00:00:07.140 --> 00:00:10.240]  今天經文裏面保羅回顧他前半生
[00:00:10.240 --> 00:00:12.060]  沒有耶穌基督的日子
[00:00:12.060 --> 00:00:13.860]  那日子都有很多的奮鬥
[00:00:13.860 --> 00:00:15.660]  或者很多的光輝
[00:00:15.660 --> 00:00:17.340]  但是回頭一看
[00:00:17.340 --> 00:00:20.340]  那些奮鬥背後沒有耶穌基督的時候
[00:00:20.340 --> 00:00:22.060]  特別沒有神的心意
[00:00:22.060 --> 00:00:24.140]  沒有神基督的心腸的時候
[00:00:24.140 --> 00:00:25.940]  有很多失敗
[00:00:25.940 --> 00:00:27.940]  覺得惋惜的日子
[00:00:27.940 --> 00:00:31.660]  他回頭一看那些以前是賺的東西
[00:00:31.660 --> 00:00:34.460]  看了唯有損是蝕的
[00:00:34.460 --> 00:00:37.360]  一個沒有耶穌基督的生平也是這樣
[00:00:37.360 --> 00:00:40.060]  我們有沒有一個有基督的奮鬥的人生呢?
[00:00:40.060 --> 00:00:41.460]  我看經文
[00:00:41.460 --> 00:00:43.860]  菲奧比斯是三章一到七節
[00:00:43.860 --> 00:00:45.340]  頂讀單數節
[00:00:45.340 --> 00:00:46.860]  姐妹讀雙數節
[00:00:46.860 --> 00:00:48.060]  頂開始
[00:00:48.060 --> 00:00:49.160]  弟兄們
[00:00:49.160 --> 00:00:50.660]  我還有話說
[00:00:50.660 --> 00:00:52.760]  你們要靠主喜樂
[00:00:52.760 --> 00:00:55.160]  我把這話再寫給你們
[00:00:55.160 --> 00:00:56.860]  於我並不爲難
[00:00:56.860 --> 00:00:59.260]  於你們確是妥當
[00:00:59.260 --> 00:01:10.860]  因爲真受國禮的乃是我們者以神的靈敬拜
[00:01:10.860 --> 00:01:14.660]  在基督耶穌裏誇耗不靠着肉體的
[00:01:14.660 --> 00:01:25.660]  我第八天受國禮
[00:01:25.660 --> 00:01:29.060]  我是以色列族變雅文支派的人
[00:01:29.060 --> 00:01:31.860]  是希伯來人所生的希伯孃
[00:01:31.860 --> 00:01:33.060]  就律法說
[00:01:33.060 --> 00:01:34.860]  我是法利塞人
[00:01:34.860 --> 00:01:35.860]  就以心說
[00:01:35.860 --> 00:01:37.860]  我是碧波教會的
[00:01:37.860 --> 00:01:46.060]  只是我先前以爲與我有益的
[00:01:46.060 --> 00:01:50.060]  我現在因基督都當作有損的
[00:01:50.060 --> 00:01:52.660]  所以看着保羅回顧一生的時候
[00:01:52.660 --> 00:01:55.860]  他回顧自己沒有基督的日子
[00:01:55.860 --> 00:01:58.460]  那些靠肉體奮鬥的人生
[00:01:58.460 --> 00:02:00.060]  他回頭看
[00:02:00.060 --> 00:02:01.260]  問一個問題
[00:02:01.260 --> 00:02:03.060]  有什麼益處呢?
[00:02:03.060 --> 00:02:04.660]  作爲外邦人的仕途
[00:02:04.660 --> 00:02:06.660]  保羅要向很多民族傳福音
[00:02:06.660 --> 00:02:10.460]  其中一個很大的挑戰就是面對那些高舉國禮
[00:02:10.460 --> 00:02:12.860]  高舉猶太人身份的人
[00:02:12.860 --> 00:02:14.460]  那些人挑戰教會
[00:02:14.460 --> 00:02:15.460]  衝擊保羅
[00:02:15.460 --> 00:02:17.660]  衝擊整個教會
[00:02:17.660 --> 00:02:19.260]  作爲一個年輕人的時候
[00:02:19.260 --> 00:02:21.460]  保羅是非常勤奮
[00:02:21.460 --> 00:02:23.860]  他有一個很高素質的背景
[00:02:23.860 --> 00:02:26.260]  特別是猶太背景的素質
[00:02:26.260 --> 00:02:30.260]  但這個素質卻使他難以認識耶穌
[00:02:30.260 --> 00:02:32.060]  因爲其中一個最大的挑戰就是
[00:02:32.060 --> 00:02:34.260]  他有一個靠肉體的心
[00:02:34.260 --> 00:02:35.260]  比較的心
[00:02:35.260 --> 00:02:37.260]  以外貌取人的心
[00:02:37.260 --> 00:02:41.060]  他就以外貌肉體認過耶穌
[00:02:41.060 --> 00:02:42.660]  他是否定耶穌
[00:02:42.660 --> 00:02:44.060]  他這樣去看人
[00:02:44.060 --> 00:02:45.260]  看自己
[00:02:45.260 --> 00:02:49.660]  所以保羅特別是當時針對教會的這些猶太人
[00:02:49.660 --> 00:02:52.260]  他用很重的話開始第二節
[00:02:52.260 --> 00:02:54.460]  應當防備犬類
[00:02:54.460 --> 00:02:56.260]  防備作惡的
[00:02:56.260 --> 00:02:59.460]  防備妄自行國的
[00:02:59.460 --> 00:03:01.660]  三個命令詞都是防備
[00:03:01.660 --> 00:03:03.460]  看着看着
[00:03:03.460 --> 00:03:04.260]  看着什麼呢
[00:03:04.260 --> 00:03:05.260]  那些犬類
[00:03:05.260 --> 00:03:09.260]  保羅用很重的話去評論那些假先知
[00:03:09.260 --> 00:03:11.260]  作爲犬類
[00:03:11.260 --> 00:03:13.860]  猶太人習慣稱外邦人爲犬類
[00:03:13.860 --> 00:03:17.460]  保羅確稱這些假先知猶太人爲犬類
[00:03:17.460 --> 00:03:19.060]  那些是作惡的人
[00:03:19.060 --> 00:03:21.860]  接着保羅再說是自國的
[00:03:21.860 --> 00:03:22.860]  這個表達就是
[00:03:22.860 --> 00:03:24.660]  他們所做的不是國禮
[00:03:24.660 --> 00:03:26.060]  他們自己傷害自己
[00:03:26.060 --> 00:03:26.660]  也傷害人
[00:03:26.660 --> 00:03:28.460]  都是自國的
[00:03:28.460 --> 00:03:30.260]  那些犬類的表達
[00:03:30.260 --> 00:03:32.460]  有舊約的根源
[00:03:32.460 --> 00:03:35.460]  舊約一冊書第五十六章說
[00:03:35.460 --> 00:03:38.860]  那些假先知沒有警醒的工作
[00:03:38.860 --> 00:03:41.260]  只是稱呼是阿巴狗
[00:03:41.260 --> 00:03:43.060]  他只是叫阿巴狗
[00:03:43.060 --> 00:03:44.460]  他們不能叫
[00:03:44.460 --> 00:03:46.660]  他們經常睡覺
[00:03:46.660 --> 00:03:50.060]  這些狗是貪食不飽足
[00:03:50.060 --> 00:03:51.660]  這些假的牧人
[00:03:51.660 --> 00:03:53.060]  他們偏行己路
[00:03:53.060 --> 00:03:55.660]  只是求自己的益處
[00:03:55.660 --> 00:03:56.860]  所以說到這些
[00:03:56.860 --> 00:03:58.460]  保羅可能用這個字眼
[00:03:58.460 --> 00:04:00.860]  可能有這些經文的背後
[00:04:00.860 --> 00:04:02.460]  接着保羅就說
[00:04:02.460 --> 00:04:04.060]  我們信主的人
[00:04:04.060 --> 00:04:05.860]  無論是外邦人或者什麼人也好
[00:04:05.860 --> 00:04:06.860]  真正信主的人
[00:04:06.860 --> 00:04:09.260]  纔是真正領受國禮的人
[00:04:09.260 --> 00:04:11.260]  所以說我們就是國禮
[00:04:11.260 --> 00:04:13.260]  而這種國禮是屬靈的敬拜
[00:04:13.260 --> 00:04:14.860]  不是他們肉體的敬拜
[00:04:14.860 --> 00:04:16.660]  我們以神的靈敬拜
[00:04:16.660 --> 00:04:18.460]  在基督耶穌裏
[00:04:18.460 --> 00:04:19.660]  他特別強調
[00:04:19.660 --> 00:04:22.260]  我是不再依靠肉體的人
[00:04:22.260 --> 00:04:24.860]  我們是那些不再依靠肉體的人
[00:04:24.860 --> 00:04:28.660]  我們是這些蒙福不再依靠肉體的人
[00:04:28.660 --> 00:04:31.460]  保羅生命裏面曾經很依靠他
[00:04:31.460 --> 00:04:38.460]  這份純正的基督猶太人的身份
[00:04:38.460 --> 00:04:40.660]  他知道靠肉體的他
[00:04:40.660 --> 00:04:42.860]  是不認識基督
[00:04:42.860 --> 00:04:46.660]  反而是逼迫基督和基督教會
[00:04:46.660 --> 00:04:49.260]  接着保羅很知道他曾經是這樣做
[00:04:49.260 --> 00:04:51.060]  他就在第四節說
[00:04:51.060 --> 00:04:53.460]  我也可以靠肉體
[00:04:53.460 --> 00:04:55.660]  他說如果其他人可以靠肉體的話
[00:04:55.660 --> 00:04:56.660]  保羅就強調
[00:04:56.660 --> 00:04:59.660]  我更可以靠肉體
[00:04:59.660 --> 00:05:02.460]  看到保羅當時爲了自己靠肉體
[00:05:02.460 --> 00:05:04.660]  何等曾經的驕傲
[00:05:04.660 --> 00:05:06.860]  事後到今天
[00:05:06.860 --> 00:05:08.260]  何等的傷感
[00:05:08.260 --> 00:05:11.860]  也知道這條路是不能走下去的路
[00:05:11.860 --> 00:05:13.260]  所以保羅其中一個名句
[00:05:13.260 --> 00:05:15.660]  在《哥倫多號書》第五章十六節
[00:05:15.660 --> 00:05:17.060]  可以一起讀嗎
[00:05:17.060 --> 00:05:19.860]  所以我們從今以後
[00:05:19.860 --> 00:05:22.860]  不憑着外貌認人了
[00:05:22.860 --> 00:05:24.460]  後面呢
[00:05:24.460 --> 00:05:27.860]  雖然憑着外貌認過基督
[00:05:27.860 --> 00:05:30.660]  如今卻不再這樣認他了
[00:05:30.660 --> 00:05:32.660]  保羅有憑着外貌的原文
[00:05:32.660 --> 00:05:35.460]  意思是按照肉體
[00:05:35.460 --> 00:05:38.060]  希臘文讀法就是Kathasaka
[00:05:38.060 --> 00:05:40.860]  兩次用了按照肉體
[00:05:40.860 --> 00:05:44.060]  保羅曾經用按照肉體去看耶穌基督
[00:05:44.060 --> 00:05:45.860]  這樣看耶穌基督
[00:05:45.860 --> 00:05:47.860]  出於小鎮拿撒勒
[00:05:47.860 --> 00:05:49.660]  窮人
[00:05:49.660 --> 00:05:50.660]  讀神的律法
[00:05:50.660 --> 00:05:52.460]  沒有受過訓練
