
[00:00:00.000 --> 00:00:06.080]  我們上個星期看到魏政政魏的上部份
[00:00:06.080 --> 00:00:08.080]  即是虛偽的政權
[00:00:08.080 --> 00:00:10.940]  我們看到蘇羅戰死沙場
[00:00:10.940 --> 00:00:13.740]  大衛終於在南部作王
[00:00:13.740 --> 00:00:17.000]  但記住他未能夠統一全國
[00:00:17.000 --> 00:00:20.820]  因為作為蘇羅元帥的厄尼爾
[00:00:20.820 --> 00:00:26.480]  將蘇羅的小兒子帶去伊斯波切
[00:00:26.480 --> 00:00:32.880]  劫天子二令諸侯在北部伊斯波切作王
[00:00:32.880 --> 00:00:36.540]  所以其實當時已經分開南北兩邊
[00:00:36.540 --> 00:00:40.580]  但這個虛偽的政權絕對不喜歡一件事
[00:00:40.580 --> 00:00:44.320]  就是雙方互相對峙的時候
[00:00:44.320 --> 00:00:48.680]  結果伊斯波切打輸他逃走
[00:00:48.680 --> 00:00:55.360]  但大衛的元帥弱額的弟弟阿薩克一冒去追他死了
[00:00:55.360 --> 00:01:00.040]  因此就結下了兩個人的個人恩怨
[00:01:00.040 --> 00:01:03.040]  今天我們會看這個恩怨是怎樣去結束
[00:01:03.040 --> 00:01:05.600]  伊斯波切就因為想奪權
[00:01:05.600 --> 00:01:09.580]  跟蘇羅一個的妃嬪發生關係
[00:01:09.580 --> 00:01:11.240]  被伊斯波切責備
[00:01:11.240 --> 00:01:14.960]  為甚麼你要跟我爸爸的妃嬪有這個不好的關係
[00:01:14.960 --> 00:01:16.480]  他即時反臉
[00:01:16.480 --> 00:01:21.200]  而最討厭的是他多次利用神的名字
[00:01:21.200 --> 00:01:23.480]  甚至說要替天行道
[00:01:23.480 --> 00:01:26.800]  向大衛投誠
[00:01:26.800 --> 00:01:31.160]  大衛一定樂於去接受
[00:01:31.160 --> 00:01:35.520]  但是大衛要先有一個條件
[00:01:35.520 --> 00:01:38.580]  我要取回我原本的妻子
[00:01:38.580 --> 00:01:40.880]  就是蘇羅的女兒
[00:01:40.880 --> 00:01:45.760]  這個要求並不是因為他愛米格
[00:01:45.760 --> 00:01:49.080]  而是個人的面子和政治因素
[00:01:49.080 --> 00:01:53.940]  這就是上個星期和大家看的偽證
[00:01:53.940 --> 00:01:59.580]  今天我們會看正義的故事怎樣繼續發展下去
[00:01:59.580 --> 00:02:07.000]  從撒姆爾記下第三章22到25節
[00:02:07.000 --> 00:02:12.640]  短短六節經文記載了五個的行動
[00:02:12.640 --> 00:02:15.440]  大家聽我讀出來
[00:02:15.440 --> 00:02:20.560]  約厄和大衛的僕人攻擊敵軍帶回許多的略物
[00:02:20.560 --> 00:02:23.880]  那時厄利爾不在希伯倫大衛那裏
[00:02:23.880 --> 00:02:26.440]  因大衛已經送他去
[00:02:26.440 --> 00:02:28.760]  他又平平安安的去了
[00:02:28.760 --> 00:02:31.060]  約厄和跟隨他的全軍到了
[00:02:31.060 --> 00:02:33.360]  就有人告訴約厄說
[00:02:33.360 --> 00:02:36.180]  利爾的兒子厄利爾來見王
[00:02:36.180 --> 00:02:37.720]  王送他去
[00:02:37.720 --> 00:02:40.020]  他又平平安安的去了
[00:02:40.020 --> 00:02:43.080]  約厄去見王說
[00:02:43.080 --> 00:02:44.880]  你這是做甚麼呢
[00:02:44.880 --> 00:02:46.420]  厄利爾來見你
[00:02:46.420 --> 00:02:48.200]  你為何送他去
[00:02:48.200 --> 00:02:49.740]  他就蹤影不見了
[00:02:49.740 --> 00:02:51.020]  你當然知道
[00:02:51.020 --> 00:02:54.860]  利爾的兒子厄利爾來是要欺負你
[00:02:54.860 --> 00:03:00.240]  要知道你的出入和你一切所行的事
[00:03:00.240 --> 00:03:04.340]  你看到很短的四節經文
[00:03:04.340 --> 00:03:08.180]  但是就會看到不同的行動
[00:03:08.180 --> 00:03:09.720]  第一個是什麼呢
[00:03:09.720 --> 00:03:11.760]  就是指控
[00:03:11.760 --> 00:03:16.100]  我們看到約厄說
[00:03:16.100 --> 00:03:17.400]  你做甚麼呢
[00:03:17.400 --> 00:03:18.480]  厄利爾來見你
[00:03:18.480 --> 00:03:20.980]  為何你要送他出去呢
[00:03:20.980 --> 00:03:25.320]  我們特別看到當時他們做了些甚麼呢
[00:03:25.320 --> 00:03:29.940]  原來當時大衛的將領
[00:03:29.940 --> 00:03:32.240]  就出去外面攻打敵軍
[00:03:32.240 --> 00:03:34.280]  第三章第22節
[00:03:34.280 --> 00:03:37.360]  約厄和大衛的僕人攻擊敵軍
[00:03:37.360 --> 00:03:40.180]  帶回許多的略物
[00:03:40.180 --> 00:03:43.000]  你留意到攻擊敵軍並不是表示
[00:03:43.000 --> 00:03:45.040]  跟隨從出去出征
[00:03:45.040 --> 00:03:48.120]  而是跟敵國的鳥打戰
[00:03:48.120 --> 00:03:51.200]  而是搶掠其他人的財物
[00:03:51.200 --> 00:03:54.520]  因為大衛剛剛才作王
[00:03:54.520 --> 00:03:57.840]  國家不會有很多很多的財產
[00:03:57.840 --> 00:04:00.400]  所以他就要出去攻擊其他人
[00:04:00.400 --> 00:04:02.200]  鞏固自己的財力
[00:04:02.200 --> 00:04:03.980]  更加鞏固自己的勢力
[00:04:03.980 --> 00:04:07.560]  但是當約厄搶了元人的東西回來之後
[00:04:07.560 --> 00:04:09.880]  他知道大衛和厄利爾見面的時候
[00:04:09.880 --> 00:04:11.020]  就生氣得很厲害
[00:04:11.020 --> 00:04:12.320]  「你搞甚麼東西啊」
[00:04:12.320 --> 00:04:13.360]  質問大衛
[00:04:13.360 --> 00:04:15.840]  第24節 剛才我們就看到了
[00:04:15.840 --> 00:04:19.360]  他說到「你做了甚麼 為甚麼會這樣做」
[00:04:19.360 --> 00:04:24.720]  這裡還說到「你送他走之後 他就不見了」
[00:04:24.720 --> 00:04:26.840]  這句說話就顯示
[00:04:26.840 --> 00:04:31.660]  大衛是非常非常厚待厄利爾
[00:04:31.660 --> 00:04:34.420]  還親自送他一程
[00:04:34.420 --> 00:04:35.540]  很簡單的舉個例子
[00:04:35.540 --> 00:04:38.240]  當你一個國家如果約
[00:04:38.240 --> 00:04:39.880]  如果有另外一個國家
[00:04:39.880 --> 00:04:42.920]  人們來來去去見你的時候
[00:04:42.920 --> 00:04:45.120]  投靠你 或者幫助你
[00:04:45.120 --> 00:04:47.500]  你當然要禮待他
[00:04:47.500 --> 00:04:51.060]  正如香港 其實經濟一直都很差
[00:04:51.060 --> 00:04:54.740]  但是有一個中東王子說要來
[00:04:54.740 --> 00:04:58.240]  在香港會來來去去投資
[00:04:58.240 --> 00:05:00.560]  說特首要見他
[00:05:00.560 --> 00:05:02.320]  很多人要見他
[00:05:02.320 --> 00:05:05.360]  大學還要給他榮譽學位
[00:05:05.360 --> 00:05:08.020]  怎麼知道這個王子是甚麼呢
[00:05:08.020 --> 00:05:10.080]  是唱歌的
[00:05:10.080 --> 00:05:13.140]  但是他真真正正來投資
[00:05:13.140 --> 00:05:15.480]  現在已經看到是誤會了
[00:05:15.480 --> 00:05:16.900]  是騙了我們
[00:05:16.900 --> 00:05:18.840]  有些人說「呯 都沒有贏了」
[00:05:18.840 --> 00:05:20.800]  「騙我們都沒有騙到錢了 沒有錯」
[00:05:20.800 --> 00:05:23.880]  可以 至少你看到這個人一來的時候
[00:05:23.880 --> 00:05:26.380]  香港將他視為上賓
[00:05:26.380 --> 00:05:30.220]  所以厄利爾來投靠大衛
[00:05:30.220 --> 00:05:32.520]  是幫助大衛全國統一
[00:05:32.520 --> 00:05:35.260]  所以大衛就視他為上賓
[00:05:35.260 --> 00:05:40.040]  所以就來帶他親自的禮待他
[00:05:40.040 --> 00:05:41.640]  送他走
[00:05:41.640 --> 00:05:44.960]  第25節怎麼說呢
[00:05:44.960 --> 00:05:51.360]  他說「你當曉得 厄利爾的兒子厄利爾來是要看控你」
[00:05:51.360 --> 00:05:55.520]  「要知道你的出入和你一切所行的事」
[00:05:55.520 --> 00:05:58.080]  這個弱壓的指控
[00:05:58.080 --> 00:06:02.680]  或者沒有 未必有一定的根據
[00:06:02.680 --> 00:06:04.760]  但是也有它的原因
