
[00:00:00.000 --> 00:00:04.000]  幾耐冇返屋企呢
[00:00:04.000 --> 00:00:08.000]  日日都返屋企
[00:00:08.000 --> 00:00:13.000]  有時我試過返咗屋企
[00:00:13.000 --> 00:00:17.000]  但係佢嘅心冇返到去
[00:00:17.000 --> 00:00:22.000]  我亦都試過係屋企成晚
[00:00:22.000 --> 00:00:27.000]  身邊有人話其實你嘅心唔係屋企
[00:00:30.000 --> 00:00:35.000]  我哋心裏面都有一個屋企
[00:00:35.000 --> 00:00:38.000]  唔係有形有體嘅屋企
[00:00:38.000 --> 00:00:42.000]  係我哋心靈裏面有一個家
[00:00:42.000 --> 00:00:45.000]  係心靈裏面 係靈魂裏面
[00:00:45.000 --> 00:00:47.000]  係屬於你
[00:00:47.000 --> 00:00:50.000]  係你先知道
[00:00:50.000 --> 00:00:52.000]  個家嘅門口係邊度嘅
[00:00:52.000 --> 00:00:54.000]  個心靈嘅家
[00:00:54.000 --> 00:00:59.000]  你有幾耐冇入到去呢
[00:00:59.000 --> 00:01:08.000]  到底今日需要返屋企嘅嗰個係咪你呢
[00:01:08.000 --> 00:01:10.000]  我哋先做一個祈禱
[00:01:10.000 --> 00:01:19.000]  爸爸父親呀
[00:01:19.000 --> 00:01:22.000]  我哋求你今日呼召我哋嘅心
[00:01:22.000 --> 00:01:28.000]  憐憫我哋再一次同我哋講說話
[00:01:28.000 --> 00:01:31.000]  對我哋每一個人
[00:01:31.000 --> 00:01:34.000]  按著我哋嘅需要
[00:01:34.000 --> 00:01:37.000]  你都要帶我哋返嚟你嘅面前
[00:01:37.000 --> 00:01:40.000]  祈禱奉主耶穌基督的聖名
[00:01:58.000 --> 00:02:10.000]  God on high
[00:02:10.000 --> 00:02:18.000]  Hear my prayer
[00:02:18.000 --> 00:02:25.000]  In my need
[00:02:25.000 --> 00:02:32.000]  You have always been there
[00:02:32.000 --> 00:02:39.000]  In His young
[00:02:39.000 --> 00:02:45.000]  He suppressed
[00:02:45.000 --> 00:02:52.000]  Let Him rest
[00:02:52.000 --> 00:02:59.000]  Heaven blessed
[00:02:59.000 --> 00:03:05.000]  Bring Him home
[00:03:05.000 --> 00:03:12.000]  Bring Him home
[00:03:12.000 --> 00:03:18.000]  Bring Him home
[00:03:18.000 --> 00:03:24.000]  It's like the sun I might have known
[00:03:24.000 --> 00:03:29.000]  If God has granted me a son
[00:03:29.000 --> 00:03:34.000]  The sun must die one by one
[00:03:34.000 --> 00:03:42.000]  How soon they fly on and on
[00:03:42.000 --> 00:03:49.000]  When I am old
[00:03:49.000 --> 00:04:02.000]  And will be old
[00:04:02.000 --> 00:04:09.000]  Bring Him peace
[00:04:09.000 --> 00:04:16.000]  Bring Him joy
[00:04:16.000 --> 00:04:22.000]  He is young
[00:04:22.000 --> 00:04:29.000]  He is only a boy
[00:04:29.000 --> 00:04:35.000]  You can take
[00:04:35.000 --> 00:04:41.000]  You can give
[00:04:41.000 --> 00:04:47.000]  Let Him be
[00:04:47.000 --> 00:04:53.000]  Let Him live
[00:04:53.000 --> 00:04:59.000]  If I die
[00:04:59.000 --> 00:05:05.000]  Let me die
[00:05:05.000 --> 00:05:11.000]  Let Him live
[00:05:11.000 --> 00:05:18.000]  Bring Him home
[00:05:18.000 --> 00:05:25.000]  Bring Him home
[00:05:25.000 --> 00:05:44.000]  Bring Him home
[00:05:56.000 --> 00:05:58.000]  Bring Him home
[00:05:58.000 --> 00:06:00.000]  帶佢返屋企
[00:06:00.000 --> 00:06:02.000]  帶佢返嚟
[00:06:02.000 --> 00:06:04.000]  Bring Him home
[00:06:04.000 --> 00:06:08.000]  帶佢返嚟
[00:06:08.000 --> 00:06:13.000]  你諗到要帶邊個返嚟呢?
[00:06:13.000 --> 00:06:18.000]  邊個離開咗你嘅心
[00:06:18.000 --> 00:06:25.000]  你身邊係邊一位同你產生咗距離
[00:06:25.000 --> 00:06:27.000]  或者
[00:06:27.000 --> 00:06:29.000]  唔係其他人
[00:06:29.000 --> 00:06:30.000]  係你
[00:06:30.000 --> 00:06:32.000]  係你自己
[00:06:32.000 --> 00:06:36.000]  需要被帶返嚟屋企嘅係你
[00:06:36.000 --> 00:06:40.000]  需要回家嘅係你
[00:06:40.000 --> 00:06:44.000]  但係有時候你唔想返
[00:06:44.000 --> 00:06:47.000]  你明知有家唔返
[00:06:47.000 --> 00:06:49.000]  你明知有個心
[00:06:49.000 --> 00:06:54.000]  但係唔想面對
[00:06:54.000 --> 00:06:58.000]  你明知心裏面有啲嘢未解決
[00:06:58.000 --> 00:07:03.000]  但係你逃避
[00:07:03.000 --> 00:07:06.000]  但係個心始終不得安息
[00:07:06.000 --> 00:07:10.000]  個心始終想提醒你
[00:07:10.000 --> 00:07:14.000]  個心始終想叫醒你
[00:07:14.000 --> 00:07:17.000]  想同你講說話
[00:07:17.000 --> 00:07:23.000]  係今天早上
[00:07:23.000 --> 00:07:26.000]  喚一喚醒
[00:07:26.000 --> 00:07:29.000]  叫一叫醒
[00:07:29.000 --> 00:07:32.000]  你心靈裏面
[00:07:32.000 --> 00:07:36.000]  畀你忽略咗嘅你
[00:07:36.000 --> 00:07:38.000]  我知道
[00:07:38.000 --> 00:07:41.000]  有陣時唔係
[00:07:41.000 --> 00:07:45.000]  我哋唔想
[00:07:45.000 --> 00:07:49.000]  有陣時的確人生裏面有啲嘢
[00:07:49.000 --> 00:07:52.000]  令你唔想
[00:07:52.000 --> 00:07:55.000]  令你困喺裏面
[00:07:55.000 --> 00:07:59.000]  令你覺得太重
[00:07:59.000 --> 00:08:02.000]  令你覺得冇動力
[00:08:02.000 --> 00:08:08.000]  你嘅靈魂或者話係病咗
[00:08:08.000 --> 00:08:10.000]  你覺得冇人
[00:08:10.000 --> 00:08:15.000]  連你自己都唔再熟悉你嘅心
[00:08:15.000 --> 00:08:23.000]  連你自己都摸唔著自己到底想要乜嘢
[00:08:23.000 --> 00:08:27.000]  但係你唔係淨係想咁樣
[00:08:27.000 --> 00:08:29.000]  你有陣時都會諗
[00:08:29.000 --> 00:08:31.000]  聽一聽個心想講乜嘢
[00:08:31.000 --> 00:08:39.000]  你有陣時都想想有出路
[00:08:39.000 --> 00:08:45.000]  你想要乜嘢呢
[00:08:45.000 --> 00:08:49.000]  你想離家
[00:08:49.000 --> 00:08:56.000]  你想唔再理許多許多嘅嘢
[00:08:56.000 --> 00:09:02.000]  但係裏面有陣時真係好多嘢重重圍住
[00:09:02.000 --> 00:09:05.000]  耶穌講咗個比喻
[00:09:05.000 --> 00:09:09.000]  比喻裏面講到一個小兒子
[00:09:09.000 --> 00:09:12.000]  個小兒子同爸爸話
[00:09:12.000 --> 00:09:14.000]  老爸呀
[00:09:14.000 --> 00:09:17.000]  唔該將屬於我嗰份產業畀我
[00:09:17.000 --> 00:09:19.000]  我想出去
[00:09:19.000 --> 00:09:21.000]  我想離開屋企
[00:09:21.000 --> 00:09:25.000]  我想出去闖一闖
[00:09:25.000 --> 00:09:28.000]  結果個仔真係離開咗
[00:09:28.000 --> 00:09:31.000]  如佢所願離開咗
[00:09:31.000 --> 00:09:34.000]  離開咗之後佢揮霍
[00:09:34.000 --> 00:09:36.000]  唔單止咁樣
[00:09:36.000 --> 00:09:38.000]  佢放蕩
[00:09:38.000 --> 00:09:45.000]  佢洗盡咗一切屬於佢嘅產業佢嘅錢財
[00:09:45.000 --> 00:09:48.000]  佢窮困起來
[00:09:48.000 --> 00:09:53.000]  唔單止冇晒錢
[00:09:53.000 --> 00:10:01.000]  佢覺得佢陷入咗一種心靈裏面嘅困境
[00:10:01.000 --> 00:10:05.000]  佢覺得冇出路
[00:10:05.000 --> 00:10:08.000]  甚至去到搵放豬嘅人
[00:10:08.000 --> 00:10:12.000]  求佢你可唔可以俾個機會我
[00:10:12.000 --> 00:10:14.000]  喺飢餓裏面
[00:10:14.000 --> 00:10:16.000]  佢乜都食
[00:10:16.000 --> 00:10:19.000]  甚至連豬食嘅嘢
[00:10:19.000 --> 00:10:24.000]  佢都同豬嚟到搶
[00:10:24.000 --> 00:10:27.000]  呢個故事我哋好熟悉
[00:10:27.000 --> 00:10:30.000]  差唔多個個都聽過
[00:10:30.000 --> 00:10:32.000]  但係我今日想問嘅
[00:10:32.000 --> 00:10:39.000]  你係咪嗰位離家出走嘅小兒子呢
[00:10:39.000 --> 00:10:41.000]  我哋點解會離家呢
[00:10:41.000 --> 00:10:45.000]  可能你同個小兒子離家嘅原因唔同
[00:10:45.000 --> 00:10:50.000]  可能你想離家係因為你有啲嘢不滿
[00:10:50.000 --> 00:10:53.000]  可能你想渴望一種自由
[00:10:53.000 --> 00:10:55.000]  一種出走
[00:10:55.000 --> 00:10:57.000]  一種自我放逐
