
[00:00:00.000 --> 00:00:04.040]  我剛才說了在7月21日那天炎熱的夏天
[00:00:04.040 --> 00:00:07.040]  我們一班同工做了一個行動
[00:00:07.040 --> 00:00:10.440]  叫「同工跟你去上班」
[00:00:10.440 --> 00:00:13.640]  但到最後我們發現一件事
[00:00:13.640 --> 00:00:15.540]  就是不是我們去祝福
[00:00:15.540 --> 00:00:18.440]  這一班清潔工和花花龍的朋友
[00:00:18.440 --> 00:00:21.100]  而是相反地祝福我們
[00:00:21.100 --> 00:00:23.640]  其中一位就是在去年12月
[00:00:23.640 --> 00:00:27.380]  先信耶穌的卜先生卜弟兄
[00:00:27.380 --> 00:00:29.500]  現在讓我們一起去看一看
[00:00:29.500 --> 00:00:31.340]  先看當日的短片
[00:00:59.500 --> 00:01:00.240]  你貴姓啊?
[00:01:00.240 --> 00:01:01.240]  我阿發啊
[00:01:01.240 --> 00:01:02.080]  阿發哥
[00:01:02.080 --> 00:01:02.940]  是啊,發仔
[00:01:02.940 --> 00:01:04.080]  身體挺好的
[00:01:04.080 --> 00:01:05.900]  有運動的,對吧?
[00:01:05.900 --> 00:01:09.000]  有做…沒有做運動很久了
[00:01:09.000 --> 00:01:11.740]  做運動好一點啊
[00:01:11.740 --> 00:01:15.040]  真的搞不定,如果真是曬那些地方
[00:01:15.040 --> 00:01:16.780]  最主要是煩的,當然的
[00:01:16.780 --> 00:01:17.640]  是啊
[00:01:17.640 --> 00:01:20.440]  每天都要撿兩次
[00:01:20.440 --> 00:01:22.240]  這些全部都是你們打理的
[00:01:22.240 --> 00:01:26.800]  是啊,全部都是收錢、免費、拔草
[00:01:26.800 --> 00:01:29.080]  那你真的全年都要做的了
[00:01:29.080 --> 00:01:30.240]  正在做啊
[00:01:30.240 --> 00:01:31.800]  最難說的
[00:01:31.800 --> 00:01:34.340]  那個豐油山竹
[00:01:34.340 --> 00:01:36.080]  倒了四百多個樹
[00:01:36.080 --> 00:01:37.380]  那你們要撿很久了
[00:01:37.380 --> 00:01:39.840]  做了兩個三個月了
[00:01:39.840 --> 00:01:42.280]  鋸樹鋸到我手都抽筋了
[00:01:42.280 --> 00:01:43.580]  捱到
[00:01:43.580 --> 00:01:44.580]  人人都捱到
[00:01:44.580 --> 00:01:46.340]  是嗎?
[00:01:46.340 --> 00:01:48.680]  有意志、有毅力就行了
[00:01:48.680 --> 00:01:50.200]  應該有的
[00:01:50.200 --> 00:01:52.140]  盡力有
[00:01:52.140 --> 00:01:54.000]  總會做人的勇往直前
[00:01:54.000 --> 00:01:56.000]  對啊,說得對
[00:01:56.000 --> 00:01:57.040]  一定有希望的
[00:01:57.040 --> 00:01:59.440]  答應了就做,好啊
[00:01:59.440 --> 00:02:01.240]  我七十五歲了
[00:02:01.240 --> 00:02:02.300]  看不出來啊
[00:02:02.300 --> 00:02:05.680]  七十五歲了
[00:02:05.680 --> 00:02:08.140]  剪小的那些嗎?
[00:02:08.140 --> 00:02:10.600]  全部剪出來的那些不要
[00:02:10.600 --> 00:02:13.380]  哦,就是這些這樣
[00:02:13.380 --> 00:02:15.380]  剪出來的不要
[00:02:15.380 --> 00:02:17.000]  我們是剪外面那一層
[00:02:17.000 --> 00:02:18.640]  還是剪裡面後面那些?
[00:02:18.640 --> 00:02:20.180]  一路剪出去
[00:02:20.180 --> 00:02:21.180]  剪進去
[00:02:21.180 --> 00:02:23.740]  剪到全部剪出去
[00:02:23.740 --> 00:02:31.740]  哇,有牌子了
[00:02:31.740 --> 00:02:33.240]  最痛苦是
[00:02:33.240 --> 00:02:36.280]  你要蹲與不蹲在彎彎之間
[00:02:36.280 --> 00:02:38.280]  那一刻是最痛苦的
[00:02:38.280 --> 00:02:41.740]  現在都已經開始
[00:02:41.740 --> 00:02:47.680]  開始在投訴我了
[00:02:47.680 --> 00:02:49.080]  哇
[00:02:49.080 --> 00:02:51.640]  我突然覺得我好厲害啊
[00:02:51.640 --> 00:02:53.340]  厲害啊我
[00:02:53.340 --> 00:02:55.980]  小把屈膝辛苦
[00:02:55.980 --> 00:02:57.800]  大把真的重
[00:02:57.800 --> 00:03:00.280]  剪多幾下我的手已經開始累了
[00:03:00.280 --> 00:03:03.880]  我覺得小把現在舒服一點
[00:03:03.880 --> 00:03:06.200]  因為真的開始手已經很痛了
[00:03:06.200 --> 00:03:08.740]  哎,少爺仔
[00:03:08.740 --> 00:03:09.740]  怎樣?
[00:03:09.740 --> 00:03:13.100]  哇,變真白啦這個
[00:03:13.100 --> 00:03:15.740]  我已經爆汗了
[00:03:22.740 --> 00:03:23.740]  好痛嗎?
[00:03:23.740 --> 00:03:26.040]  哎,辛苦,你試試
[00:03:26.040 --> 00:03:26.800]  你試試我
[00:03:26.800 --> 00:03:29.040]  真地的,尤其是你那條墊
[00:03:29.040 --> 00:03:31.340]  是啊,哇,在這裡已經沒有太陽了
[00:03:31.340 --> 00:03:33.740]  哇,平時你看那邊那些
[00:03:33.740 --> 00:03:35.340]  怎麼辦?
[00:03:35.340 --> 00:03:36.740]  穿衣服的平時都是這樣
[00:03:36.740 --> 00:03:37.540]  是啊
[00:03:37.540 --> 00:03:40.540]  綠手腕多做多做而已
[00:03:40.540 --> 00:03:41.640]  你坐下吧
[00:03:41.640 --> 00:03:44.200]  起碼都八十分以上
[00:03:44.200 --> 00:03:45.640]  可以有錢做
[00:03:45.640 --> 00:03:48.400]  有錢剛才你做巴龍
[00:03:48.400 --> 00:03:50.500]  雖然我有段時間
[00:03:50.500 --> 00:03:53.140]  拿著很長的剪刀
[00:03:53.140 --> 00:03:54.940]  其實很重
[00:03:54.940 --> 00:03:58.140]  我初初以為那把剪刀會輕鬆一點
[00:03:58.140 --> 00:03:59.500]  因為不用弄低
[00:03:59.500 --> 00:04:01.940]  誰知道做著做著原來更痛苦
[00:04:01.940 --> 00:04:03.140]  原來我這麼重
[00:04:03.140 --> 00:04:05.140]  整隻手好累
[00:04:05.140 --> 00:04:07.300]  你不去到那個位置
[00:04:07.300 --> 00:04:09.300]  真是參與去做那些事
[00:04:09.300 --> 00:04:12.040]  你真是永遠不會覺得
[00:04:12.040 --> 00:04:13.540]  原來真是這麼辛苦
[00:04:13.540 --> 00:04:16.000]  就好像平時你會想像
[00:04:16.000 --> 00:04:18.140]  你走過你看到那些巴龍做事
[00:04:18.140 --> 00:04:21.640]  或者你看到那些花草樹木剪得這麼漂亮
[00:04:21.640 --> 00:04:23.940]  你都會覺得其實他們辛苦
[00:04:23.940 --> 00:04:25.440]  但那是覺得而已
[00:04:25.440 --> 00:04:27.440]  但到真正落到去
[00:04:27.440 --> 00:04:28.640]  落手落腳做
[00:04:28.640 --> 00:04:30.040]  真是另一個體會
[00:04:30.040 --> 00:04:32.340]  原來每個工種真是有他
[00:04:32.340 --> 00:04:35.640]  有他不同的辛苦的地方
[00:04:35.640 --> 00:04:39.940]  有他不同最要落力的地方
[00:04:39.940 --> 00:04:41.940]  那真是要親身體驗
[00:04:41.940 --> 00:04:43.540]  想是想像
[00:04:43.540 --> 00:04:46.040]  如果你說去到家庭也好
[00:04:46.040 --> 00:04:48.140]  服侍也好
[00:04:48.140 --> 00:04:52.240]  我想真是要親身了解明白
[00:04:52.240 --> 00:04:54.040]  就不要只是想
[00:04:54.040 --> 00:04:55.640]  做人不要怕辛苦
[00:04:55.640 --> 00:04:56.440]  明白
[00:04:56.440 --> 00:04:58.340]  辛苦就是幸福
[00:04:58.340 --> 00:04:59.540]  這樣應該好
[00:04:59.540 --> 00:05:00.940]  對
[00:05:00.940 --> 00:05:03.040]  做人最重要不要怕辛苦
[00:05:03.040 --> 00:05:04.740]  辛苦是你的幸福
[00:05:04.740 --> 00:05:05.340]  對
[00:05:05.340 --> 00:05:14.340]  在短片裏面
[00:05:14.340 --> 00:05:16.140]  我們的同工說
[00:05:16.140 --> 00:05:19.740]  不是我真是參與他們的工作
[00:05:19.740 --> 00:05:23.240]  我都不知道原來這麼辛苦的
[00:05:23.240 --> 00:05:24.340]  但是反過來
[00:05:24.340 --> 00:05:26.840]  卜先生鼓勵他
[00:05:26.840 --> 00:05:29.440]  做人不要怕辛苦
[00:05:29.440 --> 00:05:32.640]  辛苦是幸福
[00:05:32.640 --> 00:05:34.640]  我一邊看的時候一邊想
[00:05:34.640 --> 00:05:38.140]  這個就是感恩的心
[00:05:38.140 --> 00:05:42.940]  就想知道你是不是一個會感恩的人
[00:05:42.940 --> 00:05:44.240]  有人這樣說
