
[00:00:00.000 --> 00:00:02.000]  一同來學習聖經以前
[00:00:02.000 --> 00:00:06.000]  現在我們有一個簡短的禱告
[00:00:06.000 --> 00:00:10.000]  愛我們的神,我們感謝祢
[00:00:10.000 --> 00:00:13.000]  祢讓我們有機會來到祢的面前
[00:00:13.000 --> 00:00:16.000]  一起來學習祢的話
[00:00:16.000 --> 00:00:19.000]  請祢與我們同在
[00:00:19.000 --> 00:00:23.000]  請祢的亮光照亮我們的心
[00:00:23.000 --> 00:00:26.000]  叫我們能夠明白祢話語裡面的意思
[00:00:26.000 --> 00:00:29.000]  也叫我們能夠聽著祢的話語
[00:00:29.000 --> 00:00:32.000]  我們的走路有方向
[00:00:32.000 --> 00:00:35.000]  我們能夠有光照在我們前面
[00:00:35.000 --> 00:00:38.000]  叫我們在這個末後的時代當中
[00:00:38.000 --> 00:00:41.000]  我們能夠行在祢的指跡當中
[00:00:41.000 --> 00:00:44.000]  來做祢所喜歡的兒女
[00:00:44.000 --> 00:00:47.000]  我們把下面的時間交託給祢
[00:00:47.000 --> 00:00:50.000]  祢與我們眾人同在
[00:00:50.000 --> 00:00:54.000]  感謝祢,奉耶穌基督的名禱告他們
[00:00:54.000 --> 00:00:57.000]  我們來到詩篇九十篇
[00:00:57.000 --> 00:01:00.000]  我們跟弟兄姊妹
[00:01:00.000 --> 00:01:06.000]  先把前面的八節
[00:01:06.000 --> 00:01:10.000]  八節到九節我們一起看
[00:01:10.000 --> 00:01:12.000]  一起來讀一下
[00:01:12.000 --> 00:01:14.000]  我讀給弟兄姊妹聽
[00:01:14.000 --> 00:01:17.000]  詩篇第九十篇第一節說
[00:01:17.000 --> 00:01:21.000]  主啊,祢世世代代做我們的居所
[00:01:21.000 --> 00:01:24.000]  諸山未曾生出
[00:01:24.000 --> 00:01:27.000]  地和世界祢未曾造成
[00:01:27.000 --> 00:01:31.000]  從根古到永遠,祢是神
[00:01:31.000 --> 00:01:34.000]  祢使人歸塵土說
[00:01:34.000 --> 00:01:36.000]  你們世人要歸回
[00:01:36.000 --> 00:01:38.000]  在祢看來
[00:01:38.000 --> 00:01:41.000]  千年已如已過的昨日
[00:01:41.000 --> 00:01:43.000]  又如夜間的一更
[00:01:43.000 --> 00:01:46.000]  祢叫他們如水沖去
[00:01:46.000 --> 00:01:48.000]  他們如水一叫
[00:01:48.000 --> 00:01:52.000]  早成他們如生長的草
[00:01:52.000 --> 00:01:55.000]  早成發芽生長
[00:01:55.000 --> 00:01:58.000]  晚上割下枯乾
[00:01:58.000 --> 00:02:01.000]  我們因祢的怒氣而消滅
[00:02:01.000 --> 00:02:05.000]  因祢的憤怒而驚慌
[00:02:05.000 --> 00:02:09.000]  祢將我們的歲月擺在祢面前
[00:02:09.000 --> 00:02:14.000]  將我們的隱厄擺在祢面光之中
[00:02:14.000 --> 00:02:18.000]  我們經過的日子都在祢正怒之下
[00:02:18.000 --> 00:02:23.000]  我們度盡的年歲好像一生嘆息
[00:02:23.000 --> 00:02:27.000]  我們一生的年日是七十歲
[00:02:27.000 --> 00:02:30.000]  若是強壯可到八十歲
[00:02:30.000 --> 00:02:35.000]  但其中所精花的不過是勞苦愁煩
[00:02:35.000 --> 00:02:37.000]  轉眼成空
[00:02:37.000 --> 00:02:40.000]  我們便如飛而去
[00:02:40.000 --> 00:02:43.000]  我們先讀這前面的幾節聖經
[00:02:43.000 --> 00:02:48.000]  今天我們跟俊雄姊妹就這十篇、九十篇
[00:02:48.000 --> 00:02:50.000]  我們一同來思想的
[00:02:50.000 --> 00:02:54.000]  我們的題目我們給它起作是
[00:02:54.000 --> 00:02:58.000]  永恆的神、短暫的人
[00:02:58.000 --> 00:03:03.000]  因為這篇詩篇裡頭講到神跟我們的關係
[00:03:03.000 --> 00:03:08.000]  人在世上這一生中間所經過的事情
[00:03:08.000 --> 00:03:12.000]  給我們看到神是永恆的神
[00:03:12.000 --> 00:03:15.000]  但是我們人我們是很短暫的
[00:03:15.000 --> 00:03:17.000]  我們是短暫的人
[00:03:17.000 --> 00:03:21.000]  所以這一篇的詩篇、九十篇的題目
[00:03:21.000 --> 00:03:27.000]  我們給它起作是永恆的神、短暫的人
[00:03:27.000 --> 00:03:33.000]  我們先看到這一篇詩篇的詩題很特別的
[00:03:33.000 --> 00:03:40.000]  一般的詩篇裡頭開始以後就講到正式的內容了
[00:03:40.000 --> 00:03:45.000]  但這篇詩篇在詩的題目上面
[00:03:45.000 --> 00:03:51.000]  它加了一句叫做神人摩西的禱告
[00:03:51.000 --> 00:03:54.000]  神人摩西的祈禱
[00:03:54.000 --> 00:04:00.000]  這特別說明這篇詩篇作者是摩西
[00:04:00.000 --> 00:04:07.000]  他是寫給在曠野漂流的以色列人
[00:04:07.000 --> 00:04:13.000]  以色列人在曠野裡頭差不多有四十年
[00:04:13.000 --> 00:04:16.000]  經過很長的時間
[00:04:16.000 --> 00:04:19.000]  經過很多的艱難困苦
[00:04:19.000 --> 00:04:22.000]  他們最後才到了迦南地
[00:04:22.000 --> 00:04:27.000]  所以這篇詩篇是摩西的禱告
[00:04:27.000 --> 00:04:35.000]  因為他在曠野裡頭跟以色列人走了這麼很長的時間
[00:04:35.000 --> 00:04:43.000]  所以摩西說我們雖然是走在荒涼不毛之地
[00:04:43.000 --> 00:04:45.000]  走到曠野
[00:04:45.000 --> 00:04:48.000]  你也看不到房子、看不到樹林
[00:04:48.000 --> 00:04:52.000]  看不到什麼大的好的風景
[00:04:52.000 --> 00:04:54.000]  是一片的曠野
[00:04:54.000 --> 00:04:58.000]  但是你在曠野的不毛之地
[00:04:58.000 --> 00:05:02.000]  但是神卻是我們的家
[00:05:02.000 --> 00:05:05.000]  我們住在神的裡面
[00:05:05.000 --> 00:05:09.000]  所以曠野是我們的居所
[00:05:09.000 --> 00:05:13.000]  由神的保護來供應我們
[00:05:13.000 --> 00:05:18.000]  這就是他在詩篇裡頭講到神的同在
[00:05:18.000 --> 00:05:22.000]  神的看顧、神的保護
[00:05:22.000 --> 00:05:25.000]  在埃及,他們從埃及出來
[00:05:25.000 --> 00:05:31.000]  埃及的世界雖然看起來表面很輝煌
[00:05:31.000 --> 00:05:37.000]  但是埃及的皇宮到有一天會倒塌的
[00:05:37.000 --> 00:05:44.000]  但是神的家就是永遠的同在
[00:05:44.000 --> 00:05:48.000]  雖然他們走在曠野裡頭好像沒有家
[00:05:48.000 --> 00:05:53.000]  但是神,在摩西的詩篇說
[00:05:53.000 --> 00:05:56.000]  神就是他們的家
[00:05:56.000 --> 00:06:00.000]  世世代代都是我們的居所
[00:06:00.000 --> 00:06:04.000]  所以我們的居所是在神裡面
[00:06:04.000 --> 00:06:11.000]  神照大地給這些動物擺壽
[00:06:11.000 --> 00:06:15.000]  他們可以住,他們可以找東西吃
[00:06:15.000 --> 00:06:19.000]  給照天空給飛鳥
[00:06:19.000 --> 00:06:23.000]  他們也有地方可以飛翔
[00:06:23.000 --> 00:06:26.000]  也可以尋找要吃的食物
[00:06:26.000 --> 00:06:30.000]  給大海河流給魚居住
[00:06:30.000 --> 00:06:36.000]  他們在大海河流裡頭可以游來游去尋找東西吃
[00:06:36.000 --> 00:06:43.000]  但是神就是安排屬祂的人住在祂的裡面
[00:06:43.000 --> 00:06:47.000]  神就是屬祂的人的家
[00:06:47.000 --> 00:06:50.000]  讓他們住在神裡面
[00:06:50.000 --> 00:06:56.000]  這樣的話,神就是成為我們永遠的家
[00:06:56.000 --> 00:07:02.000]  我們屬於神的人,我們是住在神的裡面
[00:07:02.000 --> 00:07:09.000]  比世上一些的皇宮,一些的房子都要堅固可靠
[00:07:09.000 --> 00:07:13.000]  裡面神會給我們預備各樣所需要的
[00:07:13.000 --> 00:07:17.000]  我們可以住在祂的裡頭
[00:07:17.000 --> 00:07:24.000]  我們看見摩西他領以色列人出來,從埃及出來
[00:07:24.000 --> 00:07:30.000]  可以說他是被死亡包圍的人
[00:07:30.000 --> 00:07:32.000]  為什麼這麼說呢?
[00:07:32.000 --> 00:07:39.000]  因為在礦業裡頭,以色列人蒙神帶領出來以後
[00:07:39.000 --> 00:07:45.000]  他們在礦業裡頭走了四十年才到了迦南地
[00:07:45.000 --> 00:07:52.000]  在礦業裡頭,因為他們不聽神的話
[00:07:52.000 --> 00:07:58.000]  所以在摩西領他們出來,內在的以色列人
[00:07:58.000 --> 00:08:04.000]  神就跟他們說了,他們南丁因為違背神的旨意
[00:08:04.000 --> 00:08:10.000]  不能夠聽神的話,所以他們要倒閉在礦業
[00:08:10.000 --> 00:08:16.000]  後來這些人倒是可以進到迦南地區
[00:08:16.000 --> 00:08:23.000]  所以他們在礦業裡頭,實際上是非常的困難
[00:08:23.000 --> 00:08:26.000]  是神供應他們的需要
[00:08:26.000 --> 00:08:30.000]  但是因為以色列人不聽神的話
[00:08:30.000 --> 00:08:35.000]  所以他們在礦業裡頭,差不多經過四十年之久
[00:08:35.000 --> 00:08:41.000]  最後神把他們領到迦南美地
[00:08:41.000 --> 00:08:50.000]  所以我們看到,這些人是出來很多,幾十萬或者上百萬的人
[00:08:50.000 --> 00:08:56.000]  但是只有從埃及出來的人,這麼多人
[00:08:56.000 --> 00:09:06.000]  最後南丁只有迦勒跟約蘇雅才可以進到迦南地區
[00:09:06.000 --> 00:09:12.000]  那麼絕大多數的從埃及出來二十歲以上的南丁
[00:09:12.000 --> 00:09:15.000]  他們因為不聽神的話
[00:09:15.000 --> 00:09:21.000]  在礦業裡頭多次的反抗、反對神
[00:09:21.000 --> 00:09:24.000]  所以他們就死在礦業裡了
[00:09:24.000 --> 00:09:30.000]  所以死去的人就不是一個兩個,而是成千上萬
[00:09:30.000 --> 00:09:33.000]  很多人死在礦業
[00:09:33.000 --> 00:09:37.000]  因為神既然你們在礦業裡頭犯怨言
[00:09:37.000 --> 00:09:40.000]  你們不願意進到迦南地
[00:09:40.000 --> 00:09:43.000]  那麼你們就死在礦業裡頭
[00:09:43.000 --> 00:09:50.000]  所以在礦業裡頭有很多這些死去的人的墳墓
[00:09:50.000 --> 00:09:57.000]  所以摩西就看到當年跟他一塊從埃及出來的人
[00:09:57.000 --> 00:10:03.000]  年輕的南丁一個一個都倒閉在礦業裡頭了
[00:10:03.000 --> 00:10:06.000]  他就會想或者會問
[00:10:06.000 --> 00:10:12.000]  這些人在礦業去世的、死掉的生命
[00:10:12.000 --> 00:10:17.000]  到底有什麼意義、到底有什麼價值呢?
[00:10:17.000 --> 00:10:22.000]  摩西思想的問題
[00:10:22.000 --> 00:10:28.000]  但是他並沒有很上氣、失望
[00:10:28.000 --> 00:10:30.000]  他是神人
[00:10:30.000 --> 00:10:34.000]  神人就是說屬神的人
[00:10:34.000 --> 00:10:38.000]  他裡面的敬拜跟他裡面的感動
[00:10:38.000 --> 00:10:42.000]  就叫他寫下這個詞篇
[00:10:42.000 --> 00:10:47.000]  他看見跟他一起出來的這個以色列的男人
[00:10:47.000 --> 00:10:51.000]  很多都這樣的倒在礦業裡頭
[00:10:51.000 --> 00:10:54.000]  所以他就神的感動他
[00:10:54.000 --> 00:10:57.000]  他就寫了這篇詩篇
[00:10:57.000 --> 00:10:59.000]  所以詩篇九十篇
[00:10:59.000 --> 00:11:06.000]  很明顯的就是摩西寫的
[00:11:06.000 --> 00:11:11.000]  所以這個詩篇九十篇一共有十七節聖經
[00:11:11.000 --> 00:11:13.000]  這十七節聖經呢
[00:11:13.000 --> 00:11:17.000]  我們可以大略的分為四大段
[00:11:17.000 --> 00:11:19.000]  第一段呢
[00:11:19.000 --> 00:11:23.000]  是我們給它起的題目是永恆的神
[00:11:23.000 --> 00:11:26.000]  講到神是永恆的
[00:11:26.000 --> 00:11:29.000]  是從第一節到第二節
[00:11:29.000 --> 00:11:31.000]  神是永恆的
[00:11:31.000 --> 00:11:34.000]  第三節到第六節是一段
[00:11:34.000 --> 00:11:39.000]  講到人呢是短暫的
[00:11:39.000 --> 00:11:41.000]  第三個大段呢
[00:11:41.000 --> 00:11:44.000]  是七節到十二節
[00:11:44.000 --> 00:11:46.000]  七節到十二節呢
[00:11:46.000 --> 00:11:48.000]  就說到神的憤怒呢
[00:11:48.000 --> 00:11:50.000]  就臨到罪人
[00:11:50.000 --> 00:11:54.000]  這些不順從不聽神話的罪人呢
[00:11:54.000 --> 00:11:56.000]  這個南京的話
[00:11:56.000 --> 00:11:59.000]  他們就要死在礦業裡頭
[00:11:59.000 --> 00:12:01.000]  第四段
[00:12:01.000 --> 00:12:05.000]  最後是十三節到十七節
[00:12:05.000 --> 00:12:09.000]  是求神施恩憐憫的禱告
[00:12:09.000 --> 00:12:11.000]  最後是一個禱告
[00:12:11.000 --> 00:12:16.000]  摩西禱告求神憐憫以身的人
[00:12:16.000 --> 00:12:18.000]  向他們施恩點
[00:12:18.000 --> 00:12:20.000]  憐憫他們
[00:12:20.000 --> 00:12:22.000]  所以這個四大段
[00:12:22.000 --> 00:12:26.000]  每一節每一段大概有三到四節這樣的話
[00:12:26.000 --> 00:12:29.000]  第一個是講到永恆的神
[00:12:29.000 --> 00:12:31.000]  講到神是永恆的
[00:12:31.000 --> 00:12:35.000]  第二大段呢就講到人是短暫的
[00:12:35.000 --> 00:12:36.000]  短暫的人
[00:12:36.000 --> 00:12:38.000]  第三大段呢
[00:12:38.000 --> 00:12:39.000]  七節到十二節呢
[00:12:39.000 --> 00:12:41.000]  就說到神的憤怒呢
[00:12:41.000 --> 00:12:43.000]  臨到罪人
[00:12:43.000 --> 00:12:45.000]  第四節
