
[00:00:00.000 --> 00:00:03.120]  在今天 英國是Bank Holiday
[00:00:03.120 --> 00:00:06.120]  我們放假的時候都留在家裏
[00:00:06.120 --> 00:00:09.420]  日後我們可以出外參加這個陪寧會
[00:00:09.420 --> 00:00:10.920]  我很感謝大家的
[00:00:10.920 --> 00:00:15.060]  特別今天也有Manchester的姐妹來參加
[00:00:15.060 --> 00:00:18.480]  我們知道禱告是很重要的
[00:00:18.480 --> 00:00:20.240]  禱告是我們有人說是
[00:00:20.240 --> 00:00:22.840]  屬靈生命裏面那種的呼吸
[00:00:22.840 --> 00:00:26.640]  讀經就是我們屬靈生命的那個維生素
[00:00:26.640 --> 00:00:28.040]  我們去研讀神的話
[00:00:28.040 --> 00:00:30.880]  要對神的話要有更深的了解
[00:00:30.880 --> 00:00:32.600]  但是我們很清楚知道
[00:00:32.600 --> 00:00:35.640]  其實禱告不是單一一種內容的
[00:00:35.640 --> 00:00:37.720]  正如你吃東西
[00:00:37.720 --> 00:00:40.640]  都可以有不同的食物
[00:00:40.640 --> 00:00:42.080]  有中式的食物
[00:00:42.080 --> 00:00:43.320]  有西式的
[00:00:43.320 --> 00:00:44.800]  都挺多元化的
[00:00:44.800 --> 00:00:47.360]  有時候可能簡單一點
[00:00:47.360 --> 00:00:48.440]  在這裏很便宜
[00:00:48.440 --> 00:00:51.320]  一磅半買一個Pizza焗粗來吃
[00:00:51.320 --> 00:00:52.320]  這樣就一餐
[00:00:52.320 --> 00:00:55.120]  但是最重要就是要有營養素
[00:00:55.120 --> 00:00:59.120]  所以今天會和大家來看一看
[00:00:59.120 --> 00:01:03.040]  其實我們禱告有哪幾種的內容
[00:01:03.040 --> 00:01:07.880]  但是想和大家回溯過去我們所看的一些信息
[00:01:07.880 --> 00:01:10.400]  第一課求其奇不求奇
[00:01:10.400 --> 00:01:11.760]  就是我們去探討到
[00:01:11.760 --> 00:01:14.640]  原來我們禱告最重要的是和神建立關係
[00:01:14.640 --> 00:01:16.320]  而不只是求的
[00:01:16.320 --> 00:01:18.680]  而我們在禱告裏面
[00:01:18.680 --> 00:01:21.360]  我們是要為著神的事
[00:01:21.360 --> 00:01:25.400]  神的情況即是角度放在首先
[00:01:25.400 --> 00:01:28.560]  然後才為自己物質的需要
[00:01:28.560 --> 00:01:30.280]  感情上的衝擊
[00:01:30.280 --> 00:01:33.320]  或者靈命上的渴求來禱告
[00:01:33.320 --> 00:01:35.240]  然後神允許了
[00:01:35.240 --> 00:01:37.480]  有很多的允許就說到我們
[00:01:37.480 --> 00:01:39.640]  犯祈求必定會得罪
[00:01:39.640 --> 00:01:41.680]  不過有時候好像
[00:01:41.680 --> 00:01:43.240]  我們的經歷不是這樣
[00:01:43.240 --> 00:01:44.640]  我們祈禱神沒有聽的
[00:01:44.640 --> 00:01:46.440]  或者沒有英文的
[00:01:46.440 --> 00:01:47.920]  我們會在最後一課
[00:01:47.920 --> 00:01:49.440]  即是今天下午兩點半
[00:01:49.440 --> 00:01:51.120]  再和大家分享
[00:01:51.120 --> 00:01:55.160]  第二就是我們會透過尼熙米看到
[00:01:55.160 --> 00:01:59.240]  原來當尼熙米在外地成長
[00:01:59.240 --> 00:02:01.120]  享盡榮華富貴
[00:02:01.120 --> 00:02:04.360]  但是當他知道自己的同胞受苦的時候
[00:02:04.360 --> 00:02:09.520]  他是很有這份心的愛自己同胞的感情
[00:02:09.520 --> 00:02:10.880]  他坐下哭泣
[00:02:10.880 --> 00:02:12.600]  然後禁食禱告
[00:02:12.600 --> 00:02:14.840]  最後禱告化成為行動
[00:02:14.840 --> 00:02:18.280]  他就回去帶領市民重建城牆
[00:02:18.280 --> 00:02:21.120]  我們就說到今天我們很需要
[00:02:21.120 --> 00:02:23.440]  在這個地方我們已經有穩定的生活
[00:02:23.440 --> 00:02:25.560]  但是我們不可以輕忽了
[00:02:25.560 --> 00:02:28.280]  在不同的世界各地裡面一些的需要
[00:02:28.280 --> 00:02:32.160]  特別是我們有關的兄弟姐妹、親人
[00:02:32.160 --> 00:02:34.520]  我們更加需要在外地
[00:02:34.520 --> 00:02:37.800]  同心的來為他們禱告
[00:02:37.800 --> 00:02:41.080]  第三方面就是我們很愛那些人去祈禱的時候
[00:02:41.080 --> 00:02:44.600]  但是我們就不一定要叫他得到祝福
[00:02:44.600 --> 00:02:46.600]  如果他冥頑不靈的時候
[00:02:46.600 --> 00:02:49.680]  反而我們希望他會遇到困難
[00:02:49.680 --> 00:02:52.160]  會遇到衝擊以致他有反省
[00:02:52.160 --> 00:02:55.680]  正如以利亞他用了三年半的時間
[00:02:55.680 --> 00:02:59.520]  不斷去禱告求神叫雨不要下到這個地上
[00:02:59.520 --> 00:03:01.960]  但是當他們面對旱災
[00:03:01.960 --> 00:03:03.960]  無論經濟生活都受影響
[00:03:03.960 --> 00:03:07.680]  但是以利亞知道這個短暫的痛苦
[00:03:07.680 --> 00:03:10.880]  是希望可以阻止他繼續去拜偶像
[00:03:10.880 --> 00:03:13.640]  換來的是一個可能更長的利益
[00:03:13.640 --> 00:03:16.800]  所以我們出於愛的時候可以禱告
[00:03:16.800 --> 00:03:18.800]  令到他們受傷害
[00:03:18.800 --> 00:03:25.040]  昨晚看到另外一個令我們驚訝的
[00:03:25.040 --> 00:03:27.040]  我很憎恨那個人
[00:03:27.040 --> 00:03:29.040]  我可不可以詛咒他呢
[00:03:29.040 --> 00:03:31.640]  我們曾經看了尼西米的第四章
[00:03:31.640 --> 00:03:35.280]  尼西米面對四面的敵人攻擊
[00:03:35.280 --> 00:03:37.560]  不斷的藐視他們
[00:03:37.560 --> 00:03:40.840]  利大人說話衝擊他們的信心
[00:03:40.840 --> 00:03:44.120]  更加要混入他們當中去搞亂他們
[00:03:44.120 --> 00:03:47.320]  尼西米專心仰望神禱告
[00:03:47.320 --> 00:03:49.320]  他就去咒詛對方
[00:03:49.320 --> 00:03:51.920]  願意對方所說的不好的事
[00:03:51.920 --> 00:03:54.480]  全部在他們身上來發展
[00:03:54.480 --> 00:03:56.840]  這個時候我們再探討到
[00:03:56.840 --> 00:03:59.480]  究竟我們是不是不可以去咒罵人呢
[00:03:59.480 --> 00:04:01.960]  原來禱告是一個很真誠的
[00:04:01.960 --> 00:04:04.240]  向神發出的感受
[00:04:04.240 --> 00:04:08.520]  所以你在被欺壓受著無理的對待
[00:04:08.520 --> 00:04:10.520]  你不是用暴力去回應
[00:04:10.520 --> 00:04:13.440]  而是將這個憤慨向神傾訴
[00:04:13.440 --> 00:04:16.320]  神會疏導我們那種不滿的情緒
[00:04:16.320 --> 00:04:18.960]  也會按照你自己的公義來去承受的
[00:04:18.960 --> 00:04:21.440]  所以我們可以熱切禱告
[00:04:21.440 --> 00:04:22.560]  但是咒詛別人
[00:04:22.560 --> 00:04:27.360]  今天我們會看四個不同的禱告
[00:04:27.360 --> 00:04:28.800]  這四個不同的禱告
[00:04:28.800 --> 00:04:29.800]  代表我們要學習
[00:04:29.800 --> 00:04:32.440]  第一個禱告我們要記住
[00:04:32.440 --> 00:04:36.200]  原來我們的禱告不只是祂呼求
[00:04:36.200 --> 00:04:39.520]  我們的神會作出回應的
[00:04:39.520 --> 00:04:41.520]  我們都被聖靈的感動
[00:04:41.520 --> 00:04:43.520]  催迫我們去祈禱
[00:04:43.520 --> 00:04:46.520]  所以禱告是很重要的
[00:04:46.520 --> 00:04:49.800]  不要忘記每一個偉大的事情
[00:04:49.800 --> 00:04:51.800]  它能夠有好的果效
[00:04:51.800 --> 00:04:53.920]  不單單由於人的努力
[00:04:53.920 --> 00:04:57.200]  絕對不需要什麼都不用做
[00:04:57.200 --> 00:04:58.200]  就有神的祝福
[00:04:58.200 --> 00:04:59.000]  不是的
[00:04:59.000 --> 00:05:01.680]  是需要人的努力去工作
[00:05:01.680 --> 00:05:05.200]  但是更加重要的就是出於禱告
[00:05:05.200 --> 00:05:08.400]  記住今天我們能力做到的事情
[00:05:08.400 --> 00:05:10.800]  我們去做不需要去麻煩神的
[00:05:10.800 --> 00:05:12.400]  《雅各書》很清楚的說
[00:05:12.400 --> 00:05:14.400]  你看到弟兄肚餓
[00:05:14.400 --> 00:05:16.120]  或者沒有衣服穿的時候
[00:05:16.120 --> 00:05:17.520]  你不是去跟他祈禱
[00:05:17.520 --> 00:05:19.520]  求主給你帶有祝福
[00:05:19.520 --> 00:05:21.000]  然後平平安安的離去吧
[00:05:21.000 --> 00:05:21.600]  不是的
[00:05:21.600 --> 00:05:22.600]  雅各提醒我們
[00:05:22.600 --> 00:05:23.800]  你給他吃
[00:05:23.800 --> 00:05:25.400]  給他衣服穿就已經夠了
[00:05:25.400 --> 00:05:27.000]  這些事情不要麻煩神
[00:05:27.000 --> 00:05:29.720]  原來今天我們能力做到的
[00:05:29.720 --> 00:05:30.720]  我們是要去做
[00:05:30.720 --> 00:05:32.720]  但是我們仍然將我們所做的事情
[00:05:32.720 --> 00:05:34.720]  依靠交託給神
[00:05:34.720 --> 00:05:36.720]  我自己很深經歷的
