
[00:00:00.000 --> 00:00:06.000]  今日要和大家分享有關和好的聖經教導
[00:00:06.000 --> 00:00:11.000]  不過我只是集中說人和人之間
[00:00:11.000 --> 00:00:14.000]  或者弟兄姊妹之間的和好
[00:00:14.000 --> 00:00:16.000]  不是說神人之間的和好
[00:00:16.000 --> 00:00:20.000]  也不是說國家與國家之間的和好
[00:00:20.000 --> 00:00:23.000]  或者我們要先溫習一下
[00:00:23.000 --> 00:00:25.000]  上一周的金句
[00:00:25.000 --> 00:00:27.000]  是有關瑤書的
[00:00:27.000 --> 00:00:29.000]  我不知道你們多少人會背
[00:00:29.000 --> 00:00:31.000]  不過今早有個姊妹讓我看她的手機
[00:00:31.000 --> 00:00:34.000]  把金句放在手機上寫得很大一字
[00:00:34.000 --> 00:00:36.000]  離很遠都可以看到
[00:00:36.000 --> 00:00:38.000]  不過不要說是來吹罵
[00:00:38.000 --> 00:00:43.000]  我們平時背我們要一起背
[00:00:43.000 --> 00:00:47.000]  如果我們不能夠做到瑤書
[00:00:47.000 --> 00:00:50.000]  就沒什麼可能可以和好
[00:00:50.000 --> 00:00:53.000]  因為瑤書和和好是媽生兄弟
[00:00:53.000 --> 00:00:55.000]  雙胞胎來的
[00:00:55.000 --> 00:00:59.000]  沒有瑤書的和好是沒可能的
[00:00:59.000 --> 00:01:01.000]  我們試一下背
[00:01:01.000 --> 00:01:04.000]  以法所述四章三十二節
[00:01:04.000 --> 00:01:07.000]  要親切仁慈相對待
[00:01:07.000 --> 00:01:09.000]  彼此瑤書
[00:01:09.000 --> 00:01:14.000]  正如上帝藉基督瑤書了你們一樣
[00:01:14.000 --> 00:01:16.000]  不是很多人會背
[00:01:16.000 --> 00:01:18.000]  這次聖經教導很重要
[00:01:18.000 --> 00:01:21.000]  幫助我們不單止懂得瑤書
[00:01:21.000 --> 00:01:23.000]  平時我們和人相處要怎樣
[00:01:23.000 --> 00:01:27.000]  一開始要親切仁慈相對待
[00:01:27.000 --> 00:01:30.000]  然後才要彼此瑤書
[00:01:30.000 --> 00:01:34.000]  瑤書要好像上帝藉基督瑤書我們一樣
[00:01:34.000 --> 00:01:37.000]  希望這節聖經能夠提醒我們
[00:01:37.000 --> 00:01:39.000]  要瑤書人
[00:01:39.000 --> 00:01:41.000]  特別是弟兄姊妹之間
[00:01:41.000 --> 00:01:44.000]  更加要彼此瑤書
[00:01:44.000 --> 00:01:47.000]  好像上帝藉基督瑤書了我們一樣
[00:01:47.000 --> 00:01:50.000]  有人問我
[00:01:50.000 --> 00:01:53.000]  如果不是弟兄姊妹
[00:01:53.000 --> 00:01:55.000]  我們要不要瑤書呢
[00:01:55.000 --> 00:01:58.000]  教外人我們要不要瑤書呢
[00:01:58.000 --> 00:02:01.000]  我認為最好都是瑤書
[00:02:01.000 --> 00:02:04.000]  因為瑤書人是釋放我們自己
[00:02:04.000 --> 00:02:05.000]  釋放自己
[00:02:05.000 --> 00:02:08.000]  但是和好就可以不必
[00:02:08.000 --> 00:02:11.000]  除非對方來找我們和好
[00:02:11.000 --> 00:02:13.000]  為什麼會這樣呢
[00:02:13.000 --> 00:02:16.000]  今天你聽完講到之後你會明白的
[00:02:16.000 --> 00:02:18.000]  我再考大家一次
[00:02:18.000 --> 00:02:21.000]  看記不記得上一個星期的金句
[00:02:21.000 --> 00:02:24.000]  那一句很容易
[00:02:24.000 --> 00:02:27.000]  是講法律和法律有關的
[00:02:27.000 --> 00:02:29.000]  會背就一起背
[00:02:29.000 --> 00:02:32.000]  雅各書一章十九節
[00:02:32.000 --> 00:02:36.000]  你們各人要快快地聽
[00:02:36.000 --> 00:02:38.000]  慢慢地說
[00:02:38.000 --> 00:02:40.000]  慢慢地動腦
[00:02:40.000 --> 00:02:42.000]  這句真好很多人都會
[00:02:42.000 --> 00:02:44.000]  和合本這句真好
[00:02:44.000 --> 00:02:46.000]  簡單有很多字重複
[00:02:46.000 --> 00:02:48.000]  經常都快快快快
[00:02:48.000 --> 00:02:50.000]  什麼都快快
[00:02:50.000 --> 00:02:52.000]  但是有一樣東西要慢慢
[00:02:52.000 --> 00:02:55.000]  慢慢地說慢慢地動腦
[00:02:55.000 --> 00:02:57.000]  今天在講聖經之前
[00:02:57.000 --> 00:03:00.000]  我會先講兩個有關和好的故事
[00:03:00.000 --> 00:03:06.000]  讓我們來了解和好的可能性
[00:03:06.000 --> 00:03:09.000]  第一個故事是關於
[00:03:09.000 --> 00:03:11.000]  當我說故事的時候不是虛構
[00:03:11.000 --> 00:03:13.000]  都是真事
[00:03:13.000 --> 00:03:15.000]  第一個故事是關於
[00:03:15.000 --> 00:03:17.000]  一位聖公會的牧師
[00:03:17.000 --> 00:03:19.000]  叫Vivian Redlich
[00:03:19.000 --> 00:03:22.000]  譯他做雷牧師
[00:03:22.000 --> 00:03:25.000]  他在第二次世界大戰的時候
[00:03:25.000 --> 00:03:28.000]  日本當時是侵略我們
[00:03:28.000 --> 00:03:32.000]  澳洲北面的巴布亞新幾內亞
[00:03:32.000 --> 00:03:36.000]  雷牧師仍然是願意去到那裡
[00:03:36.000 --> 00:03:40.000]  向當地的一個部落傳福音
[00:03:40.000 --> 00:03:44.000]  後來他和十二位的宣教同工
[00:03:44.000 --> 00:03:46.000]  全部都死於非命
[00:03:46.000 --> 00:03:48.000]  他的家人一直以為
[00:03:48.000 --> 00:03:53.000]  當時日本侵略當然是被日軍所殺
[00:03:53.000 --> 00:03:55.000]  直到2003年
[00:03:55.000 --> 00:03:59.000]  他們才知道雷牧師和他們的同工
[00:03:59.000 --> 00:04:01.000]  包括他的未婚妻
[00:04:01.000 --> 00:04:04.000]  都是被當地的土人
[00:04:04.000 --> 00:04:09.000]  屬於奧烏開伐族的人殺了
[00:04:09.000 --> 00:04:11.000]  他們知道這個實情
[00:04:11.000 --> 00:04:18.000]  由於有一位有份參與謀殺雷牧師和同工的人
[00:04:18.000 --> 00:04:22.000]  向當地的主教講了這件事
[00:04:22.000 --> 00:04:25.000]  後來這個部落的人
[00:04:25.000 --> 00:04:29.000]  為了尋求雷牧師的家人
[00:04:29.000 --> 00:04:30.000]  饒恕他們
[00:04:30.000 --> 00:04:34.000]  他就邀請雷牧師的同父異母的兄弟
[00:04:34.000 --> 00:04:36.000]  叫Patrick Redlich
[00:04:36.000 --> 00:04:39.000]  去參加一個和好儀式
[00:04:39.000 --> 00:04:43.000]  Patrick就將他的家人
[00:04:43.000 --> 00:04:46.000]  怎樣可以和他
[00:04:46.000 --> 00:04:51.000]  和殺了他兄弟的部族的後人和好
[00:04:51.000 --> 00:04:53.000]  寫了一本書
[00:04:53.000 --> 00:04:55.000]  就是這本叫
[00:04:55.000 --> 00:04:59.000]  My Brother Vivian and the Christian Martyrs of Papua New Guinea
[00:04:59.000 --> 00:05:04.000]  我的兄弟惠雲和巴布亞新基內亞殉道的基督徒
[00:05:04.000 --> 00:05:07.000]  終於在2009年
[00:05:07.000 --> 00:05:10.000]  Patrick就去到新基內亞
[00:05:10.000 --> 00:05:13.000]  參加一個和好儀式
[00:05:13.000 --> 00:05:17.000]  對於殺害自己家人的人
[00:05:17.000 --> 00:05:20.000]  不單止可以饒恕
[00:05:20.000 --> 00:05:23.000]  還可以和好
[00:05:23.000 --> 00:05:26.000]  而這位作者寫了這本書
[00:05:26.000 --> 00:05:29.000]  就是為了要籌款
[00:05:29.000 --> 00:05:34.000]  在新基內亞興建一間聖公會教師訓練學院
[00:05:34.000 --> 00:05:37.000]  是服務當地人
[00:05:37.000 --> 00:05:40.000]  這個就是和好
[00:05:40.000 --> 00:05:42.000]  另外一個故事
[00:05:42.000 --> 00:05:44.000]  以前講過了
[00:05:44.000 --> 00:05:48.000]  不過我相信大家都忘記了
[00:05:48.000 --> 00:05:51.000]  就是發生在一個非洲的小國
[00:05:51.000 --> 00:05:53.000]  叫做盧旺達
[00:05:53.000 --> 00:05:55.000]  很多人可能沒有聽過
[00:05:55.000 --> 00:05:56.000]  都不知道在哪裡
[00:05:56.000 --> 00:05:58.000]  我找了一幅非洲的地圖
[00:05:58.000 --> 00:06:00.000]  給大家看看
[00:06:00.000 --> 00:06:05.000]  有沒有人找到盧旺達在哪裡
[00:06:05.000 --> 00:06:07.000]  英文叫做Rwanda
[00:06:07.000 --> 00:06:09.000]  R-W-A-N-D-A
[00:06:09.000 --> 00:06:12.000]  其實在地圖上來看
[00:06:12.000 --> 00:06:14.000]  這個國家很小
[00:06:14.000 --> 00:06:17.000]  下一幅放大一點
[00:06:17.000 --> 00:06:20.000]  很小的一個國家
[00:06:20.000 --> 00:06:22.000]  在維多利亞湖的左邊
[00:06:22.000 --> 00:06:25.000]  在1994年
[00:06:25.000 --> 00:06:28.000]  這個國家發生了一場大災難
[00:06:28.000 --> 00:06:33.000]  這個國家其實裡面只是一族的人
[00:06:33.000 --> 00:06:37.000]  不過由於階級不同
[00:06:37.000 --> 00:06:40.000]  就形成了兩個主要的階層
[00:06:40.000 --> 00:06:42.000]  一個叫做Hutus
[00:06:42.000 --> 00:06:45.000]  我譯它做好土
[00:06:45.000 --> 00:06:48.000]  是屬於無產階級
[00:06:48.000 --> 00:06:51.000]  另外一個是Tusi
[00:06:51.000 --> 00:06:53.000]  譯它做陶氏
[00:06:53.000 --> 00:06:55.000]  他們是地主階層
[00:06:55.000 --> 00:06:57.000]  但是這兩個階層的人
[00:06:57.000 --> 00:07:00.000]  都是以務農為生
[00:07:00.000 --> 00:07:03.000]  在比利時殖民統治的時期
[00:07:03.000 --> 00:07:06.000]  殖民政府就利用他們自己
[00:07:06.000 --> 00:07:10.000]  原有的階級觀念來管治他們
[00:07:10.000 --> 00:07:15.000]  使他們埋下一些仇怨的種子
[00:07:15.000 --> 00:07:20.000]  結果在1994年之前的三四十年
[00:07:20.000 --> 00:07:23.000]  都是不斷有勝者為王
[00:07:23.000 --> 00:07:26.000]  敗者為寇的權力鬥爭
[00:07:26.000 --> 00:07:29.000]  而在1994年的四月
[00:07:29.000 --> 00:07:34.000]  由於好土人拿到政權
[00:07:34.000 --> 00:07:37.000]  他們就鼓吹一種思想
[00:07:37.000 --> 00:07:41.000]  他說國家的敵人就是陶氏人
[00:07:41.000 --> 00:07:45.000]  如果我們不將陶氏人徹底的剷除
[00:07:45.000 --> 00:07:49.000]  他們將來就會殺我們這些好土人
[00:07:49.000 --> 00:07:54.000]  他們鼓吹好土人一定要為了自保
[00:07:54.000 --> 00:07:57.000]  為了智慧要先下手為強
[00:07:57.000 --> 00:08:01.000]  殺那些陶氏人
[00:08:01.000 --> 00:08:05.000]  這一次所謂智慧殺人的行動
[00:08:05.000 --> 00:08:08.000]  其實他們都部署了很長的時間
[00:08:08.000 --> 00:08:12.000]  讓他們用電台和其他的方式宣傳
[00:08:12.000 --> 00:08:16.000]  以致很多的好土人都信以為真
[00:08:16.000 --> 00:08:21.000]  結果在1994年四月到七月
[00:08:21.000 --> 00:08:23.000]  大概一百天的時間
[00:08:23.000 --> 00:08:27.000]  在政府的領導和指揮底下
[00:08:27.000 --> 00:08:30.000]  好土的男人拿起他們的大刀
[00:08:30.000 --> 00:08:34.000]  用傳統的武器去殺他們的靈社
[00:08:34.000 --> 00:08:37.000]  甚至是相識的陶氏人
[00:08:37.000 --> 00:08:40.000]  他們瘋狂砍殺
[00:08:40.000 --> 00:08:46.000]  一百天之內殺死了近一百萬人
[00:08:46.000 --> 00:08:51.000]  國際社會對這一次大屠殺事件反應緩慢
[00:08:51.000 --> 00:08:55.000]  一直到事件停息之後
[00:08:55.000 --> 00:09:00.000]  美國的克林頓總統才向盧旺達人民道歉
[00:09:00.000 --> 00:09:05.000]  說他們反應太慢
[00:09:05.000 --> 00:09:09.000]  在大屠殺受到控制之後
[00:09:09.000 --> 00:09:15.000]  有十二萬的好土人被抓去坐牢
[00:09:15.000 --> 00:09:18.000]  監獄就非常擠擁
[00:09:18.000 --> 00:09:21.000]  但是在2000年的時候
[00:09:21.000 --> 00:09:25.000]  屬於同事階層的總統Paul Kagame
[00:09:25.000 --> 00:09:27.000]  他當選了總統
[00:09:27.000 --> 00:09:30.000]  三年之後他頒布了一個法令
[00:09:30.000 --> 00:09:36.000]  要釋放那些年老有病和案情比較輕的
[00:09:36.000 --> 00:09:39.000]  和肯認罪的犯人
[00:09:39.000 --> 00:09:42.000]  但是釋放是有條件的
[00:09:42.000 --> 00:09:47.000]  為了讓那些囚犯能夠重返家園
