
[00:00:00.000 --> 00:00:02.940]  剛好過去的星期一自己放假
[00:00:02.940 --> 00:00:11.080]  有機會到港九培靈賢經大會第一節的賢經會裏
[00:00:11.080 --> 00:00:14.680]  由鳳浩樓牧師主講
[00:00:14.680 --> 00:00:17.720]  站在破口的摩西
[00:00:17.720 --> 00:00:19.780]  他提到
[00:00:19.780 --> 00:00:23.880]  有一次他在英國政道的時候
[00:00:24.920 --> 00:00:32.100]  教會當中他很感謝西方的一些長者
[00:00:32.100 --> 00:00:39.180]  在過去五十年裏面為中國教會迫切禱告
[00:00:39.180 --> 00:00:41.360]  政道之後
[00:00:41.360 --> 00:00:45.740]  他說有一位八十四歲的長者走到他的庚前
[00:00:45.740 --> 00:00:49.120]  他說你剛才說少了
[00:00:49.120 --> 00:00:52.220]  應該是過去五十五年
[00:00:52.220 --> 00:00:53.620]  不是五十年
[00:00:53.980 --> 00:00:59.420]  我們為著中國教會的復興來禱告
[00:00:59.420 --> 00:01:04.320]  講的時候眼泛淚光
[00:01:04.320 --> 00:01:12.340]  我本來是預了去第一節的賢經會和晚上的奮興會
[00:01:12.340 --> 00:01:16.300]  但去到之後可能聖靈感動
[00:01:16.300 --> 00:01:19.960]  所以繼續去第二節的講道會
[00:01:20.340 --> 00:01:24.160]  在第二節的講道會唱詩的時候
[00:01:24.160 --> 00:01:29.360]  再想起這位長者所講
[00:01:29.360 --> 00:01:32.280]  他說他過去五十五年
[00:01:32.280 --> 00:01:37.580]  為著中國教會復興去禱告
[00:01:37.580 --> 00:01:42.480]  想到這裏當時很感動
[00:01:49.200 --> 00:01:57.260]  回顧他比香港人更加愛中國
[00:01:57.260 --> 00:02:06.560]  正如昔日戴德生牧師比香港人更加愛中國一樣
[00:02:06.560 --> 00:02:13.640]  他一家坐船去到國內宣教
[00:02:14.220 --> 00:02:22.740]  而且呼籲很多宣教士到中國去祝福中國人
[00:02:22.740 --> 00:02:26.200]  甚至死了去中國
[00:02:26.200 --> 00:02:31.040]  上帝創造天地
[00:02:31.040 --> 00:02:34.340]  他是一位聖潔的主
[00:02:34.340 --> 00:02:36.100]  是興邁不得
[00:02:36.100 --> 00:02:38.860]  我們敬拜神
[00:02:39.860 --> 00:02:46.840]  不像其他宗教人士去到廟宇拜神
[00:02:46.840 --> 00:02:51.160]  我們好好去預備自己
[00:02:51.160 --> 00:02:54.180]  今天來到敬拜
[00:02:54.180 --> 00:02:59.180]  昨晚我為刻意早點休息
[00:02:59.180 --> 00:03:04.960]  讓我今天有最好的狀態來到朝見主
[00:03:07.140 --> 00:03:12.180]  不是匆匆忙忙地來或者很急趕走了去
[00:03:12.180 --> 00:03:15.820]  又或者我安排了所有的活動
[00:03:15.820 --> 00:03:20.620]  我有時間靜我才回來親近神
[00:03:20.620 --> 00:03:26.480]  在主日我們都一齊去學習分別為聖
[00:03:26.480 --> 00:03:29.360]  放下我們手上一些的工作
[00:03:29.360 --> 00:03:36.100]  回來專心敬拜這位愛我們的神
[00:03:37.420 --> 00:03:42.260]  主日崇拜裏面其實每一個環節都是那麼重要
[00:03:42.260 --> 00:03:44.760]  我們可以投入其中
[00:03:44.760 --> 00:03:47.860]  用詩歌去讚美神
[00:03:47.860 --> 00:03:51.180]  以禱告去感謝祂
[00:03:51.180 --> 00:03:55.100]  或者透過禱告向主認罪
[00:03:55.100 --> 00:03:58.800]  為著其他的事情代求
[00:03:58.800 --> 00:04:01.220]  我們不是一個觀眾
[00:04:01.220 --> 00:04:06.740]  不是看身邊的弟兄姊妹怎樣去敬拜主
[00:04:08.120 --> 00:04:12.180]  剛才詩班宣召詩的時候
[00:04:12.180 --> 00:04:14.180]  或者獻詩的時候
[00:04:14.180 --> 00:04:17.120]  正正反映著他們很迫切
[00:04:17.120 --> 00:04:21.280]  很投入去唱那首宣召詩
[00:04:21.280 --> 00:04:26.280]  去獻誠神的大愛的詩歌
[00:04:26.280 --> 00:04:32.940]  盼望我們都能夠全程投入在敬拜當中
[00:04:34.260 --> 00:04:38.620]  在第一段的經文詩行轉二章四十至四十七節
[00:04:38.620 --> 00:04:42.840]  提到彼得宣講福音
[00:04:42.840 --> 00:04:46.100]  大概有三千人信主
[00:04:46.100 --> 00:04:50.300]  這些初信的和其他已信的一齊
[00:04:50.300 --> 00:04:54.520]  在殿裏邊去接受使徒的教導
[00:04:54.520 --> 00:04:56.480]  參加祈禱會
[00:04:56.480 --> 00:04:58.820]  去建立相交生活
[00:04:58.820 --> 00:05:02.760]  正如我們現在有團契小組
[00:05:02.980 --> 00:05:06.380]  與弟兄姊妹一齊去唱詩
[00:05:06.380 --> 00:05:10.280]  交流去認識神的話語一樣
[00:05:10.280 --> 00:05:15.740]  他們聚在一起同心去讀經禱告
[00:05:15.740 --> 00:05:19.620]  讓他們的靈命一路成長
[00:05:19.620 --> 00:05:23.160]  都是反映了耶路撒冷教會
[00:05:23.160 --> 00:05:25.940]  渴慕親近神的情況
[00:05:25.940 --> 00:05:29.140]  他們願意將自己所有的
[00:05:29.140 --> 00:05:31.540]  與其他的弟兄姊妹
[00:05:31.540 --> 00:05:34.620]  來分享互相去幫助
[00:05:34.620 --> 00:05:39.140]  是一間健全而充滿愛心的教會
[00:05:39.140 --> 00:05:44.420]  能夠吸引其他人去認識耶穌
[00:05:44.420 --> 00:05:50.180]  所以一日可以有三千人來信靠主
[00:05:50.180 --> 00:05:54.980]  反映了他們很虔誠來敬拜主
[00:05:54.980 --> 00:06:00.020]  在《約翰福音》四章二十三二十四節
[00:06:00.020 --> 00:06:02.020]  都是大家很熟悉的經文
[00:06:02.020 --> 00:06:04.820]  「那真正拜父的
[00:06:04.820 --> 00:06:08.100]  要用心靈和誠實拜他
[00:06:08.100 --> 00:06:11.060]  因為父要者用人拜他
[00:06:11.060 --> 00:06:12.140]  神是個靈
[00:06:12.140 --> 00:06:13.660]  所以拜他的
[00:06:13.660 --> 00:06:17.340]  必須用心靈和誠實拜他」
[00:06:17.340 --> 00:06:21.220]  按照周濂華牧師他自己所說
[00:06:21.220 --> 00:06:24.020]  用心靈拜上帝
[00:06:24.020 --> 00:06:25.660]  就是信徒的靈
[00:06:25.660 --> 00:06:28.740]  與上帝的靈相協調
[00:06:30.260 --> 00:06:31.380]  有團契
[00:06:31.380 --> 00:06:36.260]  如果與上帝協調
[00:06:36.260 --> 00:06:37.500]  有團契
[00:06:37.500 --> 00:06:42.620]  一定要有懺悔和認罪的部分
[00:06:42.620 --> 00:06:46.900]  他說這只是一個真正的敬拜
[00:06:46.900 --> 00:06:51.300]  所以你留意到在敬拜程序當中
[00:06:51.300 --> 00:06:55.020]  我們有認罪代求的一環
[00:06:55.820 --> 00:07:00.660]  這個禱告讓我們有一個清潔的心
[00:07:00.660 --> 00:07:02.420]  去朝見主
[00:07:02.420 --> 00:07:05.940]  主要樂意我們過一個聖潔的生活
[00:07:05.940 --> 00:07:11.980]  只可以與我們有相交
[00:07:11.980 --> 00:07:18.220]  用誠實原文說到真理
[00:07:18.220 --> 00:07:21.060]  在敬拜的時候
[00:07:21.060 --> 00:07:23.740]  我們不單止有一個敬虔
[00:07:23.740 --> 00:07:25.460]  誠懇的態度
[00:07:26.020 --> 00:07:28.420]  更加是以真理
[00:07:28.420 --> 00:07:31.420]  合乎真理去敬拜主
[00:07:31.420 --> 00:07:35.660]  耶穌說祂就是真理
[00:07:35.660 --> 00:07:39.020]  所以在敬拜的時候
[00:07:39.020 --> 00:07:41.100]  正如菲拉比書所說
[00:07:41.100 --> 00:07:44.780]  以基督耶穌的心為心
[00:07:44.780 --> 00:07:49.500]  主說我心裡柔和謙卑
[00:07:49.500 --> 00:07:54.700]  就讓我們學校主的柔和謙卑
[00:07:55.300 --> 00:07:57.220]  主祂自己信服神
[00:07:57.220 --> 00:07:59.620]  祂樂意去服侍人
[00:07:59.620 --> 00:08:03.100]  願意放下祂自己個人的權利
[00:08:03.100 --> 00:08:06.580]  正正反映祂對神
[00:08:06.580 --> 00:08:10.060]  對人那份愛心行動
[00:08:10.060 --> 00:08:13.940]  以這個心來敬拜
[00:08:13.940 --> 00:08:16.060]  就是合乎真理
[00:08:16.060 --> 00:08:20.020]  周牧師說每一次的敬拜
[00:08:20.020 --> 00:08:21.740]  就是更新
[00:08:21.740 --> 00:08:24.580]  就是奉獻自己
[00:08:24.980 --> 00:08:27.460]  和上帝藉著聖靈
[00:08:27.460 --> 00:08:29.220]  是有團契
[00:08:29.220 --> 00:08:33.260]  這個就是與神的靈相協調
[00:08:33.260 --> 00:08:37.300]  以真理誠懇去敬拜主
[00:08:37.300 --> 00:08:38.580]  尊崇主
[00:08:38.580 --> 00:08:42.220]  正如十年電影
[00:08:42.220 --> 00:08:44.900]  是一個我們作為科目預公
[00:08:44.900 --> 00:08:48.060]  當中籌委他們表示
[00:08:48.060 --> 00:08:51.580]  他們起初是戰戰兢兢
[00:08:51.580 --> 00:08:54.500]  不知道怎樣來去預備
[00:08:55.300 --> 00:08:58.740]  很感恩有熱心的姊妹
[00:08:58.740 --> 00:09:02.540]  很快就介紹了他們
[00:09:02.540 --> 00:09:05.060]  怎樣去聯絡十年
[00:09:05.060 --> 00:09:08.700]  去租借這齣電影來放映
[00:09:08.700 --> 00:09:13.180]  而電影的工作人員也很快回應了
[00:09:13.180 --> 00:09:16.140]  可以租出這套片給我們
[00:09:16.140 --> 00:09:19.700]  在第一次的賣票裏
[00:09:19.700 --> 00:09:24.340]  原本訂了150張的票就賣光了
[00:09:25.100 --> 00:09:28.260]  看到弟兄姊妹這麼熱烈的反應
[00:09:28.260 --> 00:09:32.460]  所以我們增加了一倍的票
[00:09:32.460 --> 00:09:36.180]  感受到弟兄姊妹都是很樂意
[00:09:36.180 --> 00:09:38.140]  去支持這一個活動
[00:09:38.140 --> 00:09:40.780]  兩位回應嘉賓
[00:09:40.780 --> 00:09:46.660]  周冠威導演和軒志偉弟兄
[00:09:46.660 --> 00:09:49.460]  他們都有好的去回應
[00:09:49.460 --> 00:09:52.420]  讓欣賞電影的人
[00:09:52.420 --> 00:09:55.700]  加為明白片裏面的故事
[00:09:55.700 --> 00:10:00.940]  對我們在信仰裏面的掙扎提供出路
[00:10:00.940 --> 00:10:05.220]  學習用信心去仰望神
[00:10:05.220 --> 00:10:09.980]  縱然我們在生活都是有不同的經歷
[00:10:09.980 --> 00:10:11.660]  或許遇到一些
[00:10:11.660 --> 00:10:15.580]  不太懂得去面對有困難的地方
[00:10:15.580 --> 00:10:18.820]  我們都可以求神去幫助
[00:10:19.220 --> 00:10:23.220]  神在安慰的時候來支持帶領我們
[00:10:23.220 --> 00:10:25.340]  亦都很感謝
[00:10:25.340 --> 00:10:28.300]  五餅二魚的弟兄姊妹
[00:10:28.300 --> 00:10:31.940]  他們很賣力去預備不同的美食
[00:10:31.940 --> 00:10:37.700]  讓參與者可以津津來享受美食
[00:10:37.700 --> 00:10:42.460]  亦都可以繼續和其他親友有交流
[00:10:42.460 --> 00:10:46.700]  或者去回應他們看了電影的感受
[00:10:47.420 --> 00:10:49.420]  很感謝不同的弟兄姊妹
[00:10:49.420 --> 00:10:57.020]  他們在事前亦準備用黑膠袋去遮擋窗戶
[00:10:57.020 --> 00:11:02.020]  以致下午放電影都是方便
[00:11:02.020 --> 00:11:07.900]  讓弟兄姊妹來賓都可以一齊觀賞
[00:11:07.900 --> 00:11:13.140]  可以看到弟兄姊妹每人做少少
[00:11:13.140 --> 00:11:17.180]  剛才提到的預備功夫
[00:11:17.660 --> 00:11:23.500]  可能是待肚、買票去邀請親友來看這齣電影
[00:11:23.500 --> 00:11:29.660]  去支持或者預備食物、去佈置等等
[00:11:29.660 --> 00:11:32.620]  每人預備少少
