
[00:00:00.000 --> 00:00:03.000]  我感謝神今天能夠和主內的弟兄姊妹
[00:00:03.000 --> 00:00:05.000]  一起在這裡敬拜神
[00:00:05.000 --> 00:00:09.000]  我們感謝天父今天讓我能夠和大英姐妹一起在這裡敬拜
[00:00:09.000 --> 00:00:10.000]  我們一起禱告
[00:00:10.000 --> 00:00:12.000]  我們一起祈禱
[00:00:12.000 --> 00:00:14.000]  我們在天上的父神
[00:00:14.000 --> 00:00:15.000]  我們在天上的父神
[00:00:15.000 --> 00:00:18.000]  愛我們的主耶穌基督
[00:00:18.000 --> 00:00:19.000]  我們感謝祢
[00:00:19.000 --> 00:00:20.000]  我們感謝祢
[00:00:20.000 --> 00:00:22.000]  祢是創造宇宙萬物的主宰
[00:00:22.000 --> 00:00:24.000]  祢是創造宇宙萬物的主宰
[00:00:24.000 --> 00:00:25.000]  祢也是我們生命的主宰
[00:00:25.000 --> 00:00:27.000]  祢也是我們生命的主宰
[00:00:27.000 --> 00:00:29.000]  祢呼召我們的時候
[00:00:29.000 --> 00:00:31.000]  祢要我們跟隨祢
[00:00:31.000 --> 00:00:32.000]  祢要我們跟隨祢
[00:00:32.000 --> 00:00:34.000]  要我們把我們整個人
[00:00:34.000 --> 00:00:37.000]  都完全的奉獻還給祢
[00:00:37.000 --> 00:00:40.000]  也要我們全身的毀身還給祢
[00:00:40.000 --> 00:00:41.000]  但我沒有做到
[00:00:41.000 --> 00:00:42.000]  但我沒有做到
[00:00:42.000 --> 00:00:44.000]  求祢赦免我的罪過
[00:00:44.000 --> 00:00:46.000]  求祢赦免我的罪過
[00:00:46.000 --> 00:00:48.000]  今天求祢藉著祢自己的聖靈
[00:00:48.000 --> 00:00:50.000]  今天求祢藉著祢自己的聖靈
[00:00:50.000 --> 00:00:52.000]  讓我們被祢的真理
[00:00:52.000 --> 00:00:53.000]  被祢的真道
[00:00:53.000 --> 00:00:54.000]  被祢的真光所感動
[00:00:54.000 --> 00:00:56.000]  讓我們被祢的真理
[00:00:56.000 --> 00:00:59.000]  聖靈和真光去照耀
[00:00:59.000 --> 00:01:01.000]  激動我們每一個人
[00:01:01.000 --> 00:01:02.000]  激動我們每一個人
[00:01:02.000 --> 00:01:04.000]  讓我們每一個人再一次的毀身
[00:01:04.000 --> 00:01:07.000]  把我們自己完全的獻回給祢
[00:01:07.000 --> 00:01:08.000]  讓我們再次的毀身
[00:01:08.000 --> 00:01:09.000]  將自己獻給祢
[00:01:09.000 --> 00:01:11.000]  求祢悅納我們的禱告
[00:01:11.000 --> 00:01:12.000]  求祢悅納我們的禱告
[00:01:12.000 --> 00:01:13.000]  我們感謝禱告
[00:01:13.000 --> 00:01:15.000]  奉主耶穌基督的聖名
[00:01:15.000 --> 00:01:16.000]  我們感謝禱告
[00:01:16.000 --> 00:01:17.000]  奉主耶穌基督的聖名
[00:01:17.000 --> 00:01:18.000]  阿門
[00:01:18.000 --> 00:01:20.000]  如果你有聖經的話
[00:01:20.000 --> 00:01:22.000]  或者你有電子版的聖經
[00:01:22.000 --> 00:01:24.000]  請您打開到剛才我們所讀的
[00:01:24.000 --> 00:01:28.000]  以弗所書第一章十五節到二十三節
[00:01:28.000 --> 00:01:29.000]  如果你有聖經的話
[00:01:29.000 --> 00:01:31.000]  請您再翻開我們剛才所讀的經文
[00:01:31.000 --> 00:01:34.000]  向以弗所書一章十五到二十三節
[00:01:34.000 --> 00:01:36.000]  我們今天要從保羅的禱告
[00:01:36.000 --> 00:01:39.000]  來看看你們或者是你自己
[00:01:39.000 --> 00:01:40.000]  或者是我們每一個人
[00:01:40.000 --> 00:01:42.000]  在基督裡是多麼的富有
[00:01:42.000 --> 00:01:44.000]  我們就從保羅的禱告當中
[00:01:44.000 --> 00:01:45.000]  來看看我們知不知道
[00:01:45.000 --> 00:01:47.000]  自己在神裡面有多富有
[00:01:47.000 --> 00:01:49.000]  我們是多麼的豐盛
[00:01:49.000 --> 00:01:50.000]  我們是多麼的豐盛
[00:01:50.000 --> 00:01:51.000]  不是我們有錢
[00:01:51.000 --> 00:01:53.000]  不是我們有多少錢的問題
[00:01:53.000 --> 00:01:55.000]  不是說我們有多少錢
[00:01:55.000 --> 00:01:57.000]  而是我們在基督裡
[00:01:57.000 --> 00:01:59.000]  而是我們在基督裡面
[00:01:59.000 --> 00:02:01.000]  是多麼的豐盛
[00:02:01.000 --> 00:02:03.000]  是在基督裡面有多麼的豐盛
[00:02:03.000 --> 00:02:06.000]  盼望今天我們聽了神的話之後
[00:02:06.000 --> 00:02:08.000]  盼望我們今天聽到神的話語之後
[00:02:08.000 --> 00:02:10.000]  能把你的眼目從地上的盼望
[00:02:10.000 --> 00:02:11.000]  地上的財寶
[00:02:11.000 --> 00:02:12.000]  地上的能力
[00:02:12.000 --> 00:02:14.000]  轉到向天上
[00:02:14.000 --> 00:02:15.000]  讓我們從地上
[00:02:15.000 --> 00:02:17.000]  我們所盼望的財寶
[00:02:17.000 --> 00:02:19.000]  望到天上
[00:02:19.000 --> 00:02:22.000]  其實以弗所書第一章十五節到二十三節
[00:02:22.000 --> 00:02:24.000]  是保羅的禱告
[00:02:24.000 --> 00:02:26.000]  其實十五節到二十三節
[00:02:26.000 --> 00:02:27.000]  是保羅的禱告
[00:02:27.000 --> 00:02:28.000]  我們先看他的起因
[00:02:28.000 --> 00:02:30.000]  保羅為什麼會做這個禱告
[00:02:30.000 --> 00:02:31.000]  我們來看看起因
[00:02:31.000 --> 00:02:33.000]  為什麼保羅會做這個禱告
[00:02:33.000 --> 00:02:34.000]  從第十五節到十六節
[00:02:34.000 --> 00:02:35.000]  一開始的時候
[00:02:35.000 --> 00:02:36.000]  他就說因此
[00:02:36.000 --> 00:02:38.000]  十五到十六節開頭的時候
[00:02:38.000 --> 00:02:39.000]  講到因此
[00:02:39.000 --> 00:02:42.000]  是因為保羅從前面第三節到第十四節
[00:02:42.000 --> 00:02:43.000]  聖靈感動他
[00:02:43.000 --> 00:02:46.000]  讓他看見神所做的事情
[00:02:46.000 --> 00:02:48.000]  是在第三節到十四節的時候
[00:02:48.000 --> 00:02:51.000]  保羅看到神怎樣做的事情
[00:02:51.000 --> 00:02:52.000]  第三節經文裡面
[00:02:52.000 --> 00:02:54.000]  神讓他看見
[00:02:54.000 --> 00:02:57.000]  神開恩賜給我們的事情
[00:02:57.000 --> 00:03:00.000]  是他看到神開恩賜給我們的事情
[00:03:00.000 --> 00:03:01.000]  所以我們從這裡可以看到
[00:03:01.000 --> 00:03:03.000]  保羅是為宗教會禱告
[00:03:03.000 --> 00:03:05.000]  所以在當中我們看到
[00:03:05.000 --> 00:03:07.000]  保羅是為宗教會祈禱
[00:03:07.000 --> 00:03:08.000]  接下去他就說
[00:03:08.000 --> 00:03:10.000]  我既聽見你們信從主耶穌
[00:03:10.000 --> 00:03:12.000]  親愛眾聖徒
[00:03:12.000 --> 00:03:13.000]  在第十五節
[00:03:13.000 --> 00:03:15.000]  因此我既聽見你們信從主耶穌
[00:03:15.000 --> 00:03:16.000]  親愛眾聖徒
[00:03:16.000 --> 00:03:17.000]  就是他知道了
[00:03:17.000 --> 00:03:18.000]  以弗所的弟兄姊妹
[00:03:18.000 --> 00:03:19.000]  他們的信心
[00:03:19.000 --> 00:03:22.000]  是他看見他們的信心
[00:03:22.000 --> 00:03:25.000]  和愛主、愛眾聖徒的信心
[00:03:25.000 --> 00:03:28.000]  所以保羅就為他們禱告
[00:03:28.000 --> 00:03:29.000]  這裡表現出
[00:03:29.000 --> 00:03:32.000]  保羅和以弗所教會他們之間的關係
[00:03:32.000 --> 00:03:33.000]  從當中我們看到
[00:03:33.000 --> 00:03:35.000]  保羅和以弗所的聖徒的關係
[00:03:35.000 --> 00:03:40.000]  他的禱告充滿了個人的關懷
[00:03:40.000 --> 00:03:45.000]  充滿了他個人對他們的感情
[00:03:45.000 --> 00:03:48.000]  所以他的禱告有讚美
[00:03:48.000 --> 00:03:50.000]  也有感謝
[00:03:50.000 --> 00:03:52.000]  也有祈求
[00:03:52.000 --> 00:03:59.000]  今天我們要把重點放在第十七節到二十三節
[00:03:59.000 --> 00:04:03.000]  就是保羅他禱告的內容
[00:04:03.000 --> 00:04:06.000]  我們從十七節開始看
[00:04:06.000 --> 00:04:07.000]  十七節他說
[00:04:07.000 --> 00:04:09.000]  求我們主耶穌基督的神榮耀的父
[00:04:09.000 --> 00:04:13.000]  將那賜人智慧和啟示的靈賞給你們
[00:04:13.000 --> 00:04:15.000]  使你們真知道祂
[00:04:15.000 --> 00:04:18.000]  第十七節
[00:04:18.000 --> 00:04:19.000]  在這裡他說
[00:04:19.000 --> 00:04:24.000]  好像是另外再求聖靈在他們裡面
[00:04:24.000 --> 00:04:25.000]  好像在這裡看得到
[00:04:25.000 --> 00:04:27.000]  好像是他要再求另外一個聖靈
[00:04:27.000 --> 00:04:29.000]  其實我們回到十三節、十四節
[00:04:29.000 --> 00:04:31.000]  我們知道那個時候
[00:04:31.000 --> 00:04:32.000]  他們信了主之後
[00:04:32.000 --> 00:04:34.000]  已經有聖靈在他們的裡面
[00:04:34.000 --> 00:04:36.000]  但是從十三、十四節當中我們看到
[00:04:36.000 --> 00:04:37.000]  其實他們當時信了主之後
[00:04:37.000 --> 00:04:39.000]  已經領受了聖靈
[00:04:39.000 --> 00:04:41.000]  已經在他們身上打了一個印
[00:04:41.000 --> 00:04:43.000]  已經在他們的身上打了一個印記
[00:04:43.000 --> 00:04:45.000]  請問姐妹你們可以彼此
[00:04:45.000 --> 00:04:46.000]  看看你左右的人
[00:04:46.000 --> 00:04:48.000]  看他身上有沒有印
[00:04:48.000 --> 00:04:49.000]  我們望望周圍
[00:04:49.000 --> 00:04:51.000]  突然間知道我們身上有沒有印記
[00:04:51.000 --> 00:04:52.000]  頭上有沒有印
[00:04:52.000 --> 00:04:53.000]  頭上有沒有印
[00:04:53.000 --> 00:04:55.000]  我告訴你有的
[00:04:55.000 --> 00:04:56.000]  我告訴你們是有的
[00:04:56.000 --> 00:04:58.000]  只不過是我們在外面看不見
[00:04:58.000 --> 00:05:00.000]  只是在外表我們看不到
[00:05:00.000 --> 00:05:02.000]  那麼保羅在這裡是講什麼意思
[00:05:02.000 --> 00:05:03.000]  他講的是什麼意思呢
[00:05:03.000 --> 00:05:05.000]  究竟保羅在這裡講什麼意思呢
[00:05:05.000 --> 00:05:06.000]  我自己相信
[00:05:06.000 --> 00:05:07.000]  他的意思就是說
[00:05:07.000 --> 00:05:11.000]  他求聖靈繼續地賜給他們
[00:05:11.000 --> 00:05:13.000]  智慧和啟示
[00:05:13.000 --> 00:05:14.000]  我看得到
[00:05:14.000 --> 00:05:16.000]  保羅為他們祈求
[00:05:16.000 --> 00:05:18.000]  聖靈繼續在他們裡面動功
[00:05:18.000 --> 00:05:20.000]  讓他們有智慧和啟示的靈
[00:05:20.000 --> 00:05:22.000]  從保羅以後
[00:05:22.000 --> 00:05:23.000]  在保羅之後
[00:05:23.000 --> 00:05:24.000]  對我們這些
[00:05:24.000 --> 00:05:26.000]  我們手裡每一個人都擁有
[00:05:26.000 --> 00:05:28.000]  最起碼一本聖經對不對
[00:05:28.000 --> 00:05:29.000]  我們知道我們手上
[00:05:29.000 --> 00:05:31.000]  其實起碼有一本聖經
[00:05:31.000 --> 00:05:32.000]  現在有了手機
[00:05:32.000 --> 00:05:34.000]  或者是有了這個
[00:05:34.000 --> 00:05:35.000]  Whatever you call it
[00:05:35.000 --> 00:05:39.000]  然後我們就有各式各樣的翻譯本
[00:05:39.000 --> 00:05:41.000]  自從我們手上有手機的時候
[00:05:41.000 --> 00:05:44.000]  我們其實就有不同版本的聖經
