
[00:00:00.000 --> 00:00:02.920]  丁師妹 大家好
[00:00:02.920 --> 00:00:07.280]  神所創造的大自然真是很奇妙
[00:00:07.280 --> 00:00:09.920]  如果大家有讀過《約伯記》
[00:00:09.920 --> 00:00:13.600]  其實由三十八章開始
[00:00:13.600 --> 00:00:18.200]  神就透過一連串的問題去回應
[00:00:18.200 --> 00:00:21.400]  約伯心裏的疑惑
[00:00:21.400 --> 00:00:24.200]  而其中很多次
[00:00:24.200 --> 00:00:30.760]  他都是引用了他所創造的不同野獸的特性
[00:00:30.760 --> 00:00:34.000]  去將他自己背後
[00:00:34.000 --> 00:00:36.920]  蘊藏著無窮的智慧
[00:00:36.920 --> 00:00:39.880]  去和約伯分享
[00:00:39.880 --> 00:00:42.520]  不過就著今天這個題目
[00:00:42.520 --> 00:00:46.200]  我就想和大家介紹多另外一種
[00:00:46.200 --> 00:00:51.040]  在《約伯記》裏面沒有提及過的野生動物
[00:00:51.040 --> 00:00:53.720]  就是長頸鹿
[00:00:53.720 --> 00:00:56.720]  一般成年人的長頸鹿
[00:00:56.720 --> 00:01:00.480]  可以到達十八英呎高
[00:01:00.480 --> 00:01:02.800]  而我不知道大家知不知道
[00:01:02.800 --> 00:01:06.520]  長頸鹿媽媽在分娩
[00:01:06.520 --> 00:01:10.280]  要生產她的長頸鹿BB的時候
[00:01:10.280 --> 00:01:12.600]  她是站在那裏生產的
[00:01:12.600 --> 00:01:14.800]  由於它那麼高
[00:01:14.800 --> 00:01:20.280]  所以當長頸鹿媽媽要生BB的時候
[00:01:20.280 --> 00:01:23.160]  那隻初生的長頸鹿
[00:01:23.160 --> 00:01:29.360]  大概會在七呎高的高度劈拍
[00:01:29.360 --> 00:01:31.720]  就摔在地上
[00:01:31.720 --> 00:01:36.000]  我想問那些懂得游泳的大影子妹
[00:01:36.000 --> 00:01:37.360]  你懂得游泳了
[00:01:37.360 --> 00:01:41.720]  你有沒有試過在差不多的高度跳水
[00:01:41.720 --> 00:01:43.880]  我不知道你夠不夠膽
[00:01:43.880 --> 00:01:46.280]  我就不問那些不懂得游泳的
[00:01:46.280 --> 00:01:48.280]  因為都不用說了
[00:01:48.280 --> 00:01:52.800]  說回那隻初生的長頸鹿BB
[00:01:52.800 --> 00:01:57.760]  其實它由那麼高跌下來
[00:01:57.760 --> 00:01:59.480]  它不是跳水
[00:01:59.480 --> 00:02:02.760]  它是跌在一塊硬地上
[00:02:02.760 --> 00:02:06.360]  所以可想而知真的不能少說
[00:02:06.360 --> 00:02:08.960]  但是它由那麼高跌下來
[00:02:08.960 --> 00:02:11.560]  其實當中是有作用的
[00:02:11.560 --> 00:02:13.520]  因為有這樣的高度
[00:02:13.520 --> 00:02:16.040]  才可以幫它拉斷
[00:02:16.040 --> 00:02:20.680]  它和媽媽之間連結著的磁帶
[00:02:20.680 --> 00:02:25.520]  所以神的創造就是這麼奇妙的
[00:02:25.520 --> 00:02:30.960]  但是它雖然能夠順利出世
[00:02:30.960 --> 00:02:33.960]  不過過程還未完
[00:02:33.960 --> 00:02:36.600]  因為當它一生下來
[00:02:36.600 --> 00:02:38.080]  一分鐘之內
[00:02:38.080 --> 00:02:43.240]  這隻長頸鹿BB就需要努力撐起身
[00:02:43.240 --> 00:02:47.760]  然後將它原先在媽媽體內
[00:02:47.760 --> 00:02:51.400]  包著那層黏膜甩開
[00:02:51.400 --> 00:02:57.560]  然後張開眼睛來察看四周的世界
[00:02:57.560 --> 00:02:58.960]  在這個時候
[00:02:58.960 --> 00:03:04.120]  長頸鹿媽媽就會低頭看自己的BB
[00:03:04.120 --> 00:03:09.520]  然後做了一個你想像不到的動作
[00:03:09.520 --> 00:03:13.680]  就是奮力地踢它的BB一腳
[00:03:13.680 --> 00:03:14.920]  有沒有搞錯?
[00:03:14.920 --> 00:03:17.000]  原來又有原因的
[00:03:17.000 --> 00:03:22.480]  因為當長頸鹿BB想站起來的時候
[00:03:22.480 --> 00:03:25.080]  通常它都會覺得很累
[00:03:25.080 --> 00:03:28.720]  於是它就會賴在地上
[00:03:28.720 --> 00:03:33.040]  但是長頸鹿媽媽就不會容許它這樣做
[00:03:33.040 --> 00:03:34.720]  它會踢它一腳
[00:03:34.720 --> 00:03:40.760]  直至到這隻BB長頸鹿勉強爬起來
[00:03:40.760 --> 00:03:41.920]  好了
[00:03:41.920 --> 00:03:43.680]  終於成功了
[00:03:43.680 --> 00:03:48.200]  但是那隻長頸鹿媽媽仍然不會罷休
[00:03:48.200 --> 00:03:52.120]  它還會踢那隻腳步滿山
[00:03:52.120 --> 00:03:57.360]  可能爬起來搖搖欲墜的長頸鹿BB
[00:03:57.360 --> 00:03:59.400]  為什麼要這樣對待它呢?
[00:03:59.400 --> 00:04:02.200]  原因就是因為長頸鹿BB
[00:04:02.200 --> 00:04:04.880]  在出生之後幾個小時
[00:04:04.880 --> 00:04:09.200]  就要跟著大隊一起起行
[00:04:09.200 --> 00:04:12.440]  所以它必須要走得夠穩固
[00:04:12.440 --> 00:04:15.560]  才能夠跟得上大隊
[00:04:15.560 --> 00:04:16.760]  如果跟不上
[00:04:16.760 --> 00:04:19.880]  它就會變成草原上的獅子
[00:04:19.880 --> 00:04:24.040]  獵豹和獵犬的美食
[00:04:24.040 --> 00:04:28.040]  長頸鹿媽媽為了幫助它的BB
[00:04:28.040 --> 00:04:29.720]  能夠奮力起行
[00:04:29.720 --> 00:04:31.320]  就會踢它
[00:04:31.320 --> 00:04:32.360]  跌倒嗎?
[00:04:32.360 --> 00:04:35.560]  一定迫它要站起來為止
[00:04:35.560 --> 00:04:38.720]  讓它能夠跟著大隊這樣走
[00:04:38.720 --> 00:04:42.560]  因為如果不是這樣做的話是會死的
[00:04:42.560 --> 00:04:50.960]  初生的野生動物固然要奮力起身前行
[00:04:50.960 --> 00:04:52.560]  在信仰的層面
[00:04:52.560 --> 00:04:56.320]  我相信我們都一樣要竭力向前
[00:04:56.320 --> 00:05:01.880]  今天跟大家分享的這段希伯來書的五章十一
[00:05:01.880 --> 00:05:05.920]  至六章八節是一個大的段落
[00:05:05.920 --> 00:05:11.440]  頭一個的分段是在五章十一至第十四節
[00:05:11.440 --> 00:05:14.680]  請大家先聽我讀出
[00:05:14.680 --> 00:05:16.080]  聖經這樣說
[00:05:16.080 --> 00:05:17.720]  「論道默基使得
[00:05:17.720 --> 00:05:19.760]  我們有好些話
[00:05:19.760 --> 00:05:21.600]  並且難以解明
[00:05:21.600 --> 00:05:24.600]  因為你們聽不進去
[00:05:24.600 --> 00:05:26.680]  看你們學習的功夫
[00:05:26.680 --> 00:05:28.600]  本該作師傅
[00:05:28.600 --> 00:05:33.400]  誰知還得有人將神聖言小學的開端
[00:05:33.400 --> 00:05:35.160]  另教導你們
[00:05:35.160 --> 00:05:38.160]  並且成了那必須吃奶
[00:05:38.160 --> 00:05:41.440]  不能吃乾糧的人
[00:05:41.440 --> 00:05:43.320]  凡只能吃奶的
[00:05:43.320 --> 00:05:46.000]  都不熟練仁義的道理
[00:05:46.000 --> 00:05:48.040]  因為他是嬰孩
[00:05:48.040 --> 00:05:50.320]  唯獨長大成人的
[00:05:50.320 --> 00:05:52.160]  才能吃乾糧
[00:05:52.160 --> 00:05:55.520]  他們的心竅習練得通達
[00:05:55.520 --> 00:05:59.320]  就能分辨好歹了」
[00:05:59.320 --> 00:06:01.640]  前文一直都是說
[00:06:01.640 --> 00:06:05.680]  耶穌基督作為那位滿有尊榮的大祭司
[00:06:05.680 --> 00:06:10.640]  所以作者就用了「默基使得」作為例子
[00:06:10.640 --> 00:06:13.520]  而經文在第十一節開始
[00:06:13.520 --> 00:06:15.160]  就提到這個人
[00:06:15.160 --> 00:06:16.600]  默基使得
[00:06:16.600 --> 00:06:22.960]  不過由於讀者當時的屬靈境況不太好
[00:06:22.960 --> 00:06:26.480]  所以他在五章十一節開始
[00:06:26.480 --> 00:06:29.080]  就加入了一個插段
[00:06:29.080 --> 00:06:33.760]  向讀者提出一個勸勉和警告
[00:06:33.760 --> 00:06:37.000]  然後一直到第七章
[00:06:37.000 --> 00:06:42.160]  才會回頭繼續說默基使得
[00:06:42.160 --> 00:06:44.840]  在五章第十一節
[00:06:44.840 --> 00:06:47.440]  接著就這樣說
[00:06:47.440 --> 00:06:49.360]  「我們有好些話
[00:06:49.360 --> 00:06:51.640]  並且難以解明
[00:06:51.640 --> 00:06:54.960]  因為你們聽不進去」
[00:06:54.960 --> 00:06:56.600]  作者說
[00:06:56.600 --> 00:06:59.440]  原本他有很多話想說
[00:06:59.440 --> 00:07:03.240]  也不是三言兩語可以解得明白
[00:07:03.240 --> 00:07:09.400]  不過這並不單在於課題本身困難
[00:07:09.400 --> 00:07:14.120]  更是在於讀者聽不進去
[00:07:14.120 --> 00:07:17.520]  還記得我今年在開始講希伯來書
[00:07:17.520 --> 00:07:19.480]  第一篇信息的時候
[00:07:19.480 --> 00:07:23.920]  就用了「神在說話」作為一個題目
[00:07:23.920 --> 00:07:25.640]  神有話要說
[00:07:25.640 --> 00:07:26.880]  不過很可惜
[00:07:26.880 --> 00:07:29.920]  人就聽不進去
[00:07:29.920 --> 00:07:33.360]  聽不進去的直譯
[00:07:33.360 --> 00:07:36.280]  就是說我們的耳朵很懶惰
[00:07:36.280 --> 00:07:38.520]  忽略「遲鈍」
[00:07:38.520 --> 00:07:42.640]  現代中文譯本和呂鎮忠譯本
[00:07:42.640 --> 00:07:47.280]  同樣將它譯成「聽覺遲鈍」
[00:07:47.280 --> 00:07:51.200]  英文的NRSV就譯得更加白
[00:07:51.200 --> 00:07:54.040]  「Become dull in understanding」
[00:07:54.040 --> 00:07:59.240]  代表在屬靈真理上毫無追求
[00:07:59.240 --> 00:08:02.800]  根本不想成長
[00:08:02.800 --> 00:08:04.560]  不想理解
[00:08:04.560 --> 00:08:09.000]  所以就變得越來越遲鈍
[00:08:09.000 --> 00:08:13.360]  正因為他們的屬靈光景不好
[00:08:13.360 --> 00:08:15.080]  不求上進
[00:08:15.080 --> 00:08:19.240]  所以在信仰的歷程上
[00:08:19.240 --> 00:08:21.960]  結果節節後退
[00:08:21.960 --> 00:08:26.280]  下文會詳細解釋
[00:08:26.280 --> 00:08:28.720]  到了第十二節
[00:08:28.720 --> 00:08:30.960]  聖經接著這樣說
[00:08:30.960 --> 00:08:33.480]  「看你們學習的功夫
[00:08:33.480 --> 00:08:35.760]  本該作師傅
[00:08:35.760 --> 00:08:40.480]  誰知還有人將神聖賢小學的開端
[00:08:40.480 --> 00:08:42.360]  另教導你們
[00:08:42.360 --> 00:08:45.400]  並且成了那必須吃奶
[00:08:45.400 --> 00:08:48.560]  不能吃乾糧的人」
[00:08:48.560 --> 00:08:51.360]  在這節開頭的時候
[00:08:51.360 --> 00:08:55.760]  就有「學習的功夫」這幾個字
[00:08:55.760 --> 00:08:59.440]  原文沒有「學習」這個字
[00:08:59.440 --> 00:09:04.000]  而「功夫」的直譯就是「時間」
[00:09:04.000 --> 00:09:05.800]  整句的意思就是說
[00:09:05.800 --> 00:09:09.200]  其實你們信主的時日
[00:09:09.200 --> 00:09:11.280]  都有一定時間
[00:09:11.280 --> 00:09:14.760]  聖經的知識其實應該足夠
[00:09:14.760 --> 00:09:17.760]  甚至可以教其他人
[00:09:17.760 --> 00:09:21.480]  但是諷刺的就是十二節下半節
[00:09:21.480 --> 00:09:22.880]  竟然說他們
[00:09:22.880 --> 00:09:30.680]  「誰知還有人將聖賢小學的開端
[00:09:30.680 --> 00:09:32.600]  另教導你們」
[00:09:32.600 --> 00:09:37.600]  當時的希臘人有這樣的觀念
[00:09:37.600 --> 00:09:41.760]  將「日」、「月」、「水」、「火」、「風」
[00:09:41.760 --> 00:09:46.160]  這些元素作為萬有基本的本質
[00:09:46.160 --> 00:09:48.760]  他們稱之為「小學」
[00:09:48.760 --> 00:09:52.120]  作者借用了這個觀念去描述
[00:09:52.120 --> 00:09:55.440]  他們在屬靈的境況上
[00:09:55.440 --> 00:09:58.640]  對於上帝的話的認識
[00:09:58.640 --> 00:10:02.160]  所以《新漢語.譯本》將它譯成為
[00:10:02.160 --> 00:10:04.520]  「聖賢的基本」
[00:10:04.520 --> 00:10:08.000]  然後括弧劃譯作「初階」
[00:10:08.000 --> 00:10:09.040]  意思就是說
[00:10:09.040 --> 00:10:11.520]  這群人信了耶穌那麼久
[00:10:11.520 --> 00:10:18.320]  不過竟然要將一些在聖經裏面很基本的要道
[00:10:18.320 --> 00:10:22.920]  就好像英文的ABC那樣來教導他們
[00:10:22.920 --> 00:10:26.320]  作者用的比喻就是
[00:10:26.320 --> 00:10:31.160]  「成了那必須吃奶不能吃乾糧的人」
[00:10:31.160 --> 00:10:34.720]  我相信這一句很容易理解
[00:10:34.720 --> 00:10:37.680]  奶就是BB
[00:10:37.680 --> 00:10:39.680]  很小的時候的食物
[00:10:39.680 --> 00:10:46.440]  所以吃奶當然是表示他們在屬靈上非常幼稚
[00:10:46.440 --> 00:10:48.640]  而這裡說「必須」
[00:10:48.640 --> 00:10:51.200]  因為BB是吃不到乾糧的
[00:10:51.200 --> 00:10:53.320]  直至他們長大了
[00:10:53.320 --> 00:10:58.200]  能夠處理得到那些堅硬的食物
[00:10:58.200 --> 00:11:01.200]  才可以吃到其他的食物
[00:11:01.200 --> 00:11:05.680]  所以信主連日的長短
[00:11:05.680 --> 00:11:12.680]  絕不能用來量度靈命究竟是否成熟的標準
[00:11:12.680 --> 00:11:16.040]  因為即使信主的日子夠長
[00:11:16.040 --> 00:11:20.120]  也可能只顧著名字「基督徒」
[00:11:20.120 --> 00:11:23.680]  對於信仰的內涵一竅不通
[00:11:23.680 --> 00:11:26.360]  甚至完全沒有興趣
[00:11:26.360 --> 00:11:30.880]  我不知道大家有沒有留意
[00:11:30.880 --> 00:11:32.680]  如果比較一下
[00:11:32.680 --> 00:11:34.880]  有一個小的BB
[00:11:34.880 --> 00:11:36.240]  另一個大一點
[00:11:36.240 --> 00:11:38.240]  大概四五歲左右
[00:11:38.240 --> 00:11:40.160]  如果這兩個小朋友
[00:11:40.160 --> 00:11:43.760]  你分別都送一份禮物給他們
[00:11:43.760 --> 00:11:46.560]  這份禮物包得很漂亮
[00:11:46.560 --> 00:11:49.680]  用一張很可愛的花紙
[00:11:49.680 --> 00:11:51.400]  色彩繽紛
[00:11:51.400 --> 00:11:53.680]  甚至有一條很漂亮的絲帶
[00:11:53.680 --> 00:11:56.080]  又或者很漂亮的繩綁著
[00:11:56.080 --> 00:11:58.880]  還要加上一個吊飾
[00:11:58.880 --> 00:12:03.200]  你猜那個睡嶺的BB
[00:12:03.200 --> 00:12:05.280]  當他拿到這份禮物的時候
[00:12:05.280 --> 00:12:06.880]  他會有什麼反應呢?
[00:12:06.880 --> 00:12:11.120]  可能只是抱著禮物
