
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹 早安
[00:00:02.000 --> 00:00:05.000]  在開始之前 我們先一起低頭祈禱
[00:00:05.000 --> 00:00:07.500]  七夕天父 我們來到你的面前
[00:00:07.500 --> 00:00:11.000]  我們將到以下講道的時間來去恭敬 交賞
[00:00:11.000 --> 00:00:16.000]  願主你親自來幫助我們每一個尊心道主的面前來去聆聽
[00:00:16.000 --> 00:00:21.000]  願主你的靈就在我們當中 在個人心靈裏面來去工作
[00:00:21.000 --> 00:00:24.000]  求你親自的 加你給這個人
[00:00:24.000 --> 00:00:26.000]  也都賜福給每一位留心聽的
[00:00:26.000 --> 00:00:30.000]  我們在你面前來向你仰望 祈禱交託
[00:00:30.000 --> 00:00:33.000]  奉耶穌基督的聖名 阿門
[00:00:33.000 --> 00:00:40.000]  大英姐妹 我不知道當大家看到今天的題目的時候
[00:00:40.000 --> 00:00:42.000]  你會不會第一個反應就會在想
[00:00:42.000 --> 00:00:46.000]  鄺師母不是吧 一大早就說這些
[00:00:46.000 --> 00:00:49.000]  其實不單止這樣
[00:00:49.000 --> 00:00:54.000]  有時候我們人很怕這些事情 這些題目
[00:00:54.000 --> 00:00:57.000]  但我們知道我們信主的人
[00:00:57.000 --> 00:00:59.000]  我們總是百無禁忌
[00:00:59.000 --> 00:01:03.000]  什麼時候我們都可以很坦然去面對我們的生命
[00:01:03.000 --> 00:01:06.000]  其實不單止有時候一大早就說這些
[00:01:06.000 --> 00:01:09.000]  我講個秘密給大家聽
[00:01:09.000 --> 00:01:12.000]  其實當我和鄺牧師結婚之後
[00:01:12.000 --> 00:01:16.000]  新婚那一晚 我就是和他說這些
[00:01:16.000 --> 00:01:18.000]  我就是和他說一樣東西
[00:01:18.000 --> 00:01:20.000]  我說 你答應我一件事
[00:01:20.000 --> 00:01:22.000]  他答應什麼事
[00:01:22.000 --> 00:01:25.000]  我說 我一定要死早過你
[00:01:25.000 --> 00:01:27.000]  我一定要先死
[00:01:27.000 --> 00:01:30.000]  他就很無奈 和我說
[00:01:30.000 --> 00:01:32.000]  生命不是掌握在我們手上的
[00:01:32.000 --> 00:01:34.000]  我不能答應你的
[00:01:34.000 --> 00:01:36.000]  我說我不管 總之你答應我
[00:01:36.000 --> 00:01:39.000]  我說我會去祈禱 當然
[00:01:39.000 --> 00:01:42.000]  但我不管 總之你答應我
[00:01:42.000 --> 00:01:45.000]  他說 盡量吧 盡量吧
[00:01:45.000 --> 00:01:48.000]  因為我經常覺得 如果我先死
[00:01:48.000 --> 00:01:50.000]  他就拾我手尾
[00:01:50.000 --> 00:01:53.000]  如果他先死 我就拾他手尾
[00:01:53.000 --> 00:01:57.000]  這麼多年以來 我都仍然很堅持這個想法
[00:01:57.000 --> 00:01:58.000]  而且我事實上覺得
[00:01:58.000 --> 00:02:01.000]  我這個想法是越來越覺得正確的
[00:02:01.000 --> 00:02:03.000]  因為越來越多事情要做
[00:02:03.000 --> 00:02:06.000]  所以我拾他的手尾 我就很難
[00:02:06.000 --> 00:02:10.000]  但在這裡 原來當我們面對生死問題的時候
[00:02:10.000 --> 00:02:14.000]  我們就發現 是每一個人都不能避免的
[00:02:14.000 --> 00:02:16.000]  我們從這篇詩篇裏面
[00:02:16.000 --> 00:02:18.000]  我們知道詩人是大衛
[00:02:18.000 --> 00:02:21.000]  即使好像大衛一個這麼顯赫的君王
[00:02:21.000 --> 00:02:24.000]  或者只是一個普通的平民百姓
[00:02:24.000 --> 00:02:28.000]  我們知道 在我們地上的生命
[00:02:28.000 --> 00:02:32.000]  我們一定會有開始 也都會有終結
[00:02:32.000 --> 00:02:35.000]  我們要接受死亡這個事實
[00:02:35.000 --> 00:02:38.000]  是我們的生命的一部分
