
[00:00:00.000 --> 00:00:07.000]  你們信了主沒有?
[00:00:07.000 --> 00:00:11.000]  洗了禮沒有?
[00:00:11.000 --> 00:00:15.000]  有沒有人讀這本新舊約聖經?
[00:00:15.000 --> 00:00:21.000]  什麼是新約什麼是舊約都不知道嗎?
[00:00:21.000 --> 00:00:26.000]  浸信會是一個傳福音的教會
[00:00:26.000 --> 00:00:31.000]  有時候我們會聽到弟兄姊妹向人傳福音的時候
[00:00:31.000 --> 00:00:33.000]  就會這樣說的
[00:00:33.000 --> 00:00:34.000]  你信耶穌吧
[00:00:34.000 --> 00:00:37.000]  你返教會吧
[00:00:37.000 --> 00:00:40.000]  信耶穌就可以了
[00:00:40.000 --> 00:00:43.000]  返教會就可以了
[00:00:43.000 --> 00:00:47.000]  你們基督教有很多規條要守的
[00:00:47.000 --> 00:00:50.000]  不用的
[00:00:50.000 --> 00:00:51.000]  不用的
[00:00:51.000 --> 00:00:55.000]  我們現在是恩典時代
[00:00:55.000 --> 00:00:58.000]  我們是講求信心的
[00:00:58.000 --> 00:01:00.000]  只要信就可以了
[00:01:00.000 --> 00:01:05.000]  什麼都不用做的
[00:01:05.000 --> 00:01:10.000]  這個是不是我們的福音?
[00:01:10.000 --> 00:01:12.000]  不是嗎?
[00:01:12.000 --> 00:01:17.000]  有什麼不對呢?
[00:01:17.000 --> 00:01:24.000]  這個似乎是一個很基本的我們對信仰的認知
[00:01:24.000 --> 00:01:29.000]  但是又似乎我們不是十分之明白
[00:01:29.000 --> 00:01:34.000]  到底爲什麼神要留下
[00:01:34.000 --> 00:01:40.000]  新約和舊約這本聖經神的話語給我們認識
[00:01:40.000 --> 00:01:45.000]  我嘗試用這二十幾分鐘的時間
[00:01:45.000 --> 00:01:49.000]  和大家再一次的去思想一下
[00:01:49.000 --> 00:01:54.000]  到底什麼叫新約?什麼叫舊約?
[00:01:54.000 --> 00:02:01.000]  到底新約重要些還是舊約重要些?
[00:02:01.000 --> 00:02:05.000]  我們去明白了新約和舊約之後
[00:02:05.000 --> 00:02:11.000]  對於我們今天我們去做一個基督徒
[00:02:11.000 --> 00:02:15.000]  有什麼重要?
[00:02:15.000 --> 00:02:17.000]  哥林多前書第四章
[00:02:17.000 --> 00:02:21.000]  不是一個最好去討論新約舊約的經文
[00:02:21.000 --> 00:02:28.000]  但是在哥林多前書第三章裏面
[00:02:28.000 --> 00:02:33.000]  是講了有三個新約和舊約的對比
[00:02:33.000 --> 00:02:36.000]  我們就從這裏開始
[00:02:36.000 --> 00:02:40.000]  會不會就是我們一直以爲我們去認識
[00:02:40.000 --> 00:02:43.000]  到底什麼叫新約?什麼叫舊約?
[00:02:43.000 --> 00:02:47.000]  可能我們需要有一個新的認知
[00:02:47.000 --> 00:02:55.000]  在第三章裏面是講了新約和舊約有三個的對比
[00:02:55.000 --> 00:03:01.000]  是不是這個PowerPoint就可以了?
[00:03:01.000 --> 00:03:05.000]  OK 謝謝
[00:03:05.000 --> 00:03:12.000]  這三個的對比在和合本的字眼是這樣的
[00:03:12.000 --> 00:03:16.000]  在第七節到第八節
[00:03:16.000 --> 00:03:24.000]  他就講了舊約是屬死的即是
[00:03:24.000 --> 00:03:28.000]  而新約是屬靈的即是
[00:03:28.000 --> 00:03:31.000]  非常之深奧
[00:03:31.000 --> 00:03:38.000]  第九節是講到這個是一個定罪的即是
[00:03:38.000 --> 00:03:44.000]  而新約是清義的即是
[00:03:44.000 --> 00:03:46.000]  很難明白
[00:03:46.000 --> 00:03:54.000]  第十一節是講舊約是一個那是廢掉的即是
[00:03:54.000 --> 00:03:56.000]  被廢去的即是
[00:03:56.000 --> 00:04:03.000]  新約是一個永存的一個即是
[00:04:03.000 --> 00:04:09.000]  因爲聖經是這樣講我就從這裏開始
[00:04:09.000 --> 00:04:13.000]  有些我們都可能會明白的
[00:04:13.000 --> 00:04:24.000]  舊約的律法是帶給我們死亡的
[00:04:24.000 --> 00:04:27.000]  屬死嘛是不是
[00:04:27.000 --> 00:04:32.000]  死亡即是說如果我沒有做得對的話
[00:04:32.000 --> 00:04:34.000]  我就死路一條了
[00:04:34.000 --> 00:04:39.000]  舊約的律法是定罪的
[00:04:39.000 --> 00:04:41.000]  也就是說
[00:04:41.000 --> 00:04:44.000]  是給一個標準我們去知道
[00:04:44.000 --> 00:04:47.000]  如果我們做不到這件事
[00:04:47.000 --> 00:04:52.000]  我們就被定罪了
[00:04:52.000 --> 00:04:56.000]  最後就是說是會廢去的
[00:04:56.000 --> 00:04:58.000]  是會沒了的
[00:04:58.000 --> 00:05:02.000]  這個我們要小心去理解
[00:05:02.000 --> 00:05:07.000]  在和合本的翻譯裏面對於舊約的描述
[00:05:07.000 --> 00:05:14.000]  在這個表裏面我用了下面括着的經文
[00:05:14.000 --> 00:05:16.000]  都是聖經的解釋
[00:05:16.000 --> 00:05:18.000]  不過我就不是用和合本
[00:05:18.000 --> 00:05:23.000]  而是用了新普及譯本的翻譯
[00:05:23.000 --> 00:05:30.000]  因爲這個翻譯比我們有一些比較清晰的圖畫去講出來
[00:05:30.000 --> 00:05:34.000]  所謂屬死的即是舊的方式
[00:05:34.000 --> 00:05:41.000]  將律法刻在石板上最終是引向死亡
[00:05:41.000 --> 00:05:47.000]  這個解釋最大的不同和其他經文都是這樣
[00:05:47.000 --> 00:05:52.000]  並不是說律法就是帶給我們死亡
[00:05:52.000 --> 00:05:59.000]  舊約的意思不是代表舊的東西
[00:05:59.000 --> 00:06:01.000]  而是一箇舊的方式
[00:06:01.000 --> 00:06:08.000]  最終是引向我們死亡
[00:06:08.000 --> 00:06:13.000]  定罪是帶來定罪的舊的方式
[00:06:13.000 --> 00:06:16.000]  也就是說在新約也會帶來定罪
[00:06:16.000 --> 00:06:19.000]  不過用一個新的方式
[00:06:19.000 --> 00:06:29.000]  廢掉被取代了的舊的方式
[00:06:29.000 --> 00:06:33.000]  希望你們會慢慢明白
[00:06:33.000 --> 00:06:37.000]  我們再看新約的方式
[00:06:37.000 --> 00:06:39.000]  屬靈的即是
[00:06:39.000 --> 00:06:45.000]  就是聖靈以新的方式將生命賜給人
[00:06:45.000 --> 00:06:51.000]  也就是說在舊約是用舊的方式將生命賜給人
[00:06:51.000 --> 00:06:53.000]  但是到了新約的時候
[00:06:53.000 --> 00:06:59.000]  是用一個新的方式將生命賜給人
[00:06:59.000 --> 00:07:01.000]  清義的即是
[00:07:01.000 --> 00:07:08.000]  是我們跟上帝恢復了正確關係的新的方式
[00:07:08.000 --> 00:07:12.000]  這個是聖經不是我作出來的
[00:07:12.000 --> 00:07:15.000]  也就是說在舊約
[00:07:15.000 --> 00:07:18.000]  神要跟人建立關係
[00:07:18.000 --> 00:07:20.000]  不過用一箇舊的方式
[00:07:20.000 --> 00:07:21.000]  而到了新約的時候
[00:07:21.000 --> 00:07:23.000]  神用一個新的方式
[00:07:23.000 --> 00:07:29.000]  讓我們跟神建立這個關係
[00:07:29.000 --> 00:07:32.000]  是一個永遠長存的新的方式
[00:07:32.000 --> 00:07:35.000]  也就是說用了這個新的方式之後
[00:07:35.000 --> 00:07:37.000]  我們就不再需要變了
[00:07:37.000 --> 00:07:42.000]  直到耶穌基督再回來的時候
[00:07:42.000 --> 00:07:44.000]  如果現在聽不明白不要緊
[00:07:44.000 --> 00:07:49.000]  可能大家主要是學習得太少了
[00:07:49.000 --> 00:07:52.000]  我們先講約
[00:07:52.000 --> 00:07:54.000]  約
[00:07:54.000 --> 00:07:56.000]  新約舊約
[00:07:56.000 --> 00:08:01.000]  約是什麼
[00:08:01.000 --> 00:08:04.000]  約是什麼
[00:08:04.000 --> 00:08:07.000]  約是什麼
[00:08:07.000 --> 00:08:11.000]  約是一個關係
[00:08:11.000 --> 00:08:16.000]  約是一個關係
[00:08:16.000 --> 00:08:23.000]  我和師母有沒有關係
[00:08:23.000 --> 00:08:28.000]  有什麼關係
[00:08:28.000 --> 00:08:30.000]  夫婦關係
[00:08:30.000 --> 00:08:32.000]  是因爲我們兩個之間
[00:08:32.000 --> 00:08:37.000]  有一個約的關係
[00:08:37.000 --> 00:08:41.000]  就是在1991年12月21日的時候
[00:08:41.000 --> 00:08:46.000]  我們簽了一個婚約
[00:08:46.000 --> 00:08:48.000]  就是因爲這個約我簽了
[00:08:48.000 --> 00:08:50.000]  在簽約之前
[00:08:50.000 --> 00:08:55.000]  我們大家都講了一番話
[00:08:55.000 --> 00:08:58.000]  那番話雖然好像很形式化
[00:08:58.000 --> 00:09:00.000]  但是是很重要的約內容
[00:09:00.000 --> 00:09:02.000]  就是無論你是病
[00:09:02.000 --> 00:09:03.000]  你是健康
[00:09:03.000 --> 00:09:04.000]  你是有錢
[00:09:04.000 --> 00:09:06.000]  你是沒有錢
[00:09:06.000 --> 00:09:08.000]  我都要一生一世的愛你
[00:09:08.000 --> 00:09:10.000]  與你永不分離
[00:09:10.000 --> 00:09:12.000]  這個就是約的內容
[00:09:12.000 --> 00:09:14.000]  我講了
[00:09:14.000 --> 00:09:15.000]  我又簽了
[00:09:15.000 --> 00:09:21.000]  所以我和師母就有了這一份關係
[00:09:21.000 --> 00:09:24.000]  所以如果我們說新約和舊約
[00:09:24.000 --> 00:09:29.000]  其實講什麼都是在講一種關係
[00:09:29.000 --> 00:09:36.000]  就是上帝和我們之間的關係
[00:09:36.000 --> 00:09:37.000]  舊約的時候
[00:09:37.000 --> 00:09:43.000]  用舊的方式來維繫這種關係
[00:09:43.000 --> 00:09:44.000]  新約的時候
[00:09:44.000 --> 00:09:48.000]  用一個新的方式來維繫這個關係
[00:09:48.000 --> 00:09:53.000]  所以舊約和新約是沒有分別的
[00:09:53.000 --> 00:09:54.000]  我意思沒有分別就是
[00:09:54.000 --> 00:09:56.000]  在那個約的內容上面
[00:09:56.000 --> 00:09:59.000]  就是說上帝要和他自己的子民
[00:09:59.000 --> 00:10:02.000]  要建立這一份親密的關係
[00:10:02.000 --> 00:10:03.000]  這件事情上面
[00:10:03.000 --> 00:10:08.000]  新約舊約是一樣的
[00:10:08.000 --> 00:10:12.000]  只不過就是用什麼方法
[00:10:12.000 --> 00:10:16.000]  用什麼標記
[00:10:16.000 --> 00:10:21.000]  傳統我們去看這個新約舊約
[00:10:21.000 --> 00:10:26.000]  又不變了
[00:10:26.000 --> 00:10:29.000]  怎麼樣的
[00:10:29.000 --> 00:10:31.000]  謝謝
[00:10:31.000 --> 00:10:36.000]  傳統我們去看舊約和新約
[00:10:36.000 --> 00:10:41.000]  我們有時候就說這是一個律法時代
[00:10:41.000 --> 00:10:42.000]  舊約是律法時代
[00:10:42.000 --> 00:10:47.000]  新約是
[00:10:47.000 --> 00:10:49.000]  舊約是律法時代
[00:10:49.000 --> 00:10:51.000]  新約是恩典時代
[00:10:51.000 --> 00:10:54.000]  舊約是說摩西的律法
[00:10:54.000 --> 00:11:02.000]  新約是說耶穌基督的福音
[00:11:02.000 --> 00:11:06.000]  你是不是這麼相信
[00:11:06.000 --> 00:11:08.000]  有一些問題在這裏
[00:11:08.000 --> 00:11:10.000]  問題是什麼呢
[00:11:10.000 --> 00:11:13.000]  如果我們說舊約是律法的時代
[00:11:13.000 --> 00:11:20.000]  是不是舊約沒有恩典呢
[00:11:20.000 --> 00:11:23.000]  如果我們說新約是恩典的時代
[00:11:23.000 --> 00:11:30.000]  是不是新約就不需要守律法呢
[00:11:30.000 --> 00:11:31.000]  對不起
[00:11:31.000 --> 00:11:33.000]  是有一點神學性
[00:11:33.000 --> 00:11:37.000]  不過我們天天拿着新舊約聖經
[00:11:37.000 --> 00:11:40.000]  沒理由我們不明白這些東西
[00:11:40.000 --> 00:11:42.000]  如果我們這麼簡單
[00:11:42.000 --> 00:11:45.000]  只說舊約是律法時代
[00:11:45.000 --> 00:11:47.000]  新約是恩典時代
[00:11:47.000 --> 00:11:52.000]  這種觀念是值得我們去思考的
[00:11:52.000 --> 00:11:56.000]  舊約和新約不是對立的
[00:11:56.000 --> 00:11:59.000]  剛纔我們所看的哥倫多詞書
[00:11:59.000 --> 00:12:02.000]  是三章和合本的翻譯
[00:12:02.000 --> 00:12:06.000]  有些誤導的成分
[00:12:06.000 --> 00:12:09.000]  要廢去了
[00:12:09.000 --> 00:12:11.000]  而要成就這個新約
[00:12:11.000 --> 00:12:14.000]  聖經不是這樣
[00:12:14.000 --> 00:12:16.000]  你應該記得
[00:12:16.000 --> 00:12:21.000]  在馬太福音第五章第十七節
[00:12:21.000 --> 00:12:23.000]  如果你們快可以翻開
[00:12:23.000 --> 00:12:26.000]  耶穌說一句很出名的說話
[00:12:26.000 --> 00:12:28.000]  祂說不如我們一起翻
[00:12:28.000 --> 00:12:31.000]  你不要經常聽我說
[00:12:31.000 --> 00:12:47.000]  馬太福音第五章第十七節
[00:12:47.000 --> 00:12:49.000]  我們一起來
[00:12:49.000 --> 00:12:55.000]  莫想我來是要廢掉律法和先知
[00:12:55.000 --> 00:13:00.000]  我來不是要廢掉乃是要成全
[00:13:00.000 --> 00:13:02.000]  你再聽我讀一次
[00:13:02.000 --> 00:13:04.000]  耶穌說我來
[00:13:04.000 --> 00:13:08.000]  你不要以爲我要廢掉律法和先知
[00:13:08.000 --> 00:13:14.000]  我來不是要廢掉乃是要成全
[00:13:14.000 --> 00:13:15.000]  耶穌說我來
[00:13:15.000 --> 00:13:21.000]  我不是要把舊約的律法扔在一邊
[00:13:21.000 --> 00:13:25.000]  我來就是要讓舊約裏面的律法
[00:13:25.000 --> 00:13:32.000]  能夠更加完完全全實行出來
[00:13:32.000 --> 00:13:34.000]  我們再一次去想想
[00:13:34.000 --> 00:13:36.000]  我們被人叫回教會
