
[00:00:00.000 --> 00:00:02.000]  請我們同心祈禱
[00:00:02.000 --> 00:00:07.280]  天父願我口中的言語
[00:00:07.280 --> 00:00:09.280]  眾人的心思意念
[00:00:09.280 --> 00:00:11.280]  在祢的面前蒙月立
[00:00:11.280 --> 00:00:14.200]  祈求聖靈在我們當中運行
[00:00:14.200 --> 00:00:16.200]  開啟我們的心
[00:00:16.200 --> 00:00:18.200]  讓祢的話語
[00:00:18.200 --> 00:00:20.200]  成為我們生命的導向
[00:00:20.200 --> 00:00:22.760]  我們祈禱
[00:00:22.760 --> 00:00:24.760]  靠賴耶穌基督的名
[00:00:24.760 --> 00:00:26.760]  阿門
[00:00:29.560 --> 00:00:31.560]  今天不單止我們在這裡
[00:00:31.560 --> 00:00:36.960]  全世界不同地方的基督徒
[00:00:36.960 --> 00:00:39.960]  都是在今天
[00:00:39.960 --> 00:00:41.960]  慶祝救主的復活
[00:00:41.960 --> 00:00:46.840]  基督的復活是
[00:00:46.840 --> 00:00:50.280]  基督徒信仰最核心的部份
[00:00:50.280 --> 00:00:53.560]  為甚麼這樣說呢?
[00:00:53.560 --> 00:00:57.080]  有四個很重要的原因
[00:00:58.760 --> 00:01:00.760]  第一
[00:01:00.760 --> 00:01:06.160]  所有早期仕途
[00:01:06.160 --> 00:01:09.160]  作福音的講道的時候
[00:01:09.160 --> 00:01:13.160]  尤其是我們看到彼得
[00:01:13.160 --> 00:01:17.560]  在彼得的幾篇的講道裏面
[00:01:17.560 --> 00:01:19.560]  包括仕途行傳第二章
[00:01:19.560 --> 00:01:21.400]  第三章
[00:01:21.400 --> 00:01:23.400]  第四章
[00:01:23.400 --> 00:01:25.400]  第五章和第十章
[00:01:25.400 --> 00:01:27.400]  第十章就是我們剛剛
[00:01:27.400 --> 00:01:32.400]  聽林牧師和我們讀的另一段經文
[00:01:32.400 --> 00:01:36.400]  幾篇的講道
[00:01:36.400 --> 00:01:40.400]  完全都提到
[00:01:40.400 --> 00:01:44.400]  關於耶穌基督從死復活的見證
[00:01:44.400 --> 00:01:47.400]  這是第一點
[00:01:47.400 --> 00:01:49.400]  第二
[00:01:49.400 --> 00:01:53.400]  仕途保羅告訴我們
[00:01:53.400 --> 00:01:59.400]  如果基督只是死在十字架上
[00:01:59.400 --> 00:02:01.400]  沒有復活的話
[00:02:01.400 --> 00:02:05.400]  基督徒的信仰都是白費心機
[00:02:05.400 --> 00:02:07.400]  是徒然的
[00:02:07.400 --> 00:02:11.400]  因為我們都沒有盼望了
[00:02:11.400 --> 00:02:15.400]  在哥倫多前書十五章
[00:02:15.400 --> 00:02:17.400]  大家可以看到
[00:02:17.400 --> 00:02:21.400]  第三
[00:02:21.400 --> 00:02:26.400]  相對於基督徒慶祝耶穌基督的降生
[00:02:26.400 --> 00:02:30.400]  即是我們每年十二月的聖誕節
[00:02:30.400 --> 00:02:32.400]  基督的復活
[00:02:32.400 --> 00:02:36.400]  按照福音書的記載是更加重要
[00:02:36.400 --> 00:02:43.400]  因為四卷的福音書都記載了耶穌基督的復活
[00:02:43.400 --> 00:02:50.400]  但是記載基督出生的只有馬太和路加這兩卷的福音書
[00:02:52.400 --> 00:02:54.400]  第四
[00:02:54.400 --> 00:03:01.400]  信徒敬拜上帝的日子
[00:03:01.400 --> 00:03:03.400]  由舊約
[00:03:03.400 --> 00:03:05.400]  解明的吩咐
[00:03:05.400 --> 00:03:10.400]  是一個星期的最後一天
[00:03:10.400 --> 00:03:12.400]  即是第七天
[00:03:12.400 --> 00:03:16.400]  舊約時代吩咐上帝的子民要守安息日
[00:03:16.400 --> 00:03:20.400]  但是今天我們不再守安息日
[00:03:20.400 --> 00:03:23.400]  我們在七天的第一天
[00:03:23.400 --> 00:03:25.400]  即是星期日
[00:03:25.400 --> 00:03:29.400]  選擇了星期日
[00:03:29.400 --> 00:03:31.400]  轉變為星期日
[00:03:31.400 --> 00:03:34.400]  去敬拜上帝
[00:03:34.400 --> 00:03:40.400]  就是因為我們要慶祝基督的復活
[00:03:40.400 --> 00:03:43.400]  七天的第一天
[00:03:43.400 --> 00:03:47.400]  被稱為主日
[00:03:47.400 --> 00:03:50.400]  今天大家可以看
[00:03:50.400 --> 00:03:52.400]  《使徒行傳》二十章
[00:03:52.400 --> 00:03:57.400]  《哥林多前書》十六章和《啟示錄》第一章
[00:03:57.400 --> 00:03:59.400]  這個就是告訴我們
[00:03:59.400 --> 00:04:01.400]  信仰的重點
