
[00:00:00.000 --> 00:00:01.200]  鄧小平早上好
[00:00:01.200 --> 00:00:03.720]  想問問大家
[00:00:03.720 --> 00:00:06.720]  不知道大家有沒有做過和事佬
[00:00:06.720 --> 00:00:10.960]  就是有兩方面的人不開心
[00:00:10.960 --> 00:00:12.360]  不高興就吵架
[00:00:12.360 --> 00:00:15.800]  你在中間做過調和的角色沒有?
[00:00:15.800 --> 00:00:16.800]  有沒有試過?
[00:00:16.800 --> 00:00:18.560]  有
[00:00:18.560 --> 00:00:19.600]  可能在家裡
[00:00:19.600 --> 00:00:20.560]  可能同事
[00:00:20.560 --> 00:00:21.320]  可能朋友
[00:00:21.320 --> 00:00:22.720]  可能在教會裡
[00:00:22.720 --> 00:00:24.600]  難不難做?
[00:00:24.600 --> 00:00:26.600]  那次有沒有好結果?
[00:00:26.600 --> 00:00:28.320]  有沒有好結果?
[00:00:28.320 --> 00:00:29.480]  我也試過
[00:00:29.480 --> 00:00:31.600]  我也覺得做這些事情很辛苦
[00:00:31.600 --> 00:00:33.560]  我一開始出來做目者的時候
[00:00:33.560 --> 00:00:36.160]  在教會裡服侍其中要做三幅工作
[00:00:36.160 --> 00:00:40.200]  教導期間有一對弟兄
[00:00:40.200 --> 00:00:41.840]  關係不好
[00:00:41.840 --> 00:00:43.040]  有點不開心
[00:00:43.040 --> 00:00:44.680]  有點爭執
[00:00:44.680 --> 00:00:45.520]  告訴我
[00:00:45.520 --> 00:00:46.680]  叫我去做
[00:00:46.680 --> 00:00:47.720]  調和一下
[00:00:47.720 --> 00:00:48.640]  分別了解一下
[00:00:48.640 --> 00:00:49.680]  了解之後
[00:00:49.680 --> 00:00:51.560]  好像鬆了
[00:00:51.560 --> 00:00:53.480]  不如有機會大家收和一下
[00:00:53.480 --> 00:00:54.680]  坐在一起聊
[00:00:54.680 --> 00:00:56.440]  到坐在一起的時候談不攏
[00:00:56.440 --> 00:00:58.040]  結果又吵架了
[00:00:58.040 --> 00:01:02.760]  之後還要找資深的傳導人介入幫助
[00:01:02.760 --> 00:01:04.000]  當時我發覺
[00:01:04.000 --> 00:01:06.400]  做這些調和工作
[00:01:06.400 --> 00:01:07.400]  和平之子工作
[00:01:07.400 --> 00:01:08.760]  真的吃力不討好
[00:01:08.760 --> 00:01:10.680]  我性格怕衝突
[00:01:10.680 --> 00:01:12.440]  但又要處理衝突
[00:01:12.440 --> 00:01:14.760]  更加難搞
[00:01:14.760 --> 00:01:16.480]  然而我們作教徒
[00:01:16.480 --> 00:01:17.480]  真的有一個角色
[00:01:17.480 --> 00:01:19.120]  是要做一個和平之子
[00:01:19.120 --> 00:01:20.880]  一個調和者的角色
[00:01:20.880 --> 00:01:22.880]  因為聖經這麼說
[00:01:22.880 --> 00:01:25.520]  因為聖靈在我們心裡結出一個果子
[00:01:25.520 --> 00:01:26.280]  叫做什麼?
[00:01:26.280 --> 00:01:27.440]  和平
[00:01:27.440 --> 00:01:30.120]  所以內心有一份學務和諧
[00:01:30.120 --> 00:01:31.600]  和平在裡面
[00:01:31.600 --> 00:01:33.680]  所以登山寶一份八福提供
[00:01:33.680 --> 00:01:35.440]  使人和睦有福了
[00:01:35.440 --> 00:01:37.600]  它稱為上帝的兒子
[00:01:37.600 --> 00:01:38.840]  上帝的兒子
[00:01:38.840 --> 00:01:41.720]  有一個使人和睦的工作在裡面
[00:01:41.720 --> 00:01:43.720]  在新約或者舊約的聖經裡面
[00:01:43.720 --> 00:01:45.080]  常常都說
[00:01:45.080 --> 00:01:45.840]  我們要什麼?
[00:01:45.840 --> 00:01:48.040]  尋求和睦在裡面
[00:01:48.040 --> 00:01:49.520]  所以作為一個教徒
[00:01:49.520 --> 00:01:52.960]  其實你發覺你自己有一個角色在裡面
[00:01:52.960 --> 00:01:54.840]  就是做和平之子
[00:01:54.840 --> 00:01:55.760]  和事佬
[00:01:55.760 --> 00:01:58.320]  一個調和者的角色在裡面
[00:01:58.320 --> 00:02:00.880]  假如你在家裡有人吵架
[00:02:00.880 --> 00:02:02.880]  你知道不是罵你
[00:02:02.880 --> 00:02:03.920]  你在中間的時候
[00:02:03.920 --> 00:02:05.920]  想疏一疏道
[00:02:05.920 --> 00:02:07.680]  希望你調和那個角色
[00:02:07.680 --> 00:02:08.880]  可能在同事之間
[00:02:08.880 --> 00:02:10.320]  教會之間的情況
[00:02:10.320 --> 00:02:12.200]  你真的很想調和
[00:02:12.200 --> 00:02:14.200]  不過你發覺很難做
[00:02:14.200 --> 00:02:15.760]  有時候是你不討好
[00:02:15.760 --> 00:02:16.680]  做得不好的時候
[00:02:16.680 --> 00:02:18.280]  被人說回頭
[00:02:18.280 --> 00:02:20.680]  但是
[00:02:20.680 --> 00:02:23.880]  聖經也教導我們
[00:02:23.880 --> 00:02:27.200]  我們真的需要扮演這個角色在裡面
[00:02:27.200 --> 00:02:30.600]  今天我可以從保羅身上學習
[00:02:30.600 --> 00:02:32.600]  保羅可以說是留下一個示範
[00:02:32.600 --> 00:02:33.880]  如何做一個和平之子
[00:02:33.880 --> 00:02:35.200]  或者調和者的角色
[00:02:35.200 --> 00:02:36.800]  就是在《肥納比書》裡面
[00:02:36.800 --> 00:02:37.840]  可以看到的
[00:02:37.840 --> 00:02:39.560]  我想今天和大家看一本書
[00:02:39.560 --> 00:02:40.720]  一起來學習
[00:02:40.720 --> 00:02:45.000]  這本書的作者就是保羅
[00:02:45.000 --> 00:02:46.720]  他當時是在坐牢的
[00:02:46.720 --> 00:02:49.320]  他寫信給一個人叫做肥利門
[00:02:49.320 --> 00:02:52.520]  他是哥羅西教會裡面的一個教會領袖
[00:02:52.520 --> 00:02:53.400]  在當中
[00:02:53.400 --> 00:02:55.400]  保羅稱他為童工
[00:02:55.400 --> 00:02:56.680]  不單稱他為童工
[00:02:56.680 --> 00:02:58.400]  我們可以知道
[00:02:58.400 --> 00:03:00.400]  其實他應該是一個有錢的人
[00:03:00.400 --> 00:03:00.960]  為什麼呢?
[00:03:00.960 --> 00:03:02.440]  因為他擁有奴隸
[00:03:02.440 --> 00:03:04.440]  他擁有奴隸的時候當然是有錢人
[00:03:04.440 --> 00:03:05.080]  第二件事
[00:03:05.080 --> 00:03:06.680]  聖經說他要加的教會
[00:03:06.680 --> 00:03:09.480]  他要開放他的家庭做教會
[00:03:09.480 --> 00:03:11.600]  至少家庭一定要寬大一點
[00:03:11.600 --> 00:03:14.080]  這樣才有其他的信徒聚集
[00:03:14.080 --> 00:03:16.720]  所以他也是一個有錢的人
[00:03:16.720 --> 00:03:19.480]  在教會裡面的一個領袖
[00:03:19.480 --> 00:03:21.200]  不單這樣
[00:03:21.200 --> 00:03:23.720]  聖經在第四至第七節裡面
[00:03:23.720 --> 00:03:27.360]  都描述了他一個信徒的質素是怎麼樣的
[00:03:27.360 --> 00:03:28.880]  他有愛心
[00:03:28.880 --> 00:03:30.280]  也很有信心
[00:03:30.280 --> 00:03:31.720]  其他人都看得到的
[00:03:31.720 --> 00:03:32.720]  不單這樣
[00:03:32.720 --> 00:03:33.800]  聖經這樣說
[00:03:33.800 --> 00:03:36.440]  他各樣的善事都為基督做
[00:03:36.440 --> 00:03:41.360]  肥利門很願意做一些事情是為基督的緣故去做
[00:03:41.360 --> 00:03:43.360]  他心裡面很有基督的心
[00:03:43.360 --> 00:03:44.880]  覺得這樣是基督喜歡
[00:03:44.880 --> 00:03:45.880]  我就會這樣去做
[00:03:45.880 --> 00:03:48.080]  為了基督我就這樣去做
[00:03:50.360 --> 00:03:51.560]  保羅勸他
[00:03:51.560 --> 00:03:53.520]  令到他心裡面的歡慰
[00:03:53.520 --> 00:03:56.640]  有一件事他很想保羅為基督的緣故去做
[00:03:56.640 --> 00:03:57.240]  是什麼呢?
[00:03:57.240 --> 00:03:59.960]  就是接納他一個僕人叫做阿尼西姆
[00:03:59.960 --> 00:04:04.480]  他曾經令到肥利門有些損失的
[00:04:04.480 --> 00:04:06.840]  現在叫他接納他
[00:04:06.840 --> 00:04:08.160]  就要學什麼?
[00:04:08.160 --> 00:04:10.600]  學愛受敵的功課
[00:04:10.600 --> 00:04:13.120]  肥利門書就是想說這件事
[00:04:13.120 --> 00:04:16.920]  而保羅就在當中寫封求情信
[00:04:16.920 --> 00:04:19.480]  他希望做一個調和者和事佬的角色
[00:04:19.480 --> 00:04:22.680]  希望幫助肥利門去接納一個
[00:04:22.680 --> 00:04:26.480]  曾經令到肥利門有些損失的阿尼西姆
[00:04:26.480 --> 00:04:29.480]  按照聖經在第十八至十九節這樣說
[00:04:29.480 --> 00:04:32.920]  其實似乎阿尼西姆是應該令到
[00:04:32.920 --> 00:04:35.240]  他的主人肥利門有些損失
[00:04:35.240 --> 00:04:37.880]  可能是錢銀方面的損失有所虧損
[00:04:37.880 --> 00:04:39.520]  後來他逃走了
[00:04:39.520 --> 00:04:40.320]  離開了
[00:04:40.320 --> 00:04:41.920]  去到羅馬這個地方
[00:04:41.920 --> 00:04:44.120]  戰戰之下
[00:04:44.120 --> 00:04:46.640]  他就接觸到坐牢裡面的保羅
[00:04:46.640 --> 00:04:48.840]  保羅就帶領他信了主
[00:04:48.840 --> 00:04:50.120]  但信了主之後
[00:04:50.120 --> 00:04:52.800]  他很熱心在福音的工作上
[00:04:52.800 --> 00:04:53.960]  很幫助保羅
[00:04:53.960 --> 00:04:55.360]  很幫到保羅手
[00:04:55.360 --> 00:04:57.920]  保羅很想留他在當中來協助
[00:04:57.920 --> 00:05:02.560]  但後來他發現原來他是肥利門的奴隸
[00:05:02.560 --> 00:05:04.320]  按照當時的律法規矩
[00:05:04.320 --> 00:05:06.880]  他需要將他送回主人身邊
[00:05:06.880 --> 00:05:08.000]  由主人去安排
[00:05:08.000 --> 00:05:09.320]  不可以私下這樣做的
[00:05:09.320 --> 00:05:10.120]  保羅覺得
[00:05:10.120 --> 00:05:12.880]  於是他就想
[00:05:12.880 --> 00:05:17.280]  他就要打發阿尼西姆回去
[00:05:17.280 --> 00:05:20.920]  在哥羅西書的第四章第七節裡面
[00:05:20.920 --> 00:05:22.000]  就讓我們知道
[00:05:22.000 --> 00:05:26.080]  當時保羅已經要寫一封信給哥羅西的教會
[00:05:26.080 --> 00:05:29.440]  就托推基督將這封信帶過去
[00:05:29.440 --> 00:05:31.760]  順便寫多一封私人的信件
[00:05:31.760 --> 00:05:32.720]  就是肥利門書
[00:05:32.720 --> 00:05:35.120]  就是我們今天要看的書卷
[00:05:35.120 --> 00:05:37.240]  就給肥利門
[00:05:37.240 --> 00:05:39.400]  因為他是哥羅西教會的領袖
[00:05:39.400 --> 00:05:43.200]  很希望肥利門能夠以基督的愛
[00:05:43.200 --> 00:05:48.800]  去接納對他有所虧損的阿尼西姆
[00:05:48.800 --> 00:05:54.280]  以致讓他們能夠有一個關係的復和
[00:05:54.280 --> 00:05:57.880]  所以肥利門書可以說是一封求情的書
[00:05:57.880 --> 00:06:02.840]  就是保羅很想肥利門去接納阿尼西姆
[00:06:02.840 --> 00:06:06.000]  重新接納這個人
[00:06:06.000 --> 00:06:09.280]  其實
[00:06:09.280 --> 00:06:12.880]  你覺得肥利門會不會接納他呢?
[00:06:12.880 --> 00:06:14.440]  看他又很有信心
[00:06:14.440 --> 00:06:15.640]  又很有愛心
[00:06:15.640 --> 00:06:18.600]  又很多事都是為基督的緣故去做的時候
[00:06:18.600 --> 00:06:20.040]  會不會都接納他呢?
[00:06:20.040 --> 00:06:23.560]  但如果我們了解一下當時社會裏面一個背景
[00:06:23.560 --> 00:06:25.360]  在當時裏面是奴隸制度
[00:06:25.360 --> 00:06:27.000]  阿尼西姆就是一個奴隸
[00:06:27.000 --> 00:06:28.560]  在當時的社會背景裏面
[00:06:28.560 --> 00:06:31.760]  主人對奴隸是一個很大的權力
[00:06:31.760 --> 00:06:34.400]  根本就是絕對權力
[00:06:34.400 --> 00:06:37.600]  奴隸在社會人眼中只不過是工具
[00:06:37.600 --> 00:06:39.600]  不是當一個人來看待
[00:06:39.600 --> 00:06:43.200]  所以在當時裏面有些人這樣對待一些奴隸
[00:06:43.200 --> 00:06:45.400]  他覺得如果他做錯了的時候
[00:06:45.400 --> 00:06:46.920]  他隨時可以打他一巴掌
[00:06:46.920 --> 00:06:48.040]  作他做副工
[00:06:48.040 --> 00:06:49.080]  鎖起他
[00:06:49.080 --> 00:06:51.600]  甚至要他好像在監獄裏面
[00:06:51.600 --> 00:06:53.120]  工廠裏面做事都可以
[00:06:53.120 --> 00:06:55.440]  如果他不忿氣的時候
[00:06:55.440 --> 00:06:58.840]  你可以拿木棍、皮鞭來鞭打他
[00:06:58.840 --> 00:06:59.640]  處罰他
[00:06:59.640 --> 00:07:01.080]  如果有些人偷走了
[00:07:01.080 --> 00:07:02.320]  或者偷了東西離開的時候
[00:07:02.320 --> 00:07:03.280]  捉回來的時候會怎樣
[00:07:03.280 --> 00:07:07.720]  有些人就會用鑿印鑿在他的頭額上
[00:07:07.720 --> 00:07:12.440]  一輩子都被人知道他是逃走的奴隸
[00:07:12.440 --> 00:07:13.960]  甚至可以打死他
[00:07:13.960 --> 00:07:15.160]  釘他十字架
[00:07:15.160 --> 00:07:17.520]  因為主人擁有這麼大的權力
[00:07:17.520 --> 00:07:19.520]  曾經有一個主人
[00:07:19.520 --> 00:07:21.400]  他這樣對待一個奴隸
[00:07:21.400 --> 00:07:23.360]  就是當他捧玻璃杯出來的時候
[00:07:23.360 --> 00:07:24.840]  不小心摔壞了一隻
[00:07:24.840 --> 00:07:25.640]  於是主人很生氣
[00:07:25.640 --> 00:07:26.840]  把他扔進水池
[00:07:26.840 --> 00:07:29.320]  水池裏面有很多類似食人魚的魚
[00:07:29.320 --> 00:07:30.640]  咬他咬他
[00:07:30.640 --> 00:07:34.680]  令他受很重的傷
