
[00:00:00.000 --> 00:00:03.000]  神父祢平安,我們先一起祈禱
[00:00:03.000 --> 00:00:05.000]  神父感謝祢的恩典
[00:00:05.000 --> 00:00:08.500]  讓我們在主日的清晨可以一同聚集敬拜祢
[00:00:08.500 --> 00:00:11.000]  由聖靈在我們中間帶領我們
[00:00:11.000 --> 00:00:15.500]  讓我們滿心歡喜快樂的來敬拜祢
[00:00:15.500 --> 00:00:17.000]  來聆聽祢的話語
[00:00:17.000 --> 00:00:19.500]  讓祢的話語藏在我們心裏面
[00:00:19.500 --> 00:00:23.000]  讓我們在在世的日子能夠進行
[00:00:23.000 --> 00:00:25.000]  共耶穌基督的名祈禱
[00:00:27.500 --> 00:00:32.000]  今天我們繼續思想生命記
[00:00:32.000 --> 00:00:36.000]  生命記可以說是摩西的講章
[00:00:36.000 --> 00:00:38.000]  一共有三篇
[00:00:38.000 --> 00:00:40.000]  第一篇是一到四章
[00:00:40.000 --> 00:00:44.000]  第二篇是五到二十八章
[00:00:44.000 --> 00:00:47.000]  第三篇是二十九到三十章
[00:00:47.000 --> 00:00:50.000]  剩下來還有四章聖經
[00:00:50.000 --> 00:00:52.000]  可以說是後記
[00:00:52.000 --> 00:00:56.000]  第一篇講章是歷史的回顧
[00:00:56.000 --> 00:01:00.000]  從歷史中摩西是鼓勵以色列人
[00:01:00.000 --> 00:01:04.000]  要全心全意來跟隨上主
[00:01:04.000 --> 00:01:09.000]  我不知道有沒有人會問
[00:01:09.000 --> 00:01:12.000]  跟隨上主有什麼好處呢?
[00:01:12.000 --> 00:01:19.000]  我們會從第四章最後幾節經文來回答這個問題
[00:01:19.000 --> 00:01:22.000]  特別在四十節那裏說
[00:01:22.000 --> 00:01:26.000]  我今日吩咐你的律例誡明你要遵守
[00:01:26.000 --> 00:01:29.000]  使你和你的後裔可以得福
[00:01:29.000 --> 00:01:32.000]  並使你的日子一直在耶和華
[00:01:32.000 --> 00:01:36.000]  你上帝賜你的地上得以長久
[00:01:36.000 --> 00:01:39.000]  這裏特別提到得福
[00:01:39.000 --> 00:01:43.000]  因此我今天的講題就是得福之路
[00:01:43.000 --> 00:01:48.000]  講到福我想華人最喜歡的
[00:01:48.000 --> 00:01:54.000]  很多人家裏都掛著一個福字
[00:01:54.000 --> 00:01:56.000]  有些還倒轉過來
[00:01:56.000 --> 00:02:00.000]  有些電視劇集講到
[00:02:00.000 --> 00:02:02.000]  有時過年的時候
[00:02:02.000 --> 00:02:06.000]  中國古時的皇帝會寫一個福字
[00:02:06.000 --> 00:02:09.000]  送給神僕作為禮物
[00:02:09.000 --> 00:02:11.000]  很珍貴的禮物
[00:02:13.000 --> 00:02:18.000]  我們盼望的福具體來說是怎樣的呢?
[00:02:18.000 --> 00:02:25.000]  怎樣的人生才算得上有福或者幸福的人生呢?
[00:02:25.000 --> 00:02:29.000]  我相信對華人來說
[00:02:29.000 --> 00:02:32.000]  幸福人生離不開福祿壽
[00:02:32.000 --> 00:02:38.000]  福其實涵蓋了做事樣樣都順利
[00:02:39.000 --> 00:02:43.000]  家庭美滿、幾代同堂最好
[00:02:43.000 --> 00:02:47.000]  這些都是人生的福氣
[00:02:47.000 --> 00:02:49.000]  祿就是利祿
[00:02:49.000 --> 00:02:52.000]  升職發財就最好了
[00:02:52.000 --> 00:02:54.000]  壽就很簡單
[00:02:54.000 --> 00:02:56.000]  指長壽健康
[00:02:56.000 --> 00:03:00.000]  一般來說華人盼望的這些福
[00:03:00.000 --> 00:03:02.000]  就是靠運氣
[00:03:02.000 --> 00:03:08.000]  人脈關係和自我努力
[00:03:08.000 --> 00:03:11.000]  讀書和勤勞工作而得到的
[00:03:11.000 --> 00:03:14.000]  但今日經文告訴我們
[00:03:14.000 --> 00:03:16.000]  另一條得福之路
[00:03:16.000 --> 00:03:19.000]  又有一系列的思想
[00:03:19.000 --> 00:03:22.000]  經文中提到
[00:03:22.000 --> 00:03:27.000]  上帝要給以色列人的福是怎樣的福呢?
[00:03:27.000 --> 00:03:30.000]  在四十節提到
[00:03:30.000 --> 00:03:36.000]  上帝要賜的福會延續到後代
[00:03:37.000 --> 00:03:39.000]  不只是給一代人
[00:03:39.000 --> 00:03:42.000]  而是給你和你的後裔
[00:03:42.000 --> 00:03:46.000]  此外也提到長壽
[00:03:46.000 --> 00:03:49.000]  使你的日子在地上得以長久
[00:03:49.000 --> 00:03:51.000]  就是長壽
[00:03:51.000 --> 00:03:53.000]  最後還有土地
[00:03:53.000 --> 00:03:56.000]  是上帝要賜給他們的土地
[00:03:56.000 --> 00:04:04.000]  這些福和華人的福祿壽都是雷同
[00:04:04.000 --> 00:04:07.000]  有子孫、後裔
[00:04:07.000 --> 00:04:09.000]  即兒孫滿堂
[00:04:09.000 --> 00:04:12.000]  有土地即有錢、有財富
[00:04:12.000 --> 00:04:14.000]  長壽就是一樣
[00:04:14.000 --> 00:04:19.000]  我們是否盼望得到這些福氣呢?
[00:04:19.000 --> 00:04:22.000]  我也盼望
[00:04:22.000 --> 00:04:26.000]  不知道你們是否盼望得到這些福氣呢?
[00:04:26.000 --> 00:04:29.000]  如果我們也有同樣的盼望
[00:04:29.000 --> 00:04:32.000]  我們現在就要看看怎樣得福
[00:04:32.000 --> 00:04:34.000]  得福之路是怎樣的
[00:04:34.000 --> 00:04:37.000]  要得福的路其實很簡單
[00:04:37.000 --> 00:04:39.000]  是三十九節所說的
[00:04:39.000 --> 00:04:41.000]  所以今天你要知道
[00:04:41.000 --> 00:04:43.000]  也要記在心裡
[00:04:43.000 --> 00:04:46.000]  天上地下唯有耶和華
[00:04:46.000 --> 00:04:48.000]  他是上帝
[00:04:48.000 --> 00:04:51.000]  再沒有別的了
[00:04:51.000 --> 00:04:55.000]  既然這是得福之路
[00:04:55.000 --> 00:04:59.000]  我們真的要很詳細了解這節經文的意思
[00:04:59.000 --> 00:05:03.000]  在這裡你要知道的「里」字
[00:05:03.000 --> 00:05:06.000]  是單數代名詞
[00:05:06.000 --> 00:05:08.000]  我們記得當時的場景
[00:05:08.000 --> 00:05:15.000]  摩西是對著大部分第二代的人說話
[00:05:15.000 --> 00:05:18.000]  他不是對著一個人說話
[00:05:18.000 --> 00:05:23.000]  那為什麼用單數的「里」而不是「里門」呢?
[00:05:23.000 --> 00:05:28.000]  對著一群人說話應該用「里門」才對
[00:05:28.000 --> 00:05:33.000]  我相信跟下面兩個動詞有關係
[00:05:33.000 --> 00:05:36.000]  第一個是「知道」
[00:05:36.000 --> 00:05:41.000]  這個翻譯不是最好的
[00:05:41.000 --> 00:05:44.000]  原文那字是可以譯作「知道」的
[00:05:44.000 --> 00:05:48.000]  所以不算是錯譯
[00:05:48.000 --> 00:05:53.000]  但是《環球聖經新譯本》最新的譯本
[00:05:53.000 --> 00:05:56.000]  就譯作「明白」
[00:05:56.000 --> 00:06:00.000]  「明白」和「知道」有沒有差別呢?
[00:06:00.000 --> 00:06:07.000]  其實「知道」和「明白」在中文的語意上
[00:06:07.000 --> 00:06:09.000]  有很大的差別
[00:06:09.000 --> 00:06:14.000]  「知道」可以說是表面的訊息
[00:06:14.000 --> 00:06:21.000]  「明白」就是深入了解訊息背後的邏輯結構
[00:06:22.000 --> 00:06:26.000]  比如在物理學方面
[00:06:26.000 --> 00:06:29.000]  我都知道有量子理論
[00:06:29.000 --> 00:06:34.000]  也知道中國和美國都在研究
[00:06:34.000 --> 00:06:37.000]  怎樣利用量子理論
[00:06:37.000 --> 00:06:41.000]  應用在計算機和通訊方面
[00:06:41.000 --> 00:06:47.000]  但是我不明白科學家是怎樣利用量子去做到那件事
[00:06:47.000 --> 00:06:51.000]  我再舉一個生活的例子
[00:06:51.000 --> 00:06:54.000]  很多時候父母會問小朋友
[00:06:54.000 --> 00:06:57.000]  「你錯了,知道錯了嗎?」
[00:06:57.000 --> 00:07:00.000]  小朋友可能會回答「我知道錯了」
[00:07:00.000 --> 00:07:04.000]  但是如果父母繼續問他「錯在哪裡?」
[00:07:04.000 --> 00:07:07.000]  小朋友可能會不明白
[00:07:07.000 --> 00:07:10.000]  不明白錯在哪裡
[00:07:10.000 --> 00:07:14.000]  也可以說
[00:07:14.000 --> 00:07:18.000]  如果知道我們可以回答「What」的問題
[00:07:18.000 --> 00:07:21.000]  「What」是什麼事
[00:07:21.000 --> 00:07:27.000]  「明白」就是可以回答「How」和「Why」
[00:07:27.000 --> 00:07:30.000]  完全了解通透
[00:07:30.000 --> 00:07:33.000]  才算是「明白」
[00:07:33.000 --> 00:07:37.000]  我相信摩西人和以色列人不單知道
[00:07:37.000 --> 00:07:42.000]  更加要明白有關上帝的真理
[00:07:42.000 --> 00:07:47.000]  第二個動詞就是「記載」
[00:07:49.000 --> 00:07:54.000]  希伯來文大概有幾個字可以譯為「記住」
[00:07:54.000 --> 00:07:58.000]  例如上帝有時會讀到「上帝想起」
[00:07:58.000 --> 00:08:02.000]  或者上帝記得他和阿不拉罕的約
[00:08:02.000 --> 00:08:05.000]  有時讀大洪水的紀錄
[00:08:05.000 --> 00:08:13.000]  上帝記得羅亞的方舟
[00:08:13.000 --> 00:08:16.000]  羅亞一家人在那裡
[00:08:16.000 --> 00:08:20.000]  記得羅亞想起了
[00:08:20.000 --> 00:08:25.000]  在那裡的「記得」是用一個很普遍用的字
[00:08:25.000 --> 00:08:27.000]  叫「記得」
[00:08:27.000 --> 00:08:30.000]  但是在這裡用了另外一個字
[00:08:30.000 --> 00:08:33.000]  「還性」不譯為「記得」
[00:08:33.000 --> 00:08:37.000]  它譯為「回想」
[00:08:37.000 --> 00:08:45.000]  其實是更加能夠反映原文用的字和文法
[00:08:45.000 --> 00:08:52.000]  原文用的字一般不會譯為「記得」
[00:08:52.000 --> 00:08:55.000]  而是譯為「回轉」
[00:08:55.000 --> 00:09:00.000]  甚至有時會譯為「悔改」
[00:09:00.000 --> 00:09:05.000]  用了這個字
[00:09:05.000 --> 00:09:07.000]  一個人回轉歸向主
[00:09:07.000 --> 00:09:09.000]  就譯為「悔改」
[00:09:09.000 --> 00:09:11.000]  所以用了「回轉」這個字
[00:09:11.000 --> 00:09:15.000]  不是迴轉壽司那樣「騰騰轉轉」
[00:09:15.000 --> 00:09:17.000]  是180度而已
[00:09:17.000 --> 00:09:21.000]  由對著這邊轉到那邊迴轉
[00:09:21.000 --> 00:09:25.000]  加上原文的文法
[00:09:25.000 --> 00:09:29.000]  用了一個很積極的動態
[00:09:29.000 --> 00:09:31.000]  動詞的動態
[00:09:31.000 --> 00:09:34.000]  但是它有些文法上的特性
[00:09:34.000 --> 00:09:37.000]  是很積極的動態
[00:09:37.000 --> 00:09:41.000]  而且「回想」是比較好的翻譯
[00:09:41.000 --> 00:09:47.000]  要人自己用腦去回想所發生的事
[00:09:47.000 --> 00:09:50.000]  和那件事的含義
[00:09:50.000 --> 00:09:51.000]  這個「回想」
[00:09:51.000 --> 00:09:57.000]  比較和「記得」來講積極很多
[00:09:57.000 --> 00:10:00.000]  你記得一件事發生的過程就記得
[00:10:00.000 --> 00:10:03.000]  人家不問你你不會特別拿出來講
[00:10:03.000 --> 00:10:09.000]  但「回想」不是,你要自己主動去想
[00:10:09.000 --> 00:10:12.000]  講過這兩個動詞的意義之後
[00:10:12.000 --> 00:10:15.000]  我們可以解釋為何這裡用「你」
[00:10:15.000 --> 00:10:17.000]  而不是「你們」
[00:10:17.000 --> 00:10:19.000]  原因是摩西勸導
[00:10:19.000 --> 00:10:24.000]  每一個人都要自己去認識
[00:10:24.000 --> 00:10:26.000]  去明白一個真理
[00:10:26.000 --> 00:10:28.000]  還要去回想
[00:10:28.000 --> 00:10:32.000]  去思考那個真理的意義
[00:10:32.000 --> 00:10:35.000]  而不是集體去做
[00:10:35.000 --> 00:10:38.000]  要明白那個真理的內容是什麼呢?
[00:10:38.000 --> 00:10:45.000]  就是「天上地下唯有耶和華,他是上帝,再沒有別的了」
[00:10:45.000 --> 00:10:51.000]  為什麼這個真理這麼重要呢?
