
[00:00:00.000 --> 00:00:06.880]  今天是一個假期,端午節,那麼明天是什麼節日啊?
[00:00:06.880 --> 00:00:13.220]  明天就是星期天,當然是星期天,星期天我們會參加主日崇拜。
[00:00:13.220 --> 00:00:18.880]  明天是父親節,上個月的第二個星期天就是母親節,
[00:00:18.880 --> 00:00:23.040]  六月份的第三個禮拜天就是父親節。
[00:00:23.040 --> 00:00:27.600]  那麼父親節你們有什麼節目已經準備好了?
[00:00:27.600 --> 00:00:33.620]  跟爸爸,應該跟媽媽一起啦,跟爸爸媽媽一起過父親節。
[00:00:33.620 --> 00:00:40.500]  那麼父親節,我最近上網看一些調查,
[00:00:40.500 --> 00:00:43.940]  關於父親的調查,一些問卷的調查,
[00:00:43.940 --> 00:00:47.500]  這個調查是在三年前做的,因為這幾年沒有做了。
[00:00:47.500 --> 00:00:59.920]  那麼2012年做的,它是訪問中小學生,有500多位,8歲到17歲的中小學生。
[00:00:59.920 --> 00:01:07.100]  它問兩個問題,第一個問題就是,你認為誰是最好的理想的爸爸?
[00:01:07.100 --> 00:01:14.140]  它有給一些選擇,給了一些什麼選擇,有李嘉誠,奧巴馬,
[00:01:14.140 --> 00:01:19.480]  還有成龍,李小龍,謝霆鋒,張學友等等,13位,
[00:01:19.480 --> 00:01:26.140]  給他們選擇你認為誰是最好的父親,最理想的父親。
[00:01:26.140 --> 00:01:33.540]  第二個問題就是,你認為最理想的父親的條件是什麼呢?
[00:01:33.540 --> 00:01:36.980]  那麼那個問卷有結果了。
[00:01:36.980 --> 00:01:43.500]  那麼第一題的問題,那麼你認為誰是最好的理想的父親呢?
[00:01:43.500 --> 00:01:51.320]  那麼結果,李嘉誠非常好,還有胡姐妹也是波道神學院的學生,
[00:01:51.320 --> 00:01:57.120]  我覺得很親切的感覺,對呀,那個李嘉誠他是最好的,
[00:01:57.120 --> 00:02:00.440]  就是那個問卷結果是最理想的父親。
[00:02:00.440 --> 00:02:06.220]  還有第二個問題就是,好爸爸的條件是什麼?
[00:02:06.220 --> 00:02:16.760]  最多人選的就是愛我,愛我,就是愛子女的,愛孩子的。
[00:02:16.760 --> 00:02:26.380]  第二就是人肉提款機,可以給錢的父親,那麼最多人選就是愛我。
[00:02:26.380 --> 00:02:32.000]  那麼我們剛才看的經文裡面,我們在地上的父親,
[00:02:32.000 --> 00:02:39.240]  我們作為父親,我自己做父親,我們會把很好的東西給我們的子女,
[00:02:39.240 --> 00:02:40.640]  大家同意了嗎?
[00:02:40.640 --> 00:02:46.180]  我們會把我們認為是好的東西給我們的孩子。
[00:02:46.180 --> 00:02:53.060]  我們再念第九到第十一節,第九到第十一節,我們一起念。
[00:02:53.060 --> 00:03:02.200]  「你們中間哪一個人,兒子向他要餅,還給他石頭,要魚,還給他蛇呢?
[00:03:02.200 --> 00:03:10.360]  你們雖然邪惡,尚且知道把好東西給兒女,何況你們在天上的父,
[00:03:10.360 --> 00:03:15.060]  難道不更把好東西賜給求他的人嗎?」
[00:03:15.060 --> 00:03:20.600]  第九節說,主耶穌當時對門徒說,
[00:03:20.600 --> 00:03:25.820]  「你們中間哪一個人,如果你的孩子,你的兒子向你要餅,
[00:03:25.820 --> 00:03:31.860]  你會給他石頭嗎?不會的嗎?你就給他餅。你要魚,就給他魚。」
[00:03:31.860 --> 00:03:36.120]  第十一節,祂說,「你們雖然邪惡,」
[00:03:36.120 --> 00:03:39.660]  我們每個人都是邪惡,邪惡什麼意思呢?
[00:03:39.660 --> 00:03:46.700]  邪惡如果我們看《和河本》,它的意思就指,你們雖然不好,
[00:03:46.700 --> 00:03:52.640]  就是如果看原文,你們敗壞,我們同意我們每個人是罪人嗎?
[00:03:52.640 --> 00:03:57.560]  我們不好,我們不完美的,主耶穌說,你們雖然不好,
[00:03:57.560 --> 00:04:03.420]  但是你們都會把你們好的東西給你們的子女。
[00:04:03.420 --> 00:04:07.060]  這是作為父母的天性。
[00:04:07.060 --> 00:04:13.620]  每個父親,每個母親,會把好的東西給自己的孩子。
[00:04:13.620 --> 00:04:17.900]  我想起有一首歌,是廣東話的歌,可能大家不知道有沒有聽過,
[00:04:17.900 --> 00:04:22.200]  應該有聽過了,就是陳玉訓的歌,就是叫《單車》。
[00:04:22.200 --> 00:04:26.060]  單車就是自行車,他有一句歌詞這樣說,
[00:04:26.060 --> 00:04:31.860]  「我難離難舍,想抱緊些,茫茫人生好像荒野。」
[00:04:31.860 --> 00:04:40.100]  就是爸爸開單車,坐騎腳車,單車,他的兒子就抱著他。
[00:04:40.100 --> 00:04:53.880]  我就想起了很多年前,因為我自己是在福建省永春縣出生的,
[00:04:53.880 --> 00:04:57.320]  小時候在福建住了一段時間。
[00:04:57.320 --> 00:05:10.280]  福建當時的路,三十多年前的路,彎彎曲曲,彎彎坑坑,就是很不平的,香港的路很好走。
[00:05:10.280 --> 00:05:20.020]  那麼福建的路不好走,我父親就用自行車載我,走了五十公里,
[00:05:20.020 --> 00:05:26.720]  在一個村到另外一個村五十公里,我就坐著父親的車,覺得很享受。
[00:05:26.720 --> 00:05:32.480]  這半路上,我印象很深刻了,我看到一個賣麵包的店子,
[00:05:32.480 --> 00:05:38.480]  那我就想,肚子餓了,那我爸爸就買一個饅頭給我吃。
[00:05:38.480 --> 00:05:42.580]  我第一次見到,那個麵包饅頭是白色的嗎?
[00:05:42.580 --> 00:05:46.820]  原來饅頭麵包是白色的,我們現在不覺得很奇怪嗎?
[00:05:46.820 --> 00:05:51.960]  當時我沒有見過白色的饅頭,白色的麵包,特別好吃。
[00:05:51.960 --> 00:05:55.360]  爸爸就買了麵包,買饅頭給我吃。
[00:05:55.360 --> 00:06:01.680]  作為父親,會把好的給自己的孩子,他買給我吃。
[00:06:01.680 --> 00:06:09.200]  我不知道他會不會忘了他有沒有吃,他就買給我吃,感覺到父親的愛。
[00:06:09.200 --> 00:06:18.680]  我們作為父母的,我相信我們自己沒有好吃,我們也要給我們的孩子好吃的。
[00:06:18.680 --> 00:06:25.520]  還有另外一個,我記得我在小時候,我的外公他買,
[00:06:25.520 --> 00:06:32.100]  那時候70年代了,70年代有涼粉,是不是普通話叫涼粉?
[00:06:32.100 --> 00:06:37.540]  涼粉,我外公買涼粉給我吃,我也是第一次吃到涼粉。
[00:06:37.540 --> 00:06:43.080]  吃了以後特別覺得好吃,我經常有時候到糖水店吃糖水的時候,
[00:06:43.080 --> 00:06:47.720]  我就叫了一碗涼粉芒果冰。
[00:06:47.720 --> 00:06:53.560]  因為我會想念我的外公,我們的父母,我們的長輩,
[00:06:53.560 --> 00:06:58.480]  他對我們,他會捨得把好的東西給我們。
[00:06:58.480 --> 00:07:05.500]  還有最近的,你知道如果是你的孩子升中學的時候,要念中學了,
[00:07:05.500 --> 00:07:09.800]  那麼你會帶你的孩子去參加面試,有沒有?參加面試,
[00:07:09.800 --> 00:07:15.400]  可能沒有孩子念中學的,帶孩子參加面試了。
[00:07:15.400 --> 00:07:20.400]  那麼我帶我的兒子參加面試的時候,我們有一個家長會,
[00:07:20.400 --> 00:07:25.480]  就是校長為我們準備,為家長準備了家長會。
[00:07:25.480 --> 00:07:28.520]  那麼我的孩子就參加面試,我們就參加家長會了。
[00:07:28.520 --> 00:07:31.840]  那麼校長給我們介紹中學的生活了。
[00:07:31.840 --> 00:07:38.360]  在那個講座裡面,有一個家長問一個問題,
[00:07:38.360 --> 00:07:42.800]  去年跟今年,今年我也有參加,有兩個孩子也是,
[00:07:42.800 --> 00:07:48.080]  大的就去年升中學,小的今年將升中學一年級。
[00:07:48.080 --> 00:07:51.120]  那麼就是最近兩年我有參加家長會。
[00:07:51.120 --> 00:07:55.760]  那麼有一個家長問一個問題,同樣一個問題,問什麼問題呢?
[00:07:55.760 --> 00:08:00.840]  他說,你們中學一年級有沒有英文的班?
[00:08:00.840 --> 00:08:05.160]  因為那個是中文中學的嘛,有沒有英語班呢?
[00:08:05.160 --> 00:08:10.360]  家長很關心是什麼?很關心有沒有英語班。
[00:08:10.360 --> 00:08:15.240]  那麼當然我們希望我們作為父母,我們把最好的給我們孩子,
[00:08:15.240 --> 00:08:19.760]  我們希望他念最好的中學,最好的學校。
[00:08:19.760 --> 00:08:29.600]  但是這裡主耶穌說,這是真的,我們作為父母,這裡說第十一節,
[00:08:29.600 --> 00:08:36.480]  第十一節,祂說,你們雖然邪惡,我們雖然不好,
[00:08:36.480 --> 00:08:42.480]  尚且知道把好的東西給兒女,何況你們在天上的父。
[00:08:42.480 --> 00:08:46.400]  我們雖然不好,我們會把好的給我們孩子。
[00:08:46.400 --> 00:08:51.360]  我們在天上的父親,怎麼樣呢?我們的天父,
[00:08:51.360 --> 00:08:55.920]  他更加會把更好的東西給我們。
[00:08:55.920 --> 00:08:57.440]  我們看下一張。
[00:09:07.440 --> 00:09:12.840]  我們的天父,他會將更好的東西給我們。
[00:09:12.840 --> 00:09:18.760]  我們每個相信主耶穌的,就是祂的兒女,我們是祂的兒女,
[00:09:18.760 --> 00:09:20.720]  祂會把更好的東西給我們。
[00:09:20.720 --> 00:09:24.120]  我們一起念第七到第八節,請念。
[00:09:24.120 --> 00:09:28.960]  你們祈求,就給你們;尋找,就尋見;
[00:09:28.960 --> 00:09:31.440]  叩門,就給你們開門;
[00:09:31.440 --> 00:09:36.600]  因為凡祈求的,就得者;尋找的,就尋見;
[00:09:36.600 --> 00:09:39.120]  叩門的,就給他開門。
[00:09:39.120 --> 00:09:42.960]  第七節,主耶穌對門徒說,你們祈求。
[00:09:42.960 --> 00:09:45.640]  我們看幾個動詞,
[00:09:45.640 --> 00:09:50.680]  「祈求」、「尋找」還有「叩門」這三個動詞,
[00:09:50.680 --> 00:09:56.960]  如果我們看希臘文,是很強調、很重的語氣,
[00:09:56.960 --> 00:10:00.240]  就是一個命令的語氣說,
[00:10:00.240 --> 00:10:05.200]  你們祈求的時候、你們尋找的時候、你們叩門的時候,
[00:10:05.200 --> 00:10:07.680]  很重的語氣。
[00:10:07.680 --> 00:10:09.400]  那麼結果怎麼樣?
[00:10:09.400 --> 00:10:14.560]  我們的天父會聽我們的尋找、會聽我們的祈求嗎?
