
[00:00:00.000 --> 00:00:05.260]  主祖文一開始就說我們就是天上的父
[00:00:05.260 --> 00:00:10.860]  上一次跟大家說這是一個非常平衡的觀點
[00:00:10.860 --> 00:00:14.360]  我們見到神就好像我們的爸爸一樣
[00:00:14.360 --> 00:00:16.000]  是我們的父親
[00:00:16.000 --> 00:00:20.540]  跟我們是很親密 很親近的關係
[00:00:20.540 --> 00:00:23.060]  祂是關懷我們 祂照顧我們
[00:00:23.060 --> 00:00:25.660]  就好像我們地上的爸爸一樣
[00:00:25.660 --> 00:00:29.500]  但是另一方面祂也是我們天上的神
[00:00:29.500 --> 00:00:33.600]  就是那位滿有榮耀 滿有權柄
[00:00:33.600 --> 00:00:35.900]  一切都屬於祂的神
[00:00:35.900 --> 00:00:38.300]  一方面祂是聽我們的禱告
[00:00:38.300 --> 00:00:42.900]  就好像我們的爸爸聽我們向祂訴苦一樣
[00:00:42.900 --> 00:00:48.100]  但是另一方面祂也是大能的神
[00:00:48.100 --> 00:00:51.800]  祂能夠滿足我們一切
[00:00:51.800 --> 00:00:54.800]  今天要跟大家說願人皆尊父
[00:00:54.800 --> 00:00:57.300]  願人皆尊祢的名為聖
[00:00:57.300 --> 00:01:00.600]  這是一個很重要的題目
[00:01:00.600 --> 00:01:02.400]  A.W. Tozer
[00:01:02.400 --> 00:01:06.300]  他是宣道會一個很出名的牧師
[00:01:06.300 --> 00:01:10.000]  他說一間教會的敬拜
[00:01:10.000 --> 00:01:12.000]  我們的道德觀念
[00:01:12.000 --> 00:01:17.000]  都是反映出我們對神的概念
[00:01:17.000 --> 00:01:20.700]  也就是說一間教會有多淑靈
[00:01:20.700 --> 00:01:24.600]  是反映出我們對神有多尊敬
[00:01:24.600 --> 00:01:28.000]  也就是反映出我們把神
[00:01:28.000 --> 00:01:32.300]  在我們心目中的地位放得有多高
[00:01:32.300 --> 00:01:35.300]  很可惜一般的教會
[00:01:35.300 --> 00:01:36.600]  對神來說
[00:01:36.600 --> 00:01:39.100]  我們不是把神在我們心目中
[00:01:39.100 --> 00:01:40.400]  放得很高的地位
[00:01:40.400 --> 00:01:42.000]  這是很可惜的
[00:01:42.000 --> 00:01:48.800]  這也可以從一般教會的禮拜日的敬拜程序
[00:01:48.800 --> 00:01:51.500]  我們可以看得見
[00:01:51.500 --> 00:01:55.700]  一般的教會都有一個錯誤的觀點
[00:01:55.700 --> 00:01:59.200]  就是會眾是觀眾
[00:01:59.200 --> 00:02:02.200]  牧師是表演者
[00:02:02.200 --> 00:02:07.200]  而神是呼召我們來敬拜祂自己
[00:02:07.200 --> 00:02:11.700]  但是一個真真正正的敬拜的程序
[00:02:11.700 --> 00:02:16.600]  其實會眾才是表演者
[00:02:16.600 --> 00:02:20.600]  牧師只不過是呼喚人來敬拜
[00:02:20.600 --> 00:02:24.200]  而真正的觀眾是神自己
[00:02:24.200 --> 00:02:26.800]  一切的榮耀 頌讚都要歸給神
[00:02:26.800 --> 00:02:31.100]  因為神才是唯一的觀眾
[00:02:31.100 --> 00:02:33.200]  禱告也是一樣
[00:02:33.200 --> 00:02:38.200]  很多時候我們是把自己的需要放在首位
[00:02:38.200 --> 00:02:40.900]  而不是把神放在首位
[00:02:40.900 --> 00:02:44.100]  我們都是很現實 很實際的人
[00:02:44.100 --> 00:02:45.100]  我們未禱告
[00:02:45.100 --> 00:02:49.300]  我們已經想好想見到的結果是怎樣
[00:02:49.300 --> 00:02:51.600]  然後才去禱告
[00:02:51.600 --> 00:02:56.600]  而我們的禱告多數都是為了我們個人的利益
[00:02:56.600 --> 00:03:00.800]  中國人說「臨急就抱佛腳」
[00:03:00.800 --> 00:03:05.000]  也有說「無事不登三寶殿」
[00:03:05.000 --> 00:03:07.000]  要麼我們不禱告
[00:03:07.000 --> 00:03:08.500]  如果我們禱告的時候
[00:03:08.500 --> 00:03:10.300]  我們就有事所求
[00:03:10.300 --> 00:03:14.000]  要求神幫我們做一些事
[00:03:14.000 --> 00:03:17.000]  我們有這個錯誤的觀點
[00:03:17.000 --> 00:03:20.100]  原因是因為我們看禱告
[00:03:20.100 --> 00:03:22.900]  是從人的觀點來看禱告
[00:03:22.900 --> 00:03:26.100]  而不是從神的觀點來看禱告
[00:03:26.100 --> 00:03:28.700]  這就是我們的問題
[00:03:28.700 --> 00:03:30.100]  在這裡上兩次
[00:03:30.100 --> 00:03:32.300]  我也有跟大家說過
[00:03:32.300 --> 00:03:36.500]  主禱文教我們禱告的目的
[00:03:36.500 --> 00:03:39.200]  不是為了我們
[00:03:39.200 --> 00:03:41.200]  而是為了神
[00:03:41.200 --> 00:03:43.900]  一切都是為了神的榮耀
[00:03:43.900 --> 00:03:45.900]  所以我們禱告的時候
[00:03:45.900 --> 00:03:48.700]  是要調整我們的心
[00:03:48.700 --> 00:03:51.500]  來符合神的旨意
[00:03:51.500 --> 00:03:52.900]  這個很重要
[00:03:52.900 --> 00:03:56.500]  禱告的目的不是為了我們的需要
[00:03:56.500 --> 00:04:01.400]  禱告的目的是為了神的榮耀
[00:04:01.400 --> 00:04:05.900]  如果我們能夠沾到一些神的光
[00:04:05.900 --> 00:04:10.300]  能夠透過禱告得到一些好處
[00:04:10.300 --> 00:04:12.600]  這是我們的福氣
[00:04:12.600 --> 00:04:14.100]  是我們的榮耀
[00:04:14.100 --> 00:04:17.100]  我們是值得感謝神的
[00:04:17.100 --> 00:04:21.000]  就算我們得不到任何的好處
[00:04:21.000 --> 00:04:24.100]  但是如果我們能夠透過禱告
[00:04:24.100 --> 00:04:27.200]  能夠和神有一個交往
[00:04:27.200 --> 00:04:31.300]  這已經是值得我們繼續禱告
[00:04:31.300 --> 00:04:34.200]  不斷地禱告
[00:04:34.200 --> 00:04:40.900]  但是禱告也比同神的交往和交通重要
[00:04:40.900 --> 00:04:44.700]  禱告是我們藉著禱告
[00:04:44.700 --> 00:04:48.600]  來彰顯出神的榮耀
[00:04:48.600 --> 00:04:50.700]  禱告是藉著我們的禱告
[00:04:50.700 --> 00:04:53.700]  來彰顯出神自己
[00:04:53.700 --> 00:04:56.200]  這個才是最重要的
[00:04:56.200 --> 00:04:58.300]  我們要將全部的注意力
[00:04:58.300 --> 00:04:59.300]  在禱告的時候
[00:04:59.300 --> 00:05:01.500]  集中在神的身上
[00:05:01.500 --> 00:05:04.700]  而不是集中在我們自己的身上
[00:05:04.700 --> 00:05:07.900]  所以如果你看主禱文的結構
[00:05:07.900 --> 00:05:12.900]  你會看到我們是先尊神的名為性
[00:05:12.900 --> 00:05:15.300]  先願祂的國降臨
[00:05:15.300 --> 00:05:19.200]  先願祂的旨意成就在地
[00:05:19.200 --> 00:05:22.700]  然後我們才求自己的需要
[00:05:22.700 --> 00:05:24.300]  任何靈裡面的需要
[00:05:24.300 --> 00:05:25.700]  物質的需要
[00:05:25.700 --> 00:05:28.100]  以及保護、保守等等
[00:05:28.100 --> 00:05:30.300]  都是先求了神的國
[00:05:30.300 --> 00:05:34.500]  先求了神的旨意
[00:05:34.500 --> 00:05:39.200]  所以禱告是將神放在首位
[00:05:39.200 --> 00:05:41.700]  尊祂的名為性
[00:05:41.700 --> 00:05:44.900]  真正的禱告是將我們自己的需要
[00:05:44.900 --> 00:05:46.900]  放在神的後面
[00:05:46.900 --> 00:05:48.100]  很可惜
[00:05:48.100 --> 00:05:50.000]  這不是以色列人
[00:05:50.000 --> 00:05:52.300]  當耶穌基督在世的時候
[00:05:52.300 --> 00:05:55.300]  不是以色列人的禱告方式
[00:05:55.300 --> 00:05:57.000]  他們的禱告是怎樣的呢?
[00:05:57.000 --> 00:05:59.700]  他們的禱告是非常重複
[00:05:59.700 --> 00:06:02.000]  而且是強求
[00:06:02.000 --> 00:06:06.800]  就是強求神給他們生活上需要的一切
[00:06:06.800 --> 00:06:09.900]  所以耶穌基督在教主禱文之前
[00:06:09.900 --> 00:06:11.500]  祂先教門徒說
[00:06:11.500 --> 00:06:14.400]  禱告不是一個重複的禱告
[00:06:14.400 --> 00:06:16.100]  不要像外邦人那樣
[00:06:16.100 --> 00:06:18.200]  以為多說了
[00:06:18.200 --> 00:06:21.700]  神就會垂聽你們的禱告
[00:06:21.700 --> 00:06:23.700]  這是第一點
[00:06:23.700 --> 00:06:26.700]  除了以色列人多說
[00:06:26.700 --> 00:06:28.400]  重複來強求
[00:06:28.400 --> 00:06:29.600]  他們的禱告
[00:06:29.600 --> 00:06:32.300]  也是將榮耀歸給自己
[00:06:32.300 --> 00:06:34.600]  而不是歸給神
[00:06:34.600 --> 00:06:37.100]  他們怎樣將榮耀歸給自己呢?
[00:06:37.100 --> 00:06:40.100]  他們在人的面前來禱告
[00:06:40.100 --> 00:06:42.700]  在人多的地方來禱告
[00:06:42.700 --> 00:06:44.500]  讓人們看到他們的禱告
[00:06:44.500 --> 00:06:46.200]  說他們很虔誠
[00:06:46.200 --> 00:06:48.600]  將榮耀歸給他們
[00:06:48.600 --> 00:06:51.000]  禱告真正的意義
[00:06:51.000 --> 00:06:54.000]  是將榮耀歸給神
[00:06:54.000 --> 00:06:58.000]  而不是將榮耀歸給我們自己
[00:06:58.000 --> 00:07:01.100]  所以耶穌基督在教主禱文之前說
[00:07:01.100 --> 00:07:04.400]  你們不要在人的面前來禱告
[00:07:04.400 --> 00:07:07.300]  你們禱告回到自己的家
[00:07:07.300 --> 00:07:11.300]  關上門來禱告
[00:07:11.300 --> 00:07:13.500]  禱告最終的目的是榮耀神
