
[00:00:00.000 --> 00:00:02.740]  我們看看奧古斯丁
[00:00:02.740 --> 00:00:04.940]  奧古斯丁寫懺悔錄的時候
[00:00:04.940 --> 00:00:08.020]  他在說自己未信主是一隻野獸
[00:00:08.020 --> 00:00:13.040]  他 Money Sucks and Power
[00:00:13.040 --> 00:00:15.800]  就是他中人沉迷的東西
[00:00:15.800 --> 00:00:21.780]  甚至他慢慢接觸他很渴望逃離生活的當中
[00:00:21.780 --> 00:00:23.620]  他有一段很有趣的
[00:00:23.620 --> 00:00:25.920]  Give me chastity and confidence
[00:00:25.920 --> 00:00:28.200]  給我貞潔 給我節制
[00:00:28.200 --> 00:00:29.540]  然後他再加了一句
[00:00:30.340 --> 00:00:31.820]  但請再等一會
[00:00:31.820 --> 00:00:33.880]  他有沒有得救
[00:00:33.880 --> 00:00:34.880]  他那時候還沒有得救
[00:00:34.880 --> 00:00:35.760]  他正在掙扎
[00:00:35.760 --> 00:00:37.840]  他知道他要離開
[00:00:37.840 --> 00:00:40.360]  Give me chastity and confidence
[00:00:40.360 --> 00:00:41.720]  But not yet
[00:00:41.720 --> 00:00:45.240]  但最後感謝上帝
[00:00:45.240 --> 00:00:46.360]  他的救恩來到他
[00:00:46.360 --> 00:00:49.680]  將奧古斯丁人化了
[00:00:49.680 --> 00:00:51.200]  他成為一個真正的人
[00:00:51.200 --> 00:00:52.840]  我想和你分享一點
[00:00:52.840 --> 00:00:55.200]  我很喜歡奧古斯丁所說的
[00:00:55.200 --> 00:00:57.200]  他信主之後他怎麼說
[00:00:57.200 --> 00:01:01.960]  他反映了他自己的得救
[00:01:01.960 --> 00:01:04.280]  我很喜歡他所寫的東西
[00:01:04.280 --> 00:01:05.560]  我讀不讀英文
[00:01:05.560 --> 00:01:08.160]  你可以看中文的翻譯
[00:01:08.160 --> 00:01:09.360]  即是大概
[00:01:09.360 --> 00:01:10.480]  他說
[00:01:10.480 --> 00:01:12.080]  Late have I loved you,
[00:01:12.080 --> 00:01:15.400]  O beauty ever ancient, ever new.
[00:01:15.400 --> 00:01:17.280]  Late have I loved you.
[00:01:17.280 --> 00:01:20.280]  我愛你說得太遲了
[00:01:20.280 --> 00:01:22.280]  我現在才三十歲
[00:01:22.280 --> 00:01:23.880]  三十歲
[00:01:23.880 --> 00:01:25.120]  我們今天說
[00:01:25.120 --> 00:01:25.960]  你想想
[00:01:25.960 --> 00:01:28.040]  你知不知道我們教會現在的媳婦
[00:01:28.040 --> 00:01:29.920]  平均年齡是多少
[00:01:29.920 --> 00:01:32.360]  你都明白我的意思
[00:01:32.360 --> 00:01:33.000]  三十歲
[00:01:33.000 --> 00:01:34.160]  但他三十歲他說
[00:01:34.160 --> 00:01:36.160]  Late
[00:01:36.160 --> 00:01:37.760]  就算你十歲信主
[00:01:37.760 --> 00:01:39.880]  你都是Late的
[00:01:39.880 --> 00:01:41.640]  因為對於奧古斯丁來說
[00:01:41.640 --> 00:01:44.840]  每一天都是屬於上帝的
[00:01:44.840 --> 00:01:46.920]  他回想他之前三十年
[00:01:46.920 --> 00:01:48.920]  他浪費了他的光陰
[00:01:48.920 --> 00:01:50.360]  Late have I loved you,
[00:01:50.360 --> 00:01:53.840]  O beauty ever ancient, ever new.
[00:01:53.840 --> 00:01:56.600]  You were within me, but I was outside.
[00:01:56.600 --> 00:01:59.000]  And it was there that I searched for you.
[00:01:59.000 --> 00:02:00.440]  In my unloveliness,
[00:02:00.440 --> 00:02:02.600]  I plunged into the lovely things
[00:02:02.600 --> 00:02:03.720]  which you created.
[00:02:03.720 --> 00:02:06.320]  You were with me, but I was not with you.
[00:02:06.320 --> 00:02:07.880]  他在上帝的創造裏面
[00:02:07.880 --> 00:02:09.560]  但他沉迷於創造
[00:02:09.560 --> 00:02:12.120]  他沒有辦法去追求上帝
[00:02:12.120 --> 00:02:14.400]  Created things kept me from you.
[00:02:14.400 --> 00:02:16.960]  Yet if they had not been in you,
[00:02:16.960 --> 00:02:19.760]  they would have not been at all.
[00:02:19.760 --> 00:02:22.640]  我不跟你說一些哲學的東西
[00:02:22.640 --> 00:02:26.120]  但我想跟你說他是沉迷在上帝的世界裏面
[00:02:26.120 --> 00:02:30.880]  但他沒有辦法去呼服在上帝面前
[00:02:30.880 --> 00:02:33.000]  然後他說上帝對他的請求
[00:02:33.000 --> 00:02:35.120]  You called, you shouted,
[00:02:35.120 --> 00:02:37.200]  you booked through my darkness,
[00:02:37.200 --> 00:02:39.080]  you flashed, you shone,
[00:02:39.080 --> 00:02:41.040]  you dispelled my blindness,
[00:02:41.040 --> 00:02:43.400]  you breathed your fragrance on me,
[00:02:43.400 --> 00:02:45.440]  I drew it in breath,
[00:02:45.440 --> 00:02:47.240]  and now I pant for you.
[00:02:47.240 --> 00:02:50.640]  他說最後上帝
[00:02:50.640 --> 00:02:54.000]  震醒了他,上帝驅走了他的幽暗
[00:02:54.000 --> 00:02:55.640]  上帝吹氣
[00:02:55.640 --> 00:02:58.520]  將他的輕香吹入他的心裏
[00:02:58.520 --> 00:02:59.960]  現在他復活了
[00:02:59.960 --> 00:03:01.120]  復活了是因為他說
[00:03:01.120 --> 00:03:05.240]  現在我完全的嚮往你
[00:03:05.240 --> 00:03:07.400]  所以奧古斯丁最後的轉變是甚麼呢
[00:03:07.400 --> 00:03:10.960]  他只是想做些捍衛美的事情
[00:03:10.960 --> 00:03:12.200]  I have tasted you
[00:03:12.200 --> 00:03:16.080]  and now I hunger and thirst for more.
[00:03:16.080 --> 00:03:17.800]  我嘗到你的滋味了
[00:03:17.800 --> 00:03:21.520]  於是我現在的一生都是飢渴
[00:03:21.520 --> 00:03:23.320]  我要得到更多的你
[00:03:23.320 --> 00:03:27.920]  You touch me and I burn for your peace.
[00:03:27.920 --> 00:03:32.600]  我不知道你的得救
[00:03:32.600 --> 00:03:35.800]  如果我今天要你寫你的靈性轉變
[00:03:35.800 --> 00:03:38.000]  你會怎麼寫呢
[00:03:38.000 --> 00:03:39.920]  當你看到
[00:03:39.920 --> 00:03:42.160]  我不是說我們每個人都是奧古斯丁
[00:03:42.160 --> 00:03:43.800]  當然我們不是
[00:03:43.800 --> 00:03:46.960]  但為甚麼我們要高舉奧古斯丁
[00:03:46.960 --> 00:03:50.400]  而不高舉另一個我患癌症得救的人呢
[00:03:50.400 --> 00:03:51.720]  有理由的
[00:03:51.720 --> 00:03:54.680]  Quality是不同的
[00:03:54.680 --> 00:03:57.520]  你沒理由找個很差的東西
[00:03:57.520 --> 00:03:58.640]  大家一起讀
[00:03:58.640 --> 00:04:00.360]  有甚麼好讀
[00:04:00.360 --> 00:04:03.520]  Internet隨便下載一個有甚麼意思
[00:04:03.520 --> 00:04:06.440]  你要讀當然是讀好東西
[00:04:06.440 --> 00:04:08.640]  你要我們小朋友學的
[00:04:08.640 --> 00:04:09.680]  當然是學好的東西
[00:04:09.680 --> 00:04:11.520]  最好的東西
[00:04:11.520 --> 00:04:13.200]  這個是Christianity
[00:04:13.200 --> 00:04:14.640]  你明白嗎
[00:04:14.640 --> 00:04:19.480]  是一個沒有神變成了一隻野獸的人
[00:04:19.480 --> 00:04:21.040]  因為福音的緣故
[00:04:21.040 --> 00:04:25.280]  成為了一個真正的human
[00:04:25.280 --> 00:04:28.160]  而他活著
[00:04:28.160 --> 00:04:33.960]  只是要去做耶和華眼中學明的事
[00:04:33.960 --> 00:04:35.440]  我每次看奧古斯丁的時候
[00:04:35.440 --> 00:04:36.880]  我都想起我自己
[00:04:36.880 --> 00:04:39.600]  我不是說我在教會缺志的時候
[00:04:39.600 --> 00:04:43.280]  我是想起當上帝真的去甦醒我
[00:04:43.280 --> 00:04:44.880]  要我向祂活的時候
[00:04:44.880 --> 00:04:48.000]  說真的我沒法想像
[00:04:48.000 --> 00:04:49.080]  如果我不認識神
[00:04:49.080 --> 00:04:51.960]  我今天會在這裡做甚麼
[00:04:51.960 --> 00:04:54.520]  人生是完全沒有意義的
[00:04:54.520 --> 00:04:56.480]  是該死的
[00:04:56.480 --> 00:04:57.720]  是要自殺的
[00:04:57.720 --> 00:04:59.200]  因為真的是完全黑暗
[00:04:59.200 --> 00:05:02.040]  我不知道你有沒有感覺到
[00:05:02.040 --> 00:05:08.080]  不為上帝活的那種癲狂
[00:05:08.080 --> 00:05:09.960]  很有趣的
[00:05:09.960 --> 00:05:11.840]  有時候我們說保羅癲狂
[00:05:11.840 --> 00:05:14.960]  保羅回過頭來看世人都是癲狂的
[00:05:14.960 --> 00:05:16.920]  唯有保羅是正常的
[00:05:16.920 --> 00:05:19.520]  唯有彼得約翰是正常的
[00:05:19.520 --> 00:05:20.920]  其他人是癲狂的
[00:05:20.920 --> 00:05:23.000]  我們看他們我們說他們是癲狂的
[00:05:23.000 --> 00:05:25.040]  我們說就是這樣說
[00:05:25.040 --> 00:05:26.280]  其實誰是癲狂
[00:05:26.280 --> 00:05:28.240]  我們是癲狂的
[00:05:28.240 --> 00:05:31.480]  不為上帝活是一個癲狂的事
[00:05:31.480 --> 00:05:36.600]  不做上帝眼中學明的事是癲狂的
[00:05:36.600 --> 00:05:39.960]  為甚麼要這樣呢
[00:05:39.960 --> 00:05:41.960]  Augustine的名言說主啊
[00:05:41.960 --> 00:05:45.560]  祢為祢自己造了我們
[00:05:45.560 --> 00:05:47.520]  我們的心煩躁不安
[00:05:47.520 --> 00:05:52.280]  直到在祢裡面走著安寧
[00:05:52.280 --> 00:05:55.760]  You have made us for Yourself, O Lord
[00:05:55.760 --> 00:06:01.480]  and our hearts are restless until they rest in You
[00:06:01.480 --> 00:06:04.600]  時間關係我們看最後一個圖畫
[00:06:04.600 --> 00:06:06.000]  很有趣的圖畫
[00:06:06.000 --> 00:06:07.560]  大家很熟悉的圖畫
[00:06:07.560 --> 00:06:09.960]  玉卒的信主
[00:06:09.960 --> 00:06:11.120]  玉景一醒
[00:06:11.120 --> 00:06:14.320]  看見監門全開
[00:06:14.320 --> 00:06:17.040]  以為囚犯已經逃走
[00:06:17.040 --> 00:06:18.600]  就拔刀要自殺
[00:06:18.600 --> 00:06:20.200]  保羅大聲呼叫說
[00:06:20.200 --> 00:06:21.720]  不要傷害自己
[00:06:21.720 --> 00:06:22.920]  我們都在這裡
[00:06:22.920 --> 00:06:25.160]  玉景叫人拿燈來
[00:06:25.160 --> 00:06:27.520]  就衝進去
[00:06:27.520 --> 00:06:31.560]  戰戰兢兢的俯伏在保羅和西拉面前
[00:06:31.560 --> 00:06:34.440]  然後玉景領他們出來說
[00:06:34.440 --> 00:06:39.320]  我必須要做什麼才可以得救
[00:06:39.320 --> 00:06:42.320]  他們說當信主耶穌
[00:06:42.320 --> 00:06:43.720]  你必得救
[00:06:43.720 --> 00:06:46.200]  他們就把神主的道
[00:06:46.200 --> 00:06:48.400]  講給他和他全家的人聽
[00:06:48.400 --> 00:06:51.960]  他和全家的人因為信了神
[00:06:51.960 --> 00:06:54.920]  都滿心喜樂
[00:06:54.920 --> 00:07:02.120]  這段聖經很難解釋
[00:07:02.120 --> 00:07:06.880]  很難解釋 因為我們一早已經想定
[00:07:06.880 --> 00:07:08.520]  我們知道發生什麼事
[00:07:08.520 --> 00:07:10.320]  我們覺得這是玉景
[00:07:10.320 --> 00:07:14.800]  玉景你覺得他在社會的地位是高還是低
[00:07:14.800 --> 00:07:16.840]  低 一想就低
[00:07:16.840 --> 00:07:19.920]  然後你會發覺他很癱瘓
[00:07:19.920 --> 00:07:21.440]  他一醒見到門開了
[00:07:21.440 --> 00:07:23.560]  就說要怕自殺
[00:07:23.560 --> 00:07:25.160]  然後保羅說我們都在這裡
[00:07:25.160 --> 00:07:28.400]  於是他戰戰兢兢的俯伏在保羅面前
[00:07:28.400 --> 00:07:30.200]  然後很害怕的說
[00:07:30.200 --> 00:07:31.960]  我該做什麼才可以得救
[00:07:31.960 --> 00:07:35.320]  於是你信了耶穌 買了保險
[00:07:35.320 --> 00:07:39.360]  我們通常對這個故事的理解就是這樣
[00:07:39.360 --> 00:07:43.000]  因為我們一開始就覺得玉景一定是社會層次低的
[00:07:43.000 --> 00:07:45.640]  沒有教育的 癱瘓的
[00:07:45.640 --> 00:07:47.560]  完全錯
[00:07:47.560 --> 00:07:49.560]  原來在當時的背景來說
[00:07:49.560 --> 00:07:51.760]  誰可以做玉景呢
[00:07:51.760 --> 00:07:57.040]  就是一個在沙場打勝過仗的羅馬軍人
[00:07:57.040 --> 00:07:58.920]  我們叫Decorated Soldier
[00:07:58.920 --> 00:08:00.680]  打過很多場
[00:08:00.680 --> 00:08:03.200]  戰勝的 現在半退休狀態
[00:08:03.200 --> 00:08:06.040]  回到羅馬的地方
[00:08:06.040 --> 00:08:08.360]  就讓他做玉景
[00:08:08.360 --> 00:08:11.120]  我不知道怎麼可以有一個更好的翻譯
[00:08:11.120 --> 00:08:13.240]  但一定不是玉卒
[00:08:13.240 --> 00:08:14.520]  一定不是玉景
[00:08:14.520 --> 00:08:18.040]  所以這個人是一個
[00:08:18.040 --> 00:08:22.320]  是一個忠心於凱撒的大將軍
[00:08:22.320 --> 00:08:23.160]  你可以這麼說
[00:08:23.160 --> 00:08:25.000]  曾幾何時是一個老將軍
[00:08:25.000 --> 00:08:28.080]  所以你發覺他一覺得自己失職的時候
[00:08:28.080 --> 00:08:30.080]  他第一個反應是什麼
[00:08:30.080 --> 00:08:31.040]  自殺
[00:08:31.040 --> 00:08:33.800]  好像那些日本人
[00:08:33.800 --> 00:08:35.000]  天皇
[00:08:35.000 --> 00:08:37.400]  於是要自己捅自己一刀
[00:08:37.400 --> 00:08:39.400]  這個人怕不怕死
[00:08:39.400 --> 00:08:40.480]  不怕死
[00:08:40.480 --> 00:08:42.520]  他不是畏罪自殺
[00:08:42.520 --> 00:08:44.680]  他是忠心自殺
[00:08:44.680 --> 00:08:47.080]  因為他覺得他一輩子
[00:08:47.080 --> 00:08:50.640]  他就侍奉一個軍王叫做凱撒
[00:08:50.640 --> 00:08:53.240]  然後他就拔刀自殺
[00:08:53.240 --> 00:08:56.920]  保羅說你不要跟著玉卒戰戰兢兢
[00:08:56.920 --> 00:08:59.400]  為什麼他戰戰兢兢
[00:08:59.400 --> 00:09:02.520]  我相信他其實之前你知道發生什麼事
[00:09:02.520 --> 00:09:05.440]  保羅和西拉在裡面唱詩
[00:09:05.440 --> 00:09:07.600]  他看著保羅和西拉被人抓
[00:09:07.600 --> 00:09:09.560]  他看著保羅和西拉在唱詩
[00:09:09.560 --> 00:09:10.680]  他看著保羅
[00:09:10.680 --> 00:09:13.440]  他聽到保羅在裡面分享的福音
[00:09:13.440 --> 00:09:15.080]  知道他分享的福音裡面
[00:09:15.080 --> 00:09:17.320]  講到有另外一個軍王叫做耶穌
[00:09:17.320 --> 00:09:18.480]  你明白嗎
[00:09:18.480 --> 00:09:20.000]  當然他不以為然
[00:09:20.000 --> 00:09:21.320]  他不覺得耶穌是真的
[00:09:21.320 --> 00:09:23.360]  直到這一刻他開始覺得
[00:09:23.360 --> 00:09:24.440]  原來耶穌是真的
[00:09:24.440 --> 00:09:26.840]  於是他俯伏在保羅的面前
[00:09:26.840 --> 00:09:28.960]  不是因為他騰雞
[00:09:28.960 --> 00:09:30.240]  是因為他開始知道
[00:09:30.240 --> 00:09:35.560]  他們所說的耶穌是一個真實的軍王
[00:09:35.560 --> 00:09:37.880]  所以我不知道你會不會覺得後面很怪
[00:09:37.880 --> 00:09:40.520]  這個玉卒如果他是這麼低等的動物
[00:09:40.520 --> 00:09:43.360]  怎麼可以請保羅回家吃飯呢
[00:09:43.360 --> 00:09:45.080]  有沒有想過
[00:09:45.080 --> 00:09:47.000]  有沒有想過怎麼可以請保羅回去吃飯
[00:09:47.000 --> 00:09:49.320]  又幫他洗傷口
[00:09:49.320 --> 00:09:51.120]  大排筵席這麼晚
[00:09:51.120 --> 00:09:51.880]  為什麼
[00:09:51.880 --> 00:09:53.920]  因為他有米
[00:09:53.920 --> 00:09:55.240]  因為這個人有權
[00:09:55.240 --> 00:09:57.600]  他不是偷偷地將保羅帶出去
[00:09:57.600 --> 00:10:00.480]  他是有令牌將保羅帶出去
[00:10:00.480 --> 00:10:04.680]  在家裡大排筵席請他吃飯
[00:10:04.680 --> 00:10:08.280]  為什麼當福音傳到皮納比的書
[00:10:08.280 --> 00:10:11.600]  他除了那個呂帝亞的故事之外
[00:10:11.600 --> 00:10:14.920]  他用這個玉卒信主
[00:10:14.920 --> 00:10:17.760]  來作為福音故事的結束
[00:10:17.760 --> 00:10:18.720]  你知道為什麼嗎
[00:10:18.720 --> 00:10:22.120]  因為一個軍人一個玉警
[00:10:22.120 --> 00:10:23.440]  一個裝飾兵
[00:10:23.440 --> 00:10:28.080]  最明白什麼叫做跟隨一個軍王
[00:10:28.080 --> 00:10:30.120]  當他信主的時候
[00:10:30.120 --> 00:10:32.280]  他不是說我買一份保險
[00:10:32.280 --> 00:10:33.600]  當玉卒信主的時候
[00:10:33.600 --> 00:10:34.560]  他告訴我
[00:10:34.560 --> 00:10:38.200]  我現在不服侍凱撒
[00:10:38.200 --> 00:10:41.320]  我服侍耶穌
[00:10:41.320 --> 00:10:44.240]  你明白嗎
[00:10:44.240 --> 00:10:46.880]  他從前不怕為凱撒而死
[00:10:46.880 --> 00:10:49.680]  他今天不怕為耶穌而亡
[00:10:49.680 --> 00:10:51.920]  你明白嗎
[00:10:51.920 --> 00:10:53.920]  而這個人最後是怎樣
[00:10:53.920 --> 00:10:56.360]  滿心喜樂
[00:10:56.360 --> 00:11:00.040]  他現在活著
[00:11:00.040 --> 00:11:04.080]  要做上帝眼中看不見的事情
[00:11:04.080 --> 00:11:05.200]  我結束的時候
[00:11:05.200 --> 00:11:08.760]  我最喜歡和你分享
[00:11:08.760 --> 00:11:13.080]  Betty Stam的一個祈禱
[00:11:13.080 --> 00:11:16.160]  應該是我們每個人的祈禱
[00:11:16.160 --> 00:11:19.640]  Betty Stam在她十八歲那年
[00:11:19.640 --> 00:11:21.480]  做了一個祈禱
[00:11:21.480 --> 00:11:23.000]  她說主啊我願意放下
