
[00:00:00.000 --> 00:00:02.640]  大家好 歡迎大家一起來敬拜上帝
[00:00:02.640 --> 00:00:04.240]  我是鄭牧師 早晨
[00:00:04.240 --> 00:00:06.080]  早晨
[00:00:06.080 --> 00:00:09.080]  好 我們一直都在學習
[00:00:09.080 --> 00:00:11.840]  很難有一本書 《希伯來書》
[00:00:11.840 --> 00:00:13.040]  不容易
[00:00:13.040 --> 00:00:15.120]  但是透過我們一路這樣去講解
[00:00:15.120 --> 00:00:17.320]  一起大家去研究
[00:00:17.320 --> 00:00:19.400]  去明白上帝話語
[00:00:19.400 --> 00:00:22.080]  都一切迎刃而解 是不是 兄哥
[00:00:22.080 --> 00:00:24.240]  上個星期如果你有來送拜
[00:00:24.240 --> 00:00:26.480]  你都聽過潘牧師
[00:00:26.480 --> 00:00:27.240]  都跟我們分享
[00:00:27.240 --> 00:00:28.520]  繼續講到大祭司
[00:00:28.520 --> 00:00:30.000]  所以叫我們大祭司
[00:00:30.000 --> 00:00:31.160]  它有一個特質
[00:00:31.160 --> 00:00:32.960]  那個特質是什麼
[00:00:32.960 --> 00:00:34.920]  它凡事都受過試探
[00:00:34.920 --> 00:00:37.000]  但是它勝過
[00:00:37.000 --> 00:00:40.240]  試探這個題目是我們作為信徒
[00:00:40.240 --> 00:00:43.800]  是一生一世都會面對的問題
[00:00:43.800 --> 00:00:46.080]  所以我們今天繼續去探討
[00:00:46.080 --> 00:00:47.000]  在我們一生當中
[00:00:47.000 --> 00:00:49.360]  遇到大大小小的試探的時候
[00:00:49.360 --> 00:00:52.120]  你會發覺其實每一個試探
[00:00:52.120 --> 00:00:53.480]  不是要弄我們的
[00:00:53.480 --> 00:00:56.640]  真的是讓我們對神信心的考驗
[00:00:56.640 --> 00:00:57.640]  是不是
[00:00:57.640 --> 00:00:59.320]  如果沒有了試探的時候
[00:00:59.320 --> 00:01:01.520]  你會覺得
[00:01:01.520 --> 00:01:03.680]  你到底有多相信上帝呢
[00:01:03.680 --> 00:01:06.200]  你有多真實現在跟上帝的關係是怎樣
[00:01:06.200 --> 00:01:07.600]  你可能不知道
[00:01:07.600 --> 00:01:09.640]  有人就說聰明的人是怎樣的呢
[00:01:09.640 --> 00:01:11.760]  聰明的人是會預備的
[00:01:11.760 --> 00:01:13.920]  愚蠢的人就會去逃避
[00:01:13.920 --> 00:01:16.520]  我不知道你是愚蠢的人還是聰明的人
[00:01:16.520 --> 00:01:19.720]  但是當試探來到我們信徒的生命當中
[00:01:19.720 --> 00:01:20.960]  或者我們人生當中
[00:01:20.960 --> 00:01:23.120]  我們會發覺
[00:01:23.120 --> 00:01:25.360]  我們是不可以預備的 是不是
[00:01:25.360 --> 00:01:27.560]  你有沒有人可以一早預備
[00:01:27.560 --> 00:01:29.000]  說明是試探
[00:01:29.000 --> 00:01:30.720]  他不會讓你預備得到
[00:01:30.720 --> 00:01:32.960]  試探來到的時候你又能不能逃避呢
[00:01:32.960 --> 00:01:35.760]  其實你是逃避不了的 是不是
[00:01:35.760 --> 00:01:36.720]  所以在試探面前
[00:01:36.720 --> 00:01:38.840]  我們所有人又不是聰明人
[00:01:38.840 --> 00:01:40.200]  又不是愚蠢人
[00:01:40.200 --> 00:01:43.000]  我們是什麼人
[00:01:43.000 --> 00:01:44.800]  我們是中國人
[00:01:44.800 --> 00:01:48.520]  不是 我們是無助的人
[00:01:48.520 --> 00:01:50.040]  這個跟我們民族沒有關係的
[00:01:50.040 --> 00:01:51.680]  我們只不過是一些無助的人
[00:01:51.680 --> 00:01:52.960]  很無助
[00:01:52.960 --> 00:01:55.760]  但是你又要記得你的身份是
[00:01:55.760 --> 00:01:57.880]  神的兒子 神的兒女
[00:01:57.880 --> 00:01:59.120]  你是基督徒
[00:01:59.120 --> 00:02:00.520]  你可以做一件事
[00:02:00.520 --> 00:02:01.720]  其他人沒有辦法做的
[00:02:01.720 --> 00:02:03.600]  你最厲害了
[00:02:03.600 --> 00:02:05.600]  是什麼
[00:02:05.600 --> 00:02:08.280]  祈禱
[00:02:08.280 --> 00:02:10.360]  不夠肉感
[00:02:10.360 --> 00:02:12.920]  你可以怎樣
[00:02:12.920 --> 00:02:13.920]  呼喊
[00:02:13.920 --> 00:02:15.440]  這個名字太熟練了
[00:02:15.440 --> 00:02:17.240]  還有呢
[00:02:17.240 --> 00:02:18.920]  金食
[00:02:18.920 --> 00:02:20.560]  沒有口福
[00:02:20.560 --> 00:02:22.640]  我們可以喊救命
[00:02:22.640 --> 00:02:24.360]  我們向上看 喊救命
[00:02:24.360 --> 00:02:25.160]  向耶穌喊救命
[00:02:25.160 --> 00:02:27.760]  因為那一刻其實你真的做不了很多事情
[00:02:27.760 --> 00:02:29.160]  在你最無助的時候你喊救命
[00:02:29.160 --> 00:02:30.120]  我記得我那時候
[00:02:30.120 --> 00:02:32.000]  很多年前我去了一個短宣
[00:02:32.000 --> 00:02:33.320]  去山區的
[00:02:33.320 --> 00:02:35.720]  當時年輕
[00:02:35.720 --> 00:02:36.800]  年紀小
[00:02:36.800 --> 00:02:37.800]  去到的時候
[00:02:37.800 --> 00:02:39.880]  那個人是很旺盛的
[00:02:39.880 --> 00:02:41.680]  晚上也很累
[00:02:41.680 --> 00:02:44.120]  經常這樣去探訪
[00:02:44.120 --> 00:02:45.640]  去上山
[00:02:45.640 --> 00:02:49.640]  去跟那些小熟民族的人去交通
[00:02:49.640 --> 00:02:50.880]  傳福音
[00:02:50.880 --> 00:02:52.200]  晚上很累
[00:02:52.200 --> 00:02:53.400]  晚上的時候
[00:02:53.400 --> 00:02:56.400]  在我朦朦朧朧睡覺的時候
[00:02:56.400 --> 00:03:00.320]  突然間睡覺旁邊有幾個小朋友在玩
[00:03:00.320 --> 00:03:01.680]  我不認識他們
[00:03:01.680 --> 00:03:05.840]  他們穿著那些小熟民族的服裝在玩
