
[00:00:00.000 --> 00:00:02.000]  請姐妹早晨
[00:00:02.000 --> 00:00:03.000]  早晨
[00:00:03.000 --> 00:00:08.000]  我不知道我們每一日的生活狀態是怎樣
[00:00:08.000 --> 00:00:10.000]  你的工作狀態是怎樣
[00:00:10.000 --> 00:00:12.000]  會不會都好匆忙
[00:00:12.000 --> 00:00:14.000]  有些形形亦亦
[00:00:14.000 --> 00:00:17.000]  如果你是家庭主婦
[00:00:17.000 --> 00:00:19.000]  或者每一日好匆忙
[00:00:19.000 --> 00:00:21.000]  照顧小朋友上學
[00:00:21.000 --> 00:00:23.000]  買餸煮飯洗完碗
[00:00:23.000 --> 00:00:26.000]  跟住又一覺睡醒
[00:00:26.000 --> 00:00:28.000]  又要想下第二餐吃什麼餸
[00:00:28.000 --> 00:00:34.000]  我們每一日都是這樣的生活工作循環當中
[00:00:34.000 --> 00:00:36.000]  會不會你都會覺得
[00:00:36.000 --> 00:00:41.000]  好像表面都很好
[00:00:41.000 --> 00:00:44.000]  但其實內裏面有很大的壓力
[00:00:44.000 --> 00:00:48.000]  有很多時候我們上班甚至出街
[00:00:48.000 --> 00:00:53.000]  我們都是將我們最好的一面擺出來
[00:00:53.000 --> 00:00:56.000]  但其實心裏面的困難壓力
[00:00:56.000 --> 00:00:59.000]  可能都是只有自己才知道
[00:00:59.000 --> 00:01:03.000]  在國內的外資企業的白領當中
[00:01:03.000 --> 00:01:06.000]  就流行著一個比喻
[00:01:06.000 --> 00:01:09.000]  叫做水鴨子的理論
[00:01:09.000 --> 00:01:11.000]  講緊那些鴨仔
[00:01:11.000 --> 00:01:12.000]  大家見過那些鴨仔
[00:01:12.000 --> 00:01:15.000]  在水面上游的時候
[00:01:15.000 --> 00:01:18.000]  他們好似好自然好輕鬆
[00:01:18.000 --> 00:01:20.000]  好自由自在
[00:01:20.000 --> 00:01:24.000]  抬高個頭好似好有自信
[00:01:24.000 --> 00:01:30.000]  但其實在水底的兩隻腳
[00:01:30.000 --> 00:01:34.000]  要不斷努力地爬
[00:01:34.000 --> 00:01:39.000]  才能保持游來游去和平衡
[00:01:39.000 --> 00:01:44.000]  這正正是我們看不到或忽略了的部分
[00:01:44.000 --> 00:01:48.000]  水鴨子的理論是這樣講的
[00:01:48.000 --> 00:01:51.000]  講緊我們平時生活的狀態
[00:01:51.000 --> 00:01:53.000]  特別是我們的職場裏面
[00:01:53.000 --> 00:01:55.000]  像這隻鴨仔一樣
[00:01:55.000 --> 00:01:59.000]  一方面表面上我們好似好自信
[00:01:59.000 --> 00:02:05.000]  但另一方面其實我們永不止息地努力
[00:02:05.000 --> 00:02:10.000]  自信加上這種努力就代表成功
[00:02:10.000 --> 00:02:15.000]  這是坊間給我們的職場智慧
[00:02:15.000 --> 00:02:19.000]  我們面對很多競爭的環境
[00:02:19.000 --> 00:02:22.000]  壓力好像經常追著我們
[00:02:22.000 --> 00:02:24.000]  像這隻鴨仔一樣
[00:02:24.000 --> 00:02:28.000]  一個不小心就會翻艇掉下水
[00:02:28.000 --> 00:02:30.000]  究竟我們作為基督徒
[00:02:30.000 --> 00:02:36.000]  我們怎樣看坊間水鴨的職場智慧呢
[00:02:36.000 --> 00:02:38.000]  無論我們是否基督徒
[00:02:38.000 --> 00:02:42.000]  其實我們都面對生活的起伏和困難
[00:02:42.000 --> 00:02:44.000]  面對我們的工作
[00:02:44.000 --> 00:02:47.000]  所以你會發現其實非基督徒
[00:02:47.000 --> 00:02:52.000]  他們都問怎樣面對工作壓力這一類的問題
[00:02:52.000 --> 00:02:58.000]  所以坊間的職場智慧可能會給我們一些共鳴
[00:02:58.000 --> 00:03:00.000]  但我們想真一點
[00:03:00.000 --> 00:03:05.000]  可能又覺得他好像有些什麼不對
[00:03:05.000 --> 00:03:10.000]  好像是似是而非的一些說法
[00:03:10.000 --> 00:03:16.000]  似是而非正正就是我們每一天面對的情況
[00:03:16.000 --> 00:03:20.000]  我們每一天在我們的工作生活裏
[00:03:20.000 --> 00:03:24.000]  其實這個世界都在教我們一些價值觀
[00:03:24.000 --> 00:03:28.000]  這些價值觀可能和我們信仰不同
[00:03:28.000 --> 00:03:30.000]  但它又不能完全錯
[00:03:30.000 --> 00:03:36.000]  我經常說如果那些理論是完全錯的
[00:03:36.000 --> 00:03:37.000]  我們沒有那麼蠢
[00:03:37.000 --> 00:03:39.000]  當然不會被它騙到
[00:03:39.000 --> 00:03:43.000]  但總是它有一部份講了真實
[00:03:43.000 --> 00:03:45.000]  但又不完全正確
[00:03:45.000 --> 00:03:50.000]  這個時候我們如果不是很留心地回到神那裏
[00:03:50.000 --> 00:03:54.000]  回到聖經那裏去看真相的時候
[00:03:54.000 --> 00:03:57.000]  就很容易跟隨這個世界
[00:03:57.000 --> 00:03:59.000]  被它的價值觀影響
[00:03:59.000 --> 00:04:02.000]  我今天選了一段經文
[00:04:02.000 --> 00:04:07.000]  經文記載在《雅各書》四章十三至十七節
[00:04:07.000 --> 00:04:09.000]  我們試試一起讀
[00:04:09.000 --> 00:04:12.000]  《雅各書》四章十三節
[00:04:12.000 --> 00:04:15.000]  你們有話說
[00:04:15.000 --> 00:04:19.000]  今天明天我們要往那城去
[00:04:19.000 --> 00:04:21.000]  在那裏住一年
[00:04:21.000 --> 00:04:23.000]  做買賣得利
[00:04:23.000 --> 00:04:25.000]  其實明天如何
[00:04:25.000 --> 00:04:27.000]  你們還不知道
[00:04:27.000 --> 00:04:29.000]  你們的生命是什麼呢
[00:04:29.000 --> 00:04:32.000]  你們原來是一片雲霧
[00:04:32.000 --> 00:04:35.000]  出現笑時就不見了
[00:04:35.000 --> 00:04:37.000]  你們只當說
[00:04:37.000 --> 00:04:38.000]  主若願意
[00:04:38.000 --> 00:04:40.000]  我們就可以活著
[00:04:40.000 --> 00:04:42.000]  也可以做這事
[00:04:42.000 --> 00:04:44.000]  或做那事
[00:04:44.000 --> 00:04:47.000]  現今你們竟以張狂誇口
[00:04:47.000 --> 00:04:50.000]  凡這樣誇口都是惡的
[00:04:50.000 --> 00:04:52.000]  人若知道行善
[00:04:52.000 --> 00:04:53.000]  卻不去行
[00:04:53.000 --> 00:04:56.000]  這就是他的罪了
[00:04:56.000 --> 00:04:57.000]  經文講到
[00:04:57.000 --> 00:04:59.000]  我們不知道明天會怎樣
[00:04:59.000 --> 00:05:02.000]  預計的買賣未必會做到
[00:05:02.000 --> 00:05:05.000]  我不知道在在有沒有生意人
[00:05:05.000 --> 00:05:12.000]  其實我們想像任何生意都有計算不到的問題
[00:05:12.000 --> 00:05:16.000]  即使有時見到上市公司的招股書
[00:05:16.000 --> 00:05:18.000]  整本電話簿那麼厚
[00:05:18.000 --> 00:05:21.000]  就告訴你很多風險
[00:05:21.000 --> 00:05:25.000]  為什麼雅各要用一個這樣的例子
[00:05:25.000 --> 00:05:29.000]  去講一些很顯淺的道理呢
[00:05:29.000 --> 00:05:34.000]  我們估計當時的信徒誤會了
[00:05:34.000 --> 00:05:37.000]  他們以為跟隨耶穌的時候
[00:05:37.000 --> 00:05:40.000]  就可以讓他們避過工作的勞苦
[00:05:40.000 --> 00:05:44.000]  又或者避過那些人生掌握不到
[00:05:44.000 --> 00:05:46.000]  不如意的事
[00:05:46.000 --> 00:05:50.000]  雅各的說話是要我們想清楚
[00:05:50.000 --> 00:05:53.000]  人是不能控制一切
[00:05:53.000 --> 00:05:56.000]  我們必須調整我們的視野
[00:05:56.000 --> 00:06:00.000]  去看眼前神讓我們面對的處境
[00:06:00.000 --> 00:06:03.000]  和祂在當中怎樣帶領我們
[00:06:03.000 --> 00:06:07.000]  表面上這似乎是工作計劃
[00:06:07.000 --> 00:06:09.000]  買賣的問題
[00:06:09.000 --> 00:06:13.000]  但其實更加是一個深層的靈性問題
[00:06:13.000 --> 00:06:16.000]  因為經文其實告訴我們
[00:06:16.000 --> 00:06:20.000]  我們要在神裡面不斷去聽
[00:06:20.000 --> 00:06:23.000]  去看祂的心意
[00:06:23.000 --> 00:06:26.000]  以至到上帝在我們的生活當中
[00:06:26.000 --> 00:06:30.000]  祂可以教導和更新帶領我們
[00:06:30.000 --> 00:06:33.000]  生意人假設了自己
[00:06:33.000 --> 00:06:36.000]  可以控制自己的事業和方向
[00:06:36.000 --> 00:06:38.000]  但對於雅各來說
[00:06:38.000 --> 00:06:40.000]  這是很不聰明的
[00:06:40.000 --> 00:06:44.000]  因為這些人以明日自誇
[00:06:44.000 --> 00:06:50.000]  我們以為在我們的工作崗位裡
[00:06:50.000 --> 00:06:52.000]  都是一個職員仔
[00:06:52.000 --> 00:06:54.000]  一個小薯仔
[00:06:54.000 --> 00:06:56.000]  沒有什麼話事權
[00:06:56.000 --> 00:07:00.000]  所以當我們要去做什麼使命的時候
[00:07:00.000 --> 00:07:02.000]  我們會覺得有些困難
[00:07:02.000 --> 00:07:06.000]  或者我們會覺得將來我們多些話事能力
[00:07:06.000 --> 00:07:08.000]  甚至做了老闆
[00:07:08.000 --> 00:07:12.000]  就可以安排我們要做的事
[00:07:12.000 --> 00:07:14.000]  就可以做多些
[00:07:14.000 --> 00:07:17.000]  但我年輕的時候
[00:07:17.000 --> 00:07:19.000]  我就已經發覺
[00:07:19.000 --> 00:07:22.000]  其實生意人或者老闆
[00:07:22.000 --> 00:07:28.000]  他們最明白自己是掌握不了明天
[00:07:28.000 --> 00:07:31.000]  更加有很多不同的壓力
[00:07:31.000 --> 00:07:34.000]  好像綁實他們一樣
[00:07:34.000 --> 00:07:39.000]  所以不要想像你去到某一個崗位裡
[00:07:39.000 --> 00:07:42.000]  到時就可以為神做些什麼
[00:07:42.000 --> 00:07:44.000]  為神要做一些事
[00:07:44.000 --> 00:07:46.000]  今時今日就已經可以
[00:07:46.000 --> 00:07:48.000]  就已經要開始
[00:07:48.000 --> 00:07:50.000]  我記得我年輕的時候
[00:07:50.000 --> 00:07:54.000]  我在一間會計師事務所工作
[00:07:54.000 --> 00:08:00.000]  不知道在在有沒有核數師樓工作的弟兄姊妹
[00:08:00.000 --> 00:08:04.000]  會計師樓是合伙制的
[00:08:04.000 --> 00:08:06.000]  所以老闆有一大班
[00:08:06.000 --> 00:08:08.000]  有好幾個老闆
[00:08:08.000 --> 00:08:14.000]  小職員因為要經常去其他客戶那裡核數
[00:08:14.000 --> 00:08:16.000]  所以沒有固定的位置坐
[00:08:16.000 --> 00:08:20.000]  回到公司有位置就可以坐
[00:08:20.000 --> 00:08:22.000]  後來我做了幾年之後
[00:08:22.000 --> 00:08:25.000]  就升了經理
[00:08:25.000 --> 00:08:27.000]  我就發現不錯
[00:08:27.000 --> 00:08:30.000]  有一間小房間給你坐
[00:08:30.000 --> 00:08:32.000]  但最特別的地方
[00:08:32.000 --> 00:08:37.000]  那間房間對著維多利亞港最美的景
[00:08:37.000 --> 00:08:39.000]  還可以看到煙花的景
[00:08:39.000 --> 00:08:41.000]  我就覺得有點奇怪
[00:08:41.000 --> 00:08:44.000]  為什麼這麼好呢
[00:08:44.000 --> 00:08:46.000]  原來我發現
[00:08:46.000 --> 00:08:51.000]  每一年老闆級的合伙人
[00:08:51.000 --> 00:08:54.000]  他們就會找風水師來看風水
[00:08:54.000 --> 00:08:59.000]  看看今年應該坐的方向是怎麼樣
[00:08:59.000 --> 00:09:04.000]  如果你看過電影、電視劇
[00:09:04.000 --> 00:09:06.000]  通常會計師、律師樓
[00:09:06.000 --> 00:09:10.000]  那些間房是用深啡色的木板
[00:09:10.000 --> 00:09:12.000]  那些木板其實是可以動的
[00:09:12.000 --> 00:09:15.000]  於是風水師就會告訴他們
[00:09:15.000 --> 00:09:19.000]  今年應該開中門還是左門和右門
[00:09:19.000 --> 00:09:23.000]  每年就會裝修一次
[00:09:23.000 --> 00:09:26.000]  所以多謝這些風水師
[00:09:26.000 --> 00:09:28.000]  我們這些低級的經理仔
[00:09:28.000 --> 00:09:30.000]  就可以有無敵海景
[00:09:30.000 --> 00:09:32.000]  當時我就發現
[00:09:32.000 --> 00:09:35.000]  人心是多麼不安
[00:09:35.000 --> 00:09:39.000]  這些都不是沒有學識的人
[00:09:39.000 --> 00:09:42.000]  都是專業人士 讀了很多年書
[00:09:42.000 --> 00:09:48.000]  但是他們依然對明天沒有把握
[00:09:48.000 --> 00:09:50.000]  生命的把握
[00:09:50.000 --> 00:09:52.000]  在我們順境的時候
[00:09:52.000 --> 00:09:55.000]  可能好像很實在
[00:09:55.000 --> 00:09:57.000]  不過我們實在知道
[00:09:57.000 --> 00:10:00.000]  生命其實不是我們掌握
[00:10:00.000 --> 00:10:03.000]  有時候好像懸於一線
[00:10:03.000 --> 00:10:07.000]  特別是今天我們面對一個很紛亂的世界
[00:10:07.000 --> 00:10:11.000]  每天早上起床 扭開電視機
[00:10:11.000 --> 00:10:15.000]  你都不知道世界哪個角落
[00:10:15.000 --> 00:10:19.000]  發生了一些騷亂、天災人禍的事情
[00:10:19.000 --> 00:10:23.000]  樣樣我們估算不到的事情都可以發生
[00:10:23.000 --> 00:10:28.000]  近的公司改組或者人事的變遷
