
[00:00:00.000 --> 00:00:06.000]  各位靈姐妹,讓我們先低頭禱告 仰望神
[00:00:06.000 --> 00:00:13.000]  親愛的天父,你的話語是何等寶貴
[00:00:13.000 --> 00:00:18.000]  今天我們會繼續來討論啟示錄的訊息
[00:00:18.000 --> 00:00:22.000]  其實當中雖然有很多象徵的寓言
[00:00:22.000 --> 00:00:27.000]  但是裡面的訊息對我們有很多提醒
[00:00:27.000 --> 00:00:30.000]  願主的聖靈在我們當中蘊含
[00:00:30.000 --> 00:00:33.000]  叫我們去領受你的話語
[00:00:33.000 --> 00:00:37.000]  並且有信服的心去聆聽
[00:00:37.000 --> 00:00:40.000]  祈禱奉主耶穌基督的名頭
[00:00:40.000 --> 00:00:45.000]  請我們打開剛才所讀的啟示錄十八章
[00:00:45.000 --> 00:00:50.000]  啟示錄是用很多象徵性的寓言
[00:00:50.000 --> 00:00:53.000]  所以說啟示錄的時候
[00:00:53.000 --> 00:00:56.000]  是適宜先解釋經文的意思
[00:00:56.000 --> 00:01:00.000]  然後才作出一些反省和應用
[00:01:00.000 --> 00:01:06.000]  所以請大家耐心聆聽這段經文的解釋
[00:01:06.000 --> 00:01:08.000]  啟示錄十八章
[00:01:08.000 --> 00:01:11.000]  今天我們是由十一節讀到廿四節
[00:01:11.000 --> 00:01:17.000]  其實這段應該由第九節開始至廿四節
[00:01:17.000 --> 00:01:24.000]  九節至十九節是由三組哀歌來組成
[00:01:24.000 --> 00:01:26.000]  九節至十一節
[00:01:26.000 --> 00:01:28.000]  十一節至十七節
[00:01:28.000 --> 00:01:31.000]  十七節至十九節
[00:01:31.000 --> 00:01:36.000]  他們分別都是哀悼大巴比倫城的滅亡
[00:01:36.000 --> 00:01:42.000]  巴比倫其實是象徵了歷代敵黨神的群體
[00:01:42.000 --> 00:01:46.000]  它的政治經濟是非常強大
[00:01:46.000 --> 00:01:49.000]  古代有敵黨神的巴比倫帝國
[00:01:49.000 --> 00:01:51.000]  在約翰這個時代
[00:01:51.000 --> 00:01:54.000]  大家知道約翰是作者
[00:01:54.000 --> 00:02:01.000]  他以巴比倫來比喻當時的羅馬帝國
[00:02:01.000 --> 00:02:07.000]  巴比倫其實也象徵著將來在末世的時候
[00:02:07.000 --> 00:02:13.000]  所有強大而敵黨神的政治和經濟體系
[00:02:13.000 --> 00:02:18.000]  這三組哀歌分別有五個共同點
[00:02:18.000 --> 00:02:21.000]  第一個共同點就是
[00:02:21.000 --> 00:02:24.000]  三組眾唱哀歌的人
[00:02:24.000 --> 00:02:29.000]  都曾經靠攏巴比倫大城和他勾結
[00:02:29.000 --> 00:02:31.000]  並且發財
[00:02:31.000 --> 00:02:34.000]  我們看第九節上半節
[00:02:34.000 --> 00:02:39.000]  地上的眾王就是跟他一同行邪淫
[00:02:39.000 --> 00:02:42.000]  驕奢無道的
[00:02:42.000 --> 00:02:46.000]  第十五節的上半節
[00:02:46.000 --> 00:02:49.000]  要說販賣這些貨物
[00:02:49.000 --> 00:02:52.000]  藉著他發了財的商人
[00:02:52.000 --> 00:02:56.000]  最後是十九節的下半節
[00:02:56.000 --> 00:02:58.000]  凡有船航行海上的
[00:02:58.000 --> 00:03:02.000]  都因這成的財寶發了財
[00:03:02.000 --> 00:03:06.000]  證明它的勢力是很強大
[00:03:06.000 --> 00:03:08.000]  就好像今天
[00:03:08.000 --> 00:03:11.000]  我們見到美國的股市一升
[00:03:11.000 --> 00:03:14.000]  全球股市都會升
[00:03:14.000 --> 00:03:16.000]  當美國股災的時候
[00:03:16.000 --> 00:03:18.000]  全球都會有股災
[00:03:18.000 --> 00:03:20.000]  大家都看它的頭
[00:03:20.000 --> 00:03:23.000]  它的影響是很大的
[00:03:23.000 --> 00:03:26.000]  中國的勢力也都越來越大
[00:03:26.000 --> 00:03:29.000]  其實海外不少的國家
[00:03:29.000 --> 00:03:32.000]  都有很多的投資
[00:03:32.000 --> 00:03:35.000]  都是中國放進去的
[00:03:35.000 --> 00:03:38.000]  我曾經去過老撾
[00:03:38.000 --> 00:03:40.000]  真的覺得
[00:03:40.000 --> 00:03:42.000]  它好像中國一個省一樣
[00:03:42.000 --> 00:03:44.000]  因為撥了幾塊大的地
[00:03:44.000 --> 00:03:47.000]  建了中國城
[00:03:47.000 --> 00:03:50.000]  幾千戶的人可以在那裏住
[00:03:50.000 --> 00:03:54.000]  所以中國的勢力其實都很大
[00:03:54.000 --> 00:03:57.000]  不少的國家都靠攏中國
[00:03:57.000 --> 00:03:59.000]  第二個共通點
[00:03:59.000 --> 00:04:01.000]  就是每一段都有寫
[00:04:01.000 --> 00:04:04.000]  他們是遠遠地站著
[00:04:04.000 --> 00:04:07.000]  第十節十五節十七節都有說的
[00:04:07.000 --> 00:04:11.000]  這個可能是作者寫哀歌的一種手法
[00:04:11.000 --> 00:04:13.000]  表示這個大城
[00:04:13.000 --> 00:04:16.000]  所遭遇的慘況
[00:04:16.000 --> 00:04:20.000]  不是這三組人不同情這個大城
[00:04:20.000 --> 00:04:23.000]  他們只能夠遠遠站著
[00:04:23.000 --> 00:04:25.000]  冷眼旁觀
[00:04:25.000 --> 00:04:28.000]  因為沒有人能夠救這個大城
[00:04:28.000 --> 00:04:31.000]  來脫離神的陣路
[00:04:31.000 --> 00:04:33.000]  第三個共通點
[00:04:33.000 --> 00:04:35.000]  就是第一第二組的人
[00:04:35.000 --> 00:04:39.000]  都說到因害怕他所受的痛苦
[00:04:39.000 --> 00:04:41.000]  表示什麼呢
[00:04:41.000 --> 00:04:43.000]  表示巴比倫大城
[00:04:43.000 --> 00:04:46.000]  所遭遇的痛苦是非常之極大
[00:04:46.000 --> 00:04:48.000]  是使人慘不忍睹的
[00:04:48.000 --> 00:04:51.000]  就好像當我們見到我們的親人
[00:04:51.000 --> 00:04:53.000]  受苦的時候
[00:04:53.000 --> 00:04:56.000]  我們都覺得很辛苦
[00:04:56.000 --> 00:04:58.000]  我們不想看
[00:04:58.000 --> 00:05:01.000]  心裏面很難受
[00:05:01.000 --> 00:05:03.000]  第四個共通點
[00:05:03.000 --> 00:05:05.000]  就是這三組人都說
[00:05:05.000 --> 00:05:07.000]  一時之間
[00:05:07.000 --> 00:05:09.000]  第十節下說一時之間
[00:05:09.000 --> 00:05:11.000]  審判就來了
[00:05:11.000 --> 00:05:13.000]  十七節說一時之間
[00:05:13.000 --> 00:05:17.000]  這麼大的財富竟蕩然無存
[00:05:17.000 --> 00:05:19.000]  十九節下
[00:05:19.000 --> 00:05:21.000]  半節都是說到一時之間
[00:05:21.000 --> 00:05:24.000]  他竟成了方牆
[00:05:24.000 --> 00:05:27.000]  一時之間意思就是說
[00:05:27.000 --> 00:05:30.000]  一剎那傾刻之間
[00:05:30.000 --> 00:05:32.000]  這個大城
[00:05:32.000 --> 00:05:35.000]  他的滅亡是非常之迅速的
[00:05:35.000 --> 00:05:38.000]  審判是速速的來到的
[00:05:38.000 --> 00:05:40.000]  最後一個共通點
[00:05:40.000 --> 00:05:43.000]  就是這三組人分別都說了兩次
[00:05:43.000 --> 00:05:46.000]  有和了
[00:05:46.000 --> 00:05:50.000]  是宣佈災禍的降臨
[00:05:50.000 --> 00:05:52.000]  讓我們也來看看
[00:05:52.000 --> 00:05:55.000]  這三組人究竟是什麼人呢
[00:05:55.000 --> 00:05:59.000]  他們怎樣形容這個大城的傾覆呢
[00:05:59.000 --> 00:06:02.000]  第一組人在第九節
[00:06:02.000 --> 00:06:05.000]  說他是地上的縱王
[00:06:05.000 --> 00:06:07.000]  第十節他們說
[00:06:07.000 --> 00:06:11.000]  這大城巴比倫是堅固的城
[00:06:11.000 --> 00:06:13.000]  呂鎮忠亦本說
[00:06:13.000 --> 00:06:15.000]  大有勢力的城
[00:06:15.000 --> 00:06:19.000]  證明這個大城在軍事和政治方面
[00:06:19.000 --> 00:06:22.000]  都很有勢力
[00:06:22.000 --> 00:06:24.000]  約翰的時代
[00:06:24.000 --> 00:06:26.000]  羅馬人相信
[00:06:26.000 --> 00:06:29.000]  羅馬全國和國中所有的資源
[00:06:29.000 --> 00:06:32.000]  都應該集中在羅馬城
[00:06:32.000 --> 00:06:34.000]  有古籍記載
[00:06:34.000 --> 00:06:36.000]  忠臣揀選羅馬城
[00:06:36.000 --> 00:06:38.000]  永遠統治它
[00:06:38.000 --> 00:06:42.000]  引進繁榮安定的黃金時代
[00:06:42.000 --> 00:06:44.000]  這個這麼大這麼有勢力
[00:06:44.000 --> 00:06:46.000]  這麼堅固的城市
[00:06:46.000 --> 00:06:49.000]  竟然在傾刻之間
[00:06:49.000 --> 00:06:54.000]  被臣的審判而傾覆
[00:06:54.000 --> 00:06:57.000]  十一至十七節就是第二組人
