
[00:00:00.000 --> 00:00:04.380]  但我們很感謝上帝 上帝真的透過了不同的人 不同的事
[00:00:04.380 --> 00:00:08.260]  不斷的去跟我們親密的弟兄姊妹去說
[00:00:08.260 --> 00:00:09.940]  祂是一位活著的神
[00:00:09.940 --> 00:00:13.840]  所以跟隔壁的人說 神是活著的
[00:00:13.840 --> 00:00:16.140]  因為如果我們上帝再不跟我們說話
[00:00:16.140 --> 00:00:18.460]  我們真的不知道怎樣走下去
[00:00:18.460 --> 00:00:21.280]  還有面對今年的主題是很美的
[00:00:21.280 --> 00:00:25.400]  高舉基督作王 大家都很辛苦努力去學習
[00:00:25.400 --> 00:00:28.360]  上半年都已經很多挑戰了
[00:00:28.360 --> 00:00:31.660]  但想不到下半年很簡單
[00:00:31.660 --> 00:00:34.700]  見證神就是愛 就是傳福音 大家都知道
[00:00:34.700 --> 00:00:38.620]  但想不到整個狀況都不是那麼容易
[00:00:38.620 --> 00:00:39.960]  整群童工都看著我
[00:00:39.960 --> 00:00:42.660]  那怎麼辦呢 這一季說什麼好呢
[00:00:42.660 --> 00:00:45.140]  我自己很安靜的時候就回想
[00:00:45.140 --> 00:00:49.220]  去年去定這個主題的時候
[00:00:49.220 --> 00:00:53.100]  那段時間是很有感動的時間
[00:00:53.100 --> 00:00:56.340]  因為我們很少會這麼細緻的
[00:00:56.340 --> 00:00:59.620]  將四個季度分為了做分題
[00:00:59.620 --> 00:01:01.340]  其實很少簽這個風格的
[00:01:01.340 --> 00:01:03.180]  但因為去禱告去年很清楚
[00:01:03.180 --> 00:01:04.480]  是一個階段一個階段
[00:01:04.480 --> 00:01:07.540]  一樣一樣的東西 好像砌積木那樣做上去
[00:01:07.540 --> 00:01:10.500]  所以去到最後就是會說傳福音的
[00:01:10.500 --> 00:01:12.340]  但我自己都會反過來看
[00:01:12.340 --> 00:01:15.180]  為什麼那時候我們會用搶救靈魂
[00:01:15.180 --> 00:01:18.940]  這些字眼的 其實都不是很常用的
[00:01:18.940 --> 00:01:21.040]  現在一般都不會這樣說的
[00:01:21.040 --> 00:01:23.320]  特別香港在去年的時間
[00:01:23.320 --> 00:01:26.500]  大家都是一切向好的 大家很開心很快樂
[00:01:26.500 --> 00:01:27.940]  大家都在想去旅行
[00:01:27.940 --> 00:01:29.900]  大家鬥快在那裡讀機票
[00:01:29.900 --> 00:01:32.340]  從來都沒有任何的憂慮的
[00:01:32.340 --> 00:01:35.140]  所以當我自己安靜想想
[00:01:35.140 --> 00:01:37.980]  其實是不是去年跟我說話我聽不到呢
[00:01:37.980 --> 00:01:41.780]  我聽不清楚 究竟有什麼啟示呢
[00:01:41.780 --> 00:01:44.220]  因為去想的時候 如果按人意去看
[00:01:44.220 --> 00:01:46.020]  我們當初是說這件事
[00:01:46.020 --> 00:01:49.420]  是想幫助大家姐妹知道傳福音的重要性的
[00:01:49.420 --> 00:01:52.020]  因為香港實在這麼多年
[00:01:52.020 --> 00:01:54.380]  看到大家一直向好 大家生活都很愉快
[00:01:54.380 --> 00:01:58.540]  傳福音又好像沒有什麼迫切性
[00:01:58.540 --> 00:02:02.700]  加上我們由青衣出來這裡是更加方便
[00:02:02.700 --> 00:02:05.340]  大家上教會上得很開心
[00:02:05.340 --> 00:02:08.180]  順便又去買菜 各區不同吃東西
[00:02:08.180 --> 00:02:09.300]  其實我們很混合的
[00:02:09.300 --> 00:02:13.020]  我們的宗教生活是一點都不分別為勝的
[00:02:13.020 --> 00:02:16.140]  所以我們想不如跟大英姐妹重新再處理一下
[00:02:16.140 --> 00:02:18.300]  這個耶穌基督要回來的主題
[00:02:18.300 --> 00:02:22.060]  因為這個世界是小心一點 不要平安平安
[00:02:22.060 --> 00:02:24.700]  因為突然間可以變壞的
[00:02:24.700 --> 00:02:26.980]  因為羅亞的日子都是這樣的
[00:02:26.980 --> 00:02:28.540]  所以這個趨勢都在想
[00:02:28.540 --> 00:02:30.380]  都會說一下主必在來的訊息
[00:02:30.380 --> 00:02:33.060]  然後呢 選這段經文也是不尋常的
[00:02:33.060 --> 00:02:35.420]  因為一般都是說你們傳福音
[00:02:35.420 --> 00:02:38.220]  示範民族的門徒 都是背那些金句的
[00:02:38.220 --> 00:02:41.740]  在這裡我們是想分享給大家知道上帝的心情的
[00:02:41.740 --> 00:02:43.540]  因為我們說大家都這麼開心
[00:02:43.540 --> 00:02:46.500]  你叫無端端的人傳福音好像很難動的
[00:02:46.500 --> 00:02:49.460]  大英姐妹 不如說一下神的心腸
[00:02:49.460 --> 00:02:53.140]  讓大家都知道上帝其實很緊張人的靈魂得救的
[00:02:53.140 --> 00:02:56.060]  所以其實在一些很片的感動裡面
[00:02:56.060 --> 00:02:59.900]  就定了這個季度的所謂主題
[00:02:59.900 --> 00:03:03.620]  但是真的好像末世一樣
[00:03:03.620 --> 00:03:06.020]  上帝要來的日子是沒有人知道的
[00:03:06.020 --> 00:03:08.660]  我們都想不到還沒有進入到第四季
[00:03:08.660 --> 00:03:12.580]  整個我們生活的環境就已經變了
[00:03:12.580 --> 00:03:15.100]  所以都不用告訴大家什麼叫末世了
[00:03:15.100 --> 00:03:18.220]  大家都已經經歷到 大家很開心的時候
[00:03:18.220 --> 00:03:21.460]  突然間洪水就到 世界就變了
[00:03:21.460 --> 00:03:24.140]  我們在香港一直都是很Powerful
[00:03:24.140 --> 00:03:28.540]  我們是木輪的關係 大家彼此相愛 互相扶持
[00:03:28.540 --> 00:03:32.660]  這裡是不用擔心鎖門 打劫
[00:03:32.660 --> 00:03:36.540]  又不用擔心禁機會被人搶錢
[00:03:36.540 --> 00:03:40.100]  帶著金鏈出街又沒有什麼特別很大的意外
[00:03:40.100 --> 00:03:43.220]  晚上到處都很光環環 光環環的
[00:03:43.220 --> 00:03:47.380]  反而去到別處旅行才發現 嘩 怎麼這麼黑
[00:03:47.380 --> 00:03:49.460]  但是一刻之間
[00:03:49.460 --> 00:03:52.020]  我們就活在一個我們自己都不認識的地方
[00:03:52.020 --> 00:03:56.420]  還有那種心情的忐忑 其實都不需要多說
[00:03:56.420 --> 00:03:58.300]  很多時候 特別我們是有信仰的
[00:03:58.300 --> 00:04:01.900]  在這個階段是比未信主的人更加煩惱
[00:04:01.900 --> 00:04:04.460]  因為很多時候我們見到很多不公平的事
[00:04:04.460 --> 00:04:06.260]  我們經常都要尋求公義
[00:04:06.260 --> 00:04:09.340]  我們覺得上帝在這裡 我們要替上帝做一些事
[00:04:09.340 --> 00:04:12.540]  於是更加是在信仰群裡面
[00:04:12.540 --> 00:04:14.620]  都竟然有很多很多的分歧
[00:04:14.620 --> 00:04:16.740]  究竟怎麼去尋找出路呢
[00:04:16.740 --> 00:04:19.700]  我們這幾個月裡面 大家都不斷在禱告裡面
[00:04:19.700 --> 00:04:20.940]  甚至我們有時候都說
[00:04:20.940 --> 00:04:22.540]  自己一起祈禱都不懂得祈禱
[00:04:22.540 --> 00:04:24.620]  不如自己一個人躲進自己的房間
[00:04:24.620 --> 00:04:27.740]  躲在洞裡 自己來面對一下上帝
[00:04:27.740 --> 00:04:29.740]  看上帝跟我們說些什麼
[00:04:29.740 --> 00:04:33.900]  我自己很感恩 在這個時間是很額外的平安
[00:04:33.900 --> 00:04:38.260]  我常常都形容 我覺得自己是封眼的那種感覺
[00:04:38.260 --> 00:04:40.300]  四周是繽紛繽紛的
[00:04:40.300 --> 00:04:43.020]  自己都很害怕的 心底裡 理性上很害怕
[00:04:43.020 --> 00:04:45.940]  但是不知道為什麼情緒是一點都不害怕
[00:04:45.940 --> 00:04:47.860]  是非常非常之平安
[00:04:47.860 --> 00:04:51.860]  上個星期我們是在這裡慶祝生日
[00:04:51.860 --> 00:04:52.980]  因為這樣的突變
[00:04:52.980 --> 00:04:55.700]  所以我們就用了巴士公司來幫我們
[00:04:55.700 --> 00:04:58.940]  就叫弟兄姊妹不如回來一起 我們載你去
[00:04:58.940 --> 00:05:02.220]  能夠做的事已經是安排得最完善的
[00:05:02.220 --> 00:05:05.140]  我們覺得都沒有辦法 其他就交給主
[00:05:05.140 --> 00:05:07.900]  想不到我們竟然在這裡有五輛車
[00:05:07.900 --> 00:05:10.500]  是五點半集合 五點鐘在這個時間
[00:05:10.500 --> 00:05:12.380]  人山人海在我們裡面的
[00:05:12.380 --> 00:05:14.540]  那些車就是在外面停泊
[00:05:14.540 --> 00:05:15.980]  但是我們都沒有想過
[00:05:15.980 --> 00:05:19.340]  兩點多外面已經是一個這麼恐怖的狀態
[00:05:19.340 --> 00:05:20.860]  完全不知道怎麼處理
[00:05:20.860 --> 00:05:24.820]  很緊張 有些是受傷了
[00:05:24.820 --> 00:05:26.180]  地鐵站不知道怎麼救他上來
[00:05:26.180 --> 00:05:27.940]  有些是從美孚走過來
[00:05:27.940 --> 00:05:30.460]  總之這個電話就不停不停地響
[00:05:30.460 --> 00:05:32.420]  不停地處理同工的提示
[00:05:32.420 --> 00:05:34.540]  在那裡報告 我們經常開著燈節目
[00:05:34.540 --> 00:05:36.140]  你不要揭臉 不要揭臉
[00:05:36.140 --> 00:05:38.740]  很危險的 揭著臉去安裝別人
[00:05:38.740 --> 00:05:41.340]  叫得亂七八糟的時候 我們都感恩
[00:05:41.340 --> 00:05:43.980]  總之就是想起其實後面的街道
[00:05:43.980 --> 00:05:46.220]  我們兒童教會經常都是湧到那裡出口的
[00:05:46.220 --> 00:05:49.100]  不如在那裡上車 因為那裡已經上不了車了
[00:05:49.100 --> 00:05:52.140]  哪裡都不要想了 不如就在那條橫街
[00:05:52.140 --> 00:05:54.260]  所以狀況就是大家很緊張
[00:05:54.260 --> 00:05:56.100]  跟著 跟著 跟著 跟著
[00:05:56.100 --> 00:05:59.780]  我們就很順利 車就駛出去了
[00:05:59.780 --> 00:06:04.380]  我們不知道同時期間前面的玻璃門是受損
[00:06:04.380 --> 00:06:07.220]  到我們回到家裡 回頭看東西的時候
[00:06:07.220 --> 00:06:09.740]  才知道原來旁邊也有受到破壞
[00:06:09.740 --> 00:06:10.820]  我想大家那種驚恐
[00:06:10.820 --> 00:06:14.180]  或者是我身邊的朋友為我們驚恐
[00:06:14.180 --> 00:06:15.540]  因為他們看到我們的名字
[00:06:15.540 --> 00:06:20.100]  所以很多人不停地發WhatsApp來慰問之外
[00:06:20.100 --> 00:06:24.700]  我們自己都不知道怎樣去面對那種所謂的心情
[00:06:24.700 --> 00:06:27.220]  究竟我們應該怎樣去做呢
[00:06:27.220 --> 00:06:29.860]  我自己在主要裡面是很看到
[00:06:29.860 --> 00:06:31.900]  上帝反問我一樣東西的
[00:06:31.900 --> 00:06:37.340]  他問我 其實我們面對著我們自己人類的歷史
[00:06:37.340 --> 00:06:40.500]  自創世紀 人類犯罪之後
[00:06:40.500 --> 00:06:44.940]  其實就應該大結局了 是不是?
[00:06:44.940 --> 00:06:48.580]  犯了罪 那就消滅了
[00:06:48.580 --> 00:06:53.700]  但是為什麼上帝沒有去做審判的工作
[00:06:53.700 --> 00:06:55.380]  反而在那裡擔言呢?
[00:06:55.380 --> 00:06:57.380]  好像我們的主題經文那樣說
[00:06:57.380 --> 00:07:01.460]  一直在那裡等 等到現在我們還在等耶穌基督回來
[00:07:01.460 --> 00:07:04.820]  耶穌基督第二次再來的時候就是審判的時候
[00:07:04.820 --> 00:07:08.660]  但是耶穌基督第一次來卻不是審判的時候
[00:07:08.660 --> 00:07:10.620]  他是一個施恩典的時候
[00:07:10.620 --> 00:07:14.460]  所以我們能夠傳福音 我們有好消息
[00:07:14.460 --> 00:07:17.220]  好消息就不是說 啊 神審判你
[00:07:17.220 --> 00:07:23.060]  好消息是 神不審判你啊 你有得救啊
[00:07:23.060 --> 00:07:27.420]  現在是一個施恩的日子 耶和華的因年度啊
[00:07:27.420 --> 00:07:29.140]  只要你願意相信耶穌基督
[00:07:29.140 --> 00:07:32.060]  只要願意悔改 歸向神的時候
[00:07:32.060 --> 00:07:36.260]  你就可以得到這個神子女的名分
[00:07:36.260 --> 00:07:39.740]  這個就是我們說的福音 是不是?弟兄姊妹
[00:07:39.740 --> 00:07:43.140]  神正一提醒我就是說
[00:07:43.140 --> 00:07:47.820]  你的搶救靈魂就是因為現在還是因年
[00:07:47.820 --> 00:07:50.100]  現在還是有機會的時間
[00:07:50.100 --> 00:07:51.700]  現在不是審判的時間
[00:07:51.700 --> 00:07:55.460]  現在是人還可以靠著信耶穌
[00:07:55.460 --> 00:07:57.900]  可以得永生的時間
[00:07:57.900 --> 00:08:00.300]  我們不要搞錯了我們的方向
[00:08:00.300 --> 00:08:03.060]  我們一直沒有想過那個搶救的迫切性
[00:08:03.060 --> 00:08:05.980]  是因為我們以為信耶穌
[00:08:05.980 --> 00:08:09.460]  得永生是好像任何時間都可以做到
[00:08:09.460 --> 00:08:11.700]  除了大家 即是Touchwood這樣說
[00:08:11.700 --> 00:08:15.420]  即是家長或家人在醫院裡睡危
[00:08:15.420 --> 00:08:19.820]  是見到稍微有些弟兄姊妹很激動之外
[00:08:19.820 --> 00:08:22.020]  快點去探啊 快點去探啊
[00:08:22.020 --> 00:08:24.980]  其實普遍我們在小組裡就算說
[00:08:24.980 --> 00:08:28.540]  為家人祈禱 搞餐會 搞報道會
[00:08:28.540 --> 00:08:30.060]  可不可以邀請家人來呢?
[00:08:30.060 --> 00:08:31.900]  我們的態度都不是很急的
[00:08:31.900 --> 00:08:35.060]  好像覺得很多禮 很多想法
[00:08:35.060 --> 00:08:36.580]  說了很多都不相信
[00:08:36.580 --> 00:08:39.140]  又很怕那些態度 又很怕他們拒絕
[00:08:39.140 --> 00:08:40.860]  總之什麼都怕
[00:08:40.860 --> 00:08:42.060]  但是弟兄姊妹
[00:08:42.060 --> 00:08:47.340]  原來我們能夠講福音傳好消息的日子
[00:08:47.340 --> 00:08:48.860]  真的不是多
[00:08:48.860 --> 00:08:51.700]  現在是我們還可以跟別人說
[00:08:51.700 --> 00:08:54.620]  你信耶穌 你就有平安的了
[00:08:54.620 --> 00:08:58.140]  你信耶穌 你就可以脫離罪的困所
[00:08:58.140 --> 00:09:02.620]  你信耶穌 你就可以離開那些仇恨和苦毒的了
[00:09:02.620 --> 00:09:06.740]  原來現在是我們仍然有這個機會
[00:09:06.740 --> 00:09:08.980]  去傳講真正的福音
[00:09:08.980 --> 00:09:12.340]  但是這個機會不知道什麼時候會完
[00:09:12.340 --> 00:09:14.700]  如果我們真的很清楚
[00:09:14.700 --> 00:09:18.820]  我們傳福音這個工作是這麼重要的時候
[00:09:18.820 --> 00:09:20.700]  弟兄姊妹我們就應該主動
[00:09:20.700 --> 00:09:22.340]  我們應該專心
[00:09:22.340 --> 00:09:24.820]  不要去看究竟你身邊的人
[00:09:24.820 --> 00:09:25.780]  他信還是不信
[00:09:25.780 --> 00:09:28.620]  因為那個不是我們關心的東西
[00:09:28.620 --> 00:09:30.660]  我們關心的是我們有沒有傳
[00:09:30.660 --> 00:09:32.580]  我們有沒有告訴他
[00:09:32.580 --> 00:09:36.380]  我常常用《救火》這個圖畫去形容傳福音的工作
[00:09:36.380 --> 00:09:37.980]  你求神幫助你
[00:09:37.980 --> 00:09:40.740]  去想到這個危急的感覺
[00:09:40.740 --> 00:09:42.100]  當你在火場裡面
[00:09:42.100 --> 00:09:44.260]  再沒有想那個是什麼人的了
[00:09:44.260 --> 00:09:46.340]  也不會想你認識他還是不認識他
[00:09:46.340 --> 00:09:48.540]  也不會想他是好人還是壞人
[00:09:48.540 --> 00:09:51.340]  總之他還有一口氣的時候
[00:09:51.340 --> 00:09:56.180]  你就要幫他脫離這個火海
