
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹們 平安
[00:00:02.000 --> 00:00:04.000]  我們一起禱告
[00:00:04.000 --> 00:00:06.000]  然後 親愛的天父
[00:00:06.000 --> 00:00:08.000]  我們感謝你
[00:00:08.000 --> 00:00:10.000]  在這個主日的下午
[00:00:10.000 --> 00:00:12.000]  我們能夠聚集在一起
[00:00:12.000 --> 00:00:14.000]  在這裡唱歌 敬拜你
[00:00:14.000 --> 00:00:16.000]  祝你藉著詩歌
[00:00:16.000 --> 00:00:18.000]  深深地打動我們的心
[00:00:18.000 --> 00:00:20.000]  也藉著詩歌
[00:00:20.000 --> 00:00:22.000]  再一次地提醒我們
[00:00:22.000 --> 00:00:24.000]  祝我們一切的好處
[00:00:24.000 --> 00:00:26.000]  不在你以外
[00:00:26.000 --> 00:00:28.000]  祝我們感謝你
[00:00:28.000 --> 00:00:30.000]  願我們的歌聲 我們的敬拜
[00:00:30.000 --> 00:00:32.000]  達到你的寶座去
[00:00:32.000 --> 00:00:34.000]  當我們翻開你的話語
[00:00:34.000 --> 00:00:36.000]  你的話語要被展開的時候
[00:00:36.000 --> 00:00:38.000]  求你的聖靈 加添力量
[00:00:38.000 --> 00:00:40.000]  給講跟聽的人
[00:00:40.000 --> 00:00:42.000]  這是一個世代的訊息
[00:00:42.000 --> 00:00:44.000]  這個世代
[00:00:44.000 --> 00:00:46.000]  告訴我們
[00:00:46.000 --> 00:00:48.000]  是說我們需要更多
[00:00:48.000 --> 00:00:50.000]  我們需要更多
[00:00:50.000 --> 00:00:52.000]  但是在你裡面
[00:00:52.000 --> 00:00:54.000]  我們有一切的豐富跟滿足
[00:00:54.000 --> 00:00:56.000]  求你藉著這短短的時間
[00:00:56.000 --> 00:00:58.000]  你加添力量
[00:00:58.000 --> 00:01:00.000]  給你的僕人
[00:01:00.000 --> 00:01:02.000]  能夠把你的真理講得明白
[00:01:02.000 --> 00:01:04.000]  造就弟兄姊妹們
[00:01:04.000 --> 00:01:06.000]  使我們生命更新
[00:01:06.000 --> 00:01:08.000]  而改變
