
[00:00:00.000 --> 00:00:04.000]  最初我們來到您面前,再一次地感謝您,
[00:00:04.000 --> 00:00:07.500]  再到您每每想起道食肉身的愛的時候,
[00:00:07.500 --> 00:00:11.500]  我們不得不向您致謝,謝謝您愛我們,
[00:00:11.500 --> 00:00:17.500]  甚至您真的去放生為人,並且寫在十字架上。
[00:00:17.500 --> 00:00:22.000]  大天父爸爸,我們來到您面前,我們真的去感謝您,
[00:00:22.000 --> 00:00:24.500]  因為如果不是您愛我們,
[00:00:24.500 --> 00:00:31.500]  如果你不願意去猜獻你的言子,道食肉身講祭,
[00:00:31.500 --> 00:00:35.500]  其實我們都沒有辦法進入這個舊恩當中,
[00:00:35.500 --> 00:00:37.000]  脫離罪的困惑,
[00:00:37.000 --> 00:00:39.500]  天父我們真的去感謝您的愛,
[00:00:39.500 --> 00:00:43.000]  請求聖靈真的在我們當中運行,
[00:00:43.000 --> 00:00:47.000]  開我們的心窍,讓我們真的去明白這份舊恩,
[00:00:47.000 --> 00:00:51.000]  好讓我們真的能夠在這個地上成為活祭,
[00:00:51.000 --> 00:00:53.500]  也都是榮耀您,願您與我們同在,
[00:00:53.500 --> 00:00:59.000]  我們這樣禱告,共靠主耶穌基督,阿們,阿們。
[00:00:59.000 --> 00:01:01.000]  我們感謝祂,給祂掌聲,阿們。
[00:01:01.000 --> 00:01:03.500]  (掌聲)
[00:01:03.500 --> 00:01:07.500]  事實上,今天是講一個我們很核心的信仰問題,
[00:01:07.500 --> 00:01:11.500]  就是在講耶穌基督寫生的這份敬愛,
[00:01:11.500 --> 00:01:16.000]  聖經講得很清楚,如果不是因為有天父的心意,
[00:01:16.000 --> 00:01:18.500]  基督是不會降生的,
[00:01:18.500 --> 00:01:21.000]  所以在《加拿大書》一章四字那裡講得很清楚,
[00:01:21.000 --> 00:01:25.500]  就是基督是致我們父神的旨意,為我們的罪社稷,
[00:01:25.500 --> 00:01:28.500]  要救我們脫離這個罪惡的世代,
[00:01:28.500 --> 00:01:32.500]  面對著這個罪惡的世代,
[00:01:32.500 --> 00:01:35.000]  以前好像都是讀一下而已,
[00:01:35.000 --> 00:01:37.500]  現在就真的覺得都很困難,
[00:01:37.500 --> 00:01:41.500]  領智慧,不知道你怎麼去想前面要走的路,
[00:01:41.500 --> 00:01:44.500]  特別是香港這個地方,你說要做基督徒,
[00:01:44.500 --> 00:01:49.500]  甚至我們說教會,聽見教會兩個字都有點害怕,
[00:01:49.500 --> 00:01:56.500]  《猶太書》是一本寫給末世受逼迫的書信,
[00:01:56.500 --> 00:01:59.000]  只有一章而已,很容易看的,你回去看看,
[00:01:59.000 --> 00:02:02.000]  當中有一些金句,我今天都很想送給大家,
[00:02:02.000 --> 00:02:04.000]  給自己的護面,我們一起讀好嗎?
[00:02:04.000 --> 00:02:10.000]  「親愛的弟兄,你們卻要在自性的真道上造就自己,
[00:02:10.000 --> 00:02:15.000]  在伶侣禱告,保守自己常在神的愛中,
[00:02:15.000 --> 00:02:20.000]  仰望我們主耶穌基督的憐憫直到永生。」
[00:02:20.000 --> 00:02:25.000]  實際上在困難的裏面,特別是在信仰都受動搖的時間,
[00:02:25.000 --> 00:02:27.000]  作者是去勸勉我們,
[00:02:27.000 --> 00:02:30.000]  需要在自性的真道上去造就自己,
[00:02:30.000 --> 00:02:32.000]  一時閒談都驚慌,領智慧都會覺得,
[00:02:32.000 --> 00:02:36.000]  是否快點主來就好了,都不要說災中被提了,
[00:02:36.000 --> 00:02:38.000]  災前就最好被提了,
[00:02:38.000 --> 00:02:41.000]  但又反過來,在一個這樣的時代的時候,
[00:02:41.000 --> 00:02:43.000]  心裏面亦都有點興奮,
[00:02:43.000 --> 00:02:48.000]  興奮的原因是因為,過往看的聖經是很扁平的,
[00:02:48.000 --> 00:02:51.000]  有很多字眼是知道,但又不太了解,
[00:02:51.000 --> 00:02:53.000]  但當在這樣的時代裏面,
[00:02:53.000 --> 00:02:56.000]  當你沉寂在神的話語裏面的時候,
[00:02:56.000 --> 00:03:00.000]  你又覺得原來上帝說的話,原來是這麼真實的,
[00:03:00.000 --> 00:03:02.000]  原來這麼多東西耶穌已經跟我們說了,
[00:03:02.000 --> 00:03:05.000]  但好像我們只不過是聽不到而已,
