
[00:00:00.000 --> 00:00:02.120]  願我口中的言語
[00:00:02.120 --> 00:00:04.600]  弟兄姊妹的心思意念
[00:00:04.600 --> 00:00:06.600]  同被附上帝月立
[00:00:06.600 --> 00:00:09.080]  基督的名得到高舉榮耀
[00:00:09.080 --> 00:00:11.400]  祈禱奉靠耶穌基督的名而求
[00:00:11.400 --> 00:00:13.400]  阿們
[00:00:13.400 --> 00:00:16.200]  今日想同大家一起
[00:00:16.200 --> 00:00:20.000]  彼此勉勵一齊去思想的題目
[00:00:20.000 --> 00:00:23.400]  就是「曙光顯影」
[00:00:23.400 --> 00:00:26.000]  甚麼是曙光呢?
[00:00:26.000 --> 00:00:30.000]  曙光在唐朝的時候
[00:00:30.000 --> 00:00:33.400]  唐太宗在一首詩裡面說
[00:00:33.400 --> 00:00:39.000]  「對此歡中宴,傾湖待曙光」
[00:00:39.000 --> 00:00:42.000]  那時候就在說曙光
[00:00:42.000 --> 00:00:45.000]  就是剛剛天空光的時候
[00:00:45.000 --> 00:00:48.000]  那些光就揮搖出來
[00:00:48.000 --> 00:00:51.000]  就是說清晨的那個日光
[00:00:51.000 --> 00:00:54.000]  但是後來就在魯迅
[00:00:54.000 --> 00:00:58.000]  他寫了一篇文集「熱風」
[00:00:58.000 --> 00:01:05.000]  「熱風」的文集就寫在1918至1924年
[00:01:05.000 --> 00:01:10.000]  當時中國正處於一個黑暗的時代
[00:01:10.000 --> 00:01:12.000]  魯迅就這樣寫
[00:01:12.000 --> 00:01:21.000]  「曙光在頭上,不抬起頭便永遠只能看見物質的閃光」
[00:01:21.000 --> 00:01:27.000]  魯迅就將曙光是一個黎明清晨的光
[00:01:27.000 --> 00:01:30.000]  更加是代表著美好的前景
[00:01:30.000 --> 00:01:37.000]  在黑暗裡面看到新的開始,新的希望
[00:01:37.000 --> 00:01:42.000]  所以說曙光是一個盼望之光
[00:01:42.000 --> 00:01:46.000]  是一個新的希望,是一個勝利的光輝
[00:01:46.000 --> 00:01:51.000]  什麼是顯影呢?
[00:01:51.000 --> 00:01:55.000]  不知道大家當中有沒有一些喜歡拍照的人
[00:01:55.000 --> 00:01:59.000]  現在不是digital了
[00:01:59.000 --> 00:02:01.000]  那時候是用菲林
[00:02:01.000 --> 00:02:09.000]  一般拍照的人覺得用菲林拍照才是真正考功夫顯影
[00:02:09.000 --> 00:02:12.000]  在曬照的時候
[00:02:12.000 --> 00:02:16.000]  要將菲林加上一些顯影劑
[00:02:16.000 --> 00:02:19.000]  影就是影子的影
[00:02:19.000 --> 00:02:30.000]  在感光上將菲林裡的光像透過顯影劑打在相紙上
[00:02:30.000 --> 00:02:39.000]  在醫學上,X光有時很難照得通腸胃和消化系統
[00:02:39.000 --> 00:02:43.000]  所以如果我們要照腸胃
[00:02:43.000 --> 00:02:48.000]  很多時候護士都要喝一些螢光劑
[00:02:48.000 --> 00:02:50.000]  那些就是顯影劑
[00:02:50.000 --> 00:02:57.000]  使我們的胃和腸更加能夠清楚反映出來
[00:02:57.000 --> 00:02:59.000]  所以顯影的意思
[00:02:59.000 --> 00:03:03.000]  影,好像今天我用的題目影照反映
[00:03:03.000 --> 00:03:08.000]  是表示將一些客觀真實的事
[00:03:08.000 --> 00:03:12.000]  怎樣能夠更加具體呈現出來
[00:03:12.000 --> 00:03:15.000]  更加具體能夠呈現出來
[00:03:15.000 --> 00:03:20.000]  今天是教會章林節的第一主日
[00:03:20.000 --> 00:03:23.000]  正如剛才黃牧師所說
[00:03:23.000 --> 00:03:28.000]  章林祭是表示彌臨
[00:03:28.000 --> 00:03:30.000]  章林祭的第一主日
[00:03:30.000 --> 00:03:36.000]  更加提醒我們主耶穌基督第一次的降生
[00:03:36.000 --> 00:03:42.000]  以及我們在迎接紀念耶穌基督第一次降生之餘
[00:03:42.000 --> 00:03:52.000]  我們要準備耶穌基督第二次光明降臨在我們當中
[00:03:52.000 --> 00:03:55.000]  章林祭是點上蠟燭
[00:03:55.000 --> 00:04:01.000]  表示要驅散黑暗裏面的光
[00:04:01.000 --> 00:04:08.000]  光是提醒我們耶穌來到這個黑暗的世界
[00:04:08.000 --> 00:04:12.000]  祂的光照耀在黑暗裏面
[00:04:12.000 --> 00:04:15.000]  讓我們看到希望
[00:04:15.000 --> 00:04:18.000]  讓我們看到勝利
[00:04:18.000 --> 00:04:24.000]  罪惡黑暗不能夠把它蓋過
[00:04:24.000 --> 00:04:26.000]  反之在罪惡黑暗裏面
[00:04:26.000 --> 00:04:29.000]  我們看到一個新的出路
[00:04:29.000 --> 00:04:32.000]  新的希望
[00:04:32.000 --> 00:04:38.000]  今天是梁法堂五十四週年的感恩崇拜
[00:04:38.000 --> 00:04:42.000]  所以我們一方面是要去思想
[00:04:42.000 --> 00:04:47.000]  要去慶祝耶穌在我們的生命
[00:04:47.000 --> 00:04:50.000]  我們幽暗的生命裏面
[00:04:50.000 --> 00:04:53.000]  帶來那份曙光
[00:04:53.000 --> 00:04:55.000]  讓我們看到希望
[00:04:55.000 --> 00:04:57.000]  新的前路
[00:04:57.000 --> 00:05:02.000]  但是同樣很希望藉著今天幾段的經文
[00:05:02.000 --> 00:05:05.000]  我們一起再去思想
[00:05:05.000 --> 00:05:08.000]  我們個人的信仰生活
[00:05:08.000 --> 00:05:11.000]  我們的教會
[00:05:11.000 --> 00:05:14.000]  怎樣在這個社區
[00:05:14.000 --> 00:05:16.000]  在這個世代
[00:05:16.000 --> 00:05:23.000]  成為憂傷困惑人群當中一點的曙光
[00:05:23.000 --> 00:05:31.000]  將耶穌基督的降生,祂的愛顯影出來
[00:05:31.000 --> 00:05:33.000]  以賽亞書
[00:05:33.000 --> 00:05:36.000]  剛才我們看過一段經文
[00:05:36.000 --> 00:05:40.000]  是寫在主前七百多年
[00:05:40.000 --> 00:05:45.000]  當時以色列北角已經滅亡
[00:05:45.000 --> 00:05:52.000]  而亞述正正是預備要攻陷耶路撒冷
[00:05:52.000 --> 00:05:55.000]  可以說是昔日這個國家
[00:05:55.000 --> 00:05:59.000]  正是岌岌可危的時候
[00:05:59.000 --> 00:06:04.000]  才寫了這一篇的禱告
[00:06:04.000 --> 00:06:06.000]  這一篇的禱告
[00:06:06.000 --> 00:06:09.000]  可以說是一個迎訊
[00:06:09.000 --> 00:06:11.000]  一個邀請
[00:06:11.000 --> 00:06:16.000]  百姓子民在艱難的日子裏面
[00:06:16.000 --> 00:06:22.000]  縱然面對滅國困難的時候
[00:06:22.000 --> 00:06:24.000]  仍然要相信
[00:06:24.000 --> 00:06:26.000]  仍然要堅持
[00:06:26.000 --> 00:06:32.000]  仍然要對那位他們相信的主宰有信心
[00:06:32.000 --> 00:06:39.000]  仍然要相信前面的日子是沒有希望的
[00:06:39.000 --> 00:06:41.000]  在這段經文
[00:06:41.000 --> 00:06:44.000]  首先先知祈求上帝
[00:06:44.000 --> 00:06:47.000]  祂的尊貴和榮耀
[00:06:47.000 --> 00:06:50.000]  要再一次顯現出來
[00:06:50.000 --> 00:06:52.000]  破天而降
[00:06:52.000 --> 00:06:54.000]  使山震動
[00:06:54.000 --> 00:06:57.000]  要使到萬國萬民
[00:06:57.000 --> 00:06:59.000]  都能夠知道
[00:06:59.000 --> 00:07:02.000]  這位他們所相信的上帝
[00:07:02.000 --> 00:07:04.000]  是有權柄的
[00:07:04.000 --> 00:07:06.000]  是有能力的
[00:07:06.000 --> 00:07:08.000]  是掌管萬有
[00:07:08.000 --> 00:07:14.000]  先知再一次去確定相信他自己所相信的主宰
[00:07:14.000 --> 00:07:16.000]  祂的偉大
[00:07:16.000 --> 00:07:17.000]  祂的權柄
[00:07:17.000 --> 00:07:19.000]  祂的能力
[00:07:19.000 --> 00:07:22.000]  先知不單止自己面向上帝
[00:07:22.000 --> 00:07:24.000]  一個確認確信
[00:07:24.000 --> 00:07:28.000]  他更加要向百姓宣告
[00:07:28.000 --> 00:07:30.000]  去告訴百姓
[00:07:30.000 --> 00:07:32.000]  他們所相信的主宰
[00:07:32.000 --> 00:07:34.000]  這位上帝
[00:07:34.000 --> 00:07:37.000]  是要施行公義的審判
[00:07:37.000 --> 00:07:40.000]  要從天降下火
[00:07:40.000 --> 00:07:43.000]  使到乾柴燒去
[00:07:43.000 --> 00:07:46.000]  使到火將水燒開
[00:07:46.000 --> 00:07:49.000]  這位公義的上帝
[00:07:49.000 --> 00:07:53.000]  要使到所有違背他心意的人
[00:07:53.000 --> 00:07:57.000]  還硬不悔改的人
[00:07:57.000 --> 00:08:01.000]  聽到因為上帝的審判而震驚
[00:08:01.000 --> 00:08:03.000]  他們要知道
[00:08:03.000 --> 00:08:05.000]  他們離棄了上帝
[00:08:05.000 --> 00:08:07.000]  生命就會枯乾
[00:08:07.000 --> 00:08:11.000]  好像葉一樣無痰亡
[00:08:11.000 --> 00:08:15.000]  先知去警告這班百姓
[00:08:15.000 --> 00:08:18.000]  你們要知道我們所相信的上帝
[00:08:18.000 --> 00:08:21.000]  是一個公義審判的上帝
[00:08:21.000 --> 00:08:24.000]  但是同樣先知說
[00:08:24.000 --> 00:08:28.000]  這位上帝是滿有憐憫的上帝
[00:08:28.000 --> 00:08:34.000]  他是喜歡那些行義紀念主導的人
[00:08:34.000 --> 00:08:37.000]  凡是願意等候他的人
[00:08:37.000 --> 00:08:40.000]  上帝必會像他們的父親一樣
[00:08:40.000 --> 00:08:44.000]  去看顧他們
[00:08:44.000 --> 00:08:46.000]  當先知說完這些
[00:08:46.000 --> 00:08:50.000]  和百姓一些鼓勵安慰的時候
[00:08:50.000 --> 00:08:53.000]  先知再去上帝祈求
[00:08:53.000 --> 00:08:58.000]  求上帝不要轉念不看他們
[00:08:58.000 --> 00:09:01.000]  不要經常記著他們做錯的事
[00:09:01.000 --> 00:09:05.000]  饒恕他們不要只向百姓發怒
[00:09:05.000 --> 00:09:11.000]  但是仍然願意求上帝收納饒恕
[00:09:11.000 --> 00:09:14.000]  先知說我們是泥土
[00:09:14.000 --> 00:09:16.000]  你是土象
[00:09:16.000 --> 00:09:18.000]  上帝我們知道我們一切的事
[00:09:18.000 --> 00:09:20.000]  是掌管在你的手裡
[00:09:20.000 --> 00:09:24.000]  我們是等著你去塗灶
[00:09:24.000 --> 00:09:27.000]  求上帝你眷顧憐憫
[00:09:27.000 --> 00:09:33.000]  求上帝讓我們能夠回旋
[00:09:33.000 --> 00:09:38.000]  整篇異常的書是先知的一個禱告
[00:09:38.000 --> 00:09:41.000]  先知是透過這個禱告
[00:09:41.000 --> 00:09:43.000]  一方面去訴說
[00:09:43.000 --> 00:09:48.000]  去承認他自己裡面那份的恐懼
[00:09:48.000 --> 00:09:51.000]  他那份的無助
[00:09:51.000 --> 00:09:53.000]  為了周邊的人
[00:09:53.000 --> 00:09:56.000]  為了百姓所犯的罪
[00:09:56.000 --> 00:10:02.000]  他們漠視上帝的吩咐而難過
[00:10:02.000 --> 00:10:05.000]  但是同樣
[00:10:05.000 --> 00:10:07.000]  先知透過這個禱告
[00:10:07.000 --> 00:10:10.000]  他仍然肯定相信
[00:10:10.000 --> 00:10:16.000]  上帝那種威嚴權柄之外
[00:10:16.000 --> 00:10:21.000]  是滿有慈愛恩典的父親
[00:10:21.000 --> 00:10:28.000]  他認識他的百姓,他的子民,他的兒女的需要
[00:10:28.000 --> 00:10:30.000]  他是土象
[00:10:30.000 --> 00:10:38.000]  他會親自用手去塑造合適的器皿
[00:10:38.000 --> 00:10:40.000]  所以我們看到以蔡霞書
[00:10:40.000 --> 00:10:44.000]  是一個先知的認訊之餘
[00:10:44.000 --> 00:10:46.000]  認訊之餘
[00:10:46.000 --> 00:10:51.000]  他體會到人離開了上帝
[00:10:51.000 --> 00:10:55.000]  會受到上帝的審判
[00:10:55.000 --> 00:10:57.000]  另外一段聖經
[00:10:57.000 --> 00:10:59.000]  《馬學福音》
[00:10:59.000 --> 00:11:04.000]  是講述耶穌在橄欖山上
[00:11:04.000 --> 00:11:06.000]  對著門徒
[00:11:06.000 --> 00:11:10.000]  去講述未來的災難
[00:11:10.000 --> 00:11:16.000]  他要離開這些門徒
[00:11:16.000 --> 00:11:19.000]  走十字架的道路
[00:11:19.000 --> 00:11:22.000]  但是他要再來
[00:11:22.000 --> 00:11:25.000]  他要帶著大能力
[00:11:25.000 --> 00:11:30.000]  榮耀雲彩的裏面再來
[00:11:30.000 --> 00:11:35.000]  他要再來施行審判
[00:11:35.000 --> 00:11:39.000]  耶穌勸勉這些門徒
[00:11:39.000 --> 00:11:41.000]  要有準備
[00:11:41.000 --> 00:11:43.000]  他說
[00:11:43.000 --> 00:11:46.000]  天地要廢去
[00:11:46.000 --> 00:11:50.000]  但是他說的話絕不會廢去
[00:11:50.000 --> 00:11:52.000]  他再來的日子
[00:11:52.000 --> 00:11:55.000]  沒有人能知道
[00:11:55.000 --> 00:11:59.000]  連天上的天使都不知道
[00:11:59.000 --> 00:12:01.000]  耶穌吩咐門徒
[00:12:01.000 --> 00:12:03.000]  現在你們要做的
[00:12:03.000 --> 00:12:06.000]  就是謹慎、警醒
[00:12:06.000 --> 00:12:10.000]  去看世界各方面的情況
[00:12:10.000 --> 00:12:13.000]  但是不要用人的角度
[00:12:13.000 --> 00:12:15.000]  去看事情
[00:12:15.000 --> 00:12:19.000]  甚至被一些表面的事情
[00:12:19.000 --> 00:12:22.000]  或者物質的享受
[00:12:22.000 --> 00:12:24.000]  阻礙了你們的視線
[00:12:24.000 --> 00:12:29.000]  而看到上帝的心意
[00:12:29.000 --> 00:12:32.000]  耶穌勸勉這些門徒
[00:12:32.000 --> 00:12:34.000]  不要只看前面的東西
[00:12:34.000 --> 00:12:36.000]  你們要相信我的說話
[00:12:36.000 --> 00:12:38.000]  一定會實現
[00:12:38.000 --> 00:12:40.000]  你們要看前面
[00:12:40.000 --> 00:12:44.000]  你們的視野、生命要向前
[00:12:44.000 --> 00:12:48.000]  要知道上帝要成就其事
[00:12:48.000 --> 00:12:51.000]  不要用人的眼光
[00:12:51.000 --> 00:12:53.000]  人的視野
[00:12:53.000 --> 00:12:57.000]  去估算事情的發展
[00:12:57.000 --> 00:13:00.000]  因為上帝所看中的
[00:13:00.000 --> 00:13:04.000]  不是人所看到表面的事情
[00:13:04.000 --> 00:13:07.000]  的成效、發展
[00:13:07.000 --> 00:13:11.000]  主耶穌告訴門徒
[00:13:11.000 --> 00:13:14.000]  他們要警醒
[00:13:14.000 --> 00:13:17.000]  祂說祂要再來
[00:13:17.000 --> 00:13:20.000]  今天是將臨節第一主日
[00:13:20.000 --> 00:13:23.000]  提醒我們要去慶祝
[00:13:23.000 --> 00:13:27.000]  要去感謝耶穌基督的降生
[00:13:27.000 --> 00:13:32.000]  就好像黑夜當中之後的曙光
[00:13:32.000 --> 00:13:37.000]  是一個勝利的光
[00:13:37.000 --> 00:13:40.000]  同樣祂要再來
[00:13:40.000 --> 00:13:46.000]  更加要施行大審判
[00:13:46.000 --> 00:13:48.000]  另一段經文
[00:13:48.000 --> 00:13:51.000]  剛才我們用啟應的方式去讀出的
[00:13:51.000 --> 00:13:57.000]  就是保羅勸勉哥倫多教會的信徒
[00:13:57.000 --> 00:14:00.000]  要他們去警醒
[00:14:00.000 --> 00:14:02.000]  要他們每天
[00:14:02.000 --> 00:14:05.000]  用警醒的態度去生活
[00:14:05.000 --> 00:14:08.000]  才能夠在主耶穌再降臨的日子
[00:14:08.000 --> 00:14:12.000]  無可指責
[00:14:12.000 --> 00:14:14.000]  保羅說出
[00:14:14.000 --> 00:14:17.000]  上帝給哥倫多教會
[00:14:17.000 --> 00:14:20.000]  各人有不同的恩賜
[00:14:20.000 --> 00:14:22.000]  恩典
