
[00:00:00.000 --> 00:00:02.520]  考考大家一個聖經問題
[00:00:02.520 --> 00:00:04.360]  每個人都應該懂得回答
[00:00:04.360 --> 00:00:07.360]  舊約聖經第一卷
[00:00:07.360 --> 00:00:09.360]  是哪一卷書?
[00:00:09.360 --> 00:00:12.920]  如果不懂得回答
[00:00:12.920 --> 00:00:14.920]  除非你還沒信主
[00:00:14.920 --> 00:00:17.760]  應該不會不懂得回答
[00:00:17.760 --> 00:00:19.480]  第一卷《創世紀》
[00:00:19.480 --> 00:00:21.280]  《創世紀》英文是甚麼?
[00:00:21.280 --> 00:00:22.240]  Genesis
[00:00:22.240 --> 00:00:25.920]  Genesis這個字在原文的意思是
[00:00:25.920 --> 00:00:27.320]  始創一族
[00:00:27.320 --> 00:00:31.400]  所以《創世紀》中文翻譯是不錯的
[00:00:31.400 --> 00:00:35.480]  但是原文這個意思也是始創一族
[00:00:35.480 --> 00:00:38.400]  它的意思是一個家譜的形式
[00:00:38.400 --> 00:00:41.200]  所以你會發覺在很多族譜
[00:00:41.200 --> 00:00:43.200]  在《創世紀》裏面記載
[00:00:43.200 --> 00:00:45.200]  有不同的族譜
[00:00:45.200 --> 00:00:49.040]  從亞當開始到後來阿伯拉罕等等一直下來
[00:00:49.040 --> 00:00:52.840]  在《創世紀》裏面充滿著很多族譜
[00:00:52.840 --> 00:00:56.680]  記載神的創造
[00:00:56.680 --> 00:01:01.000]  和人類一直延續的一些記錄
[00:01:01.000 --> 00:01:03.600]  這個實在是非常寶貴
[00:01:03.600 --> 00:01:04.960]  第一章開始
[00:01:04.960 --> 00:01:06.760]  一開始第一句
[00:01:06.760 --> 00:01:07.760]  就是
[00:01:07.760 --> 00:01:11.080]  「起初神創造天地」
[00:01:11.080 --> 00:01:14.480]  所以將上帝這位創造主
[00:01:14.480 --> 00:01:18.320]  宇宙萬物的神來向我們介紹
[00:01:18.320 --> 00:01:20.360]  所以這個開始了舊約的記載
[00:01:20.360 --> 00:01:23.080]  舊約的記載是這些族譜
[00:01:23.080 --> 00:01:24.320]  始創
[00:01:24.320 --> 00:01:28.480]  介紹這位創造萬物的主宰
[00:01:28.480 --> 00:01:32.480]  新約的第一卷是哪一卷書呢?
[00:01:32.480 --> 00:01:34.280]  《馬太福音》
[00:01:34.280 --> 00:01:37.320]  《馬太福音》的第一章一開始
[00:01:37.320 --> 00:01:40.320]  記載甚麼呢?
[00:01:40.320 --> 00:01:43.840]  耶穌的家譜
[00:01:43.840 --> 00:01:46.320]  所以又是家譜又是族譜
[00:01:46.320 --> 00:01:50.560]  所以我們看見這個神安排很奇妙
[00:01:50.560 --> 00:01:53.320]  當新約聖經第一章開始的時候
[00:01:53.320 --> 00:01:55.680]  亦是一個家譜的開始
[00:01:55.680 --> 00:01:59.920]  今次就帶出一位是世人的救主
[00:01:59.920 --> 00:02:04.200]  他要連續舊約所啟示的上帝
[00:02:04.200 --> 00:02:08.160]  來親自在人世當中顯現
[00:02:08.160 --> 00:02:11.400]  祂的降生帶給我們新約的真理
[00:02:11.400 --> 00:02:13.960]  而且更重要的就是將
[00:02:13.960 --> 00:02:17.840]  神永恆的計劃實現出來
[00:02:17.840 --> 00:02:21.400]  神從創造在舊約開始
[00:02:21.400 --> 00:02:23.840]  一路延續到新約
[00:02:23.840 --> 00:02:26.560]  藉著基督的降生
[00:02:26.560 --> 00:02:28.720]  來將祂實現出來
[00:02:28.720 --> 00:02:32.040]  所以今早在章林節
[00:02:32.040 --> 00:02:33.360]  聖誕節期間
[00:02:33.360 --> 00:02:37.360]  我和大家分享《馬太福音》第一章的訊息
[00:02:37.360 --> 00:02:39.760]  在第一章裏面
[00:02:39.760 --> 00:02:42.200]  我們如果仔細去研讀
[00:02:42.200 --> 00:02:44.320]  去思考去留意的時候
[00:02:44.320 --> 00:02:46.280]  你會發覺它有五個
[00:02:46.280 --> 00:02:49.920]  關乎主耶穌基督獨獨的身份
[00:02:49.920 --> 00:02:51.000]  所以在第一章裏面
[00:02:51.000 --> 00:02:53.240]  這五個獨特的身份
[00:02:53.240 --> 00:02:54.760]  讓我們更加認識到
[00:02:54.760 --> 00:02:56.840]  耶穌基督是誰
[00:02:56.840 --> 00:02:58.400]  更深的要知道
[00:02:58.400 --> 00:02:59.960]  這位從舊約
[00:02:59.960 --> 00:03:01.960]  神已經預備到新約
[00:03:01.960 --> 00:03:05.200]  來實現的主耶穌基督
[00:03:05.200 --> 00:03:10.280]  祂帶給我們人類的希望
[00:03:10.280 --> 00:03:13.000]  所以我們今天思想的時候
[00:03:13.000 --> 00:03:15.360]  一邊感恩一邊讚美神
[00:03:15.360 --> 00:03:18.760]  因為神精心安排
[00:03:18.760 --> 00:03:20.320]  奇妙的救主
[00:03:20.320 --> 00:03:21.440]  奇妙的救恩
[00:03:21.440 --> 00:03:24.080]  為了你為了我
[00:03:24.080 --> 00:03:26.200]  神一早的預備
[00:03:26.200 --> 00:03:29.560]  直至到耶穌的降生
[00:03:29.560 --> 00:03:32.400]  我們看看在《馬太福音》第一章
[00:03:32.400 --> 00:03:36.120]  這五個關乎耶穌的身份
[00:03:36.120 --> 00:03:38.920]  與我們有甚麼關係呢?
[00:03:38.920 --> 00:03:40.080]  第一個我們看到
[00:03:40.080 --> 00:03:41.520]  耶穌基督
[00:03:41.520 --> 00:03:43.880]  祂是亞伯拉罕的後裔
[00:03:43.880 --> 00:03:45.960]  這是《馬太福音》第一章
[00:03:45.960 --> 00:03:47.720]  第一節就很清楚地說出來了
[00:03:47.720 --> 00:03:49.480]  我們一起讀讀這節經文
[00:03:49.480 --> 00:03:50.400]  請讀
[00:03:50.400 --> 00:03:53.160]  亞伯拉罕的後裔
[00:03:53.160 --> 00:03:54.720]  大衛的子孫
[00:03:54.720 --> 00:04:00.080]  耶穌基督的家譜
[00:04:00.080 --> 00:04:01.280]  耶穌是誰呢?
[00:04:01.280 --> 00:04:03.680]  耶穌是亞伯拉罕的後裔
[00:04:03.680 --> 00:04:06.360]  這裡一開始第一章第一節就這麼說了
[00:04:06.360 --> 00:04:09.520]  亞伯拉罕的後裔
[00:04:09.520 --> 00:04:13.160]  聖靈即將使徒馬太
[00:04:13.160 --> 00:04:13.880]  耶穌的門徒
[00:04:13.880 --> 00:04:20.840]  舍低將舊約這個很重要的應許在新約《馬太福音》第一章
[00:04:20.840 --> 00:04:24.000]  一開始的時候就帶出來了
[00:04:24.000 --> 00:04:27.520]  因為要連貫整個舊約所預言的
[00:04:27.520 --> 00:04:30.080]  神在創世紀的時候
[00:04:30.080 --> 00:04:32.640]  就與亞伯拉罕所納的約
[00:04:32.640 --> 00:04:38.960]  這就是神向亞伯拉罕納這個關乎萬邦萬民的
[00:04:38.960 --> 00:04:41.480]  如果大家還記得創世紀
[00:04:41.480 --> 00:04:44.160]  神叫亞伯拉罕得福
[00:04:44.160 --> 00:04:46.560]  祂說我要使你得福
[00:04:46.560 --> 00:04:50.600]  然後直著祂使萬國萬邦
[00:04:50.600 --> 00:04:53.360]  都能夠蒙神的祝福
[00:04:53.360 --> 00:04:58.760]  在創世紀裡面神向亞伯拉罕顯現有七次之多
[00:04:58.760 --> 00:04:59.920]  而最後一次
[00:04:59.920 --> 00:05:00.960]  去到最高峰
[00:05:00.960 --> 00:05:04.680]  就是亞伯拉罕的信心可以說是最高的時候
[00:05:04.680 --> 00:05:07.440]  他在那裡獻上耳撒
[00:05:07.440 --> 00:05:09.280]  這是創世紀二十二章
[00:05:09.280 --> 00:05:11.200]  是他獨生的愛子
[00:05:11.200 --> 00:05:15.400]  在這個最高峰的信心考驗
[00:05:15.400 --> 00:05:16.920]  亞伯拉罕做了一件事
[00:05:16.920 --> 00:05:19.720]  其實就是應驗了將來神
[00:05:19.720 --> 00:05:24.080]  為世人預備了一位救主
[00:05:24.080 --> 00:05:25.760]  就是高揚
[00:05:25.760 --> 00:05:27.560]  代替了我們
[00:05:27.560 --> 00:05:31.720]  所以在亞伯拉罕被神試驗
[00:05:31.720 --> 00:05:34.440]  去到第七次向他顯現的時候
[00:05:34.440 --> 00:05:35.480]  神就跟他說
[00:05:35.480 --> 00:05:42.400]  地上萬國都必因你的後裔得福
[00:05:42.400 --> 00:05:45.320]  創世紀二十二章十八節
[00:05:45.320 --> 00:05:51.040]  地上萬國都必因你的後裔得福
[00:05:51.040 --> 00:05:53.080]  這個後裔指的是誰呢?
[00:05:53.080 --> 00:05:56.840]  這個後裔不是指亞伯拉罕要生的兒子
[00:05:56.840 --> 00:05:59.560]  以撒亞國那些
[00:05:59.560 --> 00:06:01.440]  而是我們發覺
[00:06:01.440 --> 00:06:05.320]  他特別是指哪一個後裔
[00:06:05.320 --> 00:06:06.640]  因為在原文
[00:06:06.640 --> 00:06:10.440]  地上萬國都必因你的後裔
[00:06:10.440 --> 00:06:12.680]  這個後裔是單數的
[00:06:12.680 --> 00:06:13.960]  不是很多後裔
[00:06:13.960 --> 00:06:15.880]  是那一個後裔
[00:06:15.880 --> 00:06:19.160]  這個後裔是指亞伯拉罕後來
[00:06:19.160 --> 00:06:21.000]  他的後裔當中那一位
[00:06:21.000 --> 00:06:22.200]  究竟是哪一位呢?
[00:06:22.200 --> 00:06:24.120]  當然我們現在知道是指哪一位
[00:06:24.120 --> 00:06:27.160]  但是迦拉太書在新約的時候
[00:06:27.160 --> 00:06:28.200]  就解釋出來
[00:06:28.200 --> 00:06:31.040]  迦拉太書第三章十六節
[00:06:31.040 --> 00:06:33.360]  我們要向三章十六節熟悉
[00:06:33.360 --> 00:06:36.360]  迦拉太書三章十六節都很重要
[00:06:36.360 --> 00:06:38.480]  我們一起來讀一讀
[00:06:38.480 --> 00:06:39.760]  所應許的
[00:06:39.760 --> 00:06:44.640]  原是向亞伯拉罕和他子孫說的
[00:06:44.640 --> 00:06:48.360]  上帝並不是說眾子孫
[00:06:48.360 --> 00:06:50.240]  指著許多人
