
[00:00:00.000 --> 00:00:01.120]  讓我們同心同德
[00:00:01.120 --> 00:00:05.600]  親愛的父神,多謝祢讓我們再次能夠回到祢的聖殿裏面
[00:00:05.600 --> 00:00:08.600]  彼此同心一起仰望在祢的當中
[00:00:08.600 --> 00:00:13.000]  讓我們能夠成為一個教會
[00:00:13.000 --> 00:00:16.200]  彼此一同在同一個地方裏面
[00:00:16.200 --> 00:00:18.600]  在同一個聖殿的當中
[00:00:18.600 --> 00:00:20.800]  去仰望祢一同的敬拜
[00:00:20.800 --> 00:00:22.200]  我們獻上感恩
[00:00:22.200 --> 00:00:25.600]  但願我們能夠真的好像師哥一樣
[00:00:25.600 --> 00:00:28.400]  在教會的當中
[00:00:28.800 --> 00:00:31.400]  在密西沙加城的裏面
[00:00:31.400 --> 00:00:34.800]  在我們生活的環節的裏面
[00:00:34.800 --> 00:00:39.600]  能夠彼此一同分擔喜與悲
[00:00:39.600 --> 00:00:45.000]  同心去面對各類的危難
[00:00:45.000 --> 00:00:48.400]  求主祢與我們同在
[00:00:48.400 --> 00:00:51.200]  當我們聽祢的道理的時候不是徒然
[00:00:51.200 --> 00:00:54.600]  而是真正將祢的道理成為我們生命的一部分
[00:00:54.600 --> 00:00:58.600]  所以懇求天父祢再一次鼓勵我們每一個人
[00:00:58.800 --> 00:01:01.800]  能夠隨著祢的聖靈的引導
[00:01:01.800 --> 00:01:05.400]  明白主祢在聖經當中的教訓
[00:01:05.400 --> 00:01:07.800]  並且真真正正活出
[00:01:07.800 --> 00:01:09.600]  屬神祢的生命
[00:01:09.600 --> 00:01:13.200]  求主祢聽我們的禱告
[00:01:13.200 --> 00:01:15.400]  禱告奉主耶穌基督
[00:01:15.400 --> 00:01:17.000]  得聖的名字而求
[00:01:17.000 --> 00:01:18.000]  阿們
[00:01:28.800 --> 00:01:31.000]  至到去第五節
[00:01:31.000 --> 00:01:35.600]  我有好幾個好朋友
[00:01:35.600 --> 00:01:38.000]  在我自己人生的當中
[00:01:38.000 --> 00:01:40.200]  有什麼我都會和他說
[00:01:40.200 --> 00:01:44.000]  於是我的女兒經常問我
[00:01:44.000 --> 00:01:45.000]  爸爸
[00:01:45.000 --> 00:01:51.600]  你和某某誰的弟兄或者教會的基督徒
[00:01:51.600 --> 00:01:54.000]  是不是一個很好的朋友呢
[00:01:54.000 --> 00:01:56.400]  我說是呀
[00:01:56.800 --> 00:01:59.400]  如果我能夠在教會的當中
[00:01:59.400 --> 00:02:03.000]  找到一個是我所真真正正
[00:02:03.000 --> 00:02:06.000]  能夠將我的心傾心吐意
[00:02:06.000 --> 00:02:08.400]  和他彼此一同的守望
[00:02:08.400 --> 00:02:13.000]  並且一同的去面對我們每一天的侍奉的人生的話
[00:02:13.000 --> 00:02:18.000]  這個弟兄可以說是我最好的朋友
[00:02:18.000 --> 00:02:21.000]  我記得在過去的三個月裡
[00:02:21.000 --> 00:02:23.200]  我的教會差了我去巴黎
[00:02:23.200 --> 00:02:25.000]  去服侍一間教會
[00:02:25.000 --> 00:02:27.400]  是我們支持了二十年的教會
[00:02:27.400 --> 00:02:29.800]  來到當這三個月裡
[00:02:29.800 --> 00:02:31.600]  和你一起的相處
[00:02:31.600 --> 00:02:33.800]  好像熄滅了很久
[00:02:33.800 --> 00:02:35.600]  為什麼可以做得到呢
[00:02:35.600 --> 00:02:37.800]  因為一個原因
[00:02:37.800 --> 00:02:40.000]  我們大家一起
[00:02:40.000 --> 00:02:42.400]  都是同信一位的主
[00:02:42.400 --> 00:02:46.400]  而當我們是共信同一位主的時候
[00:02:46.400 --> 00:02:49.000]  當我們的生命就很自然地
[00:02:49.000 --> 00:02:53.600]  是能夠一起隨著上帝所說的話
[00:02:53.600 --> 00:02:56.600]  而去一起努力和學習
[00:02:56.600 --> 00:02:59.400]  有些時候未必我們是做得到
[00:02:59.400 --> 00:03:01.600]  有時候我們遇見困難
[00:03:01.600 --> 00:03:03.400]  有些時候可能我們是
[00:03:03.400 --> 00:03:06.200]  甚至不知道怎樣去做都好
[00:03:06.200 --> 00:03:08.200]  但是慶幸的是
[00:03:08.200 --> 00:03:10.000]  因為我們是共信一位主
[00:03:10.000 --> 00:03:13.000]  在這位同信的主的裡面
[00:03:13.000 --> 00:03:17.000]  我們不會去將自己去隱藏
[00:03:17.000 --> 00:03:20.400]  我們反而是希望和我身邊
[00:03:20.400 --> 00:03:24.800]  都同信主的弟兄姊妹同行前面這條道路
[00:03:24.800 --> 00:03:27.400]  如果當一個基督徒
[00:03:27.400 --> 00:03:29.200]  反過來看
[00:03:29.200 --> 00:03:32.200]  你回到一間教會十多二十年之後
[00:03:32.200 --> 00:03:35.000]  你身邊的人和你沒有什麼關係
[00:03:35.000 --> 00:03:36.600]  如果你有些問題
[00:03:36.600 --> 00:03:38.400]  如果你是有困難的時候
[00:03:38.400 --> 00:03:41.000]  你是不敢會和他分享的
[00:03:41.000 --> 00:03:43.800]  甚至當有些屬靈的困難
[00:03:43.800 --> 00:03:46.400]  我們一起去討論的時候
[00:03:46.400 --> 00:03:47.800]  你原來才發覺
[00:03:48.800 --> 00:03:51.000]  我是和他談不來的時候
[00:03:51.000 --> 00:03:53.600]  問題出在哪裡呢?
[00:03:53.600 --> 00:04:00.000]  今天很多教會要談論到有關於門徒訓練
[00:04:00.000 --> 00:04:02.800]  門徒訓練是一件應該做的事
[00:04:02.800 --> 00:04:05.600]  但門徒訓練不是一個時供
[00:04:05.600 --> 00:04:08.800]  門徒訓練是一個基督徒
[00:04:08.800 --> 00:04:12.400]  怎樣去成長起來整個過程的塑造
[00:04:12.400 --> 00:04:15.800]  簡單來說是一個屬靈生命的塑造
[00:04:16.200 --> 00:04:19.600]  而當教會要做門徒訓練的時候
[00:04:19.600 --> 00:04:22.000]  我們最重要的就是塑造出一個
[00:04:22.000 --> 00:04:24.800]  是不是真的像主耶穌基督的生命呢?
