
[00:00:00.000 --> 00:00:01.900]  大家午安
[00:00:01.900 --> 00:00:03.700]  在我們講到聽到之先
[00:00:03.700 --> 00:00:05.300]  我們先謙卑
[00:00:05.300 --> 00:00:07.600]  我們禱告尋求上帝的幫助
[00:00:07.600 --> 00:00:11.400]  我們同心禱告
[00:00:11.400 --> 00:00:12.700]  真愛主,我們多謝你
[00:00:12.700 --> 00:00:14.900]  你賜下你的聖道
[00:00:14.900 --> 00:00:18.900]  去指引我們的生命和我們的生活
[00:00:18.900 --> 00:00:22.400]  讓我們謙卑在你的話語面前
[00:00:22.400 --> 00:00:25.800]  我們讓你的話語去改變我們的生命
[00:00:25.800 --> 00:00:27.900]  更加去祝福這個世界
[00:00:27.900 --> 00:00:30.900]  我們求你開我們的耳朵
[00:00:30.900 --> 00:00:32.400]  開我們的心
[00:00:32.400 --> 00:00:35.800]  同心仰望奉耶穌基督的聖名
[00:00:35.800 --> 00:00:38.600]  阿們
[00:00:38.600 --> 00:00:40.600]  在近幾年
[00:00:40.600 --> 00:00:43.300]  大家做香港人都會經歷了
[00:00:43.300 --> 00:00:46.900]  一場很大的社會運動的風波
[00:00:46.900 --> 00:00:48.400]  這一場的社運
[00:00:48.400 --> 00:00:51.100]  就源於一條條例的修訂
[00:00:51.100 --> 00:00:54.100]  就是一條逃犯條例的修訂
[00:00:54.100 --> 00:00:55.800]  這條條例為什麼要修訂呢?
[00:00:55.800 --> 00:00:58.600]  就是源於一宗謀殺案
[00:00:58.600 --> 00:01:02.400]  有一位叫陳同佳的朋友
[00:01:02.400 --> 00:01:05.600]  就殺了一個女朋友,潘曉穎
[00:01:05.600 --> 00:01:07.800]  我經常都在想什麼是個案
[00:01:07.800 --> 00:01:11.800]  要殺人呢?
[00:01:11.800 --> 00:01:15.100]  那個場景就是陳同佳和潘曉穎
[00:01:15.100 --> 00:01:18.600]  就一起去台灣旅行
[00:01:18.600 --> 00:01:20.600]  一對情侶去台灣旅行
[00:01:20.600 --> 00:01:21.600]  一起旅行
[00:01:21.600 --> 00:01:23.200]  當然很親密
[00:01:23.200 --> 00:01:27.400]  還有據報道在他殺害的那一晚
[00:01:27.400 --> 00:01:31.600]  他們之前是有很親密的行為
[00:01:31.600 --> 00:01:34.600]  所以這兩個人應該是很親密很親密
[00:01:34.600 --> 00:01:38.200]  為什麼會殺了那個女朋友呢?
[00:01:38.200 --> 00:01:39.000]  很奇怪的
[00:01:39.000 --> 00:01:42.100]  我是很有興趣知道原因的
[00:01:42.100 --> 00:01:46.800]  從報章的新聞報導得知
[00:01:46.800 --> 00:01:51.400]  原來潘曉穎告訴陳同佳
[00:01:51.400 --> 00:01:54.200]  他懷了孕
[00:01:54.200 --> 00:01:56.600]  不過那個胎兒不是他
[00:01:56.600 --> 00:01:59.200]  是他前度男友
[00:01:59.200 --> 00:02:01.900]  可能潘曉穎比較幼嫩
[00:02:01.900 --> 00:02:04.700]  他還拿出一個電話
[00:02:04.700 --> 00:02:06.400]  給陳同佳看一看
[00:02:06.400 --> 00:02:11.700]  他和前度男友一些親密的片段
[00:02:11.700 --> 00:02:14.800]  陳同佳就成奴之下
[00:02:14.800 --> 00:02:17.000]  就殺了潘曉穎
[00:02:17.000 --> 00:02:19.000]  然後棄屍在台灣
[00:02:19.000 --> 00:02:20.800]  潛逃回香港被捕
[00:02:20.800 --> 00:02:22.400]  然後以後的事情
[00:02:22.400 --> 00:02:24.100]  他自己也想不到
[00:02:24.100 --> 00:02:26.300]  然後引起一條條例的修訂
[00:02:26.300 --> 00:02:28.200]  然後一場很大的社運
[00:02:28.200 --> 00:02:30.000]  一個軒然大波
[00:02:30.000 --> 00:02:34.400]  差不多全香港都受到影響
[00:02:34.400 --> 00:02:36.000]  原來一個這麼大的事情
[00:02:36.000 --> 00:02:37.200]  源於什麼呢?
[00:02:37.200 --> 00:02:40.500]  是一個人的一時的憤怒
[00:02:40.500 --> 00:02:41.600]  生氣
[00:02:41.600 --> 00:02:43.400]  生氣很小事而已
[00:02:43.400 --> 00:02:45.200]  生氣不是的
[00:02:45.200 --> 00:02:46.800]  你不去處理
[00:02:46.800 --> 00:02:49.400]  可以引起軒然大波
[00:02:49.400 --> 00:02:53.800]  所以聖經其實早就提醒了我們
[00:02:53.800 --> 00:03:00.200]  人類第一宗謀殺案是誰殺誰?
[00:03:00.200 --> 00:03:01.700]  是該人殺阿伯
[00:03:01.700 --> 00:03:02.500]  該人是哥哥
[00:03:02.500 --> 00:03:03.500]  阿伯是弟弟
[00:03:03.500 --> 00:03:05.400]  該人為什麼要殺阿伯呢?
[00:03:05.400 --> 00:03:08.300]  出於什麼呢?
[00:03:08.300 --> 00:03:09.400]  也真的
[00:03:09.400 --> 00:03:12.000]  很多電影姐妹都以為是妒忌
[00:03:12.000 --> 00:03:15.300]  但是如果你看《創世紀》第四章
[00:03:15.300 --> 00:03:17.200]  整個第四章是沒有出現
[00:03:17.200 --> 00:03:20.000]  妒忌希伯維文
[00:03:20.000 --> 00:03:20.900]  沒有這個字眼
[00:03:20.900 --> 00:03:22.500]  連翻譯也沒有
[00:03:22.500 --> 00:03:26.800]  反而出現生氣或者憤怒
[00:03:26.800 --> 00:03:29.500]  因為該人和阿伯都憲制
[00:03:29.500 --> 00:03:33.100]  神奏看中阿伯和阿伯的共物
[00:03:33.100 --> 00:03:36.800]  他就沒有看中該人和該人的共物
[00:03:36.800 --> 00:03:39.700]  然後第四章第五節說什麼呢?
[00:03:39.700 --> 00:03:41.100]  他他就是該人
[00:03:41.100 --> 00:03:45.600]  就非常或者十分生氣
[00:03:45.600 --> 00:03:46.700]  很生氣
[00:03:46.700 --> 00:03:48.700]  可能他的生氣是因為他妒忌
[00:03:48.700 --> 00:03:51.700]  但是《創世紀》的作者的重點
[00:03:51.700 --> 00:03:54.200]  放在該人的憤怒
[00:03:54.200 --> 00:03:57.100]  他生氣到殺了弟弟
[00:03:57.100 --> 00:04:01.100]  成為人類的第一宗謀殺案
[00:04:01.100 --> 00:04:06.900]  所以憤怒、仇恨是要處理的
[00:04:06.900 --> 00:04:11.600]  甚至憤怒和仇恨可以掩蓋人性
[00:04:11.600 --> 00:04:12.900]  親人都沒有情講
[00:04:12.900 --> 00:04:15.800]  最親密的都沒有情講
[00:04:15.800 --> 00:04:17.700]  可以引致殺人
[00:04:17.700 --> 00:04:20.500]  引致一些無可挽回的大錯
[00:04:20.500 --> 00:04:22.200]  所以希望你從聖經
[00:04:22.200 --> 00:04:24.700]  從我們的經歷裡面
[00:04:24.700 --> 00:04:26.000]  你應該知道
[00:04:26.000 --> 00:04:28.100]  憤怒是要處理的
[00:04:28.100 --> 00:04:29.200]  要及早處理
[00:04:29.200 --> 00:04:31.500]  不要讓它一直滋長
[00:04:31.500 --> 00:04:34.000]  可能會跟著一些無可逆轉
[00:04:34.000 --> 00:04:36.100]  可能在我們的生命裡面
[00:04:36.100 --> 00:04:39.700]  未必去到一些嚴重的罪行去殺人
[00:04:39.700 --> 00:04:40.600]  未必
[00:04:40.600 --> 00:04:41.800]  但是可能都成為一些
[00:04:41.800 --> 00:04:45.900]  無可挽回的一些關係的破裂
[00:04:45.900 --> 00:04:50.800]  所以要小心去處理我們的憤怒
[00:04:50.800 --> 00:04:54.100]  今天在登山普訓這一段
[00:04:54.100 --> 00:04:56.300]  耶穌也是這樣說的
[00:04:56.300 --> 00:05:00.700]  耶穌是提醒我們要處理怒氣
[00:05:00.700 --> 00:05:02.500]  我們要防範於未然
[00:05:02.500 --> 00:05:04.200]  不要讓它一直滋長
[00:05:04.200 --> 00:05:06.700]  一直爆發
[00:05:06.700 --> 00:05:08.800]  因為憤怒和仇恨
[00:05:08.800 --> 00:05:11.100]  很多時候會蓋過你的理性
[00:05:11.100 --> 00:05:14.000]  甚至蓋過你的人性
[00:05:14.000 --> 00:05:15.300]  在進入經文之前
[00:05:15.300 --> 00:05:17.800]  我想交代一些背景
[00:05:17.800 --> 00:05:20.000]  大家都熟悉《馬太福音》第五到七章
[00:05:20.000 --> 00:05:22.300]  我們叫登山普訓
[00:05:22.300 --> 00:05:24.800]  這個登山普訓的結構是怎樣的呢?
[00:05:24.800 --> 00:05:27.800]  一到十二章我們叫八福
[00:05:27.800 --> 00:05:29.200]  當然大家不要理解
[00:05:29.200 --> 00:05:31.000]  這是一種福氣
[00:05:31.000 --> 00:05:34.700]  好像新年我們要接福那樣
[00:05:34.700 --> 00:05:35.900]  八福的重點就是
[00:05:35.900 --> 00:05:38.900]  天國指明八種的特質
[00:05:38.900 --> 00:05:43.300]  就是每一個基督徒都應該有的八種特質
[00:05:43.300 --> 00:05:44.400]  所以要很小心
[00:05:44.400 --> 00:05:47.200]  不是說福氣
[00:05:47.200 --> 00:05:48.900]  這八種特質
[00:05:48.900 --> 00:05:50.600]  在一到十二節講了
[00:05:50.600 --> 00:05:52.800]  接著十三到十六就要講什麼?
