
[00:00:00.000 --> 00:00:07.000]  地中姐妹早,很高興再次能夠來到大家中間來服侍。
[00:00:07.000 --> 00:00:11.000]  應該差不多一年時間沒有過來了。
[00:00:11.000 --> 00:00:16.000]  我在教會裡面認識一個姊妹,
[00:00:16.000 --> 00:00:21.000]  她在工作裡面就跟很多地中姐妹一樣,很多工作壓力。
[00:00:21.000 --> 00:00:26.000]  不過最近她還遇到一件事,一個困難的事情,是什麼事情呢?
[00:00:26.000 --> 00:00:35.000]  原來她工作裡面要負責填寫其他同事的出席、上班的時間。
[00:00:35.000 --> 00:00:41.000]  那個表格是她來填的。你覺得有什麼問題呢?
[00:00:41.000 --> 00:00:46.000]  有一些同事上班是遲到的,
[00:00:46.000 --> 00:00:50.000]  也有一些同事可能缺席了半天。
[00:00:50.000 --> 00:00:56.000]  某一個姊妹不想做任何假的檔案,
[00:00:56.000 --> 00:01:03.000]  她就誠實地寫了,有一些同事是遲到,報了上去。
[00:01:03.000 --> 00:01:07.000]  寫了以後,那個同事就非常不高興了,你可以了解。
[00:01:07.000 --> 00:01:15.000]  另外,這就激動了其他的同事一同來對付我這個姊妹。
[00:01:15.000 --> 00:01:22.000]  有一天,我姊妹覺得很大的壓力,人對她的態度非常之差。
[00:01:22.000 --> 00:01:27.000]  我的姊妹就說,其實我也沒想做什麼害人的事情,
[00:01:27.000 --> 00:01:34.000]  我就是想好好的做好我的工作,在工作裡面也為人誠實工作。
[00:01:34.000 --> 00:01:37.000]  但是為什麼我工作那麼困難呢?
[00:01:37.000 --> 00:01:41.000]  地中姐妹,你有工作裡面的困難經驗嗎?
[00:01:41.000 --> 00:01:47.000]  可能不是像我姊妹一樣,不過也有類似的其他的困難情況吧。
[00:01:47.000 --> 00:01:54.000]  其實我覺得香港所有工作的人都是工作很困難的,很多壓力。
[00:01:54.000 --> 00:02:00.000]  尤其基督徒,如果我們想在工作的環境裡面,
[00:02:00.000 --> 00:02:07.000]  想好好的為主來敬宗,可能遇到的困難更多,
[00:02:07.000 --> 00:02:11.000]  遇到更多人的誤解。
[00:02:11.000 --> 00:02:17.000]  我們的困難也不單單是在工作裡面,可能我們的困難也在家庭裡面,
[00:02:17.000 --> 00:02:20.000]  可能在經濟方面很緊,
[00:02:20.000 --> 00:02:24.000]  也可能在我們身體方面有很多不同的挑戰。
[00:02:24.000 --> 00:02:31.000]  面對這些不同的困難的時候,我們的感受是怎麼樣呢?
[00:02:31.000 --> 00:02:38.000]  我們肯定覺得有一些虧心,有一些很辛苦。
[00:02:38.000 --> 00:02:44.000]  但神要我們如何面對我們基督徒要面對的困難呢?
[00:02:44.000 --> 00:02:51.000]  神要我們面對這些困難的時候,要用什麼樣的態度來面對呢?
[00:02:51.000 --> 00:02:55.000]  今天我們會透過彼得前書第一章,
[00:02:55.000 --> 00:03:00.000]  來思想基督徒面對生活裡面困難的一些提醒。
[00:03:00.000 --> 00:03:08.000]  其實彼得前書的整簡書都是關於彼得寫給一些在困難之中的基督徒,
[00:03:08.000 --> 00:03:12.000]  提醒他們在困難之中如何去面對困難。
[00:03:12.000 --> 00:03:19.000]  我們會特別講到剛才我們讀到的彼得前書第一章第一節到十二節,
[00:03:19.000 --> 00:03:24.000]  思想到我們基督徒面對困難時候的一些態度。
[00:03:24.000 --> 00:03:30.000]  尤其彼得講到有三方面我們要留意的真理。
[00:03:30.000 --> 00:03:35.000]  頭一個真理關於我們面對困難的是什麼真理呢?
[00:03:35.000 --> 00:03:42.000]  頭一個真理就是基督徒是會面對困難,肯定會面對困難。
[00:03:42.000 --> 00:03:46.000]  那你說,咦,我信耶穌的時候沒有講過這個事情喔?
[00:03:46.000 --> 00:03:49.000]  可能你沒有留心聽。
[00:03:49.000 --> 00:03:52.000]  信耶穌我們都說我們要走載路的是嗎?
[00:03:52.000 --> 00:03:55.000]  載路是走得開心還是不開心呢?
[00:03:55.000 --> 00:03:57.000]  有一些困難的是嗎?
[00:03:57.000 --> 00:04:03.000]  所以彼得說我們基督徒一定會面對苦難的。
[00:04:03.000 --> 00:04:07.000]  第二點,如果你再看看剛才我們看的經文,
[00:04:07.000 --> 00:04:13.000]  打開聖經,剛才我們說的第一章第一到第二節,
[00:04:13.000 --> 00:04:17.000]  裡面有一些的字眼很有趣的。
[00:04:17.000 --> 00:04:22.000]  我們講到了彼得寫這個書給本都,
[00:04:22.000 --> 00:04:27.000]  加勒塔,加巴多加,亞細亞,彼得亞,其實很多地區的基督徒。
[00:04:27.000 --> 00:04:29.000]  那些是什麼地區啊?
[00:04:29.000 --> 00:04:33.000]  其實就是現在歐洲的土耳其的地方。
[00:04:33.000 --> 00:04:35.000]  那些都不是猶太人來的,
[00:04:35.000 --> 00:04:40.000]  都是一些所謂在聖經裡面我們說的外邦的基督徒。
[00:04:40.000 --> 00:04:46.000]  但是彼得用了一個很特別的幾個詞語來描述這些的基督徒。
[00:04:46.000 --> 00:04:50.000]  我們看看第一節跟第二節,有三個詞語很有趣的。
[00:04:50.000 --> 00:04:54.000]  他說是蒙簡選的,第一個詞。
[00:04:54.000 --> 00:04:59.000]  另外一個是那分散在,分散的,第二個詞。
[00:04:59.000 --> 00:05:06.000]  第三個詞是寄居的,所以有蒙簡選,分散的,寄居的。
[00:05:06.000 --> 00:05:11.000]  那三個詞你看中文就好像分開,沒什麼特別。
[00:05:11.000 --> 00:05:17.000]  其實在原文,在希臘文裡面,三個詞是拼在一塊的。
[00:05:17.000 --> 00:05:21.000]  是一個很特別的一組描述的形容詞。
[00:05:21.000 --> 00:05:25.000]  描述什麼呢?其實它描述這些外邦的基督徒,
[00:05:25.000 --> 00:05:31.000]  都好像以色列人一樣,是蒙簡選的,
[00:05:31.000 --> 00:05:38.000]  也是在戰時漂流的,是在寄人籬下的。
[00:05:38.000 --> 00:05:43.000]  他們在等待神的國的來臨。
[00:05:43.000 --> 00:05:48.000]  用這三個詞,其實彼得一開始在第一章已經暗示了,
[00:05:48.000 --> 00:05:53.000]  暗示我們基督徒在地上面生活,其實我們家不在地上。
[00:05:53.000 --> 00:05:59.000]  我們在地上是在漂泊,暫時我們在這個地方來寄居,
[00:05:59.000 --> 00:06:04.000]  我們等待天上的家到來。
[00:06:04.000 --> 00:06:11.000]  所以我們現在暫時在這個地方生活,可能有不舒服的時間。
[00:06:11.000 --> 00:06:16.000]  我覺得很多人都不習慣在一些陌生的地方睡覺。
[00:06:16.000 --> 00:06:20.000]  你有沒有一個經驗?去一個陌生的地方可能睡得不好。
[00:06:20.000 --> 00:06:27.000]  我教會每年有一個夏令會,我們會去一個地方生活可能五天。
[00:06:27.000 --> 00:06:32.000]  每天早上我很有趣,我看見一些弟兄姊妹晚上睡得不好,
[00:06:32.000 --> 00:06:35.000]  因為陌生地方嘛。
[00:06:35.000 --> 00:06:41.000]  所以早上的時候看見很多熊貓,熊貓眼睛,黑黑的眼睛,
[00:06:41.000 --> 00:06:43.000]  每天晚上睡得不好。
[00:06:43.000 --> 00:06:45.000]  要什麼時候才睡得好呢?
[00:06:45.000 --> 00:06:50.000]  就是他們完了整個令會,回到家的時候才好好的睡得好。
[00:06:50.000 --> 00:06:56.000]  弟兄姊妹,我們在地上其實也是在一個寄居的地方,
[00:06:56.000 --> 00:07:00.000]  可能有一些地方是不習慣的,不適應。
[00:07:00.000 --> 00:07:07.000]  在這個文化裡面,世界的文化跟我們基督徒的文化是有差別的。
[00:07:07.000 --> 00:07:15.000]  彼得一開始就說,我們這些基督徒也是暫時在這個地方漂流寄居,
[00:07:15.000 --> 00:07:19.000]  可能遇到困難、不舒服的時間。
[00:07:19.000 --> 00:07:23.000]  你看第六節,第六節彼得特別說,
[00:07:23.000 --> 00:07:30.000]  我們如今在各種的失念中,或許暫時難過。
[00:07:30.000 --> 00:07:35.000]  這個詞在《和合本》翻譯成「百般的失念」,
[00:07:35.000 --> 00:07:39.000]  原文的意思其實更有一個很有趣的意思,
[00:07:39.000 --> 00:07:47.000]  它有一個意思是說,有不同顏色的失念,不同口味的失念。
[00:07:47.000 --> 00:07:53.000]  也就是說可能有大的苦,有中的苦,有小的苦,
[00:07:53.000 --> 00:08:01.000]  有甜酸苦樂各種味道的苦難,我們都可能要經過。
[00:08:01.000 --> 00:08:10.000]  弟兄姊妹,你的生活裡面有沒有經驗過不同顏色、不同感受的苦?
[00:08:10.000 --> 00:08:16.000]  有沒有?你們的念都很苦,所以可能都經驗過。
[00:08:16.000 --> 00:08:20.000]  那時候我跟一些教會弟兄姊妹談起來,
