
[00:00:00.000 --> 00:00:01.560]  我聽過一個故事
[00:00:01.560 --> 00:00:03.440]  有一個人
[00:00:03.440 --> 00:00:07.240]  他的舅父去世了
[00:00:07.240 --> 00:00:10.400]  他想孝敬舅父
[00:00:10.400 --> 00:00:12.880]  就去到紙紮舖那裏
[00:00:12.880 --> 00:00:15.760]  打算買些禮物燒給舅父
[00:00:15.760 --> 00:00:19.720]  去到這間紙紮舖就發現有一個
[00:00:19.720 --> 00:00:21.520]  蘋果手機
[00:00:21.520 --> 00:00:23.720]  Apple 18
[00:00:23.720 --> 00:00:25.640]  又大又靚
[00:00:25.640 --> 00:00:27.120]  是紙紮的
[00:00:27.680 --> 00:00:31.680]  他想舅父生前就沒機會玩蘋果手機
[00:00:31.680 --> 00:00:33.520]  要買個燒給他
[00:00:33.520 --> 00:00:36.360]  買了沒多久
[00:00:36.360 --> 00:00:38.760]  回頭問老闆
[00:00:38.760 --> 00:00:42.040]  可不可以給我一張名片
[00:00:42.040 --> 00:00:45.120]  老闆說行行行 給你幾張
[00:00:45.120 --> 00:00:46.600]  賣給朋友
[00:00:46.600 --> 00:00:48.400]  他說不用一張就夠了
[00:00:48.400 --> 00:00:51.080]  因為我打算將蘋果手機
[00:00:51.080 --> 00:00:53.920]  和名片一起燒給舅父
[00:00:54.080 --> 00:00:58.120]  讓他不懂玩手機來找你比找我好
[00:00:58.120 --> 00:01:01.600]  我們中國人怕鬼
[00:01:01.600 --> 00:01:04.640]  但對鬼很有興趣
[00:01:04.640 --> 00:01:11.280]  你知不知道中國的日曆裏面
[00:01:11.280 --> 00:01:13.800]  有三個鬼節
[00:01:13.800 --> 00:01:16.880]  其中一個就是清明節
[00:01:16.880 --> 00:01:19.920]  清明節和復活節很相近
[00:01:20.920 --> 00:01:24.560]  今天是復活節 還有四天就是清明節
[00:01:24.560 --> 00:01:27.840]  中國人有個想法
[00:01:27.840 --> 00:01:30.480]  就是人死後就變成鬼
[00:01:30.480 --> 00:01:34.600]  所以就要有三個鬼節拜祭他們
[00:01:34.600 --> 00:01:36.120]  這是一個矛盾
[00:01:36.120 --> 00:01:38.320]  一方面我們著重拜祖先
[00:01:38.320 --> 00:01:40.600]  但我們又怕祖先來找我們
[00:01:40.600 --> 00:01:43.200]  但聖經告訴我們
[00:01:43.200 --> 00:01:46.080]  人死後就不會變成鬼
[00:01:46.080 --> 00:01:49.240]  你說人死後會變成什麼呢
[00:01:49.440 --> 00:01:54.240]  這個問題和耶穌基督的復活很有關係
[00:01:54.240 --> 00:01:56.360]  聖經告訴我們
[00:01:56.360 --> 00:01:58.000]  耶穌基督復活
[00:01:58.000 --> 00:02:00.960]  所以所有信祂的人都會復活
[00:02:00.960 --> 00:02:03.560]  而且永遠與基督同在
[00:02:03.560 --> 00:02:06.360]  有些人不明白什麼是復活
[00:02:06.360 --> 00:02:09.560]  以為復活就是靈魂會飄下飄下地動
[00:02:09.560 --> 00:02:10.880]  不是的
[00:02:10.880 --> 00:02:16.240]  當你死的時候靈魂和身體分開
[00:02:16.240 --> 00:02:19.960]  身體就消失了 但靈魂還存在
[00:02:19.960 --> 00:02:21.640]  復活是什麼呢
[00:02:21.640 --> 00:02:24.080]  就是上帝給你一個新的身體
[00:02:24.080 --> 00:02:27.680]  這個新的身體和你的靈魂再一次結合
[00:02:27.680 --> 00:02:31.160]  現在你的身體裏面有靈魂
[00:02:31.160 --> 00:02:33.880]  靈魂和身體合在一起
[00:02:33.880 --> 00:02:37.760]  你死後身體和靈魂分開
[00:02:37.760 --> 00:02:39.080]  身體消失了
[00:02:39.080 --> 00:02:41.960]  但你復活的時候是有一個身體
[00:02:41.960 --> 00:02:45.200]  這是基督教很重要的教義
[00:02:45.200 --> 00:02:48.800]  叫做身體的復活
[00:02:48.800 --> 00:02:51.040]  Body Resurrection
[00:02:51.040 --> 00:02:53.720]  或者Physical Resurrection
[00:02:53.720 --> 00:02:57.800]  如果有人說復活沒有身體
[00:02:57.800 --> 00:02:59.320]  只有靈魂 這是錯誤的
[00:02:59.320 --> 00:03:00.640]  耶穌基督復活的時候
[00:03:00.640 --> 00:03:02.760]  是不是有靈魂和身體呢
[00:03:02.760 --> 00:03:04.560]  祂會吃魚的
[00:03:04.560 --> 00:03:07.080]  祂在加勒尼海邊上星期
[00:03:07.080 --> 00:03:07.960]  甘穆斯說到
[00:03:07.960 --> 00:03:09.760]  祂會弄些魚給門徒吃
[00:03:09.760 --> 00:03:11.640]  祂自己也會吃的
[00:03:11.640 --> 00:03:13.960]  這就是復活
[00:03:13.960 --> 00:03:19.840]  但是你知不知道
[00:03:19.840 --> 00:03:22.640]  不單止信耶穌的人身體會復活
[00:03:22.640 --> 00:03:25.680]  不信耶穌的人身體也會復活
[00:03:25.680 --> 00:03:27.840]  就是有一天他會復活
[00:03:27.840 --> 00:03:33.800]  他的身體會和靈魂再一次合在一起
[00:03:33.800 --> 00:03:36.640]  但是歸宿就很不同
[00:03:36.640 --> 00:03:38.040]  信耶穌的人
[00:03:38.040 --> 00:03:40.760]  復活了身體靈魂就上天堂
[00:03:40.760 --> 00:03:44.160]  不信的就去一個非常不好的地方
[00:03:44.160 --> 00:03:46.360]  所以今天我要揀選一段經文
[00:03:46.360 --> 00:03:48.120]  和大家講一下
[00:03:48.120 --> 00:03:50.200]  你將來的復活
[00:03:50.200 --> 00:03:52.120]  無論你信你未信
[00:03:52.120 --> 00:03:53.560]  你將來都會復活
[00:03:53.560 --> 00:03:55.680]  你的復活和耶穌的復活
[00:03:55.680 --> 00:03:58.360]  就很有關係
[00:03:58.360 --> 00:04:00.160]  所以希望今天你聽完之後
[00:04:00.160 --> 00:04:01.360]  你明白了
[00:04:01.360 --> 00:04:04.520]  你對死亡就沒有那麼害怕
[00:04:04.520 --> 00:04:06.240]  不過從另一個角度來講
[00:04:06.240 --> 00:04:07.600]  可能你明白多了之後
