
[00:00:00.000 --> 00:00:02.880]  今天很高興再一次和大家在港台見面
[00:00:02.880 --> 00:00:06.280]  今天很高興再一次在講台和大家見面
[00:00:06.280 --> 00:00:08.960]  今天的題目是「安息日的主」
[00:00:08.960 --> 00:00:11.680]  今天的講題是「安息日的主」
[00:00:11.680 --> 00:00:16.880]  「安息日的主」和上次我所講的「新與舊」是有連貫性的
[00:00:16.880 --> 00:00:20.680]  是我上次所講的「新與舊」都有連貫性的
[00:00:20.680 --> 00:00:25.080]  很多人就說「新約的神」和「舊約的神」很不同
[00:00:25.080 --> 00:00:29.160]  很多人說「新約的神」和「舊約的神」有很多不同
[00:00:29.160 --> 00:00:31.680]  似乎「舊約的神」惡很多
[00:00:31.680 --> 00:00:34.120]  好像是「舊約的神」比較凶
[00:00:34.120 --> 00:00:37.880]  「新約的神」好像比較善良
[00:00:37.880 --> 00:00:39.960]  「新約的神」好像比較善良
[00:00:39.960 --> 00:00:42.840]  其實同一個「神」你可能不太相信
[00:00:42.840 --> 00:00:45.080]  我告訴你是同一位「神」
[00:00:45.080 --> 00:00:48.280]  似乎是性格變了
[00:00:48.280 --> 00:00:49.800]  似乎是性格變了
[00:00:49.800 --> 00:00:51.720]  性格變也不是很奇怪
[00:00:51.720 --> 00:00:53.280]  性格變了也沒有什麼奇怪
[00:00:53.280 --> 00:00:55.280]  以前你的女朋友對你很好
[00:00:55.280 --> 00:00:56.760]  以前你的女朋友對你很好
[00:00:56.760 --> 00:00:58.760]  你結婚之前很溫柔的
[00:00:58.760 --> 00:01:00.640]  還沒有結婚之前是很溫柔的
[00:01:00.640 --> 00:01:02.520]  為什麼結婚之後變得這麼凶呢?
[00:01:02.520 --> 00:01:04.520]  為什麼結婚之後變得這麼凶呢?
[00:01:04.520 --> 00:01:06.560]  似乎是真的會變
[00:01:06.560 --> 00:01:07.960]  似乎是好像有變
[00:01:07.960 --> 00:01:09.640]  其實人就會變
[00:01:09.640 --> 00:01:11.120]  但是神就不會變
[00:01:11.120 --> 00:01:12.160]  人是會變
[00:01:12.160 --> 00:01:13.560]  可是神是不會變的
[00:01:13.560 --> 00:01:15.400]  神一直都是這麼公義的
[00:01:15.400 --> 00:01:16.760]  神一直是這麼公義的
[00:01:16.760 --> 00:01:19.040]  長佛也是分明
[00:01:19.040 --> 00:01:20.000]  長佛分明
[00:01:20.000 --> 00:01:22.040]  長白也是會分明的
[00:01:22.040 --> 00:01:24.040]  但是也是有慈愛的一面
[00:01:24.040 --> 00:01:25.600]  也是有慈愛的一面
[00:01:25.600 --> 00:01:28.440]  其實從「舊約」那裡已經講得很清楚給大家聽了
[00:01:28.440 --> 00:01:30.320]  其實從「舊約」那裡已經講得很清楚給大家聽了
[00:01:30.320 --> 00:01:33.320]  因為我們知道自從人犯了罪之後
[00:01:33.320 --> 00:01:34.680]  罪的功架就是死
[00:01:34.680 --> 00:01:36.560]  這是羅馬書六章講的
[00:01:36.560 --> 00:01:38.960]  在羅馬書六章這麼說
[00:01:38.960 --> 00:01:40.800]  罪的功架就是死
[00:01:40.800 --> 00:01:42.600]  自從人犯了之後
[00:01:42.600 --> 00:01:44.360]  就是人犯罪了之後
[00:01:44.360 --> 00:01:46.840]  我們的結局就是死亡
[00:01:46.840 --> 00:01:49.240]  我們的結局就是死亡
[00:01:49.240 --> 00:01:52.520]  這個死亡在猶太人那裡是有一個意思的
[00:01:52.520 --> 00:01:55.840]  死亡在猶太人那裡是有一個意思的
[00:01:55.840 --> 00:01:57.800]  就是分開的意思
[00:01:57.800 --> 00:01:59.280]  就是分開這麼說
[00:01:59.280 --> 00:02:01.080]  今天我們有死亡是不是?
[00:02:01.080 --> 00:02:02.320]  今天我們有死亡
[00:02:02.320 --> 00:02:03.560]  我們的肉體有死亡
[00:02:03.560 --> 00:02:04.840]  我們的肉體有死亡
[00:02:04.840 --> 00:02:08.160]  所謂肉體的死亡就是跟這個世界分開了
[00:02:08.160 --> 00:02:10.720]  肉體的死亡就是跟世界已經分開了
[00:02:10.720 --> 00:02:12.640]  跟這個世界分開了
[00:02:12.640 --> 00:02:14.440]  是跟這個世界已經分開了
[00:02:14.440 --> 00:02:15.920]  但是在神的眼中
[00:02:15.920 --> 00:02:17.240]  我們的角度裡面
[00:02:17.240 --> 00:02:19.240]  我們有這個所謂的靈裡頭的死亡
[00:02:19.240 --> 00:02:20.920]  在神裡面
[00:02:20.920 --> 00:02:22.600]  靈裡面有一個死亡
[00:02:22.600 --> 00:02:24.960]  這個死亡就是與神分開
[00:02:24.960 --> 00:02:26.360]  這個死亡就是與神分開
[00:02:26.360 --> 00:02:27.960]  這個就是靈裡頭的死
[00:02:27.960 --> 00:02:29.440]  就是靈裡面的死
[00:02:29.440 --> 00:02:31.960]  這個是因為神的公義
[00:02:31.960 --> 00:02:33.520]  因為神的公義
[00:02:33.520 --> 00:02:36.640]  所以他訂了一樣東西是不會變的
[00:02:36.640 --> 00:02:38.080]  所以就訂了這件事
[00:02:38.080 --> 00:02:39.680]  無論你是新約舊約也好
[00:02:39.680 --> 00:02:41.240]  無論你是新約舊約也好
[00:02:41.240 --> 00:02:43.040]  罪的功架就是死亡
[00:02:43.040 --> 00:02:44.880]  罪的功架就是死亡
[00:02:44.880 --> 00:02:47.160]  但是舊約訂了很多律法出來
[00:02:47.160 --> 00:02:49.080]  舊約訂了很多的律法
[00:02:49.080 --> 00:02:52.160]  那羅馬書三章就很清楚地告訴你
[00:02:52.160 --> 00:02:54.680]  羅馬書三章很清楚地告訴我們
[00:02:54.680 --> 00:02:56.840]  律法是讓你知道什麼是罪
[00:02:56.840 --> 00:02:58.320]  律法告訴我們什麼是罪
[00:02:58.320 --> 00:02:59.240]  因為如果沒有律法
[00:02:59.240 --> 00:03:00.600]  你犯了罪你都不知道
[00:03:00.600 --> 00:03:01.880]  如果沒有律法的話
[00:03:01.880 --> 00:03:02.680]  我們犯了罪我們也不曉得
[00:03:02.680 --> 00:03:06.360]  那當然神的心意就是要我們去守這律法的
[00:03:06.360 --> 00:03:08.520]  神的心意就是我們要守這個律法
