
[00:00:00.000 --> 00:00:02.000]  如果大家有機會
[00:00:02.000 --> 00:00:06.000]  看一看《二世紀書》三十四章
[00:00:06.000 --> 00:00:08.000]  你必然會發現
[00:00:08.000 --> 00:00:10.000]  其實整章聖經
[00:00:10.000 --> 00:00:16.000]  多次不停地提及羊和牧羊人
[00:00:16.000 --> 00:00:20.000]  對於住在大城市的你和我
[00:00:20.000 --> 00:00:25.000]  我猜我們見到真羊的機會真的不多
[00:00:25.000 --> 00:00:27.000]  我最深印象那一次
[00:00:27.000 --> 00:00:29.000]  就是很久之前
[00:00:29.000 --> 00:00:33.000]  我和太太去紐西蘭旅行
[00:00:33.000 --> 00:00:36.000]  那裡真是羊多於人
[00:00:36.000 --> 00:00:41.000]  所以我們那次坐在旅遊巴上面
[00:00:41.000 --> 00:00:45.000]  就要等到整群羊
[00:00:45.000 --> 00:00:48.000]  在我們前面的萬條司里
[00:00:48.000 --> 00:00:50.000]  走過了
[00:00:50.000 --> 00:00:59.000]  旅遊巴司機才能繼續開車旅程
[00:00:59.000 --> 00:01:02.000]  當時我們不趕時間
[00:01:02.000 --> 00:01:05.000]  所以也覺得很有趣
[00:01:05.000 --> 00:01:08.000]  從來沒試過這樣也行嗎?
[00:01:08.000 --> 00:01:15.000]  其實羊可能比我們的印象真是不錯
[00:01:15.000 --> 00:01:22.000]  牠們身上的羊毛又厚又暖
[00:01:22.000 --> 00:01:25.000]  你在青草地溪水旁
[00:01:25.000 --> 00:01:28.000]  很安靜地吃草
[00:01:28.000 --> 00:01:30.000]  羊很純的
[00:01:30.000 --> 00:01:32.000]  很乖的
[00:01:32.000 --> 00:01:37.000]  但其實這是假象
[00:01:37.000 --> 00:01:42.000]  真實的處境不是這樣的
[00:01:42.000 --> 00:01:45.000]  羊毛需要好好打理
[00:01:45.000 --> 00:01:50.000]  因為很容易有蟲和蝨
[00:01:50.000 --> 00:01:53.000]  而且羊大近視
[00:01:53.000 --> 00:01:55.000]  而且很蠢
[00:01:55.000 --> 00:01:58.000]  牠和貓和狗不同
[00:01:58.000 --> 00:02:02.000]  貓和狗懂得找路回家
[00:02:02.000 --> 00:02:04.000]  羊就不行
[00:02:04.000 --> 00:02:07.000]  所以經常迷路
[00:02:07.000 --> 00:02:11.000]  牠們另外一個特質就是非常固執
[00:02:11.000 --> 00:02:14.000]  所以如果牠們迷路了
[00:02:14.000 --> 00:02:16.000]  沒有人找回牠
[00:02:16.000 --> 00:02:20.000]  然後叫牠們回頭
[00:02:20.000 --> 00:02:22.000]  都非常艱難
[00:02:22.000 --> 00:02:26.000]  糟糕的是牠們很固執
[00:02:26.000 --> 00:02:29.000]  又不夠敵人打
[00:02:29.000 --> 00:02:33.000]  所以如果牠們受到攻擊
[00:02:33.000 --> 00:02:38.000]  基本上很容易沒命
[00:02:38.000 --> 00:02:43.000]  在蘇格蘭有一種叫做黑臉山羊
[00:02:43.000 --> 00:02:45.000]  是一個很好的例子
[00:02:45.000 --> 00:02:53.000]  這些羊很喜歡走到山頭岩石吃草
[00:02:53.000 --> 00:02:57.000]  可能那裡的草比較甜
[00:02:57.000 --> 00:02:58.000]  比較好吃
[00:02:58.000 --> 00:02:59.000]  不知道為什麼
[00:02:59.000 --> 00:03:00.000]  總之走到那裡
[00:03:00.000 --> 00:03:03.000]  當牠們去到懸崖邊
[00:03:03.000 --> 00:03:05.000]  結果就是不上不下
[00:03:05.000 --> 00:03:07.000]  沒辦法走出來
[00:03:07.000 --> 00:03:09.000]  在這個時候
[00:03:09.000 --> 00:03:13.000]  牧羊人通常會耐心等
[00:03:13.000 --> 00:03:16.000]  等牠們在那片很窄的地方
[00:03:16.000 --> 00:03:18.000]  吃完草
[00:03:18.000 --> 00:03:21.000]  沒有其他草可以吃
[00:03:21.000 --> 00:03:24.000]  通常都要幾天
[00:03:24.000 --> 00:03:27.000]  到牠們再找不到草吃
[00:03:27.000 --> 00:03:29.000]  就肚子餓
[00:03:29.000 --> 00:03:30.000]  手軟腳軟
[00:03:30.000 --> 00:03:32.000]  人也是
[00:03:32.000 --> 00:03:35.000]  於是牧羊人就會放一條繩子
[00:03:35.000 --> 00:03:38.000]  把牠拉上來
[00:03:38.000 --> 00:03:39.000]  你會問
[00:03:39.000 --> 00:03:40.000]  早點不行嗎?
[00:03:40.000 --> 00:03:42.000]  就是不行
[00:03:42.000 --> 00:03:44.000]  因為羊實在太蠢了
[00:03:44.000 --> 00:03:47.000]  如果你早點過去
[00:03:47.000 --> 00:03:50.000]  希望把牠趕上來的話
[00:03:50.000 --> 00:03:53.000]  牠們當時就有氣有力
[00:03:53.000 --> 00:03:56.000]  所以就會拼命逃走
[00:03:56.000 --> 00:03:58.000]  逃走的結果
[00:03:58.000 --> 00:04:02.000]  就是其他的羊都會跟著
[00:04:02.000 --> 00:04:06.000]  如果一隻羊掉下山崖
[00:04:06.000 --> 00:04:09.000]  其他的羊都會跟著掉下山崖
[00:04:09.000 --> 00:04:14.000]  結果就全部掉死了
[00:04:14.000 --> 00:04:16.000]  由此可見
[00:04:16.000 --> 00:04:18.000]  一個好的牧羊人
[00:04:18.000 --> 00:04:22.000]  對於羊群的照顧
[00:04:22.000 --> 00:04:24.000]  是非常重要的
[00:04:24.000 --> 00:04:26.000]  今天我要和大家分享的
[00:04:26.000 --> 00:04:29.000]  以西傑書34章
[00:04:29.000 --> 00:04:34.000]  其實是描述一群牧羊人
[00:04:34.000 --> 00:04:36.000]  不過這群牧羊人
[00:04:36.000 --> 00:04:39.000]  只顧著一己私利
[00:04:39.000 --> 00:04:42.000]  去攻擊自己的羊
[00:04:42.000 --> 00:04:45.000]  經文在第一節的時候說
[00:04:45.000 --> 00:04:48.000]  「耶和華的話臨到我說」
[00:04:48.000 --> 00:04:51.000]  我上一次說第24章的時候
[00:04:51.000 --> 00:04:53.000]  其實我有提及過
[00:04:53.000 --> 00:04:55.000]  這個說法在西傑書
[00:04:55.000 --> 00:04:58.000]  出現過很多很多次
[00:04:58.000 --> 00:05:01.000]  如果你有機會去數一數
[00:05:01.000 --> 00:05:04.000]  單單是這34章
[00:05:04.000 --> 00:05:07.000]  其實已經出現了13次
[00:05:07.000 --> 00:05:10.000]  所以我們一定要留心聽
[00:05:10.000 --> 00:05:12.000]  究竟神想說什麼
[00:05:12.000 --> 00:05:15.000]  以西傑在之前的經文
[00:05:15.000 --> 00:05:18.000]  已經多次發出預言
[00:05:18.000 --> 00:05:22.000]  警告以色列國和他們的領袖
[00:05:22.000 --> 00:05:24.000]  要回轉
[00:05:24.000 --> 00:05:25.000]  不過他們不聽
[00:05:25.000 --> 00:05:29.000]  結果耶路撒冷失陷
[00:05:29.000 --> 00:05:31.000]  在耶路撒冷失陷之後
[00:05:31.000 --> 00:05:33.000]  神還有什麼要說呢?
[00:05:33.000 --> 00:05:36.000]  到了第二節
[00:05:36.000 --> 00:05:37.000]  經文說
[00:05:37.000 --> 00:05:40.000]  「人子啊!你要向以色列的牧人發預言
[00:05:40.000 --> 00:05:42.000]  攻擊他們說
[00:05:42.000 --> 00:05:43.000]  主耶和華如此說
[00:05:43.000 --> 00:05:44.000]  禍災
[00:05:44.000 --> 00:05:47.000]  以色列的牧人只知牧養自己
[00:05:47.000 --> 00:05:51.000]  牧人豈不當牧養群羊?」
[00:05:51.000 --> 00:05:54.000]  牧羊人牧養自己的羊
[00:05:54.000 --> 00:05:57.000]  其實是很應該的
[00:05:57.000 --> 00:05:59.000]  很自然的
[00:05:59.000 --> 00:06:03.000]  但是這裡說他們只顧一己私利
[00:06:03.000 --> 00:06:06.000]  只知牧養自己
[00:06:06.000 --> 00:06:08.000]  他們怎麼自私呢?
[00:06:08.000 --> 00:06:10.000]  第三節
[00:06:10.000 --> 00:06:12.000]  「你們吃之油
[00:06:12.000 --> 00:06:13.000]  穿羊毛
[00:06:13.000 --> 00:06:14.000]  宰肥壯的
[00:06:14.000 --> 00:06:16.000]  卻不牧養群羊」
[00:06:16.000 --> 00:06:21.000]  保羅在前書九章第七節的時候
[00:06:21.000 --> 00:06:22.000]  他也說
[00:06:22.000 --> 00:06:27.000]  牧羊人飲用自己羊群的羊奶
[00:06:27.000 --> 00:06:29.000]  其實是應該的
[00:06:29.000 --> 00:06:31.000]  不過如果我們再看
[00:06:31.000 --> 00:06:33.000]  你還沒記第三章
[00:06:33.000 --> 00:06:35.000]  舊約的經文
[00:06:35.000 --> 00:06:37.000]  羊的脂油
[00:06:37.000 --> 00:06:41.000]  其實是用來獻祭給神
[00:06:41.000 --> 00:06:44.000]  不是用來給人吃的
[00:06:44.000 --> 00:06:45.000]  所以
[00:06:45.000 --> 00:06:46.000]  這群牧羊人
[00:06:46.000 --> 00:06:50.000]  正在做一些違反律法
[00:06:50.000 --> 00:06:54.000]  他們不應該做的事
[00:06:54.000 --> 00:06:57.000]  不應該做的事就做了
[00:06:57.000 --> 00:06:58.000]  作為牧羊人
[00:06:58.000 --> 00:07:01.000]  他們又有什麼沒做呢?
[00:07:01.000 --> 00:07:02.000]  反過來
[00:07:02.000 --> 00:07:04.000]  第四節
[00:07:04.000 --> 00:07:07.000]  第四節一共有五個「沒有」
[00:07:07.000 --> 00:07:08.000]  「瘦弱的
[00:07:08.000 --> 00:07:10.000]  你們沒有養狀」
[00:07:10.000 --> 00:07:11.000]  「有病的
[00:07:11.000 --> 00:07:13.000]  你們沒有醫治」
[00:07:13.000 --> 00:07:14.000]  「受傷的
[00:07:14.000 --> 00:07:16.000]  你們沒有前果」
[00:07:16.000 --> 00:07:17.000]  「被俗的
[00:07:17.000 --> 00:07:18.000]  你們沒有領會」
[00:07:18.000 --> 00:07:19.000]  「失常的
[00:07:19.000 --> 00:07:21.000]  你們沒有尋找」
[00:07:21.000 --> 00:07:25.000]  「但用強暴嚴嚴的格制」
[00:07:25.000 --> 00:07:28.000]  既然羊是為牧羊人
[00:07:28.000 --> 00:07:31.000]  去提供羊肉
[00:07:31.000 --> 00:07:32.000]  羊奶
[00:07:32.000 --> 00:07:34.000]  可以給牠們食用
[00:07:34.000 --> 00:07:36.000]  又有羊毛
[00:07:36.000 --> 00:07:38.000]  可以給牠們做衣著
[00:07:38.000 --> 00:07:40.000]  牧羊人的職責
[00:07:40.000 --> 00:07:44.000]  當然是要好好地去保障
[00:07:44.000 --> 00:07:45.000]  牠的羊
[00:07:45.000 --> 00:07:47.000]  能夠有好的草
[00:07:47.000 --> 00:07:48.000]  可以食用
[00:07:48.000 --> 00:07:50.000]  讓牠們能夠食得飽
[00:07:50.000 --> 00:07:52.000]  身體要健壯
[00:07:52.000 --> 00:07:56.000]  如果牠們有病和受傷
[00:07:56.000 --> 00:07:58.000]  就要治好牠們
[00:07:58.000 --> 00:08:00.000]  當牠們不知走到哪裡
[00:08:00.000 --> 00:08:02.000]  就要找牠們回來
[00:08:02.000 --> 00:08:06.000]  衣著是要確保牠們安全
[00:08:06.000 --> 00:08:10.000]  因為第五至第六節說得很清楚
[00:08:10.000 --> 00:08:13.000]  「因無牧人羊就分散」
[00:08:13.000 --> 00:08:17.000]  「既分散便作了一切野獸的食物」
[00:08:17.000 --> 00:08:19.000]  「我的羊在珠山間」
[00:08:19.000 --> 00:08:21.000]  「在各高崗上流離」
[00:08:21.000 --> 00:08:23.000]  「在全地上分散」
[00:08:23.000 --> 00:08:25.000]  「無人去尋」
[00:08:25.000 --> 00:08:27.000]  「無人去找」
[00:08:27.000 --> 00:08:31.000]  如果牧羊人沒有做好自己的本份
[00:08:31.000 --> 00:08:36.000]  就會令自己的羊群冒上健康受損
[00:08:36.000 --> 00:08:40.000]  甚至喪命的危險
[00:08:40.000 --> 00:08:48.000]  這群牧羊人其實是依靠牠們的羊謀生
[00:08:48.000 --> 00:08:51.000]  所以如果牠們的羊不行
[00:08:51.000 --> 00:08:53.000]  會影響牠們的家庭
[00:08:53.000 --> 00:08:56.000]  甚至影響牠們的族群
[00:08:56.000 --> 00:08:59.000]  對牠們自己也沒有好處
[00:08:59.000 --> 00:09:03.000]  不過這群牧羊人就是這樣
[00:09:03.000 --> 00:09:06.000]  不應該做的事情就做了
[00:09:06.000 --> 00:09:09.000]  應該做的事情就不做
[00:09:09.000 --> 00:09:12.000]  所以神在第十節
[00:09:12.000 --> 00:09:16.000]  很嚴厲地指責這群牧羊人
[00:09:16.000 --> 00:09:18.000]  「主耶和華如此說」
[00:09:18.000 --> 00:09:20.000]  「我必與牧人為敵」
[00:09:20.000 --> 00:09:23.000]  「必向他們的手追討我的羊」
[00:09:23.000 --> 00:09:26.000]  「使他們不再牧放群羊」
[00:09:26.000 --> 00:09:29.000]  「牧人也不再牧養自己」
[00:09:29.000 --> 00:09:35.000]  既然這群牧羊人沒有盡好自己的本份
[00:09:35.000 --> 00:09:40.000]  神就介入出手了
[00:09:40.000 --> 00:09:43.000]  「我必救我的羊脫離他們的口」
[00:09:43.000 --> 00:09:46.000]  「不再作他們的食物」
[00:09:46.000 --> 00:09:48.000]  其實神在這裡說到
[00:09:48.000 --> 00:09:53.000]  這群牧羊人和羊想表達什麼呢?
[00:09:53.000 --> 00:09:59.000]  聖經早在文素記第27章16-17節
[00:09:59.000 --> 00:10:03.000]  已經用到牧羊人去描述
[00:10:03.000 --> 00:10:08.000]  這些管治者究竟是怎樣
[00:10:08.000 --> 00:10:10.000]  那段經文說
[00:10:10.000 --> 00:10:12.000]  「願耶和華萬人之靈的神」
[00:10:12.000 --> 00:10:15.000]  「立一個人治理會眾」
[00:10:15.000 --> 00:10:17.000]  「可以在他們面前出入」
[00:10:17.000 --> 00:10:19.000]  「也可以引導他們」
[00:10:19.000 --> 00:10:21.000]  「免得耶和華的會眾」
[00:10:21.000 --> 00:10:25.000]  「如同沒有牧人的羊群一般」
[00:10:25.000 --> 00:10:29.000]  所以當時這群領袖一聽
[00:10:29.000 --> 00:10:31.000]  其實就心知肚明
[00:10:31.000 --> 00:10:36.000]  知道爾西傑才在罵自己
[00:10:36.000 --> 00:10:39.000]  如果我們將這段經文
[00:10:39.000 --> 00:10:42.000]  應用到今天的處境
[00:10:42.000 --> 00:10:45.000]  當然很容易引申到
[00:10:45.000 --> 00:10:47.000]  今天在社會裡
[00:10:47.000 --> 00:10:49.000]  在公司裡
[00:10:49.000 --> 00:10:53.000]  在機構裡的一些領袖
[00:10:53.000 --> 00:10:58.000]  當然必定包括教會的牧者
[00:10:58.000 --> 00:11:02.000]  執事部長和其他
[00:11:02.000 --> 00:11:06.000]  在服事上負責帶領的弟兄姊妹
[00:11:06.000 --> 00:11:10.000]  不過我很想提醒
[00:11:10.000 --> 00:11:14.000]  坐在這裡的每一位弟兄姊妹
[00:11:14.000 --> 00:11:19.000]  以上針對以色列的牧人
[00:11:19.000 --> 00:11:24.000]  其實你們都包括在裡面
[00:11:24.000 --> 00:11:26.000]  每一個人
[00:11:26.000 --> 00:11:28.000]  試想想
[00:11:28.000 --> 00:11:31.000]  你們自己的一舉一動
[00:11:31.000 --> 00:11:36.000]  怎樣影響你身邊的人
[00:11:36.000 --> 00:11:40.000]  在座當中已婚的弟兄們
[00:11:40.000 --> 00:11:43.000]  神已經將家庭
[00:11:43.000 --> 00:11:48.000]  托付在你們手中
[00:11:48.000 --> 00:11:51.000]  你們有沒有像這段經文那樣說
